,Concept_ID,cy,ml
175,Krähe::N,brân,കാക്ക
176,Kuckuck::N,cog,കുയിൽ
177,Kuckuck::N,cwcw,കുയിൽ
178,Schwan::N,alarch,അരയന്നം
179,Fisch::N,pysgod,മത്സ്യം
180,Barsch::N,draenog,ഒരിനം മത്സ്യം
181,Hecht::N,penhwyad,ഒരു മത്സ്യം
182,Schlange[Tier]::N,neidr,പാമ്പ്
183,Wurm::N,abwydyn,വിര
184,Wurm::N,pryf genwair,വിര
185,Spinne::N,cor,ചിലന്തി
186,Spinne::N,pryf copyn,ചിലന്തി
187,Ameise::N,morgrugyn,ഉറുമ്പ്
188,Laus::N,lleuen,പേന്
189,Mücke::N,gwybedyn,മശകം
190,Fliege::N,cleren,ഈച്ച
191,Schmetterling::N,glöyn byw,ചിത്രശലഭം
192,Schmetterling::N,iâr fach yr haf,ചിത്രശലഭം
193,Beere::N,aeronen,ബെറി
194,Apfel::N,afal,ആപ്പിൾ
195,Pilz::N,madarch,കൂൺ
196,Zwiebel::N,nionyn,സവാള
197,Zwiebel::N,winwnsyn,സവാള
198,Saat::N,had,വിത്ത്
199,Korn::N,grawn,ധാന്യം
200,Heu::N,gwair,വയ്ക്കോൽ
201,Schale::N,croen,തൊലി
202,Schale::N,plisgyn,തൊലി
203,Grube::N,pwll,കുഴി
204,Grube::N,pydew,കുഴി
205,Falle::N,magl,കെണി
206,Schlinge::N,cwlwm rhedeg,കുടുക്ക്
207,Spur::N,ôl,ചുവട്
208,Asche::N,lludw,ചാരം
209,Dreck::N,baw,അഴുക്ക്
210,Dreck::N,budreddi,അഴുക്ക്
211,Eisen::N,haearn,ഇരുമ്പ്
212,Gold::N,aur,സ്വർണ്ണം
213,Silber::N,arian,വെള്ളി
214,Kohle::N,glo,കൽക്കരി
215,Glas::N,gwydr,ഗ്ലാസ്
216,Lehm::N,clai,കളിമണ്ണ്
217,Sand::N,tywod,മണൽ
218,Mensch::N,dyn,മനുഷ്യർ
219,Mann::N,dyn,പുരുഷൻ
220,Frau::N,merch,സ്ത്രീ
221,Frau::N,gwraig,സ്ത്രീ
222,Kind::N,plentyn,കുഞ്ഞ്
223,Junge::N,hogyn,ആൺകുട്ടി
224,Junge::N,bachgen,ആൺകുട്ടി
225,Mädchen::N,merch,പെൺകുട്ടി
226,Mädchen::N,geneth,പെൺകുട്ടി
227,Familie::N,teulu,കുടുംബം
228,Familie::N,tylwyth,കുടുംബം
229,Großvater::N,taid,അപ്പൂപ്പൻ
230,Großvater::N,tad-cu,അപ്പൂപ്പൻ
231,Großmutter::N,nain,അമ്മുമ്മ
232,Großmutter::N,mam-gu,അമ്മുമ്മ
233,Eltern::N,rhieni,മാതാപിതാക്കള്
234,Vater::N,tad,അച്ഛൻ
235,Mutter::N,mam,അമ്മ
236,Sohn::N,mab,മകൻ
237,Tochter::N,merch,മകൾ
238,Bruder::N,brawd,ചേട്ടൻ
239,Bruder::N,brawd,അനിയൻ
240,Schwester::N,chwaer,ചേച്ചി
241,Schwester::N,chwaer,അനിയത്തി
242,Onkel::N,ewythr,അമ്മാവൻ
243,Tante::N,modryb,മാമി
244,Ehemann::N,gŵr,ഭർത്താവ്
245,Ehefrau::N,gwraig,ഭാര്യ
246,Freude::N,gorfoledd,ആഹ്ലാദം
247,Gelächter::N,chwerthin,ചിരിയുടെ ശബ്ദം
248,Glück::N,hapusrwydd,സന്തോഷം
249,Glück::N,hapusrwydd,സന്തുഷ്ടി
250,Kummer::N,galar,ശോകം
251,Wunsch::N,dymuniad,ആഗ്രഹം
252,Lust::N,chwant,ആഗ്രഹം
253,Geist::N,ysbryd,ചുറുചുറുക്ക്
254,Gedanke::N,meddwl,ചിന്ത
255,Gedächtnis::N,cof,ഓർമ്മശക്തി
256,Verstand::N,meddwl,മനസ്സ്
257,Sinn::N,ystyr,അർത്ഥം
258,Grund::N,achos,കാരണം
259,Grund::N,rheswm,കാരണം
260,Wahrheit::N,gwir,സത്യം
261,Wahrheit::N,gwirionedd,സത്യം
262,Gespräch::N,sgwrs,സല്ലാപം
263,Märchen::N,chwedl werin,യക്ഷിക്കഥ
264,Erzählung::N,stori,കഥ
265,Nachricht::N,neges,സന്ദേശം
266,Neuigkeit::N,newydd,വാർത്ത
267,Name::N,enw,പേര്
268,Rätsel::N,pos,പ്രഹേളിക
269,Rede::N,araith,സംസാരം
270,Sprache::N,iaith,ഭാഷ
271,Stimme::N,llais,സ്വരം
272,Wort::N,gair,വാക്ക്
273,Zeichen::N,arwydd,സംജ്ഞ
274,Ruf::N,galwad,വിളി
275,Lärm::N,trwst,ആരവം
276,Laut::N,sain,ശബ്ദം
277,Ton::N,tôn,സ്വരഭേദം
278,Lied::N,cân,പാട്ട്
279,Ruhe::N,tawelwch,നിശ്ചലത
280,Leute::N,pobl,ജനങ്ങൾ
281,Volk::N,pobl,രാഷ്ടം
282,Arbeit::N,gwaith,ജോലി
283,Gast::N,gwestai,അതിലി
284,Geschenk::N,rhodd,സമ്മാനം
285,Geschenk::N,anrheg,സമ്മാനം
286,Spiel::N,chwarae,കളി
287,Gesellschaft::N,cwmni,കൂട്ടായ്മ
288,Hilfe::N,cymorth,സഹായം
289,Freund::N,cyfaill,സുഹൃത്ത്
290,Kamerad::N,cydymaith,കൂട്ടാളി
291,Angelegenheit::N,pwnc,കാര്യം
292,Anzahl::N,cyfrif,എണ്ണം
293,Art::N,bath,തരം
294,Stück::N,darn,കഷണം
295,Teil::N,rhan,ഭാഗം
296,Hälfte::N,hanner,പകുതി
297,Kreis::N,cylch,വൃത്തം
298,Kreuz::N,croes,കുരിശടയാളം
299,Linie::N,llinell,വര
300,Linie::N,llinell,രേഖ
301,Strich::N,strôc,പക്ഷാഘാതം
302,Strich::N,trawiad,പക്ഷാഘാതം
303,Abstand::N,bwlch,വിടവ്
304,Abstand::N,pellter,വിടവ്
305,Entfernung::N,pellter,അകലം
306,Gegend::N,cylch,പ്രദേശം
307,Platz::N,lle,ഇടം
308,Ort::N,lle,സ്ഥലം
309,Seite::N,ochr,വശം
310,Mitte::N,canol,മധ്യസ്ഥാനം
311,Gegenstand::N,eitem,സാധനം
312,Sache::N,peth,വസ്തു
313,Rand::N,cwr,തൊങ്ങൽ
314,Rand::N,ymyl,തൊങ്ങൽ
315,Kante::N,min,അറ്റം
316,Kante::N,ymyl,അറ്റം
317,Ecke::N,cornel,മൂല
318,Spitze::N,blaen,അഗ്രം
319,Ende::N,pen,അവസാനം
320,Loch::N,twll,ദ്വാരം
321,Winkel::N,congl,കോൺ
322,Muster::N,patrwm,ക്രമം
323,Größe::N,maint,വലുപ്പം
324,Größe::N,maintioli,വലുപ്പം
325,Länge::N,hyd,നീളം
326,Höhe::N,uchder,ഉയരം
327,Gewicht::N,pwysau,കട്ടി
328,Menge::N,swm,അളവ്
329,Menge::N,maint,അളവ്
330,Haufen::N,pentwr,കൂമ്പാരം
331,Reihe::N,rhes,വരി
332,Boot::N,cwch,ബോട്ട്
333,Ruder::N,rhwyf,പങ്കായം
334,Schlitten::N,sled,ഉരുളില്ലാവണ്ടി
335,Schlitten::N,car llusg,ഉരുളില്ലാവണ്ടി
336,Ski::N,sgi,ഹിമപാദുകം
337,Lagerfeuer::N,coelcerth,തീ
338,Last::N,llwyth,ഭാരം
339,Gang::N,tro,നടത്തം
340,Schritt::N,cam,ചുവട്
341,Norden::N,gogledd,വടക്ക്
342,Süden::N,de,തെക്ക്
343,Westen::N,gorllewin,പടിഞ്ഞാറ്
344,Osten::N,dwyrain,കിഴക്ക്
345,Holz::N,pren,തടി
346,Brett::N,bwrdd,ബോർഡ്
347,Brett::N,astell,ബോർഡ്
348,Platte::N,llech,തകിട്
349,Stütze::N,ateg,താങ്ങ്
350,Stütze::N,cynhalydd,താങ്ങ്
351,Stange::N,polyn,കമ്പ്
352,Stock::N,ffon,വടി
353,Stock::N,brigyn,വടി
354,Stab::N,ffon,കുറുവടി
355,Rohr::N,pibell,കുഴൽ
356,Haus::N,tŷ,വീട്
357,Heim::N,cartref,വീട്
358,Ofen::N,stof,സ്റ്റൌ
359,Fußboden::N,llawr,തറ
360,Tisch::N,bwrdd,മേശ
361,Stuhl::N,cadair,കസേര
362,Wiege::N,crud,തൊട്ടിൽ
363,Bett::N,gwely,കിടക്ക
364,Regal::N,silff,ഷെൽഫ്
365,Kiste::N,bocs,പെട്ടി
366,Kiste::N,blwch,പെട്ടി
367,Fenster::N,ffenestr,ജനൽ
368,Tür::N,drws,വാതിൽ
369,Tor::N,porth,കവാടം
370,Zaun::N,ffens,വേലി
371,Dach::N,to,മേൽക്കുര
372,Leiter::N,ysgol,ഏണി
373,Besen::N,ysgub,ചൂല്
374,Spaten::N,rhaw,തൂമ്പ
375,Schaufel::N,rhaw,തൂമ്പ
376,Gabel::N,fforc,മുൾക്കത്തി
377,Löffel::N,llwy,സ്പൂൺ
378,Messer::N,cyllell,കത്തി
379,Nagel::N,hoel,ആണി
380,Netz::N,gwe,വല
381,Netz::N,rhwyd,വല
382,Haken::N,bach,കൊളുത്ത്
383,Griff::N,carn,കൈപ്പിടി
384,Schloss::N,clo,പൂട്ട്
385,Bild::N,llun,ചിത്രം
386,Bild::N,pictiwr,ചിത്രം
387,Figur::N,ffigur,കണക്ക്
388,Puppe::N,dol,പാവ
389,Beutel::N,cwd,ബാഗ്
390,Bündel::N,bwndel,കെട്ട്
391,Bündel::N,coflaid,കെട്ട്
392,Tasche::N,cod,ബാഗ്
393,Eimer::N,bwced,ബക്കറ്റ്
394,Eimer::N,cunnog,ബക്കറ്റ്
395,Deckel::N,caead,ഉറ
396,Geschirr::N,llestri,പിഞ്ഞാണം
397,Sack::N,sach,ചാക്ക്
398,Tasse::N,cwpan,കപ്പ്
399,Topf::N,pot,പാത്രം
400,Topf::N,crochan,പാത്രം
401,Kessel::N,tegell,കെറ്റ്ല്
402,Essen::N,pryd o fwyd,ആഹാരസമയം
403,Nahrung::N,bwyd,ഭക്ഷണം
404,Speise::N,saig,ഡിഷ്
405,Fleisch::N,cig,മാംസം
406,Getreide::N,ŷd,ചോളം
407,Getreide::N,llafur,ചോളം
408,Brei::N,uwd,കഞ്ഞി
409,Brot::N,bara,റോട്ടി
410,Scheibe::N,tafell,തുണ്ട്
411,Fett::N,saim,കൊഴുപ്പ്
412,Fett::N,braster,കൊഴുപ്പ്
413,Butter::N,ymenyn,വെണ്ണ
414,Öl::N,olew,എണ്ണ
415,Salz::N,halen,ഉപ്പ്
416,Suppe::N,cawl,സൂപ്പ്
417,Honig::N,mêl,തേൻ
418,Milch::N,llaeth,പാൽ
419,Milch::N,llefrith,പാൽ
420,Tee::N,te,ചായ
421,Leder::N,lledr,തുകൽ
422,Wolle::N,gwlân,കമ്പിളി
423,Stoff::N,lliain,തുണി
424,Stoff::N,brethyn,തുണി
425,Nadel::N,nodwydd,സൂചി
426,Faden::N,edau,നൂല്
427,Faden::N,edefyn,നൂല്
428,Knopf::N,botwm,ബട്ടൺ
429,Knoten::N,cwlwm,കുരുക്ക്
430,Farbe::N,paent,പെയിൻറ്
431,Kleidung::N,dillad,വസ്ത്രങ്ങൾ
432,Kleidung::N,gwisgoedd,വസ്ത്രങ്ങൾ
433,Hemd::N,crys,ഷർട്ട്
434,Kragen::N,coler,കുപ്പായക്കഴുത്ത്
435,Ärmel::N,llawes,കുപ്പായക്കൈ
436,Hose::N,trowsus,ട്രൌസർ
437,Gürtel::N,gwregys,ബെൽറ്റ്
438,Mütze::N,cap,തൊപ്പി
439,Schuh::N,esgid,ഷൂ
440,Stiefel::N,botasen,ബൂട്ട്
441,Ring::N,modrwy,മോതിരം
442,Band::N,rhuban,റിബൺ
443,Kamm::N,crib,ചീപ്പ്
444,Spiegel::N,drych,കണ്ണാടി
445,Riemen::N,strap,സ്ട്രാപ്പ്
446,Schnur::N,llinyn,ചരട്
447,Leine::N,tennyn,കെട്ടാനുള്ള തോൽവാർ
448,Decke::N,blanced,പുതപ്പ്
449,Decke::N,gwrthban,പുതപ്പ്
450,Kissen::N,clustog,തലയിണ
451,Kissen::N,gobennydd,തലയിണ
452,Tuch::N,sgarff,സ്കാർഫ്
453,Handtuch::N,tywel,തോർത്ത്
454,Handtuch::N,lliain sychu,തോർത്ത്
455,Kraft::N,grym,ശക്തി
456,Stärke::N,nerth,ശക്തി
457,Stärke::N,cryfder,ശക്തി
458,Gesundheit::N,iechyd,ആരോഗ്യം
459,Krankheit::N,afiechyd,അസുഖം
460,Krankheit::N,anhwylder,അസുഖം
461,Schmerz::N,poen,വേദന
462,Schmerz::N,gwayw,വേദന
463,Wunde::N,clwyf,മുറിവ്
464,Fieber::N,twymyn,പനി
465,Arznei::N,meddyginiaeth,മരുന്ന്
466,Brücke::N,pont,പാലം
467,Brunnen::N,ffynnon,കിണർ
468,Weide::N,porfa,മേച്ചൽ
469,Pfad::N,llwybr,വഴി
470,Weg::N,ffordd,വഴി
471,Straße::N,heol,റോഡ്
472,Straße::N,ffordd,റോഡ്
473,Dorf::N,pentref,ഗ്രാമം
474,Stadt::N,tref,നഗരം
475,Brief::N,llythyr,കത്ത്
476,Buch::N,llyfr,പുസ്തകം
477,Buchstabe::N,llythyren,അക്ഷരം
478,Zeitung::N,papur newydd,വർത്തമാനപത്രം
479,Leben::N,bywyd,ജീവൻ
480,Tod::N,marwolaeth,മരണം
481,Grab::N,bedd,ശവക്കുഴി
482,Kirche::N,eglwys,പള്ളി
483,Sünde::N,pechod,പാപം
484,Gott::N,duw,ദൈവം
485,Arbeiter::N,gweithiwr,ജോലിക്കാരൻ
486,Chef::N,pennaeth,മേധാവി
487,Meister::N,meistr,യജമാനൻ
488,Arzt::N,meddyg,ഡോക്ടർ
489,Lehrer::N,athro,അധ്യാപകൻ
490,Geld::N,pres,പണം
491,Geld::N,arian,പണം
492,Geschäft::N,busnes,ബിസിനസ്
493,Laden::N,siop,കട
494,Preis::N,pris,വില
495,Ware::N,nwydd,ചരക്ക്
496,Nutzen::N,elw,ലാഭം
497,Nutzen::N,budd,ലാഭം
498,Reichtum::N,cyfoeth,ധനം
499,Welt::N,byd,ലോകം
500,Land::N,gwlad,രാജ്യം
501,Staat::N,gwladwriaeth,രാജ്യം
502,König::N,brenin,രാജാവ്
503,Macht::N,grym,അധികാരം
504,Macht::N,awdurdod,അധികാരം
505,Grenze::N,ffin,അതിർത്തി
506,Grenze::N,goror,അതിർത്തി
507,Krieg::N,rhyfel,യുദ്ധം
508,Feind::N,gelyn,ശത്രു
509,Gewalt::N,ffyrnigrwydd,അക്രമം
510,Kampf::N,brwydr,പോരാട്ടം
511,Bogen[Waffe]::N,bwa,വില്ല്
512,Pfeil::N,saeth,അമ്പ്
513,Gewehr::N,dryll,തോക്ക്
514,Fehler::N,gwall,പിശക്
515,Fehler::N,camgymeriad,പിശക്
516,Lüge::N,celwydd,കള്ളം
517,Lüge::N,anwiredd,കള്ളം
518,Schaden::N,niwed,കേടുപാട്
519,Schaden::N,difrod,കേടുപാട്
520,Unglück::N,anffawd,ദൌർഭാഗ്യം
521,Schuld::N,bai,തെറ്റ്
522,Alter::N,oed,വയസ്സ്
523,Schluss::N,diwedd,നിഗമനം
524,Zeit::N,amser,സമയം
525,Tag::N,dydd,ദിവസം
526,Tag::N,diwrnod,ദിവസം
527,Morgen::N,bore,പ്രഭാതം
528,Mittag::N,nawn,ഉച്ച
529,Abend::N,noswaith,സായാഹ്നം
530,Nacht::N,nos,രാത്രി
531,Woche::N,wythnos,ആഴ്ച
532,Monat::N,mis,മാസം
533,Jahr::N,blwyddyn,വർഷം
534,Frühling::N,gwanwyn,വസന്തം
535,Sommer::N,haf,വേനൽ
536,Herbst::N,hydref,ശരത്കാലം
537,Winter::N,gaeaf,ശൈത്യം
538,Januar::N,Ionawr,ജനുവരി
539,Februar::N,Chwefror,ഫെബ്രുവരി
540,März::N,Mawrth,മാർച്ച്
541,April::N,Ebrill,ഏപ്രിൾ മാസം
542,Mai::N,Mai,മെയ് മാസം
543,Juni::N,Mehefin,ജൂൺ
544,Juli::N,Gorffennaf,ജൂലൈ
545,August::N,Awst,ആഗസ്റ്റ്
546,September::N,Medi,സെപ്തംബർ
547,Oktober::N,Hydref,ഒക്ടോബർ
548,November::N,Tachwedd,നവംബർ
549,Dezember::N,Rhagfyr,ഡിസംബർ
550,Montag::N,dydd Llun,തിങ്കളാഴ്ച
551,Dienstag::N,dydd Mawrth,ചൊവ്വ
552,Mittwoch::N,dydd Mercher,ബുധനാഴ്ച
553,Donnerstag::N,dydd Iau,വ്യാഴാഴ്ച
554,Freitag::N,dydd Gwener,വെള്ളിയാഴ്ച
555,Samstag::N,dydd Sadwrn,ശനിയാഴ്ച
556,Sonntag::N,dydd Sul,ഞായറാഴ്ച
557,groß::A,mawr,വലിയ
558,klein::A,bach,ചെറിയ
559,lang::A,hir,നീണ്ട
560,kurz::A,byr,ഹ്രസ്വമായ
561,kurz::A,cwta,ഹ്രസ്വമായ
562,breit::A,llydan,വിശാലമായ
563,schmal::A,cul,ഇടുങ്ങിയ
564,dicht::A,dwys,നിബിഡമായ
565,dick[Gegenstand]::A,trwchus,തടിച്ച
566,dünn::A,tenau,മെലിഞ്ഞ
567,fein::A,main,നേർത്ത
568,fest::A,cadarn,ഉറപ്പുള്ള
569,flach::A,gwastad,പരന്ന
570,glatt::A,llyfn,മിനുസമുള്ള
571,hart::A,caled,കട്ടിയുള്ള
572,weich::A,meddal,മൃദുവായ
573,rund::A,crwn,വട്ടത്തിലുള്ള
574,spitz::A,pigfain,മുനയുള്ള
575,scharf::A,miniog,മൂർച്ചയുള്ള
576,stumpf::A,pŵl,തുറന്നടിക്കുന്ന
577,schwer::A,trwm,ഭാരമുള്ള
578,schön::A,teg,മനോഹരമായ
579,schön::A,hardd,മനോഹരമായ
580,schön::A,prydferth,മനോഹരമായ
581,heiß::A,poeth,ചൂടുള്ള
582,warm::A,twym,ചൂടുള്ള
583,warm::A,cynnes,ചൂടുള്ള
584,kalt::A,oer,തണുത്ത
585,kühl::A,oeraidd,തണുപ്പുള്ള
586,frisch::A,iach,ശുദ്ധമായ
587,feucht::A,llaith,ഈറനുള്ള
588,nass::A,gwlyb,നനഞ്ഞ
589,trocken::A,sych,വരണ്ട
590,voll::A,llawn,നിറയെ
591,leer::A,gwag,ഒഴിഞ്ഞ
592,offen::A,agored,തുറന്ന
593,geschlossen::A,caead,അടച്ച
594,geschlossen::A,caeëdig,അടച്ച
595,sauber::A,glân,വൃത്തിയുള്ള
596,schmutzig::A,budr,അഴുക്കുനിറഞ്ഞ
597,schmutzig::A,brwnt,അഴുക്കുനിറഞ്ഞ
598,roh::A,amrwd,അസംസ്കൃതമായ
599,reif::A,aeddfed,പഴുത്ത
600,lecker::A,blasus,രുചികരമായ
601,lecker::A,danteithiol,രുചികരമായ
602,süß::A,melys,മധുരമുള്ള
603,bitter::A,chwerw,കടുത്ത
604,sauer::A,sur,പുളിപ്പുള്ള
605,hell::A,disglair,ജ്വലിക്കുന്ന
606,dunkel::A,tywyll,ഇരുണ്ട
607,schwarz::A,du,കറുത്ത
608,weiß::A,gwyn,വെളുത്ത
609,rot::A,coch,ചുവന്ന
610,gelb::A,melyn,മഞ്ഞനിറമായ
611,blau::A,glas,നീലനിറമുള്ള
612,grün::A,gwyrdd,പച്ചനിറമുള്ള
613,grau::A,llwyd,ചാരനിറത്തിലുള്ള
614,bunt::A,lliwgar,വർണ്ണശബളമായ
615,billig::A,rhad,വിലകുറഞ്ഞ
616,teuer::A,drud,ചെലവേറിയ
617,wertvoll::A,gwerthfawr,വിലപിടിപ്പുള്ള
618,blind::A,dall,അന്ധനായ
619,taub::A,byddar,കേൾവിക്കുറവുള്ള
620,kräftig::A,nerthol,ശക്തിയുള്ള
621,kräftig::A,grymus,ശക്തിയുള്ള
622,stark::A,cryf,ബലമുള്ള
623,stark::A,cadarn,ബലമുള്ള
624,schwach::A,gwan,ക്ഷീണിച്ച
625,fett::A,tew,കൊഴുപ്പുള്ള
626,schlank::A,main,മെലിഞ്ഞ
627,hübsch::A,tlws,മനോഹരമായ
628,böse::A,drwg,പാപിയായ
629,dumm::A,twp,വിവരംകെട്ട
630,faul::A,diog,അലസനായ
631,fleißig::A,dyfal,അദ്ധ്വാനശീലമുള്ള
632,geizig::A,crintach,പിശുക്കനായ
633,geizig::A,cybyddlyd,പിശുക്കനായ
