,Concept_ID,hu,be
100,Hitze::N,hőség,спёка
101,Raureif::N,zúzmara,іней
102,Regenbogen::N,szivárvány,вясёлка
103,Donner::N,dörgés,гром
104,Donner::N,mennydörgés,гром
105,Strömung::N,áramlat,цячэнне
106,Tropfen::N,csepp,кропля
107,Schaum::N,hab,пена
108,Schaum::N,tajték,пена
109,Schmutz::N,piszok,гразь
110,See::N,tó,возера
111,Sumpf::N,mocsár,багна
112,Moor::N,láp,балота
113,Wiese::N,rét,луг
114,Wiese::N,mező,луг
115,Wald::N,erdő,лес
116,Hügel::N,domb,узгорак
117,Anhöhe::N,magaslat,узвышша
118,Berg::N,hegy,гара
119,Gipfel::N,csúcs,вяршыня
120,Höhle::N,barlang,пячора
121,Abhang::N,lejtő,схіл
122,Quelle::N,forrás,крыніца
123,Bach::N,patak,ручай
124,Fluss::N,folyó,рака
125,Ufer::N,part,бераг
126,Küste::N,tengerpart,узбярэжжа
127,Festland::N,szárazföld,суша
128,Meer::N,tenger,мора
129,Bucht::N,öböl,бухта
130,Insel::N,sziget,востраў
131,Blume::N,virág,кветка
132,Gras::N,fű,трава
133,Wurzel::N,gyökér,корань
134,Baum::N,fa,дрэва
135,Stamm::N,tő,ствол
136,Stamm::N,törzs,ствол
137,Rinde::N,kéreg,кара
138,Ast::N,ág,сук
139,Zweig::N,gally,галіна
140,Blatt::N,levél,ліст
141,Birke::N,nyír,бяроза
142,Kiefer[Baum]::N,fenyő,хвоя
143,Kiefer[Baum]::N,fenyő,сасна
144,Weide[Baum]::N,fűz,вярба
145,Tanne::N,fenyő,яліна
146,Horn::N,szarv,рог
147,Feder::N,toll,пяро
148,Fell::N,szőr,шкура
149,Fell::N,bunda,шкура
150,Flügel::N,szárny,крыло
151,Klaue::N,köröm,кіпцюр
152,Kralle::N,karom,лапа
153,Schwanz::N,farok,хвост
154,Ei::N,tojás,яйка
155,Nest::N,fészek,гняздо
156,Bau::N,odú,нара
157,Tier::N,állat,жывёла
158,Herde::N,nyáj,статак
159,Herde::N,csorda,статак
160,Kuh::N,tehén,карова
161,Bulle::N,bika,бык
162,Pferd::N,ló,конь
163,Schaf::N,juh,авечка
164,Schaf::N,birka,авечка
165,Schwein::N,sertés,свіння
166,Hund::N,eb,сабака
167,Hund::N,kutya,сабака
168,Katze::N,macska,кошка
169,Bär::N,medve,мядзведзь
170,Eichhörnchen::N,mókus,вавёрка
171,Elch::N,jávorszarvas,лось
172,Fuchs::N,róka,ліса
173,Hase::N,nyúl,заяц
174,Maus::N,egér,мыш
175,Wolf::N,farkas,воўк
176,Vogel::N,madár,птах
177,Vogel::N,madár,птушка
178,Schwarm::N,raj,чарада
179,Huhn::N,tyúk,курыца
180,Hahn::N,kakas,певень
181,Gans::N,lúd,гусь
182,Gans::N,liba,гусь
183,Adler::N,sas,арол
184,Ente::N,kacsa,качка
185,Eule::N,bagoly,сава
186,Kranich::N,daru,жораў
187,Kranich::N,daru,журавель
188,Krähe::N,varjú,варона
189,Kuckuck::N,kakukk,зязюля
190,Schwan::N,hattyú,лебедзь
191,Fisch::N,hal,рыба
192,Barsch::N,sügér,акунь
193,Hecht::N,csuka,шчупак
194,Schlange[Tier]::N,kígyó,змяя
195,Wurm::N,kukac,чарвяк
196,Spinne::N,pók,павук
197,Ameise::N,hangya,мурашка
198,Laus::N,tetű,вош
199,Mücke::N,szúnyog,камар
200,Fliege::N,légy,муха
201,Schmetterling::N,lepke,матыль
202,Schmetterling::N,pillangó,матыль
203,Beere::N,bogyó,ягада
204,Apfel::N,alma,яблык
205,Pilz::N,gomba,грыб
206,Zwiebel::N,hagyma,цыбуля
207,Saat::N,vetőmag,семя
208,Korn::N,mag,зерне
209,Korn::N,szem,зерне
210,Heu::N,széna,сена
211,Schale::N,héj,шалупінне
212,Grube::N,verem,яма
213,Falle::N,csapda,пастка
214,Schlinge::N,tőr,сіло
215,Spur::N,nyom,след
216,Asche::N,hamu,попел
217,Dreck::N,sár,бруд
218,Dreck::N,piszok,бруд
219,Eisen::N,vas,жалеза
220,Gold::N,arany,золата
221,Silber::N,ezüst,сребра
222,Kohle::N,szén,вугаль
223,Glas::N,üveg,шкло
224,Lehm::N,agyag,гліна
225,Lehm::N,vályog,гліна
226,Sand::N,homok,пясок
227,Mensch::N,ember,чалавек
228,Mann::N,úr,мужчына
229,Mann::N,férfi,мужчына
230,Frau::N,nő,жанчына
231,Frau::N,asszony,жанчына
232,Kind::N,gyerek,дзіця
233,Kind::N,gyermek,дзіця
234,Junge::N,fiú,хлопчык
235,Mädchen::N,lány,дзяўчынка
236,Familie::N,család,сямʼя
237,Großvater::N,nagyapa,дзядуля
238,Großmutter::N,nagyanya,бабуля
239,Eltern::N,szülők,бацькі
240,Vater::N,apa,бацька
241,Vater::N,atya,бацька
242,Mutter::N,anya,маці
243,Sohn::N,fiú,сын
244,Tochter::N,lány,дачка
245,Bruder::N,fivér,брат
246,Bruder::N,testvér,брат
247,Schwester::N,nővér,сястра
248,Schwester::N,lánytestvér,сястра
249,Onkel::N,nagybácsi,дзядзька
250,Tante::N,nagynéni,цётка
251,Ehemann::N,férj,муж
252,Ehefrau::N,feleség,жонка
253,Freude::N,öröm,радасць
254,Gelächter::N,nevetés,смех
255,Gelächter::N,hahotázás,смех
256,Glück::N,boldogság,шчасце
257,Kummer::N,bánat,гора
258,Wunsch::N,óhaj,жаданне
259,Lust::N,kedv,цяга
260,Geist::N,elme,дух
261,Geist::N,szellem,дух
262,Gedanke::N,gondolat,думка
263,Gedächtnis::N,emlékezet,памяць
264,Verstand::N,ész,розум
265,Verstand::N,értelem,розум
266,Sinn::N,értelem,сэнс
267,Grund::N,ok,зачэпка
268,Grund::N,alap,зачэпка
269,Wahrheit::N,igaz,праўда
270,Wahrheit::N,igazság,праўда
271,Gespräch::N,beszélgetés,размова
272,Märchen::N,mese,казка
273,Erzählung::N,elbeszélés,расказ
274,Erzählung::N,elbeszélés,апавяданне
275,Nachricht::N,hír,вестка
276,Nachricht::N,hír,паведамленне
277,Nachricht::N,híradás,вестка
278,Nachricht::N,híradás,паведамленне
279,Neuigkeit::N,újság,навіна
280,Name::N,név,імя
281,Rätsel::N,rejtvény,загадка
282,Rede::N,beszéd,прамова
283,Rede::N,szónoklat,прамова
284,Sprache::N,nyelv,мова
285,Stimme::N,hang,голас
286,Wort::N,szó,слова
287,Zeichen::N,jel,знак
288,Ruf::N,kiáltás,кліч
289,Lärm::N,zaj,шум
290,Laut::N,hang,гук
291,Ton::N,hang,гучанне
292,Lied::N,dal,песня
293,Lied::N,ének,песня
294,Ruhe::N,csend,спакой
295,Ruhe::N,nyugalom,спакой
296,Leute::N,emberek,людзі
297,Volk::N,nép,народ
298,Arbeit::N,dolog,праца
299,Arbeit::N,dolog,работа
300,Gast::N,vendég,госць
301,Geschenk::N,ajándék,падарунак
302,Spiel::N,játék,гульня
303,Gesellschaft::N,társaság,таварыства
304,Hilfe::N,segítség,дапамога
305,Freund::N,barát,друг
306,Freund::N,barát,сябар
307,Kamerad::N,társ,прыяцель
308,Angelegenheit::N,ügy,справа
309,Anzahl::N,szám,колькасць
310,Art::N,faj,від
311,Art::N,fajta,від
312,Stück::N,darab,кусок
313,Stück::N,darab,кавалак
314,Teil::N,rész,частка
315,Hälfte::N,fél,палова
316,Hälfte::N,fél,палавіна
317,Kreis::N,kör,круг
318,Kreuz::N,kereszt,крыж
319,Linie::N,vonal,лінія
320,Strich::N,vonás,рыса
321,Abstand::N,köz,прамежак
322,Entfernung::N,távolság,адлегласць
323,Gegend::N,táj,мясцовасць
324,Gegend::N,vidék,мясцовасць
325,Platz::N,hely,месца
326,Ort::N,hely,месца
327,Seite::N,fél,бок
328,Seite::N,oldal,бок
329,Mitte::N,közép,сярэдзіна
330,Gegenstand::N,tárgy,прадмет
331,Sache::N,dolog,рэч
332,Rand::N,szél,край
333,Rand::N,perem,край
334,Rand::N,szegély,край
335,Kante::N,él,руб
336,Kante::N,él,кант
337,Ecke::N,sarok,вугал
338,Ecke::N,szöglet,вугал
339,Spitze::N,csúcs,кончык
340,Ende::N,vég,канец
341,Loch::N,lyuk,дзірка
342,Winkel::N,szög,вугал
343,Muster::N,minta,узор
344,Größe::N,nagyság,памер
345,Länge::N,hossz,даўжыня
346,Länge::N,hosszúság,даўжыня
347,Höhe::N,magasság,вышыня
348,Gewicht::N,súly,вага
349,Menge::N,sokaság,колькасць
350,Menge::N,mennyiség,колькасць
351,Haufen::N,halom,куча
352,Reihe::N,sor,рад
353,Boot::N,csónak,лодка
354,Ruder::N,evező,вясло
355,Schlitten::N,szánkó,сані
356,Ski::N,sí,лыжа
357,Lagerfeuer::N,tábortűz,вогнішча
358,Last::N,teher,цяжар
359,Gang::N,járás,ход
360,Schritt::N,lépés,шаг
361,Schritt::N,lépés,крок
362,Norden::N,észak,поўнач
363,Süden::N,dél,поўдзень
364,Westen::N,nyugat,захад
365,Osten::N,kelet,усход
366,Holz::N,fa,дрэва
367,Holz::N,fa,драўніна
368,Brett::N,deszka,дошка
369,Platte::N,lap,пліта
370,Platte::N,lemez,пліта
371,Stütze::N,támasz,падпорка
372,Stütze::N,támaszték,падпорка
373,Stange::N,rúd,жэрдка
374,Stange::N,pózna,жэрдка
375,Stock::N,pálca,палка
376,Stab::N,bot,шост
377,Rohr::N,cső,труба
378,Haus::N,ház,дом
379,Heim::N,otthon,дом
380,Heim::N,otthon,хата
381,Ofen::N,kályha,печ
382,Fußboden::N,padló,падлога
383,Tisch::N,asztal,стол
384,Stuhl::N,szék,стул
385,Stuhl::N,szék,крэсла
386,Wiege::N,bölcső,калыска
387,Bett::N,ágy,ложак
388,Bett::N,ágy,пасцель
389,Regal::N,polc,паліца
390,Regal::N,állvány,паліца
391,Kiste::N,láda,скрынка
392,Fenster::N,ablak,акно
393,Tür::N,ajtó,дзверы
394,Tor::N,kapu,вароты
395,Zaun::N,kerítés,агароджа
396,Dach::N,tető,дах
397,Leiter::N,létra,лесвіца
398,Besen::N,seprű,мятла
399,Spaten::N,ásó,лапата
400,Spaten::N,ásó,жалязняк
401,Schaufel::N,lapát,шуфлік
402,Schaufel::N,lapát,лапатка
403,Gabel::N,villa,відэлец
404,Löffel::N,kanál,лыжка
405,Messer::N,kés,нож
406,Nagel::N,szeg,цвік
407,Netz::N,háló,сетка
408,Haken::N,kampó,крук
409,Griff::N,nyél,ручка
410,Griff::N,fogantyú,ручка
411,Schloss::N,zár,замок
412,Bild::N,kép,карціна
413,Figur::N,alak,фігура
414,Puppe::N,bábu,лялька
415,Beutel::N,zacskó,мяшок
416,Bündel::N,köteg,вязка
417,Tasche::N,táska,торба
418,Eimer::N,vödör,вядро
419,Deckel::N,fedő,накрыўка
420,Deckel::N,fedél,накрыўка
421,Geschirr::N,edény,пасуда
422,Sack::N,zsák,мех
423,Tasse::N,csésze,кубак
424,Topf::N,fazék,каструля
425,Kessel::N,üst,кацёл
426,Kessel::N,bogrács,кацёл
427,Essen::N,evés,ежа
428,Essen::N,étkezés,ежа
429,Nahrung::N,ennivaló,харч
430,Speise::N,étel,страва
431,Fleisch::N,hús,мяса
432,Getreide::N,gabona,збожжа
433,Brei::N,pép,каша
434,Brei::N,kása,каша
435,Brot::N,kenyér,хлеб
436,Scheibe::N,szelet,луста
437,Scheibe::N,szelet,скібка
438,Fett::N,háj,тлушч
439,Fett::N,zsír,тлушч
440,Butter::N,vaj,масла
441,Öl::N,olaj,алей
442,Salz::N,só,соль
443,Suppe::N,leves,суп
444,Honig::N,méz,мёд
445,Milch::N,tej,малако
446,Tee::N,tea,чай
447,Tee::N,tea,гарбата
448,Leder::N,bőr,скура
449,Wolle::N,gyapjú,воўна
450,Stoff::N,szövet,тканіна
451,Nadel::N,tű,іголка
452,Faden::N,fonál,нітка
453,Knopf::N,gomb,гузік
454,Knoten::N,csomó,вузел
455,Farbe::N,szín,фарба
456,Farbe::N,festék,фарба
457,Kleidung::N,ruha,адзенне
458,Kleidung::N,ruházat,адзенне
459,Hemd::N,ing,кашуля
460,Kragen::N,gallér,каўнер
461,Ärmel::N,ujj,рукаў
462,Hose::N,gatya,штаны
463,Hose::N,nadrág,штаны
464,Gürtel::N,öv,пояс
465,Mütze::N,sapka,шапка
466,Schuh::N,cipő,чаравік
467,Stiefel::N,csizma,бот
468,Ring::N,gyűrű,кольца
469,Band::N,szalag,стужка
470,Kamm::N,fésű,расчоска
471,Spiegel::N,tükör,люстра
472,Riemen::N,szíj,рэмень
473,Schnur::N,zsinór,вяроўка
474,Leine::N,póráz,павадок
475,Decke::N,takaró,коўдра
476,Kissen::N,párna,падушка
477,Tuch::N,kendő,хустка
478,Handtuch::N,törülköző,ручнік
479,Kraft::N,erő,сіла
480,Stärke::N,erő,моц
481,Stärke::N,erősség,моц
482,Gesundheit::N,egészség,здароўе
483,Krankheit::N,kór,хвароба
484,Krankheit::N,betegség,хвароба
485,Schmerz::N,fájdalom,боль
486,Wunde::N,seb,рана
487,Fieber::N,láz,гарачка
488,Fieber::N,láz,ліхаманка
489,Arznei::N,orvosság,лекі
490,Arznei::N,gyógyszer,лекі
491,Brücke::N,híd,мост
492,Brunnen::N,kút,калодзеж
493,Weide::N,legelő,паша
494,Pfad::N,ösvény,сцежка
495,Weg::N,út,шлях
496,Weg::N,út,дарога
497,Straße::N,út,вуліца
498,Dorf::N,falu,вёска
499,Stadt::N,város,горад
500,Brief::N,levél,ліст
501,Brief::N,levél,пісьмо
502,Buch::N,könyv,кніга
503,Buchstabe::N,betű,літара
504,Zeitung::N,újság,газета
505,Zeitung::N,hírlap,газета
506,Leben::N,élet,жыццё
507,Tod::N,halál,смерць
508,Grab::N,sír,магіла
509,Kirche::N,templom,касцёл
510,Kirche::N,templom,царква
511,Sünde::N,bűn,грэх
512,Sünde::N,vétek,грэх
513,Gott::N,isten,бог
514,Arbeiter::N,munkás,рабочы
515,Chef::N,főnök,начальнік
516,Meister::N,mester,майстар
517,Arzt::N,orvos,урач
518,Lehrer::N,tanár,настаўнік
519,Lehrer::N,tanító,настаўнік
520,Geld::N,pénz,грошы
521,Geschäft::N,üzlet,заняцце
522,Laden::N,bolt,крама
523,Laden::N,bolt,магазін
524,Preis::N,ár,цана
525,Ware::N,áru,тавар
526,Nutzen::N,haszon,выгада
527,Reichtum::N,gazdagság,багацце
528,Welt::N,világ,свет
529,Land::N,ország,краіна
530,Staat::N,állam,дзяржава
531,König::N,király,кароль
532,Macht::N,hatalom,улада
533,Grenze::N,határ,граніца
534,Krieg::N,háború,вайна
535,Feind::N,ellenség,вораг
536,Gewalt::N,erőszak,насілле
537,Kampf::N,harc,барацьба
538,Bogen[Waffe]::N,íj,лук
539,Pfeil::N,nyíl,страла
540,Gewehr::N,puska,ружжо
541,Gewehr::N,fegyver,ружжо
542,Fehler::N,hiba,памылка
543,Lüge::N,hazugság,хлусня
544,Schaden::N,kár,шкода
545,Unglück::N,csapás,ліха
546,Unglück::N,csapás,бядота
547,Unglück::N,balszerencse,ліха
548,Unglück::N,balszerencse,бядота
549,Schuld::N,bűn,віна
550,Alter::N,kor,узрост
551,Schluss::N,vég,канец
552,Schluss::N,befejezés,канец
553,Zeit::N,idő,час
554,Tag::N,nap,дзень
555,Morgen::N,reggel,ранак
556,Morgen::N,reggel,раніца
557,Mittag::N,dél,паўдня
558,Mittag::N,dél,поўдзень
559,Abend::N,este,вечар
560,Nacht::N,éj,ноч
561,Nacht::N,éjszaka,ноч
562,Woche::N,hét,тыдзень
563,Monat::N,hó,месяц
564,Monat::N,hónap,месяц
565,Jahr::N,év,год
566,Frühling::N,tavasz,вясна
567,Sommer::N,nyár,лета
568,Herbst::N,ősz,восень
569,Winter::N,tél,зіма
570,Januar::N,január,студзень
571,Februar::N,február,люты
572,März::N,március,сакавік
573,April::N,április,красавік
574,Mai::N,május,май
575,Mai::N,május,травень
576,Juni::N,június,чэрвень
577,Juli::N,július,ліпень
578,August::N,augusztus,жнівень
579,September::N,szeptember,верасень
580,Oktober::N,október,кастрычнік
581,November::N,november,лістапад
582,Dezember::N,december,снежань
583,Montag::N,hétfő,панядзелак
584,Dienstag::N,kedd,аўторак
585,Mittwoch::N,szerda,серада
586,Donnerstag::N,csütörtök,чацвер
587,Freitag::N,péntek,пятніца
588,Samstag::N,szombat,субота
589,Sonntag::N,vasárnap,нядзеля
590,groß::A,nagy,вялікі
591,klein::A,pici,маленькі
592,klein::A,kicsi,маленькі
593,lang::A,hosszú,доўгі
594,kurz::A,rövid,кароткі
595,breit::A,széles,шырокі
596,schmal::A,keskeny,вузкі
597,dicht::A,sűrű,густы
598,dick[Gegenstand]::A,vastag,тоўсты
599,dünn::A,vékony,тонкі
600,fein::A,vékony,тонкі
601,fest::A,szilárd,моцны
602,flach::A,sík,плоскі
603,flach::A,lapos,плоскі
604,glatt::A,sima,гладкі
605,hart::A,kemény,цвёрды
606,weich::A,puha,мяккі
607,rund::A,kerek,круглы
608,spitz::A,hegyes,спічасты
609,spitz::A,hegyes,востраканцовы
610,scharf::A,éles,востры
611,stumpf::A,tompa,тупы
612,stumpf::A,életlen,тупы
613,schwer::A,nehéz,цяжкі
614,schwer::A,súlyos,цяжкі
615,schön::A,szép,прыгожы
616,heiß::A,forró,гарачы
617,warm::A,meleg,цёплы
618,kalt::A,hideg,холадны
619,kühl::A,hűs,халаднаваты
620,kühl::A,hűvös,халаднаваты
621,frisch::A,üde,свежы
622,frisch::A,friss,свежы
623,feucht::A,nedves,вільготны
624,nass::A,vizes,мокры
625,trocken::A,száraz,сухі
626,voll::A,telt,поўны
627,leer::A,üres,пусты
628,offen::A,nyílt,адкрыты
629,offen::A,nyílt,адчынены
630,offen::A,nyitott,адкрыты
631,offen::A,nyitott,адчынены
632,geschlossen::A,zárt,закрыты
633,geschlossen::A,zárt,зачынены
634,geschlossen::A,csukott,закрыты
635,geschlossen::A,csukott,зачынены
636,sauber::A,tiszta,чысты
637,schmutzig::A,piszkos,брудны
638,schmutzig::A,szennyes,брудны
639,roh::A,nyers,сыры
640,reif::A,érett,спелы
641,lecker::A,finom,смачны
642,süß::A,édes,салодкі
643,bitter::A,keserű,горкі
644,sauer::A,savanyú,кіслы
645,hell::A,világos,светлы
646,dunkel::A,sötét,цёмны
647,schwarz::A,fekete,чорны
648,weiß::A,fehér,белы
649,rot::A,vörös,чырвоны
650,gelb::A,sárga,жоўты
651,blau::A,kék,сіні
652,grün::A,zöld,зялёны
653,grau::A,ősz,шэры
654,grau::A,szürke,шэры
655,bunt::A,tarka,пяресты
656,bunt::A,színes,пяресты
657,billig::A,olcsó,танны
658,teuer::A,drága,дарагі
659,wertvoll::A,értékes,цэнны
660,wertvoll::A,értékes,каштоўны
661,blind::A,vak,сляпы
662,taub::A,süket,глухі
663,kräftig::A,erős,магутны
664,stark::A,erős,сільны
665,schwach::A,gyenge,слабы
666,schwach::A,erőtlen,слабы
667,fett::A,hájas,тлусты
668,schlank::A,karcsú,стройны
669,hübsch::A,csinos,чароўны
670,böse::A,rossz,злы
671,böse::A,gonosz,злы
672,dumm::A,buta,дурны
673,dumm::A,ostoba,дурны
674,faul::A,lusta,лянівы
675,fleißig::A,szorgalmas,руплівы
676,geizig::A,fukar,прагны
677,geizig::A,fösvény,прагны
678,klug::A,okos,разумны
679,klug::A,eszes,разумны
680,geschickt::A,ügyes,умелы
681,lieb::A,drága,мілы
682,lieb::A,kedves,мілы
683,lustig::A,víg,вясёлы
684,lustig::A,vidám,вясёлы
685,sanft::A,enyhe,ласкавы
686,hungrig::A,éhes,галодны
687,krank::A,beteg,хворы
688,nackt::A,csupasz,голы
689,nackt::A,meztelen,голы
690,traurig::A,bús,сумны
691,traurig::A,szomorú,сумны
692,lebendig::A,élő,жывы
693,gut::A,jó,добры
694,schlecht::A,rossz,кепскі
695,richtig::A,helyes,правільны
696,schlimm::A,rossz,агідны
697,wahr::A,igaz,сапраўдны
698,alt::A,ó,стары
699,alt::A,régi,стары
700,neu::A,új,новы
701,ehemalig::A,volt,былы
702,ehemalig::A,egykori,былы
703,alt[Lebewesen]::A,öreg,стары
704,jung::A,fiatal,малады
705,arm::A,szegény,бедны
706,reich::A,gazdag,багаты
707,bekannt::A,ismert,знаёмы
708,bekannt::A,ismeretes,знаёмы
709,berühmt::A,híres,славуты
710,fremd::A,idegen,чужы
711,verschieden::A,különböző,розны
712,nah::A,közeli,блізкі
713,fern::A,távoli,далёкі
714,linker::A,bal,левы
715,rechter::A,jobb,правы
716,anderer::A,más,іншы
717,anderer::A,más,другі
718,anderer::A,másik,іншы
719,anderer::A,másik,другі
720,erster::A,első,першы
721,zweiter::A,második,другі
722,dritter::A,harmadik,трэці
723,letzter::A,utolsó,апошні
724,allein::ADV,egyedül,сам
725,allein::ADV,egyedül,адзін
726,auf einmal::ADV,egyszerre,адразу
727,zusammen::ADV,együtt,разам
728,zusammen::ADV,összesen,разам
729,lange::ADV,sokáig,доўга
730,lange::ADV,hosszan,доўга
731,plötzlich::ADV,hirtelen,раптам
732,plötzlich::ADV,egyszerre,раптам
733,sofort::ADV,rögtön,зараз
734,sofort::ADV,tüstént,зараз
735,später::ADV,későn,пазней
736,jetzt::ADV,most,цяпер
737,heute::ADV,ma,сёння
738,morgen::ADV,holnap,заўтра
739,bald::ADV,majd,хутка
740,bald::ADV,majd,неўзабаве
741,bald::ADV,nemsokára,хутка
742,bald::ADV,nemsokára,неўзабаве
743,dann::ADV,akkor,потым
744,gestern::ADV,tegnap,учора
745,einst::ADV,hajdan,аднойчы
746,damals::ADV,akkor,тады
747,damals::ADV,akkoriban,тады
748,danach::ADV,azután,затым
749,vorher::ADV,előbb,раней
750,zuerst::ADV,először,спярша
751,zuerst::ADV,először,спачатку
752,einmal::ADV,egyszer,адзін раз
753,manchmal::ADV,néha,часам
754,manchmal::ADV,olykor,часам
755,oft::ADV,sokszor,часта
756,immer::ADV,mindig,заўсёды
757,niemals::ADV,sohasem,ніколі
758,hier::ADV,itt,тут
759,hierhin::ADV,erre,сюды
760,von hier::ADV,innen,адсюль
761,von hier::ADV,innen,адгэтуль
762,dort::ADV,ott,там
763,dorthin::ADV,oda,туды
764,geradeaus::ADV,egyenesen,прама
765,vorwärts::ADV,előre,наперад
766,rückwärts::ADV,hátrafelé,назад
767,zurück::ADV,hátra,назад
768,zurück::ADV,vissza,назад
769,unten::ADV,alul,унізе
770,hinab::ADV,le,уніз
771,hinab::ADV,lefelé,уніз
772,oben::ADV,fenn,угары
773,oben::ADV,fenn,наверсе
774,oben::ADV,felül,угары
775,oben::ADV,felül,наверсе
776,hinauf::ADV,fel,угару
777,hinauf::ADV,felfelé,угару
778,überall::ADV,mindenütt,усюды
779,nicht::ADV,nem,не
780,ein wenig::ADV,egy kicsit,трошкі
781,kaum::ADV,alig,ледзьве
782,sehr::ADV,nagyon,вельмі
783,so::ADV,úgy,так
784,noch::ADV,még,яшчэ
785,nur::ADV,csak,толькі
786,nur::ADV,csupán,толькі
787,schon::ADV,már,ужо
788,wieder::ADV,ismét,зноў
789,wieder::ADV,megint,зноў
790,vergebens::ADV,hiába,дарма
791,vergebens::ADV,hiába,дарэмна
792,vor::PRP,előtt,перад
793,hinter::PRP,mögött,за
794,hinter::PRP,mögött,ззаду
795,unter::PRP,alatt,пад
796,durch::PRP,át,праз
797,durch::PRP,keresztül,праз
798,neben::PRP,mellett,каля
799,zwischen::PRP,között,між
800,zwischen::PRP,között,паміж
801,wegen::PRP,miatt,з-за
802,wegen::PRP,végett,з-за
803,dies::PRN,ez,гэта
804,das::PRN,az,тое
805,alles::PRN,minden,усё
806,ich::PRN,én,я
807,du::PRN,te,ты
808,er::PRN,ő,ён
809,wir::PRN,mi,мы
810,ihr::PRN,ti,вы
811,sie::PRN,ők,яны
812,was::FPRN,mi,што
813,wer::FPRN,ki,хто
814,wo::FADV,hol,дзе
815,wohin::FADV,hova,куды
816,wie::FADV,hogy,як
817,wie::FADV,hogyan,як
818,warum::FADV,miért,чаму
819,wieviel::FNUM,hány,колькі
820,wieviel::FNUM,mennyi,колькі
821,eins::NUM,egy,адзін
822,zwei::NUM,kettő,два
823,drei::NUM,három,тры
824,vier::NUM,négy,чатыры
825,fünf::NUM,öt,пяць
826,sechs::NUM,hat,шесць
827,sieben::NUM,hét,сем
828,acht::NUM,nyolc,восем
829,neun::NUM,kilenc,дзевяць
830,zehn::NUM,tíz,дзесяць
831,elf::NUM,tizenegy,адзінаццаць
832,zwölf::NUM,tizenkettő,дванаццаць
833,zwanzig::NUM,húsz,дваццаць
834,dreißig::NUM,harminc,трыццаць
