,Concept_ID,es,hu
162,Tier::N,animal,állat
163,Herde::N,rebaño,nyáj
164,Herde::N,rebaño,csorda
165,Kuh::N,vaca,tehén
166,Bulle::N,toro,bika
167,Pferd::N,caballo,ló
168,Schaf::N,oveja,juh
169,Schaf::N,oveja,birka
170,Schwein::N,cerdo,sertés
171,Hund::N,perro,eb
172,Hund::N,perro,kutya
173,Katze::N,gato,macska
174,Bär::N,oso,medve
175,Eichhörnchen::N,ardilla,mókus
176,Elch::N,alce,jávorszarvas
177,Fuchs::N,zorro,róka
178,Hase::N,liebre,nyúl
179,Maus::N,ratón,egér
180,Wolf::N,lobo,farkas
181,Vogel::N,ave,madár
182,Vogel::N,pájaro,madár
183,Schwarm::N,bandada,raj
184,Huhn::N,gallina,tyúk
185,Hahn::N,gallo,kakas
186,Gans::N,oca,lúd
187,Gans::N,oca,liba
188,Gans::N,ganso,lúd
189,Gans::N,ganso,liba
190,Adler::N,águila,sas
191,Ente::N,pato,kacsa
192,Eule::N,lechuza,bagoly
193,Kranich::N,grulla,daru
194,Krähe::N,corneja,varjú
195,Kuckuck::N,cuco,kakukk
196,Schwan::N,cisne,hattyú
197,Fisch::N,pez,hal
198,Barsch::N,perca,sügér
199,Hecht::N,lucio,csuka
200,Schlange[Tier]::N,serpiente,kígyó
201,Wurm::N,gusano,kukac
202,Spinne::N,araña,pók
203,Ameise::N,hormiga,hangya
204,Laus::N,piojo,tetű
205,Mücke::N,mosquito,szúnyog
206,Fliege::N,mosca,légy
207,Schmetterling::N,mariposa,lepke
208,Schmetterling::N,mariposa,pillangó
209,Beere::N,baya,bogyó
210,Apfel::N,manzana,alma
211,Pilz::N,seta,gomba
212,Pilz::N,hongo,gomba
213,Zwiebel::N,cebolla,hagyma
214,Saat::N,siembra,vetőmag
215,Korn::N,grano,mag
216,Korn::N,grano,szem
217,Heu::N,heno,széna
218,Schale::N,cáscara,héj
219,Grube::N,foso,verem
220,Falle::N,trampa,csapda
221,Schlinge::N,lazo,tőr
222,Spur::N,huella,nyom
223,Asche::N,ceniza,hamu
224,Dreck::N,suciedad,sár
225,Dreck::N,suciedad,piszok
226,Eisen::N,hierro,vas
227,Gold::N,oro,arany
228,Silber::N,plata,ezüst
229,Kohle::N,carbón,szén
230,Glas::N,vidrio,üveg
231,Glas::N,cristal,üveg
232,Lehm::N,barro,agyag
233,Lehm::N,barro,vályog
234,Sand::N,arena,homok
235,Mensch::N,hombre,ember
236,Mensch::N,ser humano,ember
237,Mann::N,hombre,úr
238,Mann::N,hombre,férfi
239,Frau::N,mujer,nő
240,Frau::N,mujer,asszony
241,Kind::N,niño,gyerek
242,Kind::N,niño,gyermek
243,Junge::N,chico,fiú
244,Junge::N,muchacho,fiú
245,Mädchen::N,chica,lány
246,Mädchen::N,muchacha,lány
247,Familie::N,familia,család
248,Großvater::N,abuelo,nagyapa
249,Großmutter::N,abuela,nagyanya
250,Eltern::N,padres,szülők
251,Vater::N,padre,apa
252,Vater::N,padre,atya
253,Mutter::N,madre,anya
254,Sohn::N,hijo,fiú
255,Tochter::N,hija,lány
256,Bruder::N,hermano,fivér
257,Bruder::N,hermano,testvér
258,Schwester::N,hermana,nővér
259,Schwester::N,hermana,lánytestvér
260,Onkel::N,tío,nagybácsi
261,Tante::N,tía,nagynéni
262,Ehemann::N,esposo,férj
263,Ehefrau::N,esposa,feleség
264,Freude::N,placer,öröm
265,Freude::N,alegría,öröm
266,Gelächter::N,risa,nevetés
267,Gelächter::N,risa,hahotázás
268,Gelächter::N,carcajada,nevetés
269,Gelächter::N,carcajada,hahotázás
270,Glück::N,felicidad,boldogság
271,Kummer::N,pena,bánat
272,Wunsch::N,deseo,óhaj
273,Lust::N,ganas,kedv
274,Geist::N,mente,elme
275,Geist::N,mente,szellem
276,Geist::N,espíritu,elme
277,Geist::N,espíritu,szellem
278,Gedanke::N,idea,gondolat
279,Gedanke::N,pensamiento,gondolat
280,Gedächtnis::N,memoria,emlékezet
281,Verstand::N,razón,ész
282,Verstand::N,razón,értelem
283,Verstand::N,entendimiento,ész
284,Verstand::N,entendimiento,értelem
285,Sinn::N,sentido,értelem
286,Sinn::N,significado,értelem
287,Grund::N,causa,ok
288,Grund::N,causa,alap
289,Wahrheit::N,verdad,igaz
290,Wahrheit::N,verdad,igazság
291,Gespräch::N,conversación,beszélgetés
292,Märchen::N,cuento,mese
293,Erzählung::N,cuento,elbeszélés
294,Erzählung::N,narración,elbeszélés
295,Nachricht::N,mensaje,hír
296,Nachricht::N,mensaje,híradás
297,Neuigkeit::N,noticia,újság
298,Name::N,nombre,név
299,Rätsel::N,acertijo,rejtvény
300,Rätsel::N,adivinanza,rejtvény
301,Rede::N,discurso,beszéd
302,Rede::N,discurso,szónoklat
303,Sprache::N,lengua,nyelv
304,Stimme::N,voz,hang
305,Wort::N,palabra,szó
306,Zeichen::N,señal,jel
307,Ruf::N,llamada,kiáltás
308,Lärm::N,ruido,zaj
309,Lärm::N,barullo,zaj
310,Laut::N,sonido,hang
311,Ton::N,tono,hang
312,Lied::N,canción,dal
313,Lied::N,canción,ének
314,Ruhe::N,calma,csend
315,Ruhe::N,calma,nyugalom
316,Ruhe::N,silencio,csend
317,Ruhe::N,silencio,nyugalom
318,Leute::N,gente,emberek
319,Volk::N,pueblo,nép
320,Arbeit::N,trabajo,dolog
321,Gast::N,huésped,vendég
322,Gast::N,invitado,vendég
323,Geschenk::N,regalo,ajándék
324,Spiel::N,juego,játék
325,Gesellschaft::N,compañía,társaság
326,Hilfe::N,ayuda,segítség
327,Hilfe::N,socorro,segítség
328,Freund::N,amigo,barát
329,Kamerad::N,camarada,társ
330,Kamerad::N,compañero,társ
331,Angelegenheit::N,asunto,ügy
332,Anzahl::N,cantidad,szám
333,Art::N,tipo,faj
334,Art::N,tipo,fajta
335,Art::N,clase,faj
336,Art::N,clase,fajta
337,Stück::N,pieza,darab
338,Teil::N,parte,rész
339,Hälfte::N,mitad,fél
340,Kreis::N,círculo,kör
341,Kreuz::N,cruz,kereszt
342,Linie::N,línea,vonal
343,Strich::N,raya,vonás
344,Strich::N,trazo,vonás
345,Abstand::N,distancia,köz
346,Entfernung::N,distancia,távolság
347,Gegend::N,región,táj
348,Gegend::N,región,vidék
349,Gegend::N,comarca,táj
350,Gegend::N,comarca,vidék
351,Platz::N,espacio,hely
352,Ort::N,sitio,hely
353,Seite::N,lado,fél
354,Seite::N,lado,oldal
355,Seite::N,costado,fél
356,Seite::N,costado,oldal
357,Mitte::N,medio,közép
358,Mitte::N,centro,közép
359,Gegenstand::N,objeto,tárgy
360,Sache::N,cosa,dolog
361,Rand::N,borde,szél
362,Rand::N,borde,perem
363,Rand::N,borde,szegély
364,Kante::N,borde,él
365,Ecke::N,esquina,sarok
366,Ecke::N,esquina,szöglet
367,Spitze::N,punta,csúcs
368,Ende::N,cabo,vég
369,Ende::N,extremo,vég
370,Loch::N,agujero,lyuk
371,Loch::N,abertura,lyuk
372,Winkel::N,ángulo,szög
373,Muster::N,dibujo,minta
374,Größe::N,tamaño,nagyság
375,Länge::N,longitud,hossz
376,Länge::N,longitud,hosszúság
377,Höhe::N,altura,magasság
378,Höhe::N,altitud,magasság
379,Gewicht::N,peso,súly
380,Menge::N,cantidad,sokaság
381,Menge::N,cantidad,mennyiség
382,Haufen::N,montón,halom
383,Reihe::N,fila,sor
384,Boot::N,bote,csónak
385,Boot::N,barca,csónak
386,Ruder::N,remo,evező
387,Schlitten::N,trineo,szánkó
388,Ski::N,esquí,sí
389,Lagerfeuer::N,hoguera,tábortűz
390,Last::N,carga,teher
391,Gang::N,marcha,járás
392,Schritt::N,paso,lépés
393,Norden::N,norte,észak
394,Süden::N,sur,dél
395,Westen::N,oeste,nyugat
396,Osten::N,este,kelet
397,Holz::N,madera,fa
398,Brett::N,tabla,deszka
399,Platte::N,placa,lap
400,Platte::N,placa,lemez
401,Platte::N,plancha,lap
402,Platte::N,plancha,lemez
403,Stütze::N,sostén,támasz
404,Stütze::N,sostén,támaszték
405,Stütze::N,soporte,támasz
406,Stütze::N,soporte,támaszték
407,Stange::N,vara,rúd
408,Stange::N,vara,pózna
409,Stange::N,percha,rúd
410,Stange::N,percha,pózna
411,Stock::N,palo,pálca
412,Stock::N,bastón,pálca
413,Stab::N,vara,bot
414,Stab::N,bastón,bot
415,Rohr::N,tubo,cső
416,Haus::N,casa,ház
417,Heim::N,hogar,otthon
418,Ofen::N,estufa,kályha
419,Fußboden::N,suelo,padló
420,Tisch::N,mesa,asztal
421,Stuhl::N,silla,szék
422,Wiege::N,cuna,bölcső
423,Bett::N,cama,ágy
424,Regal::N,estantería,polc
425,Regal::N,estantería,állvány
426,Kiste::N,caja,láda
427,Fenster::N,ventana,ablak
428,Tür::N,puerta,ajtó
429,Tor::N,puerta,kapu
430,Zaun::N,valla,kerítés
431,Zaun::N,cercado,kerítés
432,Dach::N,techo,tető
433,Dach::N,tejado,tető
434,Leiter::N,escalera,létra
435,Besen::N,escoba,seprű
436,Spaten::N,pala,ásó
437,Schaufel::N,pala,lapát
438,Schaufel::N,paleta,lapát
439,Gabel::N,tenedor,villa
440,Löffel::N,cuchara,kanál
441,Messer::N,cuchillo,kés
442,Nagel::N,clavo,szeg
443,Netz::N,red,háló
444,Haken::N,gancho,kampó
445,Haken::N,corchete,kampó
446,Griff::N,asa,nyél
447,Griff::N,asa,fogantyú
448,Griff::N,mango,nyél
449,Griff::N,mango,fogantyú
450,Schloss::N,cerradura,zár
451,Bild::N,imagen,kép
452,Figur::N,figura,alak
453,Puppe::N,muñeca,bábu
454,Beutel::N,bolsa,zacskó
455,Bündel::N,haz,köteg
456,Tasche::N,bolso,táska
457,Eimer::N,cubo,vödör
458,Deckel::N,tapa,fedő
459,Deckel::N,tapa,fedél
460,Deckel::N,tapadera,fedő
461,Deckel::N,tapadera,fedél
462,Geschirr::N,vajilla,edény
463,Sack::N,saco,zsák
464,Tasse::N,taza,csésze
465,Topf::N,olla,fazék
466,Topf::N,marmita,fazék
467,Kessel::N,caldera,üst
468,Kessel::N,caldera,bogrács
469,Essen::N,comida,evés
470,Essen::N,comida,étkezés
471,Nahrung::N,alimento,ennivaló
472,Speise::N,plato,étel
473,Fleisch::N,carne,hús
474,Getreide::N,cereales,gabona
475,Brei::N,puré,pép
476,Brei::N,puré,kása
477,Brei::N,papilla,pép
478,Brei::N,papilla,kása
479,Brot::N,pan,kenyér
480,Scheibe::N,lonja,szelet
481,Scheibe::N,rebanada,szelet
482,Fett::N,grasa,háj
483,Fett::N,grasa,zsír
484,Butter::N,mantequilla,vaj
485,Öl::N,aceite,olaj
486,Salz::N,sal,só
487,Suppe::N,sopa,leves
488,Honig::N,miel,méz
489,Milch::N,leche,tej
490,Tee::N,té,tea
491,Leder::N,cuero,bőr
492,Wolle::N,lana,gyapjú
493,Stoff::N,tela,szövet
494,Stoff::N,tejido,szövet
495,Nadel::N,aguja,tű
496,Faden::N,hilo,fonál
497,Knopf::N,botón,gomb
498,Knoten::N,nudo,csomó
499,Farbe::N,pintura,szín
500,Farbe::N,pintura,festék
501,Kleidung::N,ropa,ruha
502,Kleidung::N,ropa,ruházat
503,Kleidung::N,vestidos,ruha
504,Kleidung::N,vestidos,ruházat
505,Hemd::N,camisa,ing
506,Kragen::N,cuello,gallér
507,Ärmel::N,manga,ujj
508,Hose::N,pantalón,gatya
509,Hose::N,pantalón,nadrág
510,Gürtel::N,cinturón,öv
511,Mütze::N,gorro,sapka
512,Schuh::N,zapato,cipő
513,Stiefel::N,bota,csizma
514,Ring::N,anillo,gyűrű
515,Band::N,cinta,szalag
516,Kamm::N,peine,fésű
517,Spiegel::N,espejo,tükör
518,Riemen::N,correa,szíj
519,Schnur::N,cuerda,zsinór
520,Leine::N,correa,póráz
521,Decke::N,manta,takaró
522,Kissen::N,almohada,párna
523,Tuch::N,pañuelo,kendő
524,Handtuch::N,toalla,törülköző
525,Kraft::N,fuerza,erő
526,Stärke::N,fuerza,erő
527,Stärke::N,fuerza,erősség
528,Gesundheit::N,salud,egészség
529,Krankheit::N,enfermedad,kór
530,Krankheit::N,enfermedad,betegség
531,Schmerz::N,dolor,fájdalom
532,Wunde::N,llaga,seb
533,Wunde::N,herida,seb
534,Fieber::N,fiebre,láz
535,Arznei::N,medicina,orvosság
536,Arznei::N,medicina,gyógyszer
537,Arznei::N,medicamento,orvosság
538,Arznei::N,medicamento,gyógyszer
539,Brücke::N,puente,híd
540,Brunnen::N,pozo,kút
541,Weide::N,pasto,legelő
542,Pfad::N,sendero,ösvény
543,Weg::N,camino,út
544,Straße::N,vía,út
545,Straße::N,carretera,út
546,Dorf::N,aldea,falu
547,Dorf::N,pueblo,falu
548,Stadt::N,ciudad,város
549,Brief::N,carta,levél
550,Buch::N,libro,könyv
551,Buchstabe::N,letra,betű
552,Buchstabe::N,carácter,betű
553,Zeitung::N,diario,újság
554,Zeitung::N,diario,hírlap
555,Zeitung::N,periódico,újság
556,Zeitung::N,periódico,hírlap
557,Leben::N,vida,élet
558,Tod::N,muerte,halál
559,Grab::N,tumba,sír
560,Grab::N,sepulcro,sír
561,Kirche::N,iglesia,templom
562,Sünde::N,pecado,bűn
563,Sünde::N,pecado,vétek
564,Gott::N,dios,isten
565,Arbeiter::N,obrero,munkás
566,Arbeiter::N,trabajador,munkás
567,Chef::N,jefe,főnök
568,Meister::N,maestro,mester
569,Arzt::N,médico,orvos
570,Lehrer::N,profesor,tanár
571,Lehrer::N,profesor,tanító
572,Geld::N,dinero,pénz
573,Geschäft::N,negocio,üzlet
574,Laden::N,tienda,bolt
575,Preis::N,precio,ár
576,Ware::N,mercancía,áru
577,Nutzen::N,provecho,haszon
578,Reichtum::N,riqueza,gazdagság
579,Welt::N,mundo,világ
580,Land::N,país,ország
581,Staat::N,Estado,állam
582,König::N,rey,király
583,Macht::N,poder,hatalom
584,Macht::N,potencia,hatalom
585,Grenze::N,frontera,határ
586,Krieg::N,guerra,háború
587,Feind::N,enemigo,ellenség
588,Gewalt::N,violencia,erőszak
589,Kampf::N,lucha,harc
590,Kampf::N,combate,harc
591,Bogen[Waffe]::N,arco,íj
592,Pfeil::N,flecha,nyíl
593,Gewehr::N,fusil,puska
594,Gewehr::N,fusil,fegyver
595,Gewehr::N,escopeta,puska
596,Gewehr::N,escopeta,fegyver
597,Fehler::N,error,hiba
598,Lüge::N,mentira,hazugság
599,Schaden::N,daño,kár
600,Unglück::N,desgracia,csapás
601,Unglück::N,desgracia,balszerencse
602,Schuld::N,culpa,bűn
603,Alter::N,edad,kor
604,Schluss::N,fin,vég
605,Schluss::N,fin,befejezés
606,Schluss::N,final,vég
607,Schluss::N,final,befejezés
608,Zeit::N,tiempo,idő
609,Tag::N,día,nap
610,Morgen::N,mañana,reggel
611,Mittag::N,mediodía,dél
612,Abend::N,noche,este
613,Nacht::N,noche,éj
614,Nacht::N,noche,éjszaka
615,Woche::N,semana,hét
616,Monat::N,mes,hó
617,Monat::N,mes,hónap
618,Jahr::N,año,év
619,Frühling::N,primavera,tavasz
620,Sommer::N,verano,nyár
621,Herbst::N,otoño,ősz
622,Winter::N,invierno,tél
623,Januar::N,enero,január
624,Februar::N,febrero,február
625,März::N,marzo,március
626,April::N,abril,április
627,Mai::N,mayo,május
628,Juni::N,junio,június
629,Juli::N,julio,július
630,August::N,agosto,augusztus
631,September::N,septiembre,szeptember
632,Oktober::N,octubre,október
633,November::N,noviembre,november
634,Dezember::N,diciembre,december
635,Montag::N,lunes,hétfő
636,Dienstag::N,martes,kedd
637,Mittwoch::N,miércoles,szerda
638,Donnerstag::N,jueves,csütörtök
639,Freitag::N,viernes,péntek
640,Samstag::N,sábado,szombat
641,Sonntag::N,domingo,vasárnap
642,groß::A,grande,nagy
643,klein::A,pequeño,pici
644,klein::A,pequeño,kicsi
645,lang::A,largo,hosszú
646,kurz::A,corto,rövid
647,breit::A,ancho,széles
648,schmal::A,estrecho,keskeny
649,dicht::A,denso,sűrű
650,dick[Gegenstand]::A,grueso,vastag
651,dünn::A,fino,vékony
652,dünn::A,delgado,vékony
653,fein::A,fino,vékony
654,fein::A,delicado,vékony
655,fest::A,firme,szilárd
656,fest::A,sólido,szilárd
657,flach::A,plano,sík
658,flach::A,plano,lapos
659,glatt::A,liso,sima
660,hart::A,duro,kemény
661,weich::A,muelle,puha
662,rund::A,redondo,kerek
663,spitz::A,agudo,hegyes
664,spitz::A,apuntado,hegyes
665,scharf::A,agudo,éles
666,scharf::A,afilado,éles
667,stumpf::A,sin filo,tompa
668,stumpf::A,sin filo,életlen
669,schwer::A,pesado,nehéz
670,schwer::A,pesado,súlyos
671,schön::A,bello,szép
672,schön::A,hermoso,szép
673,heiß::A,caluroso,forró
674,warm::A,cálido,meleg
675,warm::A,caliente,meleg
676,kalt::A,frío,hideg
677,kühl::A,fresco,hűs
678,kühl::A,fresco,hűvös
679,frisch::A,fresco,üde
680,frisch::A,fresco,friss
681,feucht::A,húmedo,nedves
682,nass::A,mojado,vizes
683,trocken::A,seco,száraz
684,voll::A,lleno,telt
685,leer::A,vacío,üres
686,offen::A,abierto,nyílt
687,offen::A,abierto,nyitott
688,geschlossen::A,cerrado,zárt
689,geschlossen::A,cerrado,csukott
690,sauber::A,limpio,tiszta
691,schmutzig::A,sucio,piszkos
692,schmutzig::A,sucio,szennyes
693,roh::A,crudo,nyers
694,reif::A,maduro,érett
695,lecker::A,rico,finom
696,lecker::A,sabroso,finom
697,süß::A,dulce,édes
698,bitter::A,amargo,keserű
699,sauer::A,agrio,savanyú
700,hell::A,claro,világos
701,dunkel::A,oscuro,sötét
702,schwarz::A,negro,fekete
703,weiß::A,blanco,fehér
704,rot::A,rojo,vörös
705,gelb::A,amarillo,sárga
706,blau::A,azul,kék
707,grün::A,verde,zöld
708,grau::A,gris,ősz
709,grau::A,gris,szürke
710,bunt::A,multicolor,tarka
711,bunt::A,multicolor,színes
712,billig::A,barato,olcsó
713,teuer::A,caro,drága
714,wertvoll::A,valioso,értékes
715,wertvoll::A,precioso,értékes
716,blind::A,ciego,vak
717,taub::A,sordo,süket
718,kräftig::A,fuerte,erős
719,stark::A,fuerte,erős
720,stark::A,vigoroso,erős
721,schwach::A,débil,gyenge
722,schwach::A,débil,erőtlen
723,fett::A,obeso,hájas
724,schlank::A,esbelto,karcsú
725,hübsch::A,mono,csinos
726,hübsch::A,guapo,csinos
727,böse::A,malo,rossz
728,böse::A,malo,gonosz
729,dumm::A,tonto,buta
730,dumm::A,tonto,ostoba
731,dumm::A,estúpido,buta
732,dumm::A,estúpido,ostoba
733,faul::A,vago,lusta
734,faul::A,perezoso,lusta
735,fleißig::A,aplicado,szorgalmas
736,fleißig::A,diligente,szorgalmas
737,geizig::A,avaro,fukar
738,geizig::A,avaro,fösvény
739,klug::A,sensato,okos
740,klug::A,sensato,eszes
741,klug::A,inteligente,okos
742,klug::A,inteligente,eszes
743,geschickt::A,hábil,ügyes
744,lieb::A,querido,drága
745,lieb::A,querido,kedves
746,lustig::A,alegre,víg
747,lustig::A,alegre,vidám
748,sanft::A,suave,enyhe
749,hungrig::A,hambriento,éhes
750,krank::A,enfermo,beteg
751,nackt::A,desnudo,csupasz
752,nackt::A,desnudo,meztelen
753,traurig::A,triste,bús
754,traurig::A,triste,szomorú
755,lebendig::A,vivo,élő
756,lebendig::A,viviente,élő
757,gut::A,bueno,jó
758,schlecht::A,malo,rossz
759,richtig::A,justo,helyes
760,richtig::A,correcto,helyes
761,schlimm::A,malo,rossz
762,schlimm::A,grave,rossz
763,wahr::A,verídico,igaz
764,wahr::A,verdadero,igaz
765,alt::A,viejo,ó
766,alt::A,viejo,régi
767,neu::A,nuevo,új
768,ehemalig::A,antiguo,volt
769,ehemalig::A,antiguo,egykori
770,alt[Lebewesen]::A,viejo,öreg
771,jung::A,joven,fiatal
772,arm::A,pobre,szegény
773,reich::A,rico,gazdag
774,bekannt::A,conocido,ismert
775,bekannt::A,conocido,ismeretes
776,berühmt::A,famoso,híres
777,berühmt::A,célebre,híres
778,fremd::A,extraño,idegen
779,verschieden::A,diverso,különböző
780,verschieden::A,distinto,különböző
781,verschieden::A,diferente,különböző
782,nah::A,cercano,közeli
783,fern::A,lejano,távoli
784,linker::A,izquierdo,bal
785,rechter::A,derecho,jobb
786,anderer::A,otro,más
787,anderer::A,otro,másik
788,erster::A,primero,első
789,zweiter::A,segundo,második
790,dritter::A,tercero,harmadik
791,letzter::A,último,utolsó
792,allein::ADV,a solo,egyedül
793,auf einmal::ADV,de una vez,egyszerre
794,zusammen::ADV,juntos,együtt
795,zusammen::ADV,juntos,összesen
796,lange::ADV,mucho tiempo,sokáig
797,lange::ADV,mucho tiempo,hosszan
798,plötzlich::ADV,de repente,hirtelen
799,plötzlich::ADV,de repente,egyszerre
800,sofort::ADV,en seguida,rögtön
801,sofort::ADV,en seguida,tüstént
802,später::ADV,más tarde,későn
803,jetzt::ADV,ahora,most
804,heute::ADV,hoy,ma
805,morgen::ADV,mañana,holnap
806,bald::ADV,pronto,majd
807,bald::ADV,pronto,nemsokára
808,bald::ADV,en breve,majd
809,bald::ADV,en breve,nemsokára
810,dann::ADV,luego,akkor
811,dann::ADV,entonces,akkor
812,gestern::ADV,ayer,tegnap
813,einst::ADV,antaño,hajdan
814,damals::ADV,entonces,akkor
815,damals::ADV,entonces,akkoriban
816,danach::ADV,después,azután
817,vorher::ADV,antes,előbb
818,zuerst::ADV,primero,először
819,einmal::ADV,una vez,egyszer
820,manchmal::ADV,a veces,néha
821,manchmal::ADV,a veces,olykor
822,oft::ADV,a menudo,sokszor
823,oft::ADV,con frecuencia,sokszor
824,immer::ADV,siempre,mindig
825,niemals::ADV,jamás,sohasem
826,hier::ADV,aquí,itt
827,hierhin::ADV,acá,erre
828,von hier::ADV,desde aquí,innen
829,dort::ADV,ahí,ott
830,dort::ADV,allí,ott
831,dorthin::ADV,allí,oda
832,dorthin::ADV,hacia allí,oda
833,geradeaus::ADV,todo derecho,egyenesen
834,vorwärts::ADV,adelante,előre
835,rückwärts::ADV,hacia atrás,hátrafelé
836,zurück::ADV,atrás,hátra
837,zurück::ADV,atrás,vissza
838,unten::ADV,abajo,alul
839,hinab::ADV,hacia abajo,le
840,hinab::ADV,hacia abajo,lefelé
841,oben::ADV,arriba,fenn
842,oben::ADV,arriba,felül
843,hinauf::ADV,hacia arriba,fel
844,hinauf::ADV,hacia arriba,felfelé
845,überall::ADV,por todas partes,mindenütt
