,Concept_ID,ja,xal
815,aufgehen[Sonne]::V,出る,һарх
816,untergehen[Sonne]::V,沈む,орх
817,untergehen[Sonne]::V,沈む,сүүрлх
818,scheinen[Sonne]::V,輝く,герлтх
819,donnern::V,雷が鳴る,күрҗңнх
820,wehen::V,吹く,сальклх
821,strömen::V,流れる,һооҗх
822,fließen::V,流れる,урсх
823,sich drehen::V,回転する,эргх
824,schwanken::V,揺れる,дәәвлх
825,schwingen::V,振動する,нәәхлх
826,fallen::V,落ちる,унх
827,fallen::V,落ちる,киисх
828,brennen::V,燃える,шатх
829,rauchen::V,煙を出す,ута һарһх
830,regnen::V,雨が降る,орх
831,gefrieren::V,凍る,мөстх
832,tauen::V,溶ける,хәәлх
833,schmelzen::V,溶ける,хәәлх
834,schmelzen::V,溶ける,хәәлгдх
835,trocknen::V,乾く,эврх
836,sieden::V,沸く,буслх
837,faulen::V,腐る,үмкәрх
838,verfaulen::V,朽ちる,илҗрх
839,reißen::V,切れる,тасрх
840,versinken::V,沈む,чивх
841,vergehen::V,経つ,болх
842,erscheinen::V,現れる,һарх
843,verschwinden::V,消える,уга болх
844,sinken::V,下がる,татгдх
845,abnehmen::V,減る,хасгдх
846,zunehmen::V,増える,өсх
847,steigen::V,上がる,немх
848,wachsen::V,伸びる,өсх
849,wachsen::V,伸びる,урһх
850,glänzen::V,輝く,гилвкх
851,funkeln::V,ぴかぴか光る,цәклх
852,lärmen::V,騒ぐ,шууглдх
853,läuten::V,鳴る,хоңх
854,klingeln::V,鳴る,җиңнулх
855,klirren::V,がらんがらんと鳴る,җиңнх
856,brausen::V,逆巻く,догшрхх
857,rauschen::V,戦ぐ,сарҗңнх
858,klingen::V,鳴る,ә һарх
859,bellen::V,吠える,хуцх
860,heulen::V,きゃんきゃん鳴く,уульх
861,blasen::V,吹く,үләх
862,pfeifen::V,口笛を吹く,ишкрх
863,schreien::V,叫ぶ,хәәкрх
864,stöhnen::V,うめく,түңшх
865,zittern::V,震える,дагҗннх
866,leben::V,生きている,бәәх
867,geboren werden::V,生まれる,төрх
868,atmen::V,呼吸する,әмсхлх
869,trinken::V,飲む,уух
870,essen::V,食べる,идх
871,schlucken::V,飲み込む,зальгх
872,müde werden::V,眠くなる,көшх
873,einschlafen::V,寝付く,унтх
874,schlafen::V,眠る,нөөрсх
875,aufwachen::V,目が覚める,серх
876,aufstehen::V,起きる,босх
877,sich erholen::V,休養する,амрх
878,krank werden::V,病気になる,гемтх
879,krank sein::V,病気である,шалтглх
880,schmerzen::V,痛む,өвдх
881,husten::V,咳をする,ханях
882,genesen::V,元気になる,эдгх
883,sterben::V,死ぬ,үкх
884,sterben::V,死ぬ,өңгрх
885,sterben::V,亡くなる,үкх
886,sterben::V,亡くなる,өңгрх
887,umkommen::V,死亡する,үкх
888,sich bewegen::V,移動する,көдлх
889,sich bewegen::V,移動する,көндрх
890,sich rühren::V,動く,көндрх
891,sich erheben::V,立ち上がる,босх
892,sich setzen::V,座る,суух
893,hinfallen::V,転ぶ,унх
894,hinfallen::V,転ぶ,киисх
895,laufen::V,歩く,йовх
896,schreiten::V,跨ぐ,алхх
897,spazierengehen::V,散歩する,сергҗ йовх
898,eilen::V,急ぐ,шулудх
899,sich beeilen::V,焦る,адһх
900,sich beeilen::V,焦る,шамдх
901,sausen::V,疾駆する,хурдлх
902,sausen::V,疾駆する,йир_хурдар_гүүх
903,sausen::V,疾駆する,йир_хурдар_йовх
904,rennen::V,走る,гүүх
905,springen::V,跳ぶ,һәрәдх
906,klettern::V,よじ登る,давшх
907,schaukeln::V,ぶらんこに乗る,дүүдңндх
908,kriechen::V,這う,мөлкх
909,schwimmen::V,泳ぐ,усчх
910,tauchen::V,潜る,булхх
911,rudern::V,漕ぐ,хәәвдх
912,fahren::V,行く,йовх
913,fahren::V,乗車する,йовх
914,fliegen::V,飛ぶ,нисх
915,gehen::V,行く,йовх
916,weggehen::V,立ち去る,йовх
917,weggehen::V,立ち去る,одх
918,weggehen::V,立ち去る,һарх
919,weggehen::V,立ち去る,мөрлх
920,abfahren::V,出発する,мордх
921,anhalten::V,止まる,зогсх
922,hineingehen::V,入る,орх
923,eintreten::V,中に入る,орх
924,kommen::V,来る,ирх
925,ankommen::V,着く,ирх
926,ankommen::V,到着する,ирх
927,zurückkommen::V,帰る,орх
928,bleiben::V,留まる,бәәх
929,warten::V,待つ,күләх
930,erwarten::V,期待する,күләх
931,suchen::V,探る,хәәх
932,finden::V,見つける,олх
933,versuchen::V,試す,седх
934,vorbereiten::V,準備する,белдх
935,lieben::V,愛する,дурлх
936,mögen::V,好きである,таассгдх
937,lachen::V,笑う,инәх
938,rühren::V,感情を動かす,уйрах
939,weinen::V,泣く,уульх
940,schimpfen::V,叱る,харах
941,sich ärgern::V,怒る,уурлх
942,sich ärgern::V,腹を立てる,уурлх
943,sich fürchten::V,怖がる,әәх
944,fürchten::V,恐れる,әәх
945,fürchten::V,恐れる,сүрдх
946,fliehen::V,逃げる,зулх
947,flüchten::V,逃亡する,орһх
948,flüchten::V,逃亡する,зулх
949,sehen::V,見る,үзх
950,anschauen::V,眺める,харх
951,ansehen::V,見る,хәләх
952,ansehen::V,見る,үзх
953,hören::V,聞く,соңсх
954,zuhören::V,聴く,соңсх
955,probieren::V,食べてみる,амсх
956,riechen::V,気取る,үнрчлх
957,fühlen::V,感じる,медх
958,scheinen::V,ように見える,болҗ медгдх
959,scheinen::V,ように見える,миниһәр болхла
960,scheinen::V,ように見える,болад бәәх
961,zu sehen sein::V,見える,үзгдх
962,vernehmen::V,承る,соңсх
963,frieren::V,寒気がする,даарх
964,tun::V,する,кех
965,können::V,出来る,чадх
966,wollen::V,-たい,дурлх
967,anfangen::V,始める,эклх
968,beenden::V,終える,дуусх
969,aufhören::V,止める,уурх
970,gelingen::V,成功する,бүтх
971,gelingen::V,成功する,күцәх
972,geraten::V,当たる,болх
973,öffnen::V,開く,секх
974,öffnen::V,開ける,секх
975,schließen::V,閉める,хаах
976,stellen::V,置く,тәвх
977,stellen::V,据える,тәвх
978,setzen::V,座らせる,суулһх
979,legen::V,置く,тәвх
980,berühren::V,触る,көндәх
981,berühren::V,触れる,көндәх
982,verbinden::V,結びつける,боох
983,bedecken::V,覆う,хучх
984,bedecken::V,覆う,бүркх
985,aufhängen::V,掛ける,өлгх
986,anzünden::V,燃やす,асах
987,anzünden::V,燃やす,шатах
988,anzünden::V,火をつける,асах
989,anzünden::V,火をつける,шатах
990,aufheben::V,拾う,өөдән өргх
991,zurücklassen::V,残す,үлдәх
992,verlieren::V,無くす,геех
993,fallen lassen::V,落とす,алдх
994,machen::V,作る,кех
995,herstellen::V,製造する,кех
996,bauen::V,建設する,тосхх
997,reparieren::V,直す,ясх
998,reparieren::V,修理する,ясх
999,verbessern::V,改良する,сәәрүлх
1000,ändern::V,変える,хүврәх
1001,graben::V,掘る,малтх
1002,beugen::V,折る,нуһлх
1003,biegen::V,曲げる,матилһх
1004,drehen::V,回す,эргүлх
1005,wenden::V,裏返す,көмрх
1006,wenden::V,裏返す,эргүлх
1007,umdrehen::V,裏返す,эргүлх
1008,heben::V,挙げる,өргх
1009,heben::V,挙げる,деер өргх
1010,hochheben::V,持ち上げる,өргх
1011,ergreifen::V,取り上げる,бәрх
1012,halten::V,持つ,бәрх
1013,drücken::V,押す,шахх
1014,schieben::V,ずらす,түлкх
1015,kratzen::V,引っ掻く,мааҗх
1016,lecken::V,なめる,долах
1017,beißen::V,噛む,хазх
1018,abreißen::V,剝ぎ取る,таслх
1019,abschneiden::V,切り取る,тәәрх
1020,binden::V,縛る,боох
1021,stecken::V,差し込む,шаах
1022,stecken::V,差し込む,хатхх
1023,brechen::V,破る,хамхлх
1024,klopfen::V,とんとん叩く,цокх
1025,hauen::V,叩く,цокх
1026,kleben::V,貼る,наах
1027,kleben::V,くっ付ける,наах
1028,reiben::V,擦る,зүлгх
1029,streichen::V,塗る,наах
1030,streichen::V,塗る,лашх
1031,streichen::V,塗る,түркх
1032,schleifen::V,研ぐ,хурцлх
1033,schneiden::V,切る,хәәчлх
1034,rütteln::V,揺さぶる,дәәвлүлх
1035,schütteln::V,振る,сегсрх
1036,schütteln::V,揺さぶる,сегсрх
1037,schwenken::V,振る,дайлх
1038,schütten::V,注ぐ,кех
1039,füllen::V,いっぱいにする,дүүргх
1040,einwickeln::V,包む,орах
1041,tragen::V,運ぶ,зөөх
1042,schleppen::V,引きずる,чирх
1043,ziehen::V,引く,татх
1044,aufbewahren::V,預かる,хадһлх
1045,werfen::V,投げる,хайх
1046,fangen::V,受ける,бәрх
1047,fangen::V,受ける,хавлх
1048,packen::V,掴む,бәрх
1049,verstecken::V,隠す,дүрх
1050,verstecken::V,隠す,бултулх
1051,teilen::V,分ける,хувах
1052,schicken::V,送る,илгәх
1053,bringen::V,持って行く,авч ирх
1054,hinzufügen::V,加える,немх
1055,bekommen::V,得る,авх
1056,erhalten::V,受ける,авх 
1057,nehmen::V,取る,авх
1058,wählen::V,選ぶ,шүүх
1059,auswählen::V,選ぶ,шүүх
1060,bewahren::V,保存する,хадһлх
1061,bewahren::V,保存する,кевтнь үлдәх
1062,bewahren::V,保存する,кевтнь бәәлһх
1063,behindern::V,妨害する,харшлх
1064,verderben::V,台無しにする,үрәх
1065,beschädigen::V,損傷する,эвдх
1066,zerbrechen::V,割る,күүлх
1067,zerbrechen::V,割る,хамхлх
1068,zerreißen::V,引き裂く,шуучх
1069,zerstören::V,破壊する,эвдх
1070,verbrennen::V,焼く,шатах
1071,geben::V,上げる,өгх
1072,reichen::V,渡す,өгх
1073,schenken::V,贈る,белглх
1074,versprechen::V,約束する,амлх
1075,wünschen::V,望む,сә хәәх
1076,loben::V,褒める,магтх
1077,küssen::V,キスする,үмсх
1078,wiegen::V,揺する,саатулх
1079,zudecken::V,覆う,бүркх
1080,wecken::V,起こす,серүлх
1081,zeigen::V,見せる,үзүлх
1082,führen::V,案内する,көтлх
1083,lehren::V,教える,заах
1084,lehren::V,教える,сурһх
1085,unterrichten::V,通知する,сурһх
1086,unterrichten::V,通知する,багшлх
1087,aufziehen::V,育てる,өскәх
1088,leiten::V,導く,һардх
1089,leiten::V,導く,толһалх
1090,antreiben::V,励ます,шамдах
1091,lassen::V,～させる,күч үзүлх
1092,einladen::V,誘う,үрх
1093,einladen::V,招待する,үрх
1094,vereinigen::V,一つにする,хамцулх
1095,besuchen::V,訪ねる,одх
1096,treffen::V,出会う,харһх
1097,sich versammeln::V,集まる,цуглрх
1098,sich versammeln::V,集まる,хурх
1099,spielen::V,遊ぶ,наадх
1100,singen::V,歌う,дуулх
1101,tanzen::V,踊る,биилх
1102,sich trennen::V,別れる,хаһцх
1103,verlassen::V,別れる,хайх
1104,retten::V,救う,әм аврх
1105,retten::V,救う,әәмшгәс харсх
1106,retten::V,助ける,әм аврх
1107,retten::V,助ける,әәмшгәс харсх
1108,bewachen::V,見張る,харх
1109,bewachen::V,見張る,манх
1110,bewachen::V,軽微する,харх
1111,bewachen::V,軽微する,манх
1112,schützen::V,保護する,харсх
1113,verteidigen::V,守る,харсх
1114,sich schlagen::V,殴る,гүвдлдх
1115,schießen::V,撃つ,хах
1116,siegen::V,勝つ,диилх
1117,ärgern::V,怒らせる,уурлулх
1118,schlagen::V,殴る,цокх
1119,schlagen::V,殴る,гүвдх
1120,treten::V,蹴る,
1121,stechen::V,突く,хатхх
1122,stoßen::V,突く,түлкчкх
1123,stehlen::V,盗る,хулхалх
1124,stören::V,構う,һә болх
1125,belästigen::V,邪魔する,амр эс өгх
1126,verbergen::V,隠す,нуух
1127,verbergen::V,隠す,бултулх
1128,täuschen::V,だます,меклх
1129,betrügen::V,だます,меклх
1130,betrügen::V,だます,мек һарһх
1131,töten::V,殺す,алх
1132,wohnen::V,住む,бәәх
1133,arbeiten::V,働く,көдлх
1134,sammeln::V,集める,түүх
1135,sammeln::V,収集する,түүх
1136,pflücken::V,摘む,түүх
1137,pflücken::V,摘む,хурах
1138,jagen::V,狩りをする,аңнх
1139,jagen::V,狩りをする,аңһучлх
1140,fischen::V,釣る,заһс аңнх
1141,fassen::V,捕る,бәрх
1142,hüten::V,放牧する,хәрүлх
1143,treiben::V,追う,туух
1144,anbinden::V,繋ぐ,уйх
1145,füttern::V,餌をやる,теҗәх
1146,melken::V,搾乳する,саах
1147,hacken::V,刻む,чавчх
1148,gießen::V,水をやる,услх
1149,reifen::V,熟す,болх
1150,reifen::V,熟す,болвсрх
1151,zubereiten::V,調理する,белдх
1152,kochen::V,煮る,чанх
1153,kochen::V,煮る,болһх
1154,backen::V,焼く,болһх
1155,braten::V,焼く,хуурх
1156,braten::V,炒める,хуурх
1157,umrühren::V,混ぜる,самрх
1158,stricken::V,編む,өлгх
1159,nähen::V,縫う,уйх
1160,färben::V,染める,будх
1161,reinigen::V,掃除する,цеврлх
1162,waschen::V,洗う,уһах
1163,waschen::V,洗濯する,уһах
1164,abwischen::V,拭く,арчх
1165,spülen::V,洗う,зәәлх
1166,spülen::V,すすぐ,зәәлх
1167,fegen::V,掃除する,сәвүрдх
1168,kehren::V,掃く,сәвүрдх
1169,baden::V,入浴する,өөмх
1170,sich waschen::V,洗う,уһах
1171,sich waschen::V,洗う,бийән уһаҗ
1172,ausziehen::V,脱ぐ,тәәлх
1173,anziehen::V,着る,өмсх
1174,sich anziehen::V,着る,хувцлх
1175,kämmen::V,梳く,самлх
1176,schmücken::V,飾る,чимх
1177,schmücken::V,飾る,кеерүлх
1178,sagen::V,言う,келх
1179,sprechen::V,話す,келх
1180,reden::V,話す,күүндх
1181,reden::V,話す,күр_кех
1182,sich unterhalten::V,話をする,күүндх
1183,fragen::V,聞く,сурх
1184,bitten::V,頼む,эрх
1185,bitten::V,お願いする,эрх
1186,erzählen::V,物語る,келх
1187,erzählen::V,物語る,келҗ өгх
1188,mitteilen::V,伝える,медүлх
1189,nennen::V,名づける,нерәдх
1190,nennen::V,名づける,нер өгх
1191,rufen::V,呼ぶ,дуудх
1192,prahlen::V,自慢する,көөрх
1193,übersetzen::V,訳す,орчулх
1194,denken::V,考える,санх
1195,glauben::V,信じる,шүтх
1196,glauben::V,信じる,нәәлх
1197,bemerken::V,気が付く,темдглх
1198,erkennen::V,認識する,таньх
1199,erkennen::V,認識する,медх
1200,begreifen::V,分かる,медх
1201,verstehen::V,聞き取る,соңсх
1202,lernen::V,学ぶ,сурх
1203,lernen::V,勉強する,сурх
1204,wissen::V,知っている,медх
1205,sich erinnern an::V,思い出す,санх
1206,vergessen::V,忘れる,мартх
1207,messen::V,計る,кемҗәлх
1208,messen::V,測定する,кемҗәлх
1209,zählen::V,数える,тоолх
1210,rechnen::V,計算する,тоолх
1211,lesen::V,読む,умшх
1212,malen::V,描く,зурх
1213,zeichnen::V,写生する,зурх
1214,schreiben::V,書く,бичх
1215,besitzen::V,所持する,эзлх
1216,kaufen::V,買う,хулдҗ авх
1217,verkaufen::V,売る,хулдх
1218,verkaufen::V,売る,гүүлгх
1219,bezahlen::V,払う,өгх
1220,zahlen::V,支払う,өгх
1221,beherrschen::V,支配する,эзлх
1222,ertragen::V,耐える,даах
