,Concept_ID,ku,fa
210,Korn::N,dexl,دانه
211,Heu::N,sap,علف خشک
212,Schale::N,qaşik,پوست
213,Grube::N,çahl,گودال
214,Falle::N,dafik,دام
215,Schlinge::N,dahf,حلقه
216,Spur::N,rêç,رد
217,Asche::N,xweli,خاکستر
218,Dreck::N,gemarî,کثافت
219,Eisen::N,hesing,آهن
220,Gold::N,zêr,زر
221,Gold::N,zêr,طلا
222,Silber::N,zîv,نقره
223,Kohle::N,komir,زغال
224,Glas::N,qedeh,شیشه
225,Lehm::N,kelpîç,گل
226,Sand::N,qûm,شن
227,Sand::N,qûm,ماسه
228,Mensch::N,mirov,آدم
229,Mensch::N,mirov,انسان
230,Mann::N,mêr,مرد
231,Frau::N,jin,زن
232,Kind::N,zarok,بچه
233,Kind::N,zarok,کودک
234,Junge::N,kur,پسر
235,Mädchen::N,keç,دختر
236,Mädchen::N,keçik,دختر
237,Familie::N,malbat,فامیل
238,Familie::N,malbat,خانواده
239,Großvater::N,bapîr,پدربزرگ
240,Großmutter::N,pîrik,مادر‌بزرگ
241,Eltern::N,bavudê,والدین
242,Eltern::N,bavudê,پدر‌و‌مادر
243,Vater::N,bav,پدر
244,Mutter::N,dê,مادر
245,Mutter::N,dayik,مادر
246,Sohn::N,kur,پسر
247,Tochter::N,keç,دختر
248,Bruder::N,bira,برادر
249,Schwester::N,xweh,خواهر
250,Onkel::N,am,عمو
251,Onkel::N,am,دایی
252,Onkel::N,xal,عمو
253,Onkel::N,xal,دایی
254,Tante::N,metik,عمه
255,Tante::N,metik,خاله
256,Tante::N,xaltîk,عمه
257,Tante::N,xaltîk,خاله
258,Ehemann::N,mêr,همسر
259,Ehefrau::N,kulfet,همسر
260,Freude::N,kêfxweşî,شادی
261,Gelächter::N,pîrqînî,خنده
262,Gelächter::N,pîrqînî,قاه‌قاه
263,Glück::N,bext,اقبال
264,Kummer::N,derd,غم
265,Kummer::N,derd,غصه
266,Wunsch::N,daxwaz,آرزو
267,Wunsch::N,xwestek,آرزو
268,Lust::N,şewq,هوس
269,Geist::N,aqil,روح
270,Gedanke::N,fikir,فکر
271,Gedächtnis::N,aqil,حافظه
272,Verstand::N,fêm,هوش
273,Sinn::N,aqil,معنا
274,Sinn::N,aqil,مفهوم
275,Grund::N,asas,سبب
276,Grund::N,asas,دلیل
277,Wahrheit::N,rastî,حقیقت
278,Gespräch::N,guftûgo,صحبت
279,Gespräch::N,guftûgo,گفتگو
280,Märchen::N,çirok,قصه
281,Märchen::N,çirok,افسانه
282,Erzählung::N,çirok,داستان
283,Erzählung::N,vegotin,داستان
284,Nachricht::N,nûçe,خبر
285,Neuigkeit::N,hewal,خبر تازه
286,Name::N,nav,اسم
287,Name::N,paşnav,اسم
288,Rätsel::N,tiştonek,معما
289,Rede::N,gotar,سخن
290,Rede::N,axavtin,سخن
291,Sprache::N,ziman,زبان
292,Stimme::N,pejn,صدا
293,Wort::N,gotin,کلمه
294,Zeichen::N,şanek,نشان
295,Zeichen::N,şanek,علامت
296,Ruf::N,hawar,صدا
297,Lärm::N,xarbalix,هیاهو
298,Laut::N,deng,صدا
299,Laut::N,hês,صدا
300,Ton::N,awaz,آهنگ
301,Lied::N,sitran,آواز
302,Lied::N,sitran,ترانه
303,Ruhe::N,rihetî,آرامش
304,Leute::N,xelk,مردم
305,Volk::N,xelk,خلق
306,Arbeit::N,xebat,کار
307,Gast::N,mêvan,مهمان
308,Geschenk::N,diyarî,هدیه
309,Spiel::N,lîstik,بازی
310,Gesellschaft::N,komal,جمعیت
311,Hilfe::N,alîkarî,کمک
312,Freund::N,heval,دوست
313,Kamerad::N,heval,رفیق
314,Angelegenheit::N,pirsgirêk,امر
315,Angelegenheit::N,pirsgirêk,قضیه
316,Anzahl::N,çend,عده
317,Anzahl::N,çend,شمار
318,Art::N,çeh,نوع
319,Stück::N,lib,تکه
320,Stück::N,lib,قطعه
321,Stück::N,parçe,تکه
322,Stück::N,parçe,قطعه
323,Teil::N,parçe,بخش
324,Teil::N,parçe,قسمت
325,Hälfte::N,nîvî,نیم
326,Kreis::N,çemil,حلقه
327,Kreis::N,çemil,دایره
328,Kreuz::N,xaç,صلیب
329,Linie::N,xezik,خط
330,Linie::N,xezik,سطر
331,Strich::N,xezik,خط
332,Abstand::N,dûrahî,فاصله
333,Entfernung::N,dûrahî,مسافت
334,Gegend::N,dever,منطقه
335,Platz::N,çih,گنجایش
336,Ort::N,dever,جا
337,Ort::N,dever,محل
338,Ort::N,dever,مکان
339,Seite::N,rûpel,طرف
340,Mitte::N,nav,وسط
341,Mitte::N,nav,میان
342,Mitte::N,nabênê,وسط
343,Mitte::N,nabênê,میان
344,Gegenstand::N,tişt,چیز
345,Sache::N,tişt,چیز
346,Rand::N,kevî,کنار
347,Rand::N,kevî,حاشیه
348,Kante::N,kevî,لبه
349,Ecke::N,qunç,گوشه
350,Spitze::N,derzî,سر
351,Spitze::N,derzî,نوک
352,Ende::N,talî,ته
353,Ende::N,talî,آخر
354,Loch::N,qul,سوراخ
355,Winkel::N,kurnîşk,کنج
356,Muster::N,desen,نقش
357,Größe::N,mezinî,قد
358,Größe::N,mezinî,بزرگی
359,Länge::N,dirêjahî,طول
360,Höhe::N,bilindayî,بلندی
361,Gewicht::N,giranî,وزن
362,Menge::N,qas,مقدار
363,Menge::N,qas,اندازه
364,Haufen::N,lod,توده
365,Reihe::N,rêz,ردیف
366,Boot::N,kelek,قایق
367,Ruder::N,bêrik,پارو
368,Schlitten::N,xîjik,سورتمه
369,Ski::N,lakan,اسکی
370,Lagerfeuer::N,agir,آتش
371,Last::N,bar,بار
372,Last::N,bar,سنگینی
373,Gang::N,fîtêz,راه رفتن
374,Schritt::N,gav,قدم
375,Norden::N,bakur,شمال
376,Süden::N,başur,جنوب
377,Westen::N,rojava,غرب
378,Osten::N,rojhilat,شرق
379,Holz::N,dep,چوب
380,Brett::N,dep,تخته
381,Platte::N,dep,صفحه
382,Stütze::N,destek,تکیه
383,Stange::N,sing,میله
384,Stock::N,çam,چوب
385,Stab::N,qat,عصا
386,Rohr::N,borî,لوله
387,Haus::N,mal,منزل
388,Haus::N,xanî,منزل
389,Heim::N,mal,خانه
390,Heim::N,mal,کاشانه
391,Ofen::N,sobe,بخاری
392,Fußboden::N,binpê,کف اتاق
393,Tisch::N,mase,میز
394,Stuhl::N,kursî,صندلی
395,Wiege::N,derguş,گهواره
396,Bett::N,qerewêle,تختخواب
397,Regal::N,rêbaz,قفسه
398,Kiste::N,sindoq,صندوق
399,Fenster::N,çam,پنجره
400,Fenster::N,şibeke,پنجره
401,Tür::N,derî,در
402,Tür::N,derî,درب
403,Tor::N,derge,دروازه
404,Zaun::N,hejik,حصار
405,Dach::N,sere xanî,بام
406,Leiter::N,pêling,نردبان
407,Besen::N,melkes,جارو
408,Spaten::N,mer,بیل
409,Schaufel::N,bêr,بیل
410,Schaufel::N,bêr,پارو
411,Gabel::N,çetel,چنگال
412,Löffel::N,kevçî,قاشق
413,Messer::N,kêr,کارد
414,Nagel::N,bizmar,میخ
415,Netz::N,tor,تور
416,Netz::N,tor,شبکه
417,Haken::N,çenqel,قلاب
418,Griff::N,destî,دسته
419,Schloss::N,qonax,قفل
420,Bild::N,dimen,عکس
421,Bild::N,dimen,تصویر
422,Figur::N,figûr,تندیس
423,Puppe::N,bûk,عروسک
424,Beutel::N,kîsik,کیسه
425,Bündel::N,pêçek,بسته
426,Tasche::N,bêrîk,کیف
427,Eimer::N,dewl,سطل
428,Deckel::N,devik,در
429,Geschirr::N,ferax,ظرف
430,Sack::N,tûr,گونی
431,Tasse::N,kada,فنجان
432,Topf::N,beroş,دیگ
433,Topf::N,beroş,قابلمه
434,Kessel::N,şîril,دیگ
435,Essen::N,xwarin,خوراک
436,Nahrung::N,xwarin,غذا
437,Speise::N,xwarin,خوراک
438,Fleisch::N,goşt,گوشت
439,Getreide::N,zad,غله
440,Brei::N,hewdêl,فرنی
441,Brei::N,hewdêl,حریره
442,Brot::N,,نان
443,Scheibe::N,parçe,قاچ
444,Scheibe::N,parçe,لزگه
445,Fett::N,rûn,چربی
446,Butter::N,rûn,کره
447,Öl::N,rûn,روغن
448,Salz::N,xwe,نمک
449,Suppe::N,şorbe,آش
450,Suppe::N,şorbe,سوپ
451,Honig::N,hingiv,عسل
452,Milch::N,şîr,شیر
453,Tee::N,çay,چای
454,Leder::N,çerm,چرم
455,Wolle::N,herî,پشم
456,Stoff::N,paç,پارچه
457,Nadel::N,derzî,سوزن
458,Faden::N,ta,نخ
459,Knopf::N,bişkok,دکمه
460,Knoten::N,girêk,گره
461,Farbe::N,boyax,رنگ
462,Kleidung::N,çil,لباس
463,Kleidung::N,çil,پوشاک
464,Hemd::N,qutik,پیراهن
465,Hemd::N,miltan,پیراهن
466,Kragen::N,stûvang,یقه
467,Ärmel::N,hûçik,آستین
468,Hose::N,şewel,شلوار
469,Gürtel::N,qayiş,کمر‌بند
470,Mütze::N,fîno,کلاه
471,Schuh::N,şêkal,کفش
472,Stiefel::N,gizme,چکمه
473,Stiefel::N,çizme,چکمه
474,Ring::N,xelek,حلقه
475,Ring::N,xelek,انگشتر
476,Band::N,band,نوار
477,Band::N,band,روبان
478,Kamm::N,şeh,شانه
479,Spiegel::N,eynik,آینه
480,Riemen::N,qayiş,تسمه
481,Schnur::N,doxin,ریسمان
482,Leine::N,şirît,قلاده
483,Decke::N,bataniye,پتو
484,Kissen::N,balgî,بالش
485,Tuch::N,şar,شال
486,Handtuch::N,dezmal,حوله
487,Kraft::N,hêz,نیرو
488,Kraft::N,qewet,نیرو
489,Stärke::N,xurtî,زور
490,Gesundheit::N,nojdarî,سلامتی
491,Gesundheit::N,nojdarî,تندرستی
492,Krankheit::N,nexweşî,بیماری
493,Schmerz::N,êş,درد
494,Wunde::N,kul,زخم
495,Fieber::N,ta,تب
496,Arznei::N,derman,دارو
497,Brücke::N,kopî,پل
498,Brunnen::N,çal,چاه
499,Brunnen::N,kani,چاه
500,Weide::N,beyar,چراگاه
501,Pfad::N,xaçirek,راه
502,Weg::N,rê,راه
503,Weg::N,rê,طریق
504,Straße::N,rê,راه
505,Straße::N,rê,جاده
506,Dorf::N,gund,ده
507,Dorf::N,gund,روستا
508,Stadt::N,baçar,شهر
509,Brief::N,name,نامه
510,Buch::N,kitêb,کتاب
511,Buch::N,pirtûk,کتاب
512,Buchstabe::N,herf,حرف
513,Zeitung::N,rojname,روزنامه
514,Leben::N,jiyan,عمر
515,Leben::N,jiyan,زندگی
516,Tod::N,mirin,مرگ
517,Grab::N,mezel,گور
518,Grab::N,mezel,مزار
519,Kirche::N,gilyas,کلیسا
520,Sünde::N,guneh,بزه
521,Sünde::N,guneh,گناه
522,Gott::N,xwedê,خدا
523,Arbeiter::N,hîşçî,کارگر
524,Chef::N,bêg,رئیس
525,Meister::N,hoste,استاد
526,Arzt::N,doktor,پزشک
527,Lehrer::N,mamoste,معلم
528,Lehrer::N,mamoste,آموزگار
529,Geld::N,pere,پول
530,Geschäft::N,firoşgeh,کار
531,Geschäft::N,firoşgeh,بیزنس
532,Laden::N,dikan,دکان
533,Laden::N,dikan,مغازه
534,Preis::N,buha,بها
535,Preis::N,buha,قیمت
536,Ware::N,tişt,جنس
537,Ware::N,tişt,کالا
538,Nutzen::N,fêde,مزیت
539,Nutzen::N,fêde,امتیاز
540,Reichtum::N,serwet,مال
541,Reichtum::N,serwet,ثروت
542,Welt::N,dinya,دنیا
543,Land::N,welat,کشور
544,Land::N,welat,مملکت
545,Staat::N,dewlet,دولت
546,König::N,şah,شاه
547,König::N,şah,پادشاه
548,König::N,qral,شاه
549,König::N,qral,پادشاه
550,Macht::N,qewet,قدرت
551,Macht::N,qewet,اختیار
552,Macht::N,destihilat,قدرت
553,Macht::N,destihilat,اختیار
554,Grenze::N,kevî,مرز
555,Krieg::N,çeng,جنگ
556,Krieg::N,sêwaş,جنگ
557,Feind::N,dijmin,دشمن
558,Gewalt::N,zor,زور
559,Gewalt::N,zor,خشونت
560,Kampf::N,şer,نبرد
561,Kampf::N,şer,مبارزه
562,Bogen[Waffe]::N,kêvan,کمان
563,Pfeil::N,çîrik,تیر
564,Gewehr::N,tifing,تفنگ
565,Fehler::N,şaşî,غلط
566,Fehler::N,şaşî,اشتباه
567,Lüge::N,derew,دروغ
568,Schaden::N,xisar,آسیب
569,Schaden::N,xisar,خسارت
570,Unglück::N,bêbextî,بلا
571,Schuld::N,suç,گناه
572,Schuld::N,suç,تقصیر
573,Alter::N,temen,سن
574,Alter::N,temen,عمر
575,Schluss::N,girtin,انتها
576,Zeit::N,çax,وقت
577,Zeit::N,çax,زمان
578,Tag::N,roj,روز
579,Morgen::N,sibeh,صبح
580,Mittag::N,nîro,ظهر
581,Abend::N,êvar,شب
582,Abend::N,êvar,عصر
583,Nacht::N,şev,شب
584,Woche::N,heftî,هفته
585,Monat::N,meh,ماه
586,Jahr::N,sal,سال
587,Frühling::N,bihar,بهار
588,Sommer::N,havîn,تابستان
589,Herbst::N,payîz,پاییز
590,Winter::N,zistan,زمستان
591,Januar::N,çile,ژانویه
592,Februar::N,sibat,فوریه
593,März::N,adar,مارس
594,April::N,nîsan,آوریل
595,Mai::N,gûlan,مه
596,Juni::N,hezîran,ژوئن
597,Juli::N,tîmeh,ژویه
598,August::N,tebax,اوت
599,September::N,îlon,سپتامبر
600,Oktober::N,çotmeh,اکتبر
601,November::N,mijdar,نوامبر
602,Dezember::N,kanûn,دسامبر
603,Montag::N,duşemb,دو‌شنبه
604,Dienstag::N,sêşem,سه‌شنبه
605,Mittwoch::N,çarşemb,چهار‌شنبه
606,Donnerstag::N,pêşemb,پنج شنبه
607,Freitag::N,în,جمعه
608,Samstag::N,şemî,شنبه
609,Sonntag::N,yekşemb,یکشنبه
610,groß::A,mezin,بزرگ
611,klein::A,çûçik,کوچک
612,lang::A,dirêj,بلند
613,kurz::A,kin,کوتاه
614,breit::A,fireh,پهن
615,schmal::A,tenik,تنگ
616,schmal::A,tenik,نازک
617,dicht::A,gir,چگال
618,dicht::A,gir,انبوه
619,dick[Gegenstand]::A,şîşman,ضخیم
620,dünn::A,zirav,نازک
621,fein::A,tenik,ریز
622,fein::A,tenik,باریک
623,fest::A,saxlem,محکم
624,flach::A,pahn,صاف
625,flach::A,pahn,مسطح
626,glatt::A,dûz,لیز
627,glatt::A,şayîk,لیز
628,hart::A,hişk,سفت
629,weich::A,nerm,نرم
630,weich::A,nerm,ملایم
631,rund::A,gilover,گرد
632,spitz::A,pîj,تیز
633,spitz::A,pîj,نوک‌تیز
634,scharf::A,tûj,تیز
635,scharf::A,tûj,برنده
636,stumpf::A,ne tûj,کند
637,schwer::A,giran,سنگین
638,schön::A,xweş,زیبا
639,schön::A,xweşik,زیبا
640,heiß::A,kelandî,داغ
641,warm::A,germ,گرم
642,kalt::A,sar,سرد
643,kühl::A,jemîrî,خنک
644,frisch::A,ter,تازه
645,feucht::A,şil,مرطوب
646,nass::A,şilek,تر
647,nass::A,şilek,خیش
648,trocken::A,zuwa,خشک
649,voll::A,tijî,پر
650,leer::A,vala,خالی
651,offen::A,vekirî,باز
652,geschlossen::A,asê,بسته
653,sauber::A,pakij,پاک
654,sauber::A,pakij,تمیز
655,schmutzig::A,lewitî,کثیف
656,schmutzig::A,lewitî,آلوده
657,roh::A,xav,خام
658,reif::A,gihaştî,رسیده
659,lecker::A,xweş,لذیذ
660,lecker::A,xweş,خوشمزه
661,süß::A,şîrîn,شیرین
662,bitter::A,tahl,تلخ
663,sauer::A,tirş,ترش
664,hell::A,ronî,روشن
665,dunkel::A,tarî,تاریک
666,schwarz::A,reş,سیاه
667,weiß::A,sipî,سفید
668,rot::A,sor,سرخ
669,rot::A,sor,قرمز
670,gelb::A,zer,زرد
671,blau::A,şîn,آبی
672,grün::A,şîn,سبز
673,grau::A,gewr,طوسی
674,grau::A,gewr,خاکستری
675,bunt::A,rengîn,رنگارنگ
676,billig::A,erzan,ارزان
677,teuer::A,biha,گران
678,wertvoll::A,hêja,قیمتی
679,wertvoll::A,hêja,گرانبها
680,wertvoll::A,giranbiha,قیمتی
681,wertvoll::A,giranbiha,گرانبها
682,blind::A,kor,کور
683,blind::A,kor,نابینا
684,taub::A,kerr,کر
685,taub::A,kerr,ناشنوا
686,kräftig::A,gir,قوی
687,kräftig::A,xurt,قوی
688,stark::A,xurt,قوی
689,stark::A,xurt,نیرومند
690,schwach::A,kesad,ضعیف
691,fett::A,qelew,چرب
692,schlank::A,zirav,باریک‌اندام
693,hübsch::A,xweşik,قشنگ
694,hübsch::A,xweşik,خوشگل
695,böse::A,xerab,بد
696,böse::A,aciz,بد
697,dumm::A,gêj,احمق
698,faul::A,têmbêl,لش
699,faul::A,têmbêl,تنبل
700,fleißig::A,jêhatî,زرنگ
701,geizig::A,destgirtî,خسیس
702,klug::A,baqil,عاقل
703,klug::A,baqil,باهوش
704,geschickt::A,zîrek,ماهر
705,geschickt::A,ziring,ماهر
706,lieb::A,delal,عزیز
707,lustig::A,kêfxweş,شاد
708,lustig::A,kêfxweş,خوشحال
709,sanft::A,nazenîn,لطیف
710,hungrig::A,birçî,گرسنه
711,krank::A,nexweş,مریض
712,krank::A,nexweş,بیمار
713,nackt::A,rût,لخت
714,nackt::A,rût,برهنه
715,nackt::A,tazî,لخت
716,nackt::A,tazî,برهنه
717,traurig::A,xemgîn,غمگین
718,lebendig::A,bisaxî,زنده
719,gut::A,baş,خوب
720,schlecht::A,xerab,بد
721,richtig::A,rast,درست
722,richtig::A,saxlem,درست
723,schlimm::A,nebaş,وخيم
724,wahr::A,rast,درست
725,wahr::A,rast,حقیقی
726,alt::A,pîr,کهنه
727,alt::A,kevn,کهنه
728,neu::A,nû,نو
729,ehemalig::A,kevnar,قبلی
730,ehemalig::A,peşidar,قبلی
731,alt[Lebewesen]::A,pîr,پیر
732,jung::A,xort,جوان
733,arm::A,feqîr,فقیر
734,arm::A,desteng,فقیر
735,reich::A,dewlemend,پولدار
736,reich::A,dewlemend,ثروتمند
737,bekannt::A,naskirî,آشنا
738,bekannt::A,naskirî,معلوم
739,berühmt::A,navdar,مشهور
740,fremd::A,xerîb,خارجی
741,fremd::A,xerîb,بیگانه
742,verschieden::A,çîhê,مختلف
743,verschieden::A,çîhê,متفاوت
744,nah::A,nêzîk,نزدیک
745,fern::A,dûr,دور
746,linker::A,çepê,چپ
747,rechter::A,rastê,راست
748,anderer::A,yê din,دیگر
749,erster::A,yekemîn,اول
750,zweiter::A,duda,دوم
751,dritter::A,sisêya,سوم
752,letzter::A,paşîn,آخر
753,allein::ADV,tenê,تنها
754,auf einmal::ADV,jar kê,همزمان
755,zusammen::ADV,tev,باهم
756,zusammen::ADV,bi hev re,باهم
757,lange::ADV,dirêj,مدت‌ها
758,lange::ADV,dirêj,مدت زیادی
759,plötzlich::ADV,ji nişkave,ناگهان
760,sofort::ADV,yekser,فوراً
761,später::ADV,paşiyê,بعدها
762,jetzt::ADV,nuha,حالا
763,jetzt::ADV,nuha,اکنون
764,heute::ADV,îro,امروز
765,morgen::ADV,sibeh,فردا
766,bald::ADV,nêzîk,زود
767,bald::ADV,nêzîk,بزودی
768,dann::ADV,paşê,سپس
769,dann::ADV,paşê,آنوقت
770,gestern::ADV,do,دیروز
771,einst::ADV,jar ke,وقتی
772,einst::ADV,jar ke,زمانی
773,damals::ADV,hîngî,آنوقت
774,damals::ADV,hîngî,آنزمان
775,danach::ADV,piştra,بعد
776,vorher::ADV,pîşî,قبلاً
777,zuerst::ADV,bere,اول
778,zuerst::ADV,bere,ابتداء
779,einmal::ADV,çarik,یکدفعه
780,manchmal::ADV,çarna,گاهی
781,manchmal::ADV,çarna,بعضی اوقات
782,oft::ADV,gelek çaran,اغلب
783,immer::ADV,daîm,همیشه
784,niemals::ADV,tu çar,هرگز
785,hier::ADV,li vir,اینجا
786,hierhin::ADV,vir,به اینجا
787,von hier::ADV,ji vir,از اینجا
788,dort::ADV,li wê derê,آنجا
789,dorthin::ADV,wêda,به آنجا
790,geradeaus::ADV,rastê rast,راست
791,vorwärts::ADV,ber bi pêş,جلو
792,vorwärts::ADV,ber bi pêş,به پیش
793,rückwärts::ADV,paşpê,عقب
794,zurück::ADV,paşdo,پس
795,zurück::ADV,paşdo,عقب
796,zurück::ADV,paşdo,بالعکس
797,zurück::ADV,paşvê,پس
798,zurück::ADV,paşvê,عقب
799,zurück::ADV,paşvê,بالعکس
800,unten::ADV,jêrî,زیر
801,unten::ADV,jêrî,پایین
802,hinab::ADV,berjêr,به پایین
