,Concept_ID,xal,xal
164,Fuchs::N,арат,арат
165,Hase::N,туула,туула
166,Maus::N,хулһн,хулһн
167,Wolf::N,чон,чон
168,Vogel::N,шовун,шовун
169,Schwarm::N,зел,зел
170,Huhn::N,така,така
171,Hahn::N,эр така,эр така
172,Gans::N,һалун,һалун
173,Adler::N,һәрд,һәрд
174,Ente::N,нуһсн,нуһсн
175,Eule::N,һурвлһ,һурвлһ
176,Kranich::N,тоһрун,тоһрун
177,Krähe::N,шаазһа,шаазһа
178,Kuckuck::N,эргин хуцдг,эргин хуцдг
179,Schwan::N,хун,хун
180,Fisch::N,заһсн,заһсн
181,Barsch::N,шүрг,шүрг
182,Hecht::N,цурх,цурх
183,Schlange[Tier]::N,моһа,моһа
184,Wurm::N,өтн,өтн
185,Spinne::N,аралҗн,аралҗн
186,Ameise::N,шорһлҗн,шорһлҗн
187,Laus::N,бөөсн,бөөсн
188,Mücke::N,бөкүн,бөкүн
189,Fliege::N,батхн,батхн
190,Schmetterling::N,эрвәкә,эрвәкә
191,Beere::N,бөөлҗрһн,бөөлҗрһн
192,Apfel::N,альмн,альмн
193,Pilz::N,теңгрин ки,теңгрин ки
194,Zwiebel::N,мәңгрснә толһа,мәңгрснә толһа
195,Saat::N,буудян экн,буудян экн
196,Korn::N,экн,экн
197,Heu::N,өвсн,өвсн
198,Schale::N,хальсн,хальсн
199,Grube::N,нүкн,нүкн
200,Falle::N,урх,урх
201,Falle::N,урх,хавх
202,Falle::N,хавх,урх
203,Falle::N,хавх,хавх
204,Schlinge::N,бүтү,бүтү
205,Spur::N,мөр,мөр
206,Asche::N,үмсн,үмсн
207,Dreck::N,бальчг,бальчг
208,Eisen::N,төмр,төмр
209,Gold::N,алтн,алтн
210,Silber::N,мөңгн,мөңгн
211,Silber::N,мөңгн,цаһан мөңгн
212,Silber::N,цаһан мөңгн,мөңгн
213,Silber::N,цаһан мөңгн,цаһан мөңгн
214,Kohle::N,нүүрсн,нүүрсн
215,Glas::N,шил,шил
216,Lehm::N,шавр,шавр
217,Sand::N,элсн,элсн
218,Mensch::N,күн,күн
219,Mensch::N,күн,күмн
220,Mensch::N,күмн,күн
221,Mensch::N,күмн,күмн
222,Mann::N,эр,эр
223,Frau::N,күүкд күн,күүкд күн
224,Kind::N,үрн,үрн
225,Junge::N,көвүн,көвүн
226,Mädchen::N,бичкн күүкн,бичкн күүкн
227,Familie::N,бүл,бүл
228,Großvater::N,өвк эцк,өвк эцк
229,Großvater::N,өвк эцк,наһц эцк
230,Großvater::N,наһц эцк,өвк эцк
231,Großvater::N,наһц эцк,наһц эцк
232,Großmutter::N,эмг эк,эмг эк
233,Großmutter::N,эмг эк,наһц эк
234,Großmutter::N,наһц эк,эмг эк
235,Großmutter::N,наһц эк,наһц эк
236,Eltern::N,эк эцк хойр,эк эцк хойр
237,Vater::N,эцк,эцк
238,Mutter::N,эк,эк
239,Sohn::N,көвүн,көвүн
240,Tochter::N,күүкн,күүкн
241,Bruder::N,дү көвүн,дү көвүн
242,Schwester::N,эгч,эгч
243,Schwester::N,эгч,дү күүкн
244,Schwester::N,дү күүкн,эгч
245,Schwester::N,дү күүкн,дү күүкн
246,Onkel::N,авһ,авһ
247,Onkel::N,авһ,наһцх
248,Onkel::N,наһцх,авһ
249,Onkel::N,наһцх,наһцх
250,Tante::N,наһц эгч,наһц эгч
251,Ehemann::N,залу,залу
252,Ehefrau::N,гергн,гергн
253,Freude::N,байр,байр
254,Gelächter::N,инәдн,инәдн
255,Glück::N,җирһл,җирһл
256,Glück::N,җирһл,сәәхн җирһл
257,Glück::N,сәәхн җирһл,җирһл
258,Glück::N,сәәхн җирһл,сәәхн җирһл
259,Kummer::N,зовлң,зовлң
260,Wunsch::N,дурн,дурн
261,Lust::N,җилвтлһн,җилвтлһн
262,Geist::N,зөрг,зөрг
263,Gedanke::N,ухан,ухан
264,Gedächtnis::N,чееҗин тодлвр,чееҗин тодлвр
265,Verstand::N,ухан,ухан
266,Sinn::N,учр-утх,учр-утх
267,Grund::N,учр,учр
268,Grund::N,учр,шалтан
269,Grund::N,шалтан,учр
270,Grund::N,шалтан,шалтан
271,Wahrheit::N,үнн,үнн
272,Gespräch::N,күүндвүр,күүндвүр
273,Märchen::N,тууль,тууль
274,Erzählung::N,келвр,келвр
275,Nachricht::N,медүллһн,медүллһн
276,Neuigkeit::N,зәңг,зәңг
277,Name::N,нерн,нерн
278,Rätsel::N,тәәлвртә тууль,тәәлвртә тууль
279,Rede::N,келлһн,келлһн
280,Sprache::N,келн,келн
281,Stimme::N,дун,дун
282,Wort::N,үг,үг
283,Zeichen::N,темдг,темдг
284,Ruf::N,дуудлһн,дуудлһн
285,Lärm::N,шууган,шууган
286,Laut::N,ә,ә
287,Ton::N,дун,дун
288,Lied::N,дун,дун
289,Ruhe::N,амулң,амулң
290,Leute::N,әмтн,әмтн
291,Volk::N,улс,улс
292,Arbeit::N,көдлмш,көдлмш
293,Gast::N,гиич,гиич
294,Geschenk::N,белг,белг
295,Spiel::N,наадн,наадн
296,Gesellschaft::N,олн,олн
297,Hilfe::N,нөкд,нөкд
298,Freund::N,иньг,иньг
299,Kamerad::N,үр,үр
300,Angelegenheit::N,керг,керг
301,Anzahl::N,то,то
302,Art::N,зүүл,зүүл
303,Stück::N,хусг,хусг
304,Teil::N,хүв,хүв
305,Hälfte::N,өрәл,өрәл
306,Kreis::N,төгрг,төгрг
307,Kreuz::N,кирс,кирс
308,Linie::N,зурасн,зурасн
309,Strich::N,татасн,татасн
310,Abstand::N,зә,зә
311,Entfernung::N,һазр,һазр
312,Gegend::N,һазр,һазр
313,Platz::N,зә,зә
314,Ort::N,бәәрн,бәәрн
315,Seite::N,тал,тал
316,Seite::N,тал,хаҗу
317,Seite::N,тал,хәврһ
318,Seite::N,хаҗу,тал
319,Seite::N,хаҗу,хаҗу
320,Seite::N,хаҗу,хәврһ
321,Seite::N,хәврһ,тал
322,Seite::N,хәврһ,хаҗу
323,Seite::N,хәврһ,хәврһ
324,Mitte::N,дунд,дунд
325,Gegenstand::N,юмн,юмн
326,Sache::N,юмн,юмн
327,Rand::N,зах,зах
328,Kante::N,ирмәг,ирмәг
329,Ecke::N,өнцг,өнцг
330,Spitze::N,үзүр,үзүр
331,Ende::N,үзүр,үзүр
332,Loch::N,хаһрха,хаһрха
333,Winkel::N,булң,булң
334,Muster::N,намч,намч
335,Größe::N,кемҗән,кемҗән
336,Länge::N,ут,ут
337,Höhe::N,өндр,өндр
338,Gewicht::N,күнд,күнд
339,Gewicht::N,күнд,чиңнүр
340,Gewicht::N,чиңнүр,күнд
341,Gewicht::N,чиңнүр,чиңнүр
342,Menge::N,ик,ик
343,Haufen::N,ова,ова
344,Reihe::N,зерг,зерг
345,Reihe::N,зерг,зерглән
346,Reihe::N,зерглән,зерг
347,Reihe::N,зерглән,зерглән
348,Boot::N,оңһц,оңһц
349,Ruder::N,хәәв,хәәв
350,Schlitten::N,цан,цан
351,Ski::N,лыҗ,лыҗ
352,Lagerfeuer::N,костёр,костёр
353,Last::N,күнд,күнд
354,Gang::N,йовлһн,йовлһн
355,Schritt::N,ишкм,ишкм
356,Norden::N,ар үзг,ар үзг
357,Süden::N,өмн,өмн
358,Süden::N,өмн,өмн үзг
359,Süden::N,өмн үзг,өмн
360,Süden::N,өмн үзг,өмн үзг
361,Westen::N,барун,барун
362,Westen::N,барун,барун үзг
363,Westen::N,барун үзг,барун
364,Westen::N,барун үзг,барун үзг
365,Osten::N,зүн,зүн
366,Osten::N,зүн,зүн үзг
367,Osten::N,зүн үзг,зүн
368,Osten::N,зүн үзг,зүн үзг
369,Holz::N,модн,модн
370,Brett::N,харһа,харһа
371,Platte::N,хавтха чолун,хавтха чолун
372,Stütze::N,тулг,тулг
373,Stange::N,уньн,уньн
374,Stock::N,модн,модн
375,Stab::N,шуург,шуург
376,Rohr::N,турва,турва
377,Haus::N,гер,гер
378,Heim::N,гер-бул,гер-бул
379,Ofen::N,беш,беш
380,Fußboden::N,девскр,девскр
381,Tisch::N,ширә,ширә
382,Stuhl::N,стул,стул
383,Wiege::N,өлгә,өлгә
384,Wiege::N,өлгә,дүүҗң
385,Wiege::N,дүүҗң,өлгә
386,Wiege::N,дүүҗң,дүүҗң
387,Bett::N,орн,орн
388,Bett::N,орн,орндг
389,Bett::N,орндг,орн
390,Bett::N,орндг,орндг
391,Regal::N,таг,таг
392,Regal::N,таг,тәвц
393,Regal::N,тәвц,таг
394,Regal::N,тәвц,тәвц
395,Kiste::N,яршг,яршг
396,Fenster::N,терз,терз
397,Tür::N,үүдн,үүдн
398,Tor::N,үүдн,үүдн
399,Tor::N,үүдн,өргн үүдн
400,Tor::N,үүдн,хашан үүдн
401,Tor::N,өргн үүдн,үүдн
402,Tor::N,өргн үүдн,өргн үүдн
403,Tor::N,өргн үүдн,хашан үүдн
404,Tor::N,хашан үүдн,үүдн
405,Tor::N,хашан үүдн,өргн үүдн
406,Tor::N,хашан үүдн,хашан үүдн
407,Zaun::N,хаша,хаша
408,Dach::N,деевр,деевр
409,Leiter::N,шат,шат
410,Leiter::N,шат,давшур
411,Leiter::N,давшур,шат
412,Leiter::N,давшур,давшур
413,Besen::N,сәвүр,сәвүр
414,Spaten::N,күрз,күрз
415,Schaufel::N,совг,совг
416,Gabel::N,серә,серә
417,Löffel::N,ухр,ухр
418,Messer::N,утх,утх
419,Nagel::N,хадасн,хадасн
420,Netz::N,гөлм,гөлм
421,Haken::N,дегә,дегә
422,Griff::N,иш,иш
423,Griff::N,иш,бәрүл
424,Griff::N,бәрүл,иш
425,Griff::N,бәрүл,бәрүл
426,Schloss::N,оньс,оньс
427,Bild::N,зург,зург
428,Figur::N,фигур,фигур
429,Puppe::N,наадһа,наадһа
430,Beutel::N,мишг,мишг
431,Bündel::N,багла,багла
432,Bündel::N,багла,боодһа
433,Bündel::N,боодһа,багла
434,Bündel::N,боодһа,боодһа
435,Tasche::N,сумк,сумк
436,Eimer::N,суулһ,суулһ
437,Deckel::N,бүркәсн,бүркәсн
438,Geschirr::N,сав,сав
439,Geschirr::N,сав,сав-сарх
440,Geschirr::N,сав-сарх,сав
441,Geschirr::N,сав-сарх,сав-сарх
442,Sack::N,мишг,мишг
443,Tasse::N,ааһ,ааһ
444,Topf::N,кастрюль,кастрюль
445,Kessel::N,хәәсн,хәәсн
446,Essen::N,зоогллһн,зоогллһн
447,Nahrung::N,теҗәл,теҗәл
448,Speise::N,хот,хот
449,Fleisch::N,махн,махн
450,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,хот болҗ эдлгддг цецгүдтә урһмл
451,Brei::N,хаш,хаш
452,Brot::N,өдмг,өдмг
453,Scheibe::N,зүсм,зүсм
454,Fett::N,өөкн,өөкн
455,Butter::N,тосн,тосн
456,Öl::N,тосн,тосн
457,Salz::N,давсн,давсн
458,Suppe::N,шөлн,шөлн
459,Honig::N,бал,бал
460,Milch::N,үсн,үсн
461,Tee::N,цә,цә
462,Leder::N,арсн,арсн
463,Wolle::N,утцн,утцн
464,Wolle::N,утцн,эд
465,Wolle::N,эд,утцн
466,Wolle::N,эд,эд
467,Stoff::N,эд,эд
468,Nadel::N,зүн,зүн
469,Faden::N,утцн,утцн
470,Knopf::N,товч,товч
471,Knoten::N,зәңгдә,зәңгдә
472,Farbe::N,будг,будг
473,Kleidung::N,хувцн,хувцн
474,Kleidung::N,хувцн,хувц-хунр
475,Kleidung::N,хувц-хунр,хувцн
476,Kleidung::N,хувц-хунр,хувц-хунр
477,Hemd::N,киилг,киилг
478,Kragen::N,зах,зах
479,Ärmel::N,ханцн,ханцн
480,Hose::N,шалвур,шалвур
481,Gürtel::N,бүс,бүс
482,Mütze::N,махла,махла
483,Schuh::N,башмгуд,башмгуд
484,Stiefel::N,һосн,һосн
485,Ring::N,билцг,билцг
486,Band::N,лент,лент
487,Kamm::N,сам,сам
488,Spiegel::N,толь,толь
489,Riemen::N,бүс,бүс
490,Schnur::N,деесн,деесн
491,Leine::N,бурнтг,бурнтг
492,Leine::N,бурнтг,нохан көтлвр
493,Leine::N,нохан көтлвр,бурнтг
494,Leine::N,нохан көтлвр,нохан көтлвр
495,Decke::N,көнҗл,көнҗл
496,Kissen::N,дер,дер
497,Tuch::N,альчур,альчур
498,Handtuch::N,полотенц,полотенц
499,Handtuch::N,полотенц,һар-нүүрин альчур
500,Handtuch::N,һар-нүүрин альчур,полотенц
501,Handtuch::N,һар-нүүрин альчур,һар-нүүрин альчур
502,Kraft::N,күчн,күчн
503,Stärke::N,чидл,чидл
504,Gesundheit::N,эрүл-менд,эрүл-менд
505,Krankheit::N,өвчн,өвчн
506,Schmerz::N,өвдлһн,өвдлһн
507,Wunde::N,шав,шав
508,Fieber::N,безг,безг
509,Arznei::N,эм,эм
510,Brücke::N,тагт,тагт
511,Brunnen::N,худг,худг
512,Weide::N,малын идг,малын идг
513,Pfad::N,цувг,цувг
514,Weg::N,хаалһ,хаалһ
515,Straße::N,зам,зам
516,Dorf::N,хотн,хотн
517,Stadt::N,балһсн,балһсн
518,Brief::N,бичг,бичг
519,Buch::N,дегтр,дегтр
520,Buchstabe::N,үзг,үзг
521,Zeitung::N,газет,газет
522,Leben::N,җирһл,җирһл
523,Tod::N,үкл,үкл
524,Tod::N,үкл,өңгрлһн
525,Tod::N,өңгрлһн,үкл
526,Tod::N,өңгрлһн,өңгрлһн
527,Grab::N,оршалһна нүкн,оршалһна нүкн
528,Kirche::N,чонҗ,чонҗ
529,Sünde::N,нүл,нүл
530,Sünde::N,нүл,килнц
531,Sünde::N,килнц,нүл
532,Sünde::N,килнц,килнц
533,Gott::N,бурхн,бурхн
534,Arbeiter::N,көдлмшч,көдлмшч
535,Chef::N,толһач,толһач
536,Meister::N,урн,урн
537,Arzt::N,эмч,эмч
538,Lehrer::N,багш,багш
539,Geld::N,мөңгн,мөңгн
540,Geschäft::N,көдлмш,көдлмш
541,Laden::N,лавк,лавк
542,Preis::N,үн,үн
543,Ware::N,эд-тавр,эд-тавр
544,Nutzen::N,олз,олз
545,Reichtum::N,зөөр,зөөр
546,Welt::N,орчлң,орчлң
547,Welt::N,орчлң,делкә
548,Welt::N,делкә,орчлң
549,Welt::N,делкә,делкә
550,Land::N,орн-нутг,орн-нутг
551,Staat::N,государств,государств
552,König::N,хан,хан
553,Macht::N,йосн,йосн
554,Grenze::N,меҗә,меҗә
555,Krieg::N,дән,дән
556,Feind::N,дәәсн,дәәсн
557,Gewalt::N,күч һарһлһн,күч һарһлһн
558,Kampf::N,ноолдан,ноолдан
559,Kampf::N,ноолдан,бәрлдлһн
560,Kampf::N,бәрлдлһн,ноолдан
561,Kampf::N,бәрлдлһн,бәрлдлһн
562,Bogen[Waffe]::N,саадг,саадг
563,Pfeil::N,сумн,сумн
564,Gewehr::N,бу,бу
565,Fehler::N,алдг,алдг
566,Lüge::N,худл,худл
567,Schaden::N,хорлт,хорлт
568,Unglück::N,гүрм,гүрм
569,Schuld::N,гем,гем
570,Schuld::N,гем,буру
571,Schuld::N,буру,гем
572,Schuld::N,буру,буру
573,Alter::N,насн,насн
574,Schluss::N,чилгч,чилгч
575,Zeit::N,цаг,цаг
576,Tag::N,өдр,өдр
577,Morgen::N,өрүн,өрүн
578,Mittag::N,үд,үд
579,Abend::N,асхн,асхн
580,Nacht::N,сө,сө
581,Woche::N,долан хонг,долан хонг
582,Monat::N,сар,сар
583,Jahr::N,җил,җил
584,Frühling::N,хавр,хавр
585,Sommer::N,зун,зун
586,Herbst::N,намр,намр
587,Winter::N,үвл,үвл
588,Januar::N,январь,январь
589,Februar::N,февраль,февраль
590,März::N,март,март
591,März::N,март,моһа сар
592,März::N,моһа сар,март
593,März::N,моһа сар,моһа сар
594,April::N,апрель,апрель
595,Mai::N,май,май
596,Juni::N,июнь,июнь
597,Juni::N,июнь,мөчн сар
598,Juni::N,мөчн сар,июнь
599,Juni::N,мөчн сар,мөчн сар
600,Juli::N,июль,июль
601,August::N,август,август
602,September::N,һаха сар,һаха сар
603,Oktober::N,октябрь,октябрь
604,November::N,ноябрь,ноябрь
605,November::N,ноябрь,үкр сар
606,November::N,үкр сар,ноябрь
607,November::N,үкр сар,үкр сар
608,Dezember::N,бар сар,бар сар
609,Montag::N,понедельник,понедельник
610,Dienstag::N,вторник,вторник
611,Mittwoch::N,среда,среда
612,Mittwoch::N,среда,үлмҗ өдр
613,Mittwoch::N,үлмҗ өдр,среда
614,Mittwoch::N,үлмҗ өдр,үлмҗ өдр
615,Donnerstag::N,четверг,четверг
616,Donnerstag::N,четверг,пүрвә өдр
617,Donnerstag::N,пүрвә өдр,четверг
618,Donnerstag::N,пүрвә өдр,пүрвә өдр
619,Freitag::N,пятниц,пятниц
620,Samstag::N,суббот,суббот
621,Sonntag::N,нарн өдр,нарн өдр
622,Sonntag::N,нарн өдр,воскресень
623,Sonntag::N,воскресень,нарн өдр
624,Sonntag::N,воскресень,воскресень
625,groß::A,ик,ик
626,klein::A,бичкн,бичкн
627,lang::A,ут,ут
628,kurz::A,оһтр,оһтр
629,breit::A,өргн,өргн
630,schmal::A,уутьхн,уутьхн
631,dicht::A,нигт,нигт
632,dick[Gegenstand]::A,зузан,зузан
633,dünn::A,нимгн,нимгн
634,fein::A,нәрхн,нәрхн
635,fest::A,бат,бат
636,flach::A,хавтха,хавтха
637,glatt::A,тегш,тегш
638,glatt::A,тегш,тиньгр
639,glatt::A,тиньгр,тегш
640,glatt::A,тиньгр,тиньгр
641,hart::A,хату,хату
642,weich::A,җөөлн,җөөлн
643,weich::A,җөөлн,җөөлкн
644,weich::A,җөөлкн,җөөлн
645,weich::A,җөөлкн,җөөлкн
646,rund::A,төгрг,төгрг
647,spitz::A,шовһр,шовһр
648,scharf::A,хурц,хурц
649,stumpf::A,мука,мука
650,schwer::A,күнд,күнд
651,schön::A,сәәхн,сәәхн
652,heiß::A,халун,халун
653,warm::A,дулан,дулан
654,kalt::A,киитн,киитн
655,kühl::A,серүн,серүн
656,frisch::A,серүн,серүн
657,feucht::A,чиигтә,чиигтә
658,nass::A,чиигтә,чиигтә
659,trocken::A,хагсу,хагсу
660,voll::A,дүүрң,дүүрң
661,leer::A,сул,сул
662,leer::A,сул,хоосн
663,leer::A,хоосн,сул
664,leer::A,хоосн,хоосн
665,offen::A,секәтә,секәтә
666,geschlossen::A,хаалһата,хаалһата
667,sauber::A,цевр,цевр
668,schmutzig::A,киртә,киртә
669,roh::A,түүкә,түүкә
670,reif::A,болсн,болсн
671,lecker::A,әмтәхн,әмтәхн
672,süß::A,әмтәхн,әмтәхн
673,bitter::A,һашун,һашун
674,bitter::A,һашун,һашута
675,bitter::A,һашута,һашун
676,bitter::A,һашута,һашута
677,sauer::A,ишклң,ишклң
678,hell::A,герлтә,герлтә
679,dunkel::A,харңһу,харңһу
680,schwarz::A,хар,хар
681,weiß::A,цаһан,цаһан
682,rot::A,улан,улан
683,gelb::A,шар,шар
684,blau::A,көк,көк
685,grün::A,көк,көк
686,grau::A,бор,бор
687,bunt::A,алг,алг
688,bunt::A,алг,эрәтә
689,bunt::A,эрәтә,алг
690,bunt::A,эрәтә,эрәтә
691,billig::A,кимд,кимд
692,teuer::A,үнтә,үнтә
693,wertvoll::A,үнтә,үнтә
694,wertvoll::A,үнтә,эрднь
695,wertvoll::A,эрднь,үнтә
696,wertvoll::A,эрднь,эрднь
697,blind::A,сохр,сохр
698,taub::A,дүлә,дүлә
699,kräftig::A,күчтә,күчтә
700,stark::A,чаңһ,чаңһ
701,schwach::A,күчн тату,күчн тату
702,fett::A,тарһн,тарһн
703,schlank::A,эццн,эццн
704,hübsch::A,көркхн,көркхн
705,böse::A,уурта,уурта
706,dumm::A,тенг,тенг
707,faul::A,залху,залху
708,fleißig::A,кинән,кинән
709,fleißig::A,кинән,кинмһә
710,fleißig::A,кинмһә,кинән
711,fleißig::A,кинмһә,кинмһә
712,geizig::A,ховдг,ховдг
713,klug::A,ухата,ухата
714,geschickt::A,чадмг,чадмг
715,lieb::A,эңкр,эңкр
716,lustig::A,сергмҗтә,сергмҗтә
717,lustig::A,сергмҗтә,җирһлтә
718,lustig::A,җирһлтә,сергмҗтә
719,lustig::A,җирһлтә,җирһлтә
720,sanft::A,номһн,номһн
721,hungrig::A,өлн,өлн
722,hungrig::A,өлн,харһнсн
723,hungrig::A,харһнсн,өлн
724,hungrig::A,харһнсн,харһнсн
725,krank::A,өвчтә,өвчтә
726,krank::A,өвчтә,шалтгта
727,krank::A,шалтгта,өвчтә
728,krank::A,шалтгта,шалтгта
729,nackt::A,нүцкн,нүцкн
730,traurig::A,һундлта,һундлта
731,lebendig::A,әмд,әмд
732,gut::A,сән,сән
733,schlecht::A,му,му
734,richtig::A,зөвтә,зөвтә
735,schlimm::A,җигшүртә,җигшүртә
736,wahr::A,үнн,үнн
737,wahr::A,үнн,мөн
738,wahr::A,мөн,үнн
739,wahr::A,мөн,мөн
740,alt::A,хуучн,хуучн
741,neu::A,шин,шин
742,ehemalig::A,хуучн,хуучн
743,alt[Lebewesen]::A,көгшн,көгшн
744,jung::A,баһ,баһ
745,arm::A,угатя,угатя
746,reich::A,байн,байн
747,bekannt::A,таньл,таньл
748,bekannt::A,таньл,таньдг
749,bekannt::A,таньдг,таньл
750,bekannt::A,таньдг,таньдг
751,berühmt::A,туурсн,туурсн
752,fremd::A,күүнә,күүнә
753,verschieden::A,әдл биш,әдл биш
754,verschieden::A,әдл биш,йилһәтә
755,verschieden::A,йилһәтә,әдл биш
756,verschieden::A,йилһәтә,йилһәтә
757,nah::A,өөрхн,өөрхн
758,fern::A,хол,хол
759,linker::A,зүн,зүн
760,rechter::A,барун,барун
761,anderer::A,талдан,талдан
762,erster::A,негдгч,негдгч
763,zweiter::A,хойрдгч,хойрдгч
764,dritter::A,һурвдгч,һурвдгч
765,letzter::A,отхн,отхн
