,Concept_ID,te,az
194,Gold::N,బంగారము,altun
195,Silber::N,వెండి,gümüş
196,Kohle::N,నేలబొగ్గు,kömür
197,Glas::N,గాజు,şüşə
198,Lehm::N,బంకమన్ను,gil
199,Lehm::N,బంకమన్ను,palçıq
200,Sand::N,ఇసుక,qum
201,Mensch::N,నరుడు,adam
202,Mensch::N,నరుడు,insan
203,Mann::N,పురుమడు,kişi
204,Frau::N,ఆడుది,qadın
205,Kind::N,బిడ్డ,uşaq
206,Junge::N,బాలుడు,oğlan
207,Mädchen::N,బాలిక,qız
208,Familie::N,కుటుంబము,ailə
209,Großvater::N,తాత,baba
210,Großmutter::N,అయ్యమ్మ,nənə
211,Eltern::N,తల్లితండ్రులు,valideyn
212,Vater::N,తండ్రి,ata
213,Mutter::N,తల్లి,ana
214,Sohn::N,కొడుకు,oğul
215,Tochter::N,కూతురు,qız
216,Bruder::N,పోదరుడు,qardaş
217,Schwester::N,సోదరి,bacı
218,Onkel::N,మేనమామ,əmi
219,Onkel::N,మేనమామ,dayı
220,Tante::N,మేనత్త,bibi
221,Tante::N,పినతల్లి,bibi
222,Ehemann::N,భర్త,ər
223,Ehefrau::N,భార్య,arvad
224,Freude::N,సంతోషము,nəşə
225,Freude::N,సంతోషము,sevinc
226,Gelächter::N,నవ్వు,gülüş
227,Gelächter::N,నవ్వు,qəhqəhə
228,Glück::N,సంతోషము,səadət
229,Glück::N,సంతోషము,xoşbəxtlik
230,Kummer::N,దుఃఖము,qəm
231,Kummer::N,దుఃఖము,kədər
232,Wunsch::N,కోరిక,arzu
233,Lust::N,కోరిక,həvəs
234,Geist::N,ఆత్మ,ruh
235,Gedanke::N,ఆలోచన,fikir
236,Gedanke::N,ఆలోచన,düşüncə
237,Gedächtnis::N,జ్ఞాపకము,xatir
238,Gedächtnis::N,జ్ఞాపకము,hafizə
239,Verstand::N,మనస్సు,ağıl
240,Sinn::N,అర్థము,məna
241,Grund::N,కారణము,səbəb
242,Wahrheit::N,సత్యము,haqq
243,Wahrheit::N,సత్యము,doğruluq
244,Gespräch::N,పంభాషణ,söhbət
245,Gespräch::N,పంభాషణ,qonuşma
246,Märchen::N,అద్భుతకథ,nağıl
247,Erzählung::N,కథ,hekayə
248,Nachricht::N,వార్త,xəbər
249,Neuigkeit::N,వార్త,xəbər
250,Neuigkeit::N,వార్త,yenilik
251,Name::N,పేరు,ad
252,Rätsel::N,చిక్కు,tapmaca
253,Rede::N,ఉపన్యాసము,nitq
254,Sprache::N,భాష,dil
255,Stimme::N,కంరథ్సని,səs
256,Wort::N,మాట,söz
257,Wort::N,మాట,kəlmə
258,Zeichen::N,గుర్తు,nişan
259,Ruf::N,పిలువు,çığırtı
260,Lärm::N,సందడి,gurultu
261,Laut::N,ధ్వని,səs
262,Ton::N,స్వరము,ton
263,Lied::N,పాట,mahnı
264,Ruhe::N,గాలిలేమి,sakitlik
265,Leute::N,జనులు,xalq
266,Volk::N,జాతి,millət
267,Arbeit::N,పని,iş
268,Arbeit::N,పని,əmək
269,Gast::N,అతిధి,qonaq
270,Gast::N,అతిధి,müsafir
271,Geschenk::N,దానము,hədiyyə
272,Spiel::N,ఆట,oyun
273,Spiel::N,ఆట,tamaşa
274,Gesellschaft::N,జట్టు,cəmiyyet
275,Hilfe::N,సాహాయ్యము,kömək
276,Hilfe::N,సాహాయ్యము,yardım
277,Freund::N,స్నేహితుడు,dost
278,Kamerad::N,చెలికాడు,yoldaş
279,Angelegenheit::N,విషయము,iş
280,Anzahl::N,లెక్క,say
281,Art::N,జాతి,çeşid
282,Stück::N,తునుక,dənə
283,Stück::N,తునుక,parça
284,Teil::N,భాగము,qisim
285,Hälfte::N,సగము,yarım
286,Kreis::N,వృత్తము,dairə
287,Kreuz::N,సిలువ,xaç
288,Linie::N,గీత,xətt
289,Strich::N,గీత,cızıq
290,Abstand::N,సందు,məsafə
291,Entfernung::N,దూరము,məsafə
292,Entfernung::N,దూరము,uzaqlıq
293,Gegend::N,విస్తీర్ణము,bölgə
294,Platz::N,ఎడము,yer
295,Ort::N,స్థలము,yer
296,Seite::N,ప్రక్క,yan
297,Seite::N,ప్రక్క,tərəf
298,Mitte::N,నడిమి,orta
299,Gegenstand::N,పద్దు,şey
300,Sache::N,వస్తువు,şey
301,Rand::N,అంచు,kənar
302,Kante::N,అంచు,tiyə
303,Kante::N,అంచు,kənar
304,Ecke::N,మూల,bucaq
305,Spitze::N,మొన,uc
306,Ende::N,కొన,son
307,Ende::N,కొన,axır
308,Loch::N,రంధ్రము,deşik
309,Winkel::N,కోణము,guşə
310,Muster::N,మాదిరి,ülgü
311,Größe::N,పరిమాణము,böyüklük
312,Länge::N,పొడుగు,uzunluq
313,Höhe::N,పొడుగు,yüksəklik
314,Gewicht::N,భారము,çəki
315,Gewicht::N,భారము,ağırlıq
316,Menge::N,మొత్తము,miqdar
317,Haufen::N,రాశి,yığın
318,Reihe::N,వరుస,səf
319,Reihe::N,వరుస,sıra
320,Boot::N,పడవ,qayıq
321,Ruder::N,అడక,kürək
322,Schlitten::N,సరవండ్లు,kirşə
323,Ski::N,స్కీ,xizək
324,Lagerfeuer::N,నెగడు,düşərgə tonqalı
325,Last::N,బరువు,yük
326,Gang::N,నడక,yeriş
327,Schritt::N,అడుగు,addım
328,Norden::N,ఉత్తరదిక్కు,şimal
329,Süden::N,దక్షిణము,cənub
330,Westen::N,పడమర,qərb
331,Osten::N,తూర్పు,şərq
332,Holz::N,కొయ్య,ağac
333,Holz::N,కొయ్య,taxta
334,Brett::N,పలక,taxta
335,Platte::N,పలక,lövhə
336,Stütze::N,వాల్సేడ్లు,dayaq
337,Stütze::N,వాల్సేడ్లు,dəstək
338,Stange::N,స్తంభము,şüvül
339,Stock::N,కఱ్ఱ,dəyənək
340,Stab::N,కఱ్ఱ,əsa
341,Stab::N,కఱ్ఱ,şüvül
342,Rohr::N,గొట్టము,boru
343,Rohr::N,గొట్టము,truba
344,Haus::N,ఇల్లు,ev
345,Heim::N,స్వగృహము,ev
346,Ofen::N,పొయ్యి,peç
347,Ofen::N,పొయ్యి,soba
348,Fußboden::N,నేల,döşəmə
349,Tisch::N,మేజా,masa
350,Stuhl::N,కుర్చీ,stul
351,Wiege::N,ఉయ్యాల,beşik
352,Bett::N,పడక,yataq
353,Bett::N,మంచం,yataq
354,Regal::N,అటక,rəf
355,Kiste::N,వెట్టె,yeşik
356,Kiste::N,వెట్టె,sandıq
357,Fenster::N,కిటికి,pəncərə
358,Tür::N,ద్వారము,qapı
359,Tor::N,ద్వారము,darvaza
360,Zaun::N,కంచె,çəpər
361,Dach::N,ఇంటివైకప్పు,dam
362,Leiter::N,నిచ్చెన,nərdivan
363,Besen::N,చీపురుకట్ట,süpürgə
364,Spaten::N,పాఱ,kürək
365,Schaufel::N,పాఱ,kürək
366,Gabel::N,ముండ్లగరిటె,çəngəl
367,Löffel::N,గరిటె,qaşıq
368,Messer::N,కత్తి,bıçaq
369,Nagel::N,మేకు,mıx
370,Netz::N,వల,tor
371,Haken::N,కొక్కెము,çəngəl
372,Griff::N,పిడి,qulp
373,Griff::N,పిడి,tutacaq
374,Schloss::N,తాళము,qıfıl
375,Bild::N,చిత్రము,rəsm
376,Figur::N,రూపము,şəkil
377,Figur::N,రూపము,heykəl
378,Puppe::N,బొమ్మ,kukla
379,Puppe::N,బొమ్మ,gəlincik
380,Beutel::N,సంచి,kisə
381,Beutel::N,సంచి,torba
382,Bündel::N,మూట,bağlama
383,Tasche::N,సంచి,çanta
384,Eimer::N,చేద,vedrə
385,Eimer::N,చేద,çəllək
386,Deckel::N,మూత,qapaq
387,Geschirr::N,వంటకాలు,qab-qazan
388,Sack::N,గోనెసంచి,çuval
389,Tasse::N,గిన్నె,fincan
390,Topf::N,కుండ,qazan
391,Kessel::N,నీరుకాచుపాత్ర,qazan
392,Essen::N,ఆహారము,yemək
393,Nahrung::N,ఆహారము,qida
394,Speise::N,ఆహారము,xörək
395,Fleisch::N,మాంసము,ət
396,Getreide::N,ధాన్యము,taxıl
397,Brei::N,గుజ్జు,aş
398,Brei::N,గుజ్జు,sıyıq
399,Brot::N,రొట్టె,çörək
400,Scheibe::N,బద్ద,dilim
401,Fett::N,క్రొవ్వు,yağ
402,Butter::N,వెన్న,kərə yağı
403,Öl::N,నూనె,yağ
404,Salz::N,ఉప్పు,duz
405,Suppe::N,చారు,şorba
406,Honig::N,తెనె,bal
407,Milch::N,పాలు,süd
408,Tee::N,తేనీరు,çay
409,Leder::N,బాగుచేసివతోలు,dəri
410,Wolle::N,ఉన్ని,yun
411,Stoff::N,బట్ట,qumaş
412,Nadel::N,సూది,iynə
413,Faden::N,దారము,sap
414,Knopf::N,బొత్తాము,düymə
415,Knoten::N,ముడి,düyün
416,Farbe::N,రంగు,boya
417,Kleidung::N,బట్టలు,geyim
418,Hemd::N,చొక్కాయ,köynək
419,Kragen::N,మాల,yaxa
420,Ärmel::N,చొక్కాయచెయ్యి,qol
421,Hose::N,ఇజారు,şalvar
422,Gürtel::N,పటకా,kəmər
423,Mütze::N,టోపి,şapka
424,Schuh::N,పాదరక్ష,tufli
425,Schuh::N,పాదరక్ష,ayaqqabı
426,Stiefel::N,బూటు,çəkmə
427,Ring::N,ఉంగరము,üzük
428,Band::N,నాడా,lent
429,Kamm::N,దువ్వెన,daraq
430,Spiegel::N,అద్దము,güzgü
431,Riemen::N,వాడా,qayış
432,Schnur::N,దారము,ip
433,Leine::N,వారు,kəmsik
434,Decke::N,కంబళి,ədyal
435,Decke::N,కంబళి,yorğan
436,Kissen::N,తలగడ,yastıq
437,Tuch::N,బట్ట,şarf
438,Tuch::N,బట్ట,kaşne
439,Handtuch::N,తువాలు,dəsmal
440,Kraft::N,బలము,güc
441,Stärke::N,శక్తి,qüvvət
442,Gesundheit::N,ఆరోగ్యము,sağlamlıq
443,Krankheit::N,రోగము,xəstəlik
444,Schmerz::N,నొప్పి,ağrı
445,Schmerz::N,నొప్పి,sancı
446,Wunde::N,గాయము,yara
447,Fieber::N,జ్వరము,isitmə
448,Fieber::N,జ్వరము,qızdırma
449,Arznei::N,మందు,ilaç
450,Arznei::N,మందు,dərman
451,Brücke::N,వంతెన,körpü
452,Brunnen::N,బావి,quyu
453,Brunnen::N,కూపము,quyu
454,Brunnen::N,నుయ్యి,quyu
455,Weide::N,పచ్చికబయలు,otlaq
456,Pfad::N,కాలిత్రోవ,cığır
457,Weg::N,మార్గము,yol
458,Straße::N,బాట,küçə
459,Dorf::N,గ్రామము,kənd
460,Stadt::N,పట్టణము,şəhər
461,Brief::N,జాబు,məktub
462,Buch::N,పుస్తకము,kitab
463,Buchstabe::N,అక్షరము,hərf
464,Zeitung::N,వార్తాపత్రిక,qəzet
465,Leben::N,ప్రాణము,həyat
466,Tod::N,మరణము,ölüm
467,Grab::N,సమాధి,qəbir
468,Kirche::N,క్రెస్తవులగుడి,kilsə
469,Sünde::N,పాపము,günah
470,Gott::N,దేవుడు,tanrı
471,Arbeiter::N,పనిపాటుచేశేవాడు,işçi
472,Chef::N,యజమానుడు,şef
473,Chef::N,యజమానుడు,rəis
474,Meister::N,కళాకారుడు,usta
475,Arzt::N,వైద్యుడు,həkim
476,Arzt::N,వైద్యుడు,doktor
477,Lehrer::N,ఉపాధ్యాయుడు,müəllim
478,Geld::N,ద్రవ్యము,pul
479,Geschäft::N,వ్యాపారము,ticarət
480,Laden::N,అంగడి,dükan
481,Preis::N,వెల,qiymət
482,Ware::N,సరకులు,mal
483,Nutzen::N,ప్రయోజనము,fayda
484,Reichtum::N,ధనము,zənginlik
485,Welt::N,ప్రపంచము,aləm
486,Welt::N,ప్రపంచము,dünya
487,Land::N,దేశము,ölkə
488,Staat::N,రాజ్యము,dövlət
489,König::N,రాజు,kral
490,König::N,రాజు,məlik
491,Macht::N,అధికారము,qüdrət
492,Grenze::N,సరిహద్దు,hüdud
493,Grenze::N,సరిహద్దు,sərhət
494,Krieg::N,యుద్ధము,hərb
495,Krieg::N,యుద్ధము,müharibə
496,Feind::N,శత్రువు,düşmən
497,Gewalt::N,దౌర్జన్యము,cəbr
498,Kampf::N,పోట్లాట,savaş
499,Bogen[Waffe]::N,విల్లు,yay
500,Pfeil::N,బాణము,ox
501,Gewehr::N,తుపాకి,tüfəng
502,Fehler::N,తప్ప,xəta
503,Lüge::N,అసత్యము,yalan
504,Schaden::N,నష్టము,ziyan
505,Unglück::N,దురదృష్టము,bəla
506,Schuld::N,తప్పు,təqsir
507,Alter::N,వయస్సు,yaş
508,Schluss::N,ముగింపు,son
509,Zeit::N,కాలము,vaxt
510,Zeit::N,కాలము,zaman
511,Tag::N,దినము,gün
512,Morgen::N,ఉదయము,sabah
513,Mittag::N,మధ్యాహ్నము,günorta
514,Abend::N,సాయంకాలము,axşam
515,Nacht::N,రత్రి,gecə
516,Woche::N,వారము,həftə
517,Monat::N,నెల,ay
518,Jahr::N,సంవత్సరము,il
519,Frühling::N,వసంతకాలము,yaz
520,Frühling::N,వసంతకాలము,bahar
521,Sommer::N,వేసవికాము,yay
522,Herbst::N,ఆకురాలుకాలము,payız
523,Winter::N,శీతకాలము,qış
524,Januar::N,జనవరి,Janvar
525,Februar::N,ఫిబ్రవరి,Fevral
526,März::N,మార్చి,Mart
527,April::N,ఏప్రిలు,Aprel
528,Mai::N,మే,May
529,Juni::N,జూన్,İyun
530,Juli::N,జూలై,İyul
531,August::N,ఆగస్టు,Avqust
532,September::N,సెప్ఠెంబరు,Sentyabr
533,Oktober::N,అక్టోబరు,Oktyabr
534,November::N,నవంబరు,Noyabr
535,Dezember::N,డిసెంబర్,Dekabr
536,Montag::N,సోమవారము,bazar ertəsi
537,Dienstag::N,మంగళవారము,çərşənbə axşamı
538,Mittwoch::N,బుధవారము,çərşənbə
539,Donnerstag::N,గురువారము,cüme axşamı
540,Freitag::N,శుక్రవారము,cüme
541,Samstag::N,శనివారము,şənbə
542,Sonntag::N,ఆదివారము,bazar
543,groß::A,గొప్పైన,böyük
544,klein::A,చిన్న,kiçik
545,lang::A,పొడుగాటి,uzun
546,kurz::A,పొట్టి,qısa
547,breit::A,వెడల్పైన,enli
548,breit::A,వెడల్పైన,geniş
549,schmal::A,ఇఱుకైన,dar
550,dicht::A,దట్టమైన,sıx
551,dick[Gegenstand]::A,దట్టమైన,qalın
552,dünn::A,పలుచని,nazik
553,fein::A,నాజాకైన,incə
554,fest::A,దృడమైవ,bərk
555,fest::A,దృడమైవ,möhkəm
556,flach::A,చదువైన,düz
557,glatt::A,నున్నని,hamar
558,hart::A,కఠినమైన,sərt
559,weich::A,మృదువైన,yumşaq
560,rund::A,గుండ్రని,yuvarlaq
561,spitz::A,మొనగల,uclu
562,spitz::A,మొనగల,sivri
563,scharf::A,పదనైన,kəskin
564,stumpf::A,వాడిలేని,küt
565,schwer::A,బరువ్తెన,ağır
566,schön::A,సుందరమైన,gözəl
567,schön::A,సుందరమైన,gəşəng
568,heiß::A,వేడియైన,isti
569,warm::A,వెచ్చని,ilıq
570,kalt::A,చల్లని,soyuq
571,kühl::A,చల్లని,sərin
572,frisch::A,తాజాయైన,təzə
573,feucht::A,చెమ్మగానున్న,nəm
574,nass::A,తడిగామన్న,yaş
575,trocken::A,ఎండిన,quru
576,voll::A,నిండు,dolu
577,leer::A,శూన్యమైన,boş
578,offen::A,తెఱచియున్న,açıq
579,geschlossen::A,మూసిన,qapalı
580,sauber::A,పరిశుద్ధమైన,təmiz
581,schmutzig::A,ముఱికియైన,kirli
582,roh::A,పచ్చి,çiy
583,reif::A,పండివ,yetişmiş
584,lecker::A,రుచి గల,dadlı
585,lecker::A,రుచి గల,ləzzətli
586,süß::A,తియ్యని,şirin
587,bitter::A,చేదైన,acı
588,sauer::A,పుల్లని,turş
589,hell::A,కాంతిగల,aydın
590,dunkel::A,చీకటియైన,qaranlıq
591,schwarz::A,నల్లని,qara
592,weiß::A,తెలుపు,ağ
593,rot::A,ఎఱ్ఱని,qırmızı
594,gelb::A,పసుపు పచ్చ,sarı
595,blau::A,నీలవర్ణము,göy
596,blau::A,నీలవర్ణము,mavi
597,grün::A,ఆకుపచ్చని,yaşıl
598,grau::A,నెరిసిన,boz
599,bunt::A,రంగేలీ,əlvan
600,bunt::A,రంగేలీ,rəngli
601,billig::A,చౌకయైన,ucuz
602,teuer::A,వెలపొడుగైన,bahalı
603,wertvoll::A,విలుప్తెన,qiymətli
604,blind::A,గ్రుడ్డి,kor
605,taub::A,చెవిటి,kar
606,kräftig::A,శక్తి గల,güclü
607,stark::A,బలమైన,qüvvətli
608,schwach::A,బలహీనమైన,zəif
609,schwach::A,బలహీనమైన,gücsüz
610,fett::A,క్రొవ్విన,şişman
611,schlank::A,సన్నని,zərif
612,hübsch::A,సాగప్తెన,göyçək
613,böse::A,చెడ్డ,fəna
614,dumm::A,తెలివిలేని,axmaq
615,faul::A,సోమరియైన,tənbəl
616,fleißig::A,శ్రద్దగల,çalışqan
617,geizig::A,పిసినారియైన,xəsis
618,klug::A,తెలివిగల,ağıllı
619,geschickt::A,నిపుణతగల,bacarıqlı
620,lieb::A,ప్రియమైన,əziz
621,lieb::A,ప్రియమైన,sevimli
622,lustig::A,ఉల్లాసము గల,məzəli
623,lustig::A,ఉల్లాసము గల,gülməli
624,sanft::A,సాధువైన,mülayim
625,hungrig::A,ఆకలిగొనిన,ac
626,krank::A,వ్యాధిగల,xəstə
627,nackt::A,దిగంబరమైన,çılpaq
628,traurig::A,విచారముగల,qəmgin
629,traurig::A,విచారముగల,kədərli
630,lebendig::A,ప్రాణముతో నున్న,canlı
631,gut::A,మంచి,yaxşı
632,schlecht::A,చెడ్డ,pis
633,richtig::A,సరియైన,doğru
634,schlimm::A,అసహ్యమైన,fəna
635,wahr::A,నిజమైన,gərçək
636,alt::A,ముసలి,əski
637,alt::A,ముసలి,köhnə
638,neu::A,క్రొత్త,yeni
639,ehemalig::A,పూర్వపు,əvvəlki
640,alt[Lebewesen]::A,ముసలి,qoca
641,jung::A,పసి,gənc
642,arm::A,బీద,kasıb
643,arm::A,బీద,yoxsul
644,reich::A,ధనవంతుడైన,zəngin
645,bekannt::A,తెలిసిన,tanış
646,berühmt::A,ప్రపిద్దికెక్కివ,məşhur
647,fremd::A,అన్యమైన,yad
648,verschieden::A,భేదమైన,dürlü
649,nah::A,దగ్గఱనున్న,yaxın
650,fern::A,దూరమందున్న,uzaq
651,linker::A,ఎడమప్రక్కగ,sol
652,rechter::A,కుడి,sağ
653,anderer::A,వేఱ్తెన,başqa
654,erster::A,మొదటి,birinci
655,zweiter::A,రెండన,ikinci
656,dritter::A,మూడో,üçüncü
657,letzter::A,కడపటి,sonuncu
658,letzter::A,కడపటి,axırıncı
659,allein::ADV,ఒంటిగా,tək
660,allein::ADV,ఒంటిగా,yalqız
661,auf einmal::ADV,హరాత్తుగ,birdən
662,zusammen::ADV,కలిసి,birlikdə
663,lange::ADV,బహుకాలము,uzun
664,plötzlich::ADV,హరాత్తుగ,qəfildən
665,sofort::ADV,తక్షణము,həmən
666,sofort::ADV,తక్షణము,dərhal
667,später::ADV,ఇటీవలి,sonra
668,jetzt::ADV,ఇప్పుడు,indi
669,heute::ADV,నేడు,bugün
670,morgen::ADV,ఱేపు,sabah
671,bald::ADV,శీఘ్రముగ,yaxında
672,bald::ADV,శీఘ్రముగ,tezliklə
673,dann::ADV,అప్పుడు,onda
674,gestern::ADV,నిన్నటి దినము,dünən
675,einst::ADV,పూర్వమొకప్పుడు,əvvəllər
676,damals::ADV,అప్పుడు,o vaxt
677,danach::ADV,అప్పుడు,sonra
678,vorher::ADV,ఎదుట,qabaqcadan
679,zuerst::ADV,మొదటిలో,əvvəl
680,einmal::ADV,ఒకసారి,bir dəfə
681,manchmal::ADV,అప్పటప్పటికి,hərdənbir
682,oft::ADV,తఱచుగా,tez-tez
683,oft::ADV,తఱచుగా,çox vaxt
684,immer::ADV,ఎల్లప్పుడు,daimi
