,Concept_ID,cy,fa
59,Hunger::N,newyn,گرسنگی
60,Träne::N,deigryn,اشک
61,Geschmack::N,cyflas,مزه
62,Geruch::N,aroglau,بو
63,Schlaf::N,cwsg,خواب
64,Traum::N,breuddwyd,رؤیا
65,Himmel::N,awyr,فلک
66,Himmel::N,awyr,آسمان
67,Sonne::N,haul,آفتاب
68,Sonne::N,haul,خورشید
69,Mond::N,lleuad,ماه
70,Stern::N,seren,ستاره
71,Luft::N,awyr,هوا
72,Wind::N,gwynt,باد
73,Welle::N,ton,موج
74,Wasser::N,dŵr,آب
75,Stein::N,carreg,سنگ
76,Boden::N,llawr,زمین
77,Erde::N,pridd,خاک
78,Erde::N,pridd,زمین
79,Staub::N,llwch,گرد
80,Staub::N,llwch,غبار
81,Rauch::N,mwg,دود
82,Funke::N,gwreichioni,جرقه
83,Feuer::N,tân,آتش
84,Licht::N,golau,نور
85,Licht::N,golau,روشنی
86,Schatten::N,cysgod,سایه
87,Wetter::N,tywydd,هوا
88,Nebel::N,niwl,مه
89,Wolke::N,cwmwl,ابر
90,Regen::N,glaw,باران
91,Schnee::N,ôd,برف
92,Schnee::N,eira,برف
93,Eis::N,iâ,یخ
94,Frost::N,rhew,یخبندان
95,Kälte::N,oerni,سرما
96,Kälte::N,annwyd,سرما
97,Hitze::N,gwres,گرما
98,Hitze::N,gwres,حرارت
99,Raureif::N,barrug,برف ریزه
100,Regenbogen::N,enfys,رنگین‌کمان
101,Donner::N,tyrfau,رعد
102,Strömung::N,cerrynt,جریان
103,Tropfen::N,dafn,قطره
104,Tropfen::N,diferyn,قطره
105,Schaum::N,ewyn,کف
106,Schmutz::N,baw,گل
107,Schmutz::N,baw,کثافت
108,Schmutz::N,budreddi,گل
109,Schmutz::N,budreddi,کثافت
110,See::N,llyn,دریاچه
111,Sumpf::N,cors,مرداب
112,Sumpf::N,cors,باتلاق
113,Moor::N,rhos,باتلاق
114,Wiese::N,dôl,چمن
115,Wald::N,coedwig,جنگل
116,Hügel::N,bryn,تل
117,Hügel::N,bryn,تپه
118,Anhöhe::N,bryn,بلندی
119,Berg::N,mynydd,کوه
120,Gipfel::N,copa,قله
121,Höhle::N,ogof,غار
122,Abhang::N,llethr,سرازیری
123,Quelle::N,tarddiad,چشمه
124,Quelle::N,ffynhonnell,چشمه
125,Bach::N,nant,نهر
126,Bach::N,afonig,نهر
127,Bach::N,cornant,نهر
128,Fluss::N,afon,رود
129,Ufer::N,glan,ساحل
130,Ufer::N,glan,کرانه
131,Küste::N,traeth,ساحل
132,Küste::N,arfordir,ساحل
133,Festland::N,tir,خشکی
134,Meer::N,môr,دریا
135,Bucht::N,bae,خلیج
136,Insel::N,ynys,جزیره
137,Blume::N,blodyn,گل
138,Gras::N,glaswellt,علف
139,Wurzel::N,gwreiddyn,ریشه
140,Baum::N,coeden,درخت
141,Stamm::N,colfen,تنه
142,Stamm::N,boncyff,تنه
143,Rinde::N,rhisgl,توژ
144,Rinde::N,rhisgl,پوست
145,Ast::N,cangen,شاخه
146,Zweig::N,cainc,شاخه
147,Zweig::N,cangen,شاخه
148,Blatt::N,deilen,برگ
149,Birke::N,bedwen,غان
150,Kiefer[Baum]::N,pinwydden,کاج
151,Weide[Baum]::N,helygen,بید
152,Tanne::N,ffynidwydden,صنوبر
153,Horn::N,corn,شاخ
154,Feder::N,plufyn,پر
155,Fell::N,ffwr,خز
156,Flügel::N,adain,پر
157,Flügel::N,adain,بال
158,Klaue::N,crafanc,چنگ
159,Klaue::N,crafanc,پنجه
160,Kralle::N,ewin,پنجه
161,Schwanz::N,cwt,دم
162,Schwanz::N,cynffon,دم
163,Ei::N,wy,تخم
164,Nest::N,nyth,لانه
165,Bau::N,ffau,بنا
166,Bau::N,ffau,ساختمان
167,Tier::N,anifail,هیوان
168,Herde::N,praidd,رمه
169,Herde::N,diadell,رمه
170,Kuh::N,buwch,گاو
171,Bulle::N,tarw,گاو نر
172,Pferd::N,ceffyl,اسب
173,Schaf::N,dafad,گوسفند
174,Schwein::N,mochyn,خوک
175,Hund::N,ci,سگ
176,Katze::N,cath,گربه
177,Bär::N,arth,خرس
178,Eichhörnchen::N,gwiwer,سنجاب
179,Elch::N,elc,گوزن شمالی
180,Fuchs::N,cadno,روباه
181,Hase::N,ysgyfarnog,خرگوش
182,Maus::N,llygoden,موش
183,Wolf::N,blaidd,گرگ
184,Vogel::N,aderyn,پرنده
185,Schwarm::N,haid,دسته
186,Huhn::N,cyw,مرغ
187,Hahn::N,ceiliog,خروس
188,Gans::N,gŵydd,غاز
189,Adler::N,eryr,عقاب
190,Ente::N,hwyad,اردک
191,Ente::N,hwyad,مرغابی
192,Eule::N,tylluan,جغد
193,Kranich::N,garan,درنا
194,Kranich::N,crychydd,درنا
195,Krähe::N,brân,زاغ
196,Krähe::N,brân,کلاغ
197,Kuckuck::N,cog,فاخته
198,Kuckuck::N,cwcw,فاخته
199,Schwan::N,alarch,قو
200,Fisch::N,pysgod,ماهی
201,Barsch::N,draenog,ماهی خاردار
202,Hecht::N,penhwyad,اردک ماهی
203,Schlange[Tier]::N,neidr,مار
204,Wurm::N,abwydyn,کرم
205,Wurm::N,pryf genwair,کرم
206,Spinne::N,cor,عنکبوت
207,Spinne::N,pryf copyn,عنکبوت
208,Ameise::N,morgrugyn,مورچه
209,Laus::N,lleuen,شپش
210,Mücke::N,gwybedyn,پشه
211,Fliege::N,cleren,مگس
212,Schmetterling::N,glöyn byw,پروانه
213,Schmetterling::N,iâr fach yr haf,پروانه
214,Beere::N,aeronen,گیله
215,Apfel::N,afal,سیب
216,Pilz::N,madarch,قارچ
217,Zwiebel::N,nionyn,پیاز
218,Zwiebel::N,winwnsyn,پیاز
219,Saat::N,had,بذر
220,Korn::N,grawn,تخم
221,Korn::N,grawn,دانه
222,Heu::N,gwair,علف خشک
223,Schale::N,croen,پوست
224,Schale::N,plisgyn,پوست
225,Grube::N,pwll,گودال
226,Grube::N,pydew,گودال
227,Falle::N,magl,دام
228,Schlinge::N,cwlwm rhedeg,حلقه
229,Spur::N,ôl,رد
230,Asche::N,lludw,خاکستر
231,Dreck::N,baw,کثافت
232,Dreck::N,budreddi,کثافت
233,Eisen::N,haearn,آهن
234,Gold::N,aur,زر
235,Gold::N,aur,طلا
236,Silber::N,arian,نقره
237,Kohle::N,glo,زغال
238,Glas::N,gwydr,شیشه
239,Lehm::N,clai,گل
240,Sand::N,tywod,شن
241,Sand::N,tywod,ماسه
242,Mensch::N,dyn,آدم
243,Mensch::N,dyn,انسان
244,Mann::N,dyn,مرد
245,Frau::N,merch,زن
246,Frau::N,gwraig,زن
247,Kind::N,plentyn,بچه
248,Kind::N,plentyn,کودک
249,Junge::N,hogyn,پسر
250,Junge::N,bachgen,پسر
251,Mädchen::N,merch,دختر
252,Mädchen::N,geneth,دختر
253,Familie::N,teulu,فامیل
254,Familie::N,teulu,خانواده
255,Familie::N,tylwyth,فامیل
256,Familie::N,tylwyth,خانواده
257,Großvater::N,taid,پدربزرگ
258,Großvater::N,tad-cu,پدربزرگ
259,Großmutter::N,nain,مادر‌بزرگ
260,Großmutter::N,mam-gu,مادر‌بزرگ
261,Eltern::N,rhieni,والدین
262,Eltern::N,rhieni,پدر‌و‌مادر
263,Vater::N,tad,پدر
264,Mutter::N,mam,مادر
265,Sohn::N,mab,پسر
266,Tochter::N,merch,دختر
267,Bruder::N,brawd,برادر
268,Schwester::N,chwaer,خواهر
269,Onkel::N,ewythr,عمو
270,Onkel::N,ewythr,دایی
271,Tante::N,modryb,عمه
272,Tante::N,modryb,خاله
273,Ehemann::N,gŵr,همسر
274,Ehefrau::N,gwraig,همسر
275,Freude::N,gorfoledd,شادی
276,Gelächter::N,chwerthin,خنده
277,Gelächter::N,chwerthin,قاه‌قاه
278,Glück::N,hapusrwydd,اقبال
279,Kummer::N,galar,غم
280,Kummer::N,galar,غصه
281,Wunsch::N,dymuniad,آرزو
282,Lust::N,chwant,هوس
283,Geist::N,ysbryd,روح
284,Gedanke::N,meddwl,فکر
285,Gedächtnis::N,cof,حافظه
286,Verstand::N,meddwl,هوش
287,Sinn::N,ystyr,معنا
288,Sinn::N,ystyr,مفهوم
289,Grund::N,achos,سبب
290,Grund::N,achos,دلیل
291,Grund::N,rheswm,سبب
292,Grund::N,rheswm,دلیل
293,Wahrheit::N,gwir,حقیقت
294,Wahrheit::N,gwirionedd,حقیقت
295,Gespräch::N,sgwrs,صحبت
296,Gespräch::N,sgwrs,گفتگو
297,Märchen::N,chwedl werin,قصه
298,Märchen::N,chwedl werin,افسانه
299,Erzählung::N,stori,داستان
300,Nachricht::N,neges,خبر
301,Neuigkeit::N,newydd,خبر تازه
302,Name::N,enw,اسم
303,Rätsel::N,pos,معما
304,Rede::N,araith,سخن
305,Sprache::N,iaith,زبان
306,Stimme::N,llais,صدا
307,Wort::N,gair,کلمه
308,Zeichen::N,arwydd,نشان
309,Zeichen::N,arwydd,علامت
310,Ruf::N,galwad,صدا
311,Lärm::N,trwst,هیاهو
312,Laut::N,sain,صدا
313,Ton::N,tôn,آهنگ
314,Lied::N,cân,آواز
315,Lied::N,cân,ترانه
316,Ruhe::N,tawelwch,آرامش
317,Leute::N,pobl,مردم
318,Volk::N,pobl,خلق
319,Arbeit::N,gwaith,کار
320,Gast::N,gwestai,مهمان
321,Geschenk::N,rhodd,هدیه
322,Geschenk::N,anrheg,هدیه
323,Spiel::N,chwarae,بازی
324,Gesellschaft::N,cwmni,جمعیت
325,Hilfe::N,cymorth,کمک
326,Freund::N,cyfaill,دوست
327,Kamerad::N,cydymaith,رفیق
328,Angelegenheit::N,pwnc,امر
329,Angelegenheit::N,pwnc,قضیه
330,Anzahl::N,cyfrif,عده
331,Anzahl::N,cyfrif,شمار
332,Art::N,bath,نوع
333,Stück::N,darn,تکه
334,Stück::N,darn,قطعه
335,Teil::N,rhan,بخش
336,Teil::N,rhan,قسمت
337,Hälfte::N,hanner,نیم
338,Kreis::N,cylch,حلقه
339,Kreis::N,cylch,دایره
340,Kreuz::N,croes,صلیب
341,Linie::N,llinell,خط
342,Linie::N,llinell,سطر
343,Strich::N,strôc,خط
344,Strich::N,trawiad,خط
345,Abstand::N,bwlch,فاصله
346,Abstand::N,pellter,فاصله
347,Entfernung::N,pellter,مسافت
348,Gegend::N,cylch,منطقه
349,Platz::N,lle,گنجایش
350,Ort::N,lle,جا
351,Ort::N,lle,محل
352,Ort::N,lle,مکان
353,Seite::N,ochr,طرف
354,Mitte::N,canol,وسط
355,Mitte::N,canol,میان
356,Gegenstand::N,eitem,چیز
357,Sache::N,peth,چیز
358,Rand::N,cwr,کنار
359,Rand::N,cwr,حاشیه
360,Rand::N,ymyl,کنار
361,Rand::N,ymyl,حاشیه
362,Kante::N,min,لبه
363,Kante::N,ymyl,لبه
364,Ecke::N,cornel,گوشه
365,Spitze::N,blaen,سر
366,Spitze::N,blaen,نوک
367,Ende::N,pen,ته
368,Ende::N,pen,آخر
369,Loch::N,twll,سوراخ
370,Winkel::N,congl,کنج
371,Muster::N,patrwm,نقش
372,Größe::N,maint,قد
373,Größe::N,maint,بزرگی
374,Größe::N,maintioli,قد
375,Größe::N,maintioli,بزرگی
376,Länge::N,hyd,طول
377,Höhe::N,uchder,بلندی
378,Gewicht::N,pwysau,وزن
379,Menge::N,swm,مقدار
380,Menge::N,swm,اندازه
381,Menge::N,maint,مقدار
382,Menge::N,maint,اندازه
383,Haufen::N,pentwr,توده
384,Reihe::N,rhes,ردیف
385,Boot::N,cwch,قایق
386,Ruder::N,rhwyf,پارو
387,Schlitten::N,sled,سورتمه
388,Schlitten::N,car llusg,سورتمه
389,Ski::N,sgi,اسکی
390,Lagerfeuer::N,coelcerth,آتش
391,Last::N,llwyth,بار
392,Last::N,llwyth,سنگینی
393,Gang::N,tro,راه رفتن
394,Schritt::N,cam,قدم
395,Norden::N,gogledd,شمال
396,Süden::N,de,جنوب
397,Westen::N,gorllewin,غرب
398,Osten::N,dwyrain,شرق
399,Holz::N,pren,چوب
400,Brett::N,bwrdd,تخته
401,Brett::N,astell,تخته
402,Platte::N,llech,صفحه
403,Stütze::N,ateg,تکیه
404,Stütze::N,cynhalydd,تکیه
405,Stange::N,polyn,میله
406,Stock::N,ffon,چوب
407,Stock::N,brigyn,چوب
408,Stab::N,ffon,عصا
409,Rohr::N,pibell,لوله
410,Haus::N,tŷ,منزل
411,Heim::N,cartref,خانه
412,Heim::N,cartref,کاشانه
413,Ofen::N,stof,بخاری
414,Fußboden::N,llawr,کف اتاق
415,Tisch::N,bwrdd,میز
416,Stuhl::N,cadair,صندلی
417,Wiege::N,crud,گهواره
418,Bett::N,gwely,تختخواب
419,Regal::N,silff,قفسه
420,Kiste::N,bocs,صندوق
421,Kiste::N,blwch,صندوق
422,Fenster::N,ffenestr,پنجره
423,Tür::N,drws,در
424,Tür::N,drws,درب
425,Tor::N,porth,دروازه
426,Zaun::N,ffens,حصار
427,Dach::N,to,بام
428,Leiter::N,ysgol,نردبان
429,Besen::N,ysgub,جارو
430,Spaten::N,rhaw,بیل
431,Schaufel::N,rhaw,بیل
432,Schaufel::N,rhaw,پارو
433,Gabel::N,fforc,چنگال
434,Löffel::N,llwy,قاشق
435,Messer::N,cyllell,کارد
436,Nagel::N,hoel,میخ
437,Netz::N,gwe,تور
438,Netz::N,gwe,شبکه
439,Netz::N,rhwyd,تور
440,Netz::N,rhwyd,شبکه
441,Haken::N,bach,قلاب
442,Griff::N,carn,دسته
443,Schloss::N,clo,قفل
444,Bild::N,llun,عکس
445,Bild::N,llun,تصویر
446,Bild::N,pictiwr,عکس
447,Bild::N,pictiwr,تصویر
448,Figur::N,ffigur,تندیس
449,Puppe::N,dol,عروسک
450,Beutel::N,cwd,کیسه
451,Bündel::N,bwndel,بسته
452,Bündel::N,coflaid,بسته
453,Tasche::N,cod,کیف
454,Eimer::N,bwced,سطل
455,Eimer::N,cunnog,سطل
456,Deckel::N,caead,در
457,Geschirr::N,llestri,ظرف
458,Sack::N,sach,گونی
459,Tasse::N,cwpan,فنجان
460,Topf::N,pot,دیگ
461,Topf::N,pot,قابلمه
462,Topf::N,crochan,دیگ
463,Topf::N,crochan,قابلمه
464,Kessel::N,tegell,دیگ
465,Essen::N,pryd o fwyd,خوراک
466,Nahrung::N,bwyd,غذا
467,Speise::N,saig,خوراک
468,Fleisch::N,cig,گوشت
469,Getreide::N,ŷd,غله
470,Getreide::N,llafur,غله
471,Brei::N,uwd,فرنی
472,Brei::N,uwd,حریره
473,Brot::N,bara,نان
474,Scheibe::N,tafell,قاچ
475,Scheibe::N,tafell,لزگه
476,Fett::N,saim,چربی
477,Fett::N,braster,چربی
478,Butter::N,ymenyn,کره
479,Öl::N,olew,روغن
480,Salz::N,halen,نمک
481,Suppe::N,cawl,آش
482,Suppe::N,cawl,سوپ
483,Honig::N,mêl,عسل
484,Milch::N,llaeth,شیر
485,Milch::N,llefrith,شیر
486,Tee::N,te,چای
487,Leder::N,lledr,چرم
488,Wolle::N,gwlân,پشم
489,Stoff::N,lliain,پارچه
490,Stoff::N,brethyn,پارچه
491,Nadel::N,nodwydd,سوزن
492,Faden::N,edau,نخ
493,Faden::N,edefyn,نخ
494,Knopf::N,botwm,دکمه
495,Knoten::N,cwlwm,گره
496,Farbe::N,paent,رنگ
497,Kleidung::N,dillad,لباس
498,Kleidung::N,dillad,پوشاک
499,Kleidung::N,gwisgoedd,لباس
500,Kleidung::N,gwisgoedd,پوشاک
501,Hemd::N,crys,پیراهن
502,Kragen::N,coler,یقه
503,Ärmel::N,llawes,آستین
504,Hose::N,trowsus,شلوار
505,Gürtel::N,gwregys,کمر‌بند
506,Mütze::N,cap,کلاه
507,Schuh::N,esgid,کفش
508,Stiefel::N,botasen,چکمه
509,Ring::N,modrwy,حلقه
510,Ring::N,modrwy,انگشتر
511,Band::N,rhuban,نوار
512,Band::N,rhuban,روبان
513,Kamm::N,crib,شانه
514,Spiegel::N,drych,آینه
515,Riemen::N,strap,تسمه
516,Schnur::N,llinyn,ریسمان
517,Leine::N,tennyn,قلاده
518,Decke::N,blanced,پتو
519,Decke::N,gwrthban,پتو
520,Kissen::N,clustog,بالش
521,Kissen::N,gobennydd,بالش
522,Tuch::N,sgarff,شال
523,Handtuch::N,tywel,حوله
524,Handtuch::N,lliain sychu,حوله
525,Kraft::N,grym,نیرو
526,Stärke::N,nerth,زور
527,Stärke::N,cryfder,زور
528,Gesundheit::N,iechyd,سلامتی
529,Gesundheit::N,iechyd,تندرستی
530,Krankheit::N,afiechyd,بیماری
531,Krankheit::N,anhwylder,بیماری
532,Schmerz::N,poen,درد
533,Schmerz::N,gwayw,درد
534,Wunde::N,clwyf,زخم
535,Fieber::N,twymyn,تب
536,Arznei::N,meddyginiaeth,دارو
537,Brücke::N,pont,پل
538,Brunnen::N,ffynnon,چاه
539,Weide::N,porfa,چراگاه
540,Pfad::N,llwybr,راه
541,Weg::N,ffordd,راه
542,Weg::N,ffordd,طریق
543,Straße::N,heol,راه
544,Straße::N,heol,جاده
545,Straße::N,ffordd,راه
546,Straße::N,ffordd,جاده
547,Dorf::N,pentref,ده
548,Dorf::N,pentref,روستا
549,Stadt::N,tref,شهر
550,Brief::N,llythyr,نامه
551,Buch::N,llyfr,کتاب
552,Buchstabe::N,llythyren,حرف
553,Zeitung::N,papur newydd,روزنامه
554,Leben::N,bywyd,عمر
555,Leben::N,bywyd,زندگی
556,Tod::N,marwolaeth,مرگ
557,Grab::N,bedd,گور
558,Grab::N,bedd,مزار
559,Kirche::N,eglwys,کلیسا
560,Sünde::N,pechod,بزه
561,Sünde::N,pechod,گناه
562,Gott::N,duw,خدا
563,Arbeiter::N,gweithiwr,کارگر
564,Chef::N,pennaeth,رئیس
565,Meister::N,meistr,استاد
566,Arzt::N,meddyg,پزشک
567,Lehrer::N,athro,معلم
568,Lehrer::N,athro,آموزگار
569,Geld::N,pres,پول
570,Geld::N,arian,پول
571,Geschäft::N,busnes,کار
572,Geschäft::N,busnes,بیزنس
573,Laden::N,siop,دکان
574,Laden::N,siop,مغازه
575,Preis::N,pris,بها
576,Preis::N,pris,قیمت
577,Ware::N,nwydd,جنس
578,Ware::N,nwydd,کالا
579,Nutzen::N,elw,مزیت
580,Nutzen::N,elw,امتیاز
581,Nutzen::N,budd,مزیت
582,Nutzen::N,budd,امتیاز
583,Reichtum::N,cyfoeth,مال
584,Reichtum::N,cyfoeth,ثروت
585,Welt::N,byd,دنیا
586,Land::N,gwlad,کشور
587,Land::N,gwlad,مملکت
588,Staat::N,gwladwriaeth,دولت
589,König::N,brenin,شاه
590,König::N,brenin,پادشاه
591,Macht::N,grym,قدرت
592,Macht::N,grym,اختیار
593,Macht::N,awdurdod,قدرت
594,Macht::N,awdurdod,اختیار
595,Grenze::N,ffin,مرز
596,Grenze::N,goror,مرز
597,Krieg::N,rhyfel,جنگ
598,Feind::N,gelyn,دشمن
599,Gewalt::N,ffyrnigrwydd,زور
600,Gewalt::N,ffyrnigrwydd,خشونت
601,Kampf::N,brwydr,نبرد
602,Kampf::N,brwydr,مبارزه
603,Bogen[Waffe]::N,bwa,کمان
604,Pfeil::N,saeth,تیر
605,Gewehr::N,dryll,تفنگ
606,Fehler::N,gwall,غلط
607,Fehler::N,gwall,اشتباه
608,Fehler::N,camgymeriad,غلط
609,Fehler::N,camgymeriad,اشتباه
610,Lüge::N,celwydd,دروغ
611,Lüge::N,anwiredd,دروغ
612,Schaden::N,niwed,آسیب
613,Schaden::N,niwed,خسارت
614,Schaden::N,difrod,آسیب
615,Schaden::N,difrod,خسارت
616,Unglück::N,anffawd,بلا
617,Schuld::N,bai,گناه
618,Schuld::N,bai,تقصیر
619,Alter::N,oed,سن
620,Alter::N,oed,عمر
621,Schluss::N,diwedd,انتها
622,Zeit::N,amser,وقت
623,Zeit::N,amser,زمان
624,Tag::N,dydd,روز
625,Tag::N,diwrnod,روز
626,Morgen::N,bore,صبح
627,Mittag::N,nawn,ظهر
628,Abend::N,noswaith,شب
629,Abend::N,noswaith,عصر
630,Nacht::N,nos,شب
631,Woche::N,wythnos,هفته
632,Monat::N,mis,ماه
633,Jahr::N,blwyddyn,سال
634,Frühling::N,gwanwyn,بهار
635,Sommer::N,haf,تابستان
636,Herbst::N,hydref,پاییز
637,Winter::N,gaeaf,زمستان
638,Januar::N,Ionawr,ژانویه
639,Februar::N,Chwefror,فوریه
640,März::N,Mawrth,مارس
641,April::N,Ebrill,آوریل
642,Mai::N,Mai,مه
643,Juni::N,Mehefin,ژوئن
644,Juli::N,Gorffennaf,ژویه
645,August::N,Awst,اوت
646,September::N,Medi,سپتامبر
647,Oktober::N,Hydref,اکتبر
648,November::N,Tachwedd,نوامبر
649,Dezember::N,Rhagfyr,دسامبر
650,Montag::N,dydd Llun,دو‌شنبه
651,Dienstag::N,dydd Mawrth,سه‌شنبه
652,Mittwoch::N,dydd Mercher,چهار‌شنبه
653,Donnerstag::N,dydd Iau,پنج شنبه
654,Freitag::N,dydd Gwener,جمعه
655,Samstag::N,dydd Sadwrn,شنبه
656,Sonntag::N,dydd Sul,یکشنبه
657,groß::A,mawr,بزرگ
658,klein::A,bach,کوچک
659,lang::A,hir,بلند
660,kurz::A,byr,کوتاه
661,kurz::A,cwta,کوتاه
662,breit::A,llydan,پهن
663,schmal::A,cul,تنگ
664,schmal::A,cul,نازک
665,dicht::A,dwys,چگال
666,dicht::A,dwys,انبوه
667,dick[Gegenstand]::A,trwchus,ضخیم
668,dünn::A,tenau,نازک
669,fein::A,main,ریز
670,fein::A,main,باریک
671,fest::A,cadarn,محکم
672,flach::A,gwastad,صاف
673,flach::A,gwastad,مسطح
674,glatt::A,llyfn,لیز
675,hart::A,caled,سفت
676,weich::A,meddal,نرم
677,weich::A,meddal,ملایم
678,rund::A,crwn,گرد
679,spitz::A,pigfain,تیز
680,spitz::A,pigfain,نوک‌تیز
681,scharf::A,miniog,تیز
682,scharf::A,miniog,برنده
683,stumpf::A,pŵl,کند
684,schwer::A,trwm,سنگین
685,schön::A,teg,زیبا
686,schön::A,hardd,زیبا
687,schön::A,prydferth,زیبا
688,heiß::A,poeth,داغ
689,warm::A,twym,گرم
690,warm::A,cynnes,گرم
691,kalt::A,oer,سرد
692,kühl::A,oeraidd,خنک
693,frisch::A,iach,تازه
694,feucht::A,llaith,مرطوب
695,nass::A,gwlyb,تر
696,nass::A,gwlyb,خیش
697,trocken::A,sych,خشک
698,voll::A,llawn,پر
699,leer::A,gwag,خالی
700,offen::A,agored,باز
701,geschlossen::A,caead,بسته
702,geschlossen::A,caeëdig,بسته
703,sauber::A,glân,پاک
704,sauber::A,glân,تمیز
705,schmutzig::A,budr,کثیف
706,schmutzig::A,budr,آلوده
707,schmutzig::A,brwnt,کثیف
708,schmutzig::A,brwnt,آلوده
709,roh::A,amrwd,خام
710,reif::A,aeddfed,رسیده
711,lecker::A,blasus,لذیذ
712,lecker::A,blasus,خوشمزه
713,lecker::A,danteithiol,لذیذ
714,lecker::A,danteithiol,خوشمزه
715,süß::A,melys,شیرین
716,bitter::A,chwerw,تلخ
717,sauer::A,sur,ترش
718,hell::A,disglair,روشن
719,dunkel::A,tywyll,تاریک
720,schwarz::A,du,سیاه
721,weiß::A,gwyn,سفید
722,rot::A,coch,سرخ
723,rot::A,coch,قرمز
724,gelb::A,melyn,زرد
725,blau::A,glas,آبی
726,grün::A,gwyrdd,سبز
727,grau::A,llwyd,طوسی
728,grau::A,llwyd,خاکستری
729,bunt::A,lliwgar,رنگارنگ
730,billig::A,rhad,ارزان
731,teuer::A,drud,گران
732,wertvoll::A,gwerthfawr,قیمتی
733,wertvoll::A,gwerthfawr,گرانبها
734,blind::A,dall,کور
735,blind::A,dall,نابینا
736,taub::A,byddar,کر
737,taub::A,byddar,ناشنوا
738,kräftig::A,nerthol,قوی
739,kräftig::A,grymus,قوی
740,stark::A,cryf,قوی
741,stark::A,cryf,نیرومند
742,stark::A,cadarn,قوی
743,stark::A,cadarn,نیرومند
744,schwach::A,gwan,ضعیف
745,fett::A,tew,چرب
746,schlank::A,main,باریک‌اندام
747,hübsch::A,tlws,قشنگ
748,hübsch::A,tlws,خوشگل
749,böse::A,drwg,بد
750,dumm::A,twp,احمق
751,faul::A,diog,لش
752,faul::A,diog,تنبل
753,fleißig::A,dyfal,زرنگ
754,geizig::A,crintach,خسیس
755,geizig::A,cybyddlyd,خسیس
756,klug::A,deallus,عاقل
757,klug::A,deallus,باهوش
758,geschickt::A,medrus,ماهر
759,geschickt::A,deheuig,ماهر
760,lieb::A,hoff,عزیز
761,lieb::A,annwyl,عزیز
762,lustig::A,llon,شاد
763,lustig::A,llon,خوشحال
764,sanft::A,mwyn,لطیف
765,hungrig::A,newynog,گرسنه
766,krank::A,sâl,مریض
767,krank::A,sâl,بیمار
768,krank::A,gwael,مریض
769,krank::A,gwael,بیمار
770,nackt::A,noeth,لخت
771,nackt::A,noeth,برهنه
772,traurig::A,trist,غمگین
773,lebendig::A,yn fyw,زنده
774,gut::A,da,خوب
775,schlecht::A,drwg,بد
776,schlecht::A,gwael,بد
777,richtig::A,cywir,درست
778,schlimm::A,enbyd,وخيم
779,wahr::A,gwir,درست
780,wahr::A,gwir,حقیقی
781,alt::A,hen,کهنه
782,neu::A,newydd,نو
783,ehemalig::A,blaenorol,قبلی
784,alt[Lebewesen]::A,oedrannus,پیر
785,jung::A,ifanc,جوان
786,arm::A,tlawd,فقیر
787,reich::A,cyfoethog,پولدار
788,reich::A,cyfoethog,ثروتمند
789,bekannt::A,cynefin,آشنا
790,bekannt::A,cynefin,معلوم
791,bekannt::A,cyfarwydd,آشنا
792,bekannt::A,cyfarwydd,معلوم
793,berühmt::A,enwog,مشهور
