,Concept_ID,mn,kv
440,Schloss::N,цоож,замок
441,Bild::N,зураг,картина
442,Figur::N,баримал,мыгӧр
443,Puppe::N,хүүхэлдэй,акань
444,Beutel::N,агсаа,мешӧк
445,Beutel::N,уут,мешӧк
446,Bündel::N,боодол,нин
447,Tasche::N,цүнх,сумка
448,Eimer::N,хөнөг,ведра
449,Eimer::N,хувин,ведра
450,Deckel::N,таг,вевт
451,Deckel::N,хавхаг,вевт
452,Geschirr::N,сав суулга,доз
453,Geschirr::N,сав суулга,бекӧрпань
454,Sack::N,шуудай,мешӧк
455,Tasse::N,аяга,бекӧр
456,Topf::N,тогоо,кастрюля
457,Kessel::N,тогоо,пӧрт
458,Essen::N,идээ,сёйӧм
459,Nahrung::N,хүнс,вердан
460,Speise::N,идээ,сёян
461,Fleisch::N,мах,яй
462,Getreide::N,будаа,сю
463,Brei::N,богшмол,каша
464,Brei::N,будаа,каша
465,Brot::N,талх,нянь
466,Scheibe::N,зүсэм,шӧрӧм
467,Scheibe::N,хэрчим,шӧрӧм
468,Fett::N,өөх,гос
469,Butter::N,тос,ви
470,Öl::N,тос,ви
471,Salz::N,давс,сов
472,Suppe::N,шөл,шыд
473,Honig::N,бал,ма
474,Milch::N,сүү,йӧв
475,Tee::N,цай,чай
476,Leder::N,арьс,кучик
477,Leder::N,савхи,кучик
478,Wolle::N,ноос,гӧн
479,Wolle::N,унгас,гӧн
480,Stoff::N,бөс,дӧра
481,Nadel::N,зүү,ем
482,Faden::N,боолт,сунис
483,Faden::N,утас,сунис
484,Knopf::N,товч,кизь
485,Knoten::N,зангилаа,узӧв
486,Knoten::N,зангилаа,гӧрӧд
487,Farbe::N,будаг,краска
488,Kleidung::N,хувцас,паськӧм
489,Hemd::N,цамц,йӧрнӧс
490,Kragen::N,зах заам,воротник
491,Ärmel::N,ханцуй,сос
492,Hose::N,өмд,вешьян
493,Gürtel::N,бүс,йи
494,Mütze::N,малгай,шапка
495,Mütze::N,бүрх,шапка
496,Schuh::N,туфли,ботинки
497,Stiefel::N,гутал,сапог
498,Ring::N,бөгж,чунькытш
499,Band::N,тууз,ленточка
500,Kamm::N,сам,сынан
501,Spiegel::N,толь,зеркало
502,Riemen::N,тасам,ремень
503,Riemen::N,сур,ремень
504,Schnur::N,татлага,гез
505,Leine::N,оосор,повод
506,Decke::N,хөнжил,одеяло
507,Decke::N,хучлага,одеяло
508,Kissen::N,дэр,подушка
509,Tuch::N,алчуур,чышьян
510,Tuch::N,даавуу,чышьян
511,Handtuch::N,алчуур,чышкӧт
512,Kraft::N,чадал,прак
513,Kraft::N,хүч,прак
514,Stärke::N,эрч,вын
515,Stärke::N,тэнхээ,вын
516,Gesundheit::N,бие,здоровье
517,Gesundheit::N,эрүүл мэнд,здоровье
518,Krankheit::N,эмгэг,шог
519,Schmerz::N,өвчин,зубыт
520,Wunde::N,шарх,рана
521,Fieber::N,халуун,лёк тресся
522,Fieber::N,халуун,кынтан шогӧт
523,Arznei::N,эм,лекарство
524,Brücke::N,гүүр,пос
525,Brunnen::N,худаг,колодец 
526,Weide::N,бэлчээр,пода йирсян
527,Pfad::N,жим,туй
528,Pfad::N,зөрөг,туй
529,Weg::N,зам,туй
530,Weg::N,харгуй,туй
531,Straße::N,зам,туй
532,Straße::N,харгуй,туй
533,Dorf::N,тосгон,деревня
534,Dorf::N,гацаа,деревня
535,Stadt::N,хот,город
536,Brief::N,захидал,гижӧт
537,Brief::N,захиа,гижӧт
538,Buch::N,ном,книга
539,Buch::N,бичиг,книга
540,Buchstabe::N,үсэг,буква
541,Zeitung::N,сонин,газета
542,Leben::N,амь,олан
543,Leben::N,амьдрал,олан
544,Tod::N,үхэл,кулӧм
545,Grab::N,булш,гу
546,Kirche::N,сүм,вичку
547,Sünde::N,нүгэл,грек
548,Sünde::N,хилэнц,грек
549,Gott::N,бурхан,ен
550,Arbeiter::N,ажилчин,уджалiсь
551,Arbeiter::N,хөдөлмөрчин,уджалiсь
552,Chef::N,дарга,начальник
553,Meister::N,дархан,мастер
554,Arzt::N,эмч,врач
555,Lehrer::N,багш,велӧтісь
556,Geld::N,цаас,деньга
557,Geld::N,мөнгө,деньга
558,Geschäft::N,наймаа,удж
559,Laden::N,дэлгүүр,магазин
560,Preis::N,үнэ,дон
561,Ware::N,таваар,товар
562,Ware::N,бараа,товар
563,Nutzen::N,ашиг,путь
564,Reichtum::N,баялаг,богатство
565,Welt::N,дэлхий,му
566,Welt::N,орчлон,му
567,Land::N,улс,страна
568,Land::N,орон,страна
569,Staat::N,төр,государство
570,Staat::N,гүрэн,государство
571,König::N,ван,кан
572,Macht::N,засаг,власть
573,Grenze::N,хил,граница
574,Krieg::N,дайн,война
575,Feind::N,дайсан,враг
576,Gewalt::N,хүчирхэх,
577,Kampf::N,тэмцэл,нярасьӧм
578,Kampf::N,тэмцэл,вермасьӧм
579,Kampf::N,байлдаан,нярасьӧм
580,Kampf::N,байлдаан,вермасьӧм
581,Bogen[Waffe]::N,нум,лук
582,Pfeil::N,годил,ньӧв
583,Pfeil::N,сум,ньӧв
584,Gewehr::N,буу,ружьё
585,Fehler::N,эндэл,ошибка
586,Fehler::N,алдаа,ошибка
587,Lüge::N,худал,ылӧтӧм
588,Lüge::N,худал,пӧрьялӧм
589,Schaden::N,хор,лёк
590,Schaden::N,хөнөөл,лёк
591,Unglück::N,гай,пик
592,Unglück::N,гай,оказзё
593,Unglück::N,гамшиг,пик
594,Unglück::N,гамшиг,оказзё
595,Schuld::N,гэм,вина
596,Schuld::N,буруу,вина
597,Alter::N,нас,
598,Schluss::N,эцэс,ком
599,Schluss::N,төгсгөл,ком
600,Zeit::N,цаг,кад
601,Tag::N,өдөр,лун
602,Morgen::N,өглөө,асыв
603,Mittag::N,үд,луншӧр кад
604,Abend::N,үдэш,рыт
605,Nacht::N,шөнө,ой
606,Woche::N,долоо хоног,неделя
607,Monat::N,сар,тӧлicь
608,Jahr::N,жил,год
609,Frühling::N,хавар,тулыс
610,Sommer::N,зун,гожум
611,Herbst::N,намар,ар
612,Winter::N,өвөл,тӧв
613,Januar::N,нэгдүгээр сар,январ
614,Februar::N,хоёрдугаар сар,февраль
615,März::N,гуравдугаар сар,март
616,April::N,дөрөвдүгээр сар,апрель
617,Mai::N,тавдугаар сар,май
618,Juni::N,зургаадугаар сар,юнь
619,Juli::N,долдугаар сар,юль
620,August::N,наймдугаар сар,август
621,September::N,есдүгээр сар,сентяб
622,Oktober::N,аравдугаар сар,октяб
623,November::N,арван нэгдүгээр сар,нояб
624,Dezember::N,арван хоёрдугаар сар,декаб
625,Montag::N,даваа,вильлун
626,Dienstag::N,мягмар,мӧдӧдзлун
627,Mittwoch::N,лхагва,шӧрлун
628,Donnerstag::N,пүрэв,нёльӧдзлун
629,Freitag::N,баасан,витӧдзлун
630,Samstag::N,бямба,пывсянлун
631,Sonntag::N,ням,кресення
632,groß::A,их,ыджыт
633,groß::A,том,ыджыт
634,klein::A,бага,учӧтик
635,klein::A,жаахан,учӧтик
636,lang::A,урт,кузь
637,kurz::A,охор,дженыт
638,kurz::A,богино,дженыт
639,breit::A,өргөн,ота
640,schmal::A,уйтан,векнит
641,schmal::A,нарийн,векнит
642,dicht::A,нягт,тшӧк
643,dicht::A,чигжүү,тшӧк
644,dick[Gegenstand]::A,зузаан,кыз
645,dünn::A,нимгэн,вӧснит
646,fein::A,нарийн,вӧснит
647,fest::A,бөх,крепыт
648,fest::A,хатуу,крепыт
649,flach::A,хавтгай,лапкӧса
650,glatt::A,цагаан,волькыт
651,hart::A,хатуу,чӧрыт
652,weich::A,зөөлөн,небыт
653,rund::A,дугуй,гӧгрӧса
654,rund::A,дугариг,гӧгрӧса
655,spitz::A,шовх,ёся
656,spitz::A,шовгор,ёся
657,scharf::A,хурц,лэчыт
658,scharf::A,иртэй,лэчыт
659,stumpf::A,мохоо,ныж
660,schwer::A,хүнд,сьӧкыт
661,schön::A,гуа,басӧк
662,schön::A,сайхан,басӧк
663,heiß::A,халуун,жар
664,warm::A,дулаан,шоныт
665,kalt::A,хүйтэн,кӧдзыт
666,kühl::A,сэрүүн,сайкыт
667,frisch::A,эрүүл,виль
668,frisch::A,жихүүн,виль
669,feucht::A,чийгтэй,вакодь
670,nass::A,нойтон,ва
671,trocken::A,хатсан,кӧс
672,voll::A,дүүрэн,тыра
673,leer::A,хоосон,тыртӧм
674,offen::A,онгорхой,оссьӧм
675,geschlossen::A,битүү,игана
676,geschlossen::A,битүү,пӧдана
677,geschlossen::A,хаалтай,игана
678,geschlossen::A,хаалтай,пӧдана
679,sauber::A,цэвэр,сӧдз
680,sauber::A,цэвэр,сӧстӧм
681,sauber::A,хиргүй,сӧдз
682,sauber::A,хиргүй,сӧстӧм
683,schmutzig::A,бохир,нятьӧсь
684,schmutzig::A,хиртэй,нятьӧсь
685,roh::A,түүхий,путӧм
686,reif::A,болсон,кисьмалӧм
687,lecker::A,амттай,кӧра 
688,süß::A,амттай,чӧскыт
689,süß::A,чихэрлэг,чӧскыт
690,bitter::A,гашуун,курыт
691,sauer::A,эсгэлэн,шӧма 
692,hell::A,гэгээн,югыт
693,hell::A,гэрэлтэй,югыт
694,dunkel::A,бараан,пемыт
695,dunkel::A,харанхуй,пемыт
696,schwarz::A,хар,сьӧд
697,weiß::A,цагаан,чочком
698,rot::A,улаан,гӧрд
699,gelb::A,шар,веж
700,blau::A,хөх,лӧз
701,blau::A,цэнхэр,лӧз
702,grün::A,ногоон,веж
703,grau::A,орог,руд
704,grau::A,орог,бусӧй
705,grau::A,саарал,руд
706,grau::A,саарал,бусӧй
707,bunt::A,эрээн,быдрӧма
708,billig::A,хямд,донтӧм
709,teuer::A,үнэтэй,дона
710,wertvoll::A,үнэт,дона
711,blind::A,сохор,синтӧм
712,taub::A,чих хатуу,пельтӧм
713,kräftig::A,чийрэг,вына
714,stark::A,хүчтэй,вына
715,stark::A,чадалтай,вына
716,schwach::A,сул,некодя
717,fett::A,тарган,госа
718,fett::A,голигор,госа
719,schlank::A,голшиг,статя
720,hübsch::A,сайхан,басӧк
721,hübsch::A,хөөрхөн,басӧк
722,böse::A,муу,лёк
723,böse::A,хортой,лёк
724,dumm::A,тэнэг,бӧбӧв
725,dumm::A,тэнэг,вежӧртӧм
726,faul::A,залхуу,дыш
727,fleißig::A,чармайлтгай,уджалicь
728,geizig::A,харамч,жикмӧра
729,geizig::A,харамч,горшаліcь
730,klug::A,цэцэн,авья
731,klug::A,цэцэн,вежӧра
732,geschickt::A,дүйтэй,кипода
733,lieb::A,хайрт,муса
734,lieb::A,хайрт,дзулиньӧй
735,lustig::A,цэнгэлтэй,гажа
736,sanft::A,наалинхай,лебезнӧй
737,hungrig::A,өлөн,тшыг
738,hungrig::A,өлссөн,тшыг
739,krank::A,өвчтэй,шогалiсь
740,nackt::A,нүцгэн,куш
741,traurig::A,гунигт,жугыль
742,lebendig::A,амьд,ловья
743,lebendig::A,амьтай,ловья
744,gut::A,сайн,бур
745,schlecht::A,муу,умӧль
746,schlecht::A,өөдгүй,умӧль
747,richtig::A,зөв,
748,richtig::A,зүйтэй,
749,schlimm::A,муухай,нештӧм
750,wahr::A,үнэн,
751,wahr::A,жинхэнэ,
752,alt::A,хуучин,важ
753,neu::A,шинэ,виль
754,ehemalig::A,агсан,вӧвлӧм
755,ehemalig::A,байсан,вӧвлӧм
756,alt[Lebewesen]::A,өвгөн,года
757,alt[Lebewesen]::A,өвгөн,годдэза
758,alt[Lebewesen]::A,хижээл,года
759,alt[Lebewesen]::A,хижээл,годдэза
760,jung::A,залуу,том
761,arm::A,ядуу,гов
762,arm::A,ядуу,беднӧй
763,reich::A,баян,эма
764,reich::A,баялаг,эма
765,bekannt::A,танил,тӧдса
766,berühmt::A,цуутай,
767,berühmt::A,алдартай,
768,fremd::A,харь,чужӧй
769,fremd::A,гадаад,чужӧй
770,verschieden::A,ондоо,быдкодь
771,verschieden::A,янз янзын,быдкодь
772,nah::A,ойрын,матiсь
773,nah::A,дөтийн,матiсь
774,fern::A,холын,ылicь
775,linker::A,буруу,шульга
776,rechter::A,баруун,веськытланись
777,anderer::A,өөр,мукӧд
778,anderer::A,нөгөө,мукӧд
779,erster::A,нэгдэх,медодзза
780,erster::A,нэгдүгээр,медодзза
781,zweiter::A,хоёрдугаар,кыкӧт
782,dritter::A,гуравдугаар,куимӧт
