,Concept_ID,br,ady
69,Funke::N,ful,мэшӏуа́ч
70,Feuer::N,tan,машӏо́
71,Licht::N,gouloù,нэфы
72,Licht::N,gouloù,нэфын
73,Schatten::N,disheol,жьау́
74,Schatten::N,disheol,ныбжьыкъу
75,Wetter::N,amzer,
76,Nebel::N,brumenn,пща́гъу
77,Wolke::N,koumoulenn,ошъуапщэ
78,Regen::N,glav,ощхы
79,Schnee::N,erc'h,осы́
80,Eis::N,skorn,мылы
81,Frost::N,rev,
82,Kälte::N,yen,чъыӏэ́
83,Hitze::N,tommder,фэба́е
84,Raureif::N,frim,
85,Regenbogen::N,gwareg-ar-glav, лэгъупэкъо́пс
86,Donner::N,kurun,шыблэ́
87,Strömung::N,red,ток
88,Tropfen::N,bannac'h,ткӏопс
89,Tropfen::N,bannac'h,гъуаткӏу
90,Tropfen::N,takenn,ткӏопс
91,Tropfen::N,takenn,гъуаткӏу
92,Schaum::N,spoum,тхъурбэ
93,Schmutz::N,fank,псынжъы
94,See::N,lenn,хыку́м
95,See::N,lenn,псыхъура́й
96,Sumpf::N,gwern,орыжъ
97,Moor::N,taouarc'heg,орыжъ
98,Wiese::N,prad,хъупӏэ́
99,Wiese::N,prad,мэкъупӏ
100,Wald::N,koad,мэзы́
101,Hügel::N,torgenn,ӏуашъхь
102,Anhöhe::N,run,чӏыӏэтыгъ
103,Berg::N,menez,къушъхьэ́
104,Gipfel::N,barr,шыгу
105,Höhle::N,kav,гъочӏэгъ
106,Abhang::N,naou,чапэ
107,Quelle::N,feunteun,псынэчэ́чъ
108,Bach::N,gwazh,псышкуашку
109,Fluss::N,stêr,псыхъо́
110,Ufer::N,ribl,нэпкъы
111,Küste::N,aod,ӏушъо
112,Festland::N,douar,чӏл́ыгу
113,Meer::N,mor,хы
114,Bucht::N,mor-bihan,хыблыгу
115,Insel::N,enez,хыгъэхъу́н
116,Blume::N,bleunienn,къэгъа́гь
117,Gras::N,geot,уцы́
118,Wurzel::N,gwrizienn,лъапсэ́
119,Baum::N,gwezenn,чъыгы́
120,Stamm::N,kef,пкъы
121,Rinde::N,rusk,пхъашъо́
122,Ast::N,barr,куамэ
123,Zweig::N,bod,къутамэ́
124,Blatt::N,delienn,тхьап
125,Birke::N,bezvenn,пчэн
126,Kiefer[Baum]::N,pinenn,сэснэй
127,Weide[Baum]::N,halegenn,пце́л
128,Tanne::N,sapenn,ель
129,Horn::N,korn,бжъэ
130,Feder::N,pluñv,къамӏы́й
131,Fell::N,kreoñ,шъо
132,Flügel::N,askell,тамэ́
133,Klaue::N,skilf,лъэбжъа́н
134,Kralle::N,skilf,лъакъо
135,Schwanz::N,lost,кӏэ
136,Ei::N,vi,кӏэнкӏэ́
137,Nest::N,neizh,набгъо́
138,Bau::N,douarenn,гъу
139,Bau::N,douarenn,бы
140,Tier::N,loen,псэу́шъхь
141,Herde::N,tropell,ӏэхъогъу
142,Kuh::N,buoc'h,чэмы́
143,Bulle::N,tarv,цу
144,Pferd::N,marc'h,шы
145,Schaf::N,dañvad,мэлы́
146,Schwein::N,pemoc'h,къо
147,Hund::N,ki,бьэ
148,Katze::N,kazh,чэты́у
149,Bär::N,arzh,мышъэ́
150,Eichhörnchen::N,gwiñver,цызэ́
151,Elch::N,karv-dour,лось
152,Fuchs::N,louarn,баджэ́
153,Hase::N,gad,тхьакӏумкӏы́хь
154,Maus::N,logodenn,цыгъо́
155,Wolf::N,bleiz,тыгъу́жъ
156,Vogel::N,labous,бзы́у
157,Schwarm::N,nijad,отэр
158,Huhn::N,yar,чэты́
159,Hahn::N,kilhog,атакъэ́
160,Gans::N,gwazenn,къа́з
161,Adler::N,erer,
162,Ente::N,houad,псычэ́т
163,Eule::N,toud,тыгъурыгъу
164,Kranich::N,garan,къэрэ́у
165,Krähe::N,bran,къолэ́жъ
166,Kuckuck::N,koukoug,куку́у
167,Schwan::N,alarc'h,
168,Fisch::N,pesk,пцэжъы́й
169,Barsch::N,brell,тхыкъэц
170,Hecht::N,beked,лэнд
171,Schlange[Tier]::N,naer,блэ́
172,Wurm::N,preñv,хьамлыу
173,Spinne::N,kevnidenn,бэдж
174,Ameise::N,merion,къамзэ́гу
175,Laus::N,laouenn,цӏэ
176,Mücke::N,moustik,аргъо́й
177,Fliege::N,kelienenn,бадзэ́
178,Schmetterling::N,balafenn,хьампӏыра́шъу
179,Beere::N,hog,маткӏо
180,Apfel::N,aval,мыӏэры́с
181,Pilz::N,kabell-touseg,хьаӏу
182,Zwiebel::N,ognonenn,бжьыны́
183,Saat::N,had,чылапхъ
184,Korn::N,ed,цэ
185,Heu::N,foenn,мэкъу
186,Schale::N,peliadur,кӏы́шъу
187,Falle::N,pech,зэраубытырэ́ ӏэмэпсы́м
188,Schlinge::N,krouglas,бзыуубыт
189,Asche::N,ludu,яжьэ́
190,Dreck::N,fank,псынжъы
191,Eisen::N,houarn,гыучӏы́
192,Eisen::N,houarn,къэнджа́л
193,Gold::N,aour,дышъэ́
194,Silber::N,arc'hant,тыжьы́н
195,Kohle::N,glaou,шӏомыкӏ
196,Glas::N,gwer,апч
197,Sand::N,traezh,пшахъо
198,Mensch::N,den,цӏыфы́
199,Mann::N,den,хъулъфы́гъ
200,Frau::N,maouez,бӏылъфыгъэ́
201,Kind::N,bugel,кӏэлэцӏы́кӏу
202,Junge::N,paotr,кӏэлэцӏы́кӏу
203,Mädchen::N,plac'h,пшъэшъэжъый
204,Familie::N,familh,быны́
205,Familie::N,familh,уна́гъу
206,Großvater::N,tad-kozh,тэтэ́жъ
207,Großmutter::N,mamm-gozh,нэнэ́жъ
208,Eltern::N,kerent,ны-тыхэ́р
209,Vater::N,tad,ты
210,Mutter::N,mamm,ны
211,Sohn::N,mab,къо
212,Tochter::N,merc'h,пхъу
213,Bruder::N,breur,шы
214,Schwester::N,c'hoar,шы́пхъу
215,Onkel::N,eontr,янэ́ш
216,Tante::N,moereb,атэшыпхъу
217,Ehemann::N,gwaz,лӏы
218,Ehefrau::N,gwreg,шъу́з
219,Freude::N,levenez,гушӏуа́гъу
220,Gelächter::N,c'hoarzherezh,щхыныр
221,Glück::N,chañs,насы́п
222,Kummer::N,doan,тхьамыкӏагъу
223,Wunsch::N,c'hoant,шӏонгъоны́гъ
224,Lust::N,c'hoant,шӏонгъоны́гъ
225,Geist::N,spered,гу
226,Gedanke::N,soñj,гупшыс
227,Gedächtnis::N,eñvor,память
228,Verstand::N,skiant,акъы́л
229,Sinn::N,ster,мэхьанэ
230,Grund::N,kaoz,ушъхьагъу
231,Wahrheit::N,gwirionez,шъыпкъэ́
232,Gespräch::N,kaozeadenn,гущыӏ
233,Märchen::N,kaoz korriganez,пшысэ
234,Erzählung::N,kontadenn,къэба́р
235,Nachricht::N,keloù,къэба́р
236,Neuigkeit::N,kelaouenn,къэбарыкӏ
237,Name::N,anv,цӏэ
238,Rätsel::N,divinatez,коджэхь-къоджэшх
239,Rede::N,diskour,гущыӏ
240,Sprache::N,yezh,бзэ
241,Stimme::N,mouezh,макъэ́
242,Wort::N,ger,гущыӏ
243,Zeichen::N,sin,тамы́гъ
244,Ruf::N,galv,джэ макъ
245,Lärm::N,trouz,макъэ
246,Ton::N,ton,
247,Lied::N,kanaouenn,орэ́д
248,Ruhe::N,sioulded,самбырыныгъ
249,Leute::N,tud,цӏыфхэ́р
250,Volk::N,pobl,цӏыф лъэпкъ
251,Arbeit::N,labour,ӏофшӏакӏэ́н
252,Gast::N,kouviad,хьакӏэ́
253,Geschenk::N,prof,шӏухьафтын
254,Spiel::N,c'hoari,еоны́р
255,Spiel::N,c'hoari,джэгуны́р
256,Spiel::N,c'hoari,къегъэӏоны́р
257,Gesellschaft::N,kompagnunezh,обществ
258,Gesellschaft::N,kavandad,обществ
259,Hilfe::N,sikour,ӏэпыӏэгъу
260,Freund::N,mignon,ныбджэгъу
261,Kamerad::N,kamarad,ныбджэгъу
262,Angelegenheit::N,afer,ӏофы́
263,Anzahl::N,niver,пчъагъэ́
264,Art::N,sort,изэрэщы́т
265,Art::N,sort,лъэпкъ
266,Stück::N,tamm,такъы́р
267,Teil::N,pezh,щыщ
268,Teil::N,pezh,ӏахь
269,Hälfte::N,hanterenn,ныкъо́
270,Kreis::N,kelc'h,хъура́й
271,Kreuz::N,kroaz,къащ
272,Linie::N,linenn,хъахъ
273,Linie::N,linenn,итхъа́гъ
274,Strich::N,tenn,хъахъ
275,Strich::N,tenn,итхъагъ
276,Abstand::N,distok,азыфагу
277,Entfernung::N,keid,чӏыгууанэ
278,Entfernung::N,kehid,чӏыгууанэ
279,Gegend::N,korn-bro,чӏыпӏэ́
280,Platz::N,plasenn,азыфагу
281,Ort::N,lec'h,чӏыпӏэ́
282,Seite::N,tu,лъэны́къу
283,Mitte::N,kreiz,гузэ́гу
284,Gegenstand::N,tra,пкъыгъо
285,Sache::N,tra,
286,Rand::N,kantenn,цакӏэ́
287,Kante::N,kantenn,цэгэналъ
288,Ecke::N,korn,къогъу
289,Spitze::N,begell,пакӏэ
290,Ende::N,dibenn,кӏэ
291,Loch::N,toull,гъуа́н
292,Muster::N,tresadenn,тхыпхъэ
293,Größe::N,ment,иина́гъ
294,Länge::N,hirder,икӏыхьа́гъ
295,Höhe::N,uhelder,лъэгагъ
296,Gewicht::N,pouez,онтэгъугъэ́
297,Menge::N,bern,пчъагъэ́
298,Haufen::N,bern,ӏат
299,Reihe::N,steud,саты́р
300,Boot::N,bag,къуашъо́
301,Ruder::N,roeñv,къошъобэ́щ
302,Schlitten::N,trainell,
303,Ski::N,ski,лыжэхэр
304,Last::N,karg,
305,Gang::N,kerzh,кӏоныр
306,Schritt::N,paz,лъэубэ́къу
307,Norden::N,norzh,темы́р
308,Norden::N,hanternoz,темы́р
309,Süden::N,su,къыблэ́
310,Süden::N,kreisteiz,къыблэ́
311,Westen::N,kuzh-heol,тыгъэкъохьа́пӏ
312,Osten::N,reter,тыгьэкъокӏы́пӏ
313,Osten::N,sav-heol,тыгьэкъокӏы́пӏ
314,Holz::N,koad,чъыгы́
315,Brett::N,plankenn,пхъэ́мбгъу
316,Platte::N,plakenn,упсыхьагъ
317,Stütze::N,harp,кӏэгъэкъон
318,Stange::N,sparl,къорэ́гъ
319,Stock::N,bazh,бэщ
320,Stab::N,bazh,бэщ кӏы́хь
321,Rohr::N,tub,онджэкъ
322,Rohr::N,korz,онджэкъ
323,Haus::N,ti,унэ́
324,Heim::N,kêr,унэ́
325,Ofen::N,forn,гъэжъэн
326,Fußboden::N,plañchod,джэхашъу
327,Tisch::N,taol,стол
328,Stuhl::N,kador,пхъэнтӏэ́кӏу
329,Wiege::N,kavell,кушъэ́
330,Bett::N,gwele,пӏэкӏо́р
331,Regal::N,estajerenn,мэкӏай
332,Kiste::N,kased,ящык
333,Fenster::N,prenestr,шъхьаныгъу́пчъ
334,Tür::N,dor,пчъэ
335,Tor::N,portal,къэла́пчъ
336,Zaun::N,sklotur,шӏыхьагъэ́
337,Dach::N,toenn,шъхьэ́
338,Leiter::N,skeul,лъэо́й
339,Leiter::N,skeul,дэкӏояпӏэ́
340,Besen::N,skubell,пхъэнкӏы́пхъ
341,Spaten::N,pal,къазгъы́р
342,Schaufel::N,pal,хэӏалъ
343,Gabel::N,fourchetez,цацэ
344,Löffel::N,loa,джэмы́шх
345,Messer::N,kontell,шъэжъы́й
346,Nagel::N,tach,гъучӏыӏу́н
347,Netz::N,roued,хъытыу
348,Haken::N,krog,хьажтӏаркъу
349,Griff::N,kemer,къопс
350,Schloss::N,potenn,ӏункӏы́бз
351,Bild::N,skeudenn,сурэ́т
352,Figur::N,skeud,
353,Figur::N,figur,
354,Puppe::N,merc'hodenn,нысхъа́п
355,Beutel::N,sac'h,дзыо́
356,Bündel::N,feskenn,
357,Tasche::N,sac'h,ӏэлъмэ́къ
358,Eimer::N,sailh,щалъ
359,Deckel::N,pallenn,шъхьэ
360,Geschirr::N,listriaj,хьакъу-шыкъу
361,Sack::N,sac'h,дзыо́
362,Tasse::N,tas,чашк
363,Topf::N,pod,кастрюль
364,Kessel::N,chaodouron,шыуа́н
365,Essen::N,pred,шхэн
366,Nahrung::N,boued,шхэн
367,Speise::N,meuz,шхыныгъу
368,Fleisch::N,kig,лы
369,Getreide::N,ed,лэжьыгъацэ́
370,Brei::N,yod,пӏастэ́
371,Brot::N,bara,хьалыгъу
372,Scheibe::N,tailhenn,такъы́р
373,Fett::N,lard,дагъэ́
374,Butter::N,amann,тхъу
375,Öl::N,eoul,тхъу
376,Salz::N,holen,щыгъу
377,Suppe::N,soubenn,хьантхъупс
378,Honig::N,mel,шъоу́
379,Milch::N,laezh,щэ
380,Tee::N,te,щай
381,Leder::N,lêr,кӏы́шъу
382,Wolle::N,gloan,цы
383,Stoff::N,danvez,шэкӏы
384,Nadel::N,nadoz,бгъэ́хаӏу
385,Faden::N,neudenn,ӏуда́н
386,Knopf::N,bouton,занкӏэу
387,Knoten::N,skoulm,зэкъодзапӏэ
388,Farbe::N,liv,краск
389,Kleidung::N,dilhad,щыгъы́ны
390,Hemd::N,roc'hed,джан
391,Kragen::N,gouzoug,пшъапӏ
392,Ärmel::N,milgin,гъуап
393,Hose::N,bragoù,гъончэ́дж
394,Gürtel::N,gouriz,бгыры́пх
395,Mütze::N,boned,паӏо́
396,Schuh::N,botez,
397,Stiefel::N,botez,щазым
398,Ring::N,gwalenn,ӏэлъы́н
399,Band::N,bagad,лент
400,Kamm::N,krib,мажь
401,Spiegel::N,melezour,гъундж
402,Riemen::N,lerenn,бгыры́пх
403,Schnur::N,kordenn,кӏапсэ́
404,Leine::N,roll,шъокӏапс
405,Decke::N,golo,чыхӏэн
406,Kissen::N,goubenner,шъхьант
407,Tuch::N,mezher,шъхьэтехъу
408,Handtuch::N,toailhon,ӏаплъэкӏ
409,Kraft::N,nerzh,къары́у
410,Kraft::N,nerzh,кӏуачӏэ́
411,Stärke::N,nerzhder,кӏуачӏэ́
412,Gesundheit::N,yec'hed,псауныгъ
413,Krankheit::N,klañved,узы
414,Schmerz::N,poan,узы
415,Schmerz::N,droug,узы
416,Wunde::N,gloazadenn,уӏагъэ́
417,Fieber::N,terzhienn,техьа́гъу
418,Fieber::N,terzhienn,жъоку
419,Arznei::N,louzoù,ӏэзэ́гъу
420,Brücke::N,pont,лъэмы́д ж
421,Brunnen::N,puñs,псынэ́
422,Weide::N,prad,хъупӏэ́
423,Pfad::N,gwenodenn,лъагъу
424,Weg::N,hent,гъо́гу
425,Straße::N,ru,гъо́гу
426,Straße::N,hent,гъо́гу
427,Dorf::N,kêr,къуа́дж
428,Dorf::N,kêriadenn,къуа́дж
429,Stadt::N,kêr,къалэ́
430,Brief::N,lizher,тхэн
431,Brief::N,lizher,письмэ
432,Buch::N,levr,тхы́лъ
433,Buchstabe::N,lizherenn,хьары́ф
434,Zeitung::N,kazetenn,газет
435,Leben::N,buhez,гъашӏэ́
436,Tod::N,marv,аджал
437,Grab::N,bez,бэны́
438,Kirche::N,iliz,чылы́с
439,Sünde::N,pec'hed,гунахь
440,Gott::N,doue,тхьэ
441,Arbeiter::N,labourer,рабоч
442,Arbeiter::N,micherour,рабоч
443,Chef::N,penn,гъэр
444,Meister::N,mestr,ӏэпыӏа́с
445,Arzt::N,mezeg,
446,Arzt::N,medisin,
447,Lehrer::N,skolaer,кӏэлэегъа́дж
448,Lehrer::N,kelenner,кӏэлэегъа́дж
449,Geld::N,arc'hant,ахъщ
450,Geschäft::N,stal,ӏофшӏэн
451,Laden::N,stal,туча́н
452,Preis::N,priz,уасэ́
453,Ware::N,marc'hadourezh,хьап-щып
454,Nutzen::N,gounidegezh,чар
455,Nutzen::N,gounidegezh,федэ́
456,Nutzen::N,lañs,чар
457,Nutzen::N,lañs,федэ́
458,Nutzen::N,profit,чар
459,Nutzen::N,profit,федэ́
460,Nutzen::N,spleit,чар
461,Nutzen::N,spleit,федэ́
462,Reichtum::N,pinvidigezh,байныгъ
463,Welt::N,douar,дуна́й
464,Land::N,bro,хэгъэ́́гу
465,Staat::N,stad,къэралыгъу
466,König::N,roue,пачъы́хь
467,Macht::N,galloud,шынэгъакзэ́
468,Grenze::N,harzoù,гъуна́пкъ
469,Krieg::N,brezel,зао́
470,Feind::N,eneber,пы́и
471,Gewalt::N,tâerder,егъэзыгъэныгъ
472,Kampf::N,kann,бэнэныгъ
473,Bogen[Waffe]::N,gwareg,щабз
474,Pfeil::N,saezh,щэбза́щ
475,Gewehr::N,fuzuilh,шхонч
476,Fehler::N,fazi,хэукъоныгъ
477,Lüge::N,gaou,пцӏы
478,Schaden::N,gwall,зэра́р
479,Unglück::N,gwalleur,тхьамыкӏагъу
480,Schuld::N,kablusted,мысагъэ́
481,Schuld::N,pec'hedigezh,мысагъэ́
482,Alter::N,oad,ныбжь
483,Schluss::N,diwezh,кӏэ
484,Zeit::N,amzer,уахътэ́
485,Tag::N,deizh,мафэ́
486,Morgen::N,beure,пчэды́жь
487,Morgen::N,mintin,пчэды́жь
488,Mittag::N,kreisteiz,щэджагьу́
489,Abend::N,abardaez,пчыхьэ́
490,Nacht::N,noz,чэщы́
491,Woche::N,sizhun,тхьамафэ́
492,Monat::N,miz,мазэ́
493,Jahr::N,bloaz,илъэ́с
494,Frühling::N,nevezamzer,гъатхэ́
495,Sommer::N,hañv,гъэмафэ́
496,Herbst::N,diskaramzer,бжыхьэ́
497,Winter::N,goañv,кӏыма́ф
498,Januar::N,Genver,январь
499,Februar::N,C'hwevrer,февраль
500,März::N,Meurzh,март
501,April::N,Ebrel,апрель
502,Mai::N,Mae,май
503,Juni::N,Mezheven,июнь
504,Juli::N,Gouhere,июль
505,August::N,Eost,август
506,September::N,Gwengolo,сентябрь
507,Oktober::N,Here,октябрь
508,November::N,Du,ноябрь
509,Dezember::N,Kerzu,декабрь
510,Montag::N,Lun,блыпэ́
511,Dienstag::N,Meurzh,гъубдж
512,Mittwoch::N,Merc'her,бэрэскэжъый
513,Donnerstag::N,Yaou,мэфэ́ку
514,Freitag::N,Gwener,бэрэскэшху
515,Samstag::N,Sadorn,шэмбэ́т
516,Sonntag::N,Sul,тхьаума́ф
517,groß::A,bras,ины́
518,klein::A,bihan,цӏы́кӏу
519,lang::A,hir,кӏыхьэ́
520,kurz::A,berr,кӏэкӏы́
521,breit::A,ledan,шъуамбгъо́
522,schmal::A,strizh,бгъузэ́
523,dicht::A,stank,ӏужъу́
524,dick[Gegenstand]::A,tev,ӏужъу́
525,dünn::A,moan,пӏуакӏэ́
526,fein::A,munut,пӏуакӏэ́
527,fest::A,start,пытэ́
528,flach::A,plaen,тешъо́
529,glatt::A,lintr,зэны́бжь
530,glatt::A,levn,зэны́бжь
531,hart::A,kalet,пытэ́
532,weich::A,blot,шъабэ́
533,rund::A,ront,хъура́й
534,spitz::A,poentet,папцӏэ́
535,scharf::A,dremm,чан
536,stumpf::A,talsoc'h,цако́
537,schwer::A,pounner,онтэ́гъу
538,schön::A,kaer,дахэ́
539,heiß::A,tomm,жъо́ркъ
540,warm::A,tomm,фабэ́у
541,kalt::A,yen,чъыӏэ́
542,kühl::A,yen,чъыӏэтагъ
543,frisch::A,fresk,чъыӏэтагъ
544,feucht::A,gleb,шынагъэ зиӏэ
545,feucht::A,gleb,шынэгъакӏэ зиӏэ
546,nass::A,gleb,цӏынэ́
547,trocken::A,sec'h,гъушъ
548,trocken::A,sec'h,чъэпхъыгъ
549,voll::A,leun,из
550,voll::A,leun,изыбз
551,leer::A,goullo,нэкӏы́
552,offen::A,digor,зэдэхыгъэ
553,geschlossen::A,serr,зэфэшӏыгъ
554,sauber::A,naet,къабзэ́
555,schmutzig::A,lous,шӏо́и
556,roh::A,kriz,мыжъо́
557,reif::A,darev,чъэпхъыгъ
558,lecker::A,lipous,го́хьы
559,lecker::A,saourus,го́хьы
560,süß::A,dous,ӏэшӏу
561,bitter::A,c'hwerv,дыджы́
562,sauer::A,trenk,хафэ́
563,hell::A,sklaer,нэфын
564,dunkel::A,teñval,мэзэхэ
565,schwarz::A,du,шӏуцӏэ
566,weiß::A,gwenn,фыжьы́
567,rot::A,ruz,плъыжьы́
568,gelb::A,melen,гъожьы́
569,blau::A,glas,шхъуантӏэ
570,grün::A,gwer,шхъуантӏэ
571,grau::A,louet,шхъо
572,bunt::A,liesliv,къолэны
573,billig::A,marc'had-mat,пыут
574,teuer::A,ker,сикӏа́с
575,teuer::A,ker,силъа́пӏ
576,wertvoll::A,prizius,пкӏэ зиӏ
577,wertvoll::A,prizius,уасэ́ зыфа́шӏ
578,blind::A,dall,нэшъу́
579,taub::A,bouzar,дэгу
580,kräftig::A,start,лъэ́ш
581,stark::A,kreñv,лъэ́ш
582,schwach::A,gwan,хъыбэй
583,fett::A,lard,пщэры́
584,schlank::A,sinkl,ищыгъэ
585,hübsch::A,koant,дахэ́
586,böse::A,gwall,ябгэ
587,dumm::A,glep,делэ
588,faul::A,lezirek,шъхьахы́нэ
589,fleißig::A,studius,егугъурэ
590,geizig::A,tost,тхьацэ
591,klug::A,speredek,акъылышӏу́
592,geschickt::A,dornet,ӏэпэӏэсэ́
593,geschickt::A,dornet,шо́у шӏыгъэ́
594,lieb::A,koant,псэм фэд
595,lustig::A,laouen,чэф
596,sanft::A,flour,ӏушъа́б
597,hungrig::A,marnaon,гъаблэ́
598,krank::A,klañv,сыма́дж
599,nackt::A,noazh,пцӏанэ́
600,traurig::A,trist,нэшхъэй
601,lebendig::A,bev,
602,gut::A,mad,дэгъу́
603,schlecht::A,fall,дэи
604,schlecht::A,gwall,дэи
605,richtig::A,reizh,тэрэз
606,schlimm::A,gwall,щынэгъо
607,wahr::A,gwir,шъыпкъэ́
608,alt::A,kozh,жъы
609,neu::A,nevez,кӏэ
610,ehemalig::A,kozh,-щтыгъэ
611,ehemalig::A,kozh,-гъэ
612,alt[Lebewesen]::A,kozh,жъы
613,jung::A,yaouank,ныбжьыкӏэ́
614,arm::A,paour,тхьамы́кӏ
615,reich::A,pinvidik,бай
616,bekannt::A,anavezet,нэӏуа́с
617,berühmt::A,brudet,цӏэры́ӏу
618,fremd::A,dizanav,хымэ
619,verschieden::A,disheñel,зэфэшъхьафы
620,nah::A,nes,благъэ́
621,fern::A,diabell,чыжьэ
622,linker::A,kleiz,сэмэ́гу
623,rechter::A,dehoù,джабгъу
624,anderer::A,all,нэмы́кӏ
625,erster::A,kentañ,апэр
626,zweiter::A,eil,я́тӏонэр
627,dritter::A,trede,ящэнэр
628,letzter::A,diwezhañ,аужыр
629,allein::ADV,e-unan,зы
630,auf einmal::ADV,ar un dro,ардэдэм
631,auf einmal::ADV,ar un dro,асыхьатым
632,zusammen::ADV,asambles,зэгъусэхэ́у
633,lange::ADV,pell,бэрэ́
634,plötzlich::ADV,en un taol,зэкӏэм
635,sofort::ADV,diouzhtu,ардэдэм
636,sofort::ADV,diouzhtu,асыхьатым
637,später::ADV,diwezhatoc'h,нэужым
638,jetzt::ADV,bremañ,джы
639,heute::ADV,hiziv,непэ́
640,morgen::ADV,arc'hoazh,неу́щы
641,bald::ADV,hepdale,псынкӏэу
642,dann::ADV,a-c'houde,нэужым
643,gestern::ADV,dec'h,тыгъуа́с
644,einst::ADV,gwechall,зэгорэ́м
645,damals::ADV,neuze,армэ
646,damals::ADV,neuze,ащыгъум
647,danach::ADV,goude,нэужым
648,vorher::ADV,diagent,нахьыпэм
649,zuerst::ADV,da gentañ,
650,einmal::ADV,ur wech,зэ
651,manchmal::ADV,a-wechoù,
652,oft::ADV,alies,бэрэ
653,immer::ADV,atav,ренэ́у
654,immer::ADV,bepred,ренэ́у
655,niemals::ADV,gwech ebet,
656,hier::ADV,amañ,
657,hierhin::ADV,dre amañ,
658,von hier::ADV,alemañ,
659,dort::ADV,aze,модэ
660,dort::ADV,ahont,модэ
661,dorthin::ADV,di,модэ́
662,dorthin::ADV,aze,модэ́
663,dorthin::ADV,ahont,модэ́
664,geradeaus::ADV,war-eeun,занкӏэу
665,vorwärts::ADV,war-raok,ыпэкӏэ
666,rückwärts::ADV,war-lerc'h,ыужыкӏэ́
667,zurück::ADV,war-dreñv,ыужыкӏэ́
668,unten::ADV,en traoñ,ычӏэкӏэ́
669,hinab::ADV,a-izel,ычӏэгъы́
670,hinab::ADV,a-izel,ычӏэкӏэ́
671,oben::ADV,en nec'h,ышъхьагъы
672,hinauf::ADV,e-krec'h,ышъхьагъыкӏэ
673,überall::ADV,dre-holl,тыди́
674,überall::ADV,dre-holl,тыдэкӏи́
675,nicht::ADV,ne ... ket,-п
676,nicht::ADV,ne ... ket,мы-
677,ein wenig::ADV,un tammig,тӏэкӏу
678,kaum::ADV,a-boan,къоды́й
679,sehr::ADV,-tre,дэд
680,sehr::ADV,-kenañ,дэд
681,so::ADV,evel-se,ащ фэд
682,so::ADV,evel-se,мыщ фэд
683,so::ADV,evel-se,джащ фэд
684,noch::ADV,c'hoazh,джыри
685,nur::ADV,hepken,ныӏэ́п
686,schon::ADV,dija,
687,wieder::ADV,adarre,джыри
688,vor::PRP,dirak,пашъхьэ́
