,Concept_ID,kl,mhr
1307,gelingen::V,,сай лекта́ш
1308,geraten::V,,лекта́ш
1309,ändern::V,,весемда́ш
1310,drehen::V,,пӱтыра́ш
1311,schieben::V,,шӱкала́ш
1312,rütteln::V,,рӱза́ш
1313,schütten::V,,опта́ш
1314,packen::V,,руалта́ш
1315,hinzufügen::V,,ешара́ш
1316,wählen::V,,сайла́ш
1317,auswählen::V,,таҥгла́ш
1318,behindern::V,,чаракла́ш
1319,beschädigen::V,,пужа́ш
1320,reichen::V,,пуа́ш
1321,schenken::V,,пӧлекла́ш
1322,wiegen::V,,рӱпша́ш
1323,lassen::V,,-та́ш
1324,verlassen::V,,кудалта́ш
1325,bewachen::V,,орола́ш
1326,verteidigen::V,,арала́ш
1327,sich schlagen::V,,кредала́ш
1328,siegen::V,,сеҥа́ш
1329,belästigen::V,,толаштара́ш
1330,täuschen::V,,ондала́ш
1331,pflücken::V,,кӱра́ш
1332,fassen::V,,куча́ш
1333,hüten::V,,кӱта́ш
1334,treiben::V,,покта́ш
1335,melken::V,,лӱшта́ш
1336,hacken::V,,руа́ш
1337,reifen::V,,кӱа́ш
1338,zubereiten::V,,ямдыла́ш
1339,backen::V,,кӱкташ
1340,stricken::V,,пида́ш
1341,nähen::V,,урга́ш
1342,spülen::V,,шӱалта́ш
1343,kehren::V,,ӱшта́ш
1344,kämmen::V,,шера́ш
1345,schmücken::V,,тӱзата́ш
1346,schmücken::V,,чеверта́ш
1347,sich unterhalten::V,,кутыра́ш
1348,nennen::V,,лӱмда́ш
1349,bemerken::V,,шижа́ш
1350,begreifen::V,,ыҥла́ш
1351,zeichnen::V,,сӱретла́ш
1352,besitzen::V,,лия́ш
1353,zahlen::V,,тӱла́ш
