,Concept_ID,kl,mhr
391,Regal::N,ilisivik,шӧ́рлык
392,Kiste::N,sakissat,шо́ндык
393,Kiste::N,sakissat,я́шлык
394,Kiste::N,illerfiusaq,шо́ндык
395,Kiste::N,illerfiusaq,я́шлык
396,Fenster::N,aki,окна́
397,Fenster::N,igalaaq,окна́
398,Tür::N,matu,омса́
399,Tor::N,isaaffik,капка́
400,Zaun::N,saputit,сава́р
401,Dach::N,qaliaq,леве́дыш
402,Leiter::N,tummeqqat,тошка́лтыш
403,Leiter::N,majuartarfiit,тошка́лтыш
404,Besen::N,saligutit,ӱштерво́штыр
405,Spaten::N,nivaataq,ко́льмо
406,Schaufel::N,nivaataq,сово́к
407,Schaufel::N,nivaataq,су́ско
408,Gabel::N,qilluaq,ви́лке
409,Gabel::N,ajassaatit,ви́лке
410,Löffel::N,alussaat,па́не
411,Löffel::N,alussaat,совла́
412,Messer::N,savik,кӱ́зӧ
413,Nagel::N,kukik,пуда́
414,Netz::N,anguffaseq,вапш
415,Haken::N,nissik,са́гыле
416,Haken::N,qarsorsaq,са́гыле
417,Haken::N,qarsorsartoq,са́гыле
418,Griff::N,ipi,кыл
419,Schloss::N,illussaarsuaq,кӧгӧ́н
420,Bild::N,assiliaq,сӱре́т
421,Figur::N,kisitsit,фигу́р
422,Puppe::N,inuusaq,курча́к
423,Bündel::N,qilertaq,арша́ш
424,Tasche::N,pooqattaq,сумка́
425,Deckel::N,matu,ко́мдыш
426,Geschirr::N,anut,а́те
427,Tasse::N,tiitorfik,чу́кыр
428,Tasse::N,tiitorfik,чашка́
429,Tasse::N,tiitorfiup ilorlia,чу́кыр
430,Tasse::N,tiitorfiup ilorlia,чашка́
431,Topf::N,qoqqoq,ми́ске
432,Kessel::N,uunnaavik,под
433,Essen::N,igaaq,ко́чкыш
434,Nahrung::N,neqissaq,ку́рго
435,Speise::N,nerisassat,ко́чкыш
436,Fleisch::N,neqi,шыл
437,Getreide::N,maannineq,шу́рно
438,Brot::N,iffit,ки́нде
439,Brot::N,iffiaq,ки́нде
440,Scheibe::N,igalaassiaq,ка́тыш
441,Fett::N,tarnutissaq,коя́
442,Fett::N,tarnutissiaq,коя́
443,Butter::N,punneq,ӱй
444,Öl::N,uulia,ӱй
445,Salz::N,taratsut,шинча́л
446,Suppe::N,qajoq,шӱр
447,Honig::N,tungusunnitsuut,мӱй
448,Milch::N,immuk,шӧр
449,Tee::N,tii,чай
450,Tee::N,teeq,чай
451,Wolle::N,nuersagassiaq,пун
452,Stoff::N,milliaq,куэ́м
453,Stoff::N,milliaq,посто́
454,Stoff::N,qarlissiaq,куэ́м
455,Stoff::N,qarlissiaq,посто́
456,Nadel::N,meqqut,и́ме
457,Faden::N,ujalussiaq,шӱ́ртӧ
458,Knopf::N,attat,по́лдыш
459,Knoten::N,akeroq,пышке́м
460,Knoten::N,qilerneq,пышке́м
461,Farbe::N,qalipaat,чия́
462,Kleidung::N,atisat,чие́м
463,Kleidung::N,atisat,вурге́м
464,Kleidung::N,annoraaq,чие́м
465,Kleidung::N,annoraaq,вурге́м
466,Hemd::N,ilupaaq,ту́выр
467,Kragen::N,qungasiinnaq,сога́
468,Ärmel::N,aaq,шокш
469,Hose::N,qarliit,йола́ш
470,Gürtel::N,qiterut,ӱ́штӧ
471,Gürtel::N,unngersaq,ӱ́штӧ
472,Mütze::N,nasaq,упш
473,Schuh::N,skuu,боти́нке
474,Schuh::N,ikernuk,боти́нке
475,Schuh::N,ateraasaq,боти́нке
476,Stiefel::N,kamik,кем
477,Ring::N,assammiu,шерга́ш
478,Band::N,qilerutissiaq,тасма́
479,Band::N,qilerutissiaq,ле́нте
480,Kamm::N,illaagutit,шерге́
481,Kamm::N,illaajaatit pl.,шерге́
482,Spiegel::N,tarrarsuut,вошто́нчыш
483,Riemen::N,allunaaq,кӱзанӱ́штӧ
484,Schnur::N,kujaaq,кере́м
485,Schnur::N,kujaaq,кандыра́
486,Schnur::N,allunaasaq,кере́м
487,Schnur::N,allunaasaq,кандыра́
488,Leine::N,aleq,вӱра́ҥ
489,Decke::N,qipik,леве́дыш
490,Decke::N,qipik,одея́л
491,Kissen::N,akit,кӱ́пчык
492,Tuch::N,qarlissiaq,шо́выч
493,Handtuch::N,allarut,со́лык
494,Handtuch::N,allarterut,со́лык
495,Kraft::N,pissak,вий
496,Kraft::N,pissak,куа́т
497,Stärke::N,qerattarsaat,куа́т
498,Stärke::N,qerattarsaat,карма́н
499,Gesundheit::N,peqqisusseq,таза́лык
500,Krankheit::N,nappaat,чер
501,Schmerz::N,anniaat,ко́рштыш
502,Wunde::N,iki,су́сыр
503,Fieber::N,nappaat qanimanartoq,йӱштыму́ж
504,Fieber::N,nappaat qanimanartoq,лихора́дке
505,Arznei::N,imigassaq,эм
506,Brücke::N,ikaartarfik,кӱва́р
507,Brunnen::N,tissaluttuliaq,вӱдвыне́м
508,Weide::N,masarsuk,нурше́р
509,Pfad::N,aqqut,йолго́рно
510,Pfad::N,aqqut,сокма́к
511,Weg::N,aggerfik,ко́рно
512,Straße::N,aqqusineq,ко́рно
513,Dorf::N,nunaqarfik,ял
514,Stadt::N,illorpaat,ола́
515,Stadt::N,illorpalik,ола́
516,Brief::N,allagarsiaq,се́рыш
517,Buch::N,atuakkat,книга́
518,Buch::N,mappersagaq,книга́
519,Buchstabe::N,naqinneq,буква́
520,Zeitung::N,aviisi,газе́т
521,Leben::N,inuussuseq,и́лыш
522,Tod::N,toqu,колыма́ш
523,Tod::N,toquneq,колыма́ш
524,Grab::N,iliveq,шӱга́р
525,Grab::N,illissat,шӱга́р
526,Kirche::N,oqaluffik,че́рке
527,Sünde::N,ajorti,су́лык
528,Arbeiter::N,sulisoq,паша́зе
529,Chef::N,ittoqut,тӧра́
530,Meister::N,naalagaq,маста́р
531,Arzt::N,katsorsaasoq,врач
532,Lehrer::N,ilinniartitsisoq,ту́ныктышо
533,Geld::N,aningaasat,окса́
534,Geschäft::N,niuertarfik,сатулыма́ш
535,Laden::N,niuertarfik,ке́выт
536,Preis::N,aki,ак
537,Ware::N,qaliata pii,сату́
538,Ware::N,nioqqutissaq,сату́
539,Nutzen::N,iluaqut,пайда́
540,Welt::N,nunarsuaq,тӱня́
541,Land::N,nuna,эл
542,König::N,kunngi,кугыжа́
543,Macht::N,pissaassuseq,власть
544,Grenze::N,killik,грани́ца
545,Krieg::N,sorsunneq,сар
546,Feind::N,akeraq,тушма́н
547,Feind::N,akerartorti,тушма́н
548,Feind::N,qinngarsuisoq,тушма́н
549,Kampf::N,sorsunneq,кредалма́ш
550,Pfeil::N,qalugiusaq,пикш
551,Gewehr::N,aallaat,пыча́л
552,Fehler::N,kukkuneq,йо́ҥылыш
553,Fehler::N,paarlaappaa,йо́ҥылыш
554,Unglück::N,perluut,эҥге́к
555,Schuld::N,akiitsugaq,тита́к
556,Schuld::N,akiitsugaq,йола́
557,Schuld::N,akiligassaq,тита́к
558,Schuld::N,akiligassaq,йола́
559,Alter::N,utoqqaq,ийго́т
560,Schluss::N,isu,муча́ш
561,Zeit::N,ulloq,жап
562,Zeit::N,ulloq,па́гыт
563,Zeit::N,akuttoqatigiinneq,жап
564,Zeit::N,akuttoqatigiinneq,па́гыт
565,Tag::N,ulloq,ке́че
566,Morgen::N,ullaaq,эр
567,Mittag::N,ulloqeqqa,кечыва́л
568,Abend::N,unnuk,кас
569,Nacht::N,unnuaq,йӱд
570,Woche::N,sapaatip akunnera,арня́
571,Monat::N,qaammat,ты́лзе
572,Jahr::N,ukioq,ий
573,Frühling::N,upernaaq,шо́шо
574,Sommer::N,aasaq,кеҥе́ж
575,Herbst::N,ukiaq,шы́же
576,Winter::N,ukioq,те́ле
577,Januar::N,siulleeq,шоркыйол
578,Januar::N,siulleeq,идалыкву́й
579,Januar::N,siulleeq,янва́рь
580,Januar::N,qaammaliaq,шоркыйол
581,Januar::N,qaammaliaq,идалыкву́й
582,Januar::N,qaammaliaq,янва́рь
583,Februar::N,aarlaat,пургыж
584,Februar::N,aarlaat,февра́ль
585,März::N,marsi,ӱярня
586,März::N,marsi,март
587,März::N,martsi,ӱярня
588,März::N,martsi,март
589,Mai::N,maaji,ага
590,Mai::N,maaji,май
591,Juni::N,juuni,пеледыш
592,Juni::N,juuni,ию́нь
593,Juli::N,juuli,сӱрем
594,Juli::N,juuli,ию́ль
595,August::N,aggusti,сорла
596,August::N,aggusti,агарма́н
597,August::N,aggusti,а́вгуст
598,September::N,septembari,идым
599,September::N,septembari,сентя́брь
600,Oktober::N,oktobari,шыжа
601,Oktober::N,oktobari,октя́брь
602,November::N,novembari,кылме тылзе
603,November::N,novembari,ноя́брь
604,Dezember::N,detsembari,дека́брь
605,Montag::N,ataasinngortoq,шо́чмо
606,Dienstag::N,marlunngorneq,ку́шкыжмо
607,Mittwoch::N,pingasunngorneq,вӱрге́че
608,Donnerstag::N,sisamanngorneq,изарня́
609,Freitag::N,tallimanngorneq,кугарня́
610,Samstag::N,arfininngorneq,шуматке́че
611,Sonntag::N,sapaat,рушарня́
612,Sonntag::N,sapaati,рушарня́
613,groß::A,angivoq,кугу́
614,klein::A,mikivoq,изи́
615,lang::A,takisooq,кужу́
616,kurz::A,naatsoq,кӱ́чык
617,breit::A,silippoq,кумда́
618,schmal::A,amitsoq,а́ҥысыр
619,dicht::A,torsusooq,ну́гыдо
620,dick[Gegenstand]::A,issuvoq,кӱ́жгӧ
621,dick[Gegenstand]::A,issusooq,кӱ́жгӧ
622,dünn::A,amitsoq,ви́чкыж
623,fein::A,mamarpoq,ты́гыде
624,fest::A,tangeqarpoq,чо́ткыдо
625,flach::A,nalimmappoq,лапка́
626,glatt::A,quasak,яклака́
627,hart::A,mattusooq,пе́ҥгыде
628,hart::A,manngerpoq,пе́ҥгыде
629,hart::A,titeqquluppoq,пе́ҥгыде
630,weich::A,nerumaarpoq,пу́шкыдо
631,rund::A,ammallorippoq,йырге́шке
632,spitz::A,qummukujooq,коша́р
633,scharf::A,ipippoq,пӱ́сӧ
634,stumpf::A,anngerpoq,токма́к
635,schwer::A,oqimaappoq,не́ле
636,schön::A,kusanarpoq,сы́лне
637,heiß::A,kiappoq,шо́кшо
638,warm::A,oqorpoq,ле́ве
639,kalt::A,issippoq,йӱ́штӧ
640,kühl::A,pueqqortippoq,юа́лге
641,kühl::A,pueqqortippoq,южгата́
642,feucht::A,isugutavoq,вӱ́дыжгӧ
643,feucht::A,qaasernarpoq,вӱ́дыжгӧ
644,nass::A,imerorpoq,нӧ́рӧ
645,trocken::A,panerpoq,ку́кшо
646,voll::A,ulikkaarpoq,тич
647,leer::A,imaattuarpoq,яра́
648,offen::A,ammavoq,виш
649,geschlossen::A,matuvoq,пе́тырыме
650,geschlossen::A,matuvoq,тӱ́чмӧ
651,sauber::A,eqqippoq,ару́
652,sauber::A,eqqippoq,янда́р
653,sauber::A,sukuluippoq,ару́
654,sauber::A,sukuluippoq,янда́р
655,sauber::A,ipeqanngilaq,ару́
656,sauber::A,ipeqanngilaq,янда́р
657,schmutzig::A,tapappoq,лавыра́н
658,schmutzig::A,tapappoq,ла́выргыше
659,schmutzig::A,minguppoq,лавыра́н
660,schmutzig::A,minguppoq,ла́выргыше
661,roh::A,aapavoq,кӱ́чымӧ
662,reif::A,qaarulerpoq,лӧза́
663,süß::A,tungusunnippoq,ше́ре
664,bitter::A,qasilippoq,ко́чо
665,hell::A,qaamavoq,во́лгыдо
666,dunkel::A,qernerpoq,пычке́мыш
667,schwarz::A,qernerpoq,шола́
668,weiß::A,qaqorpoq,ош
669,rot::A,aappaluppoq,йошка́р
670,gelb::A,sungaarpoq,сар
671,blau::A,tungujorpoq,ка́нде
672,grün::A,qorsooqqippoq,ужа́р
673,grau::A,qaserpoq,сур
674,billig::A,akikippoq,шу́лдо
675,wertvoll::A,erlinnarpoq,шергака́н
676,blind::A,tappiippoq,со́кыр
