,Concept_ID,vep,fa
167,Bau::N,uru,ساختمان
168,Tier::N,živat,هیوان
169,Herde::N,kogo,رمه
170,Kuh::N,lehm,گاو
171,Bulle::N,härg,گاو نر
172,Pferd::N,hebo,اسب
173,Schaf::N,lambaz,گوسفند
174,Schwein::N,siga,خوک
175,Hund::N,koir,سگ
176,Katze::N,kaži,گربه
177,Bär::N,kondi,خرس
178,Eichhörnchen::N,orav,سنجاب
179,Elch::N,hirb',گوزن شمالی
180,Fuchs::N,reboi,روباه
181,Hase::N,jäniš,خرگوش
182,Maus::N,hir',موش
183,Wolf::N,händikaz,گرگ
184,Vogel::N,lind,پرنده
185,Schwarm::N,parveh,دسته
186,Huhn::N,kana,مرغ
187,Hahn::N,kukoi,خروس
188,Gans::N,hanh',غاز
189,Adler::N,orl,عقاب
190,Ente::N,sorz,اردک
191,Ente::N,sorz,مرغابی
192,Eule::N,hir'pulo,جغد
193,Kranich::N,kurg,درنا
194,Krähe::N,variš,زاغ
195,Krähe::N,variš,کلاغ
196,Kuckuck::N,kägi,فاخته
197,Schwan::N,joucen,قو
198,Fisch::N,kala,ماهی
199,Barsch::N,ahven,ماهی خاردار
200,Hecht::N,haug',اردک ماهی
201,Schlange[Tier]::N,kü,مار
202,Schlange[Tier]::N,mado,مار
203,Wurm::N,mado,کرم
204,Spinne::N,hämähouk,عنکبوت
205,Ameise::N,murahaine,مورچه
206,Laus::N,täi,شپش
207,Mücke::N,säs'k,پشه
208,Fliege::N,kärbhaine,مگس
209,Schmetterling::N,lipkaine,پروانه
210,Beere::N,marj,گیله
211,Apfel::N,jablok,سیب
212,Pilz::N,sen',قارچ
213,Pilz::N,babuk,قارچ
214,Zwiebel::N,lauk,پیاز
215,Saat::N,semned,بذر
216,Korn::N,jüvä,تخم
217,Korn::N,jüvä,دانه
218,Korn::N,vill',تخم
219,Korn::N,vill',دانه
220,Heu::N,hein,علف خشک
221,Schale::N,kor',پوست
222,Grube::N,kop,گودال
223,Falle::N,rida,دام
224,Schlinge::N,rihm,حلقه
225,Spur::N,jäl'g,رد
226,Asche::N,tuhk,خاکستر
227,Dreck::N,redu,کثافت
228,Dreck::N,pačak,کثافت
229,Eisen::N,raud,آهن
230,Gold::N,kuld,زر
231,Gold::N,kuld,طلا
232,Silber::N,hobed,نقره
233,Kohle::N,hil',زغال
234,Glas::N,stökol,شیشه
235,Lehm::N,savi,گل
236,Sand::N,lete,شن
237,Sand::N,lete,ماسه
238,Mensch::N,mez',آدم
239,Mensch::N,mez',انسان
240,Mensch::N,ristit,آدم
241,Mensch::N,ristit,انسان
242,Mann::N,mez',مرد
243,Frau::N,naine,زن
244,Kind::N,laps',بچه
245,Kind::N,laps',کودک
246,Junge::N,poig,پسر
247,Junge::N,prihaine,پسر
248,Mädchen::N,neičukaine,دختر
249,Familie::N,kanz,فامیل
250,Familie::N,kanz,خانواده
251,Familie::N,pereh,فامیل
252,Familie::N,pereh,خانواده
253,Großvater::N,ded,پدربزرگ
254,Großmutter::N,bab,مادر‌بزرگ
255,Eltern::N,vanhembad,والدین
256,Eltern::N,vanhembad,پدر‌و‌مادر
257,Eltern::N,kazvatajad,والدین
258,Eltern::N,kazvatajad,پدر‌و‌مادر
259,Vater::N,tat,پدر
260,Mutter::N,mam,مادر
261,Sohn::N,poig,پسر
262,Tochter::N,tütär,دختر
263,Bruder::N,veik,برادر
264,Bruder::N,vell',برادر
265,Schwester::N,čiža,خواهر
266,Schwester::N,sizar,خواهر
267,Onkel::N,däd',عمو
268,Onkel::N,däd',دایی
269,Tante::N,tädi,عمه
270,Tante::N,tädi,خاله
271,Ehemann::N,mužik,همسر
272,Ehefrau::N,ak,همسر
273,Freude::N,ilo,شادی
274,Freude::N,ihastuz,شادی
275,Gelächter::N,nagr,خنده
276,Gelächter::N,nagr,قاه‌قاه
277,Glück::N,oza,اقبال
278,Kummer::N,gor'a,غم
279,Kummer::N,gor'a,غصه
280,Wunsch::N,taht,آرزو
281,Lust::N,himo,هوس
282,Geist::N,heng,روح
283,Gedanke::N,meletuz,فکر
284,Gedächtnis::N,mušt,حافظه
285,Verstand::N,mel',هوش
286,Sinn::N,jüvä,معنا
287,Sinn::N,jüvä,مفهوم
288,Grund::N,sü,سبب
289,Grund::N,sü,دلیل
290,Wahrheit::N,tozi,حقیقت
291,Gespräch::N,lodu,صحبت
292,Gespräch::N,lodu,گفتگو
293,Gespräch::N,pagin,صحبت
294,Gespräch::N,pagin,گفتگو
295,Märchen::N,sarn,قصه
296,Märchen::N,sarn,افسانه
297,Erzählung::N,sanutez,داستان
298,Nachricht::N,tedotuz,خبر
299,Neuigkeit::N,uzištuz,خبر تازه
300,Name::N,nimi,اسم
301,Rätsel::N,ozoitez,معما
302,Rede::N,pagin,سخن
303,Rede::N,sanad,سخن
304,Sprache::N,kel',زبان
305,Stimme::N,än',صدا
306,Wort::N,sana,کلمه
307,Zeichen::N,znam,نشان
308,Zeichen::N,znam,علامت
309,Ruf::N,kida,صدا
310,Ruf::N,kucund,صدا
311,Lärm::N,judu,هیاهو
312,Laut::N,kulund,صدا
313,Ton::N,kulund,آهنگ
314,Lied::N,pajo,آواز
315,Lied::N,pajo,ترانه
316,Ruhe::N,lebu,آرامش
317,Leute::N,rahvaz,مردم
318,Volk::N,rahvaz,خلق
319,Arbeit::N,tö,کار
320,Arbeit::N,rad,کار
321,Gast::N,adiv,مهمان
322,Geschenk::N,lahj,هدیه
323,Spiel::N,vänd,بازی
324,Gesellschaft::N,sebr,جمعیت
325,Hilfe::N,abu,کمک
326,Freund::N,sebranik,دوست
327,Kamerad::N,sebranik,رفیق
328,Angelegenheit::N,azj,امر
329,Angelegenheit::N,azj,قضیه
330,Anzahl::N,lugu,عده
331,Anzahl::N,lugu,شمار
332,Art::N,rod,نوع
333,Art::N,rodsugu,نوع
334,Stück::N,pala,تکه
335,Stück::N,pala,قطعه
336,Stück::N,supal,تکه
337,Stück::N,supal,قطعه
338,Teil::N,pala,بخش
339,Teil::N,pala,قسمت
340,Hälfte::N,pol',نیم
341,Kreis::N,ümbruz,حلقه
342,Kreis::N,ümbruz,دایره
343,Kreis::N,kehkruz,حلقه
344,Kreis::N,kehkruz,دایره
345,Kreuz::N,rist,صلیب
346,Linie::N,pird,خط
347,Linie::N,pird,سطر
348,Strich::N,pird,خط
349,Abstand::N,keskust,فاصله
350,Entfernung::N,matk,مسافت
351,Gegend::N,taho,منطقه
352,Platz::N,avaruz',گنجایش
353,Ort::N,koht,جا
354,Ort::N,koht,محل
355,Ort::N,koht,مکان
356,Seite::N,pol',طرف
357,Seite::N,kül'g,طرف
358,Mitte::N,kesk,وسط
359,Mitte::N,kesk,میان
360,Gegenstand::N,kalu,چیز
361,Sache::N,azj,چیز
362,Rand::N,röun,کنار
363,Rand::N,röun,حاشیه
364,Kante::N,röun,لبه
365,Ecke::N,saum,گوشه
366,Spitze::N,agjaine,سر
367,Spitze::N,agjaine,نوک
368,Ende::N,agj,ته
369,Ende::N,agj,آخر
370,Loch::N,reig,سوراخ
371,Winkel::N,čoga,کنج
372,Winkel::N,saum,کنج
373,Muster::N,kirjam,نقش
374,Größe::N,suruz',قد
375,Größe::N,suruz',بزرگی
376,Länge::N,piduz,طول
377,Höhe::N,korktuz',بلندی
378,Gewicht::N,jügu,وزن
379,Gewicht::N,vedäduz,وزن
380,Menge::N,äjüz',مقدار
381,Menge::N,äjüz',اندازه
382,Haufen::N,kogo,توده
383,Reihe::N,rivi,ردیف
384,Boot::N,veneh,قایق
385,Ruder::N,air,پارو
386,Schlitten::N,regi,سورتمه
387,Schlitten::N,regut,سورتمه
388,Ski::N,suks',اسکی
389,Lagerfeuer::N,nodj,آتش
390,Lagerfeuer::N,pažag,آتش
391,Last::N,jüguz,بار
392,Last::N,jüguz,سنگینی
393,Gang::N,astund,راه رفتن
394,Schritt::N,hašk,قدم
395,Norden::N,pohjoine,شمال
396,Süden::N,suvi,جنوب
397,Westen::N,päivlaskm,غرب
398,Osten::N,päivnouzm,شرق
399,Holz::N,pu,چوب
400,Brett::N,laud,تخته
401,Platte::N,keitim,صفحه
402,Stütze::N,tugi,تکیه
403,Stange::N,arz',میله
404,Stock::N,kalu,چوب
405,Stab::N,seibaz,عصا
406,Rohr::N,torv,لوله
407,Haus::N,pert',منزل
408,Heim::N,kodi,خانه
409,Heim::N,kodi,کاشانه
410,Ofen::N,päč,بخاری
411,Fußboden::N,lava,کف اتاق
412,Tisch::N,laud,میز
413,Tisch::N,stal'c,میز
414,Stuhl::N,ištim,صندلی
415,Wiege::N,kätte,گهواره
416,Bett::N,sija,تختخواب
417,Bett::N,magaduzsija,تختخواب
418,Regal::N,palič,قفسه
419,Kiste::N,mülütim,صندوق
420,Fenster::N,ikun,پنجره
421,Tür::N,uks',در
422,Tür::N,uks',درب
423,Tor::N,verai,دروازه
424,Zaun::N,aid,حصار
425,Dach::N,katuz,بام
426,Leiter::N,pordhad,نردبان
427,Besen::N,lud,جارو
428,Besen::N,vast,جارو
429,Spaten::N,labid,بیل
430,Schaufel::N,labid,بیل
431,Schaufel::N,labid,پارو
432,Gabel::N,hangoine,چنگال
433,Löffel::N,luzik,قاشق
434,Messer::N,veič,کارد
435,Nagel::N,nagl,میخ
436,Netz::N,verk,تور
437,Netz::N,verk,شبکه
438,Haken::N,kouk,قلاب
439,Griff::N,kägä,دسته
440,Griff::N,varz',دسته
441,Schloss::N,lukkol,قفل
442,Bild::N,kuva,عکس
443,Bild::N,kuva,تصویر
444,Figur::N,figur,تندیس
445,Puppe::N,tätüine,عروسک
446,Beutel::N,havad,کیسه
447,Bündel::N,toppaz,بسته
448,Bündel::N,käč,بسته
449,Tasche::N,sumk,کیف
450,Eimer::N,vädr,سطل
451,Deckel::N,katuz,در
452,Geschirr::N,astii,ظرف
453,Sack::N,havad,گونی
454,Tasse::N,čašk,فنجان
455,Topf::N,pada,دیگ
456,Topf::N,pada,قابلمه
457,Kessel::N,katil,دیگ
458,Essen::N,sönd,خوراک
459,Nahrung::N,söm,غذا
460,Speise::N,sömine,خوراک
461,Fleisch::N,liha,گوشت
462,Getreide::N,vill',غله
463,Brei::N,pudr,فرنی
464,Brei::N,pudr,حریره
465,Brot::N,leib,نان
466,Scheibe::N,bibaleh,قاچ
467,Scheibe::N,bibaleh,لزگه
468,Scheibe::N,šlik,قاچ
469,Scheibe::N,šlik,لزگه
470,Fett::N,razv,چربی
471,Butter::N,voi,کره
472,Öl::N,voi,روغن
473,Salz::N,sol,نمک
474,Suppe::N,lem',آش
475,Suppe::N,lem',سوپ
476,Suppe::N,keitoz,آش
477,Suppe::N,keitoz,سوپ
478,Honig::N,mezi,عسل
479,Milch::N,maid,شیر
480,Tee::N,čai,چای
481,Leder::N,nahk,چرم
482,Wolle::N,vill,پشم
483,Stoff::N,kangaz,پارچه
484,Nadel::N,negl,سوزن
485,Faden::N,nit',نخ
486,Knopf::N,nübl',دکمه
487,Knoten::N,sol'm,گره
488,Farbe::N,muju,رنگ
489,Kleidung::N,sobad,لباس
490,Kleidung::N,sobad,پوشاک
491,Hemd::N,paid,پیراهن
492,Kragen::N,kagluz,یقه
493,Ärmel::N,hijam,آستین
494,Hose::N,štanad,شلوار
495,Gürtel::N,vö,کمر‌بند
496,Mütze::N,šapuk,کلاه
497,Schuh::N,keng',کفش
498,Stiefel::N,sapug,چکمه
499,Ring::N,rengaz,حلقه
500,Ring::N,rengaz,انگشتر
501,Band::N,lentaine,نوار
502,Band::N,lentaine,روبان
503,Kamm::N,suga,شانه
504,Spiegel::N,zerkol,آینه
505,Riemen::N,vö,تسمه
506,Schnur::N,nor,ریسمان
507,Leine::N,talutimnor,قلاده
508,Decke::N,sijakatuz,پتو
509,Kissen::N,pöluz,بالش
510,Tuch::N,paik,شال
511,Handtuch::N,käzipaik,حوله
512,Kraft::N,vägi,نیرو
513,Stärke::N,vahvuz',زور
514,Gesundheit::N,tervhuz,سلامتی
515,Gesundheit::N,tervhuz,تندرستی
516,Krankheit::N,läžund,بیماری
517,Schmerz::N,kibu,درد
518,Wunde::N,čapatez,زخم
519,Fieber::N,säru,تب
520,Arznei::N,zel'l',دارو
521,Brücke::N,sild,پل
522,Brunnen::N,kaiv,چاه
523,Weide::N,omaluine,چراگاه
524,Pfad::N,tehut,راه
525,Weg::N,te,راه
526,Weg::N,te,طریق
527,Straße::N,te,راه
528,Straße::N,te,جاده
529,Dorf::N,külä,ده
530,Dorf::N,külä,روستا
531,Stadt::N,lidn,شهر
532,Brief::N,kirjeine,نامه
533,Buch::N,kirj,کتاب
534,Buchstabe::N,kirjam,حرف
535,Zeitung::N,lehtez,روزنامه
536,Leben::N,elo,عمر
537,Leben::N,elo,زندگی
538,Tod::N,surm,مرگ
539,Grab::N,kaum,گور
540,Grab::N,kaum,مزار
541,Kirche::N,jumalanpert',کلیسا
542,Sünde::N,grähk,بزه
543,Sünde::N,grähk,گناه
544,Gott::N,jumal,خدا
545,Arbeiter::N,radnik,کارگر
546,Chef::N,pämez',رئیس
547,Meister::N,mastar,استاد
548,Arzt::N,lekar',پزشک
549,Lehrer::N,opendai,معلم
550,Lehrer::N,opendai,آموزگار
551,Geld::N,rahad,پول
552,Geschäft::N,biznes,کار
553,Geschäft::N,biznes,بیزنس
554,Laden::N,lauk,دکان
555,Laden::N,lauk,مغازه
556,Preis::N,arv,بها
557,Preis::N,arv,قیمت
558,Ware::N,tavar,جنس
559,Ware::N,tavar,کالا
560,Nutzen::N,liža,مزیت
561,Nutzen::N,liža,امتیاز
562,Reichtum::N,kodielo,مال
563,Reichtum::N,kodielo,ثروت
564,Reichtum::N,kal'huz',مال
565,Reichtum::N,kal'huz',ثروت
566,Welt::N,mail'm,دنیا
567,Land::N,ma,کشور
568,Land::N,ma,مملکت
569,Staat::N,valdkund,دولت
570,König::N,kunigaz,شاه
571,König::N,kunigaz,پادشاه
572,Macht::N,vald,قدرت
573,Macht::N,vald,اختیار
574,Grenze::N,röun,مرز
575,Krieg::N,soda,جنگ
576,Feind::N,vihanik,دشمن
577,Feind::N,vastustai,دشمن
578,Gewalt::N,vägivald,زور
579,Gewalt::N,vägivald,خشونت
580,Kampf::N,tora,نبرد
581,Kampf::N,tora,مبارزه
582,Bogen[Waffe]::N,taug,کمان
583,Pfeil::N,nol,تیر
584,Gewehr::N,oružj,تفنگ
585,Fehler::N,viga,غلط
586,Fehler::N,viga,اشتباه
587,Lüge::N,kelastuz,دروغ
588,Schaden::N,pahuz',آسیب
589,Schaden::N,pahuz',خسارت
590,Unglück::N,bed,بلا
591,Unglück::N,gor'a,بلا
592,Schuld::N,värhuz',گناه
593,Schuld::N,värhuz',تقصیر
594,Alter::N,igä,سن
595,Alter::N,igä,عمر
596,Schluss::N,lop,انتها
597,Zeit::N,aig,وقت
598,Zeit::N,aig,زمان
599,Tag::N,päiv,روز
600,Morgen::N,homendez,صبح
601,Mittag::N,keskpäiv,ظهر
602,Abend::N,eht,شب
603,Abend::N,eht,عصر
604,Nacht::N,ö,شب
605,Woche::N,nedal',هفته
606,Monat::N,ku,ماه
607,Jahr::N,voz',سال
608,Frühling::N,keväz',بهار
609,Sommer::N,keza,تابستان
610,Herbst::N,sügüz',پاییز
611,Winter::N,tal'v,زمستان
612,Januar::N,viluku,ژانویه
613,Februar::N,uhoku,فوریه
614,März::N,keväz'ku,مارس
615,April::N,sulaku,آوریل
616,Mai::N,semendku,مه
617,Juni::N,kezaku,ژوئن
618,Juli::N,heinku,ژویه
619,August::N,eloku,اوت
620,September::N,sügüz'ku,سپتامبر
621,Oktober::N,reduku,اکتبر
622,November::N,kül'mku,نوامبر
623,Dezember::N,tal'vku,دسامبر
624,Montag::N,ezmärg,دو‌شنبه
625,Dienstag::N,tožnarg,سه‌شنبه
626,Mittwoch::N,koumanz'päiv,چهار‌شنبه
627,Donnerstag::N,nellänz'päiv,پنج شنبه
628,Freitag::N,pätnič,جمعه
629,Freitag::N,videnz'päiv,جمعه
630,Samstag::N,sobat,شنبه
631,Sonntag::N,pühäpäiv,یکشنبه
632,groß::A,sur',بزرگ
633,groß::A,järed,بزرگ
634,klein::A,pen',کوچک
635,klein::A,pičuine,کوچک
636,lang::A,pit'k,بلند
637,kurz::A,lühüd,کوتاه
638,breit::A,leved,پهن
639,schmal::A,kaid,تنگ
640,schmal::A,kaid,نازک
641,dicht::A,tihed,چگال
642,dicht::A,tihed,انبوه
643,dick[Gegenstand]::A,paks,ضخیم
644,dünn::A,hoik,نازک
645,fein::A,hen,ریز
646,fein::A,hen,باریک
647,fest::A,luja,محکم
648,fest::A,ninev,محکم
649,flach::A,lapak,صاف
650,flach::A,lapak,مسطح
651,glatt::A,siled,لیز
652,hart::A,kova,سفت
653,weich::A,pehmed,نرم
654,weich::A,pehmed,ملایم
655,rund::A,kehker,گرد
656,spitz::A,nügu,تیز
657,spitz::A,nügu,نوک‌تیز
658,spitz::A,terav,تیز
659,spitz::A,terav,نوک‌تیز
660,scharf::A,terav,تیز
661,scharf::A,terav,برنده
662,stumpf::A,tül'c,کند
663,schwer::A,jüged,سنگین
664,schön::A,čoma,زیبا
665,heiß::A,räk,داغ
666,warm::A,läm',گرم
667,kalt::A,vilu,سرد
668,kühl::A,raibak,خنک
669,kühl::A,viluhk,خنک
670,frisch::A,lahed,تازه
671,feucht::A,neps,مرطوب
672,feucht::A,toreh,مرطوب
673,nass::A,märg,تر
674,nass::A,märg,خیش
675,trocken::A,kuiv,خشک
676,voll::A,täuz',پر
677,leer::A,joudai,خالی
678,offen::A,avoin,باز
679,offen::A,avol'jaine,باز
680,geschlossen::A,saubaline,بسته
681,sauber::A,puhtaz,پاک
682,sauber::A,puhtaz,تمیز
683,schmutzig::A,redukaz,کثیف
684,schmutzig::A,redukaz,آلوده
685,roh::A,rohk,خام
686,roh::A,toreh,خام
687,reif::A,küps,رسیده
688,lecker::A,magukaz,لذیذ
689,lecker::A,magukaz,خوشمزه
690,süß::A,maged,شیرین
691,bitter::A,karged,تلخ
692,sauer::A,muiged,ترش
693,hell::A,kirkas,روشن
694,hell::A,valgei,روشن
695,dunkel::A,pimed,تاریک
696,schwarz::A,must,سیاه
697,weiß::A,vauged,سفید
698,rot::A,rusked,سرخ
699,rot::A,rusked,قرمز
700,gelb::A,pakuine,زرد
701,blau::A,sinine,آبی
702,grün::A,vihand,سبز
703,grau::A,hahk,طوسی
704,grau::A,hahk,خاکستری
705,bunt::A,kirjav,رنگارنگ
706,billig::A,odav,ارزان
707,teuer::A,kalliž,گران
708,wertvoll::A,arvokas,قیمتی
709,wertvoll::A,arvokas,گرانبها
710,blind::A,soged,کور
711,blind::A,soged,نابینا
712,taub::A,kurdiž,کر
713,taub::A,kurdiž,ناشنوا
714,kräftig::A,vägev,قوی
715,stark::A,vahv,قوی
716,stark::A,vahv,نیرومند
717,stark::A,vägekaz,قوی
718,stark::A,vägekaz,نیرومند
719,schwach::A,väll',ضعیف
720,fett::A,razvakaz,چرب
721,schlank::A,kapos,باریک‌اندام
722,hübsch::A,čoma,قشنگ
723,hübsch::A,čoma,خوشگل
724,böse::A,äred,بد
725,böse::A,käred,بد
726,dumm::A,el'getoi,احمق
727,faul::A,lašk,لش
728,faul::A,lašk,تنبل
729,fleißig::A,radonnavedii,زرنگ
730,geizig::A,ažlak,خسیس
731,klug::A,melev,عاقل
732,klug::A,melev,باهوش
733,klug::A,melekaz,عاقل
734,klug::A,melekaz,باهوش
735,geschickt::A,mahtokaz,ماهر
736,lieb::A,izo,عزیز
737,lieb::A,sula,عزیز
738,lustig::A,ilokaz,شاد
739,lustig::A,ilokaz,خوشحال
740,sanft::A,laskav,لطیف
741,hungrig::A,näl'ghine,گرسنه
742,krank::A,läžui,مریض
743,krank::A,läžui,بیمار
744,nackt::A,alastoi,لخت
745,nackt::A,alastoi,برهنه
746,traurig::A,opalahine,غمگین
747,lebendig::A,eläb,زنده
748,gut::A,hüvä,خوب
749,schlecht::A,huba,بد
750,richtig::A,oiged,درست
751,schlimm::A,paha,وخيم
752,wahr::A,todesine,درست
753,wahr::A,todesine,حقیقی
754,alt::A,vanh,کهنه
755,neu::A,uz',نو
756,ehemalig::A,edeline,قبلی
757,alt[Lebewesen]::A,ravaz,پیر
758,jung::A,nor',جوان
759,arm::A,gol'l',فقیر
760,reich::A,elokaz,پولدار
761,reich::A,elokaz,ثروتمند
762,bekannt::A,tutab,آشنا
763,bekannt::A,tutab,معلوم
764,berühmt::A,tetab,مشهور
765,fremd::A,veraz,خارجی
766,fremd::A,veraz,بیگانه
767,verschieden::A,erazvuitte,مختلف
768,verschieden::A,erazvuitte,متفاوت
769,nah::A,läheline,نزدیک
770,fern::A,edahaine,دور
771,linker::A,hura,چپ
772,rechter::A,oiged,راست
773,anderer::A,toine,دیگر
774,erster::A,ezmäine,اول
775,zweiter::A,toine,دوم
776,dritter::A,koumanz',سوم
777,letzter::A,jäl'gmäine,آخر
778,allein::ADV,üksnäze,تنها
779,auf einmal::ADV,ühten aigan,همزمان
780,zusammen::ADV,ühtes,باهم
781,lange::ADV,hätken,مدت‌ها
782,lange::ADV,hätken,مدت زیادی
783,plötzlich::ADV,äkkid,ناگهان
784,sofort::ADV,kerdalaz,فوراً
785,später::ADV,möhemba,بعدها
786,jetzt::ADV,nügüd',حالا
787,jetzt::ADV,nügüd',اکنون
788,heute::ADV,tämbei,امروز
789,morgen::ADV,homen,فردا
790,bald::ADV,pigai,زود
791,bald::ADV,pigai,بزودی
792,dann::ADV,sid',سپس
793,dann::ADV,sid',آنوقت
794,gestern::ADV,eglai,دیروز
795,einst::ADV,ende,وقتی
796,einst::ADV,ende,زمانی
797,einst::ADV,kerdan,وقتی
798,einst::ADV,kerdan,زمانی
799,damals::ADV,siloi,آنوقت
800,damals::ADV,siloi,آنزمان
801,danach::ADV,sid',بعد
802,vorher::ADV,ende,قبلاً
803,zuerst::ADV,ezmäi,اول
804,zuerst::ADV,ezmäi,ابتداء
805,einmal::ADV,kerdan,یکدفعه
806,manchmal::ADV,erašti,گاهی
807,manchmal::ADV,erašti,بعضی اوقات
808,oft::ADV,paksus,اغلب
