,Concept_ID,he,it
515,Weide::N,אחו,pàscolo
516,Weide::N,מרעה,pàscolo
517,Pfad::N,שביל,sentiero
518,Pfad::N,מדרכה,sentiero
519,Weg::N,דרך,via
520,Weg::N,דרך,cammino
521,Straße::N,כביש,strada
522,Dorf::N,כפר,paese
523,Dorf::N,כפר,villaggio
524,Stadt::N,עיר,città
525,Brief::N,מכתב,lèttera
526,Buch::N,ספר,libro
527,Buchstabe::N,אות,lèttera
528,Zeitung::N,עתון,giornale
529,Leben::N,חיים,vita
530,Tod::N,מות,morte
531,Grab::N,קבר,tomba
532,Grab::N,קבר,sepolcro
533,Kirche::N,כנסיה,chiesa
534,Sünde::N,חטא,peccato
535,Gott::N,אל,dio
536,Arbeiter::N,פועל,operaio
537,Arbeiter::N,פועל,lavoratore
538,Chef::N,ראש,capo
539,Chef::N,ראש,padrone
540,Chef::N,מנהל,capo
541,Chef::N,מנהל,padrone
542,Meister::N,ממחה,mastro
543,Meister::N,ממחה,maestro
544,Arzt::N,רופא,mèdico
545,Arzt::N,רופא,dottore
546,Lehrer::N,מורה,professore
547,Geld::N,כסף,soldi
548,Geld::N,כסף,denaro
549,Geschäft::N,עסקה,affare
550,Geschäft::N,עסקה,negozio
551,Laden::N,חנות,negozio
552,Preis::N,מחיר,prezzo
553,Ware::N,סחורה,merce
554,Nutzen::N,תועלת,ùtile
555,Nutzen::N,תועלת,profitto
556,Reichtum::N,עשר,ricchezza
557,Welt::N,עולם,mondo
558,Land::N,ארץ,paese
559,Staat::N,מדינה,Stato
560,König::N,מלך,re
561,Macht::N,כוח,potere
562,Grenze::N,גבול,confine
563,Grenze::N,גבול,frontiera
564,Krieg::N,מלחמה,guerra
565,Feind::N,אויב,nemico
566,Gewalt::N,אלימות,violenza
567,Kampf::N,קרב,lotta
568,Kampf::N,לחימה,lotta
569,Bogen[Waffe]::N,קשת,arco
570,Pfeil::N,חץ,freccia
571,Gewehr::N,רובה,fucile
572,Fehler::N,טעות,errore
573,Fehler::N,טעות,sbaglio
574,Lüge::N,שקר,bugìa
575,Lüge::N,שקר,menzogna
576,Schaden::N,נזק,danno
577,Unglück::N,מזל רע,sfortuna
578,Schuld::N,אשמה,colpa
579,Alter::N,גיל,età
580,Schluss::N,סיום,fine
581,Zeit::N,זמן,tempo
582,Tag::N,יום,giorno
583,Tag::N,יום,giornata
584,Morgen::N,בקר,mattina
585,Mittag::N,צהרים,mezzogiorno
586,Abend::N,ערב,sera
587,Abend::N,ערב,serata
588,Nacht::N,לילה,notte
589,Woche::N,שבוע,settimana
590,Monat::N,חדש,mese
591,Jahr::N,שנה,anno
592,Frühling::N,אביב,primavera
593,Sommer::N,קיץ,estate
594,Herbst::N,סתו,autunno
595,Winter::N,חרף,inverno
596,Januar::N,ינואר,gennaio
597,Februar::N,פברואר,febbraio
598,März::N,מרץ,marzo
599,April::N,אפריל,aprile
600,Mai::N,מאי,maggio
601,Juni::N,יוני,giugno
602,Juli::N,יולי,luglio
603,August::N,אוגוסט,agosto
604,September::N,ספטמבר,settembre
605,Oktober::N,אוקטובר,ottobre
606,November::N,נובמבר,novembre
607,Dezember::N,דצמבר,dicembre
608,Montag::N,יום שני,lunedì
609,Dienstag::N,יום שלישי,martedì
610,Mittwoch::N,יום רביעי,mercoledì
611,Donnerstag::N,יום חמישי,giovedì
612,Freitag::N,יום ששי,venerdì
613,Samstag::N,יום שבת,sàbato
614,Sonntag::N,יום ראשון,domenica
615,groß::A,גדול,grande
616,klein::A,קטן,pìccolo
617,lang::A,ארך,lungo
618,kurz::A,קצר,corto
619,breit::A,רחב,largo
620,schmal::A,צר,stretto
621,dicht::A,צפוף,denso
622,dick[Gegenstand]::A,עבה,spesso
623,dünn::A,דק,sottile
624,fein::A,מעדן,fine
625,fein::A,מעדן,delicato
626,fest::A,מוצק,sodo
627,fest::A,מוצק,fisso
628,flach::A,שטוח,piano
629,flach::A,שטוח,piatto
630,glatt::A,חלק,liscio
631,hart::A,קשיח,duro
632,weich::A,רך,molle
633,rund::A,עגל,rotondo
634,spitz::A,חד,aguzzo
635,spitz::A,חד,appuntito
636,scharf::A,חד,affilato
637,scharf::A,חד,tagliente
638,stumpf::A,קהה,smussato
639,schwer::A,כבד,pesante
640,schön::A,יפה,bello
641,heiß::A,חם,caldo
642,heiß::A,חם,bollente
643,warm::A,חם,caldo
644,kalt::A,קר,freddo
645,kühl::A,צונן,fresco
646,frisch::A,טרי,fresco
647,feucht::A,לח,ùmido
648,nass::A,רטוב,bagnato
649,trocken::A,יבש,secco
650,voll::A,מלא,pieno
651,leer::A,ריק,vuoto
652,offen::A,פתוח,aperto
653,geschlossen::A,סגור,chiuso
654,sauber::A,נקי,netto
655,sauber::A,נקי,pulito
656,schmutzig::A,מלכלך,sporco
657,schmutzig::A,מלכלך,sùdicio
658,roh::A,חי,crudo
659,reif::A,בשל,maturo
660,lecker::A,טעים,ghiotto
661,lecker::A,טעים,squisito
662,süß::A,מתוק,dolce
663,bitter::A,מר,amaro
664,sauer::A,חמוץ,aspro
665,sauer::A,חמוץ,acerbo
666,hell::A,בהיר,chiaro
667,dunkel::A,עמום,buio
668,dunkel::A,עמום,oscuro
669,schwarz::A,שחר,nero
670,weiß::A,לבן,bianco
671,rot::A,אדם,rosso
672,gelb::A,צהב,giallo
673,blau::A,כחל,blu
674,blau::A,כחל,azzurro
675,grün::A,ירק,verde
676,grau::A,אפר,grigio
677,bunt::A,צבעוני,variopinto
678,billig::A,זול,a buon prezzo
679,billig::A,זול,a buon mercato
680,teuer::A,יקר,caro
681,wertvoll::A,יקר ערך,prezioso
682,blind::A,עור,cieco
683,taub::A,חרש,sordo
684,kräftig::A,חסן,forte
685,kräftig::A,חסן,robusto
686,stark::A,חזק,forte
687,stark::A,חזק,vigoroso
688,schwach::A,חלש,dèbole
689,fett::A,שמן,grasso
690,schlank::A,רזה,snello
691,schlank::A,רזה,slanciato
692,hübsch::A,יפה תאר,bello
693,hübsch::A,יפה תאר,carino
694,böse::A,רשע,cattivo
695,dumm::A,טפש,stùpido
696,faul::A,עצלן,pigro
697,fleißig::A,חרוץ,diligente
698,geizig::A,קמצן,avaro
699,klug::A,נבון,intelligente
700,klug::A,פקח,intelligente
701,geschickt::A,מימן,àbile
702,lieb::A,יקר,caro
703,lieb::A,אהוב,caro
704,lustig::A,עליז,gaio
705,lustig::A,עליז,allegro
706,sanft::A,עדין,dolce
707,hungrig::A,רעב,affamato
708,krank::A,חולה,malato
709,krank::A,חולה,infermo
710,nackt::A,ערום,nudo
711,traurig::A,עצוב,triste
712,lebendig::A,חי,vivo
713,gut::A,טוב,buono
714,schlecht::A,גרוע,cattivo
715,richtig::A,נכון,giusto
716,schlimm::A,רע,grave
717,wahr::A,אמתי,vero
718,alt::A,ישן,vecchio
719,neu::A,חדש,nuovo
720,ehemalig::A,לשעבר,vecchio
721,ehemalig::A,לשעבר,d'una_volta
722,alt[Lebewesen]::A,זקן,anziano
723,jung::A,צעיר,giovane
724,arm::A,עני,pòvero
725,reich::A,עשיר,ricco
726,bekannt::A,ידוע,noto
727,bekannt::A,ידוע,conosciuto
728,berühmt::A,מפרסם,famoso
729,berühmt::A,מפרסם,cèlebre
730,fremd::A,זר,estràneo
731,fremd::A,זר,straniero
732,verschieden::A,שונה,diverso
733,verschieden::A,שונה,differente
734,nah::A,קרוב,vicino
735,nah::A,קרוב,propinquo
736,fern::A,רחוק,lontano
737,linker::A,שמאלי,sinistro
738,rechter::A,ימין,destro
739,anderer::A,אחר,altro
740,erster::A,ראשון,primo
741,zweiter::A,שני,secondo
742,dritter::A,שלישי,terzo
743,letzter::A,אחרון,ùltimo
744,allein::ADV,לבד,solo
745,allein::ADV,לבד,da solo
746,auf einmal::ADV,בו-זמנית,insieme
747,zusammen::ADV,ביחד,insieme
748,lange::ADV,הרבה זמן,a lungo
749,plötzlich::ADV,לפתע,all'improvviso
750,plötzlich::ADV,פתאום,all'improvviso
751,sofort::ADV,מיד,sùbito
752,sofort::ADV,מיד,all'istante
753,später::ADV,לאחר זמן,più tardi
754,später::ADV,יותר מאחר,più tardi
755,jetzt::ADV,עכשיו,ora
756,jetzt::ADV,עכשיו,adesso
757,heute::ADV,היום,oggi
758,morgen::ADV,מחר,domani
759,bald::ADV,בקרוב,presto
760,bald::ADV,בקרוב,tra poco
761,dann::ADV,אחר-כך,allora
762,gestern::ADV,אתמול,ieri
763,einst::ADV,לפנים,prima
764,einst::ADV,לפנים,un tempo
765,damals::ADV,אז,allora
766,danach::ADV,אחר-כך,poi
767,danach::ADV,אחר-כך,dopo
768,vorher::ADV,לפני זה,prima
769,zuerst::ADV,קדם,prima
770,zuerst::ADV,קדם,dapprima
771,einmal::ADV,פעם,una volta
772,manchmal::ADV,לפעמים,talvolta
773,manchmal::ADV,לפעמים,qualche volta
774,oft::ADV,לעתים קרובות,spesso
775,immer::ADV,תמיד,sempre
776,niemals::ADV,אף פעם,non mai
777,hier::ADV,כאן,qua
778,hierhin::ADV,פה,qua
779,von hier::ADV,מפה,ne
780,von hier::ADV,מפה,da qui
781,dort::ADV,שם,lì
782,dorthin::ADV,שם,là
783,geradeaus::ADV,ישר,diritto
784,vorwärts::ADV,קדימה,avanti
785,rückwärts::ADV,לאחור,all'indietro
786,zurück::ADV,בחזרה,di indietro
787,zurück::ADV,אחורנית,di indietro
788,unten::ADV,למטה,giù
789,unten::ADV,למטה,sotto
790,hinab::ADV,למטה,giù
791,hinab::ADV,למטה,in giù
792,oben::ADV,מעל,su
793,oben::ADV,מעל,sopra
794,oben::ADV,למעלה,su
795,oben::ADV,למעלה,sopra
796,hinauf::ADV,למעלה,in sù
797,hinauf::ADV,למעלה,in alto
798,überall::ADV,בכל מקום,dappertutto
799,nicht::ADV,לא,non
800,ein wenig::ADV,קצת,un po'
801,ein wenig::ADV,קצת,un poco
802,kaum::ADV,בקשי,a appena
803,sehr::ADV,מאוד,molto
804,so::ADV,כך,così
805,so::ADV,כך,tanto
806,so::ADV,ככה,così
807,so::ADV,ככה,tanto
808,noch::ADV,עוד,ancora
809,noch::ADV,עדין,ancora
810,nur::ADV,רק,solo
811,nur::ADV,רק,soltanto
812,schon::ADV,כבר,già
813,wieder::ADV,שוב,di nuovo
