,Concept_ID,kn,ar
109,Höhle::N,ಗುಹೆ,كهف
110,Abhang::N,ಇಳಿಜಾರು,منحدر
111,Quelle::N,ಮೂಲ,منبع
112,Bach::N,ತೊರೆ,مجرى
113,Fluss::N,ನದಿ,نهر
114,Ufer::N,ತೀರ,ضفة
115,Küste::N,ದಂಡೆ,ساحل
116,Festland::N,ಭೂಮಿ,بر
117,Meer::N,ಕಡಲು,بحر
118,Bucht::N,ಖಾರಿ,خليج
119,Insel::N,ದ್ವೀಪ,جزيرة
120,Blume::N,ಸುಮ,زهرة
121,Gras::N,ಹುಲ್ಲು,حشيش
122,Wurzel::N,ಬೇರು,أصل
123,Baum::N,ಮರ,شجرة
124,Stamm::N,ಕಾಂಡ,جذع
125,Rinde::N,ತೂಗಟಿ,قشرة
126,Ast::N,ಶಾಖೆ,فرع
127,Zweig::N,ರೆಂಬೆ,غصن
128,Blatt::N,ಎಲೆ,ورقة
129,Birke::N,ಬರ್ಚ್ ಮರ,قضبان
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,صنوبرة
131,Weide[Baum]::N,ವಿಲೋಮರ,صفصاف
132,Tanne::N,ಭದ್ರದಾರು,شوح
133,Tanne::N,ಭದ್ರದಾರು,تبوب
134,Horn::N,ಕೊಂಬು,قرن
135,Feder::N,ಪುಕ್ಕ,ريشة
136,Fell::N,ರೋಮ,فرو
137,Flügel::N,ರೆಕ್ಕೆ,جناح
138,Klaue::N,ಪಂಜ,مخلب
139,Kralle::N,ಉಗುರು,مخلب
140,Schwanz::N,ಬಾಲ,ذيل
141,Ei::N,ಮೊಟ್ಟೆ,بيض
142,Nest::N,ಗೂಡು,عش
143,Bau::N,ಅಡಗುದಾಣ,جحر
144,Tier::N,ಪ್ರಾಣಿ,حيوان
145,Herde::N,ಗುಂಪು,قطيع
146,Kuh::N,ಹಸು,بقرة
147,Bulle::N,ಗೂಳಿ,ثور
148,Pferd::N,ಕುದುರೆ,خيل
149,Schaf::N,ಕುರಿ,شاة
150,Schwein::N,ಹಂದಿ,خنزير
151,Hund::N,ನಾಯಿ,كلب
152,Katze::N,ಬೆಕ್ಕು,قطة
153,Bär::N,ಕರಡಿ,دب
154,Eichhörnchen::N,ಉಡುತೆ,سنجاب
155,Elch::N,ಕಡವೆ,موظ
156,Fuchs::N,ನರಿ,ثعلب
157,Hase::N,ಮೊಲ,أرنب
158,Maus::N,ಇಲಿ,فأرة
159,Wolf::N,ತೋಳ,ذئب
160,Vogel::N,ಪಕ್ಷಿ,طير
161,Schwarm::N,ಗುಂಪು,سرب
162,Huhn::N,ಚಿಕ್,دجاجة
163,Hahn::N,ಹುಂಜ,ديك
164,Gans::N,ವರಟೆ,وزة
165,Adler::N,ಗರುಡ,نسر
166,Ente::N,ಬಾತು,بطة
167,Eule::N,ಗೂಬೆ,بوم
168,Kranich::N,ಕೊಕ್ಕರ,كركي
169,Krähe::N,ಕಾಗೆ,غراب
170,Kuckuck::N,ಕೋಗಿಲೆ,وقواق
171,Schwan::N,ಹಂಸಪಕ್ಷಿ,إوز عراقي
172,Fisch::N,ಮೀನು,سمك
173,Barsch::N,ಪರ್ಚ್ ಮೀನು,فرخ أوربي
174,Hecht::N,ಪೈಕ್ ಮೀನು,سمك الكراكي
175,Schlange[Tier]::N,ಹಾವು,حية
176,Schlange[Tier]::N,ಹಾವು,ثعبان
177,Wurm::N,ಹುಳು,دودة
178,Spinne::N,ಊರ್ಣನಾಭ,عنكبوت
179,Ameise::N,ಇರುವೆ,نملة
180,Laus::N,ಹೇನು,قملة
181,Mücke::N,ಸೊಳ್ಳೆ,ناموسة
182,Fliege::N,ನೊಣ,ذبابة
183,Schmetterling::N,ಪತಂಗ,فراشة
184,Beere::N,ನಯವಣ್ಣು,حبة
185,Apfel::N,ಸೇಬು,تفاح
186,Pilz::N,ಅಣಬೆ,فطر
187,Zwiebel::N,ನೀರುಳ್ಳಿ,بصل
188,Saat::N,ಬಿತ್ತ,زرع
189,Korn::N,ಬೀಜ,حبة
190,Heu::N,ಕರಡ,دريس
191,Schale::N,ಹೊಟ್ಟು,قشرة
192,Grube::N,ಗುಂಡಿ,نقرة
193,Falle::N,ಬೋನು,فخ
194,Falle::N,ಬೋನು,مصيدة
195,Schlinge::N,ಉರುಲು,عروة
196,Spur::N,ಜಾಡು,أثر
197,Asche::N,ಬೂದಿ,رماد
198,Dreck::N,ಹೊಲಸು,قذر
199,Eisen::N,ಕಬ್ಬಿಣ,حديد
200,Gold::N,ಚಿನ್ನ,ذهب
201,Silber::N,ಬೆಳ್ಳಿ,فضة
202,Kohle::N,ಕಲ್ಲಿದ್ದಲು,فحم
203,Glas::N,ಗಾಜು,زجاج
204,Lehm::N,ಜೇಡಿಮಣ್ಣು,طين
205,Sand::N,ಮರಳು,رمل
206,Mensch::N,ಪುರುಷ,إنسان
207,Mann::N,ಆಳು,رجل
208,Frau::N,ಹೆಣ್ಣು,امرأة
209,Kind::N,ಮಗು,طفل
210,Junge::N,ಹುಡುಗ,ولد
211,Mädchen::N,ಹುಡುಗಿ,بنت
212,Familie::N,ಕುಟುಂಬ,عائلة
213,Großvater::N,ಅಜ್ಜ,جد
214,Großmutter::N,ಅಮ್ಮ,جدة
215,Eltern::N,ಹೆತ್ತವರು,أبوان
216,Eltern::N,ಹೆತ್ತವರು,والدان
217,Vater::N,ತಂದೆ,أب
218,Mutter::N,ಅಮ್ಮ,أم
219,Sohn::N,ಮಗ ,إبن
220,Tochter::N,ಮಗಳು,بنت
221,Tochter::N,ಮಗಳು,إبنة
222,Bruder::N,ತಮ್ಮ,أخ
223,Bruder::N,ತಮ್ಮ,شقيق
224,Schwester::N,ತಂಗಿ,أخت
225,Onkel::N,ಸೋದರಮಾವ,عم
226,Onkel::N,ದೊಡ್ಡಪ್ಪ,عم
227,Tante::N,ಚಿಕ್ಕಮ್ಮ,عمة
228,Ehemann::N,ಗಂಡ,زوج
229,Ehefrau::N,ಹೆಂಡತಿ,زوجة
230,Freude::N,ನಲಿವು,فرح
231,Freude::N,ನಲಿವು,سرور
232,Gelächter::N,ನಗೆ,قهقهة
233,Glück::N,ಆನಂದ,سعادة
234,Kummer::N,ದುಃಖ,غم
235,Wunsch::N,ಬಯಕೆ,منية
236,Lust::N,ಇಷ್ಟ,شهوة
237,Geist::N,ಆತ್ಮ,روح
238,Gedanke::N,ಯೋಚನೆ,فكرة
239,Gedächtnis::N,ಸ್ಮರಣೆ,ذاكرة
240,Verstand::N,ಮನಸ್ಸು,عقل
241,Sinn::N,ಅರ್ಥ,معنى
242,Grund::N,ಕಾರಣ,سبب
243,Wahrheit::N,ಸತ್ಯ,حقيقة
244,Gespräch::N,ಸಂಭಾಷಣೆ,محادثة
245,Märchen::N,ಸುಳ್ಳು ಕಥೆ,خرافة
246,Erzählung::N,ಕಥೆ,قصة
247,Erzählung::N,ಕಥೆ,حكاية
248,Nachricht::N,ಸಂದೇಶ,خبر
249,Neuigkeit::N,ಸುದ್ದಿ,خبر جديد
250,Name::N,ಹೆಸರು,اسم
251,Rätsel::N,ಒಗಟು,لغز
252,Rede::N,ಮಾತು,خطبة
253,Sprache::N,ಭಾಷೆ,لغة
254,Stimme::N,ಧ್ವನಿ,صوت
255,Wort::N,ಮಾತು,كلمة
256,Zeichen::N,ಗುರುತು,رمز
257,Zeichen::N,ಗುರುತು,إشارة
258,Ruf::N,ಕೂಗು,نداء
259,Lärm::N,ಸದ್ದು,صخب
260,Lärm::N,ಸದ್ದು,ضجة
261,Laut::N,ಶಬ್ದ,صوت
262,Ton::N,ನಾದ,نغمة
263,Lied::N,ಗಾನ,أغنية
264,Ruhe::N,ಶಾಂತಿ,هدوء
265,Leute::N,ಮಂದಿ,ناس
266,Volk::N,ಜನಾಂಗ,شعب
267,Arbeit::N,ಕೆಲಸ,عمل
268,Gast::N,ಅತಿಥಿ,ضيف
269,Geschenk::N,ಕಾಣಿಕೆ,هدية
270,Spiel::N,ಆಟ,لعب
271,Gesellschaft::N,ಸಂಗ,صحبة
272,Hilfe::N,ಸಹಾಯ,عون
273,Hilfe::N,ಸಹಾಯ,مساعدة
274,Freund::N,ಸ್ನೇಹಿತ,صديق
275,Kamerad::N,ಜೊತೆಗಾರ,زميل
276,Angelegenheit::N,ವಿಚಾರ,أمر
277,Angelegenheit::N,ವಿಚಾರ,شأن
278,Anzahl::N,ಎಣಿಕೆ,عدد
279,Art::N,ತರ,نوع
280,Stück::N,ತುಂಡು,قطعة
281,Teil::N,ಭಾಗ,قسم
282,Hälfte::N,ಅರ್ಧ,نصف
283,Kreis::N,ವೃತ್ತ,دائرة
284,Kreuz::N,ಶಿಲುಬೆ,صليب
285,Linie::N,ರೀಖೆ,خط
286,Strich::N,ಗೀಟು,شرطة
287,Abstand::N,ಅಂತರ,مسافة
288,Entfernung::N,ದೂರ,بعد
289,Gegend::N,ವಿಸ್ತೀರ್ಣ,ناحية
290,Platz::N,ಅಂತರ,فراغ
291,Ort::N,ಸ್ಥಳ,مكان
292,Seite::N,ಪಕ್ಷ,جانب
293,Mitte::N,ನಡು,وسط
294,Gegenstand::N,ವಸ್ತು,موضوع
295,Sache::N,ವಸ್ತು,شيء
296,Rand::N,ಅಂಚು,حافة
297,Kante::N,ಅಂಚು,حافة
298,Ecke::N,ಮೂಲೆ,ركن
299,Spitze::N,ತುದಿ,سن
300,Ende::N,ಕೊನೆ,طرف
301,Loch::N,ತೂತು,ثقب
302,Winkel::N,ಕೋನ,زاوية
303,Muster::N,ನಮೂನೆ,عينة
304,Größe::N,ಪ್ರಮಾಣ,حجم
305,Länge::N,ಉದ್ದ,طول
306,Höhe::N,ಎತ್ತರ,علو
307,Höhe::N,ಎತ್ತರ,ارتفاع
308,Gewicht::N,ತೂಕ,وزن
309,Menge::N,ಮೊತ್ತ,كمية
310,Haufen::N,ರಾಶಿ,كوم
311,Reihe::N,ಸಾಲು,صف
312,Boot::N,ದೋಣಿ,قارب
313,Boot::N,ದೋಣಿ,زورق
314,Ruder::N,ಹುಟ್ಟು,مجذاف
315,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,مزلقة
316,Ski::N,ಜಾರುಪಟ್ಟಿ,زلاجة
317,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,نار المخيم
318,Last::N,ಹೊರೆ,حمل
319,Gang::N,ತಿರುಗಾಟ,مشية
320,Schritt::N,ಹೆಜ್ಜೆ,خطوة
321,Norden::N,ಉತ್ತರ,شمال
322,Süden::N,ದಕ್ಷಿಣ,جنوب
323,Westen::N,ಪಶ್ಚಿಮ,غرب
324,Osten::N,ಮೂಡಲು,شرق
325,Holz::N,ಚೌಬೀನೆ,خشب
326,Brett::N,ಹಲಗೆ,لوح
327,Platte::N,ಹಲಗೆ,صفيحة
328,Stütze::N,ಆಸರೆ,سند
329,Stütze::N,ಆಸರೆ,دعامة
330,Stange::N,ಕಂಬ,عود
331,Stock::N,ಕೋಲು,عصا
332,Stab::N,ದೊಣ್ಣೆ,قضيب
333,Rohr::N,ನಳಿಕೆ,أنبوبة
334,Haus::N,ಮನೆ,دار
335,Haus::N,ಮನೆ,بيت
336,Heim::N,ಗೃಹ,بيت
337,Heim::N,ಗೃಹ,مسكن
338,Ofen::N,ಒಲೆ,مدفأة
339,Fußboden::N,ನೆಲ,أرضية
340,Tisch::N,ಮೇಜು,مائدة
341,Stuhl::N,ಕುರ್ಚಿ,كرسي
342,Wiege::N,ತೊಟ್ಟಿಲು,مهد
343,Bett::N,ಹಾಸಿಗೆ,سرير
344,Regal::N,ಬೀರು,رف
345,Kiste::N,ಪಟ್ಟಿಗೆ,صندوق
346,Fenster::N,ಕಿಟಕಿ,شباك
347,Fenster::N,ಕಿಟಕಿ,نافذة
348,Tür::N,ಬಾಗಿಲು,باب
349,Tor::N,ಹೆಬ್ಬಾಗಿಲು,بوابة
350,Zaun::N,ಬೇಲಿ,سياج
351,Dach::N,ಮಾಳಿಗೆ,سطح
352,Leiter::N,ಏಣಿ,سلم
353,Besen::N,ಪೊರಕೆ,مكنسة
354,Spaten::N,ಗುದ್ದಲಿ,مسحاة
355,Schaufel::N,ಸನಿಕೆ,مجرفة
356,Gabel::N,ಕವಲು,شوكة
357,Löffel::N,ಚಮಚ,ملعقة
358,Messer::N,ಚಾಕು,سكين
359,Nagel::N,ಆಣಿ,مسمار
360,Netz::N,ಬಲೆ,شبكة
361,Haken::N,ಕೊಂಡಿ,خطاف
362,Haken::N,ಕೊಂಡಿ,صنارة
363,Griff::N,ಹಿಡಿ,قبضة
364,Schloss::N,ವೀಗ,قفل
365,Bild::N,ಚಿತ್ರ,صورة
366,Figur::N,ಆಕಾರ,تمثال
367,Puppe::N,ಗೊಂಬೆ,دمية
368,Beutel::N,ಸಂಚಿ,كيس
369,Bündel::N,ಕಟ್ಟು,ربطة
370,Tasche::N,ಚೀಲ,شنطة
371,Tasche::N,ಚೀಲ,محفظة
372,Eimer::N,ಬಾನೆ,سطل
373,Eimer::N,ಬಾನೆ,جردل
374,Deckel::N,ಮುಚ್ಚಳ,سداد
375,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,أوان
376,Sack::N,ಮೂಟೆ,زكيبة
377,Tasse::N,ಬಟ್ಟಲು,فنجان
378,Topf::N,ಮಡಕೆ,قدر
379,Topf::N,ಮಡಕೆ,طنجرة
380,Kessel::N,ಕೆಟಲ್,قدر
381,Kessel::N,ಕೆಟಲ್,غلاية
382,Essen::N,ಊಟ,طعام
383,Nahrung::N,ಆಹಾರ,غذاء
384,Speise::N,ಊಟ,أكل
385,Fleisch::N,ಮಾಂಸ,لحم
386,Getreide::N,ಧಾನ್ಯ,حبوب
387,Brei::N,ಗಂಜಿ,عصيدة
388,Brot::N,ರೊಟ್ಟಿ,خبز
389,Scheibe::N,ಹೋಳು,شريحة
390,Fett::N,ಕೊಬ್ಬು,سمن
391,Butter::N,ಬೆಣ್ಣೆ,زبدة
392,Öl::N,ಎಣ್ಣೆ,زيت
393,Salz::N,ಉಪ್ಪು,ملح
394,Suppe::N,ಎಸರು,حساء
395,Suppe::N,ಎಸರು,شربة
396,Honig::N,ಮಧು,عسل
397,Milch::N,ಹಾಲು,حليب
398,Tee::N,ಚಹ,شاي
399,Leder::N,ಚಕ್ಕಳ,جلد
400,Wolle::N,ಉಣ್ಣೆ,صوف
401,Stoff::N,ಬಟ್ಟೆ,قماش
402,Nadel::N,ಸೂಜಿ,إبرة
403,Faden::N,ದಾರ,خيط
404,Knopf::N,ಗುಂಡು,زر
405,Knoten::N,ಗಂಟು,عقدة
406,Farbe::N,ಬಣ್ಣ,صبغة
407,Kleidung::N,ಅರಿವೆ,ملابس
408,Hemd::N,ಅಂಗಿ,قميص
409,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ياقة
410,Ärmel::N,ತೋಳು,كم
411,Hose::N,ಇಜಾರ,سروال
412,Hose::N,ಇಜಾರ,بنطلون
413,Gürtel::N,ಬೆಲ್ಟು,حزام
414,Mütze::N,ಟೋಪಿ,طاقية
415,Schuh::N,ಪಾದರಕ್ಷೆ,حذاء
416,Stiefel::N,ಬೂಟು,جزمة
417,Stiefel::N,ಬೂಟು,حذاء طويل
418,Ring::N,ಉಂಗುರ,حلقة
419,Band::N,ರಿಬ್ಬನ್,شريط
420,Kamm::N,ಹಣಿಗೆ,مشط
421,Spiegel::N,ಕನ್ನಡಿ,مرآة
422,Riemen::N,ಬಾರು,سير
423,Schnur::N,ಹುರಿ,حبل
424,Schnur::N,ಹುರಿ,دوبارة
425,Leine::N,ಹಗ್ಗ,قيد
426,Decke::N,ಕಂಬಳಿ,بطانية
427,Kissen::N,ದಿಂಬು,وسادة
428,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,منديل
429,Handtuch::N,ಚೌಕ,فوطة
430,Handtuch::N,ಚೌಕ,منشفة
431,Kraft::N,ಬಲ,قدرة
432,Stärke::N,ಶಕ್ತಿ,قوة
433,Gesundheit::N,ಆರೋಗ್ಯ,صحة
434,Krankheit::N,ರೋಗ,مرض
435,Schmerz::N,ನೋವು,ألم
436,Schmerz::N,ನೋವು,وجع
437,Wunde::N,ಗಾಯ,جرح
438,Fieber::N,ಜ್ವರ,حمى
439,Arznei::N,ಔಷಧ,دواء
440,Brücke::N,ಸೇತುವೆ,جسر
441,Brunnen::N,ಬಾವಿ,بئر
442,Weide::N,ಗೋಮಾಳ,مرعى
443,Pfad::N,ದಾರಿ,درب
444,Weg::N,ಹಾದಿ,سكة
445,Straße::N,ರಸ್ತೆ,طريق
446,Dorf::N,ಹಳ್ಳಿ,قرية
447,Stadt::N,ಪಟ್ಟಣ,مدينة
448,Brief::N,ಕಾಗದ,خطاب
449,Brief::N,ಕಾಗದ,مكتوب
450,Buch::N,ಪುಸ್ತಕ,كتاب
451,Buchstabe::N,ಅಕ್ಷರ,حرف
452,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,جريدة
453,Leben::N,ಜೀವನ,عيش
454,Leben::N,ಜೀವನ,حياة
455,Tod::N,ಮರಣ,موت
456,Tod::N,ಮರಣ,وفاة
457,Grab::N,ಗೋರಿ,قبر
458,Kirche::N,ಚರ್ಚು,كنيسة
459,Sünde::N,ಪಾಪ,خطيئة
460,Gott::N,ದೇವರು,إله
461,Arbeiter::N,ಕೆಲಸಗಾರ,عامل
462,Chef::N,ದಣಿ,رئيس
463,Meister::N,ಶಿಕ್ಷಕ,أسطى
464,Arzt::N,ವೈದ್ಯ,طبيب
465,Lehrer::N,ಉಪಾಧ್ಯಾಯ,مدرس
466,Geld::N,ಹಣ,نقود
467,Geschäft::N,ವಾಣಿಜ್ಯ,صفقة
468,Laden::N,ಅಂಗಡಿ,دكان
469,Preis::N,ಬೆಲೆ,سعر
470,Ware::N,ಸರಕು,بضاعة
471,Nutzen::N,ಲಾಭ,فائدة
472,Reichtum::N,ಸಂಪತ್ತು,غنى
473,Reichtum::N,ಸಂಪತ್ತು,ثروة
474,Welt::N,ಭೂಲೋಕ,عالم
475,Welt::N,ಭೂಲೋಕ,دنيا
476,Land::N,ದೇಶ,بلد
477,Staat::N,ರಾಜ್ಯ,دولة
478,König::N,ರಾಜ,ملك
479,Macht::N,ಅಧಿಕಾರ,سلطة
480,Grenze::N,ಗಡಿ,حدود
481,Krieg::N,ಯುದ್ಧ,حرب
482,Feind::N,ಶತ್ರು,عدو
483,Gewalt::N,ಹಿಂಸೆ,عنف
484,Kampf::N,ಹೋರಾಟ,قتال
485,Bogen[Waffe]::N,ಬಿಲ್ಲು,قوس
486,Pfeil::N,ಅಂಬು,سهم
487,Gewehr::N,ಬಂದೂಕು,بندقية
488,Fehler::N,ತಪ್ಪು,خطأ
489,Lüge::N,ಸುಳ್ಳು,كذب
490,Schaden::N,ಹಾನಿ,تلف
491,Unglück::N,ಅಪಾಯ,نحس
492,Schuld::N,ದೋಷ,ذنب
493,Alter::N,ಮುಪ್ಪು,سن
494,Alter::N,ಮುಪ್ಪು,عمر
495,Schluss::N,ಮುಕ್ತಾಯ,ختام
496,Schluss::N,ಮುಕ್ತಾಯ,نهاية
497,Zeit::N,ಕಾಲ,وقت
498,Tag::N,ದಿನ,يوم
499,Morgen::N,ಮುಂಜಾನೆ,صباح
500,Mittag::N,ನಡುಹಗಲು,ظهر
501,Abend::N,ಸಂಜೆ,مساء
502,Nacht::N,ರಾತ್ರಿ,ليلة
503,Woche::N,ವಾರ,أسبوع
504,Monat::N,ತಿಂಗಳು,شهر
505,Jahr::N,ಸಂವತ್ಸರ,عام
506,Jahr::N,ಸಂವತ್ಸರ,سنة
507,Frühling::N,ವಸಂತ,ربيع
508,Sommer::N,ಬಿಸಿಲುಕಾಲ,صيف
509,Herbst::N,ಶರತ್ಕಾಲ,خريف
510,Winter::N,ಚಳಿಗಾಲ,شتاء
511,Januar::N,ನಾಲ್ಚಳಿ,يناير
512,Januar::N,ನಾಲ್ಚಳಿ,كانون الثاني
513,Februar::N,ಅಯ್ಚಳಿ,شباط
514,Februar::N,ಅಯ್ಚಳಿ,فبراير
515,März::N,ಮೊಬ್ಬೇಸಿಗೆ,آذار
516,März::N,ಮೊಬ್ಬೇಸಿಗೆ,مارس
517,April::N,ಇಬ್ಬೇಸಿಗೆ,نيسان
518,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,مايو
519,Juni::N,ಮೊಮ್ಮಳೆ,يونيو
520,Juni::N,ಮೊಮ್ಮಳೆ,حزيران
521,Juli::N,ಇಮ್ಮಳೆ,تموز
522,Juli::N,ಇಮ್ಮಳೆ,يوليو
523,August::N,ಮುಮ್ಮಳೆ,آب
524,August::N,ಮುಮ್ಮಳೆ,أغسطس
525,September::N,ನಾಲ್ಮಳೆ,أيلول
526,September::N,ನಾಲ್ಮಳೆ,سبتمبر
527,Oktober::N,ಮೊಚ್ಚಳಿ,أكتوبر
528,Oktober::N,ಮೊಚ್ಚಳಿ,تشرين الأول
529,November::N,ಇಚ್ಚಳಿ,نوفمبر
530,November::N,ಇಚ್ಚಳಿ,تشرين الثاني
531,Dezember::N,ಮುಚ್ಚಳಿ,ديسمبر
532,Dezember::N,ಮುಚ್ಚಳಿ,كانون الأول
533,Montag::N,ಸೋಮುವಾರ,يوم الاثنين
534,Dienstag::N,ಮಂಗಳವಾರ,يوم الثلاثاء
535,Mittwoch::N,ಬುಧವಾರ,يوم الأربعاء
536,Donnerstag::N,ಗುರುವಾರ,يوم الخميس
537,Freitag::N,ಶುಕ್ರವಾರ,يوم الجمعة
538,Samstag::N,ಶನಿವಾರ,يوم السبت
539,Sonntag::N,ಭಾನುವಾರ,يوم الأحد
540,groß::A,ದೊಡ್ಡ,كبير
541,klein::A,ಪುಟ್ಟ,صغير
542,lang::A,ದೀರ್ಘ,طويل
543,kurz::A,ಚಕ್ಕ,قصير
544,breit::A,ಅಗಲವಾದ,واسع
545,schmal::A,ಇಕ್ಕಟ್ಟಾದ,ضيق
546,dicht::A,ದಟ್ಟ,كث
547,dicht::A,ದಟ್ಟ,كثيف
548,dick[Gegenstand]::A,ದಟ್ಟ,غليظ
549,dünn::A,ತೆಳು,رفيع
550,fein::A,ಕೋಮಲ,رقيق
551,fest::A,ಘನ,متين
552,flach::A,ಚಪ್ಪಟೆ,سهل
553,flach::A,ಚಪ್ಪಟೆ,منبسط
554,glatt::A,ನಯ,ناعم
555,hart::A,ಗಟ್ಟಿ,صلب
556,hart::A,ಗಟ್ಟಿ,جامد
557,weich::A,ಮೃದುವಾದ,لين
