,Concept_ID,kn,ar
1100,sich waschen::V,ತೊಳೆ,اغتسل
1101,ausziehen::V,ಬಿಚ್ಚು,خلع
1102,anziehen::V,ಹಾಕು,لبس
1103,sich anziehen::V,ಹಾಕು,اكتسى
1104,kämmen::V,ಬಾಚು,مشط
1105,schmücken::V,ಅಲಂಕರಿಸು,زين
1106,sagen::V,ಹೇಳು,قال
1107,sprechen::V,ನುಡಿ,تكلم
1108,reden::V,ನುಡಿ,تكلم
1109,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,تحادث
1110,fragen::V,ವಿಚಾರಿಸು,سأل
1111,bitten::V,ಬೇಡು,رجا
1112,erzählen::V,ಹೇಳು,حكي
1113,mitteilen::V,ತಿಳಿಸು,بلغ
1114,nennen::V,ಹೆಸರಿಡು,سمى
1115,rufen::V,ಕರೆ,نادى
1116,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,فشر
1117,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,تفاخر
1118,übersetzen::V,ಭಾಷಾಂತರಿಸು,ترجم
1119,denken::V,ಯೋಚಿಸು,فكر
1120,glauben::V,ನಂಬು,اعتقد
1121,bemerken::V,ಗಮನಿಸು,لاحظ
1122,erkennen::V,ಗುರುತುಹಿಡಿ,عرف
1123,begreifen::V,ಗ್ರಹಿಸು,فهم
1124,begreifen::V,ಗ್ರಹಿಸು,أدرك
1125,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,فهم
1126,lernen::V,ಕಲಿ,درس
1127,wissen::V,ಅರಿ,علم
1128,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,تذكر
1129,vergessen::V,ಮರೆತುವಿಡು,نسي
1130,messen::V,ಅಳೆ,قاس
1131,zählen::V,ಗಣಿಸು,عد
1132,zählen::V,ಗಣಿಸು,أحصى
1133,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,حسب
1134,lesen::V,ಓದು,قرأ
1135,malen::V,ಬಿಡಿಸು,صور
1136,zeichnen::V,ಬಿಡಿಸು,رسم
1137,schreiben::V,ಬರೆ,كتب
1138,besitzen::V,ಒಡೆಯನಾಗಿರು,حاز
1139,besitzen::V,ಒಡೆಯನಾಗಿರು,ملك
1140,kaufen::V,ಕೊಳ್ಳು,اشترى
1141,verkaufen::V,ಕೊಡು,باع
1142,bezahlen::V,ಬೆಲೆತೆರು,دفع
1143,zahlen::V,ಹಣವನ್ನುಕೊಡು,سدد
1144,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,حكم
1145,ertragen::V,ಸಹಿಸು,أطاق
1146,ertragen::V,ಸಹಿಸು,تحمل
