,Concept_ID,sv,hy
195,Eule::N,uggla,բու
196,Kranich::N,trana,կռունկ
197,Krähe::N,kråka,ագռավ
198,Kuckuck::N,gök,կուկու
199,Schwan::N,svan,կարապ
200,Fisch::N,fisk,ձուկ
201,Barsch::N,abborre,պերկես
202,Hecht::N,gädda,գայլաձուկ
203,Schlange[Tier]::N,orm,օձ
204,Wurm::N,mask,որդ
205,Wurm::N,mask,ճիճու
206,Spinne::N,spindel,սարդ
207,Ameise::N,myra,միջյուն
208,Laus::N,lus,ոջիլ
209,Mücke::N,mygga,մժղուկ
210,Fliege::N,fluga,ճանճ
211,Schmetterling::N,fjäril,թիթեռ
212,Beere::N,bär,հատապտուղ
213,Apfel::N,äpple,խնձոր
214,Pilz::N,svamp,սունկ
215,Zwiebel::N,lök,սոխ
216,Saat::N,sådd,սերմ
217,Korn::N,korn,հատիկ
218,Heu::N,hö,խոտ
219,Schale::N,skal,կեղեւ
220,Grube::N,grop,փոս
221,Falle::N,fälla,ծուղակ
222,Schlinge::N,snara,խեղդան
223,Spur::N,spår,հետք
224,Asche::N,aska,մոխիր
225,Dreck::N,lort,աղտ
226,Eisen::N,järn,երկաթ
227,Gold::N,guld,ոսկի
228,Silber::N,silver,արծաթ
229,Kohle::N,kol,քարածուխ
230,Glas::N,glas,ապակի
231,Lehm::N,lera,կավ
232,Sand::N,sand,ավազ
233,Mensch::N,människa,մարդ
234,Mann::N,man,մարդ
235,Mann::N,man,տղամարդ
236,Frau::N,kvinna,կին
237,Kind::N,barn,զավակ
238,Junge::N,pojke,տղա
239,Mädchen::N,flicka,աղջիկ
240,Familie::N,familj,ընտանիք
241,Großvater::N,morfar,պապ
242,Großmutter::N,farmor,տատ
243,Eltern::N,föräldrar,ծնողներ
244,Vater::N,far,հայր
245,Mutter::N,mor,մայր
246,Sohn::N,son,որդի
247,Tochter::N,dotter,աղջիկ
248,Tochter::N,dotter,դուստր
249,Bruder::N,bror,եղբայր
250,Schwester::N,syster,քույր
251,Onkel::N,morbror,քեռի
252,Onkel::N,morbror,հորեղբայր
253,Tante::N,tant,մորաքույր
254,Ehemann::N,äkta man,մարդ
255,Ehemann::N,äkta man,ամուսին
256,Ehefrau::N,hustru,կին ամուսին
257,Freude::N,fröjd,ուրախություն
258,Freude::N,glädje,ուրախություն
259,Gelächter::N,åtlöje,ծիծաղ
260,Glück::N,lycka,երջանկություն
261,Kummer::N,sorg,վիշտ
262,Wunsch::N,önskan,ցանկություն
263,Lust::N,lust,փափագ
264,Lust::N,lust,իղձ
265,Geist::N,ande,ոգի
266,Gedanke::N,tanke,միտք
267,Gedächtnis::N,minne,հիշողություն
268,Verstand::N,förstånd,խելք
269,Sinn::N,mening,իմաստ
270,Sinn::N,betydelse,իմաստ
271,Grund::N,skäl,պատճառ
272,Grund::N,grund,պատճառ
273,Wahrheit::N,sanning,ճշմարտություն
274,Gespräch::N,samtal,զրույց
275,Märchen::N,saga,պայիկի պատմություն
276,Erzählung::N,berättelse,պատմվածք
277,Erzählung::N,berättelse,պատմություն
278,Nachricht::N,meddelande,հաղորդագրություն
279,Neuigkeit::N,nyhet,լուր
280,Neuigkeit::N,nyhet,նորություն
281,Name::N,namn,անուն
282,Rätsel::N,gåta,բարդ խնդիր
283,Rede::N,tal,ճառ
284,Rede::N,tal,ելույթ
285,Sprache::N,språk,լեզու
286,Stimme::N,stämma,ձայն
287,Wort::N,ord,բառ
288,Zeichen::N,tecken,նշան
289,Ruf::N,rop,կոչ
290,Ruf::N,rop,կանչ
291,Lärm::N,bråk,աղմուկ
292,Lärm::N,oväsen,աղմուկ
293,Laut::N,ljud,հնչյուն
294,Laut::N,ljud,ձայն
295,Ton::N,ton,տոն
296,Lied::N,sång,երգ
297,Ruhe::N,ro,անդորրություն
298,Ruhe::N,lugn,անդորրություն
299,Leute::N,folk,մարդիկ
300,Volk::N,folk,ազգ
301,Arbeit::N,arbete,գործ
302,Arbeit::N,arbete,աշխատանք
303,Gast::N,gäst,հյուր
304,Geschenk::N,gåva,նվեր
305,Geschenk::N,present,նվեր
306,Spiel::N,lek,խաղ
307,Spiel::N,spel,խաղ
308,Gesellschaft::N,sällskap,ընկերություն
309,Hilfe::N,hjälp,օգնությթուն
310,Freund::N,vän,ընկեր
311,Freund::N,vän,բարեկամ
312,Kamerad::N,kamrat,ուղեկից
313,Angelegenheit::N,ärende,բան
314,Angelegenheit::N,ärende,գործ
315,Angelegenheit::N,angelägenhet,բան
316,Angelegenheit::N,angelägenhet,գործ
317,Anzahl::N,antal,քանակ
318,Anzahl::N,antal,գումար
319,Art::N,art,տեսակ
320,Art::N,slag,տեսակ
321,Stück::N,stycke,կտոր
322,Teil::N,del,մաս
323,Hälfte::N,halva,կես
324,Kreis::N,krets,շիջանակ
325,Kreis::N,cirkel,շիջանակ
326,Kreuz::N,kors,խաչ
327,Kreuz::N,kryss,խաչ
328,Linie::N,linje,գիծ
329,Strich::N,streck,գիծ
330,Abstand::N,avstånd,անջրպետ
331,Entfernung::N,avstånd,հեռավորություն
332,Gegend::N,trakt,շրջան
333,Platz::N,plats,տարածություն
334,Ort::N,plats,տեղ
335,Ort::N,plats,վայր
336,Ort::N,ställe,տեղ
337,Ort::N,ställe,վայր
338,Seite::N,sida,կողմ
339,Mitte::N,mitt,մեջտեղ
340,Gegenstand::N,föremål,առարկա
341,Sache::N,sak,բան
342,Rand::N,rand,վերջք
343,Kante::N,kant,եզր
344,Ecke::N,vrå,անկյուն
345,Ecke::N,hörn,անկյուն
346,Spitze::N,spets,ծայր
347,Ende::N,ända,ծայր
348,Loch::N,hål,անցք
349,Winkel::N,vinkel,անկյուն
350,Muster::N,mönster,օրինակ
351,Größe::N,storlek,մեծություն
352,Länge::N,längd,երկարություն
353,Höhe::N,höjd,բարձրություն
354,Gewicht::N,tyngd,կշիռ
355,Menge::N,mängd,քանակ
356,Haufen::N,hög,դեզ
357,Haufen::N,hög,կույտ
358,Reihe::N,rad,շարք
359,Reihe::N,rad,կարգ
360,Boot::N,båt,նավակ
361,Ruder::N,åra,թի
362,Ruder::N,åra,թիակ
363,Schlitten::N,släde,բալխիր
364,Ski::N,skida,դահուկ
365,Lagerfeuer::N,lägereld,բացօդեայ կրակ
366,Last::N,last,բեռ
367,Last::N,börda,բեռ
368,Gang::N,gång,զբոսանք
369,Schritt::N,steg,քայլ
370,Norden::N,norr,հյուսիս
371,Süden::N,söder,հարավ
372,Westen::N,väster,արեւմուտք
373,Osten::N,öster,արեւելք
374,Holz::N,trä,փայտ
375,Brett::N,bräda,տախտակ
376,Platte::N,platta,թիթեղ
377,Stütze::N,stöd,նեցուկ
378,Stütze::N,stötta,նեցուկ
379,Stange::N,stång,ձող
380,Stock::N,käpp,փայտ
381,Stock::N,pinne,փայտ
382,Stab::N,stav,ցուպ
383,Stab::N,stav,գավազան
384,Rohr::N,rör,խողովակ
385,Haus::N,hus,տուն
386,Heim::N,hem,տուն
387,Ofen::N,ugn,վառարան
388,Fußboden::N,golv,հատակ
389,Tisch::N,bord,սեղան
390,Stuhl::N,stol,աթոռ
391,Wiege::N,vagga,օրորոց
392,Bett::N,säng,անկողին
393,Regal::N,hylla,դարակ
394,Kiste::N,låda,տուփ
395,Fenster::N,fönster,պատուհան
396,Tür::N,dörr,դուռ
397,Tor::N,port,դարպաս
398,Zaun::N,staket,ցանկապատ
399,Zaun::N,stängsel,ցանկապատ
400,Dach::N,tak,տանիք
401,Dach::N,tak,կտուր
402,Leiter::N,stege,սանդուղք
403,Besen::N,kvast,ավել
404,Spaten::N,spade,բահ
405,Schaufel::N,skovel,թի
406,Schaufel::N,skyffel,թի
407,Gabel::N,gaffel,պատառաքաղ
408,Löffel::N,sked,գդալ
409,Messer::N,kniv,դանակ
410,Nagel::N,spik,մեխ
411,Netz::N,nät,ցանց
412,Haken::N,krok,կարթ
413,Griff::N,tag,կոթ
414,Griff::N,tag,բռնակ
415,Griff::N,handtag,կոթ
416,Griff::N,handtag,բռնակ
417,Schloss::N,las,կողպեք
418,Bild::N,bild,նկար
419,Bild::N,bild,պատկեր
420,Figur::N,figur,քանդակ
421,Figur::N,figur,պատկեր
422,Puppe::N,docka,տիկնիկ
423,Beutel::N,påse,տոպրակ
424,Bündel::N,bunt,կապոց
425,Bündel::N,knippa,կապոց
426,Tasche::N,väska,պայուսակ
427,Eimer::N,hink,դույլ
428,Eimer::N,ämbar,դույլ
429,Deckel::N,lock,կափարիչ
430,Geschirr::N,servis,ամանեղեն
431,Geschirr::N,porslin,ամանեղեն
432,Sack::N,säck,պարկ
433,Sack::N,säck,տոպրակ
434,Tasse::N,kopp,թաս
435,Tasse::N,kopp,գավաթ
436,Topf::N,gryta,անոթ
437,Topf::N,kastrull,անոթ
438,Kessel::N,kittel,կաթսա
439,Essen::N,mål,կերակուր
440,Nahrung::N,näring,ուտելիք
441,Speise::N,maträtt,խորտիկ
442,Speise::N,maträtt,կերակուր
443,Fleisch::N,kött,միս
444,Getreide::N,säd,հացահատիկ
445,Getreide::N,spannmål,հացահատիկ
446,Brei::N,gröt,լանդակ
447,Brot::N,bröd,հաց
448,Scheibe::N,skiva,կտոր
449,Scheibe::N,skiva,պատառ
450,Fett::N,fett,ճարպ
451,Butter::N,smör,կարագ
452,Öl::N,olja,ձեթ
453,Salz::N,salt,աղ
454,Suppe::N,soppa,սուպ
455,Suppe::N,soppa,ապուր
456,Honig::N,honung,մեղր
457,Milch::N,mjölk,կաթ
458,Tee::N,te,թեյ
459,Leder::N,läder,կաշի
460,Wolle::N,ull,բուրդ
461,Wolle::N,ylle,բուրդ
462,Stoff::N,tyg,գործվածք
463,Stoff::N,stoff,գործվածք
464,Nadel::N,nål,ասեղ
465,Faden::N,tråd,թել
466,Knopf::N,knapp,կոճակ
467,Knoten::N,knut,հանգույց
468,Farbe::N,färg,ներկ
469,Kleidung::N,klädsel,հագուստ
470,Hemd::N,skjorta,վերնաշապիկ
471,Kragen::N,krage,օձիք
472,Ärmel::N,ärm,թեւք
473,Hose::N,byxor,շալվար
474,Gürtel::N,bälte,գոտի
475,Mütze::N,mössa,կեպի
476,Schuh::N,sko,կոշիկ
477,Stiefel::N,stövel,երկարաճիթ կոշիկ
478,Ring::N,ring,զնգալ
479,Band::N,band,ժապավեն
480,Kamm::N,kam,սանր
481,Spiegel::N,spegel,հայելի
482,Riemen::N,rem,փոկ
483,Schnur::N,snöre,լար
484,Leine::N,lina,փոկ
485,Decke::N,täcke,վերմակ
486,Kissen::N,dyna,բարձ
487,Kissen::N,kudde,բարձ
488,Tuch::N,sjal,թաշկինակ
489,Handtuch::N,handduk,սրբիչ
490,Kraft::N,kraft,ուժ
491,Stärke::N,styrka,պնդություն
492,Stärke::N,styrka,ամրություն
493,Gesundheit::N,hälsa,առողջություն
494,Krankheit::N,sjukdom,ախտ
495,Krankheit::N,sjukdom,հիվանդություն
496,Schmerz::N,smärta,ցավ
497,Schmerz::N,smärta,տանջանք
498,Wunde::N,sår,վերք
499,Fieber::N,feber,տենդ
500,Arznei::N,medicin,դեղ
501,Arznei::N,läkemedel,դեղ
502,Brücke::N,bro,կամուրջ
503,Brunnen::N,brunn,հոր
504,Brunnen::N,brunn,ջրհոր
505,Weide::N,bete,արոտավայր
506,Pfad::N,stig,արահետ
507,Weg::N,väg,ուղի
508,Straße::N,gata,ճանապարհ
509,Dorf::N,by,գյուղ
510,Stadt::N,stad,քաղաք
511,Brief::N,brev,նամակ
512,Buch::N,bok,գիրք
513,Buchstabe::N,bokstav,տառ
514,Buchstabe::N,bokstav,գիր
515,Zeitung::N,tidning,լրագիր
516,Leben::N,liv,կյանք
517,Tod::N,död,մահ
518,Grab::N,grav,գերեզման
519,Kirche::N,kyrka,եկեղեցի
520,Sünde::N,synd,մեղք
521,Gott::N,gud,աստված
522,Arbeiter::N,arbetare,բանվոր
523,Arbeiter::N,arbetare,աշխատող
524,Chef::N,chef,տեր
525,Meister::N,mästare,վարպետ
526,Arzt::N,läkare,բժիշկ
527,Lehrer::N,lärare,ուսուցիչ
528,Geld::N,pengar,փող
529,Geschäft::N,rörelse,գործ
530,Geschäft::N,rörelse,աշխատանք
531,Laden::N,affär,կրպակ
532,Laden::N,affär,խանութ
533,Preis::N,pris,գին
534,Ware::N,vara,ապրանք
535,Nutzen::N,gagn,օգուտ
536,Nutzen::N,nytta,օգուտ
537,Reichtum::N,rikedom,հարստություն
538,Welt::N,värld,աշխարհ
539,Land::N,land,երկիր
540,Staat::N,stat,պետություն
541,König::N,kung,արքա
542,König::N,kung,թագավոր
543,König::N,konung,արքա
544,König::N,konung,թագավոր
545,Macht::N,makt,իշխանություն
546,Grenze::N,gräns,սահման
547,Krieg::N,krig,պատերազմ
548,Feind::N,fiende,թշնամի
549,Gewalt::N,våld,բռնություն
550,Gewalt::N,våld,սաստկություն
551,Kampf::N,kamp,մարտ
552,Kampf::N,strid,մարտ
553,Bogen[Waffe]::N,båge,աղեղ
554,Pfeil::N,pil,նետ
555,Gewehr::N,gevär,հրացան
556,Fehler::N,fel,սխալ
557,Lüge::N,lögn,սուտ
558,Schaden::N,skada,վնաս
559,Unglück::N,otur,դժբախտություն
560,Unglück::N,olycka,դժբախտություն
561,Schuld::N,skuld,պակասություն
562,Alter::N,ålder,հասակ
563,Schluss::N,slut,վերջ
564,Schluss::N,slut,վախճան
565,Zeit::N,tid,ժամանակ
566,Tag::N,dag,օր
567,Morgen::N,morgon,առավոտ
568,Mittag::N,middag,կեսօր
569,Abend::N,kväll,երեկո
570,Nacht::N,natt,գիշեր
571,Woche::N,vecka,շաբաթ
572,Monat::N,månad,ամիս
573,Jahr::N,år,տարի
574,Frühling::N,vår,գարուն
575,Sommer::N,sommar,ամառ
576,Herbst::N,höst,աշուն
577,Winter::N,vinter,ձմեռ
578,Januar::N,januari,հունվար
579,Februar::N,februari,փետրվար
580,März::N,mars,մարտ
581,April::N,april,ապրիլ
582,Mai::N,maj,մայիս
583,Juni::N,juni,հունիս
584,Juli::N,juli,հուլիս
585,August::N,augusti,օգոստոս
586,September::N,september,սեպտեմբեր
587,Oktober::N,oktober,հոկտեմբեր
588,November::N,november,նոյեմբեր
589,Dezember::N,december,դեկտեմբեր
590,Montag::N,måndag,երկուշաբթի
591,Dienstag::N,tisdag,երեքշաբթի
592,Mittwoch::N,onsdag,չորեքշաբթի
593,Donnerstag::N,torsdag,հինգշաբթի
594,Freitag::N,fredag,ուրբաթ
595,Samstag::N,lördag,շաբաթ
596,Sonntag::N,söndag,կիրակի
597,groß::A,stor,մեծ
598,groß::A,stor,խոշոր
599,klein::A,liten,պստիկ
600,klein::A,liten,փոքրիկ
601,lang::A,lång,երկար
602,kurz::A,kort,կարճ
603,breit::A,bred,լայն
604,schmal::A,smal,նեղ
605,dicht::A,tät,խիտ
606,dick[Gegenstand]::A,tjock,հաստ
607,dünn::A,tunn,բարակ
608,fein::A,fin,նուրբ
609,fest::A,fast,ամուր
610,fest::A,fast,պինդ
611,flach::A,platt,տափակ
612,glatt::A,glatt,հարթ
613,hart::A,hård,կարծր
614,weich::A,mjuk,մեղմ
615,weich::A,mjuk,փափուկ
616,rund::A,rund,կլոր
617,spitz::A,toppig,սրածայր
618,spitz::A,spetsig,սրածայր
619,scharf::A,vass,սուր
620,scharf::A,skarp,սուր
621,stumpf::A,slö,գուլ
622,schwer::A,tung,ծանր
623,schön::A,skön,սիրուն
624,schön::A,skön,գեղեցիկ
625,schön::A,vacker,սիրուն
626,schön::A,vacker,գեղեցիկ
627,heiß::A,het,թեժ
628,warm::A,varm,տաք
629,warm::A,varm,ջերմ
630,kalt::A,kall,ցուրտ
631,kühl::A,sval,զով
632,kühl::A,kylig,զով
633,frisch::A,färsk,թարմ
634,feucht::A,fuktig,ղոնավ
635,nass::A,våt,թաց
636,trocken::A,torr,ցամաք
637,voll::A,full,լի
638,voll::A,full,լիքը
639,leer::A,tom,դատարկ
640,offen::A,öppen,բաց
641,geschlossen::A,stängd,գոց
642,sauber::A,ren,մաքուր
643,schmutzig::A,snuskig,կեղտոտ
644,roh::A,rå,հում
645,reif::A,mogen,հասած
646,reif::A,mogen,հասուն
647,lecker::A,läcker,համեղ
648,süß::A,söt,անուշ
649,bitter::A,besk,կծու
650,bitter::A,bitter,կծու
651,sauer::A,sur,թթու
652,sauer::A,sur,թթված
653,hell::A,ljus,պայծառ
654,hell::A,ljus,խելամիտ
655,dunkel::A,mörk,մութ
656,schwarz::A,svart,սեւ
657,weiß::A,vit,սպիտակ
658,rot::A,röd,կարմիր
659,gelb::A,gul,դեղին
660,blau::A,blå,կապույտ
661,grün::A,grön,կանաչ
662,grau::A,grå,գորշ
663,bunt::A,brokig,գոյնզգոյն
664,billig::A,billig,էժան
665,teuer::A,dyr,թանկ
666,wertvoll::A,värdefull,թանկարժեք
667,blind::A,blind,կույր
668,taub::A,döv,խուլ
669,kräftig::A,kraftig,հզոր
670,stark::A,stark,ուժեղ
671,schwach::A,svag,տկար
672,schwach::A,svag,թույլ
673,fett::A,fet,գեր
674,schlank::A,slank,նիհար
675,hübsch::A,snygg,գրավիչ
676,hübsch::A,snygg,սիրունիկ
677,hübsch::A,vacker,գրավիչ
678,hübsch::A,vacker,սիրունիկ
679,böse::A,ond,չար
680,böse::A,elak,չար
681,dumm::A,dum,հիմար
682,faul::A,lat,ծույլ
683,fleißig::A,flitig,ջանասեր
684,fleißig::A,flitig,փութաջան
685,geizig::A,snål,ագահ
686,geizig::A,snål,կծծի
687,geizig::A,girig,ագահ
688,geizig::A,girig,կծծի
689,klug::A,klok,խելոք
690,klug::A,klok,ընդունակ
691,geschickt::A,händig,ճարտար
692,geschickt::A,skicklig,ճարտար
693,lieb::A,kär,սիրելի
694,lieb::A,snäll,սիրելի
695,lustig::A,rolig,զվարթ
696,lustig::A,lustig,զվարթ
697,sanft::A,mild,հեզ
698,hungrig::A,hungrig,քաղցած
699,krank::A,sjuk,հիվանդ
700,nackt::A,naken,մերկ
701,traurig::A,ledsen,տխուր
702,traurig::A,sorgsen,տխուր
703,lebendig::A,levande,կենդանի
704,gut::A,bra,լավ
705,schlecht::A,dålig,վատ
706,richtig::A,riktig,ձիշտ
707,schlimm::A,illa,լղրճուկ
708,wahr::A,sann,ճիշտ
709,wahr::A,sann,իրական
710,alt::A,gammal,հին
711,neu::A,ny,նոր
712,ehemalig::A,forn,նախկին
713,ehemalig::A,tidigare,նախկին
714,alt[Lebewesen]::A,gammal,ծեր
715,alt[Lebewesen]::A,gammal,պառավ
716,jung::A,ung,մատաղ
717,arm::A,fattig,աղքատ
718,reich::A,rik,հարուստ
719,bekannt::A,känd,ծանոթ
720,berühmt::A,berömd,հայտնի
721,berühmt::A,berömd,հռչակավոր
722,fremd::A,främmande,օտար
723,verschieden::A,åtskillig,տարբեր
724,nah::A,nära,մոտ
725,nah::A,nära,մերձ
726,fern::A,fjärran,հեռավոր
727,linker::A,vänster,ձախ
728,rechter::A,höger,աջ
729,anderer::A,annan,այլ
730,anderer::A,annan,ուրիշ
731,erster::A,första,առաջին
732,zweiter::A,andra,երկրորդ
733,dritter::A,tredje,երրորդ
734,letzter::A,sist,վերջին
735,allein::ADV,allena,միայնակ
736,auf einmal::ADV,på en gång,միասնաբար
737,zusammen::ADV,tillsammans,միասին
738,zusammen::ADV,tillsammans,իրար հետ
739,lange::ADV,länge,երկար ժամանակ
740,plötzlich::ADV,plötsligt,հանկարծ
741,sofort::ADV,strax,իսկույն
742,sofort::ADV,genast,իսկույն
743,später::ADV,senare,ավելի ուշ
744,später::ADV,senare,հետո
745,jetzt::ADV,nu,այժմ
746,heute::ADV,i dag,այսօր
747,morgen::ADV,i morgon,վաղը
748,bald::ADV,snart,շուտով
749,dann::ADV,då,ապա
750,dann::ADV,då,հետո
751,gestern::ADV,i går,երեկ
752,einst::ADV,en gång,հին ատեն
753,damals::ADV,då,ատէնին
754,damals::ADV,den gången,ատէնին
755,danach::ADV,därefter,ապա
756,danach::ADV,därefter,այն ժամանակ
757,vorher::ADV,före,առաջ
758,vorher::ADV,förut,առաջ
759,zuerst::ADV,först,նախ
760,einmal::ADV,en gång,մի անգամ
761,manchmal::ADV,ibland,երբեմն
762,oft::ADV,ofta,հաճախ
763,immer::ADV,alltid,միշտ
764,niemals::ADV,aldrig,երբեք
765,hier::ADV,här,այստեղ
766,hierhin::ADV,hit,այստեղ
767,von hier::ADV,härifrån,այդտեղից
768,dort::ADV,där,այնտեղ
769,dorthin::ADV,dit,այնտեղ
770,geradeaus::ADV,rätt fram,ուղիղ
771,vorwärts::ADV,fram,առաջ
772,vorwärts::ADV,framåt,առաջ
773,rückwärts::ADV,baklänges,դեպի ետ
774,zurück::ADV,tillbaka,ետ
775,unten::ADV,nere,ներքեւում
776,unten::ADV,nedanför,ներքեւում
777,hinab::ADV,ned,ներքեւ
778,hinab::ADV,nedåt,ներքեւ
779,oben::ADV,ovan,վերեւում
