,Concept_ID,es,ru
170,Huhn::N,gallina,курица
171,Hahn::N,gallo,петух
172,Gans::N,oca,гусь
173,Gans::N,ganso,гусь
174,Adler::N,águila,орел
175,Ente::N,pato,утка
176,Eule::N,lechuza,сова
177,Kranich::N,grulla,журавль
178,Krähe::N,corneja,ворона
179,Kuckuck::N,cuco,кукушка
180,Schwan::N,cisne,лебедь
181,Fisch::N,pez,рыба
182,Barsch::N,perca,окунь
183,Hecht::N,lucio,щука
184,Schlange[Tier]::N,serpiente,змея
185,Wurm::N,gusano,червяк
186,Spinne::N,araña,паук
187,Ameise::N,hormiga,муравей
188,Laus::N,piojo,вошь
189,Mücke::N,mosquito,комар
190,Fliege::N,mosca,муха
191,Schmetterling::N,mariposa,бабочка
192,Beere::N,baya,ягода
193,Apfel::N,manzana,яблоко
194,Pilz::N,seta,гриб
195,Pilz::N,hongo,гриб
196,Zwiebel::N,cebolla,луковица
197,Saat::N,siembra,семя
198,Korn::N,grano,зерно
199,Heu::N,heno,сено
200,Schale::N,cáscara,шелуха
201,Grube::N,foso,яма
202,Falle::N,trampa,ловушка
203,Schlinge::N,lazo,силок
204,Spur::N,huella,след
205,Asche::N,ceniza,зола
206,Asche::N,ceniza,пепел
207,Dreck::N,suciedad,грязь
208,Eisen::N,hierro,железо
209,Gold::N,oro,золото
210,Silber::N,plata,серебро
211,Kohle::N,carbón,уголь
212,Glas::N,vidrio,стекло
213,Glas::N,cristal,стекло
214,Lehm::N,barro,глина
215,Sand::N,arena,песок
216,Mensch::N,hombre,человек
217,Mensch::N,ser humano,человек
218,Mann::N,hombre,мужчина
219,Frau::N,mujer,женщина
220,Kind::N,niño,ребенок
221,Junge::N,chico,мальчик
222,Junge::N,muchacho,мальчик
223,Mädchen::N,chica,девочка
224,Mädchen::N,muchacha,девочка
225,Familie::N,familia,семья
226,Großvater::N,abuelo,дедушка
227,Großmutter::N,abuela,бабушка
228,Eltern::N,padres,родители
229,Vater::N,padre,отец
230,Mutter::N,madre,мать
231,Sohn::N,hijo,сын
232,Tochter::N,hija,дочь
233,Bruder::N,hermano,брат
234,Schwester::N,hermana,сестра
235,Onkel::N,tío,дядя
236,Tante::N,tía,тетя
237,Ehemann::N,esposo,муж
238,Ehefrau::N,esposa,жена
239,Freude::N,placer,радость
240,Freude::N,alegría,радость
241,Gelächter::N,risa,смех
242,Gelächter::N,carcajada,смех
243,Glück::N,felicidad,счастье
244,Kummer::N,pena,горе
245,Wunsch::N,deseo,желание
246,Lust::N,ganas,влечение
247,Geist::N,mente,дух
248,Geist::N,espíritu,дух
249,Gedanke::N,idea,мысль
250,Gedanke::N,pensamiento,мысль
251,Gedächtnis::N,memoria,память
252,Verstand::N,razón,ум
253,Verstand::N,entendimiento,ум
254,Sinn::N,sentido,смысл
255,Sinn::N,significado,смысл
256,Grund::N,causa,повод
257,Wahrheit::N,verdad,правда
258,Gespräch::N,conversación,беседа
259,Märchen::N,cuento,сказка
260,Erzählung::N,cuento,рассказ
261,Erzählung::N,narración,рассказ
262,Nachricht::N,mensaje,сообщение
263,Neuigkeit::N,noticia,новость
264,Name::N,nombre,имя
265,Rätsel::N,acertijo,загадка
266,Rätsel::N,adivinanza,загадка
267,Rede::N,discurso,речь
268,Sprache::N,lengua,язык
269,Stimme::N,voz,голос
270,Wort::N,palabra,слово
271,Zeichen::N,señal,знак
272,Ruf::N,llamada,зов
273,Lärm::N,ruido,шум
274,Lärm::N,barullo,шум
275,Laut::N,sonido,звук
276,Ton::N,tono,звучание
277,Lied::N,canción,песня
278,Ruhe::N,calma,покой
279,Ruhe::N,silencio,покой
280,Leute::N,gente,люди
281,Volk::N,pueblo,народ
282,Arbeit::N,trabajo,работа
283,Gast::N,huésped,гость
284,Gast::N,invitado,гость
285,Geschenk::N,regalo,подарок
286,Spiel::N,juego,игра
287,Gesellschaft::N,compañía,общество
288,Hilfe::N,ayuda,помощь
289,Hilfe::N,socorro,помощь
290,Freund::N,amigo,друг
291,Kamerad::N,camarada,приятель
292,Kamerad::N,compañero,приятель
293,Angelegenheit::N,asunto,дело
294,Anzahl::N,cantidad,количество
295,Art::N,tipo,вид
296,Art::N,clase,вид
297,Stück::N,pieza,кусок
298,Teil::N,parte,часть
299,Hälfte::N,mitad,половина
300,Kreis::N,círculo,круг
301,Kreuz::N,cruz,крест
302,Linie::N,línea,линия
303,Strich::N,raya,черта
304,Strich::N,trazo,черта
305,Abstand::N,distancia,промежуток
306,Entfernung::N,distancia,расстояние
307,Gegend::N,región,местность
308,Gegend::N,comarca,местность
309,Platz::N,espacio,пространство
310,Ort::N,sitio,место
311,Seite::N,lado,сторона
312,Seite::N,costado,сторона
313,Mitte::N,medio,середина
314,Mitte::N,centro,середина
315,Gegenstand::N,objeto,предмет
316,Sache::N,cosa,вещь
317,Rand::N,borde,край
318,Kante::N,borde,ребро
319,Ecke::N,esquina,угол
320,Spitze::N,punta,кончик
321,Ende::N,cabo,конец
322,Ende::N,extremo,конец
323,Loch::N,agujero,дыра
324,Loch::N,abertura,дыра
325,Winkel::N,ángulo,угол
326,Muster::N,dibujo,узор
327,Größe::N,tamaño,размер
328,Länge::N,longitud,длина
329,Höhe::N,altura,высота
330,Höhe::N,altitud,высота
331,Gewicht::N,peso,вес
332,Menge::N,cantidad,количество
333,Haufen::N,montón,куча
334,Reihe::N,fila,ряд
335,Boot::N,bote,лодка
336,Boot::N,barca,лодка
337,Ruder::N,remo,весло
338,Schlitten::N,trineo,сани
339,Ski::N,esquí,лыжа
340,Lagerfeuer::N,hoguera,костер
341,Last::N,carga,тяжесть
342,Gang::N,marcha,ход
343,Schritt::N,paso,шаг
344,Norden::N,norte,север
345,Süden::N,sur,юг
346,Westen::N,oeste,запад
347,Osten::N,este,восток
348,Holz::N,madera,древесина
349,Brett::N,tabla,доска
350,Platte::N,placa,плита
351,Platte::N,plancha,плита
352,Stütze::N,sostén,подпорка
353,Stütze::N,soporte,подпорка
354,Stange::N,vara,жердь
355,Stange::N,percha,жердь
356,Stock::N,palo,палка
357,Stock::N,bastón,палка
358,Stab::N,vara,шест
359,Stab::N,bastón,шест
360,Rohr::N,tubo,труба
361,Haus::N,casa,дом
362,Heim::N,hogar,дом
363,Ofen::N,estufa,печь
364,Fußboden::N,suelo,пол
365,Tisch::N,mesa,стол
366,Stuhl::N,silla,стул
367,Wiege::N,cuna,колыбель
368,Bett::N,cama,постель
369,Regal::N,estantería,полка
370,Kiste::N,caja,ящик
371,Fenster::N,ventana,окно
372,Tür::N,puerta,дверь
373,Tor::N,puerta,ворота
374,Zaun::N,valla,забор
375,Zaun::N,cercado,забор
376,Dach::N,techo,крыша
377,Dach::N,tejado,крыша
378,Leiter::N,escalera,лестница
379,Besen::N,escoba,метла
380,Spaten::N,pala,лопата
381,Schaufel::N,pala,совок
382,Schaufel::N,paleta,совок
383,Gabel::N,tenedor,вилка
384,Löffel::N,cuchara,ложка
385,Messer::N,cuchillo,нож
386,Nagel::N,clavo,гвоздь
387,Netz::N,red,сеть
388,Haken::N,gancho,крюк
389,Haken::N,corchete,крюк
390,Griff::N,asa,ручка
391,Griff::N,mango,ручка
392,Schloss::N,cerradura,замок
393,Bild::N,imagen,картина
394,Figur::N,figura,фигура
395,Puppe::N,muñeca,кукла
396,Beutel::N,bolsa,мешок
397,Bündel::N,haz,связка
398,Tasche::N,bolso,сумка
399,Eimer::N,cubo,ведро
400,Deckel::N,tapa,крышка
401,Deckel::N,tapadera,крышка
402,Geschirr::N,vajilla,посуда
403,Sack::N,saco,мешок
404,Tasse::N,taza,чашка
405,Topf::N,olla,кастрюля
406,Topf::N,marmita,кастрюля
407,Kessel::N,caldera,котел
408,Essen::N,comida,еда
409,Nahrung::N,alimento,пища
410,Speise::N,plato,блюдо
411,Speise::N,plato,кушанье
412,Fleisch::N,carne,мясо
413,Getreide::N,cereales,хлеб
414,Brei::N,puré,каша
415,Brei::N,papilla,каша
416,Brot::N,pan,хлеб
417,Scheibe::N,lonja,ломоть
418,Scheibe::N,rebanada,ломоть
419,Fett::N,grasa,жир
420,Butter::N,mantequilla,масло
421,Öl::N,aceite,масло
422,Salz::N,sal,соль
423,Suppe::N,sopa,суп
424,Honig::N,miel,мед
425,Milch::N,leche,молоко
426,Tee::N,té,чай
427,Leder::N,cuero,кожа
428,Wolle::N,lana,шерсть
429,Stoff::N,tela,ткань
430,Stoff::N,tejido,ткань
431,Nadel::N,aguja,игла
432,Faden::N,hilo,нитка
433,Knopf::N,botón,пуговица
434,Knoten::N,nudo,узел
435,Farbe::N,pintura,краска
436,Kleidung::N,ropa,одежда
437,Kleidung::N,vestidos,одежда
438,Hemd::N,camisa,рубашка
439,Kragen::N,cuello,воротник
440,Ärmel::N,manga,рукав
441,Hose::N,pantalón,брюки
442,Gürtel::N,cinturón,пояс
443,Mütze::N,gorro,шапка
444,Schuh::N,zapato,ботинок
445,Stiefel::N,bota,сапог
446,Ring::N,anillo,кольцо
447,Band::N,cinta,лента
448,Kamm::N,peine,расческа
449,Spiegel::N,espejo,зеркало
450,Riemen::N,correa,ремень
451,Schnur::N,cuerda,веревка
452,Leine::N,correa,поводок
453,Decke::N,manta,одеяло
454,Kissen::N,almohada,подушка
455,Tuch::N,pañuelo,платок
456,Handtuch::N,toalla,полотенце
457,Kraft::N,fuerza,сила
458,Stärke::N,fuerza,крепость
459,Gesundheit::N,salud,здоровье
460,Krankheit::N,enfermedad,болезнь
461,Schmerz::N,dolor,боль
462,Wunde::N,llaga,рана
463,Wunde::N,herida,рана
464,Fieber::N,fiebre,лихорадка
465,Fieber::N,fiebre,температура
466,Arznei::N,medicina,лекарство
467,Arznei::N,medicamento,лекарство
468,Brücke::N,puente,мост
469,Brunnen::N,pozo,колодец
470,Weide::N,pasto,пастбище
471,Pfad::N,sendero,тропа
472,Weg::N,camino,путь
473,Weg::N,camino,дорога
474,Straße::N,vía,улица
475,Straße::N,vía,дорога
476,Straße::N,carretera,улица
477,Straße::N,carretera,дорога
478,Dorf::N,aldea,деревня
479,Dorf::N,pueblo,деревня
480,Stadt::N,ciudad,город
481,Brief::N,carta,письмо
482,Buch::N,libro,книга
483,Buchstabe::N,letra,буква
484,Buchstabe::N,carácter,буква
485,Zeitung::N,diario,газета
486,Zeitung::N,periódico,газета
487,Leben::N,vida,жизнь
488,Tod::N,muerte,смерть
489,Grab::N,tumba,могила
490,Grab::N,sepulcro,могила
491,Kirche::N,iglesia,церковь
492,Sünde::N,pecado,грех
493,Gott::N,dios,бог
494,Arbeiter::N,obrero,рабочий
495,Arbeiter::N,trabajador,рабочий
496,Chef::N,jefe,начальник
497,Meister::N,maestro,мастер
498,Arzt::N,médico,врач
499,Lehrer::N,profesor,учитель
500,Geld::N,dinero,деньги
501,Geschäft::N,negocio,занятие
502,Laden::N,tienda,магазин
503,Preis::N,precio,цена
504,Ware::N,mercancía,товар
505,Nutzen::N,provecho,выгода
506,Reichtum::N,riqueza,богатство
507,Welt::N,mundo,мир
508,Land::N,país,страна
509,Staat::N,Estado,государство
510,König::N,rey,король
511,Macht::N,poder,власть
512,Macht::N,potencia,власть
513,Grenze::N,frontera,граница
514,Krieg::N,guerra,война
515,Feind::N,enemigo,враг
516,Gewalt::N,violencia,насилие
517,Kampf::N,lucha,борьба
518,Kampf::N,combate,борьба
519,Bogen[Waffe]::N,arco,лук
520,Pfeil::N,flecha,стрела
521,Gewehr::N,fusil,ружье
522,Gewehr::N,escopeta,ружье
523,Fehler::N,error,ошибка
524,Lüge::N,mentira,ложь
525,Schaden::N,daño,вред
526,Unglück::N,desgracia,беда
527,Schuld::N,culpa,вина
528,Alter::N,edad,возраст
529,Schluss::N,fin,окончание
530,Schluss::N,final,окончание
531,Zeit::N,tiempo,время
532,Tag::N,día,день
533,Morgen::N,mañana,утро
534,Mittag::N,mediodía,полдень
535,Abend::N,noche,вечер
536,Nacht::N,noche,ночь
537,Woche::N,semana,неделя
538,Monat::N,mes,месяц
539,Jahr::N,año,год
540,Frühling::N,primavera,весна
541,Sommer::N,verano,лето
542,Herbst::N,otoño,осень
543,Winter::N,invierno,зима
544,Januar::N,enero,январь
545,Februar::N,febrero,февраль
546,März::N,marzo,март
547,April::N,abril,апрель
548,Mai::N,mayo,май
549,Juni::N,junio,июнь
550,Juli::N,julio,июль
551,August::N,agosto,август
552,September::N,septiembre,сентябрь
553,Oktober::N,octubre,октябрь
554,November::N,noviembre,ноябрь
555,Dezember::N,diciembre,декабрь
556,Montag::N,lunes,понедельник
557,Dienstag::N,martes,вторник
558,Mittwoch::N,miércoles,среда
559,Donnerstag::N,jueves,четверг
560,Freitag::N,viernes,пятница
561,Samstag::N,sábado,суббота
562,Sonntag::N,domingo,воскресенье
563,groß::A,grande,большой
564,klein::A,pequeño,маленький
565,lang::A,largo,длинный
566,kurz::A,corto,короткий
567,breit::A,ancho,широкий
568,schmal::A,estrecho,узкий
569,dicht::A,denso,густой
570,dick[Gegenstand]::A,grueso,толстый
571,dünn::A,fino,тонкий
572,dünn::A,delgado,тонкий
573,fein::A,fino,тонкий
574,fein::A,delicado,тонкий
575,fest::A,firme,крепкий
576,fest::A,sólido,крепкий
577,flach::A,plano,плоский
578,glatt::A,liso,гладкий
579,hart::A,duro,твердый
580,weich::A,muelle,мягкий
581,rund::A,redondo,круглый
582,spitz::A,agudo,остроконечный
583,spitz::A,apuntado,остроконечный
584,scharf::A,agudo,острый
585,scharf::A,afilado,острый
586,stumpf::A,sin filo,тупой
587,schwer::A,pesado,тяжелый
588,schön::A,bello,красивый
589,schön::A,hermoso,красивый
590,heiß::A,caluroso,жаркий
591,warm::A,cálido,теплый
592,warm::A,caliente,теплый
593,kalt::A,frío,холодный
594,kühl::A,fresco,прохладный
595,frisch::A,fresco,свежий
596,feucht::A,húmedo,влажный
597,nass::A,mojado,мокрый
598,trocken::A,seco,сухой
599,voll::A,lleno,полный
600,voll::A,lleno,наполненный
601,leer::A,vacío,пустой
602,offen::A,abierto,открытый
603,geschlossen::A,cerrado,закрытый
604,sauber::A,limpio,чистый
605,schmutzig::A,sucio,грязный
606,roh::A,crudo,сырой
607,reif::A,maduro,зрелый
608,lecker::A,rico,вкусный
609,lecker::A,sabroso,вкусный
610,süß::A,dulce,сладкий
611,bitter::A,amargo,горький
612,sauer::A,agrio,кислый
613,hell::A,claro,светлый
614,dunkel::A,oscuro,темный
615,schwarz::A,negro,черный
616,weiß::A,blanco,белый
617,rot::A,rojo,красный
618,gelb::A,amarillo,желтый
619,blau::A,azul,синий
620,grün::A,verde,зеленый
621,grau::A,gris,серый
622,bunt::A,multicolor,пестрый
623,billig::A,barato,дешевый
624,teuer::A,caro,дорогой
625,wertvoll::A,valioso,ценный
626,wertvoll::A,precioso,ценный
627,blind::A,ciego,слепой
628,taub::A,sordo,глухой
629,kräftig::A,fuerte,могучий
630,stark::A,fuerte,сильный
631,stark::A,vigoroso,сильный
632,schwach::A,débil,слабый
633,fett::A,obeso,жирный
634,schlank::A,esbelto,стройный
635,hübsch::A,mono,прелестный
636,hübsch::A,guapo,прелестный
637,böse::A,malo,злой
638,dumm::A,tonto,глупый
639,dumm::A,estúpido,глупый
640,faul::A,vago,ленивый
641,faul::A,perezoso,ленивый
642,fleißig::A,aplicado,прилежный
643,fleißig::A,diligente,прилежный
644,geizig::A,avaro,жадный
645,klug::A,sensato,умный
646,klug::A,inteligente,умный
647,geschickt::A,hábil,искусный
648,lieb::A,querido,милый
649,lustig::A,alegre,веселый
650,sanft::A,suave,нежный
651,hungrig::A,hambriento,голодный
652,krank::A,enfermo,больной
653,nackt::A,desnudo,голый
654,traurig::A,triste,грустный
655,lebendig::A,vivo,живой
656,lebendig::A,viviente,живой
657,gut::A,bueno,хороший
658,schlecht::A,malo,плохой
659,richtig::A,justo,правильный
660,richtig::A,correcto,правильный
661,schlimm::A,malo,отвратительный
662,schlimm::A,malo,мерзкий
663,schlimm::A,grave,отвратительный
664,schlimm::A,grave,мерзкий
665,wahr::A,verídico,настоящий
666,wahr::A,verdadero,настоящий
667,alt::A,viejo,старый
668,neu::A,nuevo,новый
669,ehemalig::A,antiguo,бывший
670,alt[Lebewesen]::A,viejo,пожилой
671,jung::A,joven,молодой
672,arm::A,pobre,бедный
673,reich::A,rico,богатый
674,bekannt::A,conocido,знакомый
675,berühmt::A,famoso,знаменитый
676,berühmt::A,célebre,знаменитый
677,fremd::A,extraño,чужой
678,verschieden::A,diverso,разный
679,verschieden::A,distinto,разный
680,verschieden::A,diferente,разный
681,nah::A,cercano,близкий
682,fern::A,lejano,далекий
683,linker::A,izquierdo,левый
684,rechter::A,derecho,правый
685,anderer::A,otro,другой
686,erster::A,primero,первый
687,zweiter::A,segundo,второй
688,dritter::A,tercero,третий
689,letzter::A,último,последний
690,allein::ADV,a solo,один
691,auf einmal::ADV,de una vez,сразу
692,zusammen::ADV,juntos,вместе
693,lange::ADV,mucho tiempo,долго
694,plötzlich::ADV,de repente,вдруг
695,sofort::ADV,en seguida,тотчас
696,später::ADV,más tarde,позже
697,jetzt::ADV,ahora,сейчас
698,heute::ADV,hoy,сегодня
699,morgen::ADV,mañana,завтра
700,bald::ADV,pronto,скоро
701,bald::ADV,en breve,скоро
702,dann::ADV,luego,потом
703,dann::ADV,entonces,потом
704,gestern::ADV,ayer,вчера
705,einst::ADV,antaño,однажды
706,damals::ADV,entonces,тогда
707,danach::ADV,después,затем
708,vorher::ADV,antes,раньше
709,zuerst::ADV,primero,сперва
710,einmal::ADV,una vez,раз
711,manchmal::ADV,a veces,иногда
712,oft::ADV,a menudo,часто
713,oft::ADV,con frecuencia,часто
714,immer::ADV,siempre,всегда
715,niemals::ADV,jamás,никогда
716,hier::ADV,aquí,здесь
717,hierhin::ADV,acá,сюда
718,von hier::ADV,desde aquí,отсюда
719,dort::ADV,ahí,там
720,dort::ADV,allí,там
721,dorthin::ADV,allí,туда
722,dorthin::ADV,hacia allí,туда
723,geradeaus::ADV,todo derecho,прямо
724,vorwärts::ADV,adelante,вперед
725,rückwärts::ADV,hacia atrás,назад
726,zurück::ADV,atrás,обратно
727,unten::ADV,abajo,внизу
728,hinab::ADV,hacia abajo,вниз
729,oben::ADV,arriba,наверху
730,hinauf::ADV,hacia arriba,вверх
731,überall::ADV,por todas partes,везде
732,nicht::ADV,no,не
733,ein wenig::ADV,un poco,немного
734,kaum::ADV,apenas,едва
735,sehr::ADV,muy,очень
736,sehr::ADV,mucho,очень
737,so::ADV,tan,так
738,noch::ADV,aún,еще
739,noch::ADV,todavía,еще
740,nur::ADV,solamente,только
741,schon::ADV,ya,уже
742,wieder::ADV,de nuevo,опять
743,vergebens::ADV,en vano,напрасно
744,vor::PRP,antes de,перед
745,vor::PRP,delante de,перед
746,hinter::PRP,tras,за
747,hinter::PRP,tras,позади
748,hinter::PRP,detrás de,за
749,hinter::PRP,detrás de,позади
750,unter::PRP,bajo,под
751,unter::PRP,debajo de,под
752,durch::PRP,por,сквозь
753,durch::PRP,a través de,сквозь
754,neben::PRP,al lado de,возле
755,zwischen::PRP,entre,между
756,wegen::PRP,por,из-за
757,wegen::PRP,a causa de,из-за
758,dies::PRN,esto,это
759,das::PRN,eso,то
760,das::PRN,esto,то
761,alles::PRN,todo,все
762,ich::PRN,yo,я
763,du::PRN,tú,ты
764,er::PRN,él,он
765,wir::PRN,nosotros,мы
766,ihr::PRN,vosotros,вы
767,sie::PRN,ellos,они
768,was::FPRN,qué,что
769,wer::FPRN,quién,кто
770,wo::FADV,dónde,где
771,wohin::FADV,adónde,куда
772,wohin::FADV,hacia dónde,куда
773,wie::FADV,cómo,как
774,warum::FADV,por qué,почему
775,wieviel::FNUM,cuánto,сколько
776,eins::NUM,uno,один
777,zwei::NUM,dos,два
778,drei::NUM,tres,три
779,vier::NUM,cuatro,четыре
780,fünf::NUM,cinco,пять
781,sechs::NUM,seis,шесть
782,sieben::NUM,siete,семь
783,acht::NUM,ocho,восемь
784,neun::NUM,nueve,девять
785,zehn::NUM,diez,десять
786,elf::NUM,once,одиннадцать
787,zwölf::NUM,doce,двенадцать
788,zwanzig::NUM,veinte,двадцать
789,dreißig::NUM,treinta,тридцать
790,vierzig::NUM,cuarenta,сорок
791,fünfzig::NUM,cincuenta,пятьдесят
792,sechzig::NUM,sesenta,шестьдесят
793,siebzig::NUM,setenta,семьдесят
794,achtzig::NUM,ochenta,восемьдесят
795,neunzig::NUM,noventa,девяносто
796,hundert::NUM,cien,сто
797,hundert::NUM,ciento,сто
798,tausend::NUM,mil,тысяча
799,und::CNJ,y,и
800,oder::CNJ,o,или
801,oder::CNJ,o,либо
802,stehen::V,estar de pie,стоять
803,sitzen::V,estar sentado,сидеть
804,liegen::V,yacer,лежать
805,liegen::V,estar acostado,лежать
806,hängen::V,pender,висеть
807,werden::V,hacerse,стать
808,passieren::V,suceder,случиться
809,beginnen::V,iniciarse,начаться
810,beginnen::V,principiar,начаться
811,enden::V,acabar,кончиться
812,enden::V,terminar,кончиться
813,wechseln::V,variar,меняться
814,wechseln::V,alternar,меняться
815,aufgehen[Sonne]::V,salir,взойти
816,untergehen[Sonne]::V,ponerse,зайти
817,untergehen[Sonne]::V,descender,зайти
818,scheinen[Sonne]::V,brillar,светить
819,donnern::V,tronar,греметь
820,wehen::V,soplar,дуть
821,strömen::V,afluir,литься
822,fließen::V,fluir,течь
823,fließen::V,correr,течь
824,sich drehen::V,girar,вращаться
825,schwanken::V,vacilar,колебаться
826,schwingen::V,oscilar,качаться
827,fallen::V,caer,падать
828,brennen::V,arder,гореть
829,brennen::V,quemar,гореть
830,rauchen::V,humear,дымить
831,rauchen::V,echar humo,дымить
832,regnen::V,llover,дождить
833,gefrieren::V,helarse,замерзнуть
834,tauen::V,deshelarse,таять
835,schmelzen::V,fundirse,плавиться
836,schmelzen::V,derretirse,плавиться
837,trocknen::V,secarse,сохнуть
838,sieden::V,hervir,кипеть
839,faulen::V,pudrirse,гнить
840,verfaulen::V,pudrirse,сгнить
841,reißen::V,romperse,рваться
842,versinken::V,hundirse,тонуть
843,vergehen::V,pasar,проходить
844,erscheinen::V,aparecer,появиться
845,verschwinden::V,desaparecer,исчезнуть
846,sinken::V,bajar,спадать
847,abnehmen::V,decrecer,уменьшиться
848,abnehmen::V,disminuir,уменьшиться
