,Concept_ID,myv,et
472,Kragen::N,сиве,krae
473,Ärmel::N,ожа,varrukas
474,Hose::N,понкст,püksid
475,Gürtel::N,каркс,vöö
476,Mütze::N,чапка,müts
477,Schuh::N,туфля,king
478,Stiefel::N,кем,saabas
479,Ring::N,суркс,sõrmus
480,Band::N,лента,lint
481,Kamm::N,сурсеме,kamm
482,Spiegel::N,чавачамо,peegel
483,Riemen::N,кшнань каркс,rihm
484,Schnur::N,пикс,nöör
485,Leine::N,ведьме,jalutusrihm
486,Decke::N,вельтямо,tekk
487,Kissen::N,тодов,padi
488,Tuch::N,паця,kalev
489,Handtuch::N,нардамо,käterätik
490,Kraft::N,вий,jõud
491,Stärke::N,виевчи,tugevus
492,Gesundheit::N,шумбрачи,tervis
493,Krankheit::N,орма,haigus
494,Krankheit::N,сэредема,haigus
495,Schmerz::N,сэредькс,valu
496,Wunde::N,керявкс,haav
497,Fieber::N,маштыкс,palavik
498,Arznei::N,ормаменькс,ravim
499,Brücke::N,сэдь,sild
500,Brücke::N,мадамо,sild
501,Brunnen::N,лисьма,kaev
502,Weide::N,ракшань ванома тарка,karjamaa
503,Pfad::N,ян,rada
504,Weg::N,ки,tee
505,Straße::N,ки,tee
506,Dorf::N,веле,küla
507,Stadt::N,ош,linn
508,Brief::N,сёрма,kiri
509,Buch::N,книга,raamat
510,Buchstabe::N,буква,täht
511,Zeitung::N,газета,ajaleht
512,Leben::N,эрямо,elu
513,Tod::N,кулома,surm
514,Grab::N,калмо,haud
515,Kirche::N,церькова,kirik
516,Sünde::N,чумочи,patt
517,Gott::N,паз,jumal
518,Arbeiter::N,робочей,tööline
519,Chef::N,прявт,ülemus
520,Chef::N,прявт,juhataja
521,Meister::N,кол тевень тенця,meister
522,Arzt::N,врач,arst
523,Lehrer::N,учитель,õpetaja
524,Lehrer::N,тонавтыця,õpetaja
525,Geld::N,ярмак,raha
526,Geschäft::N,ладязь тев,äri
527,Laden::N,лавка,pood
528,Laden::N,лавка,kauplus
529,Preis::N,питне,hind
530,Ware::N,миевкс,kaup
531,Ware::N,рамавкс,kaup
532,Nutzen::N,паро,tulu
533,Nutzen::N,паро,kasulikkus
534,Nutzen::N,лезэ,tulu
535,Nutzen::N,лезэ,kasulikkus
536,Reichtum::N,сюпавчи,rikkus
537,Welt::N,мир,maailm
538,Welt::N,мастор ланго,maailm
539,Land::N,мастор,maa
540,Staat::N,государства,riik
541,König::N,король,kuningas
542,Macht::N,азорксчи,võim
543,Grenze::N,буен тешкс,piir
544,Krieg::N,война,sõda
545,Feind::N,душман,vaenlane
546,Gewalt::N,нарьгамо,väevõim
547,Kampf::N,тюрема,võitlus
548,Bogen[Waffe]::N,нал,vibu
549,Pfeil::N,нал,nool
550,Gewehr::N,ружия,püss
551,Gewehr::N,винтовка,püss
552,Fehler::N,ильведькс,viga
553,Fehler::N,ильведевкс,viga
554,Lüge::N,манчема,vale
555,Lüge::N,кенгелема,vale
556,Schaden::N,зыян,kahju
557,Unglück::N,зыян,häda
558,Unglück::N,зыян,õnnetus
559,Schuld::N,чумочи,süü
560,Alter::N,шка,iga
561,Schluss::N,пе,lõpp
562,Zeit::N,шка,aeg
563,Zeit::N,пинге,aeg
564,Tag::N,чи,päev
565,Morgen::N,валске,hommik
566,Mittag::N,чикуншка,lõuna
567,Mittag::N,чикуншка,keskpäev
568,Abend::N,чокшнэ,õhtu
569,Nacht::N,ве,öö
570,Woche::N,недля,nädal
571,Monat::N,ков,kuu
572,Jahr::N,ие,aasta
573,Frühling::N,тундо,kevad
574,Sommer::N,кизэ,suvi
575,Herbst::N,сёксь,sügis
576,Winter::N,теле,talv
577,Januar::N,якшамков,jaanuar
578,Februar::N,февраль,veebruar
579,März::N,март,märts
580,April::N,апрель,aprill
581,Mai::N,май,mai
582,Juni::N,июнь,juuni
583,Juli::N,июль,juuli
584,August::N,август,august
585,September::N,сентября,september
586,Oktober::N,октября,oktoober
587,November::N,ноября,november
588,Dezember::N,декабря,detsember
589,Montag::N,пондельник,esmaspäev
590,Dienstag::N,овторник,teisipäev
591,Mittwoch::N,серёда,kesknädal
592,Donnerstag::N,цетьверьг,neljapäev
593,Freitag::N,пеця,reede
594,Samstag::N,субута,laupäev
595,Samstag::N,шлямочи,laupäev
596,Sonntag::N,недлячи,pühapäev
597,groß::A,ине,suur
598,groß::A,покш,suur
599,klein::A,вишка,väike
600,klein::A,вишка,pisike
601,lang::A,кувака,pikk
602,kurz::A,нурькине,lühike
603,breit::A,келей,lai
604,schmal::A,теине,kitsas
605,dicht::A,тусто,tihe
606,dick[Gegenstand]::A,эчке,jäme
607,dünn::A,човине,õhuke
608,dünn::A,човине,peenike
609,fein::A,човине,peen
610,fein::A,човине,õhuke
611,fest::A,кеме,püsiv
612,fest::A,кеме,kindel
613,flach::A,лапужа,lame
614,flach::A,лапужа,tasane
615,glatt::A,валаня,sile
616,hart::A,калгодо,kõva
617,weich::A,чевте,pehme
618,rund::A,кеверь,ümar
619,spitz::A,пшти,torkav
620,scharf::A,пшти,terav
621,stumpf::A,ношка,nüri
622,schwer::A,стака,raske
623,schön::A,мазый,kena
624,heiß::A,пси,kuum
625,heiß::A,пси,palav
626,warm::A,лембе,soe
627,kalt::A,якшамо,külm
628,kühl::A,экше,jahe
629,frisch::A,свежа,värske
630,feucht::A,летьке,niiske
631,nass::A,начко,märg
632,trocken::A,коське,kuiv
633,voll::A,пешксе,täis
634,leer::A,чаво,tühi
635,offen::A,панжадо,avatud
636,offen::A,панжадо,lahtine
637,offen::A,виде,avatud
638,offen::A,виде,lahtine
639,geschlossen::A,пекстазь,suletud
640,geschlossen::A,сёлгозь,suletud
641,sauber::A,ванькс,puhas
642,schmutzig::A,ливезев,räpane
643,schmutzig::A,ливезев,määrdunud
644,roh::A,верек,toores
645,reif::A,кенерезь,küps
646,lecker::A,тантей,hõrk
647,lecker::A,тантей,maitsev
648,süß::A,ламбамо,magus
649,bitter::A,сэпей,mõru
650,sauer::A,чапамо,hapu
651,hell::A,валдо,hele
652,dunkel::A,чопода,pime
653,schwarz::A,раужо,must
654,weiß::A,ашо,valge
655,rot::A,якстере,punane
656,gelb::A,ожо,kollane
657,blau::A,сэнь,sinine
658,grün::A,пиже,roheline
659,grau::A,шержев,hall
660,bunt::A,сёрмав,kirju
661,bunt::A,сёрмав,värviline
662,billig::A,аволь питней,odav
663,teuer::A,питней,kallis
664,wertvoll::A,питней,väärtuslik
665,blind::A,сокор,pime
666,taub::A,амариця,kurt
667,kräftig::A,пек виев,jõuline
668,stark::A,виев,tugev
669,schwach::A,лавшо,nõrk
670,schwach::A,лавшо,jõuetu
671,fett::A,куя,rasvane
672,schlank::A,виде ронга,sale
673,hübsch::A,мазый,kena
674,böse::A,кежей,tige
675,dumm::A,чавола,juhm
676,dumm::A,чавола,rumal
677,dumm::A,превтеме,juhm
678,dumm::A,превтеме,rumal
679,faul::A,нузякс,laisk
680,fleißig::A,мелень путыця,virk
681,fleißig::A,мелень путыця,hoolas
682,geizig::A,скупой,ihne
683,klug::A,превей,tark
684,klug::A,превей,arukas
685,klug::A,превей,mõistlik
686,geschickt::A,маштозь теезь,osav
687,lieb::A,вадря,armas
688,lustig::A,весёла,lõbus
689,sanft::A,сэтьме,õrn
690,hungrig::A,вачо,näljane
691,krank::A,сэредиця,haige
692,nackt::A,штапо,alasti
693,traurig::A,нусманя,kurb
694,lebendig::A,эриця,elus
695,gut::A,паро,hea
696,schlecht::A,берянь,halb
697,richtig::A,виде,õige
698,schlimm::A,берянь,paha
699,wahr::A,алкуксонь,tõene
700,alt::A,ташто,vana
701,neu::A,од,uus
702,ehemalig::A,икелень,endine
703,alt[Lebewesen]::A,сыре,vana
704,jung::A,од,noor
705,arm::A,кажов,vaene
706,reich::A,сюпав,rikas
707,bekannt::A,содавикс,teada
708,bekannt::A,содавикс,tuttav
709,berühmt::A,содавикс,tuntud
710,fremd::A,лия,võõras
711,fremd::A,асодавикс,võõras
712,verschieden::A,эрьва,erinev
713,nah::A,а васолонь,lähedane
714,fern::A,умонь,kauge
715,fern::A,кезэрень,kauge
716,linker::A,керш,vasak
717,rechter::A,вить,parem
718,anderer::A,лия,muu
719,anderer::A,лия,teine
720,erster::A,васень,esimene
721,erster::A,васенце,esimene
722,zweiter::A,омбоце,teine
723,dritter::A,колмоце,kolmas
724,letzter::A,меельце,viimane
725,allein::ADV,башка,üksi
726,allein::ADV,ськамонзо,üksi
727,auf einmal::ADV,вейсэ,korraga
728,auf einmal::ADV,вейсэ,ühekorraga
729,zusammen::ADV,вейс,koos
730,zusammen::ADV,вейс,üheskoos
731,zusammen::ADV,вейсэ,koos
732,zusammen::ADV,вейсэ,üheskoos
733,lange::ADV,кувать,kaua
734,plötzlich::ADV,апак учо,äkki
735,plötzlich::ADV,апак учо,järsku
736,sofort::ADV,курок,kohe
737,sofort::ADV,нейке,kohe
738,später::ADV,мейле,hiljem
739,jetzt::ADV,ней,nüüd
740,heute::ADV,течи,täna
741,morgen::ADV,ванды,homme
742,bald::ADV,курок,pea
743,bald::ADV,курок,varsti
744,dann::ADV,мейле,siis
745,dann::ADV,седе мейле,siis
746,gestern::ADV,исяк,eile
747,einst::ADV,весть,vanasti
748,einst::ADV,зярдо-бути,vanasti
749,damals::ADV,сестэ,tookord
750,danach::ADV,мейле,seejärel
751,danach::ADV,седе мейле,seejärel
752,vorher::ADV,васняяк,enne
753,zuerst::ADV,васня,enne
754,zuerst::ADV,васня,esmalt
755,einmal::ADV,весть,kord
756,einmal::ADV,весть,üks kord
757,manchmal::ADV,лиясто,mõnikord
758,oft::ADV,сеетьстэ,tihti
759,oft::ADV,сеетьстэ,sageli
760,immer::ADV,свал,ikka
761,immer::ADV,свал,alati
762,niemals::ADV,а зярдояк,mitte kunagi
763,hier::ADV,тесэ,siin
764,hierhin::ADV,тей,siia
765,von hier::ADV,тестэ,siit
766,dort::ADV,тосо,seal
767,dorthin::ADV,тов,sinna
768,geradeaus::ADV,витьстэ,otse edasi
769,vorwärts::ADV,икелев,edasi
770,rückwärts::ADV,мекев,tagurpidi
771,zurück::ADV,мекев,tagasi
772,unten::ADV,ало,all
773,unten::ADV,ало,allpool
774,hinab::ADV,алов,alla
775,oben::ADV,вере,ülal
776,hinauf::ADV,верев,üles
777,überall::ADV,эрьва косо,kõikjal
778,nicht::ADV,а,ei
779,nicht::ADV,а,mitte
780,ein wenig::ADV,аламошка,veidi
781,ein wenig::ADV,аламошка,natuke
782,kaum::ADV,ансяк,vaevalt
783,sehr::ADV,пек,väga
784,sehr::ADV,вельть,väga
785,so::ADV,истя,nii
786,noch::ADV,таго,veel
787,nur::ADV,ансяк,ainult
788,schon::ADV,уш,juba
789,wieder::ADV,таго,jälle
790,vergebens::ADV,стяко,asjata
791,vor::PRP,икеле,ees
792,hinter::PRP,вельде,taha
793,unter::PRP,ало,all
794,durch::PRP,пачк,läbi
795,durch::PRP,пачк,kaudu
796,neben::PRP,вакссо,kõrval
797,zwischen::PRP,ютксо,vahel
798,wegen::PRP,кис,tõttu
799,wegen::PRP,кис,pärast
800,wegen::PRP,коряс,tõttu
801,wegen::PRP,коряс,pärast
802,wegen::PRP,кувалт,tõttu
803,wegen::PRP,кувалт,pärast
804,dies::PRN,те,see
805,das::PRN,те,see
806,das::PRN,тона,see
807,alles::PRN,весе,kõik
808,alles::PRN,весемесь,kõik
809,ich::PRN,мон,mina
810,du::PRN,тон,sina
811,er::PRN,сон,tema
812,wir::PRN,минь,me
813,ihr::PRN,тынь,te
814,sie::PRN,сынь,nad
815,was::FPRN,мезе,mis
816,wer::FPRN,ки,kes
817,wo::FADV,косо,kus
818,wohin::FADV,ков,kuhu
819,wohin::FADV,козо,kuhu
820,wie::FADV,кода,kuidas
821,warum::FADV,мекс,miks
822,wieviel::FNUM,зяро,mitu
823,wieviel::FNUM,зяро,kui palju
824,eins::NUM,вейке,üks
825,zwei::NUM,кавто,kaks
826,drei::NUM,колмо,kolm
