,Concept_ID,cs,en
881,weggehen::V,odejít,go away
882,abfahren::V,odjet,depart
883,anhalten::V,zastavit se,stop
884,hineingehen::V,vcházet se,go in
885,eintreten::V,vstoupit,enter
886,kommen::V,přijít,come
887,ankommen::V,dojít,arrive
888,zurückkommen::V,vrátit se,come back
889,bleiben::V,zůstat,stay
890,warten::V,čekat,wait
891,erwarten::V,čekat na,wait for
892,suchen::V,hledat,seek
893,suchen::V,hledat,look for
894,finden::V,najít,find
895,versuchen::V,zkoušet,try
896,vorbereiten::V,připravit,prepare
897,lieben::V,milovat,love
898,mögen::V,mít rád,like
899,lachen::V,smát se,laugh
900,rühren::V,dojmout,move
901,weinen::V,plakat,weep
902,schimpfen::V,nadávat,grumble
903,sich ärgern::V,pohoršit se,be annoyed
904,sich fürchten::V,bát se,be afraid
905,fürchten::V,bát se,be afraid of
906,fliehen::V,utéct,flee
907,flüchten::V,prchnout,escape
908,sehen::V,vidět,see
909,anschauen::V,podívat se na,look at
910,ansehen::V,sledovat,watch
911,hören::V,slyšet,hear
912,zuhören::V,poslouchat,listen
913,probieren::V,ochutnávat,taste
914,riechen::V,cítit,smell
915,fühlen::V,cítit,feel
916,scheinen::V,zdát se,seem
917,zu sehen sein::V,moci být viděn,show
918,vernehmen::V,uslyšet,hear
919,frieren::V,mrznout,be cold
920,tun::V,dělat,do
921,können::V,moct,can
922,wollen::V,chtít,want
923,anfangen::V,začít,start
924,beenden::V,ukončit,finish
925,aufhören::V,přestat,stop
926,gelingen::V,podařit se,succeed
927,geraten::V,dařit se,turn out
928,öffnen::V,otevřít,open
929,schließen::V,zavřít,close
930,stellen::V,postavit,put
931,setzen::V,posadit,place
932,legen::V,klást,lay
933,legen::V,položit,lay
934,berühren::V,dotýkat se,touch
935,verbinden::V,spojit,connect
936,bedecken::V,pokrýt,cover
937,aufhängen::V,oběsit,hang up
938,aufhängen::V,pověsit,hang up
939,anzünden::V,zapálit,light
940,anzünden::V,podpálit,light
941,aufheben::V,zvednout,pick up
942,aufheben::V,zdvihnout,pick up
943,zurücklassen::V,zanechat,leave
944,verlieren::V,ztratit,lose
945,fallen lassen::V,upustit,drop
946,machen::V,udělat,make
947,herstellen::V,vyrobit,produce
948,bauen::V,stavět,build
949,bauen::V,budovat,build
950,reparieren::V,opravit,mend
951,verbessern::V,zlepšit,improve
952,ändern::V,změnit,alter
953,graben::V,rýt,dig
954,graben::V,kopat,dig
955,beugen::V,ohnout,bow
956,biegen::V,ohnout,bend
957,drehen::V,točit,spin
958,wenden::V,obrátit,turn
959,umdrehen::V,obrátit,turn around
960,heben::V,zdvihnout,raise
961,hochheben::V,zvednout,lift
962,ergreifen::V,chopit se,seize
963,halten::V,držet,hold
964,drücken::V,stisknout,press
965,schieben::V,posouvat,push
966,kratzen::V,škrábat,scrape
967,lecken::V,lízat,lick
968,beißen::V,kousat,bite
969,abreißen::V,utrhat,tear off
970,abreißen::V,odtrhat,tear off
971,abschneiden::V,uřezat,cut off
972,abschneiden::V,ukrojit,cut off
973,binden::V,přivázat,tie
974,stecken::V,strčit,stick
975,brechen::V,lomit,break
976,klopfen::V,ťukat,knock
977,klopfen::V,klepat,knock
978,hauen::V,bít,hit
979,kleben::V,lepit,glue
980,reiben::V,třít,rub
981,streichen::V,mazat,spread
982,schleifen::V,brousit,grind
983,schneiden::V,řezat,cut
984,schneiden::V,střihat,cut
985,rütteln::V,třást,jolt
986,rütteln::V,otřást,jolt
987,schütteln::V,třást,shake
988,schütteln::V,zatřást,shake
989,schwenken::V,mávat,swing
990,schütten::V,nasypat,pour
991,füllen::V,naplnit,fill
992,einwickeln::V,zavinout,wrap
993,tragen::V,nést,carry
994,schleppen::V,vléct,drag
995,ziehen::V,tahat,pull
996,ziehen::V,táhnout,pull
997,aufbewahren::V,schovat,keep
998,werfen::V,házet,throw
999,fangen::V,chytat,catch
1000,packen::V,uchvátit,grab
1001,verstecken::V,schovat,hide
1002,teilen::V,rozdělit,divide
1003,schicken::V,posílat,send
1004,bringen::V,přinést,bring
1005,hinzufügen::V,připojit,add
1006,bekommen::V,dostat,get
1007,erhalten::V,uchovat,receive
1008,nehmen::V,vzít,take
1009,wählen::V,zvolit,choose
1010,auswählen::V,vybrat,select
1011,bewahren::V,uchránit,preserve
1012,behindern::V,překážet,hinder
1013,verderben::V,zkazit,spoil
1014,beschädigen::V,porušit,damage
1015,beschädigen::V,poškodit,damage
1016,zerbrechen::V,rozlámat,break
1017,zerreißen::V,roztrhnout,tear
1018,zerstören::V,zničit,destroy
1019,verbrennen::V,spálit,burn
1020,geben::V,dát,give
1021,reichen::V,podat,hand
1022,schenken::V,darovat,give
1023,versprechen::V,slíbit,promise
1024,wünschen::V,přát,wish
1025,loben::V,chválit,praise
1026,küssen::V,líbat,kiss
1027,wiegen::V,chovat,rock
1028,wiegen::V,kolébat,rock
1029,zudecken::V,přikrýt,cover
1030,zudecken::V,přiklopit,cover
1031,wecken::V,vzbudit,wake
1032,zeigen::V,ukázat,show
1033,führen::V,vést,guide
1034,lehren::V,učit,teach
1035,unterrichten::V,vyučovat,instruct
1036,aufziehen::V,vychovat,bring up
1037,leiten::V,vodit,lead
1038,antreiben::V,nutit,urge
1039,lassen::V,dát,let
1040,einladen::V,pozvat,invite
1041,vereinigen::V,spojit,unite
1042,besuchen::V,návštívit,visit
1043,treffen::V,potkat,meet
1044,sich versammeln::V,shromáždit se,assemble
1045,spielen::V,hrát,play
1046,singen::V,zpívat,sing
1047,tanzen::V,tančit,dance
1048,sich trennen::V,rozejít se,separate
1049,verlassen::V,opustit,leave
1050,retten::V,zachránit,rescue
1051,bewachen::V,hlídat,guard
1052,schützen::V,chránit,protect
1053,verteidigen::V,obhájit,defend
1054,sich schlagen::V,bít se,brawl
1055,schießen::V,střílet,shoot
1056,siegen::V,zvítězit,win
1057,ärgern::V,zlobit,annoy
1058,ärgern::V,pohoršit,annoy
1059,schlagen::V,udeřit,beat
1060,schlagen::V,praštit,beat
1061,treten::V,kopnout,kick
1062,stechen::V,bodnout,sting
1063,stechen::V,píchnout,sting
1064,stoßen::V,strčit,shove
1065,stehlen::V,ukrást,steal
1066,stören::V,vyrušit,disturb
1067,belästigen::V,obtěžovat,bother
1068,verbergen::V,skrýt,conceal
1069,täuschen::V,klamat,deceive
1070,betrügen::V,podvést,cheat
1071,töten::V,zabít,kill
1072,wohnen::V,bydlit,dwell
1073,arbeiten::V,pracovat,work
1074,sammeln::V,sebrat,gather
1075,pflücken::V,česat,pick
1076,jagen::V,uhonit,hunt
1077,fischen::V,chytat ryby,fish
1078,fassen::V,ulovit,catch
1079,hüten::V,pást,herd
1080,treiben::V,hnát,drive
1081,anbinden::V,přivázat,tie up
1082,füttern::V,krmit,feed
1083,melken::V,dojit,milk
1084,hacken::V,seknout,chop
1085,gießen::V,zalít,water
1086,reifen::V,uzrát,ripen
1087,zubereiten::V,připravit,cook
1088,kochen::V,vařit,boil
1089,backen::V,péct,bake
1090,braten::V,smažit,fry
1091,umrühren::V,zamíchat,stir
1092,stricken::V,plést,knit
1093,nähen::V,šít,sew
1094,färben::V,nabarvit,dye
1095,reinigen::V,očistit,clean
1096,waschen::V,mýt,wash
1097,abwischen::V,utřít,wipe
1098,spülen::V,spláchnout,rinse
1099,fegen::V,zamést,sweep
1100,kehren::V,mést,sweep
1101,baden::V,koupat se,bath
1102,sich waschen::V,mýt se,wash
1103,ausziehen::V,svléct,take off
1104,anziehen::V,obléct,put on
1105,sich anziehen::V,oblékat se,get dressed
1106,kämmen::V,učesat,comb
1107,schmücken::V,ozdobit,decorate
1108,sagen::V,říct,say
1109,sprechen::V,mluvit,speak
1110,reden::V,hovořit,talk
1111,sich unterhalten::V,povídat se,chat
1112,fragen::V,zeptat se,ask
1113,bitten::V,prosit,request
1114,erzählen::V,povídat,tell
1115,mitteilen::V,sdělit,convey
1116,mitteilen::V,oznámit,convey
1117,nennen::V,nazvat,name
1118,rufen::V,volat,call
1119,rufen::V,zavolat,call
1120,prahlen::V,chlubit se,brag
1121,übersetzen::V,přeložit,translate
1122,denken::V,myslit,think
1123,glauben::V,věřit,believe
1124,bemerken::V,zpozorovat,notice
1125,erkennen::V,poznat,recognize
1126,begreifen::V,pochopit,grasp
1127,verstehen::V,porozumět,understand
1128,lernen::V,učit se,learn
1129,wissen::V,vědět,know
1130,sich erinnern an::V,vzpomínat si na,remember
1131,vergessen::V,zapomínat,forget
1132,messen::V,měřit,measure
1133,zählen::V,spočítat,count
1134,rechnen::V,počítat,calculate
1135,lesen::V,číst,read
1136,malen::V,malovat,paint
1137,zeichnen::V,rýsovat,draw
1138,schreiben::V,psát,write
1139,besitzen::V,mít,own
1140,besitzen::V,vlastnit,own
1141,kaufen::V,koupit,buy
1142,verkaufen::V,prodat,sell
1143,bezahlen::V,zaplatit,pay for
1144,zahlen::V,platit,pay
1145,beherrschen::V,ovládat,rule
1146,ertragen::V,snést,endure
