,Concept_ID,kl,la
107,Wiese::N,masarsuk,pratum
108,Hügel::N,qattuneq,collis
109,Hügel::N,majuariaq,collis
110,Hügel::N,majorajaaq,collis
111,Hügel::N,qaqqannguaq,collis
112,Berg::N,qaqqaq,mons
113,Höhle::N,qaarusuk,caverna
114,Höhle::N,qaarusuk,spelunca
115,Abhang::N,ippik,declivum
116,Abhang::N,sivinganeq,declivum
117,Abhang::N,sivingajaaq,declivum
118,Abhang::N,kussangajaaq,declivum
119,Bach::N,kuunnguaq,rivus
120,Fluss::N,kuuk,flumen
121,Ufer::N,sissap sinaa,ripa
122,Küste::N,sineriak,litus
123,Meer::N,imaq,mare
124,Bucht::N,ikeq,sinus
125,Bucht::N,kangerluk,sinus
126,Bucht::N,kangerliumaneq,sinus
127,Insel::N,qeqertaq,insula
128,Blume::N,naasoq,flos
129,Gras::N,ivigaq,herba
130,Gras::N,ivigaq,gramen
131,Wurzel::N,niulutaq,radix
132,Baum::N,orpik,arbor
133,Stamm::N,kanaartaq,truncus
134,Rinde::N,ameraq,cortex
135,Ast::N,avalequt,ramus
136,Zweig::N,avalequt,ramus
137,Blatt::N,pilutaq,folium
138,Birke::N,patitsit,betulla
139,Weide[Baum]::N,palleq,salix
140,Tanne::N,orsuerneq,abies
141,Horn::N,nassuk,cornu
142,Feder::N,suluk,penna
143,Fell::N,ameq,pellis
144,Flügel::N,suluk,ala
145,Flügel::N,isaroq,ala
146,Klaue::N,kukik,unguis
147,Kralle::N,kukik,unguis
148,Schwanz::N,pamioq,cauda
149,Schwanz::N,paperuusaq,cauda
150,Ei::N,mannik,ovum
151,Nest::N,ullut,nidus
152,Bau::N,ini,cavum
153,Bau::N,ini,latibulum
154,Tier::N,uumasoq,bestia
155,Herde::N,unguukkat,grex
156,Kuh::N,ussik,vacca
157,Bulle::N,angukulak,taurus
158,Bulle::N,anguteralak,taurus
159,Bulle::N,angutikulooq,taurus
160,Schaf::N,sava,ovis
161,Schwein::N,puuluki,sus
162,Schwein::N,puuluki,porcus
163,Hund::N,qimmeq,canis
164,Katze::N,puisaaq,felis
165,Bär::N,allaq,ursus
166,Eichhörnchen::N,sissinnguaq,sciurus
167,Fuchs::N,terianniaq,vulpes
168,Hase::N,ukaleq,lepus
169,Maus::N,teriannguaq,mus
170,Wolf::N,amaroq,lupus
171,Vogel::N,timmiaq,avis
172,Huhn::N,kukkukooq,gallina
173,Huhn::N,marloraaqaaq,gallina
174,Hahn::N,kiasiusaq,gallus
175,Gans::N,nerleq,anser
176,Adler::N,nattoralik,aquila
177,Eule::N,uppik,ulula
178,Eule::N,uppik,noctua
179,Kranich::N,qorlorfik,grus
180,Krähe::N,tuluatsiaq,cornix
181,Kuckuck::N,kukkooq,cuculus
182,Schwan::N,qussuk,olor
183,Schwan::N,qussuk,cycnus
184,Fisch::N,aalisagaq,piscis
185,Schlange[Tier]::N,pulateriarsuk,serpens
186,Schlange[Tier]::N,pulateriaarsuk,serpens
187,Spinne::N,aasiaq,aranea
188,Spinne::N,nissavaarsuk,aranea
189,Ameise::N,uniaaluk,formica
190,Laus::N,kumak,pediculus
191,Mücke::N,ippernaq,culex
192,Fliege::N,ippernaq,musca
193,Schmetterling::N,paluaq,papilio
194,Schmetterling::N,pakkaluaq,papilio
195,Schmetterling::N,utsuppaluaq,papilio
196,Schmetterling::N,taqaleqisaaq,papilio
197,Beere::N,paarmaq,baca
198,Beere::N,paarngaq,baca
199,Apfel::N,iipili,malum
200,Pilz::N,anngiusaq,fungus
201,Zwiebel::N,uanitsoq,cepa
202,Saat::N,naatsiiassaq,seges
203,Korn::N,maannineq,granum
204,Schale::N,niutsivik,putamen
205,Schale::N,ilulissaq qaartussaq,putamen
206,Grube::N,itersaq,fovea
207,Falle::N,pualavoq,pedica
208,Schlinge::N,orseq,laqueus
209,Schlinge::N,norloq,laqueus
210,Spur::N,tumaa,vestigium
211,Asche::N,arsat,cinis
212,Dreck::N,minguk,lutum
213,Eisen::N,savimineq,ferrum
214,Eisen::N,saffiugassaq,ferrum
215,Gold::N,kuulti,aurum
216,Silber::N,siilviuvoq,argentum
217,Kohle::N,aamarsuit aamaruutissat,carbo
218,Glas::N,igalaaq,vitrum
219,Glas::N,imertarfik,vitrum
220,Glas::N,igalaamineq,vitrum
221,Lehm::N,marraq,lutum
222,Sand::N,sioqqat,arena
223,Mensch::N,inuk,homo
224,Mensch::N,silamiu,homo
225,Mann::N,angut,vir
226,Frau::N,arnaq,mulier
227,Kind::N,meeraq,puer
228,Kind::N,meeraq,infans
229,Junge::N,nukappiaraq,puer
230,Mädchen::N,arnannguaq,puella
231,Familie::N,ilaqutakka,familia
232,Familie::N,ilaqutariit,familia
233,Großvater::N,aatak,avus
234,Großmutter::N,aanaq,avia
235,Eltern::N,angajoqqaat,parentes
236,Vater::N,ataata,pater
237,Vater::N,ataataq,pater
238,Mutter::N,anaana,mater
239,Sohn::N,erneq,filius
240,Tochter::N,panik,filia
241,Bruder::N,ani,frater
242,Bruder::N,aqqaluk,frater
243,Bruder::N,qatanngut,frater
244,Schwester::N,naja,soror
245,Schwester::N,aleqa,soror
246,Schwester::N,qatanngut,soror
247,Onkel::N,akkak,patruus
248,Onkel::N,akkak,avunculus
249,Tante::N,aja,amita
250,Tante::N,ajak,amita
251,Tante::N,atsak,amita
252,Ehemann::N,ui,maritus
253,Ehefrau::N,nuliaq,uxor
254,Freude::N,tipaatsussuseq,gaudium
255,Freude::N,tipaatsussuseq,laetitia
256,Gelächter::N,illaq,risus
257,Glück::N,usornaat,felicitas
258,Glück::N,usornarsuseq,felicitas
259,Wunsch::N,kissaat,voluntas
260,Wunsch::N,kissaat,desiderium
261,Lust::N,illigussuseq,libido
262,Lust::N,illigussuseq,voluptas
263,Lust::N,piummaseq,libido
264,Lust::N,piummaseq,voluptas
265,Geist::N,anerneq,mens
266,Geist::N,anerneq,animus
267,Geist::N,toornaq,mens
268,Geist::N,toornaq,animus
269,Gedanke::N,isumassaq,sententia
270,Gedächtnis::N,eqqaamannissuseq,memoria
271,Verstand::N,isuma,ratio
272,Verstand::N,isuma,ingenium
273,Verstand::N,sianissut,ratio
274,Verstand::N,sianissut,ingenium
275,Verstand::N,misigissut,ratio
276,Verstand::N,misigissut,ingenium
277,Verstand::N,sianissuseq,ratio
278,Verstand::N,sianissuseq,ingenium
279,Verstand::N,silaqassuseq,ratio
280,Verstand::N,silaqassuseq,ingenium
281,Sinn::N,isuma,sensus
282,Grund::N,patsit,causa
283,Wahrheit::N,sallusuissut,veritas
284,Märchen::N,oqalualaarut,fabula
285,Märchen::N,oqaluasaaq,fabula
286,Erzählung::N,oqaluttuaq,fabula
287,Erzählung::N,oqaluttuaq,narratio
288,Nachricht::N,oqaassut,nuntius
289,Nachricht::N,oqqersuut,nuntius
290,Neuigkeit::N,tusarnartaq,novitas
291,Name::N,ateq,nomen
292,Rätsel::N,nalorsitsaarut,aenigma
293,Rede::N,oqaluuseq,oratio
294,Sprache::N,oqaatsit,lingua
295,Stimme::N,erinaq,vox
296,Stimme::N,qarluuseq,vox
297,Wort::N,oqaasii,verbum
298,Wort::N,oqaasii,vocabulum
299,Zeichen::N,nalunaaqqut,signum
300,Ruf::N,qaaqqussut,clamor
301,Lärm::N,perpaluk,strepitus
302,Laut::N,torsukattak,sonus
303,Ton::N,erinaq,sonus
304,Lied::N,taalliaq,carmen
305,Lied::N,erinarsuut,carmen
306,Ruhe::N,qatsunganeq,quies
307,Leute::N,inuiak,homines
308,Leute::N,inuiaqatigiit,homines
309,Volk::N,inuiaat,populus
310,Arbeit::N,suliaq,labor
311,Gast::N,qaaqqusaq,hospes
312,Gast::N,qaaqqusaq,conviva
313,Geschenk::N,pajugut,munus
314,Hilfe::N,annertoqqut,auxilium
315,Hilfe::N,annertoqqut,subsidium
316,Freund::N,tiliaq,amicus
317,Freund::N,ikinngut,amicus
318,Kamerad::N,tiliaq,socius
319,Kamerad::N,ikinngut,socius
320,Art::N,ileqquuseq,genus
321,Stück::N,nakkaalaniku,frustum
322,Stück::N,nakkaalaniku,fragmentum
323,Teil::N,tassiaasat,pars
324,Hälfte::N,affaq,dimidium
325,Kreis::N,kaajaluinneq or kaajaluitsoq,orbis
326,Kreis::N,kaajaluinneq or kaajaluitsoq,circus
327,Kreuz::N,sanningasulik,crux
328,Linie::N,tittaq,linea
329,Linie::N,titarneq,linea
330,Abstand::N,aku,intervallum
331,Abstand::N,ikiaq,intervallum
332,Entfernung::N,asi,spatium
333,Gegend::N,nuna,loca
334,Gegend::N,nuna,regio
335,Platz::N,ini,locus
336,Platz::N,inissaq,locus
337,Ort::N,sumiiffik,locus
338,Seite::N,saneraq,latus
339,Mitte::N,qiteq,medium
340,Sache::N,pigisaq,res
341,Rand::N,sini,margo
342,Rand::N,akerfineq,margo
343,Kante::N,akerfineq,angulus
344,Ecke::N,teqeqqoq,angulus
345,Ecke::N,tikeqqoq,angulus
346,Spitze::N,inngik,cacumen
347,Ende::N,isu,caput
348,Loch::N,putu,foramen
349,Winkel::N,teqeqqorissaat,angulus
350,Muster::N,ilisserut,exemplum
351,Größe::N,angissuseq,magnitudo
352,Länge::N,takissuseq,longitudo
353,Gewicht::N,oqimaalutaq,pondus
354,Menge::N,amerlassuseq,copia
355,Haufen::N,eqimattat,acervus
356,Reihe::N,allunaasaq,ordo
357,Boot::N,qajaq,navicula
358,Boot::N,angallat,navicula
359,Boot::N,umiatsiaq,navicula
360,Ruder::N,iput,remus
361,Schlitten::N,qamutit,sclodia
362,Schlitten::N,qimusseq,sclodia
363,Ski::N,ataarut,narta
364,Last::N,nammagaq,onus
365,Schritt::N,allorneq,gradus
366,Norden::N,avannaq,septentriones
367,Süden::N,qava,meridies
368,Süden::N,kujat,meridies
369,Süden::N,kujataa,meridies
370,Westen::N,kitaa,occidens
371,Osten::N,kangi,oriens
372,Holz::N,qisuk,lignum
373,Brett::N,salliligaq,tabula
374,Platte::N,qaateq,lamina
375,Stütze::N,ajagutaq,adminiculum
376,Stütze::N,ajaagutaq,adminiculum
377,Stange::N,kaaviffik,pertica
378,Stock::N,ajaappissat,baculum
379,Stab::N,ajaappissat,scipio
380,Rohr::N,sullulik,tubus
381,Haus::N,illu,aedes
382,Ofen::N,kissarsuut,fornax
383,Fußboden::N,nateq,solum
384,Tisch::N,allattarfik,mensa
385,Stuhl::N,issiavik,sella
386,Stuhl::N,issiaffik,sella
387,Wiege::N,uaasoq,cunae
388,Bett::N,nallavik,lectus
389,Regal::N,ilisivik,foruli
390,Kiste::N,sakissat,cista
391,Kiste::N,illerfiusaq,cista
392,Fenster::N,aki,fenestra
393,Fenster::N,igalaaq,fenestra
394,Tür::N,matu,ianua
395,Tor::N,isaaffik,porta
396,Zaun::N,saputit,saepes
397,Dach::N,qaliaq,tectum
398,Leiter::N,tummeqqat,scalae
399,Leiter::N,majuartarfiit,scalae
400,Besen::N,saligutit,scopae
401,Spaten::N,nivaataq,pala
402,Schaufel::N,nivaataq,pala
403,Gabel::N,qilluaq,fuscinula
404,Gabel::N,ajassaatit,fuscinula
405,Löffel::N,alussaat,coclear
406,Messer::N,savik,culter
407,Nagel::N,kukik,clavus
408,Netz::N,anguffaseq,rete
409,Haken::N,nissik,hamus
410,Haken::N,qarsorsaq,hamus
411,Haken::N,qarsorsartoq,hamus
412,Griff::N,ipi,manubrium
413,Schloss::N,illussaarsuaq,claustra
414,Bild::N,assiliaq,tabula
415,Bild::N,assiliaq,pictura
416,Figur::N,kisitsit,statunculum
417,Puppe::N,inuusaq,pupa
418,Bündel::N,qilertaq,fascis
419,Tasche::N,pooqattaq,sacculus
420,Deckel::N,matu,operculum
421,Geschirr::N,anut,vasa
422,Tasse::N,tiitorfik,pocillum
423,Tasse::N,tiitorfiup ilorlia,pocillum
424,Topf::N,qoqqoq,olla
425,Kessel::N,uunnaavik,aenum
426,Essen::N,igaaq,cena
427,Nahrung::N,neqissaq,cibus
428,Nahrung::N,neqissaq,alimenta
429,Speise::N,nerisassat,cibus
430,Fleisch::N,neqi,caro
431,Getreide::N,maannineq,frumentum
432,Brot::N,iffit,panis
433,Brot::N,iffiaq,panis
434,Scheibe::N,igalaassiaq,frustum
435,Fett::N,tarnutissaq,pingue
436,Fett::N,tarnutissiaq,pingue
437,Butter::N,punneq,butȳrum
438,Öl::N,uulia,oleum
439,Salz::N,taratsut,sal
440,Suppe::N,qajoq,ius
441,Honig::N,tungusunnitsuut,mel
442,Milch::N,immuk,lac
443,Tee::N,tii,thea
444,Tee::N,teeq,thea
445,Wolle::N,nuersagassiaq,lana
446,Stoff::N,milliaq,textum
447,Stoff::N,qarlissiaq,textum
448,Nadel::N,meqqut,acus
449,Faden::N,ujalussiaq,filum
450,Knopf::N,attat,bulla
451,Knoten::N,akeroq,nodus
452,Knoten::N,qilerneq,nodus
453,Farbe::N,qalipaat,pigmentum
454,Kleidung::N,atisat,vestimenta
455,Kleidung::N,annoraaq,vestimenta
456,Hemd::N,ilupaaq,tunica
457,Kragen::N,qungasiinnaq,collare
458,Ärmel::N,aaq,manica
459,Hose::N,qarliit,bracae
460,Gürtel::N,qiterut,cingulum
461,Gürtel::N,unngersaq,cingulum
462,Mütze::N,nasaq,pilleus
463,Schuh::N,skuu,calceus
464,Schuh::N,ikernuk,calceus
465,Schuh::N,ateraasaq,calceus
466,Stiefel::N,kamik,pero
467,Stiefel::N,kamik,caliga
468,Ring::N,assammiu,anulus
469,Band::N,qilerutissiaq,redimiculum
470,Kamm::N,illaagutit,pecten
471,Kamm::N,illaajaatit pl.,pecten
472,Spiegel::N,tarrarsuut,speculum
473,Riemen::N,allunaaq,lorum
474,Schnur::N,kujaaq,linum
475,Schnur::N,allunaasaq,linum
476,Leine::N,aleq,retinaculum
477,Decke::N,qipik,lodix
478,Kissen::N,akit,pulvinus
479,Tuch::N,qarlissiaq,velum
480,Handtuch::N,allarut,mantele
481,Handtuch::N,allarterut,mantele
482,Kraft::N,pissak,vis
483,Stärke::N,qerattarsaat,robur
484,Gesundheit::N,peqqisusseq,valetudo
485,Krankheit::N,nappaat,morbus
486,Schmerz::N,anniaat,dolor
487,Wunde::N,iki,vulnus
488,Fieber::N,nappaat qanimanartoq,febris
489,Arznei::N,imigassaq,remedium
490,Brücke::N,ikaartarfik,pons
491,Brunnen::N,tissaluttuliaq,puteus
492,Weide::N,masarsuk,pascua
493,Pfad::N,aqqut,semita
494,Weg::N,aggerfik,iter
495,Straße::N,aqqusineq,via
496,Dorf::N,nunaqarfik,vicus
497,Stadt::N,illorpaat,urbs
498,Stadt::N,illorpaat,oppidum
499,Stadt::N,illorpalik,urbs
500,Stadt::N,illorpalik,oppidum
501,Brief::N,allagarsiaq,epistula
502,Buch::N,atuakkat,liber
503,Buch::N,mappersagaq,liber
504,Buchstabe::N,naqinneq,littera
505,Zeitung::N,aviisi,diurnum
506,Leben::N,inuussuseq,vita
507,Tod::N,toqu,mors
508,Tod::N,toquneq,mors
509,Grab::N,iliveq,sepulcrum
510,Grab::N,illissat,sepulcrum
511,Kirche::N,oqaluffik,ecclesia
512,Sünde::N,ajorti,peccatum
513,Arbeiter::N,sulisoq,operarius
514,Chef::N,ittoqut,praefectus
515,Meister::N,naalagaq,magister
516,Arzt::N,katsorsaasoq,medicus
517,Lehrer::N,ilinniartitsisoq,magister
518,Geld::N,aningaasat,aes
519,Geld::N,aningaasat,pecunia
520,Geschäft::N,niuertarfik,negotium
521,Laden::N,niuertarfik,taberna
522,Preis::N,aki,pretium
523,Ware::N,qaliata pii,merx
524,Ware::N,nioqqutissaq,merx
525,Nutzen::N,iluaqut,utilitas
526,Welt::N,nunarsuaq,mundus
527,Land::N,nuna,terra
528,König::N,kunngi,rex
529,Macht::N,pissaassuseq,potestas
530,Grenze::N,killik,limes
531,Krieg::N,sorsunneq,bellum
532,Feind::N,akeraq,inimicus
533,Feind::N,akerartorti,inimicus
534,Feind::N,qinngarsuisoq,inimicus
535,Kampf::N,sorsunneq,pugna
536,Pfeil::N,qalugiusaq,sagitta
537,Gewehr::N,aallaat,sclopetum
538,Fehler::N,kukkuneq,error
539,Fehler::N,paarlaappaa,error
540,Unglück::N,perluut,miseria
541,Unglück::N,perluut,calamitas
542,Schuld::N,akiitsugaq,culpa
543,Schuld::N,akiligassaq,culpa
544,Alter::N,utoqqaq,aetas
545,Schluss::N,isu,finis
546,Zeit::N,ulloq,tempus
547,Zeit::N,akuttoqatigiinneq,tempus
548,Tag::N,ulloq,dies
549,Morgen::N,ullaaq,mane
550,Mittag::N,ulloqeqqa,meridies
551,Abend::N,unnuk,vesper
552,Nacht::N,unnuaq,nox
553,Woche::N,sapaatip akunnera,septimana
554,Monat::N,qaammat,mensis
555,Jahr::N,ukioq,annus
556,Frühling::N,upernaaq,ver
557,Sommer::N,aasaq,aestas
558,Herbst::N,ukiaq,autumnus
559,Winter::N,ukioq,hiems
560,Januar::N,siulleeq,Ianuarius
561,Januar::N,qaammaliaq,Ianuarius
562,Februar::N,aarlaat,Februarius
563,März::N,marsi,Martius
564,März::N,martsi,Martius
565,Mai::N,maaji,Maius
566,Juni::N,juuni,Iunius
567,Juli::N,juuli,Iulius
568,August::N,aggusti,Augustus
569,September::N,septembari,September
570,Oktober::N,oktobari,Octobris
571,November::N,novembari,Novembris
572,Dezember::N,detsembari,December
573,Montag::N,ataasinngortoq,dies lunae
574,Dienstag::N,marlunngorneq,dies Martis 
575,Mittwoch::N,pingasunngorneq,dies Mercurii
576,Donnerstag::N,sisamanngorneq,dies Iovis
577,Freitag::N,tallimanngorneq,dies Veneris
578,Samstag::N,arfininngorneq,dies Saturni
579,Sonntag::N,sapaat,dominicus
580,Sonntag::N,sapaat,dies solis
581,Sonntag::N,sapaati,dominicus
582,Sonntag::N,sapaati,dies solis
583,groß::A,angivoq,magnus
584,klein::A,mikivoq,parvus
585,lang::A,takisooq,longus
586,kurz::A,naatsoq,brevis
587,breit::A,silippoq,latus
588,schmal::A,amitsoq,angustus
589,dicht::A,torsusooq,densus
590,dick[Gegenstand]::A,issuvoq,crassus
591,dick[Gegenstand]::A,issusooq,crassus
592,dünn::A,amitsoq,tenuis
593,fein::A,mamarpoq,subtilis
594,fest::A,tangeqarpoq,solidus
595,fest::A,tangeqarpoq,stabilis
596,flach::A,nalimmappoq,planus
597,glatt::A,quasak,levis
598,hart::A,mattusooq,durus
599,hart::A,manngerpoq,durus
600,hart::A,titeqquluppoq,durus
601,weich::A,nerumaarpoq,mollis
602,rund::A,ammallorippoq,rotundus
603,spitz::A,qummukujooq,acutus
604,scharf::A,ipippoq,acer
605,stumpf::A,anngerpoq,hebes
606,schwer::A,oqimaappoq,gravis
607,schön::A,kusanarpoq,pulcher
608,schön::A,kusanarpoq,formosus
609,heiß::A,kiappoq,fervidus
610,warm::A,oqorpoq,calidus
611,kalt::A,issippoq,frigidus
612,kühl::A,pueqqortippoq,frigidus
613,feucht::A,isugutavoq,umidus
614,feucht::A,qaasernarpoq,umidus
615,nass::A,imerorpoq,madidus
616,trocken::A,panerpoq,aridus
617,voll::A,ulikkaarpoq,plenus
618,leer::A,imaattuarpoq,vacuus
619,offen::A,ammavoq,apertus
620,geschlossen::A,matuvoq,clausus
621,sauber::A,eqqippoq,lautus
622,sauber::A,sukuluippoq,lautus
623,sauber::A,ipeqanngilaq,lautus
624,schmutzig::A,tapappoq,sordidus
625,schmutzig::A,minguppoq,sordidus
626,roh::A,aapavoq,crudus
627,reif::A,qaarulerpoq,maturus
628,süß::A,tungusunnippoq,dulcis
629,bitter::A,qasilippoq,amarus
630,bitter::A,qasilippoq,acerbus
631,hell::A,qaamavoq,clarus
632,dunkel::A,qernerpoq,obscurus
633,schwarz::A,qernerpoq,niger
634,weiß::A,qaqorpoq,albus
635,rot::A,aappaluppoq,ruber
636,gelb::A,sungaarpoq,flavus
637,blau::A,tungujorpoq,caeruleus
638,grün::A,qorsooqqippoq,viridis
639,grau::A,qaserpoq,canus
640,billig::A,akikippoq,vilis
641,wertvoll::A,erlinnarpoq,pretiosus
642,blind::A,tappiippoq,caecus
643,blind::A,isigisaqanngilaq,caecus
644,taub::A,tusilarpoq,surdus
645,kräftig::A,pissaq,robustus
646,kräftig::A,pissarsuaq,robustus
647,stark::A,sanngivoq,firmus
648,stark::A,sanngivoq,validus
649,schwach::A,nakuippoq,debilis
650,schwach::A,nakuippoq,infirmus
651,fett::A,pualavoq,crassus
652,schlank::A,tuappoq,procerus
653,hübsch::A,aatsialaq,pulcher
654,böse::A,ajorpoq,improbus
655,dumm::A,taqajak,stultus
656,dumm::A,taqajak,stupidus
657,dumm::A,sikkilluppoq,stultus
658,dumm::A,sikkilluppoq,stupidus
659,dumm::A,qaatusimasaqanngilaq,stultus
660,dumm::A,qaatusimasaqanngilaq,stupidus
661,faul::A,eqiasuppoq,piger
662,faul::A,eqiattortuvoq,piger
663,fleißig::A,eqiasuippoq,sedulus
664,geizig::A,iasilaarpoq,avarus
665,geizig::A,tukkuippoq,avarus
666,klug::A,mallak,prudens
667,klug::A,ittanneq,prudens
668,klug::A,kutaappoq,prudens
669,klug::A,kuttaappoq,prudens
670,klug::A,qarasagippoq,prudens
671,lieb::A,akisooq,carus
672,lustig::A,piikulavoq,iocosus
673,sanft::A,isumagippoq,clemens
674,hungrig::A,kaappoq,impastus
675,hungrig::A,perlilerpoq,impastus
676,krank::A,napparsimavoq,aeger
677,traurig::A,aliasuppoq,maestus
678,lebendig::A,uumavoq,vivus
679,gut::A,ajunngilaq,bonus
680,schlecht::A,sualuppoq,malus
681,richtig::A,iluarpoq,rectus
682,schlimm::A,amiilaarnarpoq,malus
683,wahr::A,ilumoorpoq,verus
684,alt::A,pisoqaq,antiquus
685,neu::A,nutaavoq,novus
686,alt[Lebewesen]::A,utoqqaq,vetus
687,jung::A,inuusuppoq,iuvenis
688,jung::A,kingulliarsuk,iuvenis
689,arm::A,piillasoq,pauper
690,arm::A,piitsuuvoq,pauper
691,reich::A,pisuuvoq,dives
692,berühmt::A,tusaamasaq,celeber
693,berühmt::A,tusaamasaq,illustris
694,fremd::A,ajasoornarpoq,peregrinus
695,verschieden::A,allatut,varius
696,verschieden::A,tamalaat,varius
697,nah::A,qanippoq,propinquus
698,fern::A,ungasippoq,longinquus
699,linker::A,saamerleq,sinister
700,rechter::A,innarluissut,dexter
701,erster::A,siulleq,primus
702,zweiter::A,qataatsup tullia,secundus
703,dritter::A,pingajorarterut,tertius
704,letzter::A,kingulleq,ultimus
705,allein::ADV,kisimiippoq,solum
706,auf einmal::ADV,tassanngaannaq,simul
707,zusammen::ADV,attaasa,una
708,zusammen::ADV,attarmik,una
709,lange::ADV,akuni,diu
710,plötzlich::ADV,tassanngaannaq,subito
711,plötzlich::ADV,tassanngaannaq,repente
712,sofort::ADV,erniinnaq,statim
713,später::ADV,kingorna,postea
714,jetzt::ADV,maanna,nunc
715,jetzt::ADV,massakkut,nunc
716,heute::ADV,ullumi,hodie
717,morgen::ADV,aqagu,cras
718,bald::ADV,erniinnaq,mox
719,dann::ADV,taava,deinde
720,gestern::ADV,ippassaq,heri
721,einst::ADV,ataatsimik,olim
722,einst::ADV,ilaanni,olim
723,damals::ADV,taamani,tum
724,damals::ADV,taamanikkut,tum
725,damals::ADV,taassumuunakkut,tum
726,danach::ADV,taava,postea
727,vorher::ADV,siornagut,antea
728,einmal::ADV,ilaanni,semel
729,einmal::ADV,ataatsimik,semel
730,manchmal::ADV,qaqutigu,interdum
731,manchmal::ADV,qaqutigut,interdum
732,oft::ADV,akulikitsumik,saepe
733,immer::ADV,tamatigut,semper
734,hier::ADV,maani,hic
735,hierhin::ADV,maani,huc
736,dorthin::ADV,ikuuna,eo
737,geradeaus::ADV,narlumut,recte
738,vorwärts::ADV,pilangavoc,porro
739,rückwärts::ADV,kingumut,retro
740,rückwärts::ADV,tunumut or tunummut,retro
741,zurück::ADV,kingumut,retro
742,zurück::ADV,tunumut or tunummut,retro
743,unten::ADV,kana,infra
744,hinab::ADV,qiviu,pessum
