,Concept_ID,nl,he
99,Wiese::N,wei,מרעה
100,Wiese::N,weide,מרעה
101,Wald::N,bos,יער
102,Hügel::N,heuvel,תל
103,Anhöhe::N,hoogte,מעלה
104,Berg::N,berg,הר
105,Gipfel::N,top,פסגה
106,Höhle::N,hol,מערה
107,Abhang::N,helling,מדרון
108,Abhang::N,helling,שפוע
109,Quelle::N,bron,מעין
110,Bach::N,beek,נחל
111,Fluss::N,stroom,נהר
112,Ufer::N,wal,גדה
113,Ufer::N,oever,גדה
114,Küste::N,kust,חוף
115,Festland::N,vasteland,יבשה
116,Meer::N,zee,ים
117,Bucht::N,baai,מפרץ
118,Bucht::N,inham,מפרץ
119,Insel::N,eiland,אי
120,Blume::N,bloem,פרח
121,Gras::N,gras,דשא
122,Wurzel::N,wortel,שרש
123,Baum::N,boom,עץ
124,Stamm::N,stam,גזע
125,Rinde::N,schors,קלפת עץ
126,Ast::N,tak,ענף
127,Zweig::N,twijg,ענף
128,Blatt::N,blad,עלה
129,Birke::N,berk,שדר
130,Kiefer[Baum]::N,den,ארן
131,Weide[Baum]::N,wilg,ערבה
132,Tanne::N,spar,אשוח
133,Horn::N,hoorn,קרן
134,Feder::N,veer,נוצה
135,Feder::N,pluim,נוצה
136,Fell::N,vel,פרוה
137,Flügel::N,vleugel,כנף
138,Klaue::N,klauw,טלף
139,Kralle::N,klauw,טפר
140,Schwanz::N,staart,זנב
141,Ei::N,ei,ביצה
142,Nest::N,nest,קן
143,Bau::N,hol,מחלה
144,Tier::N,dier,חיה
145,Herde::N,kudde,עדר
146,Kuh::N,koe,פרה
147,Bulle::N,stier,פר
148,Pferd::N,paard,סוס
149,Schaf::N,schaap,כבשה
150,Schwein::N,varken,חזיר
151,Hund::N,hond,כלב
152,Katze::N,kat,חתול
153,Bär::N,beer,דב
154,Eichhörnchen::N,eekhoorntje,סנאי
155,Elch::N,eland,דישון
156,Fuchs::N,vos,שועל
157,Hase::N,haas,ארנב
158,Maus::N,muis,עכבר
159,Wolf::N,wolf,זאב
160,Vogel::N,vogel,צפור
161,Schwarm::N,zwerm,נחיל
162,Schwarm::N,zwerm,להקה
163,Huhn::N,kip,תרנגלת
164,Huhn::N,hoen,תרנגלת
165,Hahn::N,haan,תרנגול
166,Gans::N,gans,אוז
167,Adler::N,arend,עיט
168,Ente::N,eend,ברוז
169,Eule::N,uil,ינשוף
170,Kranich::N,kraanvogel,עגור
171,Kranich::N,kraanvogel,כרוכיה
172,Krähe::N,kraai,עורב
173,Kuckuck::N,koekoek,קוקיה
174,Schwan::N,zwaan,ברבור
175,Fisch::N,vis,דג
176,Barsch::N,baars,אוקונוס
177,Hecht::N,snoek,זאב הים
178,Schlange[Tier]::N,slang,נחש
179,Wurm::N,worm,תולעת
180,Spinne::N,spin,עכביש
181,Ameise::N,mier,נמלה
182,Laus::N,luis,כנה
183,Mücke::N,mug,יתוש
184,Fliege::N,vlieg,זבוב
185,Schmetterling::N,vlinder,פרפר
186,Beere::N,bes,ענבה
187,Apfel::N,appel,תפוח
188,Pilz::N,paddestoel,פטריה
189,Zwiebel::N,ui,בצל
190,Saat::N,zaad,זרעים
191,Korn::N,graan,גרעין
192,Korn::N,korrel,גרעין
193,Heu::N,hooi,חציר
194,Schale::N,schil,קלפה
195,Grube::N,kuil,בור
196,Grube::N,kuil,שוחה
197,Falle::N,val,מלכדת
198,Schlinge::N,strop,לולאה
199,Spur::N,spoor,עקבה
200,Asche::N,as,אפר
201,Dreck::N,drek,זהמה
202,Eisen::N,ijzer,ברזל
203,Gold::N,goud,זהב
204,Silber::N,zilver,כסף
205,Kohle::N,kool,פחם
206,Glas::N,glas,זכוכית
207,Lehm::N,klei,חרסית
208,Sand::N,zand,חול
209,Mensch::N,mens,אדם
210,Mann::N,man,איש
211,Mann::N,man,גבר
212,Frau::N,vrouw,אשה
213,Frau::N,vrouw,גברת
214,Kind::N,kind,ילד
215,Junge::N,jongen,ילד
216,Mädchen::N,meisje,נערה
217,Familie::N,gezin,משפחה
218,Familie::N,familie,משפחה
219,Großvater::N,grootvader,סבא
220,Großmutter::N,grootmoeder,סבתא
221,Eltern::N,ouders,הורים
222,Vater::N,vader,אב
223,Mutter::N,moeder,אם
224,Sohn::N,zoon,בן
225,Tochter::N,dochter,בת
226,Bruder::N,broer,אח
227,Bruder::N,broeder,אח
228,Schwester::N,zus,אחות
229,Schwester::N,zuster,אחות
230,Onkel::N,oom,דוד
231,Tante::N,tante,דודה
232,Ehemann::N,echtgenoot,איש
233,Ehemann::N,echtgenoot,בעל
234,Ehefrau::N,echtgenote,אשה
235,Freude::N,vreugde,שמחה
236,Gelächter::N,gelach,צחוק
237,Glück::N,geluk,אשר
238,Kummer::N,verdriet,יגון
239,Kummer::N,verdriet,עגמה
240,Wunsch::N,wens,אחול
241,Wunsch::N,wens,משאלה
242,Wunsch::N,verlangen,אחול
243,Wunsch::N,verlangen,משאלה
244,Lust::N,zin,חשק
245,Lust::N,zin,תשוקה
246,Lust::N,lust,חשק
247,Lust::N,lust,תשוקה
248,Geist::N,geest,רוח
249,Gedanke::N,gedachte,מחשבה
250,Gedächtnis::N,geheugen,זכרון
251,Verstand::N,verstand,שכל
252,Sinn::N,betekenis,מובן
253,Sinn::N,betekenis,משמעות
254,Grund::N,reden,סבה
255,Wahrheit::N,waarheid,אמת
256,Gespräch::N,gesprek,דיון
257,Märchen::N,sprookje,אגדה
258,Erzählung::N,verhaal,ספור
259,Nachricht::N,tijding,ידיעה
260,Neuigkeit::N,nieuws,חדשה
261,Neuigkeit::N,nieuwtje,חדשה
262,Name::N,naam,שם
263,Rätsel::N,raadsel,תעלומה
264,Rede::N,rede,נאום
265,Sprache::N,taal,לשון
266,Stimme::N,stem,קול
267,Wort::N,woord,מלה
268,Zeichen::N,teken,סימן
269,Ruf::N,roep,קריאה
270,Lärm::N,lawaai,רעש
271,Laut::N,klank,הגה
272,Laut::N,geluid,הגה
273,Ton::N,toon,צליל
274,Ton::N,klank,צליל
275,Lied::N,lied,שיר
276,Ruhe::N,rust,שלוה
277,Ruhe::N,stilte,שלוה
278,Leute::N,lui,אנשים
279,Leute::N,mensen,אנשים
280,Volk::N,volk,עם
281,Arbeit::N,werk,עבודה
282,Arbeit::N,arbeid,עבודה
283,Gast::N,gast,אורח
284,Geschenk::N,cadeau,מתנה
285,Geschenk::N,geschenk,מתנה
286,Spiel::N,spel,משחק
287,Gesellschaft::N,gezelschap,חברה
288,Hilfe::N,hulp,עזרה
289,Freund::N,vriend,חבר
290,Freund::N,vriend,ידיד
291,Kamerad::N,maat,רע
292,Kamerad::N,metgezel,רע
293,Angelegenheit::N,zaak,ענין
294,Angelegenheit::N,aangelegenheid,ענין
295,Anzahl::N,tal,מספר
296,Anzahl::N,aantal,מספר
297,Art::N,slag,סוג
298,Art::N,soort,סוג
299,Stück::N,stuk,חתיכה
300,Teil::N,deel,פרק
301,Hälfte::N,helft,חצי
302,Kreis::N,kring,מעגל
303,Kreis::N,cirkel,מעגל
304,Kreuz::N,kruis,צלב
305,Linie::N,lijn,קו
306,Strich::N,haal,קו קצר
307,Strich::N,streep,קו קצר
308,Abstand::N,afstand,מרחק
309,Entfernung::N,afstand,מרחק
310,Gegend::N,streek,נוף
311,Platz::N,ruimte,שטח
312,Ort::N,oord,אתר
313,Ort::N,oord,מקום
314,Ort::N,plaats,אתר
315,Ort::N,plaats,מקום
316,Seite::N,zij,צד
317,Seite::N,kant,צד
318,Seite::N,zijde,צד
319,Mitte::N,midden,אמצע
320,Gegenstand::N,voorwerp,אוביקט
321,Sache::N,zaak,דבר
322,Rand::N,rand,פרור
323,Rand::N,boord,פרור
324,Kante::N,kant,קצה
325,Ecke::N,hoek,פנה
326,Spitze::N,punt,קצה
327,Spitze::N,spits,קצה
328,Ende::N,einde,סוף
329,Ende::N,uiteinde,סוף
330,Loch::N,gat,חר
331,Winkel::N,hoek,פנה
332,Muster::N,dessin,תבנית
333,Muster::N,patroon,תבנית
334,Größe::N,grootte,גדל
335,Länge::N,lengte,ארך
336,Höhe::N,hoogte,קומה
337,Höhe::N,hoogte,גבה
338,Gewicht::N,gewicht,משקל
339,Menge::N,hoeveelheid,כמות
340,Haufen::N,hoop,ערמה
341,Reihe::N,rij,רצף
342,Reihe::N,reeks,רצף
343,Boot::N,boot,סירה
344,Ruder::N,roeiriem,משוט
345,Schlitten::N,slee,מזחלת
346,Schlitten::N,slede,מזחלת
347,Ski::N,ski,מגלשים
348,Lagerfeuer::N,kampvuur,מדורה
349,Last::N,last,משא
350,Last::N,vracht,משא
351,Gang::N,wandeling,הליכה
352,Schritt::N,stap,צעד
353,Schritt::N,schrede,צעד
354,Norden::N,noorden,צפון
355,Süden::N,zuiden,דרום
356,Westen::N,westen,מערב
357,Osten::N,oosten,מזרח
358,Holz::N,hout,עץ
359,Brett::N,plank,קרש
360,Platte::N,plaat,לוח
361,Stütze::N,stut,משען
362,Stütze::N,steun,משען
363,Stange::N,stang,מוט
364,Stock::N,stok,מקל
365,Stab::N,staf,מוט
366,Rohr::N,pijp,צנור
367,Haus::N,huis,בית
368,Heim::N,tehuis,בית
369,Ofen::N,kachel,תנור
370,Fußboden::N,vloer,רצפה
371,Tisch::N,tafel,שלחן
372,Stuhl::N,stoel,כסא
373,Wiege::N,wieg,ערש
374,Bett::N,bed,מטה
375,Regal::N,rek,מדף
376,Kiste::N,kist,תבה
377,Kiste::N,kist,ארגז
378,Fenster::N,raam,חלון
379,Fenster::N,venster,חלון
380,Tür::N,deur,דלת
381,Tor::N,poort,שער
382,Zaun::N,omheining,גדר
383,Dach::N,dak,גג
384,Leiter::N,ladder,סלם
385,Besen::N,bezem,מטאטא
386,Spaten::N,schop,את
387,Schaufel::N,schep,את
388,Gabel::N,vork,מזלג
389,Löffel::N,lepel,כף
390,Messer::N,mes,סכין
391,Nagel::N,spijker,מסמר
392,Netz::N,net,רשת
393,Haken::N,haak,וו
394,Haken::N,haak,קרס
395,Griff::N,handvat,ידית
396,Schloss::N,slot,מנעול
397,Bild::N,beeld,תמונה
398,Figur::N,figuur,פסל
399,Puppe::N,pop,בבה
400,Beutel::N,zak,שק
401,Beutel::N,buidel,שק
402,Bündel::N,pak,צרור
403,Bündel::N,bundel,צרור
404,Tasche::N,tas,שקית
405,Eimer::N,emmer,דלי
406,Deckel::N,deksel,מכסה
407,Geschirr::N,vaatwerk,כלים
408,Sack::N,zak,שק
409,Tasse::N,kop,ספל
410,Topf::N,pan,סיר
411,Kessel::N,ketel,קנקן
412,Essen::N,eten,אכל
413,Essen::N,eten,ארוחה
414,Nahrung::N,voedsel,הזנה
415,Nahrung::N,voedsel,תזונה
416,Speise::N,spijs,מאכל
417,Speise::N,spijs,ארוחה
418,Fleisch::N,vlees,בשר
419,Getreide::N,graan,דגן
420,Brei::N,pap,מחית
421,Brei::N,brij,מחית
422,Brot::N,brood,לחם
423,Scheibe::N,plak,עגול
424,Scheibe::N,plak,פרוסה
425,Scheibe::N,snede,עגול
426,Scheibe::N,snede,פרוסה
427,Fett::N,vet,שמן
428,Butter::N,boter,חמאה
429,Öl::N,olie,שמן
430,Salz::N,zout,מלח
431,Suppe::N,soep,מרק
432,Honig::N,honing,דבש
433,Milch::N,melk,חלב
434,Tee::N,thee,תה
435,Leder::N,leer,עור
436,Leder::N,leder,עור
437,Wolle::N,wol,צמר
438,Stoff::N,stof,בד
439,Stoff::N,stof,אריג
440,Nadel::N,naald,מחט
441,Faden::N,draad,חוט
442,Knopf::N,knoop,כפתור
443,Knoten::N,knoop,קשר
444,Farbe::N,verf,צבע
445,Kleidung::N,kledij,בגדים
446,Kleidung::N,kleding,בגדים
447,Hemd::N,hemd,חלצה
448,Kragen::N,kraag,צוארון
449,Ärmel::N,mouw,שרוול
450,Hose::N,broek,מכנסים
451,Hose::N,pantalon,מכנסים
452,Gürtel::N,riem,חגורה
453,Gürtel::N,gordel,חגורה
454,Mütze::N,muts,כובע
455,Schuh::N,schoen,נעל
456,Stiefel::N,laars,מגף
457,Ring::N,ring,טבעת
458,Band::N,lint,סרט
459,Kamm::N,kam,מסרק
460,Spiegel::N,spiegel,מראה
461,Riemen::N,riem,רצועה
462,Schnur::N,koord,חבל
463,Leine::N,lijn,מושכות
464,Decke::N,deken,שמיכה
465,Kissen::N,kussen,כרית
466,Tuch::N,doek,צעיף
467,Handtuch::N,handdoek,מגבת
468,Kraft::N,kracht,כוח
469,Stärke::N,sterkte,און
470,Gesundheit::N,gezondheid,בריאות
471,Krankheit::N,ziekte,מחלה
472,Schmerz::N,pijn,כאב
473,Wunde::N,wond,פציעה
474,Fieber::N,koorts,חם
475,Arznei::N,medicament,תרופה
476,Arznei::N,geneesmiddel,תרופה
477,Brücke::N,brug,גשר
478,Brunnen::N,put,באר
479,Brunnen::N,bron,באר
480,Weide::N,wei,אחו
481,Weide::N,wei,מרעה
482,Weide::N,weide,אחו
483,Weide::N,weide,מרעה
484,Pfad::N,pad,שביל
485,Pfad::N,pad,מדרכה
486,Weg::N,weg,דרך
487,Straße::N,baan,כביש
488,Straße::N,straat,כביש
489,Dorf::N,dorp,כפר
490,Stadt::N,stad,עיר
491,Brief::N,brief,מכתב
492,Buch::N,boek,ספר
493,Buchstabe::N,letter,אות
494,Zeitung::N,krant,עתון
495,Zeitung::N,dagblad,עתון
496,Leben::N,leven,חיים
497,Tod::N,dood,מות
498,Grab::N,graf,קבר
499,Kirche::N,kerk,כנסיה
500,Sünde::N,zonde,חטא
501,Gott::N,god,אל
502,Arbeiter::N,arbeider,פועל
503,Chef::N,chef,ראש
504,Chef::N,chef,מנהל
505,Meister::N,meester,ממחה
506,Arzt::N,arts,רופא
507,Arzt::N,dokter,רופא
508,Lehrer::N,leraar,מורה
509,Lehrer::N,onderwijzer,מורה
510,Geld::N,geld,כסף
511,Geschäft::N,zaak,עסקה
512,Laden::N,winkel,חנות
513,Preis::N,prijs,מחיר
514,Ware::N,waar,סחורה
515,Nutzen::N,nut,תועלת
516,Nutzen::N,voordeel,תועלת
517,Reichtum::N,rijkdom,עשר
518,Welt::N,wereld,עולם
519,Land::N,land,ארץ
520,Staat::N,staat,מדינה
521,König::N,koning,מלך
522,Macht::N,macht,כוח
523,Grenze::N,grens,גבול
524,Krieg::N,oorlog,מלחמה
525,Feind::N,vijand,אויב
526,Gewalt::N,geweld,אלימות
527,Kampf::N,strijd,קרב
528,Kampf::N,strijd,לחימה
529,Kampf::N,gevecht,קרב
530,Kampf::N,gevecht,לחימה
531,Bogen[Waffe]::N,boog,קשת
532,Pfeil::N,pijl,חץ
533,Gewehr::N,geweer,רובה
534,Fehler::N,fout,טעות
535,Lüge::N,leugen,שקר
536,Schaden::N,schade,נזק
537,Unglück::N,tegenspoed,מזל רע
538,Schuld::N,schuld,אשמה
539,Alter::N,leeftijd,גיל
540,Schluss::N,slot,סיום
541,Zeit::N,tijd,זמן
542,Tag::N,dag,יום
543,Morgen::N,morgen,בקר
544,Morgen::N,ochtend,בקר
545,Mittag::N,middag,צהרים
546,Abend::N,avond,ערב
547,Nacht::N,nacht,לילה
548,Woche::N,week,שבוע
549,Monat::N,maand,חדש
550,Jahr::N,jaar,שנה
551,Frühling::N,lente,אביב
552,Frühling::N,voorjaar,אביב
553,Sommer::N,zomer,קיץ
554,Herbst::N,herfst,סתו
555,Winter::N,winter,חרף
556,Januar::N,januari,ינואר
557,Februar::N,februari,פברואר
558,März::N,maart,מרץ
559,April::N,april,אפריל
560,Mai::N,mei,מאי
561,Juni::N,juni,יוני
562,Juli::N,juli,יולי
563,August::N,augustus,אוגוסט
564,September::N,september,ספטמבר
565,Oktober::N,oktober,אוקטובר
566,November::N,november,נובמבר
567,Dezember::N,december,דצמבר
568,Montag::N,maandag,יום שני
569,Dienstag::N,dinsdag,יום שלישי
570,Mittwoch::N,woensdag,יום רביעי
571,Donnerstag::N,donderdag,יום חמישי
572,Freitag::N,vrijdag,יום ששי
573,Samstag::N,zaterdag,יום שבת
574,Sonntag::N,zondag,יום ראשון
575,groß::A,groot,גדול
576,klein::A,klein,קטן
577,lang::A,lang,ארך
578,kurz::A,kort,קצר
579,breit::A,breed,רחב
580,schmal::A,smal,צר
581,dicht::A,dicht,צפוף
582,dick[Gegenstand]::A,dik,עבה
583,dünn::A,dun,דק
584,fein::A,fijn,מעדן
585,fest::A,vast,מוצק
586,flach::A,plat,שטוח
587,glatt::A,glad,חלק
588,hart::A,hard,קשיח
589,weich::A,week,רך
590,rund::A,rond,עגל
591,spitz::A,spits,חד
592,spitz::A,puntig,חד
593,scharf::A,scherp,חד
594,stumpf::A,stomp,קהה
595,schwer::A,zwaar,כבד
596,schön::A,mooi,יפה
597,schön::A,fraai,יפה
598,heiß::A,heet,חם
599,warm::A,warm,חם
600,kalt::A,koud,קר
601,kühl::A,koel,צונן
602,frisch::A,fris,טרי
603,feucht::A,vochtig,לח
604,nass::A,nat,רטוב
605,trocken::A,droog,יבש
606,voll::A,vol,מלא
607,leer::A,leeg,ריק
608,offen::A,open,פתוח
609,geschlossen::A,gesloten,סגור
610,sauber::A,net,נקי
611,sauber::A,schoon,נקי
612,schmutzig::A,vuil,מלכלך
613,roh::A,rauw,חי
614,reif::A,rijp,בשל
615,lecker::A,lekker,טעים
616,süß::A,zoet,מתוק
617,bitter::A,bitter,מר
618,sauer::A,zuur,חמוץ
619,hell::A,licht,בהיר
620,hell::A,helder,בהיר
621,dunkel::A,donker,עמום
622,schwarz::A,zwart,שחר
623,weiß::A,wit,לבן
624,rot::A,rood,אדם
625,gelb::A,geel,צהב
626,blau::A,blauw,כחל
627,grün::A,groen,ירק
628,grau::A,grijs,אפר
629,bunt::A,bont,צבעוני
630,billig::A,goedkoop,זול
631,teuer::A,duur,יקר
632,wertvoll::A,kostbaar,יקר ערך
633,wertvoll::A,waardevol,יקר ערך
634,blind::A,blind,עור
635,taub::A,doof,חרש
636,kräftig::A,krachtig,חסן
637,stark::A,sterk,חזק
638,schwach::A,zwak,חלש
639,fett::A,vet,שמן
640,schlank::A,slank,רזה
641,hübsch::A,leuk,יפה תאר
642,böse::A,kwaad,רשע
643,dumm::A,dom,טפש
644,faul::A,lui,עצלן
645,fleißig::A,vlijtig,חרוץ
646,geizig::A,gierig,קמצן
647,klug::A,slim,נבון
648,klug::A,slim,פקח
649,klug::A,schrander,נבון
650,klug::A,schrander,פקח
651,klug::A,verstandig,נבון
652,klug::A,verstandig,פקח
653,geschickt::A,handig,מימן
654,geschickt::A,vaardig,מימן
655,lieb::A,lief,יקר
656,lieb::A,lief,אהוב
657,lustig::A,vrolijk,עליז
658,sanft::A,zacht,עדין
659,hungrig::A,hongerig,רעב
660,krank::A,ziek,חולה
661,nackt::A,naakt,ערום
662,traurig::A,treurig,עצוב
663,traurig::A,bedroefd,עצוב
664,lebendig::A,levend,חי
665,gut::A,goed,טוב
666,schlecht::A,slecht,גרוע
667,richtig::A,juist,נכון
668,schlimm::A,erg,רע
669,schlimm::A,kwaad,רע
670,wahr::A,waar,אמתי
671,alt::A,oud,ישן
672,neu::A,nieuw,חדש
673,ehemalig::A,voormalig,לשעבר
674,alt[Lebewesen]::A,oud,זקן
675,jung::A,jong,צעיר
676,arm::A,arm,עני
677,reich::A,rijk,עשיר
678,bekannt::A,bekend,ידוע
679,berühmt::A,beroemd,מפרסם
680,fremd::A,vreemd,זר
681,verschieden::A,verscheiden,שונה
682,verschieden::A,verschillend,שונה
683,nah::A,nabij,קרוב
684,nah::A,nabijgelegen,קרוב
685,fern::A,ver,רחוק
686,linker::A,linker,שמאלי
687,rechter::A,rechter,ימין
688,anderer::A,andere,אחר
689,erster::A,eerste,ראשון
690,zweiter::A,tweede,שני
691,dritter::A,derde,שלישי
692,letzter::A,laatste,אחרון
693,allein::ADV,alleen,לבד
694,auf einmal::ADV,ineens,בו-זמנית
695,auf einmal::ADV,tegelijk,בו-זמנית
696,zusammen::ADV,samen,ביחד
697,zusammen::ADV,bijeen,ביחד
698,lange::ADV,lang,הרבה זמן
699,plötzlich::ADV,eensklaps,לפתע
700,plötzlich::ADV,eensklaps,פתאום
701,plötzlich::ADV,plotsklaps,לפתע
702,plötzlich::ADV,plotsklaps,פתאום
703,sofort::ADV,terstond,מיד
704,sofort::ADV,aanstonds,מיד
705,sofort::ADV,onmiddelijk,מיד
706,später::ADV,later,לאחר זמן
707,später::ADV,later,יותר מאחר
708,jetzt::ADV,nu,עכשיו
709,jetzt::ADV,nou,עכשיו
710,jetzt::ADV,thans,עכשיו
711,heute::ADV,heden,היום
712,heute::ADV,vandaag,היום
713,morgen::ADV,morgen,מחר
714,bald::ADV,gauw,בקרוב
715,bald::ADV,weldra,בקרוב
716,dann::ADV,dan,אחר-כך
717,dann::ADV,toen,אחר-כך
718,gestern::ADV,gisteren,אתמול
719,einst::ADV,eens,לפנים
720,damals::ADV,toen,אז
721,damals::ADV,destijds,אז
722,danach::ADV,daarna,אחר-כך
723,vorher::ADV,vooraf,לפני זה
724,vorher::ADV,van tevoren,לפני זה
725,zuerst::ADV,eerst,קדם
726,zuerst::ADV,het eerst,קדם
727,einmal::ADV,eens,פעם
728,einmal::ADV,eenmaal,פעם
729,manchmal::ADV,soms,לפעמים
730,oft::ADV,vaak,לעתים קרובות
731,oft::ADV,dikwijls,לעתים קרובות
732,immer::ADV,altijd,תמיד
733,niemals::ADV,nooit,אף פעם
734,hier::ADV,hier,כאן
735,hierhin::ADV,hierheen,פה
736,von hier::ADV,van hier,מפה
737,von hier::ADV,hiervandaan,מפה
738,dort::ADV,daar,שם
739,dort::ADV,ginds,שם
740,dorthin::ADV,daarheen,שם
741,geradeaus::ADV,rechtuit,ישר
742,geradeaus::ADV,rechtdoor,ישר
743,vorwärts::ADV,vooruit,קדימה
744,vorwärts::ADV,voorwaarts,קדימה
745,rückwärts::ADV,achteruit,לאחור
746,rückwärts::ADV,achterwaarts,לאחור
747,zurück::ADV,terug,בחזרה
748,zurück::ADV,terug,אחורנית
749,unten::ADV,beneden,למטה
750,unten::ADV,onderaan,למטה
751,hinab::ADV,omlaag,למטה
752,hinab::ADV,naar beneden,למטה
753,oben::ADV,boven,מעל
754,oben::ADV,boven,למעלה
755,hinauf::ADV,omhoog,למעלה
756,hinauf::ADV,naar boven,למעלה
757,überall::ADV,alom,בכל מקום
758,überall::ADV,overal,בכל מקום
759,nicht::ADV,niet,לא
760,ein wenig::ADV,wat,קצת
761,kaum::ADV,amper,בקשי
762,kaum::ADV,nauwelijks,בקשי
763,sehr::ADV,erg,מאוד
764,sehr::ADV,zeer,מאוד
765,so::ADV,zo,כך
766,so::ADV,zo,ככה
767,noch::ADV,nog,עוד
768,noch::ADV,nog,עדין
769,nur::ADV,maar,רק
770,nur::ADV,alleen,רק
771,schon::ADV,al,כבר
772,schon::ADV,reeds,כבר
773,wieder::ADV,weer,שוב
774,wieder::ADV,terug,שוב
775,vergebens::ADV,vergeefs,לריק
776,vergebens::ADV,vergeefs,לשוא
777,vergebens::ADV,tevergeefs,לריק
778,vergebens::ADV,tevergeefs,לשוא
779,vor::PRP,voor,מול
780,hinter::PRP,achter,מאחורי
781,unter::PRP,onder,מתחת
782,unter::PRP,beneden,מתחת
783,durch::PRP,door,דרך
784,neben::PRP,naast,ליד
785,neben::PRP,naast,על-יד
786,zwischen::PRP,tussen,בין
787,wegen::PRP,wegens,בשל
788,wegen::PRP,wegens,בגלל
789,wegen::PRP,vanwege,בשל
790,wegen::PRP,vanwege,בגלל
791,dies::PRN,dit,זה
792,das::PRN,dat,זה
793,alles::PRN,alles,הכל
794,ich::PRN,ik,אני
795,du::PRN,je,את
796,du::PRN,je,אתה
797,du::PRN,jij,את
798,du::PRN,jij,אתה
799,er::PRN,hij,הוא
800,wir::PRN,we,אנחנו
801,wir::PRN,wij,אנחנו
802,ihr::PRN,jullie,לה
803,sie::PRN,ze,הם
804,sie::PRN,zij,הם
805,was::FPRN,wat,מה
806,wer::FPRN,wie,מי
807,wo::FADV,waar,איפה
808,wohin::FADV,waarheen,לאן
809,wie::FADV,hoe,איך
810,warum::FADV,waarom,למה
811,wieviel::FNUM,hoeveel,כמה
812,eins::NUM,één,אחד
813,zwei::NUM,twee,שתים
814,drei::NUM,drie,שלושה
815,vier::NUM,vier,ארבעה
816,fünf::NUM,vijf,חמשה
817,sechs::NUM,zes,ששה
818,sieben::NUM,zeven,שבעה
819,acht::NUM,acht,שמונה
820,neun::NUM,negen,תשעה
821,zehn::NUM,tien,עשרה
822,elf::NUM,elf,אחת עשרה
