,Concept_ID,en,ce
198,Silber::N,silver,дети
199,Kohle::N,coal,кӏора
200,Glas::N,glass,aнгали
201,Lehm::N,clay,поппар
202,Sand::N,sand,гӏум
203,Mensch::N,human,адам
204,Mann::N,man,майра
205,Frau::N,woman,зуда
206,Kind::N,child,бер
207,Junge::N,boy,жимха
208,Mädchen::N,girl,жима йоӏ
209,Familie::N,family,доьзал
210,Großvater::N,grandfather,ненада
211,Großmutter::N,grandmother,денана
212,Eltern::N,parents,да-нана
213,Vater::N,father,да
214,Mutter::N,mother,нана
215,Sohn::N,son,кӏант
216,Tochter::N,daughter,йоӏ
217,Bruder::N,brother,ваша
218,Schwester::N,sister,йиша
219,Onkel::N,uncle,деваша
220,Tante::N,aunt,дейиша
221,Ehemann::N,husband,майра
222,Ehefrau::N,wife,зуда
223,Freude::N,joy,самукъа
224,Freude::N,joy,хазахетар
225,Gelächter::N,laughter,белам
226,Glück::N,happiness,ирс
227,Kummer::N,grief,бала
228,Wunsch::N,wish,лаам
229,Lust::N,desire,лаам
230,Geist::N,spirit,са
231,Gedanke::N,thought,ойла
232,Gedächtnis::N,memory,диццадалар
233,Verstand::N,mind,хьекъал
234,Sinn::N,meaning,маьӏна
235,Grund::N,reason,бахьана
236,Wahrheit::N,truth,бакъдерг
237,Gespräch::N,talk,къамел
238,Märchen::N,fairy tale,туьйра
239,Erzählung::N,story,дийцар
240,Nachricht::N,message,хаам
241,Neuigkeit::N,news,керланиг
242,Name::N,name,цӏе
243,Rätsel::N,puzzle,хӏетал-метал
244,Rede::N,speech,къамел
245,Sprache::N,language,мотт
246,Stimme::N,voice,aз
247,Wort::N,word,дош
248,Zeichen::N,sign,билгало
249,Ruf::N,call,кхайкхар
250,Lärm::N,noise,гӏовгӏа
251,Laut::N,sound,аз
252,Ton::N,tone,aз
253,Lied::N,song,илли
254,Ruhe::N,calm,тийналла
255,Leute::N,people,нах
256,Volk::N,nation,халкъ
257,Arbeit::N,work,болх
258,Gast::N,guest,хьаша
259,Geschenk::N,gift,совгӏат
260,Spiel::N,game,ловзар
261,Gesellschaft::N,company,юкъаралла
262,Hilfe::N,help,гӏо
263,Freund::N,friend,доттагl
264,Kamerad::N,companion,накъост
265,Angelegenheit::N,matter,гӏуллакх
266,Anzahl::N,count,терахь
267,Art::N,sort,
268,Stück::N,piece,юьхк
269,Teil::N,part,дакъа
270,Hälfte::N,half,ах
271,Kreis::N,circle,го
272,Kreuz::N,cross,жӏара
273,Linie::N,line,сиз
274,Strich::N,stroke,сиз
275,Abstand::N,gap,юкъ
276,Entfernung::N,distance,
277,Gegend::N,area,мeттиг
278,Platz::N,space,майда
279,Ort::N,place,меттиг
280,Seite::N,side,aгӏo
281,Mitte::N,middle,юкъ
282,Gegenstand::N,item,хӏума
283,Sache::N,thing,хӏума
284,Rand::N,fringe,йист
285,Kante::N,edge,йист
286,Ecke::N,corner,са
287,Spitze::N,tip,ралла
288,Ende::N,end,юьхьиг
289,Loch::N,hole,ӏуьрг
290,Winkel::N,angle,са
291,Muster::N,pattern,дагар
292,Muster::N,pattern,тӏамар
293,Größe::N,size,барам
294,Länge::N,length,йохалла
295,Höhe::N,height,локхалла
296,Gewicht::N,weight,йозалла
297,Menge::N,amount,дукхалла
298,Haufen::N,heap,сал
299,Haufen::N,heap,оьла
300,Reihe::N,row,рагӏ
301,Reihe::N,row,могӏа
302,Boot::N,boat,кема
303,Ruder::N,oar,пийсиг
304,Schlitten::N,sleigh,салаз
305,Ski::N,ski,когсалаз
306,Lagerfeuer::N,campfire,цӏе
307,Last::N,load,дукъ
308,Gang::N,walk,лелар
309,Schritt::N,step,гӏулч
310,Norden::N,north,къилбаседе
311,Süden::N,south,къилбе
312,Westen::N,west,малхбузе
313,Osten::N,east,малхбале
314,Holz::N,wood,дечиг
315,Brett::N,board,у
316,Platte::N,slab,у
317,Stütze::N,bracket,гӏopтоp
318,Stange::N,pole,гӏуркх
319,Stock::N,stick,ӏаса
320,Stab::N,staff,гӏаж
321,Rohr::N,pipe,биргӏа
322,Haus::N,house,цӏа
323,Heim::N,home,кхерч
324,Ofen::N,stove,кхерч
325,Fußboden::N,floor,цӏенкъа
326,Tisch::N,table,шун
327,Stuhl::N,chair,гӏант
328,Wiege::N,cradle,ага
329,Bett::N,bed,маьнга
330,Regal::N,shelf,терхи
331,Kiste::N,box,яьшка
332,Fenster::N,window,кор
333,Tür::N,door,неӏ
334,Tor::N,gate,ков
335,Zaun::N,fence,керт
336,Dach::N,roof,тхов
337,Leiter::N,ladder,лами
338,Besen::N,broom,нуй
339,Spaten::N,spade,бел
340,Schaufel::N,shovel,аьшкал
341,Gabel::N,fork,мӏара
342,Löffel::N,spoon,ӏайг
343,Messer::N,knife,урс
344,Nagel::N,nail,хьостам
345,Netz::N,net,бой
346,Haken::N,hook,мӏара
347,Griff::N,handle,
348,Schloss::N,lock,чӏега
349,Bild::N,picture,сурт
350,Figur::N,figure,
351,Puppe::N,doll,тайниг
352,Beutel::N,pouch,гали
353,Bündel::N,bundle,кочар
354,Tasche::N,bag,тӏоьрмиг
355,Eimer::N,bucket,чийлик
356,Deckel::N,cover,негӏар
357,Geschirr::N,dishes,пхьегӏа
358,Sack::N,sack,гали
359,Tasse::N,cup,кад
360,Topf::N,pot,яй
361,Kessel::N,kettle,яй
362,Essen::N,meal,юург
363,Nahrung::N,food,кхача
364,Speise::N,dish,юург
365,Fleisch::N,meat,жижиг
366,Getreide::N,corn,буьртиг
367,Brei::N,mush,xудар
368,Brot::N,bread,бепиг
369,Brot::N,bread,кхаллар
370,Scheibe::N,slice,цастар
371,Fett::N,fat,мохь
372,Butter::N,butter,налха
373,Öl::N,oil,даьтта
374,Salz::N,salt,туьха
375,Suppe::N,soup,чорпа
376,Honig::N,honey,моз
377,Milch::N,milk,шура
378,Tee::N,tea,чай
379,Leder::N,leather,цӏока
380,Wolle::N,wool,тӏapгӏa
381,Stoff::N,cloth,кӏади
382,Nadel::N,needle,маха
383,Faden::N,thread,тай
384,Knopf::N,button,нуьйда
385,Knoten::N,knot,шад
386,Farbe::N,paint,сир
387,Farbe::N,paint,басар
388,Kleidung::N,clothes,бедар
389,Hemd::N,shirt,коч
390,Kragen::N,collar,кач
391,Ärmel::N,sleeve,пхьош
392,Hose::N,trousers,хеча
393,Gürtel::N,belt,доьхка
394,Mütze::N,cap,куй
395,Schuh::N,shoe,мача
396,Stiefel::N,boot,этка
397,Ring::N,ring,чӏуг
398,Band::N,ribbon,лента
399,Kamm::N,comb,ехк
400,Spiegel::N,mirror,куьзга
401,Riemen::N,strap,доьхка
402,Schnur::N,string,муш
403,Leine::N,leash,кочатосу доьхка
404,Decke::N,blanket,юргӏа
405,Kissen::N,pillow,гIайба
406,Tuch::N,scarf,исхар
407,Handtuch::N,towel,гата
408,Kraft::N,force,гӏора
409,Stärke::N,strength,гӏап
410,Gesundheit::N,health,могашалла
411,Krankheit::N,illness,цамгар
412,Schmerz::N,pain,лазар
413,Wunde::N,wound,чов
414,Fieber::N,fever,xорша
415,Arznei::N,medicine,молха
416,Brücke::N,bridge,тӏай
417,Brunnen::N,well,гӏу
418,Weide::N,pasture,дак
419,Pfad::N,path,тача
420,Weg::N,way,некъ
421,Straße::N,road,урам
422,Dorf::N,village,юрт
423,Stadt::N,town,гӏала
424,Brief::N,letter,кехат
425,Buch::N,book,жайна
426,Buchstabe::N,character,элп
427,Zeitung::N,newspaper,газет
428,Leben::N,life,дахар
429,Tod::N,death,далар
430,Tod::N,death,ӏожалла
431,Grab::N,grave,каш
432,Kirche::N,church,килс
433,Sünde::N,sin,къа
434,Gott::N,god,дела
435,Arbeiter::N,worker,белхало
436,Chef::N,boss,хьаькам
437,Meister::N,master,говзанча
438,Arzt::N,doctor,лор
439,Lehrer::N,teacher,хьехархо
440,Geld::N,money,aхча
441,Geschäft::N,business,туька
442,Laden::N,shop,туька
443,Preis::N,price,мах
444,Ware::N,ware,хlума
445,Nutzen::N,profit,пайда
446,Reichtum::N,wealth,хьал
447,Welt::N,world,дуьне
448,Land::N,country,мохк
449,Staat::N,state,пачхьалкх
450,König::N,king,паччахь
451,Macht::N,power,ӏедал
452,Grenze::N,border,доза
453,Krieg::N,war,тӏом
454,Feind::N,enemy,мостагӏ
455,Gewalt::N,violence,гӏело
456,Kampf::N,fight,къийсам
457,Bogen[Waffe]::N,bow,
458,Pfeil::N,arrow,пха
459,Gewehr::N,gun,топ
460,Fehler::N,mistake,гӏалат
461,Lüge::N,lie,аьшпаш
462,Schaden::N,damage,зен
463,Unglück::N,misfortune,бала
464,Schuld::N,fault,бехк
465,Alter::N,age,хан
466,Schluss::N,conclusion,чакхе
467,Zeit::N,time,хан
468,Tag::N,day,де
469,Morgen::N,morning,ӏуьйре
470,Mittag::N,noon,делкъе
471,Abend::N,evening,суьйре
472,Nacht::N,night,буьйса
473,Woche::N,week,кӏира
474,Monat::N,month,бутт
475,Jahr::N,year,шо
476,Frühling::N,spring,бӏаьсте
477,Sommer::N,summer,аьхке
478,Herbst::N,autumn,гуьйре
479,Winter::N,winter,ӏа
480,Januar::N,January,январь
481,Februar::N,February,февраль
482,März::N,March,март
483,April::N,April,апрель
484,Mai::N,May,май
485,Juni::N,June,июнь
486,Juli::N,July,июль
487,August::N,August,август
488,September::N,September,сентябрь
489,Oktober::N,October,октябрь
490,November::N,November,ноябрь
491,Dezember::N,December,декабрь
492,Montag::N,Monday,оршот
493,Dienstag::N,Tuesday,шинара
494,Mittwoch::N,Wednesday,кхаара
495,Donnerstag::N,Thursday,еара
496,Freitag::N,Friday,пӏераска
497,Samstag::N,Saturday,шот
498,Sonntag::N,Sunday,кӏиранде
499,groß::A,big,доккха
500,klein::A,little,кегий
501,lang::A,long,еха
502,kurz::A,short,доца
503,breit::A,wide,шуьйра
504,schmal::A,narrow,готта
505,dicht::A,dense,луьста
506,dick[Gegenstand]::A,thick,стомма
507,dünn::A,thin,дуткъа
508,fein::A,delicate,ховха
509,fest::A,firm,чӏогӏа
510,flach::A,flat,чӏапа
511,glatt::A,smooth,шера
512,hart::A,hard,чӏогӏa
513,weich::A,soft,кӏеда
514,rund::A,round,горга
515,spitz::A,pointed,ира
516,scharf::A,sharp,ира
517,stumpf::A,blunt,аьртa
518,schwer::A,heavy,деза
519,schön::A,beautiful,хаза
520,heiß::A,hot,довха
521,warm::A,warm,довха
522,kalt::A,cold,шийла
523,kühl::A,cool,шийла
524,frisch::A,fresh,керла
525,feucht::A,damp,тӏуьна
526,nass::A,wet,тӏеда
527,trocken::A,dry,eкъа
528,voll::A,full,дуьзна
529,leer::A,empty,яьсса
530,offen::A,open,диллина
531,geschlossen::A,closed,дӏакъевлина
532,geschlossen::A,closed,дӏачӏагӏдина
533,sauber::A,clean,цӏена
534,schmutzig::A,dirty,боьха
535,roh::A,raw,буьйда
536,reif::A,ripe,хилла
537,lecker::A,delicious,чоме
538,süß::A,sweet,мерза
539,bitter::A,bitter,къаьхьа
540,sauer::A,sour,муьста
541,hell::A,bright,сирла
542,dunkel::A,dark,бодане
543,schwarz::A,black,ӏаьржа
544,weiß::A,white,кӏайн
545,rot::A,red,цӏен
546,gelb::A,yellow,можа
547,blau::A,blue,сийна
548,grün::A,green,баьццара
549,grau::A,grey,cира
550,grau::A,grey,мокха
551,bunt::A,colourful,къорза
552,bunt::A,colorful,къорза
553,billig::A,cheap,дораха
554,teuer::A,dear,деза
555,wertvoll::A,precious,мехала
556,blind::A,blind,бӏаьрзе
557,taub::A,deaf,къора
558,kräftig::A,powerful,нуьцкъала
559,stark::A,strong,зоьртала
560,stark::A,strong,нуьцкъала
561,schwach::A,weak,гӏорасиза
562,fett::A,fat,дерстана
563,schlank::A,slim,куц долу
564,hübsch::A,pretty,хаза
565,böse::A,evil,вон
566,dumm::A,stupid,сонта
567,faul::A,lazy,мало ен
568,fleißig::A,diligent,тӏера
569,geizig::A,stingy,пис
570,geizig::A,stingy,сутара
571,klug::A,clever,хьекъале
572,geschickt::A,skilful,тӏахъаьлла
573,geschickt::A,skillful,тӏахъаьлла
574,lieb::A,dear,хьоме
575,lustig::A,merry,самукъане
576,sanft::A,gentle,кlеда
577,hungrig::A,hungry,меца
578,krank::A,sick,цомгуш долу
579,nackt::A,naked,дерзана
580,traurig::A,sad,самукъане воцу
581,lebendig::A,living,дийна
582,gut::A,good,дика
583,schlecht::A,bad,вон
584,richtig::A,correct,нийса
585,schlimm::A,nasty,вон
586,wahr::A,true,бакъдолу
587,alt::A,old,къена
588,neu::A,new,керла
589,ehemalig::A,former,хилла
590,alt[Lebewesen]::A,aged,къена
591,jung::A,young,къона
592,arm::A,poor,къен
593,reich::A,rich,хьоле
594,bekannt::A,familiar,девзаш долу
595,berühmt::A,famous,цӏеяхана
596,fremd::A,foreign,нехан
597,verschieden::A,different,тайп-тайпанара
598,nah::A,near,гергара
599,fern::A,far,гена
600,fern::A,far,генара
601,linker::A,left,аьрру
602,rechter::A,right,аьтту
603,anderer::A,other,кхин
604,erster::A,first,хьалхара
605,zweiter::A,second,шолгIа
606,dritter::A,third,кхоалгӏа
607,letzter::A,last,тӏаьххьара
608,allein::ADV,alone,цхьаъ
609,auf einmal::ADV,at once,цу сохьтта
610,zusammen::ADV,together,цхьана
611,lange::ADV,long,дукха
612,plötzlich::ADV,suddenly,цIеххьана
613,sofort::ADV,instantly,цу сохьтта
614,später::ADV,later,тӏаьхьо
615,jetzt::ADV,now,хӏинца
616,heute::ADV,today,тахана
617,morgen::ADV,tomorrow,кхана
618,bald::ADV,soon,кеста
619,dann::ADV,then,тӏаккха
620,gestern::ADV,yesterday,селхана
621,einst::ADV,once,цкъа
622,damals::ADV,at that time,хӏетахьь
623,danach::ADV,afterwards,тӏаккха
624,vorher::ADV,before,хьалхa
625,zuerst::ADV,at first,хьалха
626,einmal::ADV,once,цкъа
627,manchmal::ADV,sometimes,цкъаццкъа
628,oft::ADV,often,кест-кеста
629,immer::ADV,always,даим
630,niemals::ADV,never,цкъа а
631,hier::ADV,here,кхузахь
632,hierhin::ADV,hither,кхуза
633,hierhin::ADV,to here,кхуза
634,hierhin::ADV,here,кхуза
635,von hier::ADV,hence,кхузара
636,dort::ADV,there,цигахь
637,dorthin::ADV,thither,цига
638,dorthin::ADV,there,цига
639,dorthin::ADV,to there,цига
640,geradeaus::ADV,ahead,нийса дӏа
641,vorwärts::ADV,forward,хьалха
642,rückwärts::ADV,backward,юха
643,zurück::ADV,back,юха
644,unten::ADV,below,лахахь
645,hinab::ADV,down,охьа
646,oben::ADV,above,лакхахь
647,hinauf::ADV,up,хьала
648,überall::ADV,everywhere,массанхьа
649,nicht::ADV,not,ца
650,ein wenig::ADV,a little,кӏеззиг
651,kaum::ADV,hardly,халла
652,sehr::ADV,very,вуно
653,so::ADV,so,
654,noch::ADV,still,кхин
655,nur::ADV,only,бен ...ца
656,schon::ADV,already,хӏинцале
657,wieder::ADV,again,юха а
658,vergebens::ADV,in vain,эрна
659,vor::PRP,in front of,хьалха
660,hinter::PRP,behind,тӏехьа
661,unter::PRP,under,кIелахь
662,durch::PRP,through,чекх
663,neben::PRP,next to,юххе
664,zwischen::PRP,between,юккъехь
665,wegen::PRP,because of,дуьхьа
666,dies::PRN,this,и
667,dies::PRN,this,иза
668,das::PRN,that,и
669,das::PRN,that,иза
670,alles::PRN,everything,дерриг
671,ich::PRN,I,cо
672,du::PRN,you,хьо
673,du::PRN,thou,хьо
674,er::PRN,he,и
675,er::PRN,he,иза
676,wir::PRN,we,тхо
677,wir::PRN,we,вай
678,ihr::PRN,you,шу
679,sie::PRN,they,уьш
680,was::FPRN,what,хӏун
681,wer::FPRN,who,мила
682,wo::FADV,where,мичaхь
683,wohin::FADV,where ... to,мича
684,wohin::FADV,where to,мича
685,wohin::FADV,where,мича
686,wie::FADV,how,муха
687,warum::FADV,why,хӏунда
688,wieviel::FNUM,how much,мел
689,wieviel::FNUM,how much,маса
690,eins::NUM,one,цхьаъ
691,zwei::NUM,two,шиъ
692,drei::NUM,three,кхоъ
693,vier::NUM,four,диъ
694,fünf::NUM,five,пхиъ
695,sechs::NUM,six,ялх
696,sieben::NUM,seven,ворхӏ
697,acht::NUM,eight,бархӏ
698,neun::NUM,nine,исс
699,zehn::NUM,ten,итт
700,elf::NUM,eleven,цхьайтта
701,zwölf::NUM,twelve,шийтта
702,zwanzig::NUM,twenty,ткъа
703,dreißig::NUM,thirty,ткъе итт
704,vierzig::NUM,forty,шовзткъа
705,fünfzig::NUM,fifty,шовзткъе итт
706,sechzig::NUM,sixty,кхузткъа
707,siebzig::NUM,seventy,кхузткъе итт
708,achtzig::NUM,eighty,дезткъа
709,neunzig::NUM,ninety,дезткъе итт
710,hundert::NUM,a hundred,бӏе
711,tausend::NUM,a thousand,эзар
712,und::CNJ,and,a
713,oder::CNJ,or,я
714,stehen::V,stand,латта
715,sitzen::V,sit,хиъна ӏан
716,liegen::V,lie,ӏилла
717,hängen::V,hang,кхаза
718,werden::V,become,хила
719,passieren::V,happen,хила
720,beginnen::V,begin,доло
721,enden::V,end,дӏадерза
722,wechseln::V,change,хийца
723,aufgehen[Sonne]::V,rise,кхета
724,untergehen[Sonne]::V,set,чубуза
725,scheinen[Sonne]::V,shine,серло яла
726,donnern::V,thunder,къекъа
727,wehen::V,blow,хьекха
728,strömen::V,stream,эха
729,fließen::V,flow,охьаэха
730,sich drehen::V,revolve,хьийза
731,schwanken::V,sway,леста
732,schwingen::V,swing,лесто
733,fallen::V,fall,охьакхета
734,brennen::V,burn,дага
735,rauchen::V,smoke,оза
736,regnen::V,rain,догlа догlу
737,gefrieren::V,freeze,гӏоро
738,tauen::V,thaw,даша
739,schmelzen::V,melt,лала
740,trocknen::V,dry,дакъо
741,sieden::V,boil,кхехка
742,faulen::V,rot,дахкадала
743,verfaulen::V,decay,дахкадала
744,reißen::V,snap,хеда
745,versinken::V,sink,хичудаха
746,vergehen::V,pass,дlаэха
747,erscheinen::V,appear,схьадала
748,erscheinen::V,appear,ӏоттадала
749,verschwinden::V,disappear,къайладала
750,sinken::V,drop,лахдала
751,abnehmen::V,decrease,
752,zunehmen::V,increase,лакхадала
753,steigen::V,rise,хьаладала
754,wachsen::V,grow,кхиа
755,glänzen::V,shine,лепа
756,funkeln::V,sparkle,къега
757,lärmen::V,be noisy,гӏовгӏаян
758,läuten::V,chime,детта
759,klingeln::V,ring,дека
760,klirren::V,tinkle,дека
761,brausen::V,roar,хьаьдда даха
762,rauschen::V,rustle,леста
763,klingen::V,sound,дека
764,bellen::V,bark,лета
765,heulen::V,howl,угӏа
766,blasen::V,blow,хӏуп баха
767,pfeifen::V,whistle,шок етта
768,schreien::V,shout,мохь бетта
769,stöhnen::V,groan,узарш дан
770,zittern::V,tremble,дега
771,leben::V,be alive,даха
772,geboren werden::V,be born,хила
773,atmen::V,breathe,садеӏа
774,trinken::V,drink,мала
775,essen::V,eat,кхалла
776,schlucken::V,swallow,къурдбан
777,müde werden::V,get tired,кӏаддала
778,einschlafen::V,fall asleep,наб кхета
779,schlafen::V,sleep,вижа
780,schlafen::V,sleep,наб ян
781,schlafen::V,sleep,дижина хила
782,aufwachen::V,wake up,самадала
783,aufstehen::V,get up,гӏатта
784,sich erholen::V,relax,садаӏа
785,krank werden::V,fall ill,цомгуш хила
786,krank sein::V,be ill,цомгуш хила
787,schmerzen::V,ache,лаза
788,schmerzen::V,ache,ӏийжа
789,husten::V,cough,йовхарш етта
790,genesen::V,recover,тадала
791,sterben::V,die,дала
792,umkommen::V,perish,хӏаллакхила
793,sich bewegen::V,move,лела
794,sich rühren::V,budge,меттахъхьен
795,sich erheben::V,stand up,хьалагlатта
796,sich setzen::V,sit down,хаа
797,hinfallen::V,tumble,дожа
798,hinfallen::V,tumble,охьакхета
799,laufen::V,walk,вада
800,laufen::V,walk,хьада
801,schreiten::V,pace,болар дан
802,schreiten::V,pace,ког баккха
803,spazierengehen::V,go for a walk,доладала
804,eilen::V,rush,сихдала
805,sich beeilen::V,hurry,сихдала
806,sausen::V,dash,
807,rennen::V,run,дада
808,springen::V,jump,ирхкхийсадала
809,klettern::V,climb,тӏедийла
810,schaukeln::V,seesaw,техко
811,kriechen::V,creep,такха
812,schwimmen::V,swim,некадан
813,tauchen::V,dive,чулелха
814,rudern::V,row,дига лело
815,rudern::V,row,кема лело
816,fahren::V,drive,хахка
817,fliegen::V,fly,тӏемадала
818,gehen::V,go,лeла
819,weggehen::V,go away,дӏадаха
820,abfahren::V,depart,дӏадаха
821,anhalten::V,stop,саца
822,hineingehen::V,go in,чудала
823,eintreten::V,enter,чудала
824,kommen::V,come,кхача
825,kommen::V,come,дӏакхача
826,kommen::V,come,схьакхача
827,ankommen::V,arrive,кхача
828,ankommen::V,arrive,схьакхача
829,zurückkommen::V,come back,юхада
830,bleiben::V,stay,диса
831,warten::V,wait,хьежа
832,warten::V,wait,cобар дан
833,erwarten::V,wait for,хьоьжуш ӏан
834,suchen::V,seek,леха
835,suchen::V,look for,леха
836,finden::V,find,каро
837,versuchen::V,try,дан хьажа
838,vorbereiten::V,prepare,кечъян
839,lieben::V,love,деза
840,mögen::V,like,безамхила
841,lachen::V,laugh,дела
