,Concept_ID,tr,nl
75,Stein::N,taş,steen
76,Boden::N,yer,grond
77,Boden::N,zemin,grond
78,Erde::N,toprak,aarde
79,Staub::N,toz,stof
80,Rauch::N,duman,rook
81,Funke::N,kıvılcım,vonk
82,Feuer::N,ateş,vuur
83,Licht::N,ışık,licht
84,Schatten::N,gölge,schaduw
85,Wetter::N,hava,weer
86,Nebel::N,pus,mist
87,Nebel::N,pus,nevel
88,Wolke::N,bulut,wolk
89,Regen::N,yağmur,regen
90,Schnee::N,kar,sneeuw
91,Eis::N,buz,ijs
92,Frost::N,don,vorst
93,Kälte::N,soğukluk,kou
94,Kälte::N,soğukluk,koude
95,Hitze::N,sıcaklık,hitte
96,Raureif::N,kırç,rijp
97,Regenbogen::N,gökkuşağı,regenboog
98,Donner::N,gök gürlemesi,donder
99,Strömung::N,akıntı,stroming
100,Strömung::N,cereyan,stroming
101,Tropfen::N,damla,druppel
102,Schaum::N,köpük,schuim
103,Schmutz::N,çamur,vuil
104,Schmutz::N,pislik,vuil
105,See::N,göl,meer
106,Sumpf::N,batak,moeras
107,Moor::N,cılgıt,veen
108,Wiese::N,çimen,wei
109,Wiese::N,çimen,weide
110,Wald::N,koru,bos
111,Wald::N,orman,bos
112,Hügel::N,tepe,heuvel
113,Anhöhe::N,tümsek,hoogte
114,Anhöhe::N,yükseklik,hoogte
115,Berg::N,dağ,berg
116,Gipfel::N,zirve,top
117,Höhle::N,in,hol
118,Höhle::N,mağara,hol
119,Abhang::N,bayır,helling
120,Quelle::N,pınar,bron
121,Quelle::N,kaynak,bron
122,Bach::N,çay,beek
123,Bach::N,dere,beek
124,Fluss::N,nehir,stroom
125,Ufer::N,kıyı,wal
126,Ufer::N,kıyı,oever
127,Ufer::N,sahil,wal
128,Ufer::N,sahil,oever
129,Küste::N,kıyı,kust
130,Küste::N,sahil,kust
131,Festland::N,kara,vasteland
132,Meer::N,deniz,zee
133,Bucht::N,koy,baai
134,Bucht::N,koy,inham
135,Bucht::N,körfez,baai
136,Bucht::N,körfez,inham
137,Insel::N,ada,eiland
138,Blume::N,çiçek,bloem
139,Gras::N,ot,gras
140,Gras::N,çim,gras
141,Wurzel::N,kök,wortel
142,Baum::N,ağaç,boom
143,Stamm::N,gövde,stam
144,Rinde::N,kabuk,schors
145,Ast::N,dal,tak
146,Ast::N,budak,tak
147,Zweig::N,dal,twijg
148,Blatt::N,yaprak,blad
149,Birke::N,huş,berk
150,Kiefer[Baum]::N,çam,den
151,Weide[Baum]::N,söğüt,wilg
152,Tanne::N,çam,spar
153,Tanne::N,köknar,spar
154,Horn::N,boynuz,hoorn
155,Feder::N,tüy,veer
156,Feder::N,tüy,pluim
157,Fell::N,post,vel
158,Flügel::N,kanat,vleugel
159,Klaue::N,pençe,klauw
160,Kralle::N,tırnak,klauw
161,Schwanz::N,kuyruk,staart
162,Ei::N,yumurta,ei
163,Nest::N,yuva,nest
164,Bau::N,in,hol
165,Tier::N,hayvan,dier
166,Herde::N,sürü,kudde
167,Kuh::N,inek,koe
168,Bulle::N,boğa,stier
169,Pferd::N,at,paard
170,Pferd::N,beygir,paard
171,Schaf::N,koyun,schaap
172,Schwein::N,domuz,varken
173,Hund::N,it,hond
174,Hund::N,köpek,hond
175,Katze::N,kedi,kat
176,Bär::N,ayı,beer
177,Eichhörnchen::N,sincap,eekhoorntje
178,Elch::N,büyük kuzey geyiği,eland
179,Fuchs::N,tilki,vos
180,Hase::N,tavşan,haas
181,Maus::N,fare,muis
182,Maus::N,sıçan,muis
183,Wolf::N,kurt,wolf
184,Vogel::N,kuş,vogel
185,Schwarm::N,sürü,zwerm
186,Huhn::N,tavuk,kip
187,Huhn::N,tavuk,hoen
188,Hahn::N,horoz,haan
189,Gans::N,kaz,gans
190,Adler::N,kartal,arend
191,Adler::N,karakuş,arend
192,Ente::N,ördek,eend
193,Eule::N,baykuş,uil
194,Kranich::N,turna,kraanvogel
195,Krähe::N,karga,kraai
196,Kuckuck::N,guguk,koekoek
197,Schwan::N,kuğu,zwaan
198,Fisch::N,balık,vis
199,Barsch::N,hani,baars
200,Barsch::N,levrek,baars
201,Hecht::N,turnabalığı,snoek
202,Schlange[Tier]::N,yılan,slang
203,Wurm::N,kurt,worm
204,Wurm::N,solucan,worm
205,Spinne::N,örümcek,spin
206,Ameise::N,karınca,mier
207,Laus::N,bit,luis
208,Mücke::N,sivrisinek,mug
209,Fliege::N,sinek,vlieg
210,Schmetterling::N,kelebek,vlinder
211,Beere::N,tane,bes
212,Apfel::N,elma,appel
213,Pilz::N,mantar,paddestoel
214,Zwiebel::N,soğan,ui
215,Saat::N,ekin,zaad
216,Korn::N,tane,graan
217,Korn::N,tane,korrel
218,Heu::N,kuru ot,hooi
219,Schale::N,kabuk,schil
220,Grube::N,çukur,kuil
221,Falle::N,tuzak,val
222,Schlinge::N,ilmik,strop
223,Spur::N,iz,spoor
224,Asche::N,kül,as
225,Dreck::N,pislik,drek
226,Eisen::N,demir,ijzer
227,Gold::N,altın,goud
228,Silber::N,gümüş,zilver
229,Kohle::N,kömür,kool
230,Glas::N,cam,glas
231,Lehm::N,balçık,klei
232,Sand::N,kum,zand
233,Mensch::N,insan,mens
234,Mann::N,adam,man
235,Mann::N,erkek,man
236,Frau::N,bayan,vrouw
237,Kind::N,çocuk,kind
238,Junge::N,erkek çocuk,jongen
239,Mädchen::N,kız,meisje
240,Familie::N,aile,gezin
241,Familie::N,aile,familie
242,Großvater::N,dede,grootvader
243,Großvater::N,büyükbaba,grootvader
244,Großmutter::N,nine,grootmoeder
245,Großmutter::N,büyükanne,grootmoeder
246,Eltern::N,ebeveyn,ouders
247,Eltern::N,ana baba,ouders
248,Vater::N,ata,vader
249,Vater::N,baba,vader
250,Mutter::N,ana,moeder
251,Mutter::N,anne,moeder
252,Sohn::N,oğul,zoon
253,Tochter::N,kız,dochter
254,Tochter::N,kız evlât,dochter
255,Bruder::N,abi,broer
256,Bruder::N,abi,broeder
257,Bruder::N,erkek kardeş,broer
258,Bruder::N,erkek kardeş,broeder
259,Schwester::N,abla,zus
260,Schwester::N,abla,zuster
261,Schwester::N,kız kardeş,zus
262,Schwester::N,kız kardeş,zuster
263,Onkel::N,dayı,oom
264,Tante::N,hala,tante
265,Tante::N,teyze,tante
266,Ehemann::N,koca,echtgenoot
267,Ehefrau::N,karı,echtgenote
268,Freude::N,neşe,vreugde
269,Freude::N,sevinç,vreugde
270,Gelächter::N,gülme,gelach
271,Gelächter::N,kahkaha,gelach
272,Glück::N,mutluluk,geluk
273,Kummer::N,dert,verdriet
274,Kummer::N,keder,verdriet
275,Wunsch::N,arzu,wens
276,Wunsch::N,arzu,verlangen
277,Wunsch::N,istek,wens
278,Wunsch::N,istek,verlangen
279,Lust::N,arzu,zin
280,Lust::N,arzu,lust
281,Lust::N,heves,zin
282,Lust::N,heves,lust
283,Geist::N,tin,geest
284,Gedanke::N,fikir,gedachte
285,Gedanke::N,düşünce,gedachte
286,Gedächtnis::N,bellek,geheugen
287,Verstand::N,zekâ,verstand
288,Sinn::N,anlam,betekenis
289,Grund::N,sebep,reden
290,Wahrheit::N,doğruluk,waarheid
291,Wahrheit::N,gerçeklik,waarheid
292,Gespräch::N,görüşme,gesprek
293,Märchen::N,masal,sprookje
294,Erzählung::N,öykü,verhaal
295,Erzählung::N,hikâye,verhaal
296,Nachricht::N,haber,tijding
297,Neuigkeit::N,haber,nieuws
298,Neuigkeit::N,haber,nieuwtje
299,Name::N,ad,naam
300,Name::N,isim,naam
301,Rätsel::N,bilmece,raadsel
302,Rede::N,söylev,rede
303,Rede::N,konuşma,rede
304,Sprache::N,dil,taal
305,Sprache::N,lisan,taal
306,Stimme::N,ses,stem
307,Wort::N,kelime,woord
308,Zeichen::N,işaret,teken
309,Ruf::N,çağırma,roep
310,Lärm::N,şamata,lawaai
311,Lärm::N,gürültü,lawaai
312,Laut::N,ses,klank
313,Laut::N,ses,geluid
314,Ton::N,ses,toon
315,Ton::N,ses,klank
316,Lied::N,türkü,lied
317,Ruhe::N,sakinlik,rust
318,Ruhe::N,sakinlik,stilte
319,Leute::N,halk,lui
320,Leute::N,halk,mensen
321,Leute::N,insanlar,lui
322,Leute::N,insanlar,mensen
323,Volk::N,ulus,volk
324,Volk::N,millet,volk
325,Arbeit::N,iş,werk
326,Arbeit::N,iş,arbeid
327,Arbeit::N,çalışma,werk
328,Arbeit::N,çalışma,arbeid
329,Gast::N,konuk,gast
330,Gast::N,misafir,gast
331,Geschenk::N,hediye,cadeau
332,Geschenk::N,hediye,geschenk
333,Geschenk::N,armağan,cadeau
334,Geschenk::N,armağan,geschenk
335,Spiel::N,oyun,spel
336,Gesellschaft::N,çevre,gezelschap
337,Gesellschaft::N,arkadaşlık,gezelschap
338,Hilfe::N,yardım,hulp
339,Freund::N,dost,vriend
340,Freund::N,arkadaş,vriend
341,Kamerad::N,arkadaş,maat
342,Kamerad::N,arkadaş,metgezel
343,Angelegenheit::N,iş,zaak
344,Angelegenheit::N,iş,aangelegenheid
345,Angelegenheit::N,husus,zaak
346,Angelegenheit::N,husus,aangelegenheid
347,Anzahl::N,sayı,tal
348,Anzahl::N,sayı,aantal
349,Art::N,çeşit,slag
350,Art::N,çeşit,soort
351,Stück::N,tane,stuk
352,Stück::N,parça,stuk
353,Teil::N,kısım,deel
354,Hälfte::N,yarı,helft
355,Kreis::N,daire,kring
356,Kreis::N,daire,cirkel
357,Kreuz::N,haç,kruis
358,Linie::N,hat,lijn
359,Linie::N,çizgi,lijn
360,Strich::N,çizgi,haal
361,Strich::N,çizgi,streep
362,Abstand::N,aralık,afstand
363,Entfernung::N,mesafe,afstand
364,Entfernung::N,uzaklık,afstand
365,Gegend::N,yöre,streek
366,Platz::N,yer,ruimte
367,Ort::N,yer,oord
368,Ort::N,yer,plaats
369,Seite::N,yan,zij
370,Seite::N,yan,kant
371,Seite::N,yan,zijde
372,Seite::N,taraf,zij
373,Seite::N,taraf,kant
374,Seite::N,taraf,zijde
375,Mitte::N,orta,midden
376,Mitte::N,merkez,midden
377,Gegenstand::N,şey,voorwerp
378,Sache::N,iş,zaak
379,Sache::N,şey,zaak
380,Rand::N,kenar,rand
381,Rand::N,kenar,boord
382,Kante::N,kenar,kant
383,Ecke::N,köşe,hoek
384,Spitze::N,uç,punt
385,Spitze::N,uç,spits
386,Spitze::N,baş,punt
387,Spitze::N,baş,spits
388,Ende::N,uç,einde
389,Ende::N,uç,uiteinde
390,Loch::N,oyuk,gat
391,Loch::N,delik,gat
392,Winkel::N,köşe,hoek
393,Muster::N,örnek,dessin
394,Muster::N,örnek,patroon
395,Größe::N,büyüklük,grootte
396,Länge::N,uzunluk,lengte
397,Höhe::N,yükseklik,hoogte
398,Gewicht::N,ağırlık,gewicht
399,Menge::N,miktar,hoeveelheid
400,Haufen::N,küme,hoop
401,Haufen::N,yığın,hoop
402,Reihe::N,sıra,rij
403,Reihe::N,sıra,reeks
404,Boot::N,kayık,boot
405,Boot::N,sandal,boot
406,Ruder::N,kürek,roeiriem
407,Schlitten::N,kızak,slee
408,Schlitten::N,kızak,slede
409,Ski::N,kayak,ski
410,Lagerfeuer::N,kamp ateşi,kampvuur
411,Last::N,yük,last
412,Last::N,yük,vracht
413,Gang::N,gidiş,wandeling
414,Gang::N,yürüyüş,wandeling
415,Schritt::N,adım,stap
416,Schritt::N,adım,schrede
417,Norden::N,kuzey,noorden
418,Süden::N,güney,zuiden
419,Westen::N,batı,westen
420,Osten::N,doğu,oosten
421,Holz::N,ağaç,hout
422,Holz::N,tahta,hout
423,Brett::N,tahta,plank
424,Platte::N,levha,plaat
425,Stütze::N,dayak,stut
426,Stütze::N,dayak,steun
427,Stütze::N,destek,stut
428,Stütze::N,destek,steun
429,Stange::N,çubuk,stang
430,Stock::N,sopa,stok
431,Stock::N,değnek,stok
432,Stab::N,sırık,staf
433,Stab::N,baston,staf
434,Rohr::N,boru,pijp
435,Haus::N,ev,huis
436,Heim::N,ev,tehuis
437,Heim::N,yurt,tehuis
438,Ofen::N,soba,kachel
439,Fußboden::N,taban,vloer
440,Fußboden::N,döşeme,vloer
441,Tisch::N,masa,tafel
442,Stuhl::N,iskemle,stoel
443,Stuhl::N,sandalye,stoel
444,Wiege::N,beşik,wieg
445,Bett::N,yatak,bed
446,Regal::N,raf,rek
447,Kiste::N,sandık,kist
448,Fenster::N,pencere,raam
449,Fenster::N,pencere,venster
450,Tür::N,kapı,deur
451,Tor::N,kapı,poort
452,Zaun::N,çit,omheining
453,Dach::N,dam,dak
454,Dach::N,çatı,dak
455,Leiter::N,merdiven,ladder
456,Besen::N,süpürge,bezem
457,Spaten::N,bel,schop
458,Schaufel::N,kürek,schep
459,Gabel::N,çatal,vork
460,Löffel::N,kaşık,lepel
461,Messer::N,bıçak,mes
462,Nagel::N,çivi,spijker
463,Netz::N,ağ,net
464,Haken::N,çengel,haak
465,Griff::N,kulp,handvat
466,Griff::N,tutamak,handvat
467,Schloss::N,kilit,slot
468,Bild::N,imaj,beeld
469,Bild::N,resim,beeld
470,Figur::N,şekil,figuur
471,Figur::N,heykel,figuur
472,Puppe::N,kukla,pop
473,Beutel::N,kese,zak
474,Beutel::N,kese,buidel
475,Beutel::N,torba,zak
476,Beutel::N,torba,buidel
477,Bündel::N,deste,pak
478,Bündel::N,deste,bundel
479,Tasche::N,çanta,tas
480,Eimer::N,kova,emmer
481,Deckel::N,kapak,deksel
482,Geschirr::N,kap kacak,vaatwerk
483,Sack::N,torba,zak
484,Tasse::N,fincan,kop
485,Topf::N,tencere,pan
486,Kessel::N,kazan,ketel
487,Essen::N,yemek,eten
488,Nahrung::N,gıda,voedsel
489,Nahrung::N,besin,voedsel
490,Speise::N,yemek,spijs
491,Fleisch::N,et,vlees
492,Getreide::N,tahıl,graan
493,Getreide::N,hububat,graan
494,Brei::N,ezme,pap
495,Brei::N,ezme,brij
496,Brot::N,ekmek,brood
497,Scheibe::N,dilim,plak
498,Scheibe::N,dilim,snede
499,Fett::N,yağ,vet
500,Butter::N,tereyağı,boter
501,Öl::N,yağ,olie
502,Öl::N,akar yağ,olie
503,Salz::N,tuz,zout
504,Suppe::N,çorba,soep
505,Honig::N,bal,honing
506,Milch::N,süt,melk
507,Tee::N,çay,thee
508,Leder::N,deri,leer
509,Leder::N,deri,leder
510,Leder::N,meşin,leer
511,Leder::N,meşin,leder
512,Wolle::N,yün,wol
513,Stoff::N,kumaş,stof
514,Nadel::N,iğne,naald
515,Faden::N,tire,draad
516,Faden::N,iplik,draad
517,Knopf::N,düğme,knoop
518,Knoten::N,düğüm,knoop
519,Farbe::N,boya,verf
520,Kleidung::N,giyim,kledij
521,Kleidung::N,giyim,kleding
522,Hemd::N,gömlek,hemd
523,Kragen::N,yaka,kraag
524,Ärmel::N,yen,mouw
525,Ärmel::N,elbise kolu,mouw
526,Hose::N,pantolon,broek
527,Hose::N,pantolon,pantalon
528,Gürtel::N,kuşak,riem
529,Gürtel::N,kuşak,gordel
530,Mütze::N,bere,muts
531,Mütze::N,kasket,muts
532,Schuh::N,kundura,schoen
533,Schuh::N,ayakkabı,schoen
534,Stiefel::N,çizme,laars
535,Ring::N,yüzük,ring
536,Band::N,bağ,lint
537,Band::N,şerit,lint
538,Kamm::N,tarak,kam
539,Spiegel::N,ayna,spiegel
540,Riemen::N,kayış,riem
541,Schnur::N,ip,koord
542,Schnur::N,sicim,koord
543,Leine::N,kayış,lijn
544,Decke::N,örtü,deken
545,Decke::N,yorgan,deken
546,Kissen::N,yastık,kussen
547,Tuch::N,bez,doek
548,Handtuch::N,havlu,handdoek
549,Kraft::N,güç,kracht
550,Kraft::N,kuvvet,kracht
551,Stärke::N,kuvvet,sterkte
552,Gesundheit::N,sağlık,gezondheid
553,Krankheit::N,hastalık,ziekte
554,Schmerz::N,ağrı,pijn
555,Schmerz::N,sancı,pijn
556,Wunde::N,yara,wond
557,Fieber::N,ateş,koorts
558,Arznei::N,ilâç,medicament
559,Arznei::N,ilâç,geneesmiddel
560,Brücke::N,köprü,brug
561,Brunnen::N,kuyu,put
562,Brunnen::N,kuyu,bron
563,Brunnen::N,çeşme,put
564,Brunnen::N,çeşme,bron
565,Weide::N,otlak,wei
566,Weide::N,otlak,weide
567,Pfad::N,patika,pad
568,Pfad::N,keçiyolu,pad
569,Weg::N,yol,weg
570,Straße::N,yol,baan
571,Straße::N,yol,straat
572,Straße::N,cadde,baan
573,Straße::N,cadde,straat
574,Dorf::N,köy,dorp
575,Stadt::N,kent,stad
576,Stadt::N,şehir,stad
577,Brief::N,mektup,brief
578,Buch::N,kitap,boek
579,Buchstabe::N,harf,letter
580,Zeitung::N,gazete,krant
581,Zeitung::N,gazete,dagblad
582,Leben::N,hayat,leven
583,Tod::N,ölüm,dood
584,Grab::N,kabir,graf
585,Kirche::N,kilise,kerk
586,Sünde::N,günah,zonde
587,Gott::N,tanrı,god
588,Arbeiter::N,işçi,arbeider
589,Chef::N,şef,chef
590,Chef::N,müdür,chef
591,Meister::N,usta,meester
592,Arzt::N,hekim,arts
593,Arzt::N,hekim,dokter
594,Arzt::N,doktor,arts
595,Arzt::N,doktor,dokter
596,Lehrer::N,hoca,leraar
597,Lehrer::N,hoca,onderwijzer
598,Lehrer::N,öğretmen,leraar
599,Lehrer::N,öğretmen,onderwijzer
600,Geld::N,para,geld
601,Geschäft::N,ticaret,zaak
602,Laden::N,dükkân,winkel
603,Preis::N,fiyat,prijs
604,Ware::N,mal,waar
605,Nutzen::N,fayda,nut
606,Nutzen::N,fayda,voordeel
607,Reichtum::N,servet,rijkdom
608,Reichtum::N,zenginlik,rijkdom
609,Welt::N,dünya,wereld
610,Land::N,ülke,land
611,Staat::N,devlet,staat
612,König::N,kral,koning
613,Macht::N,kudret,macht
614,Macht::N,iktidar,macht
615,Grenze::N,had,grens
616,Grenze::N,sınır,grens
617,Krieg::N,savaş,oorlog
618,Feind::N,düşman,vijand
619,Gewalt::N,zor,geweld
620,Gewalt::N,cebir,geweld
621,Kampf::N,savaş,strijd
622,Kampf::N,savaş,gevecht
623,Bogen[Waffe]::N,yay,boog
624,Pfeil::N,ok,pijl
625,Gewehr::N,tüfek,geweer
626,Fehler::N,hata,fout
627,Fehler::N,yanlış,fout
628,Lüge::N,yalan,leugen
629,Schaden::N,zarar,schade
630,Unglück::N,felâket,tegenspoed
631,Unglück::N,talihsizlik,tegenspoed
632,Schuld::N,suç,schuld
633,Schuld::N,kabahat,schuld
634,Alter::N,yaş,leeftijd
635,Schluss::N,son,slot
636,Zeit::N,zaman,tijd
637,Tag::N,gün,dag
638,Morgen::N,sabah,morgen
639,Morgen::N,sabah,ochtend
640,Mittag::N,öğle,middag
641,Abend::N,akşam,avond
642,Nacht::N,gece,nacht
643,Woche::N,hafta,week
644,Monat::N,ay,maand
645,Jahr::N,yıl,jaar
646,Jahr::N,sene,jaar
647,Frühling::N,ilkbahar,lente
648,Frühling::N,ilkbahar,voorjaar
649,Sommer::N,yaz,zomer
650,Herbst::N,güz,herfst
651,Herbst::N,sonbahar,herfst
652,Winter::N,kış,winter
653,Januar::N,ocak,januari
654,Februar::N,şubat,februari
655,März::N,mart,maart
656,April::N,nisan,april
657,Mai::N,mayıs,mei
658,Juni::N,haziran,juni
659,Juli::N,temmuz,juli
660,August::N,ağustos,augustus
661,September::N,eylül,september
662,Oktober::N,ekim,oktober
663,November::N,kasım,november
664,Dezember::N,aralık,december
665,Montag::N,pazartesi,maandag
666,Dienstag::N,salı,dinsdag
667,Mittwoch::N,çarşamba,woensdag
668,Donnerstag::N,perşembe,donderdag
669,Freitag::N,cuma,vrijdag
670,Samstag::N,cumartesi,zaterdag
671,Sonntag::N,pazar,zondag
672,groß::A,büyük,groot
673,klein::A,ufak,klein
674,klein::A,küçük,klein
675,lang::A,uzun,lang
676,kurz::A,kısa,kort
677,breit::A,enli,breed
678,breit::A,geniş,breed
679,schmal::A,dar,smal
680,dicht::A,sık,dicht
681,dicht::A,yoğun,dicht
682,dick[Gegenstand]::A,kalın,dik
683,dick[Gegenstand]::A,iri,dik
684,dünn::A,ince,dun
685,fein::A,ince,fijn
686,fein::A,narin,fijn
687,fest::A,sabit,vast
688,fest::A,sağlam,vast
689,flach::A,düz,plat
690,flach::A,yassı,plat
691,glatt::A,düz,glad
692,hart::A,katı,hard
693,weich::A,yumuşak,week
694,rund::A,yuvarlak,rond
695,spitz::A,sivri,spits
696,spitz::A,sivri,puntig
697,scharf::A,keskin,scherp
698,stumpf::A,kör,stomp
699,schwer::A,ağır,zwaar
700,schön::A,güzel,mooi
701,schön::A,güzel,fraai
702,heiß::A,kızgın,heet
703,warm::A,sıcak,warm
704,kalt::A,soğuk,koud
705,kühl::A,serin,koel
706,frisch::A,taze,fris
707,feucht::A,nemli,vochtig
708,feucht::A,rutubetli,vochtig
709,nass::A,yaş,nat
710,nass::A,ıslak,nat
711,trocken::A,kuru,droog
712,voll::A,dolu,vol
713,voll::A,dolmuş,vol
714,leer::A,boş,leeg
715,offen::A,açık,open
716,geschlossen::A,kapalı,gesloten
717,sauber::A,pak,net
718,sauber::A,pak,schoon
719,sauber::A,temiz,net
720,sauber::A,temiz,schoon
721,schmutzig::A,pis,vuil
722,schmutzig::A,kirli,vuil
723,roh::A,çiğ,rauw
724,reif::A,olgun,rijp
725,lecker::A,lezzetli,lekker
726,süß::A,tatlı,zoet
727,süß::A,şekerli,zoet
728,bitter::A,acı,bitter
729,sauer::A,ekşi,zuur
730,hell::A,aydınlık,licht
731,hell::A,aydınlık,helder
732,dunkel::A,karanlık,donker
733,schwarz::A,kara,zwart
734,schwarz::A,siyah,zwart
735,weiß::A,ak,wit
736,weiß::A,beyaz,wit
737,rot::A,kırmızı,rood
738,gelb::A,sarı,geel
739,blau::A,mavi,blauw
740,grün::A,yeşil,groen
741,grau::A,boz,grijs
742,bunt::A,renkli,bont
743,billig::A,ucuz,goedkoop
744,teuer::A,pahalı,duur
745,wertvoll::A,değerli,kostbaar
746,wertvoll::A,değerli,waardevol
747,blind::A,kör,blind
748,taub::A,sağır,doof
749,kräftig::A,dinç,krachtig
750,kräftig::A,kuvvetli,krachtig
751,stark::A,güçlü,sterk
752,stark::A,kuvvetli,sterk
753,schwach::A,zayıf,zwak
754,schwach::A,güçsüz,zwak
755,fett::A,şişman,vet
756,schlank::A,narin,slank
757,hübsch::A,güzel,leuk
758,hübsch::A,sevimli,leuk
759,böse::A,kötü,kwaad
760,dumm::A,aptal,dom
761,faul::A,tembel,lui
762,fleißig::A,çalışkan,vlijtig
763,geizig::A,cimri,gierig
764,klug::A,zekî,slim
765,klug::A,zekî,schrander
766,klug::A,zekî,verstandig
767,klug::A,akıllı,slim
768,klug::A,akıllı,schrander
769,klug::A,akıllı,verstandig
770,geschickt::A,becerikli,handig
771,geschickt::A,becerikli,vaardig
772,lieb::A,sevimli,lief
773,lustig::A,neşeli,vrolijk
774,sanft::A,nazik,zacht
775,hungrig::A,aç,hongerig
776,krank::A,hasta,ziek
777,krank::A,rahatsız,ziek
778,nackt::A,çıplak,naakt
779,traurig::A,kederli,treurig
780,traurig::A,kederli,bedroefd
781,traurig::A,üzüntülü,treurig
782,traurig::A,üzüntülü,bedroefd
783,lebendig::A,canlı,levend
784,gut::A,iyi,goed
785,schlecht::A,kötü,slecht
786,richtig::A,doğru,juist
787,schlimm::A,kötü,erg
788,schlimm::A,kötü,kwaad
789,wahr::A,doğru,waar
790,wahr::A,gerçek,waar
791,alt::A,eski,oud
792,neu::A,yeni,nieuw
793,ehemalig::A,önceki,voormalig
794,alt[Lebewesen]::A,yaşlı,oud
795,jung::A,genç,jong
796,arm::A,fakir,arm
797,reich::A,zengin,rijk
798,bekannt::A,bilinen,bekend
799,berühmt::A,ünlü,beroemd
800,berühmt::A,meşhur,beroemd
801,fremd::A,yabancı,vreemd
802,verschieden::A,ayrı,verscheiden
803,verschieden::A,ayrı,verschillend
804,verschieden::A,farklı,verscheiden
805,verschieden::A,farklı,verschillend
806,nah::A,yakın,nabij
807,nah::A,yakın,nabijgelegen
808,nah::A,bitişik,nabij
809,nah::A,bitişik,nabijgelegen
810,fern::A,uzak,ver
811,linker::A,sol,linker
812,rechter::A,sağ,rechter
813,anderer::A,diğer,andere
814,erster::A,ilk,eerste
815,erster::A,birinci,eerste
816,zweiter::A,ikinci,tweede
817,dritter::A,üçüncü,derde
818,letzter::A,son,laatste
819,letzter::A,sonuncu,laatste
820,allein::ADV,yalnız,alleen
821,allein::ADV,tek başına,alleen
822,auf einmal::ADV,birden,ineens
823,auf einmal::ADV,birden,tegelijk
824,zusammen::ADV,beraber,samen
825,zusammen::ADV,beraber,bijeen
826,zusammen::ADV,birlikte,samen
827,zusammen::ADV,birlikte,bijeen
828,lange::ADV,çok,lang
829,lange::ADV,uzun,lang
830,plötzlich::ADV,ansızın,eensklaps
831,plötzlich::ADV,ansızın,plotsklaps
832,plötzlich::ADV,birdenbire,eensklaps
833,plötzlich::ADV,birdenbire,plotsklaps
834,sofort::ADV,hemen,terstond
835,sofort::ADV,hemen,aanstonds
836,sofort::ADV,hemen,onmiddelijk
837,sofort::ADV,derhal,terstond
838,sofort::ADV,derhal,aanstonds
839,sofort::ADV,derhal,onmiddelijk
840,später::ADV,daha sonra,later
841,jetzt::ADV,şimdi,nu
