,Concept_ID,ab,cy
274,Wahrheit::N,аиаша,gwir
275,Wahrheit::N,аиаша,gwirionedd
276,Gespräch::N,аиҿцәажәара,sgwrs
277,Märchen::N,алакə,chwedl werin
278,Erzählung::N,ажәабжь,stori
279,Nachricht::N,адырраҭара,neges
280,Neuigkeit::N,ажәабжь ҿыц,newydd
281,Name::N,ахьӡ,enw
282,Rätsel::N,ацуфара,pos
283,Rede::N,ажәа,araith
284,Sprache::N,абызшəа,iaith
285,Stimme::N,абжьы,llais
286,Wort::N,ажәа,gair
287,Zeichen::N,адырга,arwydd
288,Ruf::N,аҿҭы,galwad
289,Lärm::N,ашьҭыбжь,trwst
290,Laut::N,ашьҭыбжь,sain
291,Ton::N,атон,tôn
292,Lied::N,ашəа,cân
293,Ruhe::N,аҭынчра,tawelwch
294,Leute::N,ауаа,pobl
295,Volk::N,ажəлар,pobl
296,Arbeit::N,аусура,gwaith
297,Gast::N,асас,gwestai
298,Geschenk::N,аҳамҭа,rhodd
299,Geschenk::N,аҳамҭа,anrheg
300,Geschenk::N,аҿанҵа,rhodd
301,Geschenk::N,аҿанҵа,anrheg
302,Spiel::N,ахəмарра,chwarae
303,Gesellschaft::N,агəыҧ,cwmni
304,Hilfe::N,ацхыраара,cymorth
305,Freund::N,аҩыза,cyfaill
306,Kamerad::N,Аҧхнагьла,cydymaith
307,Angelegenheit::N,аус,pwnc
308,Anzahl::N,ахыҧхьаӡара,cyfrif
309,Art::N,ахкы,bath
310,Stück::N,аҽыҭ,darn
311,Teil::N,ахəҭа,rhan
312,Hälfte::N,абжа,hanner
313,Kreis::N,агьагьа,cylch
314,Kreuz::N,аџьар,croes
315,Linie::N,аицтәар,llinell
316,Strich::N,ацəаҳəа,strôc
317,Strich::N,ацəаҳəа,trawiad
318,Abstand::N,абжьара,bwlch
319,Abstand::N,абжьара,pellter
320,Entfernung::N,абжьара,pellter
321,Gegend::N,аҭыҧ,cylch
322,Platz::N,аҭыҧ,lle
323,Ort::N,аҭыҧ,lle
324,Seite::N,аган,ochr
325,Mitte::N,агəҭа,canol
326,Gegenstand::N,амаҭəар,eitem
327,Rand::N,аҵкар,cwr
328,Rand::N,аҵкар,ymyl
329,Kante::N,авардым,min
330,Kante::N,авардым,ymyl
331,Ecke::N,акəакь,cornel
332,Spitze::N,аҧынҵа,blaen
333,Ende::N,анаӡара,pen
334,Loch::N,акылҵəара,twll
335,Winkel::N,агҿаҩра,congl
336,Winkel::N,акəындхə,congl
337,Winkel::N,акəакь,congl
338,Muster::N,аҟҟа,patrwm
339,Größe::N,изаҟароу,maint
340,Größe::N,изаҟароу,maintioli
341,Länge::N,аура,hyd
342,Höhe::N,агылара,uchder
343,Gewicht::N,акапан,pwysau
344,Haufen::N,ачаҟəа,pentwr
345,Reihe::N,ацəаҳəа,rhes
346,Boot::N,анышь,cwch
347,Ruder::N,ажəҩа,rhwyf
348,Schlitten::N,ашəаҩауардын,sled
349,Schlitten::N,ашəаҩауардын,car llusg
350,Ski::N,ашəаҩа,sgi
351,Ski::N,ашьахаха,sgi
352,Lagerfeuer::N,еиқуу амца,coelcerth
353,Last::N,ахьанҭара,llwyth
354,Gang::N,аныҟəара,tro
355,Schritt::N,ашьаҿа,cam
356,Norden::N,аҩада,gogledd
357,Süden::N,алада,de
358,Westen::N,амраҭашəара,gorllewin
359,Osten::N,амрагылара,dwyrain
360,Holz::N,амҿымаҭəахə,pren
361,Brett::N,аӷəы,bwrdd
362,Brett::N,аӷəы,astell
363,Platte::N,ахаҳәцәы,llech
364,Stütze::N,аҵаргəа,ateg
365,Stütze::N,аҵаргəа,cynhalydd
366,Stütze::N,агəышьаҟа,ateg
367,Stütze::N,агəышьаҟа,cynhalydd
368,Stange::N,акьат,polyn
369,Stock::N,алаба,ffon
370,Stock::N,алаба,brigyn
371,Stab::N,акьат,ffon
372,Rohr::N,абыкь,pibell
373,Haus::N,аҩны,tŷ
374,Heim::N,аҭаацəа,cartref
375,Ofen::N,аҳақə,stof
376,Ofen::N,ауаџьаҟ,stof
377,Ofen::N,афрына,stof
378,Fußboden::N,адашьма,llawr
379,Tisch::N,аишәа,bwrdd
380,Stuhl::N,аҟəардə,cadair
381,Wiege::N,агара,crud
382,Bett::N,акаруаҭ,gwely
383,Regal::N,акыӷəра,silff
384,Kiste::N,аидчаҧала,bocs
385,Kiste::N,аидчаҧала,blwch
386,Fenster::N,аҧенџьыр,ffenestr
387,Tür::N,ашə,drws
388,Tor::N,агəашə,porth
389,Zaun::N,аанда,ffens
390,Dach::N,ахыб,to
391,Leiter::N,амардуан,ysgol
392,Besen::N,аҧссага,ysgub
393,Spaten::N,ажыга,rhaw
394,Schaufel::N,аҭəарӷəы,rhaw
395,Gabel::N,ачқьыҧ,fforc
396,Löffel::N,амҳаҵə,llwy
397,Messer::N,аҳəызба,cyllell
398,Nagel::N,аҵəымӷ,hoel
399,Netz::N,акаҭа,gwe
400,Netz::N,акаҭа,rhwyd
401,Haken::N,аҵəаҳə,bach
402,Griff::N,амаа,carn
403,Schloss::N,асаҧаҭ,clo
404,Bild::N,асахьа,llun
405,Bild::N,асахьа,pictiwr
406,Figur::N,афигура,ffigur
407,Puppe::N,акьанџьа,dol
408,Beutel::N,асакь,cwd
409,Bündel::N,аҿаҳəара,bwndel
410,Bündel::N,аҿаҳəара,coflaid
411,Tasche::N,арҭмаҟ,cod
412,Eimer::N,аведра,bwced
413,Eimer::N,аведра,cunnog
414,Deckel::N,ахҩа,caead
415,Geschirr::N,ачысмаҭəа,llestri
416,Sack::N,асакь,sach
417,Tasse::N,аҵəца,cwpan
418,Topf::N,акаструлиа,pot
419,Topf::N,акаструлиа,crochan
420,Kessel::N,ачуан,tegell
421,Nahrung::N,афатə,bwyd
422,Speise::N,афатə,saig
423,Fleisch::N,акəац,cig
424,Getreide::N,ачакуа,ŷd
425,Getreide::N,ачакуа,llafur
426,Brei::N,ақашь,uwd
427,Brot::N,ача,bara
428,Scheibe::N,аҽыҭ,tafell
429,Scheibe::N,аҿаҵа,tafell
430,Fett::N,ашша,saim
431,Fett::N,ашша,braster
432,Butter::N,ахəша,ymenyn
433,Öl::N,азеҭ,olew
434,Salz::N,аџьыка,halen
435,Suppe::N,асуҧ,cawl
436,Honig::N,ацха,mêl
437,Milch::N,ахш,llaeth
438,Milch::N,ахш,llefrith
439,Tee::N,ачаи,te
440,Leder::N,ацəа,lledr
441,Wolle::N,аласа,gwlân
442,Stoff::N,Аба,lliain
443,Stoff::N,Аба,brethyn
444,Nadel::N,агəыр,nodwydd
445,Faden::N,арахəыц,edau
446,Faden::N,арахəыц,edefyn
447,Knopf::N,аҳəынҵəра,botwm
448,Knoten::N,аиқəҳəала,cwlwm
449,Farbe::N,ашəыга,paent
450,Kleidung::N,амаҭəа,dillad
451,Kleidung::N,амаҭəа,gwisgoedd
452,Hemd::N,акьаҿ,crys
453,Kragen::N,ахəда,coler
454,Ärmel::N,амаӷра,llawes
455,Hose::N,аиқəа,trowsus
456,Gürtel::N,амаҟа,gwregys
457,Mütze::N,ахылҧа,cap
458,Schuh::N,аимаа,esgid
459,Stiefel::N,амагə,botasen
460,Ring::N,амацəаз,modrwy
461,Band::N,алента,rhuban
462,Kamm::N,ахҳəа,crib
463,Spiegel::N,асаркьа,drych
464,Riemen::N,аа,strap
465,Schnur::N,ашаха,llinyn
466,Leine::N,аҕура,tennyn
467,Decke::N,ахыза,blanced
468,Decke::N,ахыза,gwrthban
469,Kissen::N,ахчы,clustog
470,Kissen::N,ахчы,gobennydd
471,Tuch::N,акасы,sgarff
472,Handtuch::N,ампахьшьы,tywel
473,Handtuch::N,ампахьшьы,lliain sychu
474,Kraft::N,амч,grym
475,Stärke::N,амч,nerth
476,Stärke::N,амч,cryfder
477,Gesundheit::N,агəабзиара,iechyd
478,Krankheit::N,ачымазара,afiechyd
479,Krankheit::N,ачымазара,anhwylder
480,Schmerz::N,ахьаа,poen
481,Schmerz::N,ахьаа,gwayw
482,Wunde::N,ахəра,clwyf
483,Fieber::N,ашоура,twymyn
484,Arznei::N,ахəшə,meddyginiaeth
485,Brücke::N,ацҳа,pont
486,Brunnen::N,аҵыџь,ffynnon
487,Weide::N,аҳəырҭа,porfa
488,Pfad::N,амхəасҭа,llwybr
489,Weg::N,амҩа,ffordd
490,Straße::N,амҩа,heol
491,Straße::N,амҩа,ffordd
492,Dorf::N,ақыҭа,pentref
493,Stadt::N,ақалақь,tref
494,Brief::N,ашəҟəы,llythyr
495,Buch::N,ашəҟəы,llyfr
496,Buchstabe::N,анбан,llythyren
497,Zeitung::N,агазеҭ,papur newydd
498,Leben::N,аҧсҭазаара,bywyd
499,Tod::N,аҧсра,marwolaeth
500,Grab::N,анышəынҭра,bedd
501,Kirche::N,ауахəама,eglwys
502,Sünde::N,агəнаҳа,pechod
503,Gott::N,анцəа,duw
504,Arbeiter::N,аусуҩ,gweithiwr
505,Chef::N,Аиҳабы,pennaeth
506,Meister::N,аҟаза,meistr
507,Arzt::N,аҳақьым,meddyg
508,Lehrer::N,арҵаҩы,athro
509,Geld::N,аҧара,pres
510,Geld::N,аҧара,arian
511,Laden::N,амагазин,siop
512,Preis::N,ахə,pris
513,Ware::N,атауар,nwydd
514,Nutzen::N,ақьар,elw
515,Nutzen::N,ақьар,budd
516,Reichtum::N,абеиара,cyfoeth
517,Welt::N,адунеи,byd
518,Land::N,атəыла,gwlad
519,Staat::N,аҳəынҭқарра,gwladwriaeth
520,König::N,акрал,brenin
521,Macht::N,амчра,grym
522,Macht::N,амчра,awdurdod
523,Grenze::N,аҳəаа,ffin
524,Grenze::N,аҳəаа,goror
525,Krieg::N,аибашьра,rhyfel
526,Feind::N,Аҕа,gelyn
527,Gewalt::N,ақəымчра,ffyrnigrwydd
528,Kampf::N,ақəҧара,brwydr
529,Bogen[Waffe]::N,ахыц,bwa
530,Pfeil::N,ахəымпал,saeth
531,Gewehr::N,ашəақь,dryll
532,Fehler::N,агха,gwall
533,Fehler::N,агха,camgymeriad
534,Lüge::N,амц,celwydd
535,Lüge::N,амц,anwiredd
536,Schaden::N,аҧырхага,niwed
537,Schaden::N,аҧырхага,difrod
538,Unglück::N,арыцҳара,anffawd
539,Schuld::N,ахара,bai
540,Alter::N,ақəра,oed
541,Schluss::N,анҵəамҭа,diwedd
542,Zeit::N,аамта,amser
543,Tag::N,амш,dydd
544,Tag::N,амш,diwrnod
545,Morgen::N,ашара,bore
546,Morgen::N,ашьыбжь,bore
547,Mittag::N,шьыбжьон,nawn
548,Abend::N,ахəылҧаз,noswaith
549,Abend::N,ахəлбыҽха,noswaith
550,Nacht::N,аҵх,nos
551,Woche::N,амчыбжь,wythnos
552,Frühling::N,ааҕын,gwanwyn
553,Sommer::N,аҧхын,haf
554,Herbst::N,ҭагалан,hydref
555,Herbst::N,хкаарачан,hydref
556,Winter::N,аӡын,gaeaf
557,Januar::N,ианвар,Ionawr
558,Februar::N,февраль,Chwefror
559,März::N,март,Mawrth
560,April::N,апрель,Ebrill
561,Mai::N,маи,Mai
562,Juni::N,иуун,Mehefin
563,Juli::N,иууль,Gorffennaf
564,August::N,август,Awst
565,September::N,сентиабр,Medi
566,Oktober::N,октиабр,Hydref
567,November::N,ноиабр,Tachwedd
568,Dezember::N,декабр,Rhagfyr
569,Montag::N,ашəахьа,dydd Llun
570,Dienstag::N,аҩаша,dydd Mawrth
571,Mittwoch::N,ахаша,dydd Mercher
572,Donnerstag::N,аҧшьаша,dydd Iau
573,Freitag::N,ахəаша,dydd Gwener
574,Samstag::N,асабша,dydd Sadwrn
575,Sonntag::N,амҽыша,dydd Sul
576,groß::A,аду,mawr
577,klein::A,амаҷ,bach
578,lang::A,ахəхəа,hir
579,kurz::A,акьаҿ,byr
580,kurz::A,акьаҿ,cwta
581,breit::A,аиужь,llydan
582,breit::A,аиҵых,llydan
583,schmal::A,аҭшəа,cul
584,dicht::A,аилач,dwys
585,dick[Gegenstand]::A,ажəпа,trwchus
586,fein::A,апа,main
587,fein::A,аҵаӷа,main
588,fein::A,аӡа,main
589,fest::A,аҟаца,cadarn
590,fest::A,аӷəӷəаҟаца,cadarn
591,flach::A,ақəаҟьа,gwastad
592,flach::A,аҧаҟьа,gwastad
593,glatt::A,аимаҩзы,llyfn
594,hart::A,акьакьа,caled
595,weich::A,атата,meddal
596,rund::A,акəмпыл,crwn
597,spitz::A,аҵар,pigfain
598,scharf::A,аҵар,miniog
599,stumpf::A,ацагə,pŵl
600,schwer::A,ахьанҭа,trwm
601,schön::A,аҧшӡа,teg
602,schön::A,аҧшӡа,hardd
603,schön::A,аҧшӡа,prydferth
604,heiß::A,ашы,poeth
605,warm::A,аҧха,twym
606,warm::A,аҧха,cynnes
607,kalt::A,ахьшəашəа,oer
608,kühl::A,ахьшəашəа,oeraidd
609,kühl::A,ицәыхьшәашәоу,oeraidd
610,frisch::A,цқьа,iach
611,feucht::A,ацəаак,llaith
612,nass::A,абааӡа,gwlyb
613,trocken::A,Аба,sych
614,trocken::A,аҩа,sych
615,voll::A,азна,llawn
616,leer::A,аҭацəы,gwag
617,offen::A,аарта,agored
618,geschlossen::A,ихҩоу,caead
619,geschlossen::A,ихҩоу,caeëdig
620,geschlossen::A,иаркыу,caead
621,geschlossen::A,иаркыу,caeëdig
622,sauber::A,ацқьа,glân
623,schmutzig::A,аҟьашь,budr
624,schmutzig::A,аҟьашь,brwnt
625,reif::A,Арҭ,aeddfed
626,reif::A,аҟала,aeddfed
627,reif::A,иҟалахьоу,aeddfed
628,lecker::A,ахаа,blasus
629,lecker::A,ахаа,danteithiol
630,süß::A,азла,melys
631,bitter::A,аша,chwerw
632,sauer::A,аҵəҵəы,sur
633,hell::A,алаша,disglair
634,dunkel::A,алашьца,tywyll
635,schwarz::A,аиқуаҵәа,du
636,weiß::A,ашкəакəа,gwyn
637,rot::A,аҟаҧшь,coch
638,gelb::A,аҩеижь,melyn
639,blau::A,аҽҵәа,glas
640,grün::A,ашьацҧшҭəала,gwyrdd
641,grün::A,аеҵəа,gwyrdd
642,grau::A,ацəыш,llwyd
643,bunt::A,Аилыҕраа,lliwgar
644,bunt::A,аҕраҷкəын,lliwgar
645,billig::A,амариа,rhad
646,teuer::A,амҩан,drud
647,wertvoll::A,кыр иаҕсоу,gwerthfawr
648,wertvoll::A,акыр иаҕсоу,gwerthfawr
649,blind::A,алашə,dall
650,taub::A,адагəа,byddar
651,kräftig::A,аӷəӷəа,nerthol
652,kräftig::A,аӷəӷəа,grymus
653,stark::A,абаҟа,cryf
654,stark::A,абаҟа,cadarn
655,schwach::A,акəада,gwan
656,fett::A,аҧсыла,tew
657,schlank::A,акала,main
658,schlank::A,акьалантар,main
659,schlank::A,аиҿартə,main
660,hübsch::A,аҧшӡа,tlws
661,böse::A,абааҧсы,drwg
662,dumm::A,агаӡа,twp
663,faul::A,аашьа,diog
664,fleißig::A,иҟубҷоу,dyfal
665,geizig::A,акы,crintach
666,geizig::A,акы,cybyddlyd
667,geizig::A,акаҷбеи,crintach
668,geizig::A,акаҷбеи,cybyddlyd
669,geizig::A,аҟəџьыр,crintach
670,geizig::A,аҟəџьыр,cybyddlyd
671,klug::A,аҟəыш,deallus
672,klug::A,аҟəыӷа,deallus
673,geschickt::A,напҟазала,medrus
674,geschickt::A,напҟазала,deheuig
675,lieb::A,алашара,hoff
676,lieb::A,алашара,annwyl
677,lustig::A,алах-ҿых,llon
678,lustig::A,игурҕьаччо,llon
679,lustig::A,агурҕьа,llon
680,lustig::A,агурҿыхага,llon
681,sanft::A,атата,mwyn
682,sanft::A,аҟəымшəышə,mwyn
683,sanft::A,ақьыҧш,mwyn
684,hungrig::A,амлашь,newynog
685,krank::A,ачымазаҩ,sâl
686,krank::A,ачымазаҩ,gwael
687,nackt::A,аҟьантаз,noeth
688,traurig::A,алахьеиқəҵага,trist
689,lebendig::A,абза,yn fyw
690,gut::A,абзиа,da
691,schlecht::A,-хəарҭам,drwg
692,schlecht::A,-хəарҭам,gwael
693,richtig::A,иашоу,cywir
694,schlimm::A,абааҧсы,enbyd
695,wahr::A,агəҭылса,gwir
696,wahr::A,абзиаҵəҟьа,gwir
697,alt::A,Ажə,hen
698,neu::A,аҿыц,newydd
699,ehemalig::A,анкьатәи,blaenorol
700,alt[Lebewesen]::A,абырг,oedrannus
701,alt[Lebewesen]::A,ақабада,oedrannus
702,alt[Lebewesen]::A,Ажə,oedrannus
703,jung::A,аҟата,ifanc
704,arm::A,ананамга,tlawd
705,reich::A,абеиа,cyfoethog
706,bekannt::A,адыр,cynefin
707,bekannt::A,адыр,cyfarwydd
708,berühmt::A,адыр,enwog
709,fremd::A,атəым,estron
710,verschieden::A,Еиуа-еиҧшым,gwahanol
711,nah::A,ааигəа,agos
712,fern::A,ахара,pell
713,linker::A,арма,aswy
714,linker::A,арма,chwith
715,rechter::A,арҕьа,de
716,rechter::A,арҕьа,deau
717,anderer::A,даҽа,arall
718,anderer::A,даҽакы,arall
719,erster::A,актәи,cyntaf
