,Concept_ID,kn,nl
49,Gehirn::N,ಮಿದುಳು,hersenen
50,Herz::N,ಹೃದಯ,hart
51,Magen::N,ಉದರ,maag
52,Leber::N,ಯಕೃತ್ತು,lever
53,Atem::N,ಉಸಿರು,adem
54,Hunger::N,ಹಸಿವು,honger
55,Träne::N,ಕಣ್ಣೀರು,traan
56,Geschmack::N,ರುಚಿ,smaak
57,Geruch::N,ವಾಸನೆ,geur
58,Schlaf::N,ನಿದ್ರೆ,slaap
59,Traum::N,ಕನಸು,droom
60,Himmel::N,ಬಾನು,hemel
61,Sonne::N,ಸೂರ್ಯ,zon
62,Mond::N,ಚಂದ್ರ,maan
63,Stern::N,ಚುಕ್ಕಿ,ster
64,Luft::N,ವಾಯು,lucht
65,Wind::N,ಗಾಳಿ,wind
66,Welle::N,ಅಲೆ,golf
67,Wasser::N,ನೀರು,water
68,Stein::N,ಕಲ್ಲು,steen
69,Boden::N,ನೆಲ,grond
70,Erde::N,ಭೂಮಿ,aarde
71,Staub::N,ದೂಳು,stof
72,Rauch::N,ಹೊಗೆ,rook
73,Funke::N,ಕಿಡಿ,vonk
74,Feuer::N,ಬೆಂಕಿ,vuur
75,Licht::N,ಬೆಳಕು,licht
76,Schatten::N,ನೆರಳು,schaduw
77,Wetter::N,ಹವ,weer
78,Nebel::N,ಮಂಜು,mist
79,Nebel::N,ಮಂಜು,nevel
80,Wolke::N,ಮೋಡ,wolk
81,Regen::N,ಮಳೆ,regen
82,Schnee::N,ಹಿಮ,sneeuw
83,Eis::N,ಮಂಜುಗಡ್ಡೆ,ijs
84,Frost::N,ಮಂಜು,vorst
85,Kälte::N,ಹಿಮ,kou
86,Kälte::N,ಹಿಮ,koude
87,Hitze::N,ಉಷ್ಣ,hitte
88,Raureif::N,ಇಬ್ಬನಿ,rijp
89,Regenbogen::N,ಇಂದ್ರಚಾಪ,regenboog
90,Donner::N,ಗುಡುಗು,donder
91,Strömung::N,ಪ್ರವಾಹ,stroming
92,Tropfen::N,ತೊಟ್ಟು,druppel
93,Schaum::N,ನೊರೆ,schuim
94,Schmutz::N,ಕಸ,vuil
95,See::N,ಸರೋವರ,meer
96,Sumpf::N,ಜೌಗುಸ್ಥಳ,moeras
97,Moor::N,ಬಂಜರು ಭೂಮಿ,veen
98,Wiese::N,ಹುಲ್ಲುಗಾವಲು,wei
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,weide
100,Wald::N,ಕಾಡು,bos
101,Hügel::N,ಗುಡ್ಡೆ,heuvel
102,Anhöhe::N,ದಿಬ್ಬ,hoogte
103,Berg::N,ಮಲೆ,berg
104,Berg::N,ಪರ್ವತ,berg
105,Gipfel::N,ಶೃಂಗ,top
106,Höhle::N,ಗುಹೆ,hol
107,Abhang::N,ಇಳಿಜಾರು,helling
108,Quelle::N,ಮೂಲ,bron
109,Bach::N,ತೊರೆ,beek
110,Fluss::N,ನದಿ,stroom
111,Ufer::N,ತೀರ,wal
112,Ufer::N,ತೀರ,oever
113,Küste::N,ದಂಡೆ,kust
114,Festland::N,ಭೂಮಿ,vasteland
115,Meer::N,ಕಡಲು,zee
116,Bucht::N,ಖಾರಿ,baai
117,Bucht::N,ಖಾರಿ,inham
118,Insel::N,ದ್ವೀಪ,eiland
119,Blume::N,ಸುಮ,bloem
120,Gras::N,ಹುಲ್ಲು,gras
121,Wurzel::N,ಬೇರು,wortel
122,Baum::N,ಮರ,boom
123,Stamm::N,ಕಾಂಡ,stam
124,Rinde::N,ತೂಗಟಿ,schors
125,Ast::N,ಶಾಖೆ,tak
126,Zweig::N,ರೆಂಬೆ,twijg
127,Blatt::N,ಎಲೆ,blad
128,Birke::N,ಬರ್ಚ್ ಮರ,berk
129,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,den
130,Weide[Baum]::N,ವಿಲೋಮರ,wilg
131,Tanne::N,ಭದ್ರದಾರು,spar
132,Horn::N,ಕೊಂಬು,hoorn
133,Feder::N,ಪುಕ್ಕ,veer
134,Feder::N,ಪುಕ್ಕ,pluim
135,Fell::N,ರೋಮ,vel
136,Flügel::N,ರೆಕ್ಕೆ,vleugel
137,Klaue::N,ಪಂಜ,klauw
138,Kralle::N,ಉಗುರು,klauw
139,Schwanz::N,ಬಾಲ,staart
140,Ei::N,ಮೊಟ್ಟೆ,ei
141,Nest::N,ಗೂಡು,nest
142,Bau::N,ಅಡಗುದಾಣ,hol
143,Tier::N,ಪ್ರಾಣಿ,dier
144,Herde::N,ಗುಂಪು,kudde
145,Kuh::N,ಹಸು,koe
146,Bulle::N,ಗೂಳಿ,stier
147,Pferd::N,ಕುದುರೆ,paard
148,Schaf::N,ಕುರಿ,schaap
149,Schwein::N,ಹಂದಿ,varken
150,Hund::N,ನಾಯಿ,hond
151,Katze::N,ಬೆಕ್ಕು,kat
152,Bär::N,ಕರಡಿ,beer
153,Eichhörnchen::N,ಉಡುತೆ,eekhoorntje
154,Elch::N,ಕಡವೆ,eland
155,Fuchs::N,ನರಿ,vos
156,Hase::N,ಮೊಲ,haas
157,Maus::N,ಇಲಿ,muis
158,Wolf::N,ತೋಳ,wolf
159,Vogel::N,ಪಕ್ಷಿ,vogel
160,Schwarm::N,ಗುಂಪು,zwerm
161,Huhn::N,ಚಿಕ್,kip
162,Huhn::N,ಚಿಕ್,hoen
163,Hahn::N,ಹುಂಜ,haan
164,Gans::N,ವರಟೆ,gans
165,Adler::N,ಗರುಡ,arend
166,Ente::N,ಬಾತು,eend
167,Eule::N,ಗೂಬೆ,uil
168,Kranich::N,ಕೊಕ್ಕರ,kraanvogel
169,Krähe::N,ಕಾಗೆ,kraai
170,Kuckuck::N,ಕೋಗಿಲೆ,koekoek
171,Schwan::N,ಹಂಸಪಕ್ಷಿ,zwaan
172,Fisch::N,ಮೀನು,vis
173,Barsch::N,ಪರ್ಚ್ ಮೀನು,baars
174,Hecht::N,ಪೈಕ್ ಮೀನು,snoek
175,Schlange[Tier]::N,ಹಾವು,slang
176,Wurm::N,ಹುಳು,worm
177,Spinne::N,ಊರ್ಣನಾಭ,spin
178,Ameise::N,ಇರುವೆ,mier
179,Laus::N,ಹೇನು,luis
180,Mücke::N,ಸೊಳ್ಳೆ,mug
181,Fliege::N,ನೊಣ,vlieg
182,Schmetterling::N,ಪತಂಗ,vlinder
183,Beere::N,ನಯವಣ್ಣು,bes
184,Apfel::N,ಸೇಬು,appel
185,Pilz::N,ಅಣಬೆ,paddestoel
186,Zwiebel::N,ನೀರುಳ್ಳಿ,ui
187,Saat::N,ಬಿತ್ತ,zaad
188,Korn::N,ಬೀಜ,graan
189,Korn::N,ಬೀಜ,korrel
190,Heu::N,ಕರಡ,hooi
191,Schale::N,ಹೊಟ್ಟು,schil
192,Grube::N,ಗುಂಡಿ,kuil
193,Falle::N,ಬೋನು,val
194,Schlinge::N,ಉರುಲು,strop
195,Spur::N,ಜಾಡು,spoor
196,Asche::N,ಬೂದಿ,as
197,Dreck::N,ಹೊಲಸು,drek
198,Eisen::N,ಕಬ್ಬಿಣ,ijzer
199,Gold::N,ಚಿನ್ನ,goud
200,Silber::N,ಬೆಳ್ಳಿ,zilver
201,Kohle::N,ಕಲ್ಲಿದ್ದಲು,kool
202,Glas::N,ಗಾಜು,glas
203,Lehm::N,ಜೇಡಿಮಣ್ಣು,klei
204,Sand::N,ಮರಳು,zand
205,Mensch::N,ಪುರುಷ,mens
206,Mann::N,ಆಳು,man
207,Frau::N,ಹೆಣ್ಣು,vrouw
208,Kind::N,ಮಗು,kind
209,Junge::N,ಹುಡುಗ,jongen
210,Mädchen::N,ಹುಡುಗಿ,meisje
211,Familie::N,ಕುಟುಂಬ,gezin
212,Familie::N,ಕುಟುಂಬ,familie
213,Großvater::N,ಅಜ್ಜ,grootvader
214,Großmutter::N,ಅಮ್ಮ,grootmoeder
215,Eltern::N,ಹೆತ್ತವರು,ouders
216,Vater::N,ತಂದೆ,vader
217,Mutter::N,ಅಮ್ಮ,moeder
218,Sohn::N,ಮಗ ,zoon
219,Tochter::N,ಮಗಳು,dochter
220,Bruder::N,ತಮ್ಮ,broer
221,Bruder::N,ತಮ್ಮ,broeder
222,Schwester::N,ತಂಗಿ,zus
223,Schwester::N,ತಂಗಿ,zuster
224,Onkel::N,ಸೋದರಮಾವ,oom
225,Onkel::N,ದೊಡ್ಡಪ್ಪ,oom
226,Tante::N,ಚಿಕ್ಕಮ್ಮ,tante
227,Ehemann::N,ಗಂಡ,echtgenoot
228,Ehefrau::N,ಹೆಂಡತಿ,echtgenote
229,Freude::N,ನಲಿವು,vreugde
230,Gelächter::N,ನಗೆ,gelach
231,Glück::N,ಆನಂದ,geluk
232,Kummer::N,ದುಃಖ,verdriet
233,Wunsch::N,ಬಯಕೆ,wens
234,Wunsch::N,ಬಯಕೆ,verlangen
235,Lust::N,ಇಷ್ಟ,zin
236,Lust::N,ಇಷ್ಟ,lust
237,Geist::N,ಆತ್ಮ,geest
238,Gedanke::N,ಯೋಚನೆ,gedachte
239,Gedächtnis::N,ಸ್ಮರಣೆ,geheugen
240,Verstand::N,ಮನಸ್ಸು,verstand
241,Sinn::N,ಅರ್ಥ,betekenis
242,Grund::N,ಕಾರಣ,reden
243,Wahrheit::N,ಸತ್ಯ,waarheid
244,Gespräch::N,ಸಂಭಾಷಣೆ,gesprek
245,Märchen::N,ಸುಳ್ಳು ಕಥೆ,sprookje
246,Erzählung::N,ಕಥೆ,verhaal
247,Nachricht::N,ಸಂದೇಶ,tijding
248,Neuigkeit::N,ಸುದ್ದಿ,nieuws
249,Neuigkeit::N,ಸುದ್ದಿ,nieuwtje
250,Name::N,ಹೆಸರು,naam
251,Rätsel::N,ಒಗಟು,raadsel
252,Rede::N,ಮಾತು,rede
253,Sprache::N,ಭಾಷೆ,taal
254,Stimme::N,ಧ್ವನಿ,stem
255,Wort::N,ಮಾತು,woord
256,Zeichen::N,ಗುರುತು,teken
257,Ruf::N,ಕೂಗು,roep
258,Lärm::N,ಸದ್ದು,lawaai
259,Laut::N,ಶಬ್ದ,klank
260,Laut::N,ಶಬ್ದ,geluid
261,Ton::N,ನಾದ,toon
262,Ton::N,ನಾದ,klank
263,Lied::N,ಗಾನ,lied
264,Ruhe::N,ಶಾಂತಿ,rust
265,Ruhe::N,ಶಾಂತಿ,stilte
266,Leute::N,ಮಂದಿ,lui
267,Leute::N,ಮಂದಿ,mensen
268,Volk::N,ಜನಾಂಗ,volk
269,Arbeit::N,ಕೆಲಸ,werk
270,Arbeit::N,ಕೆಲಸ,arbeid
271,Gast::N,ಅತಿಥಿ,gast
272,Geschenk::N,ಕಾಣಿಕೆ,cadeau
273,Geschenk::N,ಕಾಣಿಕೆ,geschenk
274,Spiel::N,ಆಟ,spel
275,Gesellschaft::N,ಸಂಗ,gezelschap
276,Hilfe::N,ಸಹಾಯ,hulp
277,Freund::N,ಸ್ನೇಹಿತ,vriend
278,Kamerad::N,ಜೊತೆಗಾರ,maat
279,Kamerad::N,ಜೊತೆಗಾರ,metgezel
280,Angelegenheit::N,ವಿಚಾರ,zaak
281,Angelegenheit::N,ವಿಚಾರ,aangelegenheid
282,Anzahl::N,ಎಣಿಕೆ,tal
283,Anzahl::N,ಎಣಿಕೆ,aantal
284,Art::N,ತರ,slag
285,Art::N,ತರ,soort
286,Stück::N,ತುಂಡು,stuk
287,Teil::N,ಭಾಗ,deel
288,Hälfte::N,ಅರ್ಧ,helft
289,Kreis::N,ವೃತ್ತ,kring
290,Kreis::N,ವೃತ್ತ,cirkel
291,Kreuz::N,ಶಿಲುಬೆ,kruis
292,Linie::N,ರೀಖೆ,lijn
293,Strich::N,ಗೀಟು,haal
294,Strich::N,ಗೀಟು,streep
295,Abstand::N,ಅಂತರ,afstand
296,Entfernung::N,ದೂರ,afstand
297,Gegend::N,ವಿಸ್ತೀರ್ಣ,streek
298,Platz::N,ಅಂತರ,ruimte
299,Ort::N,ಸ್ಥಳ,oord
300,Ort::N,ಸ್ಥಳ,plaats
301,Seite::N,ಪಕ್ಷ,zij
302,Seite::N,ಪಕ್ಷ,kant
303,Seite::N,ಪಕ್ಷ,zijde
304,Mitte::N,ನಡು,midden
305,Gegenstand::N,ವಸ್ತು,voorwerp
306,Sache::N,ವಸ್ತು,zaak
307,Rand::N,ಅಂಚು,rand
308,Rand::N,ಅಂಚು,boord
309,Kante::N,ಅಂಚು,kant
310,Ecke::N,ಮೂಲೆ,hoek
311,Spitze::N,ತುದಿ,punt
312,Spitze::N,ತುದಿ,spits
313,Ende::N,ಕೊನೆ,einde
314,Ende::N,ಕೊನೆ,uiteinde
315,Loch::N,ತೂತು,gat
316,Winkel::N,ಕೋನ,hoek
317,Muster::N,ನಮೂನೆ,dessin
318,Muster::N,ನಮೂನೆ,patroon
319,Größe::N,ಪ್ರಮಾಣ,grootte
320,Länge::N,ಉದ್ದ,lengte
321,Höhe::N,ಎತ್ತರ,hoogte
322,Gewicht::N,ತೂಕ,gewicht
323,Menge::N,ಮೊತ್ತ,hoeveelheid
324,Haufen::N,ರಾಶಿ,hoop
325,Reihe::N,ಸಾಲು,rij
326,Reihe::N,ಸಾಲು,reeks
327,Boot::N,ದೋಣಿ,boot
328,Ruder::N,ಹುಟ್ಟು,roeiriem
329,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,slee
330,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,slede
331,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
332,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,kampvuur
333,Last::N,ಹೊರೆ,last
334,Last::N,ಹೊರೆ,vracht
335,Gang::N,ತಿರುಗಾಟ,wandeling
336,Schritt::N,ಹೆಜ್ಜೆ,stap
337,Schritt::N,ಹೆಜ್ಜೆ,schrede
338,Norden::N,ಉತ್ತರ,noorden
339,Süden::N,ದಕ್ಷಿಣ,zuiden
340,Westen::N,ಪಶ್ಚಿಮ,westen
341,Osten::N,ಮೂಡಲು,oosten
342,Holz::N,ಚೌಬೀನೆ,hout
343,Brett::N,ಹಲಗೆ,plank
344,Platte::N,ಹಲಗೆ,plaat
345,Stütze::N,ಆಸರೆ,stut
346,Stütze::N,ಆಸರೆ,steun
347,Stange::N,ಕಂಬ,stang
348,Stock::N,ಕೋಲು,stok
349,Stab::N,ದೊಣ್ಣೆ,staf
350,Rohr::N,ನಳಿಕೆ,pijp
351,Haus::N,ಮನೆ,huis
352,Heim::N,ಗೃಹ,tehuis
353,Ofen::N,ಒಲೆ,kachel
354,Fußboden::N,ನೆಲ,vloer
355,Tisch::N,ಮೇಜು,tafel
356,Stuhl::N,ಕುರ್ಚಿ,stoel
357,Wiege::N,ತೊಟ್ಟಿಲು,wieg
358,Bett::N,ಹಾಸಿಗೆ,bed
359,Regal::N,ಬೀರು,rek
360,Kiste::N,ಪಟ್ಟಿಗೆ,kist
361,Fenster::N,ಕಿಟಕಿ,raam
362,Fenster::N,ಕಿಟಕಿ,venster
363,Tür::N,ಬಾಗಿಲು,deur
364,Tor::N,ಹೆಬ್ಬಾಗಿಲು,poort
365,Zaun::N,ಬೇಲಿ,omheining
366,Dach::N,ಮಾಳಿಗೆ,dak
367,Leiter::N,ಏಣಿ,ladder
368,Besen::N,ಪೊರಕೆ,bezem
369,Spaten::N,ಗುದ್ದಲಿ,schop
370,Schaufel::N,ಸನಿಕೆ,schep
371,Gabel::N,ಕವಲು,vork
372,Löffel::N,ಚಮಚ,lepel
373,Messer::N,ಚಾಕು,mes
374,Nagel::N,ಆಣಿ,spijker
375,Netz::N,ಬಲೆ,net
376,Haken::N,ಕೊಂಡಿ,haak
377,Griff::N,ಹಿಡಿ,handvat
378,Schloss::N,ವೀಗ,slot
379,Bild::N,ಚಿತ್ರ,beeld
380,Figur::N,ಆಕಾರ,figuur
381,Puppe::N,ಗೊಂಬೆ,pop
382,Beutel::N,ಸಂಚಿ,zak
383,Beutel::N,ಸಂಚಿ,buidel
384,Bündel::N,ಕಟ್ಟು,pak
385,Bündel::N,ಕಟ್ಟು,bundel
386,Tasche::N,ಚೀಲ,tas
387,Eimer::N,ಬಾನೆ,emmer
388,Deckel::N,ಮುಚ್ಚಳ,deksel
389,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,vaatwerk
390,Sack::N,ಮೂಟೆ,zak
391,Tasse::N,ಬಟ್ಟಲು,kop
392,Topf::N,ಮಡಕೆ,pan
393,Kessel::N,ಕೆಟಲ್,ketel
394,Essen::N,ಊಟ,eten
395,Nahrung::N,ಆಹಾರ,voedsel
396,Speise::N,ಊಟ,spijs
397,Fleisch::N,ಮಾಂಸ,vlees
398,Getreide::N,ಧಾನ್ಯ,graan
399,Brei::N,ಗಂಜಿ,pap
400,Brei::N,ಗಂಜಿ,brij
401,Brot::N,ರೊಟ್ಟಿ,brood
402,Scheibe::N,ಹೋಳು,plak
403,Scheibe::N,ಹೋಳು,snede
404,Fett::N,ಕೊಬ್ಬು,vet
405,Butter::N,ಬೆಣ್ಣೆ,boter
406,Öl::N,ಎಣ್ಣೆ,olie
407,Salz::N,ಉಪ್ಪು,zout
408,Suppe::N,ಎಸರು,soep
409,Honig::N,ಮಧು,honing
410,Milch::N,ಹಾಲು,melk
411,Tee::N,ಚಹ,thee
412,Leder::N,ಚಕ್ಕಳ,leer
413,Leder::N,ಚಕ್ಕಳ,leder
414,Wolle::N,ಉಣ್ಣೆ,wol
415,Stoff::N,ಬಟ್ಟೆ,stof
416,Nadel::N,ಸೂಜಿ,naald
417,Faden::N,ದಾರ,draad
418,Knopf::N,ಗುಂಡು,knoop
419,Knoten::N,ಗಂಟು,knoop
420,Farbe::N,ಬಣ್ಣ,verf
421,Kleidung::N,ಅರಿವೆ,kledij
422,Kleidung::N,ಅರಿವೆ,kleding
423,Hemd::N,ಅಂಗಿ,hemd
424,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,kraag
425,Ärmel::N,ತೋಳು,mouw
426,Hose::N,ಇಜಾರ,broek
427,Hose::N,ಇಜಾರ,pantalon
428,Gürtel::N,ಬೆಲ್ಟು,riem
429,Gürtel::N,ಬೆಲ್ಟು,gordel
430,Mütze::N,ಟೋಪಿ,muts
431,Schuh::N,ಪಾದರಕ್ಷೆ,schoen
432,Stiefel::N,ಬೂಟು,laars
433,Ring::N,ಉಂಗುರ,ring
434,Band::N,ರಿಬ್ಬನ್,lint
435,Kamm::N,ಹಣಿಗೆ,kam
436,Spiegel::N,ಕನ್ನಡಿ,spiegel
437,Riemen::N,ಬಾರು,riem
438,Schnur::N,ಹುರಿ,koord
439,Leine::N,ಹಗ್ಗ,lijn
440,Decke::N,ಕಂಬಳಿ,deken
441,Kissen::N,ದಿಂಬು,kussen
442,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,doek
443,Handtuch::N,ಚೌಕ,handdoek
444,Kraft::N,ಬಲ,kracht
445,Stärke::N,ಶಕ್ತಿ,sterkte
446,Gesundheit::N,ಆರೋಗ್ಯ,gezondheid
447,Krankheit::N,ರೋಗ,ziekte
448,Schmerz::N,ನೋವು,pijn
449,Wunde::N,ಗಾಯ,wond
450,Fieber::N,ಜ್ವರ,koorts
451,Arznei::N,ಔಷಧ,medicament
452,Arznei::N,ಔಷಧ,geneesmiddel
453,Brücke::N,ಸೇತುವೆ,brug
454,Brunnen::N,ಬಾವಿ,put
455,Brunnen::N,ಬಾವಿ,bron
456,Weide::N,ಗೋಮಾಳ,wei
457,Weide::N,ಗೋಮಾಳ,weide
458,Pfad::N,ದಾರಿ,pad
459,Weg::N,ಹಾದಿ,weg
460,Straße::N,ರಸ್ತೆ,baan
461,Straße::N,ರಸ್ತೆ,straat
462,Dorf::N,ಹಳ್ಳಿ,dorp
463,Stadt::N,ಪಟ್ಟಣ,stad
464,Brief::N,ಕಾಗದ,brief
465,Buch::N,ಪುಸ್ತಕ,boek
466,Buchstabe::N,ಅಕ್ಷರ,letter
467,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,krant
468,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,dagblad
469,Leben::N,ಜೀವನ,leven
470,Tod::N,ಮರಣ,dood
471,Grab::N,ಗೋರಿ,graf
472,Kirche::N,ಚರ್ಚು,kerk
473,Sünde::N,ಪಾಪ,zonde
474,Gott::N,ದೇವರು,god
475,Arbeiter::N,ಕೆಲಸಗಾರ,arbeider
476,Chef::N,ದಣಿ,chef
477,Meister::N,ಶಿಕ್ಷಕ,meester
478,Arzt::N,ವೈದ್ಯ,arts
479,Arzt::N,ವೈದ್ಯ,dokter
480,Lehrer::N,ಉಪಾಧ್ಯಾಯ,leraar
481,Lehrer::N,ಉಪಾಧ್ಯಾಯ,onderwijzer
482,Geld::N,ಹಣ,geld
483,Geschäft::N,ವಾಣಿಜ್ಯ,zaak
484,Laden::N,ಅಂಗಡಿ,winkel
485,Preis::N,ಬೆಲೆ,prijs
486,Ware::N,ಸರಕು,waar
487,Nutzen::N,ಲಾಭ,nut
488,Nutzen::N,ಲಾಭ,voordeel
489,Reichtum::N,ಸಂಪತ್ತು,rijkdom
490,Welt::N,ಭೂಲೋಕ,wereld
491,Land::N,ದೇಶ,land
492,Staat::N,ರಾಜ್ಯ,staat
493,König::N,ರಾಜ,koning
494,Macht::N,ಅಧಿಕಾರ,macht
495,Grenze::N,ಗಡಿ,grens
496,Krieg::N,ಯುದ್ಧ,oorlog
497,Feind::N,ಶತ್ರು,vijand
498,Gewalt::N,ಹಿಂಸೆ,geweld
499,Kampf::N,ಹೋರಾಟ,strijd
500,Kampf::N,ಹೋರಾಟ,gevecht
501,Bogen[Waffe]::N,ಬಿಲ್ಲು,boog
502,Pfeil::N,ಅಂಬು,pijl
503,Gewehr::N,ಬಂದೂಕು,geweer
504,Fehler::N,ತಪ್ಪು,fout
505,Lüge::N,ಸುಳ್ಳು,leugen
506,Schaden::N,ಹಾನಿ,schade
507,Unglück::N,ಅಪಾಯ,tegenspoed
508,Schuld::N,ದೋಷ,schuld
509,Alter::N,ಮುಪ್ಪು,leeftijd
510,Schluss::N,ಮುಕ್ತಾಯ,slot
511,Zeit::N,ಕಾಲ,tijd
512,Tag::N,ದಿನ,dag
513,Morgen::N,ಮುಂಜಾನೆ,morgen
514,Morgen::N,ಮುಂಜಾನೆ,ochtend
515,Mittag::N,ನಡುಹಗಲು,middag
516,Abend::N,ಸಂಜೆ,avond
517,Nacht::N,ರಾತ್ರಿ,nacht
518,Woche::N,ವಾರ,week
519,Monat::N,ತಿಂಗಳು,maand
520,Jahr::N,ಸಂವತ್ಸರ,jaar
521,Frühling::N,ವಸಂತ,lente
522,Frühling::N,ವಸಂತ,voorjaar
523,Sommer::N,ಬಿಸಿಲುಕಾಲ,zomer
524,Herbst::N,ಶರತ್ಕಾಲ,herfst
525,Winter::N,ಚಳಿಗಾಲ,winter
526,Januar::N,ನಾಲ್ಚಳಿ,januari
527,Februar::N,ಅಯ್ಚಳಿ,februari
528,März::N,ಮೊಬ್ಬೇಸಿಗೆ,maart
529,April::N,ಇಬ್ಬೇಸಿಗೆ,april
530,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,mei
531,Juni::N,ಮೊಮ್ಮಳೆ,juni
532,Juli::N,ಇಮ್ಮಳೆ,juli
533,August::N,ಮುಮ್ಮಳೆ,augustus
534,September::N,ನಾಲ್ಮಳೆ,september
535,Oktober::N,ಮೊಚ್ಚಳಿ,oktober
536,November::N,ಇಚ್ಚಳಿ,november
537,Dezember::N,ಮುಚ್ಚಳಿ,december
538,Montag::N,ಸೋಮುವಾರ,maandag
539,Dienstag::N,ಮಂಗಳವಾರ,dinsdag
540,Mittwoch::N,ಬುಧವಾರ,woensdag
541,Donnerstag::N,ಗುರುವಾರ,donderdag
542,Freitag::N,ಶುಕ್ರವಾರ,vrijdag
543,Samstag::N,ಶನಿವಾರ,zaterdag
544,Sonntag::N,ಭಾನುವಾರ,zondag
545,groß::A,ದೊಡ್ಡ,groot
546,klein::A,ಪುಟ್ಟ,klein
547,lang::A,ದೀರ್ಘ,lang
548,kurz::A,ಚಕ್ಕ,kort
549,breit::A,ಅಗಲವಾದ,breed
550,schmal::A,ಇಕ್ಕಟ್ಟಾದ,smal
551,dicht::A,ದಟ್ಟ,dicht
552,dick[Gegenstand]::A,ದಟ್ಟ,dik
553,dünn::A,ತೆಳು,dun
554,fein::A,ಕೋಮಲ,fijn
555,fest::A,ಘನ,vast
556,flach::A,ಚಪ್ಪಟೆ,plat
557,glatt::A,ನಯ,glad
558,hart::A,ಗಟ್ಟಿ,hard
559,weich::A,ಮೃದುವಾದ,week
560,rund::A,ವರ್ತುಳ,rond
561,spitz::A,ಮೊನಚಾದ,spits
562,spitz::A,ಮೊನಚಾದ,puntig
563,scharf::A,ತೀಕ್ಷ್ಣ,scherp
564,stumpf::A,ಮೊಂಡು,stomp
565,schwer::A,ಭಾರಿ,zwaar
566,schön::A,ಸುಂದರ,mooi
567,schön::A,ಸುಂದರ,fraai
568,heiß::A,ಬಿಸಿ,heet
569,warm::A,ಬಿಸಿ,warm
570,kalt::A,ತಣ್ಣನೆಯ,koud
571,kühl::A,ತಂಪಾದ,koel
572,frisch::A,ನಿರ್ಮಲ,fris
573,feucht::A,ಒದ್ದೆಯಾದ,vochtig
574,nass::A,ಒದ್ದೆಯಾದ,nat
575,trocken::A,ಶುಷ್ಕ,droog
576,voll::A,ತುಂಬಿದ,vol
577,leer::A,ಖಾಲಿ,leeg
