,Concept_ID,sl,cv
126,Festland::N,kopnína,тип ҫӗр
127,Meer::N,mórje,тинӗс
128,Bucht::N,zalív,тинӗс кукӑрӗ
129,Insel::N,ôtok,утрав
130,Blume::N,cvetlíca,чечек
131,Gras::N,tráva,курӑк
132,Wurzel::N,korenína,тымар
133,Baum::N,drevó,йывӑҫ
134,Stamm::N,dêblo,вулӑ
135,Rinde::N,lúbje,хуйӑр
136,Rinde::N,skórja,хуйӑр
137,Ast::N,véja,турат
138,Zweig::N,véja,турат
139,Blatt::N,líst,ҫулҫӑ
140,Birke::N,bréza,хурӑн
141,Kiefer[Baum]::N,bòr,хыр
142,Weide[Baum]::N,vŕba,хӑва
143,Tanne::N,hója,чӑрӑш
144,Horn::N,róg,мӑйрака
145,Feder::N,peró,тӗк
146,Fell::N,kŕzno,ҫӑм
147,Flügel::N,krílo,ҫунат
148,Klaue::N,párkelj,чӗрне
149,Kralle::N,krémpelj,ура
150,Schwanz::N,rèp,хӳре
151,Ei::N,jájce,ҫӑмарта
152,Nest::N,gnézdo,йӑва
153,Bau::N,brlòg,йӗнӗ
154,Tier::N,živál,выльӑх
155,Herde::N,čréda,кӗтӳ
156,Kuh::N,kráva,ӗне
157,Bulle::N,bìk,вӑкӑр
158,Pferd::N,kònj,лаша
159,Schaf::N,ôvca,сурӑх
160,Schwein::N,svínja,сысна
161,Hund::N,pès,йытӑ
162,Katze::N,máčka,кушак
163,Bär::N,mêdved,упа
164,Eichhörnchen::N,véverica,пакша
165,Elch::N,lós,пӑши
166,Fuchs::N,lisíca,тилӗ
167,Hase::N,zájec,куян
168,Hase::N,zájec,мулкач
169,Maus::N,mìš,шӑши
170,Wolf::N,vólk,кашкӑр
171,Vogel::N,ptìč,кайӑк
172,Vogel::N,ptìč,вӗҫен кайӑк
173,Vogel::N,ptíca,кайӑк
174,Vogel::N,ptíca,вӗҫен кайӑк
175,Schwarm::N,játa,ушкӑн
176,Huhn::N,kokóš,чӑх
177,Huhn::N,kokóš,чӑхӑ
178,Hahn::N,petêlin,автан
179,Gans::N,gós,хур
180,Adler::N,ôrel,ӑмӑрт кайӑк
181,Ente::N,ráca,кӑвакал
182,Eule::N,sôva,тӑмана
183,Kranich::N,žerjàv,тӑрна
184,Krähe::N,vrána,ула курак
185,Kuckuck::N,kúkavica,куккук
186,Schwan::N,labód,акӑш
187,Fisch::N,ríba,пулӑ
188,Barsch::N,ostríž,уланкӑ
189,Hecht::N,ščúka,ҫӑрттан
190,Schlange[Tier]::N,káča,ҫӗлен
191,Wurm::N,čr̀v,ӑман
192,Wurm::N,glísta,ӑман
193,Spinne::N,pájek,эрешмен
194,Ameise::N,mrávlja,кӑткӑ
195,Laus::N,úš,пыйтӑ
196,Mücke::N,komár,вӑрӑм туна
197,Fliege::N,múha,шӑна
198,Schmetterling::N,metúlj,лӗпӗш
199,Beere::N,jágoda,ҫырла
200,Apfel::N,jábolko,улма
201,Apfel::N,jábolko,пан улми
202,Pilz::N,góba,кӑмпа
203,Zwiebel::N,čebúla,сухан
204,Saat::N,séme,вӑрӑ
205,Korn::N,zŕno,тӗшӗ
206,Korn::N,zŕno,пӗрчӗ
207,Heu::N,senó,утӑ
208,Schale::N,lupína,хупӑ
209,Grube::N,jáma,шӑтӑк
210,Falle::N,pást,тапӑ
211,Falle::N,pást,капкӑн
212,Schlinge::N,zánka,йӑлӑ
213,Schlinge::N,pêtlja,йӑлӑ
214,Spur::N,sléd,йӗр
215,Asche::N,pepél,кӗл
216,Dreck::N,bláto,пылчӑк
217,Eisen::N,želézo,тимӗр
218,Gold::N,zlató,ылтӑн
219,Silber::N,srebró,кӗмӗл
220,Kohle::N,ógel,кӑмрӑк
221,Glas::N,stêklo,кӗленче
222,Lehm::N,ílo,тӑм
223,Sand::N,pések,хӑйӑр
224,Mensch::N,člôvek,ҫын
225,Mensch::N,člôvek,этем
226,Mann::N,móž,ар
227,Mann::N,môški,ар
228,Frau::N,gospá,хӗрарӑм
229,Frau::N,žénska,хӗрарӑм
230,Kind::N,déte,ача
231,Kind::N,otròk,ача
232,Junge::N,fànt,ача
233,Junge::N,fànt,ар ҫын ача
234,Junge::N,déček,ача
235,Junge::N,déček,ар ҫын ача
236,Mädchen::N,deklè,хӗр ача
237,Mädchen::N,déklica,хӗр ача
238,Familie::N,družína,ҫемье
239,Familie::N,družína,кил-йыш
240,Großvater::N,dèd,кукаҫи
241,Großvater::N,dédek,кукаҫи
242,Großmutter::N,bábica,кукамай
243,Eltern::N,stárši,аҫа-ама
244,Vater::N,ôče,атте
245,Mutter::N,máma,анне
246,Sohn::N,sín,ывӑл
247,Tochter::N,hčí,хӗр
248,Tochter::N,hčérka,хӗр
249,Bruder::N,bràt,ар тӑван
250,Schwester::N,sêstra,аппа
251,Schwester::N,sêstra,йӑмӑк
252,Onkel::N,újec,мучи
253,Onkel::N,újec,пичче
254,Onkel::N,stríc,мучи
255,Onkel::N,stríc,пичче
256,Tante::N,têta,аппа
257,Tante::N,strína,аппа
258,Ehemann::N,móž,упӑшка
259,Ehemann::N,sopróg,упӑшка
260,Ehefrau::N,žêna,арӑм
261,Ehefrau::N,sopróga,арӑм
262,Freude::N,rádost,савӑнӑҫ
263,Freude::N,rádost,хаваслӑх
264,Freude::N,vesêlje,савӑнӑҫ
265,Freude::N,vesêlje,хаваслӑх
266,Gelächter::N,sméh,кулӑ
267,Gelächter::N,grohòt,кулӑ
268,Glück::N,sréča,телей
269,Glück::N,sréča,ӑраскал
270,Kummer::N,gorjé,хурлӑх
271,Wunsch::N,žêlja,ӗмӗт
272,Wunsch::N,žêlja,кӑмӑл
273,Lust::N,poželênje,кӑмӑл
274,Geist::N,dúša,чун-чӗм
275,Geist::N,dúša,ыр-усал
276,Geist::N,dúša,чун хавалӗ
277,Gedanke::N,mísel,шухӑш
278,Gedächtnis::N,pámet,ас
279,Sinn::N,pomèn,тупсӑм
280,Sinn::N,pomèn,пӗлтерӗш
281,Sinn::N,smísel,тупсӑм
282,Sinn::N,smísel,пӗлтерӗш
283,Grund::N,vzròk,сӑлтав
284,Wahrheit::N,resníca,чӑнлӑх
285,Gespräch::N,pogóvor,калаҫу
286,Märchen::N,právljica,юмах
287,Erzählung::N,povést,акалав
288,Erzählung::N,povést,каласа пани
289,Nachricht::N,sporočílo,хыпар
290,Neuigkeit::N,novóst,ҫӗнӗ хыпар
291,Name::N,imé,ят
292,Rätsel::N,ugánka,сутмалли юмах
293,Rede::N,góvor,сӑмах
294,Sprache::N,jêzik,чӗлхе
295,Stimme::N,glás,сасӑ
296,Wort::N,beséda,сӑмах
297,Zeichen::N,znák,паллӑ
298,Ruf::N,klíc,йыхрав
299,Ruf::N,klíc,чӗнӳ
300,Lärm::N,hrúp,шав
301,Lärm::N,trúšč,шав
302,Laut::N,glás,сасӑ
303,Ton::N,tón,сасӑ
304,Lied::N,pésem,юрӑ
305,Ruhe::N,pokòj,канӑҫлӑх
306,Ruhe::N,pokòj,лӑпкӑлӑх
307,Leute::N,ljudjé,ҫамрӑксем
308,Leute::N,ljudjé,ҫамрӑк ҫынсем
309,Volk::N,národ,халӑх
310,Arbeit::N,délo,ӗҫхӗл
311,Arbeit::N,délo,ӗҫлев
312,Gast::N,gòst,хӑна
313,Geschenk::N,darílo,парне
314,Geschenk::N,darílo,кучченеҫ
315,Spiel::N,ígra,вӑйӑ
316,Gesellschaft::N,drúžba,общество
317,Hilfe::N,pomóč,пулӑшу
318,Freund::N,prijátelj,тус
319,Kamerad::N,továriš,юлташ
320,Kamerad::N,továriš,тус
321,Angelegenheit::N,zadéva,ӗҫ
322,Anzahl::N,števílo,йыш
323,Anzahl::N,števílo,хисеп
324,Art::N,vŕsta,тӗс
325,Stück::N,kós,татӑк
326,Teil::N,dél,пай
327,Hälfte::N,polovíca,ҫурӑ
328,Kreis::N,króg,ункӑ
329,Kreis::N,króg,ҫавракӑш
330,Kreis::N,kolobár,ункӑ
331,Kreis::N,kolobár,ҫавракӑш
332,Kreuz::N,kríž,хӗрес
333,Linie::N,próga,йӗр
334,Strich::N,čŕta,йӗр
335,Abstand::N,preslédek,хушӑ
336,Entfernung::N,oddáljenost,хушӑ
337,Gegend::N,kràj,вырӑн
338,Gegend::N,dežêla,вырӑн
339,Platz::N,prôstor,хутлӑх
340,Ort::N,mésto,вырӑн
341,Seite::N,bòk,ен
342,Seite::N,bòk,аяк
343,Seite::N,bòk,айӑк
344,Seite::N,strán,ен
345,Seite::N,strán,аяк
346,Seite::N,strán,айӑк
347,Mitte::N,sredína,варӑ
348,Gegenstand::N,prédmet,япала
349,Sache::N,réč,япала
350,Sache::N,stvár,япала
351,Rand::N,kràj,вӗҫ
352,Rand::N,kràj,хӗрӗ
353,Rand::N,kràj,хӗрри
354,Kante::N,rób,хайкача
355,Kante::N,rób,хысак
356,Ecke::N,vogál,кӗтес
357,Spitze::N,óst,вӗҫ
358,Ende::N,kônec,вӗҫ
359,Loch::N,lúknja,шӑтӑк
360,Winkel::N,kót,кӗтес
361,Muster::N,vzórec,эреш
362,Größe::N,veličína,пысӑкӑш
363,Länge::N,dolžína,вӑрӑмӑш
364,Höhe::N,vršína,ҫӳллӗш
365,Gewicht::N,téža,виҫе
366,Gewicht::N,téža,йывӑрӑш
367,Menge::N,količína,йыш
368,Haufen::N,kùp,купа
369,Haufen::N,kopíca,купа
370,Reihe::N,níz,рет
371,Reihe::N,vŕsta,рет
372,Boot::N,čóln,кимӗ
373,Ruder::N,vêslo,кӗсмен
374,Schlitten::N,saní,ҫуна
375,Ski::N,smučí,йӗлтӗр
376,Lagerfeuer::N,táborni ôgenj,вут
377,Lagerfeuer::N,táborni ôgenj,кӑвайт
378,Last::N,tôvor,сулмаклӑх
379,Last::N,tôvor,йывӑр япала
380,Gang::N,hòd,куҫӑм
381,Schritt::N,korák,утӑм
382,Schritt::N,korák,пусӑм
383,Norden::N,séver,ҫурҫӗр
384,Süden::N,júg,кӑнтӑр
385,Westen::N,zapàd,анӑҫ
386,Westen::N,zapàd,хӗвел анӑҫ
387,Osten::N,vzhòd,хӗвел тухӑҫ
388,Holz::N,lés,йывӑҫ
389,Brett::N,deskà,хӑма
390,Platte::N,plôča,плита
391,Stütze::N,opóra,ура
392,Stütze::N,zaslómba,ура
393,Stange::N,gréd,шерте
394,Stock::N,pálica,патак
395,Stab::N,pálica,шӑчӑ
396,Rohr::N,cév,пӑрӑх
397,Haus::N,híša,ҫурт
398,Heim::N,dóm,кил
399,Ofen::N,péč,кӑмака
400,Fußboden::N,pòd,урай
401,Tisch::N,míza,сӗтел
402,Stuhl::N,stòl,пукан
403,Wiege::N,zíbel,сӑпка
404,Bett::N,póstelja,кравать
405,Regal::N,políca,ҫӳлӗк
406,Regal::N,políca,сентре
407,Kiste::N,zabòj,ещӗк
408,Kiste::N,zabòj,сунтӑх
409,Fenster::N,ôkno,чӳрече
410,Tür::N,vráta,алӑк
411,Tor::N,velíka vráta,хапха
412,Zaun::N,ográja,хӳме
413,Dach::N,stréha,тӑрӑ
414,Leiter::N,léstev,пусма
415,Besen::N,mêtla,шӑпӑр
416,Spaten::N,lopáta,кӗреҫе
417,Schaufel::N,lopáta,кӗреҫе
418,Gabel::N,vílice,вилка
419,Löffel::N,žlíca,кашӑк
420,Messer::N,nòž,ҫӗҫӗ
421,Nagel::N,žebèlj,пӑта
422,Netz::N,mréža,тетел
423,Haken::N,kljúka,йӑрхах
424,Haken::N,kljúka,ҫекӗл
425,Griff::N,ročáj,хӑлӑп
426,Griff::N,oprijèm,хӑлӑп
427,Schloss::N,ključávnica,ҫӑра
428,Bild::N,slíka,сӑн
429,Bild::N,slíka,сӑнлӑх
430,Bild::N,slíka,картина
431,Figur::N,figúra,кӗлетке
432,Figur::N,postáva,кӗлетке
433,Puppe::N,lútka,пукане
434,Beutel::N,môšnja,михӗ
435,Bündel::N,cúla,ҫыхӑ
436,Bündel::N,cúla,тӗрке
437,Bündel::N,svéženj,ҫыхӑ
438,Bündel::N,svéženj,тӗрке
439,Tasche::N,tórba,сумка
440,Tasche::N,tobôlec,сумка
441,Eimer::N,vêdro,витре
442,Deckel::N,pokròv,хупӑ
443,Deckel::N,poklópec,хупӑ
444,Geschirr::N,posóda,савӑт-сапа
445,Sack::N,vréča,михӗ
446,Tasse::N,skodélica,курка
447,Topf::N,lônec,кастрюль
448,Kessel::N,kôtel,хуран
449,Essen::N,hrána,апат
450,Nahrung::N,živílo,апат-ҫимӗс
451,Speise::N,jéd,апат
452,Speise::N,jéd,ҫимӗҫ
453,Fleisch::N,mesó,аш
454,Fleisch::N,mesó,какай
455,Getreide::N,žíto,тырӑ
456,Brei::N,káša,пӑтӑ
457,Brot::N,krùh,ҫӑкӑр
458,Scheibe::N,réženj,чӗлӗ
459,Scheibe::N,réženj,касӑк
460,Fett::N,mást,ҫу
461,Fett::N,maščôba,ҫу
462,Butter::N,máslo,ҫу
463,Öl::N,ólje,ҫу
464,Salz::N,sól,тӑвар
465,Suppe::N,júha,яшка
466,Honig::N,méd,пыл
467,Milch::N,mléko,сӗт
468,Tee::N,čáj,чей
469,Leder::N,úsnje,сӑран
470,Wolle::N,vólna,ҫӑм
471,Stoff::N,blagó,тӗртӗм
472,Nadel::N,ígla,йӗп
473,Faden::N,nít,ҫип
474,Knopf::N,gúmb,тӳме
475,Knoten::N,vôzel,йӑлӑ
476,Farbe::N,bárva,сӑрӑ
477,Kleidung::N,obléka,тум
478,Kleidung::N,obléka,ҫипуҫ
479,Kleidung::N,obléka,тум-тир
480,Hemd::N,srájca,кӗпе
481,Kragen::N,ovrátnik,ҫуха
482,Ärmel::N,rokáv,ҫанӑ
483,Hose::N,hláče,шӑлавар
484,Gürtel::N,pás,пиҫиххи
485,Mütze::N,kápa,ҫӗлӗк
486,Mütze::N,čépica,ҫӗлӗк
487,Schuh::N,čévelj,пушмак
488,Schuh::N,čévelj,ботинок
489,Stiefel::N,škórenj,атӑ
490,Ring::N,pŕstan,ҫӗрӗ
491,Band::N,trák,хаю
492,Band::N,trák,йӗсме
493,Kamm::N,glavník,тура
494,Spiegel::N,zrcálo,тӗкӗр
495,Spiegel::N,zrcálo,куҫ кӗски
496,Spiegel::N,ogledálo,тӗкӗр
497,Spiegel::N,ogledálo,куҫ кӗски
498,Riemen::N,jêrmen,чӗн
499,Schnur::N,vŕvca,кантра
500,Leine::N,konôpec,касмӑк
501,Decke::N,odéja,утиял
502,Kissen::N,blazína,ҫытар
503,Kissen::N,blazína,минтер
504,Tuch::N,pŕt,тутӑр
505,Tuch::N,rúta,тутӑр
506,Handtuch::N,brisáča,ал шӑлли
507,Kraft::N,síla,вӑй
508,Kraft::N,síla,хӑват
509,Stärke::N,jákost,хал
510,Stärke::N,jákost,хӑват
511,Gesundheit::N,zdrávje,хал
512,Gesundheit::N,zdrávje,сывлӑх
513,Krankheit::N,bolézen,чир
514,Schmerz::N,ból,ырату
515,Schmerz::N,bolečína,ырату
516,Wunde::N,rána,суран
517,Fieber::N,vročína,сив чир
518,Arznei::N,lék,эмел
519,Arznei::N,zdravílo,эмел
520,Brücke::N,móst,кӗпер
521,Brunnen::N,vodnják,ҫӑл
522,Brunnen::N,vodnják,пусӑ
523,Weide::N,páša,ҫаран
524,Pfad::N,stezà,йӗр
525,Pfad::N,stezà,сукмак
526,Weg::N,pót,ҫул
527,Weg::N,pót,ҫул-йӗр
528,Straße::N,césta,ҫӳрев
529,Straße::N,césta,ҫул ҫӳрени
530,Dorf::N,vás,ял
531,Stadt::N,mésto,хула
532,Brief::N,písmo,ҫыру
533,Buch::N,knjíga,кӗнеке
534,Buchstabe::N,čŕka,сас палли
535,Zeitung::N,čásnik,хаҫат
536,Leben::N,življênje,пурнӑҫ
537,Tod::N,smŕt,вилӗм
538,Grab::N,gròb,масар шӑтӑкӗ
539,Kirche::N,cérkev,чиркӳ
540,Sünde::N,gréh,ҫылӑх
541,Gott::N,bóg,турӑ
542,Arbeiter::N,délavec,рабочи
543,Chef::N,šéf,пуҫлӑх
544,Meister::N,mójster,ӑста
545,Meister::N,mójster,мастер
546,Arzt::N,zdravník,врач
547,Arzt::N,zdravník,тухтӑр
548,Lehrer::N,učítelj,учитель
549,Lehrer::N,učítelj,вӗрентекен
550,Geld::N,denár,укҫа
551,Geschäft::N,kupčíja,бизнес
552,Laden::N,trgovína,магазин
553,Preis::N,céna,хак
554,Ware::N,róba,тавар
555,Nutzen::N,príd,пайта
556,Reichtum::N,bogástvo,мул
557,Welt::N,svét,тӗнче
558,Land::N,dežêla,ҫӗр-шыв
559,Staat::N,držáva,патшàлӑх
560,König::N,králj,король
561,Macht::N,oblást,власть
562,Grenze::N,mêja,чикӗ
563,Krieg::N,vôjna,вӑрҫӑ
564,Feind::N,sovrážnik,тӑшман
565,Gewalt::N,nasílje,ирӗксӗрлӳ
566,Kampf::N,bòj,кӗрешӳ
567,Kampf::N,bórba,кӗрешӳ
568,Bogen[Waffe]::N,lók,ухӑ
569,Pfeil::N,puščíca,ҫӗмрен
570,Pfeil::N,puščíca,ухӑ йӗппи
571,Gewehr::N,púška,пӑшал
572,Fehler::N,zmóta,йӑнӑш
573,Lüge::N,láž,суя
574,Lüge::N,láž,ултав
575,Schaden::N,okvára,сиен
576,Unglück::N,nesréča,шар
577,Unglück::N,nesréča,инкек
578,Schuld::N,krívda,айӑп
579,Alter::N,dôba,ҫул шучӗ
580,Schluss::N,kônec,пӗтни
581,Schluss::N,kônec,пӗтмӗш
582,Zeit::N,čàs,вӑхӑт
583,Tag::N,dán,кун
584,Morgen::N,jútro,ир
585,Mittag::N,póldan,кӑнтӑрла
586,Abend::N,večér,каҫ
587,Nacht::N,nóč,каҫ
588,Woche::N,téden,эрне
589,Monat::N,mésec,уйӑх
590,Jahr::N,léto,ҫулталӑк
591,Frühling::N,pomlád,ҫур
592,Frühling::N,pomlád,ҫуркунне
593,Sommer::N,polétje,ҫу
594,Sommer::N,polétje,ҫулла
595,Herbst::N,jesén,кӗр
596,Herbst::N,jesén,кӗркунне
597,Winter::N,zíma,хӗл
598,Winter::N,zíma,хӗлле
599,Januar::N,jánuar,январь
600,Februar::N,fébruar,февраль
601,Februar::N,fébruar,кӗҫӗн кӑрлач
602,März::N,márec,март
603,März::N,márec,пуш уйӑхӗ
604,April::N,apríl,апрель
605,Mai::N,máj,май
606,Juni::N,júnij,июнь
607,Juli::N,júlij,июль
608,August::N,avgúst,август
609,September::N,septêmber,сентябрь
610,September::N,septêmber,авӑн уйӑхӗ
611,Oktober::N,október,октябрь
612,November::N,novêmber,ноябрь
613,Dezember::N,decémber,раштав
614,Dezember::N,decémber,декабрь
615,Montag::N,ponedéljek,тунти кун
616,Dienstag::N,tôrek,ытлари кун
617,Mittwoch::N,sréda,юн кун
618,Donnerstag::N,četŕtek,кӗҫнерни кун
619,Freitag::N,pétek,эрне кун
620,Samstag::N,sobóta,шӑмат кун
621,Sonntag::N,nedélja,вырсарни кун
622,groß::A,vêlik,пысӑк
623,klein::A,májhen,пӗчӗк
624,lang::A,dólg,вӑрӑм
625,kurz::A,krátek,кӗске
626,breit::A,širòk,сарлака
627,schmal::A,ózek,ансӑр
628,dicht::A,góst,йӑвӑ
629,dick[Gegenstand]::A,dêbel,хулӑн
630,dünn::A,tánek,ҫинҫе
631,dünn::A,tánek,ҫӳхе
632,fein::A,drôben,тарай
633,fein::A,drôben,вӗлтӗрти
634,fest::A,tŕden,тӗреклӗ
635,flach::A,plán,лаптак
636,flach::A,plòsk,лаптак
637,glatt::A,gládek,такӑр
638,hart::A,tŕd,хытӑ
639,weich::A,mehák,ҫемҫе
640,rund::A,okrógel,ҫавра
641,spitz::A,šílast,шӗвӗр
642,scharf::A,óster,ҫивӗч
643,stumpf::A,tóp,мӑка
644,stumpf::A,tóp,пуклак
645,stumpf::A,tóp,тӗрӗнчӗк
646,stumpf::A,tóp,ӑнкарусӑр
647,stumpf::A,skŕhan,мӑка
648,stumpf::A,skŕhan,пуклак
649,stumpf::A,skŕhan,тӗрӗнчӗк
650,stumpf::A,skŕhan,ӑнкарусӑр
651,schwer::A,têžek,йывӑр
652,schön::A,lép,илемлӗ
653,schön::A,krásen,илемлӗ
654,heiß::A,vròč,вӗри
655,warm::A,tôpel,ӑшӑ
656,kalt::A,mŕzel,сивӗ
657,kalt::A,hláden,сивӗ
658,kühl::A,hláden,уҫӑ
659,frisch::A,svéž,уҫӑ
660,feucht::A,vlážen,йӗпе
661,nass::A,móker,нӳрӗ
662,trocken::A,súh,типӗ
663,voll::A,póln,тулли
664,leer::A,prázen,пушӑ
665,offen::A,odpŕt,уҫӑ
666,geschlossen::A,zapŕt,хупӑ
667,sauber::A,číst,таса
668,sauber::A,líčen,таса
669,schmutzig::A,umázan,пылчӑклӑ
670,schmutzig::A,umázan,вараланчӑк
671,roh::A,suròv,чӗрӗ
672,reif::A,zrèl,пулнӑ
673,reif::A,zrèl,пиҫӗхнӗ
674,reif::A,zrèl,аталаннӑ
675,reif::A,zrèl,пиҫсе ҫитнӗ
676,lecker::A,okúsen,тутлӑ
677,lecker::A,okúsen,техӗмлӗ
678,süß::A,sládek,пылак
679,bitter::A,grenák,йӳҫӗ
680,sauer::A,kísel,йӳҫӗ
681,sauer::A,kísel,йӳҫек
682,sauer::A,kísel,кӑвасак
683,hell::A,svetèl,ҫутӑ
684,dunkel::A,temèn,тӗттӗм
685,schwarz::A,čŕn,хура
686,weiß::A,bél,шурӑ
687,rot::A,rdèč,хӗрлӗ
688,gelb::A,žólt,сарӑ
689,gelb::A,rumèn,сарӑ
690,blau::A,móder,кӑвак
691,grün::A,zelèn,симӗс
692,grün::A,zelèn,пиҫмен
693,grün::A,zelèn,ӑс пухман
694,grau::A,sív,кӑвак
695,bunt::A,písan,чӑпар
696,billig::A,pocéni,йӳнӗ
697,teuer::A,drág,хаклӑ
698,wertvoll::A,dragocén,паха
699,blind::A,slép,суккӑр
700,taub::A,glúh,хӑлхасӑр
701,kräftig::A,močán,хӑватлӑ
702,stark::A,ják,вирлӗ
703,schwach::A,šíbek,халсӑр
704,fett::A,dêbel,самӑр
705,fett::A,dêbel,мӑнтӑр
706,schlank::A,vítek,йӑрӑс
707,schlank::A,vítek,яштака
708,hübsch::A,lép,хитре
709,böse::A,zèl,усал
710,böse::A,hudôben,усал
711,dumm::A,glúp,ухмах
712,dumm::A,bédast,ухмах
713,faul::A,lén,наян
714,faul::A,lén,юлхав
715,faul::A,lén,ӳркенчӗк
716,fleißig::A,marljív,хастар
717,geizig::A,škŕt,хытӑ
718,klug::A,pámeten,ӑслӑ
719,geschickt::A,spréten,ӑста
720,lieb::A,míl,савнӑ
721,lieb::A,ljúb,савнӑ
722,lustig::A,vesél,хаваслӑ
723,sanft::A,láhek,ачаш
724,hungrig::A,láčen,выҫӑ
725,krank::A,bolán,чирлӗ
