,Concept_ID,br,lez
137,Ei::N,vi,кака
138,Nest::N,neizh,муг
139,Bau::N,douarenn,тӏеквен
140,Tier::N,loen,гьайван
141,Herde::N,tropell,суьруь
142,Kuh::N,buoc'h,ккал
143,Bulle::N,tarv,яц
144,Bulle::N,tarv,бугъа
145,Pferd::N,marc'h,балкӏан
146,Schaf::N,dañvad,хеб
147,Schwein::N,pemoc'h,вак
148,Hund::N,ki,кицӏ
149,Katze::N,kazh,кац
150,Bär::N,arzh,сев
151,Eichhörnchen::N,gwiñver,белка
152,Elch::N,karv-dour,лось
153,Fuchs::N,louarn,сикӏ
154,Hase::N,gad,къуьр
155,Maus::N,logodenn,кьиф
156,Wolf::N,bleiz,жанавур
157,Vogel::N,labous,луван ничхир
158,Schwarm::N,nijad,луж
159,Huhn::N,yar,верч
160,Hahn::N,kilhog,кӏек
161,Gans::N,gwazenn,къаз
162,Adler::N,erer,лекь
163,Ente::N,houad,пӏатӏ
164,Eule::N,toud,тӏиб
165,Kranich::N,garan,дурна
166,Krähe::N,bran,къаргъа
167,Kuckuck::N,koukoug,кукупӏ
168,Schwan::N,alarc'h,къугь
169,Fisch::N,pesk,гъед
170,Barsch::N,brell,окунь
171,Hecht::N,beked,щука
172,Schlange[Tier]::N,naer,илан
173,Schlange[Tier]::N,naer,гъуьлягъ
174,Wurm::N,preñv,квак
175,Spinne::N,kevnidenn,хуьшрекан
176,Ameise::N,merion,цегв
177,Laus::N,laouenn,нет
178,Mücke::N,moustik,ветӏ
179,Fliege::N,kelienenn,тӏветӏ
180,Schmetterling::N,balafenn,чепелукь
181,Beere::N,hog,куьлуь емиш
182,Apfel::N,aval,ич
183,Pilz::N,kabell-touseg,къарникъуз
184,Zwiebel::N,ognonenn,чичӏек
185,Saat::N,had,тумар
186,Korn::N,ed,твар
187,Heu::N,foenn,векь
188,Heu::N,foenn,векьер
189,Schale::N,peliadur,пириш
190,Schale::N,peliadur,хъуьруьш
191,Falle::N,pech,ракьар
192,Schlinge::N,krouglas,гьалкъа
193,Asche::N,ludu,руьхъ
194,Dreck::N,fank,чирк
195,Dreck::N,fank,кьуруш
196,Eisen::N,houarn,ракь
197,Gold::N,aour,алтун
198,Silber::N,arc'hant,гимиш
199,Kohle::N,glaou,цӏивин
200,Glas::N,gwer,шуьше
201,Sand::N,traezh,къум
202,Mensch::N,den,инсан
203,Mann::N,den,итим
204,Frau::N,maouez,паб
205,Frau::N,maouez,дишегьли
206,Kind::N,bugel,аял
207,Junge::N,paotr,гада
208,Mädchen::N,plac'h,руш
209,Familie::N,familh,хзан
210,Familie::N,familh,килфет
211,Großvater::N,tad-kozh,чӏехи буба
212,Großmutter::N,mamm-gozh,чӏехи диде
213,Eltern::N,kerent,диде-буба
214,Vater::N,tad,буба
215,Mutter::N,mamm,диде
216,Sohn::N,mab,хва
217,Tochter::N,merc'h,руш
218,Bruder::N,breur,стха
219,Schwester::N,c'hoar,вах
220,Onkel::N,eontr,ими
221,Onkel::N,eontr,халу
222,Tante::N,moereb,эме
223,Tante::N,moereb,хала
224,Ehemann::N,gwaz,гъуьл
225,Ehefrau::N,gwreg,паб
226,Freude::N,levenez,шадвал
227,Gelächter::N,c'hoarzherezh,хъвер
228,Glück::N,chañs,бахт
229,Kummer::N,doan,дерт
230,Kummer::N,doan,хажалат
231,Wunsch::N,c'hoant,мурад
232,Lust::N,c'hoant,гьевес
233,Geist::N,spered,руьгь
234,Gedanke::N,soñj,фикир
235,Gedächtnis::N,eñvor,
236,Verstand::N,skiant,акьул
237,Sinn::N,ster,мана
238,Grund::N,kaoz,себеб
239,Wahrheit::N,gwirionez,керчек
240,Wahrheit::N,gwirionez,гьакъикъат
241,Gespräch::N,kaozeadenn,ихтилат
242,Märchen::N,kaoz korriganez,мах
243,Erzählung::N,kontadenn,кьиса
244,Nachricht::N,keloù,хабар
245,Neuigkeit::N,kelaouenn,цӏийи хабар
246,Name::N,anv,тӏвар
247,Rätsel::N,divinatez,мискӏал
248,Rede::N,diskour,рахун
249,Sprache::N,yezh,чӏал
250,Stimme::N,mouezh,ван
251,Wort::N,ger,гаф
252,Zeichen::N,sin,ишара
253,Ruf::N,galv,эвер
254,Lärm::N,trouz,ван-сес
255,Ton::N,ton,ван-сес
256,Lied::N,kanaouenn,мани
257,Ruhe::N,sioulded,ласвал
258,Ruhe::N,sioulded,фаракъат
259,Ruhe::N,sioulded,асайиш
260,Leute::N,tud,инсанар
261,Volk::N,pobl,халкь
262,Arbeit::N,labour,кӏвалах
263,Gast::N,kouviad,мугьман
264,Geschenk::N,prof,савкьат
265,Spiel::N,c'hoari,къугъун
266,Gesellschaft::N,kompagnunezh,жемят
267,Gesellschaft::N,kompagnunezh,общество
268,Gesellschaft::N,kavandad,жемят
269,Gesellschaft::N,kavandad,общество
270,Hilfe::N,sikour,куьмек
271,Freund::N,mignon,дуст
272,Kamerad::N,kamarad,яр-дуст
273,Angelegenheit::N,afer,кар
274,Anzahl::N,niver,сан
275,Anzahl::N,niver,кьадар
276,Art::N,sort,жуьре
277,Stück::N,tamm,кӏус
278,Teil::N,pezh,пай
279,Hälfte::N,hanterenn,зур
280,Hälfte::N,hanterenn,зур пай
281,Kreis::N,kelc'h,круг
282,Kreis::N,kelc'h,чкаяр
283,Kreis::N,kelc'h,элкъвей цӏар
284,Kreuz::N,kroaz,хаш
285,Linie::N,linenn,цӏар
286,Strich::N,tenn,цӏар
287,Abstand::N,distok,ара
288,Entfernung::N,keid,мензил
289,Entfernung::N,kehid,мензил
290,Gegend::N,korn-bro,чка
291,Platz::N,plasenn,ара
292,Ort::N,lec'h,чка
293,Seite::N,tu,пад
294,Mitte::N,kreiz,юкь
295,Gegenstand::N,tra,затӏ
296,Sache::N,tra,шей
297,Sache::N,tra,затӏ
298,Rand::N,kantenn,къерех
299,Kante::N,kantenn,син
300,Ecke::N,korn,пӏипӏ
301,Spitze::N,begell,кӏвенкӏв
302,Ende::N,dibenn,кьил
303,Loch::N,toull,тӏеквен
304,Muster::N,tresadenn,гишир
305,Größe::N,ment,кьадар
306,Länge::N,hirder,яргъивал
307,Höhe::N,uhelder,кьакьанвал
308,Gewicht::N,pouez,заланвал
309,Menge::N,bern,кьадар
310,Haufen::N,bern,хара
311,Reihe::N,steud,жерге
312,Boot::N,bag,луьткве
313,Ruder::N,roeñv,кьусу
314,Schlitten::N,trainell,гъелерар
315,Ski::N,ski,
316,Last::N,karg,заланвал
317,Gang::N,kerzh,ериш
318,Schritt::N,paz,къадам
319,Norden::N,norzh,кефер
320,Norden::N,norzh,кефер пад
321,Norden::N,hanternoz,кефер
322,Norden::N,hanternoz,кефер пад
323,Süden::N,su,кьибле
324,Süden::N,kreisteiz,кьибле
325,Westen::N,kuzh-heol,рагъакӏидай пад
326,Osten::N,reter,рагъэкъечӏдай пад
327,Osten::N,sav-heol,рагъэкъечӏдай пад
328,Holz::N,koad,кӏарас
329,Brett::N,plankenn,кьул
330,Brett::N,plankenn,тахта
331,Platte::N,plakenn,
332,Stütze::N,harp,даях
333,Stange::N,sparl,юрк
334,Stock::N,bazh,лаш
335,Stab::N,bazh,юрк
336,Rohr::N,tub,турба
337,Rohr::N,korz,турба
338,Haus::N,ti,ужагъ
339,Heim::N,kêr,кӏвал
340,Ofen::N,forn,пич
341,Fußboden::N,plañchod,кӏвалин ччил
342,Tisch::N,taol,стол
343,Stuhl::N,kador,стул
344,Wiege::N,kavell,кьеб
345,Bett::N,gwele,тахт
346,Regal::N,estajerenn,кьацӏ
347,Kiste::N,kased,ящик
348,Fenster::N,prenestr,дакӏар
349,Tür::N,dor,рак
350,Tor::N,portal,варар
351,Zaun::N,sklotur,пару
352,Dach::N,toenn,къав
353,Leiter::N,skeul,гурар
354,Besen::N,skubell,таран кул
355,Spaten::N,pal,ппер
356,Schaufel::N,pal,хекендаз
357,Gabel::N,fourchetez,шиш
358,Löffel::N,loa,тӏур
359,Messer::N,kontell,чукӏул
360,Nagel::N,tach,мих
361,Netz::N,roued,чил
362,Haken::N,krog,къармах
363,Griff::N,kemer,ттум
364,Schloss::N,potenn,куьлег
365,Bild::N,skeudenn,шикил
366,Bild::N,skeudenn,суьрет
367,Figur::N,skeud,фигура
368,Figur::N,figur,фигура
369,Puppe::N,merc'hodenn,нини
370,Beutel::N,sac'h,тагъар
371,Bündel::N,feskenn,галгам
372,Tasche::N,sac'h,чанта
373,Eimer::N,sailh,ведре
374,Deckel::N,pallenn,кьил
375,Deckel::N,pallenn,къалпагъ
376,Geschirr::N,listriaj,къаб-къажах
377,Sack::N,sac'h,чувал
378,Tasse::N,tas,сукӏра
379,Topf::N,pod,къажгъан
380,Kessel::N,chaodouron,къажгъан
381,Essen::N,pred,тӏуьн
382,Nahrung::N,boued,тӏуьн
383,Speise::N,meuz,хуьрек
384,Fleisch::N,kig,як
385,Getreide::N,ed,техил
386,Brei::N,yod,хапӏа
387,Brei::N,yod,хешил
388,Brot::N,bara,фу
389,Scheibe::N,tailhenn,чӏук
390,Fett::N,lard,ягълу
391,Butter::N,amann,гъери
392,Öl::N,eoul,ягълу
393,Salz::N,holen,кьел
394,Suppe::N,soubenn,суп
395,Suppe::N,soubenn,шурпа
396,Honig::N,mel,вирт
397,Milch::N,laezh,нек
398,Tee::N,te,чай
399,Leder::N,lêr,тумаж
400,Wolle::N,gloan,йис
401,Stoff::N,danvez,парча
402,Nadel::N,nadoz,раб
403,Faden::N,neudenn,гъал
404,Knopf::N,bouton,дуьгме
405,Knoten::N,skoulm,тӏвал
406,Farbe::N,liv,ранг
407,Kleidung::N,dilhad,партал
408,Hemd::N,roc'hed,перем
409,Kragen::N,gouzoug,хев
410,Ärmel::N,milgin,хел
411,Hose::N,bragoù,шалвар
412,Gürtel::N,gouriz,чӏул
413,Mütze::N,boned,бармак
414,Mütze::N,boned,бапӏах
415,Schuh::N,botez,ботинка
416,Stiefel::N,botez,чекме
417,Ring::N,gwalenn,тупӏал
418,Band::N,bagad,тасма
419,Kamm::N,krib,регъ
420,Spiegel::N,melezour,гуьзгуь
421,Riemen::N,lerenn,къайиш
422,Schnur::N,kordenn,еб
423,Leine::N,roll,
424,Decke::N,golo,яргъан
425,Kissen::N,goubenner,хъуьцуьган
426,Tuch::N,mezher,шал
427,Handtuch::N,toailhon,дасмал
428,Kraft::N,nerzh,гуж
429,Stärke::N,nerzhder,къуват
430,Gesundheit::N,yec'hed,сагъвал
431,Krankheit::N,klañved,тӏал
432,Schmerz::N,poan,тӏал
433,Schmerz::N,poan,тӏарвал
434,Schmerz::N,droug,тӏал
435,Schmerz::N,droug,тӏарвал
436,Wunde::N,gloazadenn,хер
437,Fieber::N,terzhienn,ифин
438,Arznei::N,louzoù,дарман
439,Brücke::N,pont,муьгъ
440,Brunnen::N,puñs,къуй
441,Weide::N,prad,уьруьш
442,Pfad::N,gwenodenn,рехъ
443,Weg::N,hent,рехъ
444,Straße::N,ru,рехъ
445,Straße::N,hent,рехъ
446,Dorf::N,kêr,хуьр
447,Dorf::N,kêriadenn,хуьр
448,Stadt::N,kêr,шегьер
449,Brief::N,lizher,кагъаз
450,Buch::N,levr,улуб
451,Buchstabe::N,lizherenn,гьарф
452,Zeitung::N,kazetenn,газета
453,Leben::N,buhez,уьмуьр
454,Tod::N,marv,кьиникь
455,Grab::N,bez,сур
456,Kirche::N,iliz,килиса
457,Sünde::N,pec'hed,гунагь
458,Gott::N,doue,аллагь
459,Arbeiter::N,labourer,фяле
460,Arbeiter::N,micherour,фяле
461,Chef::N,penn,гьаким
462,Meister::N,mestr,устӏар
463,Arzt::N,mezeg,доктор
464,Arzt::N,medisin,доктор
465,Lehrer::N,skolaer,муаллим
466,Lehrer::N,kelenner,муаллим
467,Geld::N,arc'hant,пул
468,Geschäft::N,stal,
469,Laden::N,stal,магазин
470,Preis::N,priz,къимет
471,Ware::N,marc'hadourezh,мал
472,Ware::N,marc'hadourezh,товар
473,Nutzen::N,gounidegezh,хийир
474,Nutzen::N,gounidegezh,менфят
475,Nutzen::N,lañs,хийир
476,Nutzen::N,lañs,менфят
477,Nutzen::N,profit,хийир
478,Nutzen::N,profit,менфят
479,Nutzen::N,spleit,хийир
480,Nutzen::N,spleit,менфят
481,Reichtum::N,pinvidigezh,девлет
482,Welt::N,douar,дуьнья
483,Land::N,bro,уьлкве
484,Staat::N,stad,пачагьлугъ
485,Staat::N,stad,государство
486,König::N,roue,пачагь
487,Macht::N,galloud,власть
488,Grenze::N,harzoù,сергьят
489,Krieg::N,brezel,дяве
490,Feind::N,eneber,душман
491,Gewalt::N,tâerder,гуж
492,Kampf::N,kann,женг
493,Bogen[Waffe]::N,gwareg,чӏемерук
494,Pfeil::N,saezh,хьел
495,Gewehr::N,fuzuilh,тфенг
496,Fehler::N,fazi,гъалатӏ
497,Lüge::N,gaou,ттаб
498,Schaden::N,gwall,зиян
499,Schaden::N,gwall,зарар
500,Unglück::N,gwalleur,бала
501,Unglück::N,gwalleur,бедбахтвал
502,Schuld::N,kablusted,тахсир
503,Schuld::N,pec'hedigezh,тахсир
504,Alter::N,oad,яш
505,Schluss::N,diwezh,эхир
506,Zeit::N,amzer,вяде
507,Tag::N,deizh,югъ
508,Morgen::N,beure,пакама
509,Morgen::N,mintin,пакама
510,Mittag::N,kreisteiz,нисин
511,Abend::N,abardaez,няни
512,Nacht::N,noz,йиф
513,Woche::N,sizhun,гьафте
514,Monat::N,miz,варз
515,Jahr::N,bloaz,йис
516,Frühling::N,nevezamzer,гатфар
517,Sommer::N,hañv,гад
518,Herbst::N,diskaramzer,зул
519,Winter::N,goañv,кьуьд
520,Januar::N,Genver,январь
521,Februar::N,C'hwevrer,февраль
522,März::N,Meurzh,март
523,April::N,Ebrel,апрель
524,Mai::N,Mae,май
525,Juni::N,Mezheven,июнь
526,Juli::N,Gouhere,июль
527,August::N,Eost,август
528,September::N,Gwengolo,сентябрь
529,Oktober::N,Here,октябрь
530,November::N,Du,ноябрь
531,Dezember::N,Kerzu,декабрь
532,Montag::N,Lun,ислен
533,Dienstag::N,Meurzh,саласа
534,Mittwoch::N,Merc'her,арбе
535,Donnerstag::N,Yaou,хемис югъ
536,Freitag::N,Gwener,жуьмя
537,Freitag::N,Gwener,жуьмя югъ
538,Samstag::N,Sadorn,киш
539,Sonntag::N,Sul,гьяд
540,groß::A,bras,еке
541,groß::A,bras,чӏехи
542,klein::A,bihan,гъвечӏи
543,lang::A,hir,яргъи
544,kurz::A,berr,куьруь
545,breit::A,ledan,гьяркьуь
546,schmal::A,strizh,гуьтӏуь
547,dicht::A,stank,къалин
548,dick[Gegenstand]::A,tev,
549,dünn::A,moan,кьелечӏ
550,fein::A,munut,шуькӏуь
551,fest::A,start,кӏеви
552,flach::A,plaen,кьулу
553,glatt::A,lintr,цӏалцӏам
554,glatt::A,levn,цӏалцӏам
555,hart::A,kalet,кӏеви
556,weich::A,blot,хъуьтуьл
557,rund::A,ront,элкъвей
558,spitz::A,poentet,хци
559,scharf::A,dremm,хци
560,stumpf::A,talsoc'h,къуьруь
561,schwer::A,pounner,залан
562,schön::A,kaer,иер
563,heiß::A,tomm,кудай
564,warm::A,tomm,чими
565,kalt::A,yen,мекьи
566,kühl::A,yen,къайи
567,frisch::A,fresk,таза
568,frisch::A,fresk,михьи
569,feucht::A,gleb,ламу
570,nass::A,gleb,кьежей
571,trocken::A,sec'h,кьуру
572,voll::A,leun,ацӏай
573,leer::A,goullo,буш
574,leer::A,goullo,ичӏи
575,offen::A,digor,ахъа
576,geschlossen::A,serr,кӏеви
577,sauber::A,naet,михьи
578,schmutzig::A,lous,чиркин
579,schmutzig::A,lous,кьацӏай
580,roh::A,kriz,чиг
581,roh::A,kriz,ицӏи
582,reif::A,darev,дигмиш хьайи
583,lecker::A,lipous,дадлу
584,lecker::A,saourus,дадлу
585,süß::A,dous,ширин
586,bitter::A,c'hwerv,туькьуьл
587,sauer::A,trenk,цуру
588,hell::A,sklaer,экуь
589,dunkel::A,teñval,мичӏи
590,schwarz::A,du,чӏулав
591,weiß::A,gwenn,лацу
592,rot::A,ruz,яру
593,gelb::A,melen,хъипи
594,blau::A,glas,вили
595,grün::A,gwer,къацу
596,grau::A,louet,рехи
597,bunt::A,liesliv,цӏару
598,bunt::A,liesliv,яру-цӏару
599,billig::A,marc'had-mat,ужуз
600,teuer::A,ker,багьа
601,wertvoll::A,prizius,масан
602,blind::A,dall,буьркьуь
603,taub::A,bouzar,биши
604,kräftig::A,start,гужлу
605,stark::A,kreñv,къуватлу
606,schwach::A,gwan,такьатсуз
607,fett::A,lard,куьк
608,schlank::A,sinkl,шумал
609,hübsch::A,koant,гуьрчег
610,böse::A,gwall,пис
611,dumm::A,glep,ахмакь
612,faul::A,lezirek,тенпел
613,fleißig::A,studius,сяй ийидай
614,fleißig::A,studius,сяйи ийидай
615,geizig::A,tost,мискьи
616,klug::A,speredek,акьуллу
617,geschickt::A,dornet,магьир
618,lieb::A,koant,играми
619,lustig::A,laouen,шад
620,sanft::A,flour,назик
621,sanft::A,flour,милайим
622,hungrig::A,marnaon,гишин
623,krank::A,klañv,кефсуз
624,nackt::A,noazh,кьецӏил
625,traurig::A,trist,пашман
626,lebendig::A,bev,ччан алай
627,gut::A,mad,хъсан
628,gut::A,mad,вижевай
629,schlecht::A,fall,пис
630,schlecht::A,gwall,пис
631,richtig::A,reizh,дуьз
632,schlimm::A,gwall,нифретлу
633,wahr::A,gwir,гьакъикъи
634,alt::A,kozh,эски
635,alt::A,kozh,куьгьне
636,neu::A,nevez,цӏийи
637,ehemalig::A,kozh,виликан
638,alt[Lebewesen]::A,kozh,кьуьзуь
639,jung::A,yaouank,жегьил
640,arm::A,paour,кесиб
641,reich::A,pinvidik,девлетлу
642,bekannt::A,anavezet,чидай
643,berühmt::A,brudet,машгьур
644,fremd::A,dizanav,ччара
645,verschieden::A,disheñel,жуьреба-жуьре
646,nah::A,nes,мукьвал
647,fern::A,diabell,яргъал
648,linker::A,kleiz,чапла
649,rechter::A,dehoù,эрчӏи
650,anderer::A,all,маса
651,anderer::A,all,муькуь
652,erster::A,kentañ,сад лагьай
653,zweiter::A,eil,кьвед лагьай
654,dritter::A,trede,пуд лагьай
655,letzter::A,diwezhañ,эхиримжи
656,allein::ADV,e-unan,кьилди
657,auf einmal::ADV,ar un dro,
658,zusammen::ADV,asambles,санал
659,lange::ADV,pell,яргъалди
660,plötzlich::ADV,en un taol,садлагьана
661,sofort::ADV,diouzhtu,гьасятда
662,später::ADV,diwezhatoc'h,гуьгъуьнлай
663,jetzt::ADV,bremañ,гила
664,heute::ADV,hiziv,къе
665,morgen::ADV,arc'hoazh,пака
666,bald::ADV,hepdale,мукьва
667,bald::ADV,hepdale,мукьвара
668,dann::ADV,a-c'houde,ахпа
669,gestern::ADV,dec'h,накь
670,einst::ADV,gwechall,садра
671,damals::ADV,neuze,а чӏавуз
672,danach::ADV,goude,ахпа
673,vorher::ADV,diagent,вилик
674,zuerst::ADV,da gentañ,сифте
675,einmal::ADV,ur wech,садра
676,manchmal::ADV,a-wechoù,гагь-гагь
677,oft::ADV,alies,гзаф вахтара
678,immer::ADV,atav,гьамиша
679,immer::ADV,bepred,гьамиша
680,niemals::ADV,gwech ebet,са чӏавузни
681,niemals::ADV,gwech ebet,са вахтундани
682,hier::ADV,amañ,ина
683,hierhin::ADV,dre amañ,иниз
684,von hier::ADV,alemañ,инай
685,dort::ADV,aze,ана
686,dort::ADV,ahont,ана
687,dorthin::ADV,di,аниз
688,dorthin::ADV,aze,аниз
689,dorthin::ADV,ahont,аниз
690,geradeaus::ADV,war-eeun,дуьз
691,vorwärts::ADV,war-raok,вилик
692,vorwärts::ADV,war-raok,виликди
693,rückwärts::ADV,war-lerc'h,кьулухъ
694,zurück::ADV,war-dreñv,
695,unten::ADV,en traoñ,агъада
696,hinab::ADV,a-izel,агъуз
697,oben::ADV,en nec'h,винел
698,hinauf::ADV,e-krec'h,виниз
699,überall::ADV,dre-holl,вирина
700,nicht::ADV,ne ... ket,ваъ
701,ein wenig::ADV,un tammig,са тӏимил
702,kaum::ADV,a-boan,жизви
703,sehr::ADV,-tre,лап
704,sehr::ADV,-kenañ,лап
705,so::ADV,evel-se,икӏ
706,noch::ADV,c'hoazh,гьеле
707,nur::ADV,hepken,анжах
708,schon::ADV,dija,хъувуна
709,schon::ADV,dija,мадни дардиз
710,schon::ADV,dija,мадни гуьтӏуьз
711,schon::ADV,dija,мадни гуьтӏуь я
712,wieder::ADV,adarre,
713,vor::PRP,dirak,вилик
714,hinter::PRP,a-drek,кьулухъ
715,hinter::PRP,a-dreñv,кьулухъ
716,unter::PRP,dindan,кӏаник
717,durch::PRP,dre,арадай
718,durch::PRP,dre,-кай хкатна
719,neben::PRP,e-kichen,патав
720,neben::PRP,e-kichen,мукьув
721,zwischen::PRP,etre,ара
722,zwischen::PRP,etre,арада
723,wegen::PRP,abalamour da,гъиляй
724,dies::PRN,hemañ,и
725,dies::PRN,hemañ,им
726,das::PRN,se,а
727,das::PRN,se,ам
728,das::PRN,hennezh,а
729,das::PRN,hennezh,ам
730,alles::PRN,pep tra,вири
731,alles::PRN,pep tra,михьиз
732,ich::PRN,me,за
733,ich::PRN,me,зун
734,du::PRN,te,вун
735,er::PRN,eñ,ам
736,er::PRN,eñ,гьа
737,wir::PRN,ni,чун
738,ihr::PRN,c'hwi,куьн
739,sie::PRN,int,абур
740,was::FPRN,petra,вуч
741,wer::FPRN,piv,вуж
742,wo::FADV,pelec'h,гьина
743,wohin::FADV,da belec'h,гьиниз
744,wie::FADV,penaos,гьикӏ
745,warum::FADV,perak,вучиз
746,wieviel::FNUM,pet,шумуд
747,eins::NUM,unan,са
748,zwei::NUM,daou,кьвед
749,drei::NUM,tri,пуд
750,vier::NUM,pevar,кьуд
751,fünf::NUM,pemp,вад
752,sechs::NUM,c'hwec'h,ругуд
753,sieben::NUM,seizh,ирид
754,acht::NUM,eizh,муьжуьд
755,neun::NUM,nav,кӏуьд
756,zehn::NUM,dek,цӏуд
757,elf::NUM,unnek,цӏусад
758,zwölf::NUM,daouzek,цӏикьвед
759,zwanzig::NUM,ugent,къад
760,dreißig::NUM,tregont,къанницӏуд
761,vierzig::NUM,daou-ugent,яхцӏур
762,fünfzig::NUM,hanter-kant,яхцӏурни цӏуд
763,sechzig::NUM,tri-ugent,пудкъад
764,siebzig::NUM,dek ha tri-ugent,пудкъанни цӏуд
765,achtzig::NUM,pevar-ugent,кьудкъад
766,neunzig::NUM,dek ha pevar-ugent,кьудкъанни цӏуд
767,hundert::NUM,kant,виш
768,tausend::NUM,mil,агъзур
769,und::CNJ,ha,ва
770,oder::CNJ,pe,я
771,stehen::V,bezañ a-sav,акъвазун
772,sitzen::V,azezañ,ацукьун
773,sitzen::V,bezañ en e goazez,ацукьун
774,liegen::V,bezañ en e c'hourvez,къаткун
775,hängen::V,krougañ,куьрс хьун
776,werden::V,dazonet,хьун
777,passieren::V,c'hoarvezout,хьун
778,beginnen::V,stagañ,башламиш хьун
779,enden::V,achuiñ,куьтягь хьун
780,wechseln::V,cheñch,дегиш хьун
