,Concept_ID,ka,ab
1286,denken::V,აზროვნებს,азхəыцра
1287,glauben::V,სჯერა,ахаҵара
1288,bemerken::V,შენიშვნავს,агəаҭара
1289,erkennen::V,გამოიცნობს,адырра
1290,begreifen::V,გაიგებს,аилкаара
1291,verstehen::V,გაიგონებს,аҳара
1292,lernen::V,ისწავლის,аҵара
1293,wissen::V,ეცოდინება,адырра
1294,sich erinnern an::V,მოიგონებს,агəаларшəара
1295,sich erinnern an::V,გაიხსენებს,агəаларшəара
1296,vergessen::V,ივიწყებს,ахашҭра
1297,messen::V,ზომავს,ашəара
1298,zählen::V,ითვლის,аҧхьаӡара
1299,rechnen::V,გაიანგარიშებს,аҳасабра
1300,lesen::V,კითხულობს,аҧхьара
1301,malen::V,ხატავს,
1302,zeichnen::V,ხაზავს,
1303,schreiben::V,დაწერს,
1304,besitzen::V,ექნება,амазаара
1305,kaufen::V,ყიდულობს,Аахəара
1306,verkaufen::V,გაყიდის,аҭира
1307,bezahlen::V,გადაიხდის,ахҭынҵара
1308,bezahlen::V,გადაიხდის,ашəара
1309,zahlen::V,გადაიხდის,ашəара
1310,beherrschen::V,ფლობს,
1311,ertragen::V,მოითმენს,ачҳара
