,Concept_ID,te,bn
92,Moor::N,చిత్తడినేల,মাঠ
93,Wiese::N,పచ్చిక బయలు,তৃণভূমি
94,Wald::N,అడవి,বন
95,Hügel::N,చివ్నకొండ,পাহাড়
96,Anhöhe::N,కొండ,টিলা
97,Berg::N,పర్వతము,পর্বত
98,Gipfel::N,శిఖరము,শীর্ষ
99,Höhle::N,గుహ,গুহা
100,Abhang::N,ఏటవాలు,ঢাল
101,Quelle::N,మూలము,উৎস
102,Bach::N,కాలువ,ক্ষুদ্র নদী
103,Fluss::N,నది,নদী
104,Ufer::N,తీరము,উপকূল
105,Küste::N,తీరము,তীর
106,Festland::N,భూమి,ভূমি
107,Meer::N,సముద్రము,সমুদ্র
108,Bucht::N,మరుగు,উপসাগর
109,Insel::N,దీవి,দ্বীপ
110,Blume::N,పుష్పము,ফুল
111,Gras::N,పచ్చగడ్డి,ঘাস
112,Wurzel::N,వేరు,শিকড়
113,Baum::N,చెట్టు,গাছ
114,Stamm::N,చెట్టుబోదె,স্কন্ধ
115,Rinde::N,చెట్టుపట్ట,বল্কল
116,Ast::N,కొమ్మ,শাখা
117,Zweig::N,చివుకు,ডাল
118,Blatt::N,ఆకు,পর্ণ
119,Birke::N,తరహా చెట్టు,ভুর্জ
120,Kiefer[Baum]::N,దేవదారు చెట్టు,পাইন গাছ
121,Weide[Baum]::N,జాతిచెట్టు,উইলো
122,Tanne::N,దేవదారుచెట్టు,দেবদারূ গাছ
123,Horn::N,కొమ్ము,শিং
124,Feder::N,ఈక,পালক
125,Fell::N,తోలు,রোম
126,Flügel::N,ఱెక్క,ডানা
127,Klaue::N,వంకరగోరు,নখর
128,Kralle::N,వంకరగోరు,নখর
129,Schwanz::N,తోక,লেজ
130,Ei::N,గ్రుడ్డు,ডিম
131,Nest::N,పక్షిగూడు,কুলায়
132,Bau::N,గుహ,ডেরা
133,Tier::N,జంతువు,জন্তু
134,Herde::N,మంద,ঝাঁক
135,Kuh::N,ఆవు,গোরু
136,Bulle::N,గిత్త,বৃষ
137,Pferd::N,గుఱ్ఱము,ঘোড়া
138,Schaf::N,గొఱ్ఱె,ভেড়া
139,Schwein::N,పంది,শূকর
140,Hund::N,కుక్క,কুকুর
141,Katze::N,పిల్లి,বেড়াল
142,Bär::N,ఎలుగుబంటి,ভল্লুক
143,Eichhörnchen::N,ఉడుత,কাঠবিড়াল
144,Elch::N,కణంజు,হরিণবিশেষ
145,Fuchs::N,గుంటనక్క,পাঁতিশিয়াল
146,Hase::N,కుందేలు,শশক
147,Maus::N,చిట్టెలుక,নেংটি ইঁদুর
148,Wolf::N,తోడేలు,নেকড়ে
149,Vogel::N,పక్షి,পক্ষী
150,Schwarm::N,గుంపు,ঝাঁক
151,Huhn::N,కోడిపిల్ల,মোরগ
152,Hahn::N,కోడివుంజు,কুক্কুট
153,Gans::N,ఆడుబాతు,হংসী
154,Adler::N,గ్రద్ద,ইগল
155,Ente::N,పాట్టిబాతు,হংসী
156,Eule::N,గ్రుడ్లగూబ,পেচক
157,Kranich::N,కొంగ,সারস
158,Krähe::N,కాకి,কাক
159,Kuckuck::N,కోయల,কোকিল
160,Schwan::N,హంస,মরাল
161,Fisch::N,చేప,মাছ
162,Barsch::N,ఒకచేఁప,মৎন্যবিশেষ
163,Hecht::N,గండుమీను,বানমাছ
164,Schlange[Tier]::N,పాము,সর্প
165,Wurm::N,పురుగు,কীট
166,Spinne::N,సాలె పురుగు,মাকড়সা
167,Ameise::N,చీమ,পিপীলিকা
168,Laus::N,పేను,উকুন
169,Mücke::N,చీకటీగ,মশা
170,Fliege::N,ఈగ,মাছি
171,Schmetterling::N,సీతాకోకచిలుక,প্রজাপতি
172,Beere::N,కాయ,বেরি
173,Apfel::N,ఆపిల్ పండు,আপেল
174,Pilz::N,కుక్కగొడుగు,ছত্রক
175,Zwiebel::N,నీరుల్లి,পিয়াজ
176,Saat::N,విత్తనము,বীজ
177,Korn::N,గింజ,শস্য
178,Heu::N,ఎండుగడ్డి,খড়
179,Schale::N,పొట్టు,খোসা
180,Grube::N,గొయ్యి,গর্ত
181,Falle::N,బోను,ফাঁদ
182,Schlinge::N,ఉరి,পাশ
183,Spur::N,జాడ,চিহ্ন
184,Asche::N,బూడిద,ভস্ম
185,Dreck::N,ముఱికి,ময়লা
186,Eisen::N,ఇనుము,লোহা
187,Gold::N,బంగారము,স্বর্ণ
188,Silber::N,వెండి,রৌপ্য
189,Kohle::N,నేలబొగ్గు,অঙ্গার
190,Glas::N,గాజు,কাচ
191,Lehm::N,బంకమన్ను,মৃত্তিকা
192,Sand::N,ఇసుక,বালি
193,Mensch::N,నరుడు,নর
194,Mensch::N,నరుడు,মানুষ
195,Mann::N,పురుమడు,মানুষ
196,Frau::N,ఆడుది,নারী
197,Kind::N,బిడ్డ,বাচ্চা
198,Junge::N,బాలుడు,ছেলে
199,Mädchen::N,బాలిక,মেয়ে
200,Familie::N,కుటుంబము,পরিবার
201,Großvater::N,తాత,মাতামহ
202,Großmutter::N,అయ్యమ్మ,মাতামহী
203,Eltern::N,తల్లితండ్రులు,মাতাপিতা
204,Vater::N,తండ్రి,পিতা
205,Mutter::N,తల్లి,মাতা
206,Sohn::N,కొడుకు,ছেলে
207,Tochter::N,కూతురు,মেয়ে
208,Bruder::N,పోదరుడు,দাদা
209,Schwester::N,సోదరి,বোন
210,Schwester::N,సోదరి,দিদি
211,Onkel::N,మేనమామ,মামা
212,Tante::N,మేనత్త,মাসী
213,Tante::N,పినతల్లి,মাসী
214,Ehemann::N,భర్త,স্বামী
215,Ehefrau::N,భార్య,পত্নী
216,Freude::N,సంతోషము,উল্লাস
217,Gelächter::N,నవ్వు,হাসি
218,Glück::N,సంతోషము,সুখ
219,Kummer::N,దుఃఖము,দুঃখ
220,Wunsch::N,కోరిక,আকাঙ্ক্ষা
221,Lust::N,కోరిక,বাসনা
222,Geist::N,ఆత్మ,আত্না
223,Gedanke::N,ఆలోచన,চিন্তা
224,Gedächtnis::N,జ్ఞాపకము,স্মরণশক্তি
225,Verstand::N,మనస్సు,মন
226,Sinn::N,అర్థము,পদার্থ
227,Grund::N,కారణము,কারণ
228,Wahrheit::N,సత్యము,সত্য
229,Gespräch::N,పంభాషణ,কথাবার্তা
230,Märchen::N,అద్భుతకథ,রূপকথা
231,Erzählung::N,కథ,গল্প
232,Nachricht::N,వార్త,তথ্য
233,Neuigkeit::N,వార్త,খবরাখবর
234,Name::N,పేరు,নাম
235,Rätsel::N,చిక్కు,ধাঁধা
236,Rede::N,ఉపన్యాసము,বক্তৃতা
237,Sprache::N,భాష,ভাষা
238,Stimme::N,కంరథ్సని,স্বর
239,Wort::N,మాట,শব্দ
240,Zeichen::N,గుర్తు,প্রতীক
241,Ruf::N,పిలువు,ডাক
242,Lärm::N,సందడి,হৈচৈ
243,Laut::N,ధ్వని,ধ্বনি
244,Ton::N,స్వరము,স্বর
245,Lied::N,పాట,গান
246,Ruhe::N,గాలిలేమి,শান্তি
247,Leute::N,జనులు,প্রজাপুঞ্জ
248,Volk::N,జాతి,জাতি
249,Arbeit::N,పని,চাকরি
250,Gast::N,అతిధి,অতিথি
251,Geschenk::N,దానము,উপহার
252,Spiel::N,ఆట,খেলা
253,Gesellschaft::N,జట్టు,সঙ্গিগণ
254,Hilfe::N,సాహాయ్యము,সাহায্য
255,Freund::N,స్నేహితుడు,বন্ধু
256,Kamerad::N,చెలికాడు,সঙ্গী
257,Angelegenheit::N,విషయము,বিষয়
258,Anzahl::N,లెక్క,পরিমাণ
259,Art::N,జాతి,রকম
260,Stück::N,తునుక,টুকরো
261,Teil::N,భాగము,অংশ
262,Hälfte::N,సగము,অর্ধেক
263,Kreis::N,వృత్తము,বৃত্ত
264,Kreuz::N,సిలువ,ক্রুশ
265,Linie::N,గీత,রেখা
266,Strich::N,గీత,কষি
267,Abstand::N,సందు,ফাঁক
268,Entfernung::N,దూరము,ব্যবধান
269,Gegend::N,విస్తీర్ణము,ক্ষেত্র
270,Platz::N,ఎడము,জায়গা
271,Ort::N,స్థలము,স্থান
272,Seite::N,ప్రక్క,পার্শ্ব
273,Mitte::N,నడిమి,মধ্য
274,Gegenstand::N,పద్దు,জিনিস
275,Sache::N,వస్తువు,বস্তু
276,Rand::N,అంచు,কানা
277,Kante::N,అంచు,ধার
278,Ecke::N,మూల,কোণ
279,Spitze::N,మొన,ডগা
280,Ende::N,కొన,প্রান্ত
281,Loch::N,రంధ్రము,গর্ত
282,Winkel::N,కోణము,কোণ
283,Muster::N,మాదిరి,নমুন্
284,Größe::N,పరిమాణము,আয়তন
285,Länge::N,పొడుగు,দৈর্ঘ্য
286,Höhe::N,పొడుగు,উচ্চতা
287,Gewicht::N,భారము,ওজন
288,Menge::N,మొత్తము,পরিমাণ
289,Haufen::N,రాశి,পুঞ্জ
290,Reihe::N,వరుస,শ্রেণী
291,Boot::N,పడవ,নৌকা
292,Ruder::N,అడక,দাঁড়
293,Schlitten::N,సరవండ్లు,স্নেজ্-গাড়ি
294,Ski::N,స్కీ,শী
295,Lagerfeuer::N,నెగడు,অগ্নি
296,Last::N,బరువు,বোঝা
297,Gang::N,నడక,হণ্টন
298,Schritt::N,అడుగు,পদ
299,Norden::N,ఉత్తరదిక్కు,উত্তরদিক্
300,Süden::N,దక్షిణము,দক্ষিণদিক
301,Westen::N,పడమర,পশ্চিমদিক্
302,Osten::N,తూర్పు,পূর্বদিক
303,Holz::N,కొయ్య,কাঠ
304,Brett::N,పలక,তক্তা
305,Platte::N,పలక,ফলক
306,Stütze::N,వాల్సేడ్లు,নাগদণ্ড
307,Stange::N,స్తంభము,দণ্ড
308,Stock::N,కఱ్ఱ,ছড়ি
309,Stab::N,కఱ్ఱ,যষ্টি
310,Rohr::N,గొట్టము,নল
311,Haus::N,ఇల్లు,ঘর
312,Heim::N,స్వగృహము,বাসা
313,Ofen::N,పొయ్యి,স্টোভ্
314,Fußboden::N,నేల,গহতল
315,Tisch::N,మేజా,মেজ
316,Tisch::N,మేజా,টেবিল
317,Stuhl::N,కుర్చీ,চেয়ার
318,Stuhl::N,కుర్చీ,কেদারা
319,Wiege::N,ఉయ్యాల,দোলনা
320,Bett::N,పడక,শয্যা
321,Bett::N,మంచం,শয্যা
322,Regal::N,అటక,তাক
323,Kiste::N,వెట్టె,বাক্স
324,Fenster::N,కిటికి,জানালা
325,Tür::N,ద్వారము,দ্বার
326,Tor::N,ద్వారము,দ্বার
327,Zaun::N,కంచె,বেড়া
328,Dach::N,ఇంటివైకప్పు,ছাদ
329,Leiter::N,నిచ్చెన,মই
330,Besen::N,చీపురుకట్ట,গুল্মবিশেষ
331,Spaten::N,పాఱ,কোদাল
332,Schaufel::N,పాఱ,বেলচা
333,Gabel::N,ముండ్లగరిటె,কাঁটা
334,Löffel::N,గరిటె,চামচ
335,Messer::N,కత్తి,ছুরি
336,Nagel::N,మేకు,পেরেক
337,Netz::N,వల,জাল
338,Haken::N,కొక్కెము,কাচি
339,Griff::N,పిడి,হাতল
340,Schloss::N,తాళము,তালা
341,Bild::N,చిత్రము,ছবি
342,Bild::N,చిత్రము,চিত্র
343,Figur::N,రూపము,আকার
344,Puppe::N,బొమ్మ,পুতুল
345,Beutel::N,సంచి,বটুয়া
346,Bündel::N,మూట,আঁটি
347,Tasche::N,సంచి,থলি
348,Eimer::N,చేద,বাল্তি
349,Deckel::N,మూత,আবরণ
350,Geschirr::N,వంటకాలు,থালা-বাসন
351,Sack::N,గోనెసంచి,বস্তা
352,Tasse::N,గిన్నె,কাপ
353,Topf::N,కుండ,পাত্র
354,Kessel::N,నీరుకాచుపాత్ర,কেটলি
355,Essen::N,ఆహారము,আহার
356,Nahrung::N,ఆహారము,খাদ্য
357,Speise::N,ఆహారము,খাদ্য
358,Fleisch::N,మాంసము,মাংস
359,Getreide::N,ధాన్యము,শস্য
360,Brei::N,గుజ్జు,মণ্ড
361,Brot::N,రొట్టె,রুটি
362,Scheibe::N,బద్ద,ফালি
363,Fett::N,క్రొవ్వు,মেদ
364,Butter::N,వెన్న,মাখন
365,Öl::N,నూనె,তৈল
366,Salz::N,ఉప్పు,নুন
367,Suppe::N,చారు,শুরুয়া
368,Honig::N,తెనె,মধু
369,Milch::N,పాలు,দুধ
370,Tee::N,తేనీరు,চা
371,Leder::N,బాగుచేసివతోలు,পাকা চামড়া
372,Wolle::N,ఉన్ని,পশম
373,Stoff::N,బట్ట,বস্ত্র
374,Nadel::N,సూది,সুচ
375,Faden::N,దారము,সূত্র
376,Knopf::N,బొత్తాము,বোতাম
377,Knoten::N,ముడి,গিঁট
378,Farbe::N,రంగు,রং
379,Kleidung::N,బట్టలు,কাপড়
380,Hemd::N,చొక్కాయ,শার্ট
381,Kragen::N,మాల,গলবন্ধ
382,Ärmel::N,చొక్కాయచెయ్యి,আস্তিন্
383,Hose::N,ఇజారు,ট্রাউজার
384,Gürtel::N,పటకా,কটিবন্ধ
385,Mütze::N,టోపి,টুপি
386,Schuh::N,పాదరక్ష,জুতো
387,Stiefel::N,బూటు,বুট
388,Ring::N,ఉంగరము,আংটি
389,Band::N,నాడా,ফিতা
390,Kamm::N,దువ్వెన,চিরুনি
391,Spiegel::N,అద్దము,আয়না
392,Riemen::N,వాడా,চাবুক
393,Schnur::N,దారము,দড়ি
394,Leine::N,వారు,শিকল
395,Decke::N,కంబళి,কম্বল
396,Kissen::N,తలగడ,উপাধান
397,Tuch::N,బట్ట,বস্ত্র
398,Handtuch::N,తువాలు,তোয়ালে
399,Kraft::N,బలము,জোর
400,Stärke::N,శక్తి,শক্তি
401,Gesundheit::N,ఆరోగ్యము,স্বাস্থ্য
402,Krankheit::N,రోగము,অসুখ
403,Krankheit::N,రోగము,ব্যামো
404,Schmerz::N,నొప్పి,যন্ত্রণা
405,Wunde::N,గాయము,ক্ষত
406,Fieber::N,జ్వరము,জ্বর
407,Arznei::N,మందు,ঔষধ
408,Brücke::N,వంతెన,সেতু
409,Brunnen::N,బావి,কূপ
410,Brunnen::N,కూపము,কূপ
411,Brunnen::N,నుయ్యి,কূপ
412,Weide::N,పచ్చికబయలు,পশুচারণভূমি
413,Pfad::N,కాలిత్రోవ,পথ
414,Weg::N,మార్గము,পথ
415,Straße::N,బాట,রাস্তা
416,Dorf::N,గ్రామము,গ্রাম
417,Stadt::N,పట్టణము,শহর
418,Brief::N,జాబు,চিঠি
419,Buch::N,పుస్తకము,বই
420,Buchstabe::N,అక్షరము,অক্ষর
421,Zeitung::N,వార్తాపత్రిక,সংবাদপত্র
422,Leben::N,ప్రాణము,জীবন
423,Tod::N,మరణము,মৃত্যু
424,Grab::N,సమాధి,কবর
425,Kirche::N,క్రెస్తవులగుడి,গির্জা
426,Sünde::N,పాపము,পাপ
427,Gott::N,దేవుడు,দেবতা
428,Arbeiter::N,పనిపాటుచేశేవాడు,শ্রমিক
429,Chef::N,యజమానుడు,নেতা
430,Meister::N,కళాకారుడు,ব্যক্তি
431,Arzt::N,వైద్యుడు,চিকিৎসক
432,Lehrer::N,ఉపాధ్యాయుడు,অধ্যাপক
433,Geld::N,ద్రవ్యము,মুদ্রা
434,Geld::N,ద్రవ్యము,টাকাপয়সা
435,Geschäft::N,వ్యాపారము,ব্যস্ততা
436,Laden::N,అంగడి,দোকান
437,Preis::N,వెల,মূল্য
438,Ware::N,సరకులు,পণ্যদ্রব্য
439,Nutzen::N,ప్రయోజనము,সুবিধা
440,Reichtum::N,ధనము,ধনদৌলত
441,Welt::N,ప్రపంచము,জগৎ
442,Land::N,దేశము,খেত
443,Staat::N,రాజ్యము,রাষ্ট্র
444,König::N,రాజు,রাজা
445,Macht::N,అధికారము,প্রভাব
446,Grenze::N,సరిహద్దు,সীমা
447,Krieg::N,యుద్ధము,যুদ্ধ
448,Feind::N,శత్రువు,শত্রু
449,Gewalt::N,దౌర్జన్యము,জোর
450,Kampf::N,పోట్లాట,লড়াই
451,Bogen[Waffe]::N,విల్లు,ধনুক
452,Pfeil::N,బాణము,বাণ
453,Gewehr::N,తుపాకి,বন্দুক
454,Fehler::N,తప్ప,ভুল
455,Lüge::N,అసత్యము,মিথ্যা
456,Schaden::N,నష్టము,ক্ষতি
457,Unglück::N,దురదృష్టము,দুর্ভাগ্য
458,Schuld::N,తప్పు,অপরাধ
459,Alter::N,వయస్సు,আয়ু
460,Schluss::N,ముగింపు,শেষ
461,Zeit::N,కాలము,সময়
462,Tag::N,దినము,দিন
463,Morgen::N,ఉదయము,সকাল
464,Mittag::N,మధ్యాహ్నము,মধ্যাহু
465,Abend::N,సాయంకాలము,সন্ধ্যা
466,Nacht::N,రత్రి,রাত্রি
467,Woche::N,వారము,সপ্তাহ
468,Monat::N,నెల,মাস
469,Jahr::N,సంవత్సరము,সৌরবর্ষ
470,Frühling::N,వసంతకాలము,বসন্তকাল
471,Sommer::N,వేసవికాము,গ্রীষ্মকাল
472,Herbst::N,ఆకురాలుకాలము,শরংঋতু
473,Winter::N,శీతకాలము,শীতকাল
474,Januar::N,జనవరి,জানুয়ারী
475,Februar::N,ఫిబ్రవరి,ফেব্রুয়ারী
476,März::N,మార్చి,মার্চ
477,April::N,ఏప్రిలు,এপ্রিল
478,Mai::N,మే,মে
479,Juni::N,జూన్,জুন
480,Juli::N,జూలై,জুলাই
481,August::N,ఆగస్టు,অগাস্ট
482,September::N,సెప్ఠెంబరు,সেপ্টেম্বর
483,Oktober::N,అక్టోబరు,অক্টোবর
484,November::N,నవంబరు,নভেম্বর
485,Dezember::N,డిసెంబర్,ডিসেম্বর
486,Montag::N,సోమవారము,সোমবার
487,Dienstag::N,మంగళవారము,মঙ্গলবার
488,Mittwoch::N,బుధవారము,বুধবার
489,Donnerstag::N,గురువారము,বৃহম্পতিবার
490,Freitag::N,శుక్రవారము,শুক্রবার
491,Samstag::N,శనివారము,শনিবার
492,Sonntag::N,ఆదివారము,রবিবার
493,groß::A,గొప్పైన,বৃহৎ
494,klein::A,చిన్న,ছোট
495,lang::A,పొడుగాటి,দীর্ঘ
496,kurz::A,పొట్టి,খর্ব
497,kurz::A,పొట్టి,হ্রস্ব
498,breit::A,వెడల్పైన,চওড়া
499,schmal::A,ఇఱుకైన,সরু
500,dicht::A,దట్టమైన,ঘন
501,dick[Gegenstand]::A,దట్టమైన,পুরু
502,dünn::A,పలుచని,কৃশ
503,fein::A,నాజాకైన,সূক্ষ্ম
504,fest::A,దృడమైవ,দৃঢ়
505,flach::A,చదువైన,সমতল
506,glatt::A,నున్నని,মসৃণ
507,hart::A,కఠినమైన,শক্ত
508,weich::A,మృదువైన,নরম
509,rund::A,గుండ్రని,গোলাকার
510,spitz::A,మొనగల,তীক্ষ্ন
511,scharf::A,పదనైన,শাণিত
512,stumpf::A,వాడిలేని,ভোঁতা
513,schwer::A,బరువ్తెన,ভারী
514,schön::A,సుందరమైన,সুন্দর
515,heiß::A,వేడియైన,গরম
516,warm::A,వెచ్చని,ঈষদুষ্ণ
517,kalt::A,చల్లని,ঠাণ্ডা
518,kühl::A,చల్లని,শীতল
519,frisch::A,తాజాయైన,তাজা
520,feucht::A,చెమ్మగానున్న,ভিজা
521,nass::A,తడిగామన్న,ভিজা
522,trocken::A,ఎండిన,শুষ্ক
523,voll::A,నిండు,পূর্ণ
524,leer::A,శూన్యమైన,খালি
525,offen::A,తెఱచియున్న,খোলা
526,geschlossen::A,మూసిన,বন্ধ
527,sauber::A,పరిశుద్ధమైన,নির্মল
528,schmutzig::A,ముఱికియైన,নোংরা
529,roh::A,పచ్చి,কাঁচা
530,reif::A,పండివ,পাকা
531,lecker::A,రుచి గల,সুস্বাদ
532,süß::A,తియ్యని,মিষ্ট
533,bitter::A,చేదైన,তিক্ত
534,sauer::A,పుల్లని,টক
535,hell::A,కాంతిగల,উজ্জ্বল
536,dunkel::A,చీకటియైన,অন্ধকারময়
537,schwarz::A,నల్లని,কালো
538,weiß::A,తెలుపు,সাদা
539,rot::A,ఎఱ్ఱని,লাল
540,gelb::A,పసుపు పచ్చ,হলদে
541,blau::A,నీలవర్ణము,নীল
542,grün::A,ఆకుపచ్చని,সবুজ
543,grau::A,నెరిసిన,ছাই-রঙা
544,bunt::A,రంగేలీ,রঙিন
545,billig::A,చౌకయైన,সস্তা
546,teuer::A,వెలపొడుగైన,আক্রা
547,wertvoll::A,విలుప్తెన,মহার্ঘ
548,blind::A,గ్రుడ్డి,কানা
549,taub::A,చెవిటి,বধির
550,kräftig::A,శక్తి గల,বিশাল
551,stark::A,బలమైన,শক্তিশালী
552,schwach::A,బలహీనమైన,দুর্বল
553,fett::A,క్రొవ్విన,মোটা
554,schlank::A,సన్నని,কৃশ
555,hübsch::A,సాగప్తెన,সুন্দর
556,böse::A,చెడ్డ,খারাপ
557,dumm::A,తెలివిలేని,মূর্খ
558,faul::A,సోమరియైన,শ্রমবিমুখ
559,fleißig::A,శ్రద్దగల,পরিশ্রমী
560,geizig::A,పిసినారియైన,ব্যয়কুণ্ঠ
561,klug::A,తెలివిగల,দক্ষ
562,geschickt::A,నిపుణతగల,পটু
563,lieb::A,ప్రియమైన,প্রেয়
564,lustig::A,ఉల్లాసము గల,প্রফুল্ল
565,sanft::A,సాధువైన,নম্র
566,hungrig::A,ఆకలిగొనిన,ক্ষুধার্ত
567,krank::A,వ్యాధిగల,অসুস্থ
568,nackt::A,దిగంబరమైన,উলঙ্গ
569,traurig::A,విచారముగల,দুঃখিত
570,lebendig::A,ప్రాణముతో నున్న,জীবিত
571,gut::A,మంచి,ভালো
572,schlecht::A,చెడ్డ,মন্দ
573,richtig::A,సరియైన,ঠিক
574,schlimm::A,అసహ్యమైన,কদর্য
575,wahr::A,నిజమైన,বাস্তব
576,alt::A,ముసలి,পুরাতন
577,neu::A,క్రొత్త,নব
578,neu::A,క్రొత్త,নূতন
579,ehemalig::A,పూర్వపు,পূর্বকালীন
580,alt[Lebewesen]::A,ముసలి,বৃদ্ধ
581,jung::A,పసి,তরুণ
582,arm::A,బీద,ক্ষুদ্র
583,reich::A,ధనవంతుడైన,ধনবান্
584,bekannt::A,తెలిసిన,সুপরিচিত
585,berühmt::A,ప్రపిద్దికెక్కివ,বিখ্যাত
586,fremd::A,అన్యమైన,বিদেশি
587,verschieden::A,భేదమైన,বিসদৃশ
588,nah::A,దగ్గఱనున్న,নিকটবতী
589,fern::A,దూరమందున్న,দুরবতী
590,linker::A,ఎడమప్రక్కగ,বাম
591,rechter::A,కుడి,ডান
592,rechter::A,కుడి,ডাইন
593,anderer::A,వేఱ్తెన,অন্যতর
594,erster::A,మొదటి,প্রথম
595,zweiter::A,రెండన,দ্বিতীয়
596,dritter::A,మూడో,তৃতীয়
597,letzter::A,కడపటి,সর্বশেষ
598,allein::ADV,ఒంటిగా,একক
599,auf einmal::ADV,హరాత్తుగ,জলদি
600,zusammen::ADV,కలిసి,একসঙ্গে
601,lange::ADV,బహుకాలము,লম্বা
602,plötzlich::ADV,హరాత్తుగ,হঠাৎ
603,sofort::ADV,తక్షణము,মুহ্ণর্তমধ্যে
604,später::ADV,ఇటీవలి,পশ্চাতে
605,jetzt::ADV,ఇప్పుడు,এখন
606,heute::ADV,నేడు,আজ
607,morgen::ADV,ఱేపు,আগামিকাল
608,bald::ADV,శీఘ్రముగ,অস্পকালমধ্যে
609,dann::ADV,అప్పుడు,তখন
610,gestern::ADV,నిన్నటి దినము,গতকাল
611,einst::ADV,పూర్వమొకప్పుడు,একবার মাত্র
612,damals::ADV,అప్పుడు,তখন
613,danach::ADV,అప్పుడు,পরে
614,vorher::ADV,ఎదుట,আগে
615,zuerst::ADV,మొదటిలో,আগে
616,einmal::ADV,ఒకసారి,একবার
617,manchmal::ADV,అప్పటప్పటికి,কখনও কখনও
618,oft::ADV,తఱచుగా,ঘনঘন
