,Concept_ID,sah,sv
74,Welle::N,балхаан,bölja
75,Wasser::N,уу,vatten
76,Stein::N,таас,sten
77,Boden::N,сир,mark
78,Erde::N,буор,jord
79,Staub::N,быыл,damm
80,Rauch::N,буруо,rök
81,Funke::N,кыым,gnista
82,Feuer::N,уот,eld
83,Licht::N,уот,ljus
84,Schatten::N,күлүк,skugga
85,Wetter::N,күн-дьыл,väder
86,Nebel::N,туман,dimma
87,Nebel::N,туман,töcken
88,Wolke::N,былыт,sky
89,Wolke::N,былыт,moln
90,Regen::N,самыыр,regn
91,Schnee::N,хаар,snö
92,Eis::N,муус,is
93,Frost::N,тымныы,frost
94,Kälte::N,тымныы,köld
95,Hitze::N,куйаас,hetta
96,Raureif::N,кырыа,rimfrost
97,Regenbogen::N,кустук,regnbåge
98,Donner::N,этиҥ,åska
99,Donner::N,этиҥ,dunder
100,Strömung::N,сүүрүк,strömning
101,Tropfen::N,таммах,dropper
102,Tropfen::N,хааппыла,dropper
103,Schaum::N,күүгэн,skum
104,Schmutz::N,кир,lort
105,Schmutz::N,кир,smuts
106,See::N,күөл,sjö
107,Sumpf::N,бадараан,träsk
108,Moor::N,дьэбэрэ,myr
109,Moor::N,дьэбэрэ,mosse
110,Wiese::N,ходуһа,äng
111,Wald::N,ойуур,skog
112,Hügel::N,булгунньах,höjd
113,Hügel::N,булгунньах,kulle
114,Anhöhe::N,үрдэл,höjd
115,Anhöhe::N,үрдэл,backe
116,Berg::N,хайа,berg
117,Berg::N,хайа,fjäll
118,Gipfel::N,чыпчаал,topp
119,Höhle::N,хайа_хаспаҕа,håla
120,Höhle::N,хайа_хаспаҕа,grotta
121,Höhle::N,көҥүс,håla
122,Höhle::N,көҥүс,grotta
123,Abhang::N,эниэ,slänt
124,Abhang::N,эниэ,sluttning
125,Quelle::N,дьүүктэ,källa
126,Bach::N,үрүйэ,bäck
127,Fluss::N,өрүс,älv
128,Fluss::N,өрүс,flod
129,Ufer::N,биэрэк,strand
130,Küste::N,кытыл,kust
131,Festland::N,кураанах сир,fastland
132,Meer::N,муора,hav
133,Bucht::N,хомо,vik
134,Bucht::N,хомо,bukt
135,Bucht::N,бухта,vik
136,Bucht::N,бухта,bukt
137,Insel::N,арыы,ö
138,Blume::N,сибэкки,blomma
139,Blume::N,сибэкки,blomster
140,Gras::N,от,gräs
141,Wurzel::N,силис,rot
142,Baum::N,мас,träd
143,Stamm::N,умнас,stam
144,Rinde::N,хатырык,bark
145,Ast::N,мутук,gren
146,Zweig::N,лабаа,kvist
147,Blatt::N,сэбирдэх,löv
148,Blatt::N,сэбирдэх,blad
149,Birke::N,хатыҥ,björk
150,Kiefer[Baum]::N,бэс,tall
151,Weide[Baum]::N,үөт,pil
152,Weide[Baum]::N,үөт,vide
153,Weide[Baum]::N,талах,pil
154,Weide[Baum]::N,талах,vide
155,Tanne::N,харыйа,gran
156,Horn::N,муос,horn
157,Feder::N,куорсун,fjäder
158,Fell::N,тирии,fäll
159,Fell::N,тирии,skinn
160,Flügel::N,кынат,vinge
161,Klaue::N,тыҥырах,klöv
162,Kralle::N,баппаҕай,klo
163,Schwanz::N,кутурук,svans
164,Schwanz::N,кутурук,stjärt
165,Ei::N,сымыыт,ägg
166,Nest::N,уйа,rede
167,Nest::N,уйа,näste
168,Bau::N,хороон,bo
169,Tier::N,кыыл,djur
170,Tier::N,харамай,djur
171,Herde::N,үөр,flock
172,Kuh::N,ынах,ko
173,Bulle::N,оҕус,tjur
174,Pferd::N,сылгы,häst
175,Schaf::N,овца,får
176,Schwein::N,сибиинньэ,svin
177,Hund::N,ыт,hund
178,Katze::N,куоска,katt
179,Bär::N,эһэ,björn
180,Eichhörnchen::N,тииҥ,ekorre
181,Elch::N,тайах,älg
182,Fuchs::N,саһыл,räv
183,Hase::N,куобах,hare
184,Maus::N,кутуйах,mus
185,Wolf::N,бөрө,varg
186,Vogel::N,көтөр,fågel
187,Schwarm::N,бөлөх,svärm
188,Huhn::N,куурусса,höns
189,Hahn::N,бөтүүк,tupp
190,Gans::N,хаас,gås
191,Adler::N,хотой,örn
192,Ente::N,кус,anka
193,Eule::N,мэкчиргэ,uggla
194,Kranich::N,туруйа,trana
195,Krähe::N,тураах,kråka
196,Kuckuck::N,кэҕэ,gök
197,Schwan::N,куба,svan
198,Fisch::N,балык,fisk
199,Barsch::N,алыһар,abborre
200,Hecht::N,сордон,gädda
201,Schlange[Tier]::N,моҕой,orm
202,Schlange[Tier]::N,эриэн үөн,orm
203,Wurm::N,үөн,mask
204,Spinne::N,ооҕуй,spindel
205,Ameise::N,кымырдаҕас,myra
206,Laus::N,быт,lus
207,Mücke::N,кумаар,mygga
208,Fliege::N,сахсырҕа,fluga
209,Schmetterling::N,лыах,fjäril
210,Schmetterling::N,үрүмэччи,fjäril
211,Beere::N,отон,bär
212,Apfel::N,яблоко,äpple
213,Pilz::N,тэллэй,svamp
214,Zwiebel::N,луук,lök
215,Saat::N,сиэмэ,sådd
216,Korn::N,сиэмэ,korn
217,Heu::N,от,hö
218,Schale::N,хах,skal
219,Grube::N,дьаама,grop
220,Falle::N,сохсо,fälla
221,Schlinge::N,уктаа,snara
222,Spur::N,суол,spår
223,Asche::N,күл,aska
224,Dreck::N,бадараан,lort
225,Eisen::N,тимир,järn
226,Gold::N,көмүс,guld
227,Gold::N,кыһыл көмүс,guld
228,Silber::N,көмүс,silver
229,Silber::N,үрүҥ көмүс,silver
230,Kohle::N,чох,kol
231,Glas::N,өстүөкүлэ,glas
232,Lehm::N,туой,lera
233,Sand::N,кумах,sand
234,Mensch::N,киһи,människa
235,Mann::N,эр,man
236,Frau::N,дьахтар,kvinna
237,Kind::N,оҕо,barn
238,Junge::N,уол,pojke
239,Mädchen::N,кыыс оҕо,flicka
240,Familie::N,кэргэн,familj
241,Großvater::N,эһэ,morfar
242,Großmutter::N,эбэ,farmor
243,Eltern::N,аҕа-ийэ,föräldrar
244,Vater::N,аҕа,far
245,Mutter::N,ийэ,mor
246,Sohn::N,уол,son
247,Tochter::N,кыыс,dotter
248,Bruder::N,убай,bror
249,Bruder::N,быраат,bror
250,Schwester::N,аҕас,syster
251,Schwester::N,балыс,syster
252,Onkel::N,таай,morbror
253,Onkel::N,абаҕа,morbror
254,Tante::N,эдьиий,tant
255,Ehemann::N,эр,äkta man
256,Ehefrau::N,ойох,hustru
257,Freude::N,үөрүү,fröjd
258,Freude::N,үөрүү,glädje
259,Gelächter::N,күлүү,åtlöje
260,Glück::N,дьол,lycka
261,Glück::N,соргу,lycka
262,Kummer::N,кутурҕан,sorg
263,Wunsch::N,баҕарыы,önskan
264,Lust::N,баҕа,lust
265,Geist::N,тыын,ande
266,Gedanke::N,санаа,tanke
267,Gedächtnis::N,өй,minne
268,Verstand::N,өй,förstånd
269,Sinn::N,суолта,mening
270,Sinn::N,суолта,betydelse
271,Grund::N,төрүөт,skäl
272,Grund::N,төрүөт,grund
273,Wahrheit::N,кырдьык,sanning
274,Gespräch::N,бэсиэдэ,samtal
275,Gespräch::N,кэпсэтии,samtal
276,Märchen::N,остуоруйа,saga
277,Erzählung::N,кэпсээн,berättelse
278,Nachricht::N,биллэриллии,meddelande
279,Neuigkeit::N,сонун,nyhet
280,Name::N,аат,namn
281,Rätsel::N,таабырын,gåta
282,Rede::N,этии,tal
283,Sprache::N,тыл,språk
284,Stimme::N,куолас,stämma
285,Wort::N,тыл,ord
286,Zeichen::N,бэлиэ,tecken
287,Ruf::N,ыҥырыы,rop
288,Lärm::N,айдаан,bråk
289,Lärm::N,айдаан,oväsen
290,Laut::N,тыас,ljud
291,Ton::N,дорҕоон,ton
292,Lied::N,ырыа,sång
293,Ruhe::N,уу чуумпу,ro
294,Ruhe::N,уу чуумпу,lugn
295,Leute::N,дьон,folk
296,Volk::N,дьон,folk
297,Volk::N,норуот,folk
298,Arbeit::N,үлэ,arbete
299,Gast::N,ыалдьыт,gäst
300,Geschenk::N,бэлэх,gåva
301,Geschenk::N,бэлэх,present
302,Spiel::N,оонньуу,lek
303,Spiel::N,оонньуу,spel
304,Gesellschaft::N,общество,sällskap
305,Hilfe::N,көмө,hjälp
306,Freund::N,доҕор,vän
307,Kamerad::N,атас,kamrat
308,Angelegenheit::N,дьыала,ärende
309,Angelegenheit::N,дьыала,angelägenhet
310,Anzahl::N,ахсаан,antal
311,Art::N,биис,art
312,Art::N,биис,slag
313,Stück::N,кырбас,stycke
314,Teil::N,ирээт,del
315,Hälfte::N,аҥар,halva
316,Kreis::N,төгүрүк,krets
317,Kreis::N,төгүрүк,cirkel
318,Kreis::N,төгүрүмтэ,krets
319,Kreis::N,төгүрүмтэ,cirkel
320,Kreuz::N,кириэс,kors
321,Kreuz::N,кириэс,kryss
322,Linie::N,сурааһын,linje
323,Strich::N,сурааһын,streck
324,Abstand::N,арыт,avstånd
325,Entfernung::N,ыраах,avstånd
326,Gegend::N,сир,trakt
327,Platz::N,арыт,plats
328,Ort::N,сир,plats
329,Ort::N,сир,ställe
330,Seite::N,өрүт,sida
331,Seite::N,сирэй,sida
332,Mitte::N,орто,mitt
333,Gegenstand::N,предмет,föremål
334,Sache::N,мал,sak
335,Rand::N,кытыы,rand
336,Rand::N,ойоҕос,rand
337,Kante::N,кырыы,kant
338,Ecke::N,муннук,vrå
339,Ecke::N,муннук,hörn
340,Spitze::N,чыпчаал,spets
341,Ende::N,төбө,ända
342,Loch::N,тэһэҕэс,hål
343,Loch::N,дьөлөҕөс,hål
344,Winkel::N,муннук,vinkel
345,Muster::N,оһуор,mönster
346,Größe::N,кээмэй,storlek
347,Länge::N,уста,längd
348,Höhe::N,үрдүк,höjd
349,Gewicht::N,ыйааһын,tyngd
350,Menge::N,ахсаан,mängd
351,Haufen::N,чөмчөх,hög
352,Reihe::N,кэккэ,rad
353,Boot::N,оҥочо,båt
354,Ruder::N,эрдии,åra
355,Schlitten::N,сыарҕа,släde
356,Ski::N,хайыһар,skida
357,Lagerfeuer::N,кутаа,lägereld
358,Last::N,ыарахан,last
359,Last::N,ыарахан,börda
360,Gang::N,хаамыы,gång
361,Schritt::N,хардыы,steg
362,Norden::N,хоту,norr
363,Süden::N,соҕуруу,söder
364,Westen::N,арҕаа,väster
365,Osten::N,илин,öster
366,Holz::N,мас,trä
367,Brett::N,дуоска,bräda
368,Brett::N,хаптаһын,bräda
369,Platte::N,билиитэ,platta
370,Stütze::N,тулааһын,stöd
371,Stütze::N,тулааһын,stötta
372,Stange::N,ураҕас,stång
373,Stock::N,мас,käpp
374,Stock::N,мас,pinne
375,Stock::N,баалкы,käpp
376,Stock::N,баалкы,pinne
377,Stab::N,ураҕас,stav
378,Rohr::N,турба,rör
379,Haus::N,дьиэ,hus
380,Heim::N,дьиэ,hem
381,Ofen::N,оһох,ugn
382,Fußboden::N,муоста,golv
383,Tisch::N,остуол,bord
384,Stuhl::N,устуул,stol
385,Wiege::N,биһик,vagga
386,Bett::N,кырабаат,säng
387,Regal::N,долбуур,hylla
388,Kiste::N,дьааһык,låda
389,Fenster::N,түннүк,fönster
390,Tür::N,аан,dörr
391,Tor::N,аан,port
392,Zaun::N,соппулуот,staket
393,Zaun::N,соппулуот,stängsel
394,Dach::N,кырыыса,tak
395,Leiter::N,кирилиэс,stege
396,Besen::N,миинньик,kvast
397,Spaten::N,күрдьэх,spade
398,Schaufel::N,күрдьэх,skovel
399,Schaufel::N,күрдьэх,skyffel
400,Gabel::N,биилкэ,gaffel
401,Löffel::N,луоска,sked
402,Messer::N,быһах,kniv
403,Nagel::N,тоһоҕо,spik
404,Netz::N,илим,nät
405,Haken::N,көхө,krok
406,Griff::N,ук,tag
407,Griff::N,ук,handtag
408,Griff::N,тутаах,tag
409,Griff::N,тутаах,handtag
410,Schloss::N,күлүүс,las
411,Bild::N,хартыына,bild
412,Figur::N,фигура,figur
413,Puppe::N,куукула,docka
414,Beutel::N,мөһөөччук,påse
415,Bündel::N,баайыы,bunt
416,Bündel::N,баайыы,knippa
417,Tasche::N,суумка,väska
418,Eimer::N,биэдэрэ,hink
419,Eimer::N,биэдэрэ,ämbar
420,Deckel::N,хаппах,lock
421,Geschirr::N,иһит,servis
422,Geschirr::N,иһит,porslin
423,Sack::N,куул,säck
424,Tasse::N,сэлиэнэй,kopp
425,Topf::N,көстүрүүҥкэ,gryta
426,Topf::N,көстүрүүҥкэ,kastrull
427,Kessel::N,хочуол,kittel
428,Essen::N,аһылык,mål
429,Nahrung::N,ас,näring
430,Speise::N,аһылык,maträtt
431,Fleisch::N,эт,kött
432,Getreide::N,злактар,säd
433,Getreide::N,злактар,spannmål
434,Brei::N,хааһы,gröt
435,Brot::N,килиэп,bröd
436,Scheibe::N,куһуок,skiva
437,Fett::N,сыа,fett
438,Butter::N,арыы,smör
439,Öl::N,арыы,olja
440,Salz::N,туус,salt
441,Suppe::N,мин,soppa
442,Honig::N,мүөт,honung
443,Milch::N,үүт,mjölk
444,Tee::N,чэй,te
445,Leder::N,тирии,läder
446,Wolle::N,түү,ull
447,Wolle::N,түү,ylle
448,Stoff::N,таҥас,tyg
449,Stoff::N,таҥас,stoff
450,Nadel::N,иннэ,nål
451,Faden::N,сап,tråd
452,Knopf::N,тимэх,knapp
453,Knoten::N,түмүк,knut
454,Farbe::N,кырааска,färg
455,Kleidung::N,таҥас,klädsel
456,Hemd::N,ырбаахы,skjorta
457,Kragen::N,саҕа,krage
458,Ärmel::N,сиэх,ärm
459,Hose::N,ыстаан,byxor
460,Hose::N,бүрүүкэ,byxor
461,Gürtel::N,кур,bälte
462,Mütze::N,бэргэһэ,mössa
463,Schuh::N,бачыыҥка,sko
464,Stiefel::N,саппыкы,stövel
465,Ring::N,биһилэх,ring
466,Band::N,лиэнтэ,band
467,Kamm::N,тараах,kam
468,Spiegel::N,сиэркилэ,spegel
469,Riemen::N,кур,rem
470,Schnur::N,быа,snöre
471,Leine::N,тэһиин,lina
472,Decke::N,суорҕан,täcke
473,Kissen::N,сыттык,dyna
474,Kissen::N,сыттык,kudde
475,Tuch::N,былаат,sjal
476,Handtuch::N,соттор,handduk
477,Kraft::N,сыра,kraft
478,Stärke::N,күүс,styrka
479,Gesundheit::N,доруобуйа,hälsa
480,Krankheit::N,ыарыы,sjukdom
481,Schmerz::N,ыарыы,smärta
482,Wunde::N,баас,sår
483,Fieber::N,түрүлгэн,feber
484,Fieber::N,лихорадка,feber
485,Fieber::N,температура,feber
486,Arznei::N,эмп,medicin
487,Arznei::N,эмп,läkemedel
488,Brücke::N,күргэ,bro
489,Brunnen::N,холуодьас,brunn
490,Weide::N,мэччирэҥ,bete
491,Pfad::N,ыллык,stig
492,Weg::N,суол,väg
493,Straße::N,суол,gata
494,Dorf::N,дэриэбинэ,by
495,Stadt::N,куорат,stad
496,Brief::N,сурук,brev
497,Buch::N,кинигэ,bok
498,Buchstabe::N,буква,bokstav
499,Zeitung::N,хаһыат,tidning
500,Leben::N,тыын,liv
501,Tod::N,өлүү,död
502,Grab::N,иин,grav
503,Kirche::N,таҥара дьиэтэ,kyrka
504,Sünde::N,айыы,synd
505,Gott::N,тангара,gud
506,Arbeiter::N,үлэһит,arbetare
507,Chef::N,баһылык,chef
508,Chef::N,начальник,chef
509,Meister::N,уус,mästare
510,Meister::N,маастар,mästare
511,Arzt::N,врач,läkare
512,Lehrer::N,учуутал,lärare
513,Geld::N,харчы,pengar
514,Geschäft::N,идэ,rörelse
515,Laden::N,маҕаһыын,affär
516,Preis::N,сыана,pris
517,Ware::N,табаар,vara
518,Nutzen::N,туһа,gagn
519,Nutzen::N,туһа,nytta
520,Reichtum::N,баай,rikedom
521,Welt::N,аан дойду,värld
522,Land::N,дойду,land
523,Staat::N,государство,stat
524,König::N,король,kung
525,König::N,король,konung
526,Macht::N,былаас,makt
527,Grenze::N,кыраныысса,gräns
528,Krieg::N,сэрии,krig
529,Feind::N,өстөөх,fiende
530,Gewalt::N,күүһүлээһин,våld
531,Kampf::N,охсуһуу,kamp
532,Kampf::N,охсуһуу,strid
533,Bogen[Waffe]::N,ох,båge
534,Pfeil::N,ох,pil
535,Gewehr::N,саа,gevär
536,Fehler::N,сыыһа,fel
537,Lüge::N,сымыйа,lögn
538,Schaden::N,хоромньу,skada
539,Unglück::N,алдьархай,otur
540,Unglück::N,алдьархай,olycka
541,Schuld::N,буруй,skuld
542,Alter::N,саас,ålder
543,Schluss::N,тиһэх,slut
544,Zeit::N,бириэмэ,tid
545,Tag::N,күн,dag
546,Morgen::N,сарсыарда,morgon
547,Mittag::N,күн ортото,middag
548,Abend::N,киэһэ,kväll
549,Nacht::N,түүн,natt
550,Woche::N,нэдиэлэ,vecka
551,Monat::N,ый,månad
552,Jahr::N,сыл,år
553,Jahr::N,дьыл,år
554,Frühling::N,саас,vår
555,Sommer::N,сайын,sommar
556,Herbst::N,күһүн,höst
557,Winter::N,кыһын,vinter
558,Januar::N,тохсунньу,januari
559,Februar::N,олунньу,februari
560,März::N,кулун тутар,mars
561,April::N,муус устар ый,april
562,Mai::N,ыам ыйа,maj
563,Juni::N,бэс ыйа,juni
564,Juli::N,от ыйа,juli
565,August::N,атырдьах ыйа,augusti
566,September::N,балаҕан ыйа,september
567,Oktober::N,алтынньы,oktober
568,November::N,сэтинньи,november
569,Dezember::N,ахсынньы,december
570,Montag::N,бэнидиэнньик,måndag
571,Dienstag::N,оптуорунньук,tisdag
572,Mittwoch::N,сэрэдэ,onsdag
573,Donnerstag::N,чэппиэр,torsdag
574,Freitag::N,бээтинсэ,fredag
575,Samstag::N,субуота,lördag
576,Sonntag::N,баскыһыанньа,söndag
577,groß::A,бөдөҥ,stor
578,groß::A,улахан,stor
579,klein::A,кыр,liten
580,lang::A,уһун,lång
581,kurz::A,кылгас,kort
582,breit::A,кэтит,bred
583,schmal::A,кыараҕас,smal
584,dicht::A,хойуу,tät
585,dick[Gegenstand]::A,суон,tjock
586,dick[Gegenstand]::A,хойуу,tjock
587,dünn::A,чараас,tunn
588,fein::A,бытархай,fin
589,fein::A,синньигес,fin
590,fest::A,бөҕө,fast
591,fest::A,кытаанах,fast
592,flach::A,хаптаҕай,platt
593,glatt::A,кылааккай,glatt
594,hart::A,хатан,hård
595,hart::A,кытаанах,hård
596,weich::A,сымнаҕас,mjuk
597,rund::A,төгүрүк,rund
598,spitz::A,сытыы,toppig
599,spitz::A,сытыы,spetsig
600,spitz::A,уһуктаах,toppig
601,spitz::A,уһуктаах,spetsig
602,scharf::A,сытыы,vass
603,scharf::A,сытыы,skarp
604,stumpf::A,сыппах,slö
605,schwer::A,ыарахан,tung
606,schön::A,кыраһыабай,skön
607,schön::A,кыраһыабай,vacker
608,heiß::A,итии,het
609,warm::A,ичигэс,varm
610,kalt::A,тымныы,kall
611,kühl::A,сөрүүн,sval
612,kühl::A,сөрүүн,kylig
613,frisch::A,ыраас,färsk
614,frisch::A,сөрүүн,färsk
615,frisch::A,тымныы,färsk
616,feucht::A,сииктээх,fuktig
617,nass::A,инчэҕэй,våt
618,trocken::A,кураан,torr
619,voll::A,толору,full
620,leer::A,иччитэх,tom
621,offen::A,аһаҕас,öppen
622,geschlossen::A,бүтэй,stängd
623,sauber::A,сэбэр,ren
624,schmutzig::A,кирдээх,snuskig
625,roh::A,сиикэй,rå
626,reif::A,буспут,mogen
627,reif::A,сиппит-хоппут,mogen
628,lecker::A,минньигэс,läcker
629,süß::A,минньигэс,söt
630,bitter::A,аһыы,besk
631,bitter::A,аһыы,bitter
632,sauer::A,аһыы,sur
633,hell::A,сырдык,ljus
634,dunkel::A,хараҥа,mörk
635,schwarz::A,хара,svart
636,weiß::A,үрүҥ,vit
637,weiß::A,маҥан,vit
638,rot::A,кыһыл,röd
639,gelb::A,саһархай,gul
640,blau::A,күөх,blå
641,grün::A,күөх,grön
642,grün::A,от күөҕэ,grön
643,grau::A,сиэрэй,grå
644,bunt::A,эриэн,brokig
645,billig::A,чэпчэки,billig
646,teuer::A,сыаналаах,dyr
647,wertvoll::A,сыаналаах,värdefull
648,blind::A,хараҕа суох,blind
649,taub::A,дьүлэй,döv
650,kräftig::A,модун,kraftig
651,stark::A,күүстээх,stark
652,schwach::A,мөлтөх,svag
653,fett::A,эмис,fet
654,schlank::A,дьылҕан,slank
655,schlank::A,дьыпсаҕай,slank
656,hübsch::A,олус кэрэ,snygg
657,hübsch::A,олус кэрэ,vacker
658,hübsch::A,көрүөхтэн үчүгэй,snygg
659,hübsch::A,көрүөхтэн үчүгэй,vacker
660,böse::A,өһүөннээх,ond
661,böse::A,өһүөннээх,elak
662,dumm::A,акаары,dum
663,faul::A,нэс,lat
664,fleißig::A,кыһамньылаах,flitig
665,geizig::A,иҥсэлээх,snål
666,geizig::A,иҥсэлээх,girig
667,klug::A,өйдөөх,klok
668,geschickt::A,наһаа дьоҕурдаах,händig
669,geschickt::A,наһаа дьоҕурдаах,skicklig
670,lieb::A,тапталлаах,kär
671,lieb::A,тапталлаах,snäll
672,lustig::A,көрдөөх,rolig
673,lustig::A,көрдөөх,lustig
674,sanft::A,намчы,mild
675,sanft::A,сымнаҕас,mild
676,hungrig::A,аччык,hungrig
677,krank::A,ыалдьар,sjuk
678,nackt::A,сыгынньах,naken
679,traurig::A,санаарҕабыллаах,ledsen
680,traurig::A,санаарҕабыллаах,sorgsen
681,lebendig::A,тыыннаах,levande
682,gut::A,үтүө,bra
683,gut::A,үчүгэй,bra
684,schlecht::A,куһаҕан,dålig
685,richtig::A,сөп,riktig
686,schlimm::A,сидьиҥ,illa
687,schlimm::A,быдьар,illa
688,wahr::A,кырдьык,sann
689,alt::A,былыргы,gammal
690,neu::A,саҥа,ny
691,ehemalig::A,урукку,forn
692,ehemalig::A,урукку,tidigare
693,alt[Lebewesen]::A,кырдьаҕас,gammal
694,jung::A,эдэр,ung
695,arm::A,дьадаҥы,fattig
696,reich::A,баай,rik
697,bekannt::A,билэр,känd
698,berühmt::A,аатырбыт,berömd
699,fremd::A,атын,främmande
700,verschieden::A,араас,åtskillig
701,nah::A,чугас,nära
702,fern::A,ыраах,fjärran
703,linker::A,хаҥас,vänster
704,rechter::A,уҥа,höger
705,anderer::A,атын,annan
706,erster::A,маҥнайгы,första
707,zweiter::A,иккис,andra
708,dritter::A,үһүс,tredje
709,letzter::A,тиһэх,sist
710,allein::ADV,соҕотох,allena
711,auf einmal::ADV,биирдэ,på en gång
712,zusammen::ADV,холбуу,tillsammans
713,lange::ADV,уһуннук,länge
714,plötzlich::ADV,эмискэ,plötsligt
715,sofort::ADV,тута,strax
716,sofort::ADV,тута,genast
717,später::ADV,хойут,senare
718,jetzt::ADV,билигин,nu
719,heute::ADV,бүгүн,i dag
720,morgen::ADV,сарсын,i morgon
721,bald::ADV,өтөр,snart
722,dann::ADV,кэнна,då
723,gestern::ADV,бэҕэһээ,i går
724,einst::ADV,биир төгүл,en gång
725,einst::ADV,арай биирдэ,en gång
726,damals::ADV,оччоҕо,då
727,damals::ADV,оччоҕо,den gången
728,danach::ADV,аары,därefter
729,danach::ADV,ол кэнниттэн,därefter
730,vorher::ADV,урут,före
731,vorher::ADV,урут,förut
732,zuerst::ADV,маҥнай,först
733,einmal::ADV,биирдэ,en gång
734,manchmal::ADV,арыт,ibland
735,oft::ADV,чаастатык,ofta
736,immer::ADV,мэлдьи,alltid
737,niemals::ADV,хаһан да,aldrig
738,hier::ADV,маныаха,här
739,hierhin::ADV,бэттэх,hit
740,von hier::ADV,мантан,härifrån
741,dort::ADV,онно,där
742,dorthin::ADV,онно,dit
743,geradeaus::ADV,быһа,rätt fram
744,geradeaus::ADV,быһаччы,rätt fram
745,vorwärts::ADV,инники,fram
746,vorwärts::ADV,инники,framåt
747,rückwärts::ADV,төттөру,baklänges
748,zurück::ADV,төттөрү,tillbaka
749,unten::ADV,аллара,nere
750,unten::ADV,аллара,nedanför
751,hinab::ADV,аллара,ned
752,hinab::ADV,аллара,nedåt
753,oben::ADV,үөһэ,ovan
754,oben::ADV,үөһэ,ovanpå
755,hinauf::ADV,өрө,upp
756,hinauf::ADV,өрө,uppåt
757,hinauf::ADV,үөһэ,upp
758,hinauf::ADV,үөһэ,uppåt
759,überall::ADV,бэйдиэ,överallt
760,nicht::ADV,буолбатах,ej
761,nicht::ADV,буолбатах,inte
762,ein wenig::ADV,кыратык,litet
763,kaum::ADV,нэһиилэ,knappt
764,kaum::ADV,нэһиилэ,knappast
765,sehr::ADV,бэрт,mycket
766,sehr::ADV,наһаа,mycket
767,so::ADV,оччо,så
768,so::ADV,оннук,så
769,noch::ADV,өссө,än
770,noch::ADV,өссө,ännu
771,nur::ADV,эрэ,bara
772,nur::ADV,эрэ,endast
773,nur::ADV,сыччах,bara
774,nur::ADV,сыччах,endast
775,schon::ADV,бэлиэр,redan
776,wieder::ADV,эмиэ,åter
777,vergebens::ADV,таак,förgäves
778,vor::PRP,иннигэр,utanför
779,hinter::PRP,кэлин,bakom
780,unter::PRP,-ҕа,under
781,unter::PRP,оһох түгэҕэ,under
782,durch::PRP,курдары,genom
783,durch::PRP,курдары,igenom
784,neben::PRP,аттыгар,bredvid
785,neben::PRP,аттыгар,vid sidan av
786,zwischen::PRP,ыккардынан,mellan
787,wegen::PRP,уҥуортан,på grund av
788,dies::PRN,ити,detta
789,dies::PRN,бу,detta
