,Concept_ID,nl,hu
218,Schlinge::N,strop,tőr
219,Spur::N,spoor,nyom
220,Asche::N,as,hamu
221,Dreck::N,drek,sár
222,Dreck::N,drek,piszok
223,Eisen::N,ijzer,vas
224,Gold::N,goud,arany
225,Silber::N,zilver,ezüst
226,Kohle::N,kool,szén
227,Glas::N,glas,üveg
228,Lehm::N,klei,agyag
229,Lehm::N,klei,vályog
230,Sand::N,zand,homok
231,Mensch::N,mens,ember
232,Mann::N,man,úr
233,Mann::N,man,férfi
234,Frau::N,vrouw,nő
235,Frau::N,vrouw,asszony
236,Kind::N,kind,gyerek
237,Kind::N,kind,gyermek
238,Junge::N,jongen,fiú
239,Mädchen::N,meisje,lány
240,Familie::N,gezin,család
241,Familie::N,familie,család
242,Großvater::N,grootvader,nagyapa
243,Großmutter::N,grootmoeder,nagyanya
244,Eltern::N,ouders,szülők
245,Vater::N,vader,apa
246,Vater::N,vader,atya
247,Mutter::N,moeder,anya
248,Sohn::N,zoon,fiú
249,Tochter::N,dochter,lány
250,Bruder::N,broer,fivér
251,Bruder::N,broer,testvér
252,Bruder::N,broeder,fivér
253,Bruder::N,broeder,testvér
254,Schwester::N,zus,nővér
255,Schwester::N,zus,lánytestvér
256,Schwester::N,zuster,nővér
257,Schwester::N,zuster,lánytestvér
258,Onkel::N,oom,nagybácsi
259,Tante::N,tante,nagynéni
260,Ehemann::N,echtgenoot,férj
261,Ehefrau::N,echtgenote,feleség
262,Freude::N,vreugde,öröm
263,Gelächter::N,gelach,nevetés
264,Gelächter::N,gelach,hahotázás
265,Glück::N,geluk,boldogság
266,Kummer::N,verdriet,bánat
267,Wunsch::N,wens,óhaj
268,Wunsch::N,verlangen,óhaj
269,Lust::N,zin,kedv
270,Lust::N,lust,kedv
271,Geist::N,geest,elme
272,Geist::N,geest,szellem
273,Gedanke::N,gedachte,gondolat
274,Gedächtnis::N,geheugen,emlékezet
275,Verstand::N,verstand,ész
276,Verstand::N,verstand,értelem
277,Sinn::N,betekenis,értelem
278,Grund::N,reden,ok
279,Grund::N,reden,alap
280,Wahrheit::N,waarheid,igaz
281,Wahrheit::N,waarheid,igazság
282,Gespräch::N,gesprek,beszélgetés
283,Märchen::N,sprookje,mese
284,Erzählung::N,verhaal,elbeszélés
285,Nachricht::N,tijding,hír
286,Nachricht::N,tijding,híradás
287,Neuigkeit::N,nieuws,újság
288,Neuigkeit::N,nieuwtje,újság
289,Name::N,naam,név
290,Rätsel::N,raadsel,rejtvény
291,Rede::N,rede,beszéd
292,Rede::N,rede,szónoklat
293,Sprache::N,taal,nyelv
294,Stimme::N,stem,hang
295,Wort::N,woord,szó
296,Zeichen::N,teken,jel
297,Ruf::N,roep,kiáltás
298,Lärm::N,lawaai,zaj
299,Laut::N,klank,hang
300,Laut::N,geluid,hang
301,Ton::N,toon,hang
302,Ton::N,klank,hang
303,Lied::N,lied,dal
304,Lied::N,lied,ének
305,Ruhe::N,rust,csend
306,Ruhe::N,rust,nyugalom
307,Ruhe::N,stilte,csend
308,Ruhe::N,stilte,nyugalom
309,Leute::N,lui,emberek
310,Leute::N,mensen,emberek
311,Volk::N,volk,nép
312,Arbeit::N,werk,dolog
313,Arbeit::N,arbeid,dolog
314,Gast::N,gast,vendég
315,Geschenk::N,cadeau,ajándék
316,Geschenk::N,geschenk,ajándék
317,Spiel::N,spel,játék
318,Gesellschaft::N,gezelschap,társaság
319,Hilfe::N,hulp,segítség
320,Freund::N,vriend,barát
321,Kamerad::N,maat,társ
322,Kamerad::N,metgezel,társ
323,Angelegenheit::N,zaak,ügy
324,Angelegenheit::N,aangelegenheid,ügy
325,Anzahl::N,tal,szám
326,Anzahl::N,aantal,szám
327,Art::N,slag,faj
328,Art::N,slag,fajta
329,Art::N,soort,faj
330,Art::N,soort,fajta
331,Stück::N,stuk,darab
332,Teil::N,deel,rész
333,Hälfte::N,helft,fél
334,Kreis::N,kring,kör
335,Kreis::N,cirkel,kör
336,Kreuz::N,kruis,kereszt
337,Linie::N,lijn,vonal
338,Strich::N,haal,vonás
339,Strich::N,streep,vonás
340,Abstand::N,afstand,köz
341,Entfernung::N,afstand,távolság
342,Gegend::N,streek,táj
343,Gegend::N,streek,vidék
344,Platz::N,ruimte,hely
345,Ort::N,oord,hely
346,Ort::N,plaats,hely
347,Seite::N,zij,fél
348,Seite::N,zij,oldal
349,Seite::N,kant,fél
350,Seite::N,kant,oldal
351,Seite::N,zijde,fél
352,Seite::N,zijde,oldal
353,Mitte::N,midden,közép
354,Gegenstand::N,voorwerp,tárgy
355,Sache::N,zaak,dolog
356,Rand::N,rand,szél
357,Rand::N,rand,perem
358,Rand::N,rand,szegély
359,Rand::N,boord,szél
360,Rand::N,boord,perem
361,Rand::N,boord,szegély
362,Kante::N,kant,él
363,Ecke::N,hoek,sarok
364,Ecke::N,hoek,szöglet
365,Spitze::N,punt,csúcs
366,Spitze::N,spits,csúcs
367,Ende::N,einde,vég
368,Ende::N,uiteinde,vég
369,Loch::N,gat,lyuk
370,Winkel::N,hoek,szög
371,Muster::N,dessin,minta
372,Muster::N,patroon,minta
373,Größe::N,grootte,nagyság
374,Länge::N,lengte,hossz
375,Länge::N,lengte,hosszúság
376,Höhe::N,hoogte,magasság
377,Gewicht::N,gewicht,súly
378,Menge::N,hoeveelheid,sokaság
379,Menge::N,hoeveelheid,mennyiség
380,Haufen::N,hoop,halom
381,Reihe::N,rij,sor
382,Reihe::N,reeks,sor
383,Boot::N,boot,csónak
384,Ruder::N,roeiriem,evező
385,Schlitten::N,slee,szánkó
386,Schlitten::N,slede,szánkó
387,Ski::N,ski,sí
388,Lagerfeuer::N,kampvuur,tábortűz
389,Last::N,last,teher
390,Last::N,vracht,teher
391,Gang::N,wandeling,járás
392,Schritt::N,stap,lépés
393,Schritt::N,schrede,lépés
394,Norden::N,noorden,észak
395,Süden::N,zuiden,dél
396,Westen::N,westen,nyugat
397,Osten::N,oosten,kelet
398,Holz::N,hout,fa
399,Brett::N,plank,deszka
400,Platte::N,plaat,lap
401,Platte::N,plaat,lemez
402,Stütze::N,stut,támasz
403,Stütze::N,stut,támaszték
404,Stütze::N,steun,támasz
405,Stütze::N,steun,támaszték
406,Stange::N,stang,rúd
407,Stange::N,stang,pózna
408,Stock::N,stok,pálca
409,Stab::N,staf,bot
410,Rohr::N,pijp,cső
411,Haus::N,huis,ház
412,Heim::N,tehuis,otthon
413,Ofen::N,kachel,kályha
414,Fußboden::N,vloer,padló
415,Tisch::N,tafel,asztal
416,Stuhl::N,stoel,szék
417,Wiege::N,wieg,bölcső
418,Bett::N,bed,ágy
419,Regal::N,rek,polc
420,Regal::N,rek,állvány
421,Kiste::N,kist,láda
422,Fenster::N,raam,ablak
423,Fenster::N,venster,ablak
424,Tür::N,deur,ajtó
425,Tor::N,poort,kapu
426,Zaun::N,omheining,kerítés
427,Dach::N,dak,tető
428,Leiter::N,ladder,létra
429,Besen::N,bezem,seprű
430,Spaten::N,schop,ásó
431,Schaufel::N,schep,lapát
432,Gabel::N,vork,villa
433,Löffel::N,lepel,kanál
434,Messer::N,mes,kés
435,Nagel::N,spijker,szeg
436,Netz::N,net,háló
437,Haken::N,haak,kampó
438,Griff::N,handvat,nyél
439,Griff::N,handvat,fogantyú
440,Schloss::N,slot,zár
441,Bild::N,beeld,kép
442,Figur::N,figuur,alak
443,Puppe::N,pop,bábu
444,Beutel::N,zak,zacskó
445,Beutel::N,buidel,zacskó
446,Bündel::N,pak,köteg
447,Bündel::N,bundel,köteg
448,Tasche::N,tas,táska
449,Eimer::N,emmer,vödör
450,Deckel::N,deksel,fedő
451,Deckel::N,deksel,fedél
452,Geschirr::N,vaatwerk,edény
453,Sack::N,zak,zsák
454,Tasse::N,kop,csésze
455,Topf::N,pan,fazék
456,Kessel::N,ketel,üst
457,Kessel::N,ketel,bogrács
458,Essen::N,eten,evés
459,Essen::N,eten,étkezés
460,Nahrung::N,voedsel,ennivaló
461,Speise::N,spijs,étel
462,Fleisch::N,vlees,hús
463,Getreide::N,graan,gabona
464,Brei::N,pap,pép
465,Brei::N,pap,kása
466,Brei::N,brij,pép
467,Brei::N,brij,kása
468,Brot::N,brood,kenyér
469,Scheibe::N,plak,szelet
470,Scheibe::N,snede,szelet
471,Fett::N,vet,háj
472,Fett::N,vet,zsír
473,Butter::N,boter,vaj
474,Öl::N,olie,olaj
475,Salz::N,zout,só
476,Suppe::N,soep,leves
477,Honig::N,honing,méz
478,Milch::N,melk,tej
479,Tee::N,thee,tea
480,Leder::N,leer,bőr
481,Leder::N,leder,bőr
482,Wolle::N,wol,gyapjú
483,Stoff::N,stof,szövet
484,Nadel::N,naald,tű
485,Faden::N,draad,fonál
486,Knopf::N,knoop,gomb
487,Knoten::N,knoop,csomó
488,Farbe::N,verf,szín
489,Farbe::N,verf,festék
490,Kleidung::N,kledij,ruha
491,Kleidung::N,kledij,ruházat
492,Kleidung::N,kleding,ruha
493,Kleidung::N,kleding,ruházat
494,Hemd::N,hemd,ing
495,Kragen::N,kraag,gallér
496,Ärmel::N,mouw,ujj
497,Hose::N,broek,gatya
498,Hose::N,broek,nadrág
499,Hose::N,pantalon,gatya
500,Hose::N,pantalon,nadrág
501,Gürtel::N,riem,öv
502,Gürtel::N,gordel,öv
503,Mütze::N,muts,sapka
504,Schuh::N,schoen,cipő
505,Stiefel::N,laars,csizma
506,Ring::N,ring,gyűrű
507,Band::N,lint,szalag
508,Kamm::N,kam,fésű
509,Spiegel::N,spiegel,tükör
510,Riemen::N,riem,szíj
511,Schnur::N,koord,zsinór
512,Leine::N,lijn,póráz
513,Decke::N,deken,takaró
514,Kissen::N,kussen,párna
515,Tuch::N,doek,kendő
516,Handtuch::N,handdoek,törülköző
517,Kraft::N,kracht,erő
518,Stärke::N,sterkte,erő
519,Stärke::N,sterkte,erősség
520,Gesundheit::N,gezondheid,egészség
521,Krankheit::N,ziekte,kór
522,Krankheit::N,ziekte,betegség
523,Schmerz::N,pijn,fájdalom
524,Wunde::N,wond,seb
525,Fieber::N,koorts,láz
526,Arznei::N,medicament,orvosság
527,Arznei::N,medicament,gyógyszer
528,Arznei::N,geneesmiddel,orvosság
529,Arznei::N,geneesmiddel,gyógyszer
530,Brücke::N,brug,híd
531,Brunnen::N,put,kút
532,Brunnen::N,bron,kút
533,Weide::N,wei,legelő
534,Weide::N,weide,legelő
535,Pfad::N,pad,ösvény
536,Weg::N,weg,út
537,Straße::N,baan,út
538,Straße::N,straat,út
539,Dorf::N,dorp,falu
540,Stadt::N,stad,város
541,Brief::N,brief,levél
542,Buch::N,boek,könyv
543,Buchstabe::N,letter,betű
544,Zeitung::N,krant,újság
545,Zeitung::N,krant,hírlap
546,Zeitung::N,dagblad,újság
547,Zeitung::N,dagblad,hírlap
548,Leben::N,leven,élet
549,Tod::N,dood,halál
550,Grab::N,graf,sír
551,Kirche::N,kerk,templom
552,Sünde::N,zonde,bűn
553,Sünde::N,zonde,vétek
554,Gott::N,god,isten
555,Arbeiter::N,arbeider,munkás
556,Chef::N,chef,főnök
557,Meister::N,meester,mester
558,Arzt::N,arts,orvos
559,Arzt::N,dokter,orvos
560,Lehrer::N,leraar,tanár
561,Lehrer::N,leraar,tanító
562,Lehrer::N,onderwijzer,tanár
563,Lehrer::N,onderwijzer,tanító
564,Geld::N,geld,pénz
565,Geschäft::N,zaak,üzlet
566,Laden::N,winkel,bolt
567,Preis::N,prijs,ár
568,Ware::N,waar,áru
569,Nutzen::N,nut,haszon
570,Nutzen::N,voordeel,haszon
571,Reichtum::N,rijkdom,gazdagság
572,Welt::N,wereld,világ
573,Land::N,land,ország
574,Staat::N,staat,állam
575,König::N,koning,király
576,Macht::N,macht,hatalom
577,Grenze::N,grens,határ
578,Krieg::N,oorlog,háború
579,Feind::N,vijand,ellenség
580,Gewalt::N,geweld,erőszak
581,Kampf::N,strijd,harc
582,Kampf::N,gevecht,harc
583,Bogen[Waffe]::N,boog,íj
584,Pfeil::N,pijl,nyíl
585,Gewehr::N,geweer,puska
586,Gewehr::N,geweer,fegyver
587,Fehler::N,fout,hiba
588,Lüge::N,leugen,hazugság
589,Schaden::N,schade,kár
590,Unglück::N,tegenspoed,csapás
591,Unglück::N,tegenspoed,balszerencse
592,Schuld::N,schuld,bűn
593,Alter::N,leeftijd,kor
594,Schluss::N,slot,vég
595,Schluss::N,slot,befejezés
596,Zeit::N,tijd,idő
597,Tag::N,dag,nap
598,Morgen::N,morgen,reggel
599,Morgen::N,ochtend,reggel
600,Mittag::N,middag,dél
601,Abend::N,avond,este
602,Nacht::N,nacht,éj
603,Nacht::N,nacht,éjszaka
604,Woche::N,week,hét
605,Monat::N,maand,hó
606,Monat::N,maand,hónap
607,Jahr::N,jaar,év
608,Frühling::N,lente,tavasz
609,Frühling::N,voorjaar,tavasz
610,Sommer::N,zomer,nyár
611,Herbst::N,herfst,ősz
612,Winter::N,winter,tél
613,Januar::N,januari,január
614,Februar::N,februari,február
615,März::N,maart,március
616,April::N,april,április
617,Mai::N,mei,május
618,Juni::N,juni,június
619,Juli::N,juli,július
620,August::N,augustus,augusztus
621,September::N,september,szeptember
622,Oktober::N,oktober,október
623,November::N,november,november
624,Dezember::N,december,december
625,Montag::N,maandag,hétfő
626,Dienstag::N,dinsdag,kedd
627,Mittwoch::N,woensdag,szerda
628,Donnerstag::N,donderdag,csütörtök
629,Freitag::N,vrijdag,péntek
630,Samstag::N,zaterdag,szombat
631,Sonntag::N,zondag,vasárnap
632,groß::A,groot,nagy
633,klein::A,klein,pici
634,klein::A,klein,kicsi
635,lang::A,lang,hosszú
636,kurz::A,kort,rövid
637,breit::A,breed,széles
638,schmal::A,smal,keskeny
639,dicht::A,dicht,sűrű
640,dick[Gegenstand]::A,dik,vastag
641,dünn::A,dun,vékony
642,fein::A,fijn,vékony
643,fest::A,vast,szilárd
644,flach::A,plat,sík
645,flach::A,plat,lapos
646,glatt::A,glad,sima
647,hart::A,hard,kemény
648,weich::A,week,puha
649,rund::A,rond,kerek
650,spitz::A,spits,hegyes
651,spitz::A,puntig,hegyes
652,scharf::A,scherp,éles
653,stumpf::A,stomp,tompa
654,stumpf::A,stomp,életlen
655,schwer::A,zwaar,nehéz
656,schwer::A,zwaar,súlyos
657,schön::A,mooi,szép
658,schön::A,fraai,szép
659,heiß::A,heet,forró
660,warm::A,warm,meleg
661,kalt::A,koud,hideg
662,kühl::A,koel,hűs
663,kühl::A,koel,hűvös
664,frisch::A,fris,üde
665,frisch::A,fris,friss
666,feucht::A,vochtig,nedves
667,nass::A,nat,vizes
668,trocken::A,droog,száraz
669,voll::A,vol,telt
670,leer::A,leeg,üres
671,offen::A,open,nyílt
672,offen::A,open,nyitott
673,geschlossen::A,gesloten,zárt
674,geschlossen::A,gesloten,csukott
675,sauber::A,net,tiszta
676,sauber::A,schoon,tiszta
677,schmutzig::A,vuil,piszkos
678,schmutzig::A,vuil,szennyes
679,roh::A,rauw,nyers
680,reif::A,rijp,érett
681,lecker::A,lekker,finom
682,süß::A,zoet,édes
683,bitter::A,bitter,keserű
684,sauer::A,zuur,savanyú
685,hell::A,licht,világos
686,hell::A,helder,világos
687,dunkel::A,donker,sötét
688,schwarz::A,zwart,fekete
689,weiß::A,wit,fehér
690,rot::A,rood,vörös
691,gelb::A,geel,sárga
692,blau::A,blauw,kék
693,grün::A,groen,zöld
694,grau::A,grijs,ősz
695,grau::A,grijs,szürke
696,bunt::A,bont,tarka
697,bunt::A,bont,színes
698,billig::A,goedkoop,olcsó
699,teuer::A,duur,drága
700,wertvoll::A,kostbaar,értékes
701,wertvoll::A,waardevol,értékes
702,blind::A,blind,vak
703,taub::A,doof,süket
704,kräftig::A,krachtig,erős
705,stark::A,sterk,erős
706,schwach::A,zwak,gyenge
707,schwach::A,zwak,erőtlen
708,fett::A,vet,hájas
709,schlank::A,slank,karcsú
710,hübsch::A,leuk,csinos
711,böse::A,kwaad,rossz
712,böse::A,kwaad,gonosz
713,dumm::A,dom,buta
714,dumm::A,dom,ostoba
715,faul::A,lui,lusta
716,fleißig::A,vlijtig,szorgalmas
717,geizig::A,gierig,fukar
718,geizig::A,gierig,fösvény
719,klug::A,slim,okos
720,klug::A,slim,eszes
721,klug::A,schrander,okos
722,klug::A,schrander,eszes
723,klug::A,verstandig,okos
724,klug::A,verstandig,eszes
725,geschickt::A,handig,ügyes
726,geschickt::A,vaardig,ügyes
727,lieb::A,lief,drága
728,lieb::A,lief,kedves
729,lustig::A,vrolijk,víg
730,lustig::A,vrolijk,vidám
731,sanft::A,zacht,enyhe
732,hungrig::A,hongerig,éhes
733,krank::A,ziek,beteg
734,nackt::A,naakt,csupasz
735,nackt::A,naakt,meztelen
736,traurig::A,treurig,bús
737,traurig::A,treurig,szomorú
738,traurig::A,bedroefd,bús
739,traurig::A,bedroefd,szomorú
740,lebendig::A,levend,élő
741,gut::A,goed,jó
742,schlecht::A,slecht,rossz
743,richtig::A,juist,helyes
744,schlimm::A,erg,rossz
745,schlimm::A,kwaad,rossz
746,wahr::A,waar,igaz
747,alt::A,oud,ó
748,alt::A,oud,régi
749,neu::A,nieuw,új
750,ehemalig::A,voormalig,volt
751,ehemalig::A,voormalig,egykori
752,alt[Lebewesen]::A,oud,öreg
753,jung::A,jong,fiatal
754,arm::A,arm,szegény
755,reich::A,rijk,gazdag
756,bekannt::A,bekend,ismert
757,bekannt::A,bekend,ismeretes
758,berühmt::A,beroemd,híres
759,fremd::A,vreemd,idegen
760,verschieden::A,verscheiden,különböző
761,verschieden::A,verschillend,különböző
762,nah::A,nabij,közeli
763,nah::A,nabijgelegen,közeli
764,fern::A,ver,távoli
765,linker::A,linker,bal
766,rechter::A,rechter,jobb
767,anderer::A,andere,más
768,anderer::A,andere,másik
769,erster::A,eerste,első
770,zweiter::A,tweede,második
771,dritter::A,derde,harmadik
772,letzter::A,laatste,utolsó
773,allein::ADV,alleen,egyedül
774,auf einmal::ADV,ineens,egyszerre
775,auf einmal::ADV,tegelijk,egyszerre
776,zusammen::ADV,samen,együtt
777,zusammen::ADV,samen,összesen
778,zusammen::ADV,bijeen,együtt
779,zusammen::ADV,bijeen,összesen
780,lange::ADV,lang,sokáig
781,lange::ADV,lang,hosszan
782,plötzlich::ADV,eensklaps,hirtelen
783,plötzlich::ADV,eensklaps,egyszerre
784,plötzlich::ADV,plotsklaps,hirtelen
785,plötzlich::ADV,plotsklaps,egyszerre
786,sofort::ADV,terstond,rögtön
787,sofort::ADV,terstond,tüstént
788,sofort::ADV,aanstonds,rögtön
789,sofort::ADV,aanstonds,tüstént
790,sofort::ADV,onmiddelijk,rögtön
791,sofort::ADV,onmiddelijk,tüstént
792,später::ADV,later,későn
793,jetzt::ADV,nu,most
794,jetzt::ADV,nou,most
795,jetzt::ADV,thans,most
796,heute::ADV,heden,ma
797,heute::ADV,vandaag,ma
798,morgen::ADV,morgen,holnap
799,bald::ADV,gauw,majd
800,bald::ADV,gauw,nemsokára
801,bald::ADV,weldra,majd
802,bald::ADV,weldra,nemsokára
803,dann::ADV,dan,akkor
804,dann::ADV,toen,akkor
805,gestern::ADV,gisteren,tegnap
806,einst::ADV,eens,hajdan
807,damals::ADV,toen,akkor
808,damals::ADV,toen,akkoriban
809,damals::ADV,destijds,akkor
810,damals::ADV,destijds,akkoriban
811,danach::ADV,daarna,azután
812,vorher::ADV,vooraf,előbb
813,vorher::ADV,van tevoren,előbb
814,zuerst::ADV,eerst,először
815,zuerst::ADV,het eerst,először
816,einmal::ADV,eens,egyszer
817,einmal::ADV,eenmaal,egyszer
818,manchmal::ADV,soms,néha
819,manchmal::ADV,soms,olykor
820,oft::ADV,vaak,sokszor
821,oft::ADV,dikwijls,sokszor
822,immer::ADV,altijd,mindig
823,niemals::ADV,nooit,sohasem
824,hier::ADV,hier,itt
825,hierhin::ADV,hierheen,erre
826,von hier::ADV,van hier,innen
827,von hier::ADV,hiervandaan,innen
828,dort::ADV,daar,ott
829,dort::ADV,ginds,ott
830,dorthin::ADV,daarheen,oda
831,geradeaus::ADV,rechtuit,egyenesen
832,geradeaus::ADV,rechtdoor,egyenesen
833,vorwärts::ADV,vooruit,előre
834,vorwärts::ADV,voorwaarts,előre
835,rückwärts::ADV,achteruit,hátrafelé
836,rückwärts::ADV,achterwaarts,hátrafelé
837,zurück::ADV,terug,hátra
838,zurück::ADV,terug,vissza
839,unten::ADV,beneden,alul
840,unten::ADV,onderaan,alul
841,hinab::ADV,omlaag,le
842,hinab::ADV,omlaag,lefelé
843,hinab::ADV,naar beneden,le
844,hinab::ADV,naar beneden,lefelé
845,oben::ADV,boven,fenn
846,oben::ADV,boven,felül
847,hinauf::ADV,omhoog,fel
848,hinauf::ADV,omhoog,felfelé
849,hinauf::ADV,naar boven,fel
