,Concept_ID,tt,ka
148,Blatt::N,яфрак,ფოთოლი
149,Birke::N,каен,არყი
150,Kiefer[Baum]::N,нарат,ფიჭვი
151,Weide[Baum]::N,тал,ტირიფი
152,Tanne::N,чыршы,ნაძვი
153,Horn::N,мөгез,რქა
154,Feder::N,йон,ფრთა
155,Fell::N,тире,ტყავი
156,Flügel::N,канат,ფრთა
157,Klaue::N,тырнак,კლანჭი
158,Kralle::N,тырнак,ტორი
159,Schwanz::N,койрык,კუდი
160,Ei::N,күкәй,კვერცხი
161,Ei::N,йомырка,კვერცხი
162,Nest::N,оя,ბუდე
163,Bau::N,өн,სორო
164,Tier::N,хайван,ნადირი
165,Tier::N,хайван,ცხოველი
166,Herde::N,көтү,ფარა
167,Kuh::N,сыер,ფური
168,Kuh::N,сыер,ძროხა
169,Bulle::N,үгез,ხარი
170,Pferd::N,ат,რაში
171,Pferd::N,ат,ცხენი
172,Schaf::N,сарык,ცხვარი
173,Schwein::N,дуңгыз,ღორი
174,Hund::N,эт,ძაღლი
175,Katze::N,песи,კატა
176,Bär::N,аю,დათვი
177,Eichhörnchen::N,тиен,ციყვი
178,Elch::N,поши,ცხენ-ირემი
179,Fuchs::N,төлке,მელა
180,Hase::N,куян,კურდღელი
181,Maus::N,тычкан,თაგვი
182,Wolf::N,бүре,მგელი
183,Vogel::N,кош,ჩიტი
184,Vogel::N,кош,ფრინველი
185,Schwarm::N,көтү,გუნდი
186,Huhn::N,тавык,დედალი
187,Hahn::N,әтәч,მამალი
188,Gans::N,каз,ბატი
189,Adler::N,каракош,არწივი
190,Ente::N,үрдәк,იხვი
191,Eule::N,ябалак,ბუ
192,Kranich::N,торна,წერო
193,Krähe::N,карга,ყვავი
194,Kuckuck::N,күке,გუგული
195,Kuckuck::N,кәккүк,გუგული
196,Schwan::N,аккош,გედი
197,Fisch::N,балык,თევზი
198,Barsch::N,алабуга,ქორჭილა
199,Hecht::N,чуртан,ქარიყლაპია
200,Schlange[Tier]::N,елан,გველი
201,Wurm::N,корт,ჭია
202,Spinne::N,үрмәкүч,ობობა
203,Ameise::N,кырмыска,ჭიანჭველა
204,Laus::N,бет,ტილი
205,Laus::N,бет,მკბენარი
206,Mücke::N,черки,კოღო
207,Mücke::N,озынборын,კოღო
208,Fliege::N,чебен,ბუზი
209,Schmetterling::N,күбәләк,პეპელა
210,Beere::N,җиләк,კენკრა
211,Apfel::N,алма,ვაშლი
212,Pilz::N,гөмбә,სოკო
213,Zwiebel::N,суган,ხახვი
214,Zwiebel::N,суганбаш,ხახვი
215,Saat::N,орлык,თესლი
216,Korn::N,иген,მარცვალი
217,Korn::N,орлык,მარცვალი
218,Heu::N,печән,თივა
219,Schale::N,кабык,ჩენჩო
220,Grube::N,баз,ორმო
221,Grube::N,чокыр,ორმო
222,Falle::N,тозак,ხაფანგი
223,Falle::N,капкын,ხაფანგი
224,Schlinge::N,элмәк,მახე
225,Spur::N,эз,კვალი
226,Asche::N,көл,ფერფლი
227,Dreck::N,пычрак,ტალახი
228,Dreck::N,пычрак,სიბინძურე
229,Eisen::N,тимер,რკინა
230,Gold::N,алтын,ოქრო
231,Silber::N,көмеш,ვერცხლი
232,Kohle::N,күмер,ნახშირი
233,Glas::N,пыяла,მინა
234,Lehm::N,балчык,თიხა
235,Sand::N,ком,ქვიშა
236,Mensch::N,адәм,ადამიანი
237,Mensch::N,инсан,ადამიანი
238,Mann::N,ир,კაცი
239,Frau::N,хатын,ქალი
240,Kind::N,бала,ბავშვი
241,Junge::N,малай,ვაჟი
242,Mädchen::N,кыз,გოგო
243,Familie::N,гаилә,ოჯახი
244,Großvater::N,бабай,პაპა
245,Großvater::N,бабай,ბაბუა
246,Großmutter::N,әби,ბებია
247,Großmutter::N,әби,დიდედა
248,Eltern::N,ата-ана,მშობლები
249,Vater::N,ата,მამა
250,Mutter::N,ана,დედა
251,Sohn::N,ул,ვაჟიშვილი
252,Tochter::N,кыз,ქალიშვილი
253,Bruder::N,кардәш,ძმა
254,Schwester::N,апа,და
255,Schwester::N,сеңел,და
256,Onkel::N,дәдә,ბიძა
257,Onkel::N,дәдәй,ბიძა
258,Tante::N,түти,დეიდა
259,Tante::N,түти,მამიდა
260,Tante::N,тәтәй,დეიდა
261,Tante::N,тәтәй,მამიდა
262,Ehemann::N,ир,ქმარი
263,Ehefrau::N,хатын,ცოლი
264,Freude::N,сөенеч,სიხარული
265,Gelächter::N,көлү,სიცილი
266,Gelächter::N,көлеш,სიცილი
267,Glück::N,бәхет,ბედნიერება
268,Kummer::N,хәсрәт,მწუხარება
269,Wunsch::N,теләк,წადილი
270,Wunsch::N,теләк,სურვილი
271,Lust::N,теләк,წადილი
272,Lust::N,теләү,წადილი
273,Geist::N,рух,სული
274,Gedanke::N,уй,ფიქრი
275,Gedanke::N,фикер,ფიქრი
276,Gedächtnis::N,хәтер,მეხსიერება
277,Verstand::N,акыл,ჭკუა
278,Verstand::N,акыл,გონება
279,Sinn::N,мәгънә,მნიშვნელობა
280,Grund::N,сәбәп,მიზეზი
281,Wahrheit::N,хак,სიმართლე
282,Wahrheit::N,хак,ჭეშმარიტება
283,Gespräch::N,әңгәмә,ბაასი
284,Gespräch::N,әңгәмә,საუბარი
285,Märchen::N,әкият,არაკი
286,Märchen::N,әкият,ზღაპარი
287,Erzählung::N,хикәя,თქმულება
288,Nachricht::N,хәбәр,ცნობა
289,Nachricht::N,хәбәр,ამბავი
290,Neuigkeit::N,яңалык,სიახლე
291,Name::N,исем,სახელი
292,Rätsel::N,табышмак,გამოცანა
293,Rede::N,нотык,სიტყვა
294,Sprache::N,тел,ენა
295,Stimme::N,тавыш,ხმა
296,Wort::N,сүз,სიტყვა
297,Zeichen::N,ишарә,ნიშანი
298,Ruf::N,дәшү,ძახილი
299,Lärm::N,шау,ხმაური
300,Laut::N,аваз,ხმა
301,Laut::N,аваз,ბგერა
302,Ton::N,шалтырату,ტონი
303,Lied::N,җыр,სიმღერა
304,Ruhe::N,тынлык,სიწყნარე
305,Leute::N,халык,ადამიანები
306,Volk::N,халык,ერი
307,Volk::N,халык,ხალხი
308,Arbeit::N,эш,მუშაობა
309,Arbeit::N,хезмәт,მუშაობა
310,Gast::N,кунак,სტუმარი
311,Geschenk::N,бүләк,საჩუქარი
312,Spiel::N,уен,თამაში
313,Gesellschaft::N,җәмгыять,საზოგადოება
314,Hilfe::N,ярдәм,შველა
315,Hilfe::N,ярдәм,დახმარება
316,Hilfe::N,булышлык,შველა
317,Hilfe::N,булышлык,დახმარება
318,Freund::N,дус,მეგობარი
319,Kamerad::N,иптәш,ამხანაგი
320,Angelegenheit::N,эш,საქმე
321,Anzahl::N,микъдар,ოდენობა
322,Art::N,төр,სახეობა
323,Stück::N,кисәк,ნატეხი
324,Teil::N,өлеш,წილი
325,Hälfte::N,ярым,ნახევარი
326,Kreis::N,түгәрәк,წრე
327,Kreuz::N,хач,ჯვარი
328,Kreuz::N,тәре,ჯვარი
329,Linie::N,сызык,ხაზი
330,Strich::N,сызык,შტრიხი
331,Abstand::N,ара,მანძილი
332,Entfernung::N,ераклык,სიშორე
333,Gegend::N,урын,არე
334,Gegend::N,урын,მხარე
335,Platz::N,бушлык,ფართობი
336,Ort::N,урын,ადგილი
337,Seite::N,як,მხარე
338,Mitte::N,урта,შუა
339,Gegenstand::N,нәрсә,საგანი
340,Sache::N,нәрсә,ნივთი
341,Rand::N,чит,კიდე
342,Kante::N,кырый,ნაწიბული
343,Ecke::N,почмак,კუთხე
344,Spitze::N,оч,წვეტი
345,Ende::N,азак,ბოლო
346,Loch::N,тишек,ხვრელი
347,Winkel::N,почмак,კუთხე
348,Muster::N,парча,მოხატულობა
349,Größe::N,зурлык,ზომა
350,Größe::N,зурлык,სიდიდე
351,Länge::N,озынлык,სიგრძე
352,Höhe::N,биеклек,სიმაღლე
353,Gewicht::N,авырлык,წონა
354,Menge::N,микъдар,რაოდენობა
355,Haufen::N,өем,გროვა
356,Reihe::N,рәт,რიგი
357,Reihe::N,рәт,წყება
358,Boot::N,каек,გემი
359,Boot::N,көймә,გემი
360,Ruder::N,ишкәк,ხოფი
361,Ruder::N,ишкәк,ნიჩაბი
362,Schlitten::N,чана,მარხილი
363,Ski::N,чаңгы,თხილამური
364,Lagerfeuer::N,костёр,კოცონი
365,Last::N,йөк,ტვირთი
366,Gang::N,йөреш,სვლა
367,Schritt::N,адым,ბიჯი
368,Norden::N,төньяк,ჩრდილოეთი
369,Süden::N,көньяк,სამხრეთი
370,Westen::N,көнбатыш,დასავლეთი
371,Osten::N,шәрык,აღმოსავლეთი
372,Osten::N,көнчыгыш,აღმოსავლეთი
373,Holz::N,агач,ხე
374,Brett::N,такта,დაფა
375,Brett::N,такта,ფიცარი
376,Platte::N,плитә,თლილი ქვა
377,Stütze::N,таяу,საყრდენი
378,Stange::N,колга,ჭოკი
379,Stock::N,таяк,კეტი
380,Stab::N,таяк,ლატანი
381,Rohr::N,торба,მილაკი
382,Haus::N,өй,სახლი
383,Haus::N,йорт,სახლი
384,Heim::N,гаилә,ოჯახის კერა
385,Heim::N,нәсел,ოჯახის კერა
386,Ofen::N,мич,ღუმელი
387,Fußboden::N,идән,იატაკი
388,Tisch::N,өстәл,სუფრა
389,Tisch::N,өстәл,მაგიდა
390,Stuhl::N,утыргыч,სკამი
391,Wiege::N,бишек,აკვანი
392,Bett::N,ятак,საწოლი
393,Bett::N,ятак,სარეცელი
394,Bett::N,урын-җир,საწოლი
395,Bett::N,урын-җир,სარეცელი
396,Regal::N,киштә,თაროები
397,Regal::N,шүрлек,თაროები
398,Kiste::N,әрҗә,ყუთი
399,Kiste::N,әрҗә,სკივრი
400,Fenster::N,тәрәзә,ფანჯარა
401,Fenster::N,тәрәзә,სარკმელი
402,Tür::N,ишек,ბჭე
403,Tür::N,ишек,კარი
404,Tor::N,капка,ჭიშკარი
405,Zaun::N,койма,ღობე
406,Zaun::N,койма,გალავანი
407,Dach::N,түбә,სახურავი
408,Leiter::N,баскыч,კიბე
409,Besen::N,себерке,ცოცხი
410,Spaten::N,көрәк,ნიჩაბი
411,Schaufel::N,көрәк,ბარი
412,Gabel::N,чәннечке,ჩანგალი
413,Löffel::N,кашык,კოვზი
414,Messer::N,пычак,დანა
415,Nagel::N,кадак,ლურსმანი
416,Netz::N,челтәр,ბადე
417,Haken::N,ыргак,კავი
418,Haken::N,ыргак,კაუჭი
419,Griff::N,тотка,ტარი
420,Schloss::N,йозак,კლიტე
421,Schloss::N,йозак,საკეტი
422,Bild::N,рәсем,სურათი
423,Bild::N,картина,სურათი
424,Figur::N,сын,ფიგურა
425,Figur::N,фигура,ფიგურა
426,Puppe::N,курчак,თოჯინა
427,Beutel::N,луза,პარკი
428,Bündel::N,бәйләм,გალა
429,Bündel::N,бәйләм,ასხმა
430,Tasche::N,букча,ჩანთა
431,Eimer::N,чиләк,ჩამჩა
432,Deckel::N,капкач,ხუფი
433,Deckel::N,капкач,სარქველი
434,Geschirr::N,савыт-саба,ჭურჭელი
435,Geschirr::N,кашык-аяк,ჭურჭელი
436,Sack::N,капчык,ტომარა
437,Tasse::N,чынаяк,ფინჯანი
438,Topf::N,чүлмәк,ქოთანი
439,Kessel::N,казан,ქვაბი
440,Essen::N,ашау,ჭამა
441,Nahrung::N,азык,საზრდო
442,Nahrung::N,азык,საკვები
443,Nahrung::N,тәгам,საზრდო
444,Nahrung::N,тәгам,საკვები
445,Nahrung::N,ашамлык,საზრდო
446,Nahrung::N,ашамлык,საკვები
447,Speise::N,ризык,საჭმელი
448,Fleisch::N,ит,ხორცი
449,Getreide::N,ашлык,მარცვლოვანი
450,Brei::N,ботка,ფაფა
451,Brot::N,ипи,პური
452,Brot::N,икмәк,პური
453,Scheibe::N,телем,ნაჭერი
454,Fett::N,май,ქონი
455,Fett::N,май,ცხიმი
456,Butter::N,май,კარაქი
457,Öl::N,май,ზეთი
458,Salz::N,тоз,მარილი
459,Suppe::N,шулпа,სუფი
460,Honig::N,бал,თაფლი
461,Milch::N,сөт,რძე
462,Tee::N,чәй,ჩაი
463,Leder::N,күн,ტყავი
464,Wolle::N,йон,მატყლი
465,Stoff::N,тукыма,ქსოვილი
466,Nadel::N,энә,ნემსი
467,Faden::N,җеп,ძაფი
468,Faden::N,җеп,მკედი
469,Knopf::N,төймә,ღილი
470,Knoten::N,төен,ნასკვი
471,Farbe::N,буяу,საღებავი
472,Kleidung::N,кием,ტანსაცმელი
473,Hemd::N,күлмәк,ხალათი
474,Hemd::N,күлмәк,პერანგი
475,Kragen::N,яка,საყელო
476,Ärmel::N,җиң,სახელო
477,Hose::N,чалбар,შარვალი
478,Gürtel::N,билбау,ქამარი
479,Mütze::N,бүрек,ქუდი
480,Schuh::N,башмак,ფეხსაცმელი
481,Stiefel::N,итек,ჩექმა
482,Ring::N,балдак,ბეჭედი
483,Band::N,тасма,ბაფთი
484,Kamm::N,тарак,სავარცხელი
485,Spiegel::N,көзге,სარკე
486,Riemen::N,каеш,ღვედი
487,Schnur::N,бау,ლარი
488,Leine::N,тезген,ჯაჭვი
489,Decke::N,юрган,საბანი
490,Kissen::N,мендәр,ბალიში
491,Tuch::N,яулык,მაუდი
492,Tuch::N,яулык,თავშალი
493,Handtuch::N,сөлгә,ხელსახოცი
494,Kraft::N,егәр,ძალა
495,Kraft::N,дәрман,ძალა
496,Stärke::N,көч,ღონე
497,Stärke::N,дәрман,ღონე
498,Gesundheit::N,саулык,ჯანმრთელობა
499,Krankheit::N,чир,სენი
500,Krankheit::N,чир,ავადმყოფობა
501,Krankheit::N,хаста,სენი
502,Krankheit::N,хаста,ავადმყოფობა
503,Krankheit::N,сырхау,სენი
504,Krankheit::N,сырхау,ავადმყოფობა
505,Schmerz::N,авырту,ტკივილი
506,Wunde::N,яра,იარი
507,Wunde::N,яра,ჭრილობა
508,Wunde::N,җәрәхәт,იარი
509,Wunde::N,җәрәхәт,ჭრილობა
510,Fieber::N,бизгәк,ციება
511,Arznei::N,дару,წამალი
512,Brücke::N,күпер,ხიდი
513,Brunnen::N,кое,ჭა
514,Weide::N,утлавык,საძოვარი
515,Pfad::N,сукмак,ბილიკი
516,Weg::N,юл,გზა
517,Straße::N,урам,შარაგზა
518,Dorf::N,авыл,დაბა
519,Dorf::N,авыл,სოფელი
520,Stadt::N,шәһәр,ქალაქი
521,Brief::N,хат,წერილი
522,Buch::N,китап,წიგნი
523,Buchstabe::N,хәреф,ასო
524,Zeitung::N,газет,გაზეთი
525,Zeitung::N,газета,გაზეთი
526,Leben::N,гомер,სიცოცხლე
527,Leben::N,тормыш,სიცოცხლე
528,Leben::N,тереклек,სიცოცხლე
529,Tod::N,үлем,სიკვდილი
530,Grab::N,гүр,სამარე
531,Grab::N,гүр,საფლავი
532,Grab::N,кабер,სამარე
533,Grab::N,кабер,საფლავი
534,Kirche::N,чиркәү,ეკლესია
535,Sünde::N,язык,ცოდვა
536,Sünde::N,гөнаһ,ცოდვა
537,Gott::N,алла,ღმერთი
538,Gott::N,ходай,ღმერთი
539,Arbeiter::N,эшче,მუშა
540,Chef::N,башлык,გამგე
541,Meister::N,оста,ოსტატი
542,Arzt::N,врач,ექიმი
543,Arzt::N,врач,მკურნალი
544,Arzt::N,табиб,ექიმი
545,Arzt::N,табиб,მკურნალი
546,Lehrer::N,укытучы,მასწავლებელი
547,Lehrer::N,мөгаллим,მასწავლებელი
548,Geld::N,акча,ფული
549,Geschäft::N,эш,საქმე
550,Geschäft::N,эш,ბიზნესი
551,Laden::N,кибет,დუქანი
552,Laden::N,кибет,მაღაზია
553,Laden::N,магазин,დუქანი
554,Laden::N,магазин,მაღაზია
555,Preis::N,бәя,ფასი
556,Preis::N,бәһа,ფასი
557,Ware::N,товар,საქონელი
558,Nutzen::N,файда,ხეირი
559,Reichtum::N,байлык,სიმდიდრე
560,Welt::N,дөнья,მსოფლიო
561,Land::N,ил,მხარე
562,Land::N,ил,ქვეყანა
563,Staat::N,дәүләт,სახელმწიფო
564,König::N,патша,მეფე
565,Macht::N,хакимият,ძლიერება
566,Grenze::N,чик,ზღვარი
567,Krieg::N,сугыш,ომი
568,Feind::N,дошман,მტერი
569,Gewalt::N,көчләү,სისასტიკე
570,Kampf::N,көрәш,ბრძოლა
571,Bogen[Waffe]::N,җәя,მშვილდი
572,Pfeil::N,ук,ისარი
573,Pfeil::N,ук,მახვილი
574,Gewehr::N,мылтык,თოფი
575,Gewehr::N,мылтык,შაშხანა
576,Fehler::N,хата,შეცდომა
577,Lüge::N,ялган,სიცრუე
578,Schaden::N,зыян,ვნება
579,Schaden::N,зарар,ვნება
580,Unglück::N,бәла,ხიფათი
581,Unglück::N,бәла,უბედურება
582,Schuld::N,гаеп,ბრალი
583,Alter::N,яшь,ასაკი
584,Schluss::N,ахыр,ბოლო
585,Schluss::N,ахыр,დასასრული
586,Zeit::N,заман,დრო
587,Tag::N,көн,დღე
588,Morgen::N,иртә,დილა
589,Mittag::N,өйлә,შუადღე
590,Abend::N,кич,საღამო
591,Nacht::N,төн,ღამე
592,Woche::N,атна,კვირა
593,Monat::N,ай,თვე
594,Jahr::N,ел,წელი
595,Frühling::N,яз,გაზაფხული
596,Sommer::N,җәй,ზაფხული
597,Herbst::N,көз,შემოდგომა
598,Winter::N,кыш,ზამთარი
599,Januar::N,гыйнвар,იანვარი
600,Februar::N,февраль,თებერვალი
601,März::N,март,მარტი
602,April::N,апрель,აპრილი
603,Mai::N,май,მაისი
604,Juni::N,июнь,ივნისი
605,Juli::N,июль,ივლისი
606,August::N,август,აგვისტო
607,September::N,сентябрь,სექტემბერი
608,Oktober::N,октябрь,ოქტომბერი
609,November::N,ноябрь,ნოემბერი
610,Dezember::N,декабрь,დეკემბერი
611,Montag::N,дүшәмбе,ორშაბათი
612,Dienstag::N,сишәмбе,სამშაბათი
613,Mittwoch::N,чәршәмбе,ოთხშაბათი
614,Donnerstag::N,атнакич,ხუთშაბათი
615,Donnerstag::N,пәнҗешәмбе,ხუთშაბათი
616,Freitag::N,җомга,პარასკევი
617,Samstag::N,шимбә,შაბათი
618,Sonntag::N,якшәмбе,კვირა
619,groß::A,зур,დიდი
620,klein::A,кечкенә,მცირე
621,klein::A,кечкенә,პატარა
622,lang::A,озын,გრძელი
623,kurz::A,кыска,მოკლე
624,breit::A,киң,ფართო
625,breit::A,киң,განიერი
626,schmal::A,кысык,ვიწრო
627,schmal::A,кысык,წვრილი
628,dicht::A,куе,მჭიდრო
629,dick[Gegenstand]::A,калын,სქელი
630,dünn::A,нечкә,წვრილი
631,fein::A,нәзакәтле,თხელი
632,fest::A,нык,მყარი
633,flach::A,яссы,ბრტყელი
634,flach::A,ялпак,ბრტყელი
635,glatt::A,шома,გლუ
636,hart::A,каты,მაგარი
637,weich::A,йомшак,რბილი
638,rund::A,түгәрәк,მრგვალი
639,spitz::A,очлы,წვეტიანი
640,scharf::A,үткен,მჭრელი
641,stumpf::A,үтмәс,ბლაგვი
642,schwer::A,салмак,მძიმე
643,schön::A,гүзәл,ლამაზი
644,heiß::A,эссе,ცხელი
645,warm::A,җылы,თბილი
646,kalt::A,суык,ცივი
647,kalt::A,салкын,ცივი
648,kühl::A,салкынча,გრილი
649,frisch::A,салкынча,სუფთა
650,feucht::A,юеш,ნოტიო
651,nass::A,дымлы,სველი
652,trocken::A,коры,მშრალი
653,voll::A,тулы,სავსე
654,leer::A,буш,ცარიელი
655,offen::A,ачык,ღია
656,offen::A,ачык,გაშლილი
657,geschlossen::A,йомык,დახურული
658,sauber::A,пакь,სუფთა
659,sauber::A,пакь,წმინდა
660,sauber::A,чиста,სუფთა
661,sauber::A,чиста,წმინდა
662,schmutzig::A,керле,ტალახიანი
663,schmutzig::A,пычрак,ტალახიანი
664,roh::A,чи,უმი
665,reif::A,өлгергән,მწიფე
666,lecker::A,тәмле,გემრიელი
667,süß::A,татлы,ტკბილი
668,bitter::A,ачы,მწარე
669,sauer::A,әче,მჟავე
670,hell::A,якты,ნათელი
671,dunkel::A,кара,ბნელი
672,schwarz::A,кара,შავი
673,weiß::A,ак,თეთრი
674,rot::A,кызыл,წითელი
675,gelb::A,сары,ყვითელი
676,blau::A,күк,ლურჯი
677,blau::A,күк,ცისფერი
678,grün::A,яшел,მწვანე
679,grau::A,соры,რუხი
680,grau::A,соры,ნაცრისფერი
681,bunt::A,чуар,ჭრელი
682,bunt::A,чуар,ფერადი
683,billig::A,арзан,იაფი
684,teuer::A,хаклы,ძვირი
685,wertvoll::A,кыйммәтле,ღირსიანი
686,blind::A,сукыр,ბრმა
687,blind::A,күзсез,ბრმა
688,taub::A,чукрак,ყრუ
689,taub::A,саңгырау,ყრუ
690,kräftig::A,егәрле,ძალავანი
691,stark::A,нык,ძლიერი
692,stark::A,нык,ღონიერი
693,stark::A,базык,ძლიერი
694,stark::A,базык,ღონიერი
695,schwach::A,зәгыйфь,სუსტი
696,fett::A,симез,სქელი
697,schlank::A,нәзек,გამხდარი
698,hübsch::A,чибәр,ეშხიანი
699,hübsch::A,чибәр,მშვენიერი
700,böse::A,усал,ავი
701,böse::A,усал,ბოროტი
702,dumm::A,акылсыз,ბოთე
703,dumm::A,акылсыз,სულელი
704,faul::A,ялкау,ზანტი
705,faul::A,ялкау,ზარმაცი
706,faul::A,иренчәк,ზანტი
707,faul::A,иренчәк,ზარმაცი
708,fleißig::A,тырыш,ბეჯითი
709,fleißig::A,тырыш,მუყაითი
710,fleißig::A,тырышучан,ბეჯითი
711,fleißig::A,тырышучан,მუყაითი
712,geizig::A,саран,ძუნწი
713,klug::A,акыллы,ჭკვიანი
714,geschickt::A,маһир,მარჯვე
715,geschickt::A,маһир,გაწაფული
716,lieb::A,сөекле,სატრფიალო
717,lustig::A,күңелле,მხიარული
718,sanft::A,басынкы,ალერსიანი
719,sanft::A,басынкы,გრძნობიერი
720,hungrig::A,ач,მშიერი
721,krank::A,чирле,სნეული
722,krank::A,чирле,ავადმყოფი
723,krank::A,сырхау,სნეული
724,krank::A,сырхау,ავადმყოფი
725,nackt::A,шәрә,ტიტველი
726,traurig::A,ямансу,მწუხარე
727,traurig::A,ямансу,სევდიანი
728,lebendig::A,тере,ცოცხალი
729,gut::A,яхшы,კარგი
