,Concept_ID,cs,ab
373,Ofen::N,kamna,афрына
374,Fußboden::N,podlaha,адашьма
375,Tisch::N,stůl,аишәа
376,Stuhl::N,židle,аҟəардə
377,Wiege::N,kolébka,агара
378,Bett::N,postel,акаруаҭ
379,Regal::N,regál,акыӷəра
380,Regal::N,police,акыӷəра
381,Kiste::N,bedna,аидчаҧала
382,Fenster::N,okno,аҧенџьыр
383,Tür::N,dveře,ашə
384,Tor::N,vrata,агəашə
385,Zaun::N,plot,аанда
386,Dach::N,střecha,ахыб
387,Leiter::N,žebřík,амардуан
388,Besen::N,koště,аҧссага
389,Besen::N,smeták,аҧссага
390,Spaten::N,rýč,ажыга
391,Schaufel::N,lopata,аҭəарӷəы
392,Gabel::N,vidlička,ачқьыҧ
393,Löffel::N,lžíce,амҳаҵə
394,Messer::N,nůž,аҳəызба
395,Nagel::N,hřebík,аҵəымӷ
396,Netz::N,síť,акаҭа
397,Haken::N,hák,аҵəаҳə
398,Griff::N,držadlo,амаа
399,Schloss::N,zámek,асаҧаҭ
400,Bild::N,obraz,асахьа
401,Figur::N,figura,афигура
402,Puppe::N,panenka,акьанџьа
403,Beutel::N,pytlík,асакь
404,Bündel::N,svazek,аҿаҳəара
405,Tasche::N,taška,арҭмаҟ
406,Tasche::N,brašna,арҭмаҟ
407,Eimer::N,kýbl,аведра
408,Eimer::N,vědro,аведра
409,Deckel::N,víko,ахҩа
410,Deckel::N,příklop,ахҩа
411,Geschirr::N,nádobí,ачысмаҭəа
412,Sack::N,pytel,асакь
413,Tasse::N,šálek,аҵəца
414,Topf::N,hrnec,акаструлиа
415,Kessel::N,kotel,ачуан
416,Essen::N,jídlo,
417,Nahrung::N,strava,афатə
418,Nahrung::N,potrava,афатə
419,Speise::N,jídlo,афатə
420,Fleisch::N,maso,акəац
421,Getreide::N,obilí,ачакуа
422,Brei::N,kaše,ақашь
423,Brot::N,chléb,ача
424,Scheibe::N,krajíc,аҽыҭ
425,Scheibe::N,krajíc,аҿаҵа
426,Fett::N,tuk,ашша
427,Fett::N,omastek,ашша
428,Butter::N,máslo,ахəша
429,Öl::N,olej,азеҭ
430,Salz::N,sůl,аџьыка
431,Suppe::N,polévka,асуҧ
432,Honig::N,med,ацха
433,Milch::N,mléko,ахш
434,Tee::N,čaj,ачаи
435,Leder::N,kůže,ацəа
436,Wolle::N,vlna,аласа
437,Stoff::N,látka,Аба
438,Nadel::N,jehla,агəыр
439,Faden::N,nit,арахəыц
440,Knopf::N,knoflík,аҳəынҵəра
441,Knoten::N,uzel,аиқəҳəала
442,Farbe::N,barva,ашəыга
443,Kleidung::N,šaty,амаҭəа
444,Kleidung::N,šatstvo,амаҭəа
445,Hemd::N,košile,акьаҿ
446,Kragen::N,límec,ахəда
447,Ärmel::N,rukáv,амаӷра
448,Hose::N,kalhoty,аиқəа
449,Gürtel::N,pás,амаҟа
450,Gürtel::N,opasek,амаҟа
451,Mütze::N,čepice,ахылҧа
452,Schuh::N,bota,аимаа
453,Stiefel::N,holínka,амагə
454,Ring::N,prsten,амацəаз
455,Band::N,pásek,алента
456,Kamm::N,hřeben,ахҳəа
457,Spiegel::N,zrcadlo,асаркьа
458,Riemen::N,řemen,аа
459,Schnur::N,šňůra,ашаха
460,Leine::N,vodítko,аҕура
461,Decke::N,pokrývka,ахыза
462,Decke::N,přikrývka,ахыза
463,Kissen::N,polštář,ахчы
464,Tuch::N,šátek,акасы
465,Handtuch::N,ručník,ампахьшьы
466,Kraft::N,síla,амч
467,Stärke::N,síla,амч
468,Gesundheit::N,zdraví,агəабзиара
469,Krankheit::N,nemoc,ачымазара
470,Krankheit::N,choroba,ачымазара
471,Schmerz::N,bolest,ахьаа
472,Wunde::N,rána,ахəра
473,Fieber::N,horečka,ашоура
474,Arznei::N,lék,ахəшə
475,Brücke::N,most,ацҳа
476,Brunnen::N,studna,аҵыџь
477,Weide::N,pastva,аҳəырҭа
478,Weide::N,pastvina,аҳəырҭа
479,Pfad::N,pěšina,амхəасҭа
480,Weg::N,cesta,амҩа
481,Straße::N,silnice,амҩа
482,Dorf::N,vesnice,ақыҭа
483,Stadt::N,město,ақалақь
484,Brief::N,dopis,ашəҟəы
485,Buch::N,kniha,ашəҟəы
486,Buchstabe::N,písmeno,анбан
487,Zeitung::N,noviny,агазеҭ
488,Leben::N,život,аҧсҭазаара
489,Tod::N,smrt,аҧсра
490,Grab::N,hrob,анышəынҭра
491,Kirche::N,kostel,ауахəама
492,Sünde::N,hřích,агəнаҳа
493,Gott::N,bůh,анцəа
494,Arbeiter::N,dělník,аусуҩ
495,Arbeiter::N,pracovník,аусуҩ
496,Chef::N,šéf,Аиҳабы
497,Chef::N,vedoucí,Аиҳабы
498,Meister::N,mistr,аҟаза
499,Arzt::N,lékař,аҳақьым
500,Lehrer::N,učitel,арҵаҩы
501,Geld::N,peníze,аҧара
502,Geschäft::N,obchod,
503,Laden::N,krám,амагазин
504,Preis::N,cena,ахə
505,Ware::N,zboží,атауар
506,Nutzen::N,užitek,ақьар
507,Reichtum::N,bohatství,абеиара
508,Welt::N,svět,адунеи
509,Land::N,země,атəыла
510,Staat::N,stát,аҳəынҭқарра
511,König::N,král,акрал
512,Macht::N,moc,амчра
513,Macht::N,mocnost,амчра
514,Grenze::N,hranice,аҳəаа
515,Krieg::N,válka,аибашьра
516,Feind::N,nepřítel,Аҕа
517,Gewalt::N,násilí,ақəымчра
518,Kampf::N,boj,ақəҧара
519,Bogen[Waffe]::N,luk,ахыц
520,Pfeil::N,šíp,ахəымпал
521,Gewehr::N,puška,ашəақь
522,Gewehr::N,ručnice,ашəақь
523,Fehler::N,chyba,агха
524,Lüge::N,lež,амц
525,Schaden::N,škoda,аҧырхага
526,Unglück::N,neštěstí,арыцҳара
527,Schuld::N,vina,ахара
528,Alter::N,věk,ақəра
529,Schluss::N,konec,анҵəамҭа
530,Zeit::N,čas,аамта
531,Tag::N,den,амш
532,Morgen::N,ráno,ашара
533,Morgen::N,ráno,ашьыбжь
534,Morgen::N,jitro,ашара
535,Morgen::N,jitro,ашьыбжь
536,Mittag::N,poledne,шьыбжьон
537,Abend::N,večer,ахəылҧаз
538,Abend::N,večer,ахəлбыҽха
539,Nacht::N,noc,аҵх
540,Woche::N,týden,амчыбжь
541,Monat::N,měsíc,
542,Jahr::N,rok,
543,Frühling::N,jaro,ааҕын
544,Sommer::N,léto,аҧхын
545,Herbst::N,podzim,ҭагалан
546,Herbst::N,podzim,хкаарачан
547,Winter::N,zima,аӡын
548,Januar::N,leden,ианвар
549,Februar::N,únor,февраль
550,März::N,březen,март
551,April::N,duben,апрель
552,Mai::N,květen,маи
553,Juni::N,červen,иуун
554,Juli::N,červenec,иууль
555,August::N,srpen,август
556,September::N,září,сентиабр
557,Oktober::N,říjen,октиабр
558,November::N,listopad,ноиабр
559,Dezember::N,prosinec,декабр
560,Montag::N,pondělí,ашəахьа
561,Montag::N,pondělek,ашəахьа
562,Dienstag::N,úterý,аҩаша
563,Mittwoch::N,středa,ахаша
564,Donnerstag::N,čtvrtek,аҧшьаша
565,Freitag::N,pátek,ахəаша
566,Samstag::N,sobota,асабша
567,Sonntag::N,neděle,амҽыша
568,groß::A,velký,аду
569,klein::A,malý,амаҷ
570,lang::A,dlouhý,ахəхəа
571,kurz::A,krátký,акьаҿ
572,breit::A,široký,аиужь
573,breit::A,široký,аиҵых
574,schmal::A,úzký,аҭшəа
575,dicht::A,hustý,аилач
576,dick[Gegenstand]::A,tlustý,ажəпа
577,dünn::A,tenký,
578,fein::A,jemný,апа
579,fein::A,jemný,аҵаӷа
580,fein::A,jemný,аӡа
581,fest::A,pevný,аҟаца
582,fest::A,pevný,аӷəӷəаҟаца
583,flach::A,plochý,ақəаҟьа
584,flach::A,plochý,аҧаҟьа
585,flach::A,placatý,ақəаҟьа
586,flach::A,placatý,аҧаҟьа
587,glatt::A,hladký,аимаҩзы
588,hart::A,tvrdý,акьакьа
589,weich::A,měkký,атата
590,rund::A,kulatý,акəмпыл
591,rund::A,okrouhlý,акəмпыл
592,spitz::A,špičatý,аҵар
593,scharf::A,ostrý,аҵар
594,stumpf::A,tupý,ацагə
595,schwer::A,těžký,ахьанҭа
596,schön::A,pěkný,аҧшӡа
597,schön::A,krásný,аҧшӡа
598,heiß::A,horký,ашы
599,warm::A,teplý,аҧха
600,kalt::A,studený,ахьшəашəа
601,kühl::A,chladný,ахьшəашəа
602,kühl::A,chladný,ицәыхьшәашәоу
603,frisch::A,svěží,цқьа
604,feucht::A,vlhký,ацəаак
605,nass::A,mokrý,абааӡа
606,trocken::A,suchý,Аба
607,trocken::A,suchý,аҩа
608,voll::A,plný,азна
609,leer::A,prázdný,аҭацəы
610,offen::A,otevřený,аарта
611,geschlossen::A,zavřený,ихҩоу
612,geschlossen::A,zavřený,иаркыу
613,sauber::A,čistý,ацқьа
614,schmutzig::A,špinavý,аҟьашь
615,roh::A,syrový,
616,reif::A,zralý,Арҭ
617,reif::A,zralý,аҟала
618,reif::A,zralý,иҟалахьоу
619,lecker::A,chutný,ахаа
620,süß::A,sladký,азла
621,bitter::A,hořký,аша
622,sauer::A,kyselý,аҵəҵəы
623,hell::A,světlý,алаша
624,dunkel::A,temný,алашьца
625,schwarz::A,černý,аиқуаҵәа
626,weiß::A,bílý,ашкəакəа
627,rot::A,rudý,аҟаҧшь
628,rot::A,červený,аҟаҧшь
629,gelb::A,žlutý,аҩеижь
630,blau::A,modrý,аҽҵәа
631,grün::A,zelený,ашьацҧшҭəала
632,grün::A,zelený,аеҵəа
633,grau::A,šedý,ацəыш
634,grau::A,šedivý,ацəыш
635,bunt::A,pestrý,Аилыҕраа
636,bunt::A,pestrý,аҕраҷкəын
637,billig::A,levný,амариа
638,billig::A,laciný,амариа
639,teuer::A,drahý,амҩан
640,wertvoll::A,cenný,кыр иаҕсоу
641,wertvoll::A,cenný,акыр иаҕсоу
642,blind::A,slepý,алашə
643,taub::A,hluchý,адагəа
644,kräftig::A,silný,аӷəӷəа
645,stark::A,silný,абаҟа
646,schwach::A,slabý,акəада
647,fett::A,tučný,аҧсыла
648,fett::A,tlustý,аҧсыла
649,schlank::A,štíhlý,акала
650,schlank::A,štíhlý,акьалантар
651,schlank::A,štíhlý,аиҿартə
652,hübsch::A,hezký,аҧшӡа
653,böse::A,zlý,абааҧсы
654,dumm::A,hloupý,агаӡа
655,faul::A,líný,аашьа
656,fleißig::A,pilný,иҟубҷоу
657,geizig::A,lakomý,акы
658,geizig::A,lakomý,акаҷбеи
659,geizig::A,lakomý,аҟəџьыр
660,klug::A,chytrý,аҟəыш
661,klug::A,chytrý,аҟəыӷа
662,geschickt::A,šikovný,напҟазала
663,lieb::A,milý,алашара
664,lustig::A,veselý,алах-ҿых
665,lustig::A,veselý,игурҕьаччо
666,lustig::A,veselý,агурҕьа
667,lustig::A,veselý,агурҿыхага
668,sanft::A,mírný,атата
669,sanft::A,mírný,аҟəымшəышə
670,sanft::A,mírný,ақьыҧш
671,hungrig::A,hladový,амлашь
672,krank::A,nemocný,ачымазаҩ
673,nackt::A,nahý,аҟьантаз
674,traurig::A,smutný,алахьеиқəҵага
675,traurig::A,truchlivý,алахьеиқəҵага
676,lebendig::A,živý,абза
677,gut::A,dobrý,абзиа
678,schlecht::A,špatný,-хəарҭам
679,richtig::A,pravý,иашоу
680,richtig::A,správný,иашоу
681,schlimm::A,zlý,абааҧсы
682,wahr::A,pravdivý,агəҭылса
683,wahr::A,pravdivý,абзиаҵəҟьа
684,alt::A,starý,Ажə
685,neu::A,nový,аҿыц
686,ehemalig::A,bývalý,анкьатәи
687,alt[Lebewesen]::A,starý,абырг
688,alt[Lebewesen]::A,starý,ақабада
689,alt[Lebewesen]::A,starý,Ажə
690,jung::A,mladý,аҟата
691,arm::A,chudý,ананамга
692,reich::A,bohatý,абеиа
693,bekannt::A,známý,адыр
694,berühmt::A,slavný,адыр
695,fremd::A,cizí,атəым
696,verschieden::A,různý,Еиуа-еиҧшым
697,verschieden::A,rozličný,Еиуа-еиҧшым
698,nah::A,blízký,ааигəа
699,fern::A,daleký,ахара
700,linker::A,levý,арма
701,rechter::A,pravý,арҕьа
702,anderer::A,jiný,даҽа
703,anderer::A,jiný,даҽакы
704,erster::A,první,актәи
705,zweiter::A,druhý,аҩбатəи
706,dritter::A,třetí,ахҕатәи
707,letzter::A,poslední,аҵыхəтəантəи
708,allein::ADV,sám,мацара
709,auf einmal::ADV,najednou,зныкала
710,auf einmal::ADV,najednou,зныкҟьара
711,zusammen::ADV,spolu,аиц...
712,zusammen::ADV,dohromady,аиц...
713,lange::ADV,dlouho,акыраамҭа
714,plötzlich::ADV,vtom,иаалырҟьаны
715,plötzlich::ADV,náhle,иаалырҟьаны
716,sofort::ADV,hned,иаразнакҵәҟьа
717,sofort::ADV,ihned,иаразнакҵәҟьа
718,später::ADV,později,уажəшьҭаншəа
719,jetzt::ADV,teď,уажәы
720,jetzt::ADV,nyní,уажәы
721,heute::ADV,dnes,иахьа
722,heute::ADV,dneska,иахьа
723,morgen::ADV,zítra,уаҵәы
724,bald::ADV,brzo,иласны
725,dann::ADV,pak,нас
726,dann::ADV,potom,нас
727,gestern::ADV,včera,иацы
728,einst::ADV,kdysi,зны
729,damals::ADV,tehdy,усҟан
730,damals::ADV,tenkrát,усҟан
731,danach::ADV,podle toho,нас
732,vorher::ADV,dříve,уаанӡа
733,vorher::ADV,napřed,уаанӡа
734,zuerst::ADV,nejprve,азнаказы
735,zuerst::ADV,nejprve,аҧхьа
736,zuerst::ADV,nejdříve,азнаказы
737,zuerst::ADV,nejdříve,аҧхьа
