,Concept_ID,kk,en
116,Gipfel::N,төбе,summit
117,Höhle::N,үңгір,cave
118,Abhang::N,бауыр,slope
119,Quelle::N,қайнар,source
120,Bach::N,жылға,brook
121,Fluss::N,өзен,river
122,Ufer::N,жиек,shore
123,Küste::N,жиегі,coast
124,Küste::N,жағалау,coast
125,Festland::N,құрылық,land
126,Meer::N,теңіз,sea
127,Bucht::N,шығанақ,cove
128,Insel::N,арал,island
129,Blume::N,гүл,flower
130,Gras::N,от,grass
131,Wurzel::N,түбір,root
132,Baum::N,ағаш,tree
133,Baum::N,дарақ,tree
134,Stamm::N,сояу,trunk
135,Stamm::N,оқпан,trunk
136,Rinde::N,қабық,bark
137,Ast::N,бұтақ,limb
138,Zweig::N,шыбық,branch
139,Blatt::N,жапырақ,leaf
140,Birke::N,қайың,birch
141,Kiefer[Baum]::N,қарағай,pine
142,Weide[Baum]::N,тал,willow
143,Tanne::N,шырша,fir
144,Horn::N,мүйіз,horn
145,Feder::N,қаламұш,feather
146,Fell::N,тері,fur
147,Flügel::N,қанат,wing
148,Klaue::N,тырнақ,claw
149,Kralle::N,аяқ,claw
150,Schwanz::N,құйрық,tail
151,Ei::N,жұмыртқа,egg
152,Nest::N,ұя,nest
153,Bau::N,жатақ,lair
154,Tier::N,айуан,animal
155,Tier::N,жануар,animal
156,Herde::N,пада,flock
157,Kuh::N,сиыр,cow
158,Bulle::N,өгіз,bull
159,Pferd::N,жылқы,horse
160,Schaf::N,қой,sheep
161,Schwein::N,шошқа,pig
162,Hund::N,ит,dog
163,Katze::N,мысық,cat
164,Bär::N,аю,bear
165,Eichhörnchen::N,тиін,squirrel
166,Elch::N,бұғы,elk
167,Fuchs::N,түлкі,fox
168,Hase::N,қоян,hare
169,Maus::N,қаптесер,mouse
170,Wolf::N,бөрі,wolf
171,Wolf::N,қасқыр,wolf
172,Vogel::N,құс,bird
173,Schwarm::N,топ,swarm
174,Schwarm::N,үйір,swarm
175,Huhn::N,тауық,chicken
176,Huhn::N,мекиен,chicken
177,Hahn::N,әтеш,cock
178,Hahn::N,қораз,cock
179,Gans::N,қаз,goose
180,Adler::N,бүркіт,eagle
181,Ente::N,үйрек,duck
182,Eule::N,жапалақ,owl
183,Kranich::N,тырна,crane
184,Krähe::N,қарға,crow
185,Kuckuck::N,көкек,cuckoo
186,Schwan::N,аққу,swan
187,Fisch::N,балық,fish
188,Barsch::N,алабұға,perch
189,Hecht::N,шортан,pike
190,Schlange[Tier]::N,жылан,snake
191,Wurm::N,шұбалшаң,worm
192,Spinne::N,өрмекші,spider
193,Ameise::N,қүмырска,ant
194,Laus::N,бит,louse
195,Mücke::N,маса,midge
196,Fliege::N,шыбын,fly
197,Schmetterling::N,көбелек,butterfly
198,Beere::N,жидек,berry
199,Apfel::N,алма,apple
200,Pilz::N,қозықұйрық,mushroom
201,Pilz::N,саңыраукулақ,mushroom
202,Zwiebel::N,жуа,onion
203,Saat::N,тұқым,seed
204,Korn::N,дән,grain
205,Heu::N,шөп,hay
206,Schale::N,қабық,husk
207,Schale::N,қабығы,husk
208,Grube::N,ор,pit
209,Falle::N,дұзақ,trap
210,Falle::N,қақпан,trap
211,Schlinge::N,ілмек,noose
212,Spur::N,із,track
213,Asche::N,күл,ashes
214,Dreck::N,былғаныш,filth
215,Eisen::N,темір,iron
216,Gold::N,алтын,gold
217,Silber::N,күміс,silver
218,Kohle::N,көмір,coal
219,Glas::N,шыны,glass
220,Lehm::N,балшық,clay
221,Sand::N,құм,sand
222,Mensch::N,адам,human
223,Mann::N,еркек,man
224,Mann::N,ер адам,man
225,Frau::N,бике,woman
226,Frau::N,қатын,woman
227,Kind::N,бала,child
228,Kind::N,перзент,child
229,Junge::N,бала,boy
230,Junge::N,ер бала,boy
231,Mädchen::N,қыз,girl
232,Familie::N,жанұя,family
233,Großvater::N,ата,grandfather
234,Großmutter::N,әже,grandmother
235,Großmutter::N,әжей,grandmother
236,Eltern::N,ата-аналар,parents
237,Vater::N,әке,father
238,Mutter::N,ана,mother
239,Sohn::N,ұл,son
240,Tochter::N,қызым,daughter
241,Bruder::N,бауырым,brother
242,Schwester::N,әпке,sister
243,Onkel::N,көке,uncle
244,Tante::N,тәте,aunt
245,Ehemann::N,ер,husband
246,Ehefrau::N,зайып,wife
247,Freude::N,қуаныш,joy
248,Freude::N,сүйініш,joy
249,Freude::N,шат-думан,joy
250,Freude::N,қуаныштылық,joy
251,Gelächter::N,күлу,laughter
252,Glück::N,бақыт,happiness
253,Glück::N,бақыттылық,happiness
254,Kummer::N,аза,grief
255,Kummer::N,қайғы,grief
256,Kummer::N,қасырет,grief
257,Wunsch::N,мүдде,wish
258,Lust::N,тәбет,desire
259,Lust::N,ынтызар,desire
260,Lust::N,құштарлық,desire
261,Geist::N,рух,spirit
262,Gedanke::N,ой,thought
263,Gedächtnis::N,ес,memory
264,Gedächtnis::N,жады,memory
265,Gedächtnis::N,ақыл-ес,memory
266,Verstand::N,ақыл,mind
267,Verstand::N,парасат,mind
268,Sinn::N,мән,meaning
269,Sinn::N,маныз,meaning
270,Sinn::N,мағына,meaning
271,Sinn::N,мән-мағына,meaning
272,Grund::N,себеп,reason
273,Wahrheit::N,рас,truth
274,Gespräch::N,әңгіме,talk
275,Märchen::N,ертеп,fairy tale
276,Märchen::N,ертек,fairy tale
277,Erzählung::N,әңгіме,story
278,Nachricht::N,хабар,message
279,Neuigkeit::N,жаңалық,news
280,Name::N,ат,name
281,Name::N,атау,name
282,Rätsel::N,жұмбақ,puzzle
283,Rede::N,сөз,speech
284,Sprache::N,тіл,language
285,Stimme::N,үн,voice
286,Stimme::N,әуен,voice
287,Stimme::N,дауыс,voice
288,Wort::N,сөз,word
289,Zeichen::N,ишара,sign
290,Ruf::N,айғай,call
291,Lärm::N,айғай-шу,noise
292,Lärm::N,айғай-ұйғай,noise
293,Laut::N,дыбыс,sound
294,Laut::N,дауыс,sound
295,Ton::N,әуен,tone
296,Lied::N,ән,song
297,Lied::N,жыр,song
298,Lied::N,ән-жыр,song
299,Ruhe::N,тыныштық,calm
300,Leute::N,кісілер,people
301,Volk::N,халық,nation
302,Arbeit::N,еңбек,work
303,Gast::N,қонақ,guest
304,Gast::N,мейман,guest
305,Geschenk::N,қадия,gift
306,Spiel::N,ойын,game
307,Gesellschaft::N,қауым,company
308,Gesellschaft::N,жұртшылық,company
309,Hilfe::N,жэрдем,help
310,Freund::N,дос,friend
311,Kamerad::N,дос-жар,companion
312,Angelegenheit::N,жұмыс,matter
313,Anzahl::N,сан,count
314,Anzahl::N,саны,count
315,Art::N,түр,sort
316,Stück::N,тілім,piece
317,Teil::N,үлес,part
318,Teil::N,бөлшек,part
319,Hälfte::N,жарты,half
320,Kreis::N,шеңбер,circle
321,Kreuz::N,крест,cross
322,Linie::N,сызық,line
323,Strich::N,сызық,stroke
324,Abstand::N,ара,gap
325,Abstand::N,аралық,gap
326,Entfernung::N,аралық,distance
327,Gegend::N,өңір,area
328,Platz::N,орны,space
329,Ort::N,орын,place
330,Seite::N,жақ,side
331,Seite::N,бүйір,side
332,Mitte::N,ортасы,middle
333,Gegenstand::N,зат,item
334,Gegenstand::N,нәрсе,item
335,Sache::N,бұйым,thing
336,Rand::N,шет,fringe
337,Rand::N,шеті,fringe
338,Kante::N,қыр,edge
339,Kante::N,қыры,edge
340,Ecke::N,қыры,corner
341,Ecke::N,бұрыш,corner
342,Spitze::N,ұшы,tip
343,Ende::N,аяқ,end
344,Ende::N,соңы,end
345,Loch::N,тесік,hole
346,Winkel::N,мүйіс,angle
347,Muster::N,мәнер,pattern
348,Größe::N,ауқым,size
349,Größe::N,көлемдік,size
350,Länge::N,бой,length
351,Länge::N,ұзындық,length
352,Höhe::N,жоғарылық,height
353,Höhe::N,биіктік,height
354,Gewicht::N,салмақ,weight
355,Menge::N,мөлшер,amount
356,Haufen::N,үйме,heap
357,Haufen::N,үйінді,heap
358,Reihe::N,сап,row
359,Boot::N,қайық,boat
360,Ruder::N,ескек,oar
361,Schlitten::N,шана,sleigh
362,Ski::N,шаңғы,ski
363,Lagerfeuer::N,алау,campfire
364,Last::N,ауырлық,load
365,Last::N,ауыр зат,load
366,Gang::N,жүріс,walk
367,Schritt::N,адым,step
368,Norden::N,солтүстік,north
369,Norden::N,терістік,north
370,Süden::N,оңтүстік,south
371,Westen::N,батыс,west
372,Osten::N,күншығыс,east
373,Holz::N,ағаш,wood
374,Holz::N,сүрек,wood
375,Brett::N,тақта,board
376,Platte::N,тақта,slab
377,Stütze::N,тіреу,bracket
378,Stange::N,қада,pole
379,Stock::N,сойыл,stick
380,Stab::N,сырық,staff
381,Rohr::N,құбыр,pipe
382,Haus::N,үй,house
383,Heim::N,үйлі,home
384,Heim::N,шаңырақ,home
385,Ofen::N,ошақ,stove
386,Ofen::N,пеш,stove
387,Fußboden::N,еден,floor
388,Tisch::N,үстел,table
389,Stuhl::N,орындық,chair
390,Wiege::N,бесік,cradle
391,Bett::N,кереует,bed
392,Regal::N,сөре,shelf
393,Kiste::N,жәшік,box
394,Fenster::N,терезе,window
395,Tür::N,есік,door
396,Tor::N,дарбаза,gate
397,Zaun::N,дуал,fence
398,Dach::N,шатыр,roof
399,Leiter::N,саты,ladder
400,Leiter::N,басқыш,ladder
401,Besen::N,сыпырғыш,broom
402,Spaten::N,күрек,spade
403,Schaufel::N,қалақ,shovel
404,Gabel::N,аша,fork
405,Gabel::N,шанышқы,fork
406,Löffel::N,қасық,spoon
407,Messer::N,пышақ,knife
408,Nagel::N,мық,nail
409,Nagel::N,шеге,nail
410,Netz::N,керегекөз,net
411,Haken::N,ілмек,hook
412,Griff::N,сап,handle
413,Griff::N,тұтқа,handle
414,Schloss::N,құлып,lock
415,Schloss::N,бекіткіш,lock
416,Bild::N,сурет,picture
417,Figur::N,тұлға,figure
418,Puppe::N,қуыршақ,doll
419,Beutel::N,қапшық,pouch
420,Bündel::N,байлам,bundle
421,Tasche::N,дорба,bag
422,Eimer::N,шелек,bucket
423,Deckel::N,жапқыш,cover
424,Geschirr::N,ыдыс,dishes
425,Sack::N,қап,sack
426,Tasse::N,шыныаяқ,cup
427,Topf::N,кәстрөл,pot
428,Kessel::N,қазан,kettle
429,Essen::N,ас,meal
430,Nahrung::N,ас,food
431,Nahrung::N,тамақ,food
432,Speise::N,тағам,dish
433,Fleisch::N,ет,meat
434,Getreide::N,дәнді,corn
435,Brei::N,ботқа,mush
436,Brot::N,күлше,bread
437,Scheibe::N,тілім,slice
438,Fett::N,май,fat
439,Butter::N,май,butter
440,Öl::N,май,oil
441,Salz::N,тұз,salt
442,Suppe::N,көже,soup
443,Honig::N,бал,honey
444,Milch::N,сүт,milk
445,Tee::N,шай,tea
446,Leder::N,көн,leather
447,Wolle::N,жүн,wool
448,Stoff::N,мата,cloth
449,Stoff::N,кездеме,cloth
450,Nadel::N,ине,needle
451,Faden::N,жіп,thread
452,Knopf::N,түйме,button
453,Knoten::N,түйін,knot
454,Farbe::N,рең,paint
455,Kleidung::N,киім,clothes
456,Hemd::N,жейде,shirt
457,Kragen::N,жаға,collar
458,Ärmel::N,жең,sleeve
459,Hose::N,шалбар,trousers
460,Gürtel::N,белбеу,belt
461,Mütze::N,қалпақ,cap
462,Schuh::N,кебіс,shoe
463,Stiefel::N,етік,boot
464,Ring::N,жүзік,ring
465,Band::N,таспа,ribbon
466,Kamm::N,тарақ,comb
467,Spiegel::N,айна,mirror
468,Riemen::N,қайыс,strap
469,Schnur::N,жіп,string
470,Leine::N,тізгін,leash
471,Decke::N,көрпе,blanket
472,Kissen::N,жастық,pillow
473,Tuch::N,орамал,scarf
474,Handtuch::N,сүлгі,towel
475,Kraft::N,қуат,force
476,Kraft::N,қарқын,force
477,Kraft::N,әл-шама,force
478,Kraft::N,әл-дәрмен,force
479,Stärke::N,әл,strength
480,Stärke::N,күш,strength
481,Gesundheit::N,денсаулык,health
482,Krankheit::N,ауру,illness
483,Schmerz::N,ауру,pain
484,Wunde::N,зақым,wound
485,Wunde::N,жарақат,wound
486,Fieber::N,безгек,fever
487,Fieber::N,қалтырау,fever
488,Fieber::N,қызу көтерілуі,fever
489,Arznei::N,дәрі,medicine
490,Arznei::N,дәрі-дәрмек,medicine
491,Brücke::N,көпір,bridge
492,Brunnen::N,құдық,well
493,Weide::N,өріс,pasture
494,Weide::N,жайылым,pasture
495,Pfad::N,жол,path
496,Weg::N,жол,way
497,Straße::N,жол,road
498,Dorf::N,ауыл,village
499,Stadt::N,қала,town
500,Stadt::N,шаһар,town
501,Brief::N,хат,letter
502,Brief::N,жазу,letter
503,Buch::N,кітап,book
504,Buchstabe::N,әріп,character
505,Buchstabe::N,қаріп,character
506,Zeitung::N,газет,newspaper
507,Leben::N,өмір,life
508,Leben::N,тіршілік,life
509,Tod::N,опат,death
510,Grab::N,мола,grave
511,Grab::N,мазар,grave
512,Kirche::N,шіркеу,church
513,Sünde::N,күнә,sin
514,Gott::N,алла,god
515,Gott::N,құдай,god
516,Gott::N,тәңірі,god
517,Gott::N,пәруардігер,god
518,Gott::N,жаратқан тәңірі,god
519,Arbeiter::N,жүмысшы,worker
520,Chef::N,басшы,boss
521,Chef::N,жұмыс басқарушысы,boss
522,Meister::N,шебер,master
523,Meister::N,өнерпаз,master
524,Arzt::N,дәрігер,doctor
525,Lehrer::N,мұғалім,teacher
526,Geld::N,пұл,money
527,Geschäft::N,бизнес,business
528,Laden::N,дүкен,shop
529,Preis::N,ақы,price
530,Preis::N,құны,price
531,Preis::N,нарық,price
532,Ware::N,тауар,ware
533,Nutzen::N,пайда,profit
534,Reichtum::N,бақ-дәулет,wealth
535,Welt::N,әлем,world
536,Welt::N,жиһан,world
537,Land::N,аймақ,country
538,Staat::N,мемлекет,state
539,König::N,патша,king
540,Macht::N,өкімет,power
541,Macht::N,қожалық,power
542,Grenze::N,шек,border
543,Krieg::N,соғыс,war
544,Feind::N,жау,enemy
545,Feind::N,дұшпан,enemy
546,Gewalt::N,зорлык,violence
547,Gewalt::N,зорлық-зомбылык,violence
548,Kampf::N,күрес,fight
549,Kampf::N,алыспақ,fight
550,Bogen[Waffe]::N,саржа,bow
551,Pfeil::N,жебе,arrow
552,Gewehr::N,қару,gun
553,Fehler::N,әбес,mistake
554,Fehler::N,қаталық,mistake
555,Lüge::N,өтірік,lie
556,Schaden::N,зиян,damage
557,Schaden::N,зарар,damage
558,Unglück::N,пәле,misfortune
559,Unglück::N,қасырет,misfortune
560,Unglück::N,ауыртпалық,misfortune
561,Schuld::N,айыптылық,fault
562,Alter::N,жас,age
563,Alter::N,жас шамасы,age
564,Schluss::N,ада,conclusion
565,Schluss::N,бітуі,conclusion
566,Zeit::N,уақыт,time
567,Tag::N,күн,day
568,Morgen::N,таң,morning
569,Morgen::N,таңертең,morning
570,Mittag::N,талтүс,noon
571,Abend::N,кеш,evening
572,Nacht::N,түн,night
573,Woche::N,апта,week
574,Monat::N,ай,month
575,Jahr::N,жыл,year
576,Frühling::N,көктем,spring
577,Sommer::N,жаз,summer
578,Herbst::N,күз,autumn
579,Winter::N,қыс,winter
580,Januar::N,каңтар,January
581,Februar::N,ақпан,February
582,März::N,наурыз,March
583,April::N,сәуір,April
584,Mai::N,мамыр,May
585,Juni::N,маусым,June
586,Juli::N,шілде,July
587,August::N,сүмбіле,August
588,August::N,тамыз,August
589,September::N,қыркүйек,September
590,Oktober::N,ақырап,October
591,November::N,қараша,November
592,Dezember::N,желтоқсан,December
593,Montag::N,дүйсенбі,Monday
594,Dienstag::N,сейсенбі,Tuesday
595,Mittwoch::N,сәрсенбі,Wednesday
596,Donnerstag::N,бейсенбі,Thursday
597,Freitag::N,жұма,Friday
598,Samstag::N,сенбі,Saturday
599,Sonntag::N,жексембі,Sunday
600,groß::A,алпамсадай,big
601,klein::A,кішкене,little
602,klein::A,қарғадай,little
603,lang::A,сопақ,long
604,lang::A,сорайған,long
605,kurz::A,кеспелтек,short
606,breit::A,айдынды,wide
607,schmal::A,қысық,narrow
608,dicht::A,жиі,dense
609,dick[Gegenstand]::A,шомбал,thick
610,dünn::A,жұқа,thin
611,dünn::A,жіңішке,thin
612,fein::A,қаңылтақ,delicate
613,fest::A,берік,firm
614,fest::A,мызғымас,firm
615,flach::A,жалпак,flat
616,glatt::A,типыл,smooth
617,hart::A,қатты,hard
618,weich::A,жұмсақ,soft
619,rund::A,домалақ,round
620,spitz::A,үшкір,pointed
621,scharf::A,сүйрік,sharp
622,stumpf::A,доғал,blunt
623,stumpf::A,өтпейтін,blunt
624,schwer::A,салмақты,heavy
625,schön::A,сұлу,beautiful
626,heiß::A,ыссы,hot
627,warm::A,жылы,warm
628,kalt::A,аязды,cold
629,kühl::A,салқын,cool
630,frisch::A,таза,fresh
631,frisch::A,жаңа,fresh
632,feucht::A,нам,damp
633,feucht::A,дымқылды,damp
634,nass::A,сулы,wet
635,trocken::A,құрғақ,dry
636,voll::A,толы,full
637,leer::A,бос,empty
638,offen::A,ашып қойылған,open
639,geschlossen::A,жабулы,closed
640,sauber::A,дақсыз,clean
641,sauber::A,мұнтаздай,clean
642,schmutzig::A,айғыз,dirty
643,schmutzig::A,сатпақ,dirty
644,schmutzig::A,сатал-сатал,dirty
645,roh::A,шикі,raw
646,reif::A,піскен,ripe
647,lecker::A,дәмді,delicious
648,süß::A,тәтті,sweet
649,bitter::A,ащы,bitter
650,sauer::A,қышқыл,sour
651,hell::A,жарық,bright
652,hell::A,жарқын,bright
653,dunkel::A,қараңғы,dark
654,schwarz::A,қара,black
655,weiß::A,ақ,white
656,rot::A,қызыл,red
657,gelb::A,сары,yellow
658,blau::A,көк,blue
659,grün::A,жасыл,green
660,grau::A,бозамық,grey
661,bunt::A,алабажак,colourful
662,bunt::A,алабажак,colorful
663,billig::A,арзан,cheap
664,teuer::A,бағалы,dear
665,wertvoll::A,құнды,precious
666,wertvoll::A,қымбат,precious
667,blind::A,көзсіз,blind
668,blind::A,көр,blind
669,blind::A,көр_соқыр,blind
670,taub::A,керең,deaf
671,taub::A,саңырау,deaf
672,kräftig::A,қуатты,powerful
673,kräftig::A,қарымды,powerful
674,stark::A,білекті,strong
675,schwach::A,әлсіз,weak
676,schwach::A,күшсіз,weak
677,schwach::A,қайратсыз,weak
678,fett::A,семіз,fat
679,schlank::A,ашаң,slim
680,hübsch::A,ажарлы,pretty
681,hübsch::A,шырайлы,pretty
682,böse::A,өш,evil
683,böse::A,сұм,evil
684,böse::A,жауыз,evil
685,dumm::A,көкми,stupid
686,dumm::A,ақымақ,stupid
687,dumm::A,миы жоқ,stupid
688,faul::A,жалқау,lazy
689,faul::A,еріншек,lazy
690,fleißig::A,ұқыпты,diligent
691,geizig::A,сараң,stingy
692,klug::A,жетік,clever
693,klug::A,ақылды,clever
694,geschickt::A,шебер,skilful
695,geschickt::A,шебер,skillful
696,lieb::A,абзал,dear
697,lieb::A,айналайын,dear
698,lustig::A,көңілді,merry
699,sanft::A,жуас,gentle
700,hungrig::A,аш,hungry
701,krank::A,кеселді,sick
702,nackt::A,жалаңаш,naked
703,traurig::A,қапа,sad
704,lebendig::A,тірі,living
705,lebendig::A,жанды,living
706,gut::A,жақсы,good
707,schlecht::A,жаман,bad
708,richtig::A,дұрыс,correct
709,schlimm::A,жаман,nasty
710,wahr::A,нағыз,true
711,alt::A,ескі,old
712,neu::A,жаңа,new
713,ehemalig::A,өткен,former
714,ehemalig::A,бұрынғы,former
715,alt[Lebewesen]::A,кексе,aged
716,jung::A,науша,young
717,arm::A,кедей,poor
718,arm::A,дәулетсіз,poor
719,reich::A,малды,rich
720,bekannt::A,таныс,familiar
721,bekannt::A,көзтаныс,familiar
722,berühmt::A,атақты,famous
723,fremd::A,бөтен,foreign
724,verschieden::A,түрлі,different
725,nah::A,жуық,near
726,nah::A,етене,near
727,fern::A,алыс,far
728,fern::A,алыстағы,far
729,linker::A,сол,left
730,linker::A,солшыл,left
731,rechter::A,оң,right
732,anderer::A,өзге,other
733,anderer::A,былайғы,other
734,erster::A,алғашқы,first
735,zweiter::A,екінші,second
736,dritter::A,үшінші,third
737,letzter::A,артқы,last
738,letzter::A,кейінгі,last
739,allein::ADV,серіксіз,alone
740,auf einmal::ADV,бірден,at once
741,zusammen::ADV,бірлесіп,together
742,lange::ADV,ұзақ,long
743,plötzlich::ADV,кенет,suddenly
744,sofort::ADV,әне-міне дегенше,instantly
745,später::ADV,артынан,later
746,jetzt::ADV,енді,now
747,jetzt::ADV,қазір,now
748,heute::ADV,бүгін,today
749,morgen::ADV,ертең,tomorrow
750,bald::ADV,тез,soon
751,dann::ADV,онан соң,then
752,dann::ADV,сонан соң,then
753,gestern::ADV,кеше,yesterday
754,einst::ADV,бірде,once
755,einst::ADV,бір кезде,once
756,damals::ADV,анада,at that time
757,danach::ADV,онан соң,afterwards
758,danach::ADV,сонан соң,afterwards
759,vorher::ADV,бұрын,before
760,zuerst::ADV,әуелі,at first
761,zuerst::ADV,алдымен,at first
762,einmal::ADV,бір жолы,once
763,manchmal::ADV,кейде,sometimes
764,oft::ADV,ылғи,often
765,immer::ADV,өнебойы,always
766,niemals::ADV,ешуақытта,never
767,hier::ADV,бұнда,here
768,hier::ADV,осында,here
769,hierhin::ADV,бермен,hither
770,hierhin::ADV,бермен,to here
771,hierhin::ADV,бермен,here
772,von hier::ADV,бер жақтан,hence
773,dort::ADV,анда,there
774,dorthin::ADV,әрі,thither
775,dorthin::ADV,әрі,there
776,dorthin::ADV,әрі,to there
777,geradeaus::ADV,тура,ahead
778,vorwärts::ADV,ілгері,forward
779,rückwärts::ADV,артқа,backward
780,zurück::ADV,кейін қарай,back
781,unten::ADV,төменде,below
782,hinab::ADV,астына,down
783,hinab::ADV,төмен,down
784,oben::ADV,жоғарыда,above
785,hinauf::ADV,өрге,up
786,überall::ADV,әрқайда,everywhere
787,nicht::ADV,емес,not
788,ein wenig::ADV,азырақ,a little
789,ein wenig::ADV,аздаған,a little
790,ein wenig::ADV,азғантай,a little
791,kaum::ADV,зорға,hardly
792,sehr::ADV,орасан,very
793,so::ADV,бұлай,so
794,so::ADV,былайша,so
795,noch::ADV,әлі,still
796,nur::ADV,ғана,only
797,schon::ADV,түге,already
798,wieder::ADV,жаңа,again
799,wieder::ADV,қайта,again
800,wieder::ADV,жаңадан,again
801,vergebens::ADV,бекер,in vain
802,vor::PRP,алды,in front of
803,hinter::PRP,артынан,behind
804,unter::PRP,түп,under
805,unter::PRP,маңында,under
806,durch::PRP,арқылы,through
807,neben::PRP,іргеде,next to
808,neben::PRP,жанында,next to
809,zwischen::PRP,арада,between
810,wegen::PRP,үшін,because of
811,dies::PRN,бұ,this
812,dies::PRN,осы,this
813,das::PRN,сол,that
814,alles::PRN,дүйім,everything
815,alles::PRN,күллі,everything
816,ich::PRN,мен,I
817,du::PRN,сен,you
818,du::PRN,сен,thou
819,er::PRN,ол,he
820,wir::PRN,біз,we
821,ihr::PRN,сіз,you
822,sie::PRN,олар,they
823,was::FPRN,не,what
824,wer::FPRN,кім,who
825,wo::FADV,кәні,where
826,wo::FADV,қайда,where
827,wohin::FADV,қайда,where ... to
828,wohin::FADV,қайда,where to
829,wohin::FADV,қайда,where
830,wie::FADV,калай,how
831,warum::FADV,неғып,why
832,wieviel::FNUM,неше,how much
833,wieviel::FNUM,қанша,how much
834,eins::NUM,бір,one
835,zwei::NUM,екі,two
836,drei::NUM,үш,three
837,vier::NUM,төрт,four
838,fünf::NUM,бес,five
839,sechs::NUM,алты,six
840,sieben::NUM,жеті,seven
841,acht::NUM,сегіз,eight
842,neun::NUM,тоғыз,nine
843,zehn::NUM,он,ten
844,elf::NUM,он бір,eleven
845,zwölf::NUM,он екі,twelve
846,zwanzig::NUM,жиырма,twenty
847,dreißig::NUM,отыз,thirty
848,vierzig::NUM,қырық,forty
849,fünfzig::NUM,елу,fifty
850,sechzig::NUM,алпыс,sixty
851,siebzig::NUM,жетпіс,seventy
