,Concept_ID,ca,mdf
357,Rand::N,vora,пе
358,Rand::N,marge,пе
359,Kante::N,caire,и́рдез
360,Kante::N,cantell,и́рдез
361,Ecke::N,cantonada,ужа
362,Spitze::N,punta,пря
363,Ende::N,cap,пе
364,Loch::N,forāt,варя
365,Winkel::N,racó,ужа
366,Muster::N,dibuix,сёрма
367,Muster::N,disseny,сёрма
368,Größe::N,grandària,серь
369,Länge::N,longitud,кува́лма
370,Höhe::N,altura,серь
371,Höhe::N,altitud,серь
372,Gewicht::N,pes,сталма
373,Menge::N,quantitat,лувкс
374,Haufen::N,pila,мар
375,Reihe::N,fila,ряд
376,Boot::N,bot,венеж
377,Boot::N,barca,венеж
378,Ruder::N,rem,миле
379,Schlitten::N,trineu,ну́рда
380,Ski::N,esquí,сокс
381,Lagerfeuer::N,foc de campament,то́лмар
382,Last::N,càrrega,канкс
383,Last::N,càrrega,сталма
384,Gang::N,marxa,молема
385,Schritt::N,pas,аськолкс
386,Norden::N,nord,якшама шире
387,Süden::N,sud,ля́мбе ши́ре
388,Westen::N,oest,ши валгома шире
389,Westen::N,occident,ши валгома шире
390,Osten::N,est,шинь стяма шире
391,Osten::N,orient,шинь стяма шире
392,Holz::N,fusta,вирь
393,Holz::N,fusta,шуфта
394,Brett::N,taula,лавця
395,Platte::N,placa,плита́
396,Stütze::N,suport,неже
397,Stange::N,vara,олга
398,Stock::N,pal,байдек
399,Stab::N,bastó,олгоня
400,Rohr::N,tub,турама
401,Haus::N,casa,куд
402,Heim::N,llar,куд
403,Ofen::N,estufa,пянакуд
404,Fußboden::N,terra,кия́кс
405,Tisch::N,taula,шра
406,Tisch::N,taula,моркш
407,Stuhl::N,cadira,стул
408,Wiege::N,bressol,нюря́м
409,Bett::N,llit,ацам
410,Regal::N,prestatgeria,лавцяланга
411,Kiste::N,caixa,парга
412,Fenster::N,finestra,валмья
413,Tür::N,porta,кенкш
414,Tor::N,portal,ортат
415,Zaun::N,tanca,перяфкс
416,Dach::N,teulada,кудпря
417,Leiter::N,escala,куцема
418,Leiter::N,escala de mà,куцема
419,Besen::N,escombra,тяльме
420,Spaten::N,pala,ка́йме
421,Schaufel::N,pala,ко́поня
422,Schaufel::N,pala,ця́рдом
423,Gabel::N,forquilla,ця́нгоня
424,Löffel::N,cullera,куцю
425,Messer::N,coltell,пеель
426,Nagel::N,clau,эска
427,Netz::N,filat,
428,Haken::N,ganxo,кя́чказ
429,Griff::N,puny,недь
430,Griff::N,puny,кунда́мка
431,Griff::N,mànec,недь
432,Griff::N,mànec,кунда́мка
433,Schloss::N,pany,замо́к
434,Bild::N,imatge,карти́на
435,Figur::N,figura,ронга-понда
436,Puppe::N,nina,ня́ка
437,Beutel::N,bossa,кяскав
438,Bündel::N,feix,кярьме
439,Bündel::N,paquet,кярьме
440,Tasche::N,bossa,кошяльня
441,Eimer::N,galleda,ве́дарка
442,Deckel::N,tapa,тавадкс
443,Deckel::N,tapa,вельхкс
444,Deckel::N,tapadora,тавадкс
445,Deckel::N,tapadora,вельхкс
446,Geschirr::N,vaixella,кядьге
447,Sack::N,sac,кяскав
448,Sack::N,saca,кяскав
449,Tasse::N,tassa,ша́ваня
450,Topf::N,pot,кавозь
451,Topf::N,olla,кавозь
452,Kessel::N,caldera,сргавозь
453,Essen::N,àpat,ярхцама
454,Essen::N,menjada,ярхцама
455,Nahrung::N,aliment,ярхцампяль
456,Speise::N,plat,ярхцама
457,Fleisch::N,carn,пал
458,Fleisch::N,carn,сиволь
459,Getreide::N,cereals,сёра
460,Brei::N,puré,ям
461,Brot::N,pa,кши
462,Scheibe::N,tall,кочам
463,Scheibe::N,llesca,кочам
464,Fett::N,greix,куя́
465,Butter::N,mantega,вай
466,Öl::N,oli,вай
467,Salz::N,sal,сал
468,Suppe::N,sopa,шонгарям
469,Suppe::N,sopa,коршампяль
470,Honig::N,mel,медь
471,Milch::N,llet,лофца
472,Tee::N,te,чай
473,Leder::N,cuir,кедь
474,Wolle::N,llana,пона
475,Stoff::N,tela,котф
476,Nadel::N,agulla,салмокс
477,Faden::N,fil,сюре
478,Knopf::N,botó,пуня
479,Knoten::N,nus,сюлма
480,Farbe::N,pintura,архтомбяль
481,Kleidung::N,roba,щам
482,Kleidung::N,vestits,щам
483,Hemd::N,camisa,па́нар
484,Kragen::N,coll,сиве
485,Ärmel::N,màniga,ожа
486,Hose::N,pantalōns,понкст
487,Gürtel::N,cinturó,каркс
488,Mütze::N,gorra,вазь
489,Schuh::N,sabata,башма́к
490,Stiefel::N,bota,кя́ме
491,Ring::N,anell,суркс
492,Band::N,veta,керькс
493,Band::N,veta,лента
494,Band::N,cinta,керькс
495,Band::N,cinta,лента
496,Kamm::N,pinta,сюрьхцем
497,Spiegel::N,mirāll,ванома
498,Riemen::N,corretja,шнань каркс
499,Schnur::N,corda,пикс
500,Schnur::N,corda,карькскя
501,Leine::N,corretja,вядьме
502,Decke::N,manta,вельхкс
503,Decke::N,flassada,вельхкс
504,Kissen::N,coixí,тоду
505,Tuch::N,mocador,руця́
506,Handtuch::N,tovallola,на́рдама
507,Kraft::N,força,вий
508,Stärke::N,vigor,вииши
509,Gesundheit::N,salut,шумбраши́
510,Krankheit::N,malaltia,урма́
511,Krankheit::N,malaltia,сярядема
512,Schmerz::N,dolor,маряма
513,Wunde::N,ferida,керф
514,Fieber::N,febre,маштыкс
515,Arznei::N,medicament,надо́бья
516,Arznei::N,medicament,пъчка́фтома
517,Brücke::N,pont,седь
518,Brunnen::N,pou,эши
519,Weide::N,pastura,ванома васта
520,Pfad::N,senda,ян
521,Pfad::N,senda,киня́
522,Pfad::N,sender,ян
523,Pfad::N,sender,киня́
524,Weg::N,camí,ки
525,Straße::N,carretera,ки
526,Dorf::N,poble,веле
527,Stadt::N,ciutāt,ош
528,Brief::N,carta,сёрма
529,Buch::N,llibre,книга
530,Buchstabe::N,lletra,бу́ква
531,Zeitung::N,diāri,газе́та
532,Leben::N,vida,эряф
533,Leben::N,vida,эряма
534,Tod::N,mort,кулома́
535,Grab::N,tomba,калма
536,Kirche::N,església,це́рькав
537,Sünde::N,pecat,пежеть
538,Sünde::N,pecat,муворкс
539,Gott::N,déu,шкай
540,Arbeiter::N,obrer,трудендай
541,Arbeiter::N,obrer,работник
542,Chef::N,cap,азор
543,Chef::N,cap,оцюня
544,Meister::N,mestre,мастяр
545,Arzt::N,metge,врач
546,Arzt::N,metge,доктор
547,Lehrer::N,mestre,учи́тель
548,Geld::N,dinērs,ярмакт
549,Geschäft::N,negoci,ладяфкс
550,Geschäft::N,negoci,ладяф тев
551,Laden::N,tenda,ла́вка
552,Laden::N,botiga,ла́вка
553,Preis::N,preu,питне
554,Ware::N,mercaderia,миф
555,Ware::N,mercaderia,ра́маф
556,Nutzen::N,profit,пара
557,Nutzen::N,profit,лезкс
558,Reichtum::N,riquesa,ко́зяши
559,Welt::N,món,свет
560,Land::N,país,мастор
561,Staat::N,estat,государства
562,König::N,rei,король
563,Macht::N,poder,азорондама
564,Macht::N,poder,азорксши
565,Macht::N,potència,азорондама
566,Macht::N,potència,азорксши
567,Grenze::N,frontera,ёткаян
568,Krieg::N,guerra,война́
569,Feind::N,enemic,душман
570,Feind::N,enemic,каршек тюри
571,Gewalt::N,violència,наругама
572,Kampf::N,lluita,тюрема́
573,Bogen[Waffe]::N,arc,нал
574,Pfeil::N,fletxa,нал
575,Gewehr::N,fusell,винто́вка
576,Gewehr::N,escopeta,винто́вка
577,Fehler::N,falta,эльбядькс
578,Lüge::N,mentida,васькафнема
579,Schaden::N,dany,зия́н
580,Unglück::N,desgràcia,зия́н
581,Schuld::N,culpa,муворши
582,Alter::N,edat,эряф кизот
583,Alter::N,edat,эряфонь пинге
584,Schluss::N,fi,пе
585,Schluss::N,final,пе
586,Zeit::N,temps,пинге
587,Tag::N,dia,ши
588,Morgen::N,matí,шобдава
589,Mittag::N,migdia,шикучка
590,Abend::N,vespre,иля́дь
591,Nacht::N,nit,ве
592,Woche::N,setmana,недя́ля
593,Monat::N,mes,ков
594,Jahr::N,any,киза
595,Frühling::N,primavera,тунда́
596,Sommer::N,estīu,киза
597,Herbst::N,tardor,сёксе
598,Winter::N,hivērn,тяла
599,Januar::N,gener,кельмеков
600,Februar::N,febrer,уфайков
601,März::N,març,марайков
602,April::N,abril,шудиков
603,Mai::N,maig,панжиков
604,Juni::N,juny,лямбеков
605,Juli::N,juliol,псиков
606,August::N,agost,сёроньков
607,September::N,setembre,тюжягов
608,Oktober::N,octubre,кельмазаков
609,November::N,novembre,эйндамков
610,Dezember::N,desembre,кучкаков
611,Montag::N,dilluns,одговши
612,Dienstag::N,dimarts,ша́вши
613,Mittwoch::N,dimecres,вержи
614,Donnerstag::N,dijous,шува́ланя
615,Freitag::N,divendres,пя́денця
616,Samstag::N,dissabte,ёткши
617,Sonntag::N,diumenge,таргоши
618,groß::A,gros,оцю
619,klein::A,petīt,ёмла
620,lang::A,llarg,кува́ка
621,kurz::A,curt,нюрьхкя́ня
622,breit::A,ample,кели
623,schmal::A,estret,тяйня
624,dicht::A,dens,сиде
625,dicht::A,dens,туста
626,dick[Gegenstand]::A,gruixūt,эчке
627,dünn::A,prim,шува́ня
628,fein::A,fi,шува́ня
629,fest::A,ferm,кеме
630,fest::A,sòlid,кеме
631,flach::A,pla,лапш
632,glatt::A,llis,вадяв
633,glatt::A,llis,такор
634,hart::A,dur,калгода
635,weich::A,tou,ляпе
636,rund::A,rodó,кру́глай
637,spitz::A,punxegut,ботаз
638,spitz::A,punxegut,оржа
639,scharf::A,agut,оржа
640,stumpf::A,rom,ношка
641,stumpf::A,esmussat,ношка
642,schwer::A,pesāt,стака
643,schön::A,bonīc,мазы
644,heiß::A,calēnt,пси
645,warm::A,càlid,лямбе
646,kalt::A,fred,кельме
647,kühl::A,fresc,эше
648,frisch::A,fresc,свежай
649,feucht::A,humit,летьке
650,nass::A,mullat,начка
651,trocken::A,sec,коське
652,voll::A,ple,пяшксе
653,leer::A,buit,шава
654,offen::A,obert,панжада
655,offen::A,obert,виде
656,geschlossen::A,tancat,пякстаф
657,geschlossen::A,tancat,сёлгф
658,sauber::A,net,ару
659,schmutzig::A,brut,рда́зу
660,schmutzig::A,brut,пя́ндра
661,roh::A,cru,верок
662,reif::A,madur,ке́нерьф
663,lecker::A,deliciós,танцти
664,süß::A,dolç,ламбама
665,bitter::A,amarg,сяпи
666,sauer::A,agre,шапама
667,hell::A,clar,валда
668,dunkel::A,fosc,шобда
669,schwarz::A,negre,равжа
670,weiß::A,blanc,акша
671,rot::A,vermēll,якстерь
672,gelb::A,groc,тюжя́
673,blau::A,blau,сенем
674,grün::A,verd,пиже
675,grün::A,verd,сянгяря
676,grau::A,gris,уле
677,bunt::A,multicolor,сёрмав
678,billig::A,barat,у́цез
679,billig::A,barat,аф пи́тни
680,teuer::A,car,пи́тни
681,wertvoll::A,preciós,питни
682,blind::A,cec,сокор
683,taub::A,sord,пярав
684,kräftig::A,fort,пяк вии
685,kräftig::A,vigorós,пяк вии
686,stark::A,fort,вии
687,schwach::A,feble,лафча
688,fett::A,gras,куя́
689,schlank::A,esvelt,виде ронга
690,hübsch::A,maco,мазы
691,böse::A,dolent,кяжи
692,dumm::A,ximple,аф ёню
693,dumm::A,ximple,шава пря
694,dumm::A,estúpid,аф ёню
695,dumm::A,estúpid,шава пря
696,faul::A,gandūl,нола
697,faul::A,mandrós,нола
698,fleißig::A,diligēnt,ку́лхцонды
699,geizig::A,avar,кирьжя
700,geizig::A,avar,жаднай
701,klug::A,intel·ligent,ёню
702,klug::A,intel·ligent,пря́ви
703,geschickt::A,hàbil,маштозь тиф
704,lieb::A,amat,цебярь
705,lieb::A,estimat,цебярь
706,lustig::A,alegre,ра́хси
707,sanft::A,suau,сетьме
708,hungrig::A,afamat,вача
709,hungrig::A,afamat,вачеда
710,krank::A,malālt,сяряди
711,nackt::A,nu,штада
712,nackt::A,nu,кърхтапа
713,traurig::A,trist,ла́жнай
714,lebendig::A,viu,эряй
715,gut::A,bo,пара
716,gut::A,bo,цебярь
717,schlecht::A,dolēnt,кальдяв
718,richtig::A,just,виде
719,richtig::A,correcte,виде
720,schlimm::A,greu,кальдяв
721,wahr::A,vertader,афкуксонь
722,wahr::A,veritable,афкуксонь
723,alt::A,vell,ташта
724,neu::A,nou,од
725,ehemalig::A,antic,и́нгольдень
726,alt[Lebewesen]::A,vell,сире
727,jung::A,jove,од
728,arm::A,pobre,а́шу
729,reich::A,ric,козя
730,bekannt::A,conegut,содаф
731,berühmt::A,famós,содавикс
732,fremd::A,estrany,лия
733,fremd::A,estrany,аф содаф
734,verschieden::A,diferent,аф фкя ла́цонь
735,nah::A,pròxim,мала
736,nah::A,pròxim,аф ичкоздень
737,fern::A,llunyà,и́чкоздень
738,fern::A,llunyà,куна́рдонь
739,fern::A,distant,и́чкоздень
740,fern::A,distant,куна́рдонь
741,linker::A,esquerre,кержи
742,rechter::A,dret,види
743,anderer::A,altre,лия
744,erster::A,primer,васенце
745,zweiter::A,segon,омбоце
746,dritter::A,tercer,колмоце
747,letzter::A,últim,ме́кольце
748,allein::ADV,sol,ськамонза
749,auf einmal::ADV,d'una vegada,вихцок
750,zusammen::ADV,junt,марс
751,zusammen::ADV,junt,ма́рса
752,lange::ADV,molt de temps,кува́тьс
753,plötzlich::ADV,de cop,а́пак учт
754,plötzlich::ADV,de sobte,а́пак учт
755,sofort::ADV,de seguida,тяникиге
756,später::ADV,més tard,ме́ле
757,jetzt::ADV,ara,тяни
758,heute::ADV,avūi,тячи
759,morgen::ADV,demà,ва́нды
760,bald::ADV,aviāt,курок
761,dann::ADV,després,меле
762,dann::ADV,després,сяда меле
763,gestern::ADV,ahir,ися́к
764,einst::ADV,anteriorment,весть
765,einst::ADV,anteriorment,мзя́рда-бди
766,damals::ADV,llavōrs,эста
767,damals::ADV,aleshores,эста
768,danach::ADV,després,меле
769,vorher::ADV,abāns,инголи
770,zuerst::ADV,primer,ва́сенда
771,einmal::ADV,una vegada,весть
772,manchmal::ADV,de vegades,лия́ста
773,manchmal::ADV,de vegades,ко́ста-ко́ста
774,oft::ADV,sovint,си́деста
775,immer::ADV,sempre,фалу
776,immer::ADV,sempre,най
777,niemals::ADV,no ... mai,аф мзя́рдонга
778,hier::ADV,aquí,тяса
779,hierhin::ADV,per aquí,сей
780,hierhin::ADV,per aquí,тяза
781,von hier::ADV,des d'aquí,тя́ста
782,dort::ADV,allí,тоса
783,dorthin::ADV,hi,тов
784,dorthin::ADV,hi,тоза
785,geradeaus::ADV,tot dret,ви́деста
786,vorwärts::ADV,endavānt,и́нголи
787,rückwärts::ADV,endarrera,ме́ки
788,zurück::ADV,darrere,ме́ки
789,unten::ADV,a baix,ала
790,hinab::ADV,cap avall,алу
791,oben::ADV,dalt,вяре
792,hinauf::ADV,cap amunt,вяри
793,überall::ADV,pertot,се́мбе ва́стова
794,überall::ADV,per tot arreu,се́мбе ва́стова
795,nicht::ADV,no,аф
796,ein wenig::ADV,una mica,аф лама
797,kaum::ADV,a penes,а́ньцек
798,sehr::ADV,molt,пяк
799,so::ADV,així,ста́не
800,noch::ADV,encara,нинге
801,nur::ADV,només,аньцек
802,schon::ADV,ja,ни
803,wieder::ADV,de nou,та́га
804,vergebens::ADV,en va,стак
805,vor::PRP,davānt,инголе
806,vor::PRP,enfront de,инголе
807,hinter::PRP,darrera,фтала
808,hinter::PRP,darrera,мельге
809,unter::PRP,sota,ала
810,durch::PRP,per,пачк
811,neben::PRP,al costāt de,ваксса
812,zwischen::PRP,entre,ёткса
813,wegen::PRP,a causa de,сюнеда
814,dies::PRN,aquest,тя
815,das::PRN,això,ся
816,das::PRN,això,тона
817,alles::PRN,tot,сембе
818,ich::PRN,jo,мон
