,Concept_ID,ba,myv
212,Schlinge::N,тоҙак,килькш
213,Spur::N,әҫер,челькс
214,Spur::N,әҫер,пильгеки
215,Asche::N,көл,кулов
216,Dreck::N,батҡаҡ,рудаз
217,Eisen::N,тимер,кшни
218,Gold::N,алтын,сырне
219,Silber::N,көмөш,сия
220,Kohle::N,күмер,сэдь
221,Kohle::N,күмер,уголия
222,Glas::N,быяла,сулика
223,Lehm::N,балсыҡ,сёвонь
224,Sand::N,ҡом,човар
225,Mensch::N,кеше,ломань
226,Mann::N,ир,аля
227,Mann::N,ир,цёраломань
228,Frau::N,ҡатын,ава
229,Kind::N,бала,эйкакш
230,Junge::N,малай,цёрыне
231,Mädchen::N,ҡыҙ,тейтерне
232,Mädchen::N,ҡыҙыҡай,тейтерне
233,Familie::N,ғаилә,семия
234,Großvater::N,олатай,покштя
235,Großmutter::N,әбәй,баба
236,Eltern::N,ата-әсә,тетят-ават
237,Vater::N,атай,тетя
238,Mutter::N,әсә,ава
239,Sohn::N,ул,цёра
240,Tochter::N,ҡыҙ,тейтерь
241,Bruder::N,агай,леля
242,Bruder::N,агай,ялакс
243,Schwester::N,алай,сазор
244,Schwester::N,һеңле,сазор
245,Onkel::N,ағай,леля
246,Tante::N,апай,патя
247,Ehemann::N,ир,мирде
248,Ehefrau::N,ҡатын,ни
249,Freude::N,шатлыҡ,кеняркс
250,Freude::N,ҡыуаныс,кеняркс
251,Gelächter::N,көлөү,ракамо
252,Gelächter::N,көлөү,пейдема
253,Glück::N,бәхет,уцяска
254,Kummer::N,ҡайғы,рискс
255,Kummer::N,ҡайғы,мелявкс
256,Wunsch::N,теләк,мель
257,Wunsch::N,теләк,бажамо
258,Lust::N,әүәҫлек,бажамо
259,Geist::N,аң,ойме
260,Geist::N,рух,ойме
261,Gedanke::N,уй,мель
262,Gedanke::N,фекер,мель
263,Gedächtnis::N,хәтер,мель
264,Verstand::N,аҡыл,прев
265,Sinn::N,мәғәня,толк
266,Sinn::N,мәғәня,смысла
267,Grund::N,сәбәп,тувтал
268,Wahrheit::N,дөрөҫлөк,видечи
269,Gespräch::N,әңгәмә,кортнема
270,Märchen::N,әкиәт,ёвкс
271,Erzählung::N,хикәйә,ёвтнема
272,Nachricht::N,хәбәр,куля
273,Neuigkeit::N,яңылыҡ,куля
274,Name::N,исем,лем
275,Rätsel::N,йомаҡ,содамоёвкс
276,Rede::N,телмәр,кортамо
277,Sprache::N,тел,кель
278,Sprache::N,телмәр,кель
279,Stimme::N,тауыш,ваигель
280,Wort::N,һүҙ,вал
281,Zeichen::N,билдә,теште
282,Ruf::N,саҡырыу,тердема
283,Lärm::N,шаулау,шалнома
284,Laut::N,тауыш,вайгель
285,Ton::N,яңғырау,гайнема
286,Lied::N,йыр,моро
287,Ruhe::N,ял,оймамо
288,Ruhe::N,тыныслыҡ,оймамо
289,Leute::N,кешеләр,ломанть
290,Volk::N,халҡ,народ
291,Arbeit::N,эш,тев
292,Gast::N,ҡунаҡ,инже
293,Geschenk::N,бүләк,казне
294,Spiel::N,уйын,налксема
295,Gesellschaft::N,йәмғиәт,община
296,Hilfe::N,ярҙам,лездамо
297,Freund::N,дуҫ,оя
298,Freund::N,дуҫ,ялга
299,Kamerad::N,иптәш,оя
300,Kamerad::N,иптәш,ялга
301,Angelegenheit::N,әш,тев
302,Anzahl::N,һан,ламоксчи
303,Art::N,төр,вид
304,Stück::N,киҫәк,пакш
305,Stück::N,киҫәк,пелькс
306,Teil::N,өлөш,часть
307,Teil::N,өлөш,пелькс
308,Hälfte::N,ярты,пель
309,Hälfte::N,ярты,пелькс
310,Kreis::N,түңәрәк,кирькс
311,Kreuz::N,тәре,крёст
312,Linie::N,һыҙыҡ,кикс
313,Strich::N,һыҙат,межа
314,Abstand::N,ара,ютко
315,Entfernung::N,алыҫлыҡ,ютко
316,Gegend::N,урын,тарка
317,Gegend::N,урын,пертьпелькс
318,Platz::N,арауыҡ,васолкс
319,Ort::N,ерҙәр,тарка
320,Ort::N,урындар,тарка
321,Ort::N,эш урыны,тарка
322,Seite::N,яҡ,ён
323,Seite::N,яҡ,чире
324,Mitte::N,урталыҡ,куншка
325,Gegenstand::N,нәмә,предмет
326,Sache::N,нәмә,тев
327,Sache::N,нәмә,веща
328,Sache::N,әйбер,тев
329,Sache::N,әйбер,веща
330,Rand::N,сит,пе
331,Rand::N,сит,чире
332,Kante::N,ҡабырға,ирдез
333,Kante::N,ян,ирдез
334,Ecke::N,мөйөш,ужо
335,Spitze::N,ос,пряне
336,Spitze::N,ос,пе
337,Ende::N,аҙаҡ,пе
338,Loch::N,тишек,варя
339,Winkel::N,мөйөш,ужо
340,Muster::N,биҙәк,сёрма
341,Größe::N,ҙурлыҡ,сэрь
342,Größe::N,ҙурлыҡ,покшолма
343,Länge::N,оҙонлоҡ,кувалмо
344,Höhe::N,бейеклек,сэрь
345,Höhe::N,бейеклек,пандо
346,Gewicht::N,үлсәү,сталмо
347,Menge::N,һан,лововкс
348,Haufen::N,өйөм,мар
349,Haufen::N,өйөм,валявкс
350,Reihe::N,рәт,ряд
351,Boot::N,кәмә,венч
352,Ruder::N,ишкәк,милё
353,Schlitten::N,сана,нурдт
354,Ski::N,саңгы,сокс
355,Lagerfeuer::N,костер,толбандя
356,Last::N,ауырлыҡ,сталмо
357,Last::N,ауырлыҡ,кандома
358,Gang::N,барыу,молема
359,Gang::N,барыу,якамо
360,Schritt::N,аҙым,эскелькс
361,Norden::N,төньяҡ,якшамо ёнкс
362,Süden::N,көньяҡ,лембе ёнкс
363,Westen::N,көнбайыш,чивалгома
364,Osten::N,көнсығыш,чилисема
365,Holz::N,үағас,чувто
366,Brett::N,таҡта,лаз
367,Platte::N,плита,плита
368,Stütze::N,терәк,неже
369,Stange::N,кәртә,олга
370,Stock::N,таяҡ,мандо
371,Stab::N,ҡолға,олога
372,Rohr::N,торба,турба
373,Haus::N,өй,кудо
374,Haus::N,йорт,кудо
375,Heim::N,өй,кудо
376,Ofen::N,мейес,каштомо
377,Fußboden::N,енес,киякс
378,Tisch::N,өҫтәл,столь
379,Stuhl::N,ултырғыс,стул
380,Wiege::N,бишек,лавсь
381,Wiege::N,бишек,нурямот
382,Bett::N,карауат,ацамо
383,Regal::N,кәштә,лався
384,Regal::N,кәштә,лавсяланго
385,Kiste::N,йәшинк,горобия
386,Kiste::N,йәшинк,сундук
387,Fenster::N,тәҙрә,вальма
388,Tür::N,ишек,кенкш
389,Tor::N,ҡапҡа,ортат
390,Zaun::N,ҡойма,пирявт
391,Zaun::N,ҡойма,пирвякс
392,Dach::N,түбә,кудопря
393,Dach::N,ҡыйыҡ,кудопря
394,Leiter::N,баҫҡыс,кузтема
395,Besen::N,һепертке,тенсть
396,Spaten::N,көрәк,койме
397,Schaufel::N,көрәк,кече
398,Schaufel::N,көрәк,келей койме
399,Gabel::N,сәнске,сянгине
400,Löffel::N,ҡалаҡ,пенч
401,Messer::N,бысаҡ,пеель
402,Nagel::N,сөй,эске
403,Netz::N,ау,алтыма
404,Haken::N,ыргаҡ,кечказ
405,Griff::N,тотҡа,кедне
406,Schloss::N,йоҙаҡ,замок
407,Schloss::N,йоҙаҡ,панжома
408,Bild::N,картина,картина
409,Figur::N,һын,рунго
410,Puppe::N,ҡурсаҡ,няка
411,Beutel::N,тоҡ,кескав
412,Bündel::N,төргәк,керькс
413,Tasche::N,сумка,юдма
414,Eimer::N,биҙрә,ведра
415,Deckel::N,ҡапҡас,велькс
416,Geschirr::N,һауыт-һаба,кедьге
417,Sack::N,тоҡ,кескав
418,Tasse::N,сынаяҡ,чакш
419,Topf::N,кәстрүл,кастрюля
420,Kessel::N,ҡаҙан,котёл
421,Essen::N,ашау,ярсамо
422,Nahrung::N,аҙыҡ,ярсамопель
423,Speise::N,аш,ярсамопель
424,Fleisch::N,ит,сывель
425,Getreide::N,иген,сюро
426,Getreide::N,ашлыҡ,сюро
427,Brei::N,бутҡа,каша
428,Brot::N,икмәк,кши
429,Scheibe::N,телем,кочом
430,Scheibe::N,телем,сускомо
431,Fett::N,май,куя
432,Butter::N,май,ой
433,Öl::N,май буяуы,ой
434,Salz::N,тоҙ,сал
435,Suppe::N,һурпа,ям
436,Honig::N,бал,медь
437,Milch::N,һөт,ловсо
438,Tee::N,сәй,чай
439,Leder::N,күн,киське
440,Wolle::N,йөн,пона
441,Stoff::N,туҡыма,коцт
442,Nadel::N,энә,салмукс
443,Faden::N,еп,суре
444,Knopf::N,төймә,пов
445,Knoten::N,төйөн,сюлмо
446,Farbe::N,буяу,артомапель
447,Kleidung::N,кейем,оршамот
448,Hemd::N,күлдәк,панар
449,Kragen::N,яға,сиве
450,Ärmel::N,ең,ожа
451,Hose::N,салбар,понкст
452,Gürtel::N,ҡайыш,каркс
453,Mütze::N,бүрк,чапка
454,Schuh::N,туфли,туфля
455,Stiefel::N,итек,кем
456,Ring::N,йөҙөк,суркс
457,Ring::N,балдаҡ,суркс
458,Band::N,таҫма,лента
459,Kamm::N,тараҡ,сурсеме
460,Spiegel::N,көзгө,чавачамо
461,Riemen::N,ҡайыш,кшнань каркс
462,Schnur::N,бау,пикс
463,Leine::N,бау,ведьме
464,Decke::N,одеяд,вельтямо
465,Kissen::N,мендәр,тодов
466,Tuch::N,яулыҡ,паця
467,Handtuch::N,таҫтамал,нардамо
468,Kraft::N,көс,вий
469,Stärke::N,көс,виевчи
470,Gesundheit::N,һаулыҡ,шумбрачи
471,Krankheit::N,сир,орма
472,Krankheit::N,сир,сэредема
473,Krankheit::N,ауырыу,орма
474,Krankheit::N,ауырыу,сэредема
475,Schmerz::N,һыҙлау,сэредькс
476,Schmerz::N,әрнеү,сэредькс
477,Wunde::N,йәрәхәт,керявкс
478,Fieber::N,тапма,маштыкс
479,Fieber::N,биҙгәк,маштыкс
480,Arznei::N,дарыу,ормаменькс
481,Brücke::N,күпер,сэдь
482,Brücke::N,күпер,мадамо
483,Brunnen::N,ҡоҙоҡ,лисьма
484,Weide::N,көтөүлек,ракшань ванома тарка
485,Pfad::N,һуҡмаҡ,ян
486,Weg::N,юл,ки
487,Straße::N,урам,ки
488,Dorf::N,ауыл,веле
489,Stadt::N,ҡала,ош
490,Brief::N,хат,сёрма
491,Buch::N,китап,книга
492,Buch::N,кенәгә,книга
493,Buchstabe::N,хәреф,буква
494,Zeitung::N,гәзит,газета
495,Leben::N,йәшәү,эрямо
496,Tod::N,үлем,кулома
497,Grab::N,ҡәбер,калмо
498,Kirche::N,сиркәү,церькова
499,Sünde::N,гөнаһ,чумочи
500,Gott::N,алла,паз
501,Gott::N,хоҙай,паз
502,Arbeiter::N,эшсе,робочей
503,Chef::N,башлыҡ,прявт
504,Meister::N,оҫта,кол тевень тенця
505,Arzt::N,врач,врач
506,Lehrer::N,уҡытыусы,учитель
507,Lehrer::N,уҡытыусы,тонавтыця
508,Geld::N,аҡса,ярмак
509,Geschäft::N,эш,ладязь тев
510,Laden::N,магазин,лавка
511,Preis::N,хаҡ,питне
512,Ware::N,тауар,миевкс
513,Ware::N,тауар,рамавкс
514,Nutzen::N,файҙа,паро
515,Nutzen::N,файҙа,лезэ
516,Reichtum::N,байлыҡ,сюпавчи
517,Welt::N,донъя,мир
518,Welt::N,донъя,мастор ланго
519,Land::N,ил,мастор
520,Staat::N,дәүләт,государства
521,König::N,король,король
522,Macht::N,власть,азорксчи
523,Grenze::N,сик,буен тешкс
524,Krieg::N,һуғыш,война
525,Feind::N,йылан,душман
526,Gewalt::N,көслөк,нарьгамо
527,Kampf::N,көрәш,тюрема
528,Bogen[Waffe]::N,йәйә,нал
529,Pfeil::N,уҡ,нал
530,Gewehr::N,мылтыҡ,ружия
531,Gewehr::N,мылтыҡ,винтовка
532,Fehler::N,хата,ильведькс
533,Fehler::N,хата,ильведевкс
534,Lüge::N,ялған,манчема
535,Lüge::N,ялған,кенгелема
536,Schaden::N,зыян,зыян
537,Schaden::N,зарар,зыян
538,Unglück::N,ҡаза,зыян
539,Schuld::N,ғәйеп,чумочи
540,Alter::N,йәш,шка
541,Schluss::N,һуң,пе
542,Schluss::N,аҙаҡ,пе
543,Zeit::N,мәл,шка
544,Zeit::N,мәл,пинге
545,Zeit::N,заман,шка
546,Zeit::N,заман,пинге
547,Tag::N,көн,чи
548,Morgen::N,иртә,валске
549,Morgen::N,иртәнсәк,валске
550,Mittag::N,төш,чикуншка
551,Abend::N,кис,чокшнэ
552,Nacht::N,төн,ве
553,Woche::N,аҙна,недля
554,Monat::N,ай,ков
555,Jahr::N,йыл,ие
556,Frühling::N,яҙ,тундо
557,Sommer::N,йәй,кизэ
558,Herbst::N,көз,сёксь
559,Winter::N,ҡыш,теле
560,Januar::N,ғинуар,якшамков
561,Februar::N,февраль,февраль
562,März::N,март,март
563,April::N,апрель,апрель
564,Mai::N,май,май
565,Juni::N,июнь,июнь
566,Juli::N,июль,июль
567,August::N,август,август
568,September::N,сентябрь,сентября
569,Oktober::N,октябрь,октября
570,November::N,ноябрь,ноября
571,Dezember::N,декабрь,декабря
572,Montag::N,дүшәмбе,пондельник
573,Dienstag::N,шишәмбе,овторник
574,Mittwoch::N,шаршамбы,серёда
575,Donnerstag::N,кесаҙна,цетьверьг
576,Freitag::N,йома,пеця
577,Samstag::N,шәмбе,субута
578,Samstag::N,шәмбе,шлямочи
579,Sonntag::N,йәкшәмбе,недлячи
580,groß::A,ҙур,ине
581,groß::A,ҙур,покш
582,klein::A,бәләкәс,вишка
583,lang::A,оҙон,кувака
584,kurz::A,ҡыҫҡа,нурькине
585,breit::A,киң,келей
586,schmal::A,тар,теине
587,dicht::A,йыш,тусто
588,dicht::A,ҡуйы,тусто
589,dick[Gegenstand]::A,ҡалын,эчке
590,dünn::A,йоҡа,човине
591,dünn::A,нәҙек,човине
592,fein::A,нескә,човине
593,fest::A,ныҡ,кеме
594,flach::A,яҫы,лапужа
595,flach::A,ялпаҡ,лапужа
596,glatt::A,шыма,валаня
597,hart::A,ҡаты,калгодо
598,weich::A,йомшаҡ,чевте
599,rund::A,түңәрәк,кеверь
600,spitz::A,осло түбәле,пшти
601,scharf::A,үткер,пшти
602,stumpf::A,утмәҫ,ношка
603,schwer::A,ауыр,стака
604,schön::A,матур,мазый
605,heiß::A,эҫе,пси
606,warm::A,йылы,лембе
607,kalt::A,һыуыҡ,якшамо
608,kühl::A,һалҡынса,экше
609,frisch::A,һалҡынса,свежа
610,feucht::A,еүеш,летьке
611,feucht::A,дымлы,летьке
612,nass::A,еүеш,начко
613,trocken::A,кипкән,коське
614,voll::A,тулы,пешксе
615,leer::A,буш,чаво
616,offen::A,асыҡ,панжадо
617,offen::A,асыҡ,виде
618,geschlossen::A,ябыҡ,пекстазь
619,geschlossen::A,ябыҡ,сёлгозь
620,sauber::A,таҙа,ванькс
621,schmutzig::A,бысраҡ,ливезев
622,roh::A,сей,верек
623,reif::A,өлгөрғән,кенерезь
624,lecker::A,тәмле,тантей
625,süß::A,тямле,ламбамо
626,süß::A,тәм-том,ламбамо
627,bitter::A,әсе,сэпей
628,sauer::A,әсе,чапамо
629,hell::A,яҡты,валдо
630,dunkel::A,ҡараңғы,чопода
631,schwarz::A,ҡара,раужо
632,weiß::A,аҡ,ашо
633,rot::A,матур,якстере
634,rot::A,һылыу,якстере
635,rot::A,сибәр,якстере
636,gelb::A,һары,ожо
637,blau::A,күк,сэнь
638,grün::A,йәшел,пиже
639,grau::A,буҙ,шержев
640,bunt::A,сыбар,сёрмав
641,bunt::A,ала-ҡола,сёрмав
642,billig::A,арзан,аволь питней
643,teuer::A,ҡыйбатлы,питней
644,wertvoll::A,ҡиммәтле,питней
645,blind::A,һуҡыр,сокор
646,taub::A,һаңғырау,амариця
647,kräftig::A,көслө,пек виев
648,kräftig::A,ҡеүәтле,пек виев
649,stark::A,көслө,виев
650,stark::A,ҡеүәтле,виев
651,schwach::A,көсһөҙ,лавшо
652,fett::A,һимеҙ,куя
653,schlank::A,зифа,виде ронга
654,hübsch::A,матур,мазый
655,böse::A,асыулы,кежей
656,dumm::A,иҫәр,чавола
657,dumm::A,иҫәр,превтеме
658,faul::A,иренсәк,нузякс
659,fleißig::A,тырыш,мелень путыця
660,geizig::A,һаран,скупой
661,klug::A,аҡыллы,превей
662,geschickt::A,оҫта,маштозь теезь
663,lieb::A,яғымлы,вадря
664,lustig::A,күңелле,весёла
665,sanft::A,йыуаш,сэтьме
666,hungrig::A,ас,вачо
667,krank::A,сирле,сэредиця
668,krank::A,ауырыу,сэредиця
669,nackt::A,яланғас,штапо
670,traurig::A,яманһыу,нусманя
671,lebendig::A,тере,эриця
672,lebendig::A,йәнле,эриця
673,gut::A,яҡшы,паро
674,schlecht::A,хөрт,берянь
675,schlecht::A,алама,берянь
676,richtig::A,дөрөҫ,виде
677,schlimm::A,хөрт,берянь
678,schlimm::A,алама,берянь
679,wahr::A,дөрөҫ,алкуксонь
680,alt::A,иҫке,ташто
681,alt::A,боронғо,ташто
682,neu::A,яңы,од
683,ehemalig::A,элекке,икелень
684,alt[Lebewesen]::A,ҡарт,сыре
685,jung::A,йәш,од
686,arm::A,фәҡир,кажов
687,reich::A,бай,сюпав
688,bekannt::A,таныш,содавикс
689,berühmt::A,атаҡлы,содавикс
690,berühmt::A,данлыҡлы,содавикс
691,fremd::A,ят,лия
692,fremd::A,ят,асодавикс
693,fremd::A,сит,лия
694,fremd::A,сит,асодавикс
695,verschieden::A,төрлө,эрьва
696,nah::A,яҡын,а васолонь
697,fern::A,алыҫ,умонь
698,fern::A,алыҫ,кезэрень
699,fern::A,йыраҡ,умонь
700,fern::A,йыраҡ,кезэрень
701,linker::A,һул,керш
702,rechter::A,уң,вить
703,anderer::A,бутән,лия
704,erster::A,тәүге,васень
705,erster::A,тәүге,васенце
706,zweiter::A,икенсе,омбоце
707,dritter::A,өсөнсө,колмоце
708,letzter::A,һуңғы,меельце
709,allein::ADV,бер үҙе,башка
710,allein::ADV,бер үҙе,ськамонзо
711,allein::ADV,яңғыҙ,башка
712,allein::ADV,яңғыҙ,ськамонзо
713,auf einmal::ADV,бер юлы,вейсэ
714,zusammen::ADV,бергә,вейс
715,zusammen::ADV,бергә,вейсэ
716,lange::ADV,оҙаҡ,кувать
717,plötzlich::ADV,ҡапыл,апак учо
718,sofort::ADV,шунда уҡ,курок
719,sofort::ADV,шунда уҡ,нейке
720,später::ADV,һуңыраҡ,мейле
721,jetzt::ADV,хәҙер,ней
722,heute::ADV,бөгөн,течи
723,morgen::ADV,иртәгә,ванды
724,bald::ADV,тиҙҙән,курок
725,dann::ADV,һуңынан,мейле
726,dann::ADV,һуңынан,седе мейле
727,gestern::ADV,кисә,исяк
728,einst::ADV,ҡасандыр,весть
729,einst::ADV,ҡасандыр,зярдо-бути
730,einst::ADV,бер баҡыт,весть
731,einst::ADV,бер баҡыт,зярдо-бути
732,damals::ADV,ул саҡта,сестэ
733,danach::ADV,һуңынан,мейле
734,danach::ADV,һуңынан,седе мейле
735,vorher::ADV,элек,васняяк
736,zuerst::ADV,башта,васня
737,einmal::ADV,бер,весть
738,manchmal::ADV,ҡайһы берҙә,лиясто
739,oft::ADV,йыш,сеетьстэ
740,immer::ADV,һәр ҡасан,свал
741,niemals::ADV,бер ҡасан да,а зярдояк
742,niemals::ADV,бер ваҡытта ла,а зярдояк
743,hier::ADV,бында,тесэ
744,hierhin::ADV,бында,тей
745,von hier::ADV,бынан,тестэ
746,von hier::ADV,ошонан,тестэ
747,dort::ADV,шунда,тосо
748,dort::ADV,тегендә,тосо
749,dorthin::ADV,шунда,тов
750,dorthin::ADV,тегеләй,тов
751,geradeaus::ADV,тура,витьстэ
752,vorwärts::ADV,алға,икелев
753,rückwärts::ADV,кирегә,мекев
754,zurück::ADV,кирегә,мекев
755,unten::ADV,түбәндә,ало
756,hinab::ADV,түбәнгә,алов
757,oben::ADV,юғарыла,вере
758,hinauf::ADV,юғарыға,верев
759,überall::ADV,бөтә урында,эрьва косо
