,Concept_ID,ga,tr
181,Feder::N,cleite,tüy
182,Fell::N,clúmh,post
183,Flügel::N,eite,kanat
184,Flügel::N,sciathán,kanat
185,Klaue::N,crúb,pençe
186,Klaue::N,crobh,pençe
187,Kralle::N,crobh,tırnak
188,Schwanz::N,eireaball,kuyruk
189,Ei::N,ubh,yumurta
190,Nest::N,nead,yuva
191,Bau::N,brocais,in
192,Tier::N,ainmhí,hayvan
193,Tier::N,beithíoch,hayvan
194,Herde::N,tréad,sürü
195,Kuh::N,bó,inek
196,Bulle::N,tarbh,boğa
197,Pferd::N,each,at
198,Pferd::N,each,beygir
199,Pferd::N,capall,at
200,Pferd::N,capall,beygir
201,Schaf::N,caora,koyun
202,Schwein::N,muc,domuz
203,Hund::N,madra,it
204,Hund::N,madra,köpek
205,Katze::N,cat,kedi
206,Bär::N,béar,ayı
207,Eichhörnchen::N,iora,sincap
208,Elch::N,eilc,büyük kuzey geyiği
209,Fuchs::N,sionnach,tilki
210,Fuchs::N,madra rua,tilki
211,Hase::N,giorria,tavşan
212,Maus::N,luch,fare
213,Maus::N,luch,sıçan
214,Wolf::N,mac tíre,kurt
215,Vogel::N,éan,kuş
216,Schwarm::N,saithe,sürü
217,Huhn::N,cearc,tavuk
218,Hahn::N,coileach,horoz
219,Gans::N,gé,kaz
220,Adler::N,iolar,kartal
221,Adler::N,iolar,karakuş
222,Ente::N,lacha,ördek
223,Eule::N,ulchabhán,baykuş
224,Kranich::N,grús,turna
225,Krähe::N,caróg,karga
226,Krähe::N,préachán,karga
227,Kuckuck::N,cuach,guguk
228,Schwan::N,eala,kuğu
229,Fisch::N,iasc,balık
230,Barsch::N,péirse,hani
231,Barsch::N,péirse,levrek
232,Hecht::N,liús,turnabalığı
233,Schlange[Tier]::N,nathair,yılan
234,Wurm::N,péist,kurt
235,Wurm::N,péist,solucan
236,Spinne::N,damhán alla,örümcek
237,Ameise::N,seangán,karınca
238,Laus::N,míol,bit
239,Mücke::N,muiscít,sivrisinek
240,Mücke::N,corrmhíol,sivrisinek
241,Fliege::N,cuil,sinek
242,Fliege::N,cuileog,sinek
243,Schmetterling::N,féileacán,kelebek
244,Beere::N,caor,tane
245,Apfel::N,úll,elma
246,Pilz::N,beacán,mantar
247,Pilz::N,muisiriún,mantar
248,Zwiebel::N,oinniún,soğan
249,Saat::N,síol,ekin
250,Korn::N,gráinne,tane
251,Heu::N,féar,kuru ot
252,Schale::N,scaimh,kabuk
253,Grube::N,poll,çukur
254,Falle::N,gaiste,tuzak
255,Schlinge::N,sealán,ilmik
256,Spur::N,rian,iz
257,Asche::N,luaith,kül
258,Dreck::N,salachar,pislik
259,Eisen::N,iarann,demir
260,Gold::N,ór,altın
261,Silber::N,airgead,gümüş
262,Kohle::N,gual,kömür
263,Glas::N,gloine,cam
264,Lehm::N,cré,balçık
265,Sand::N,gaineamh,kum
266,Mensch::N,duine,insan
267,Mann::N,fear,adam
268,Mann::N,fear,erkek
269,Frau::N,bean,bayan
270,Kind::N,gasúr,çocuk
271,Kind::N,páiste,çocuk
272,Junge::N,buachaill,erkek çocuk
273,Mädchen::N,cailín,kız
274,Familie::N,teaghlach,aile
275,Familie::N,comhluadar,aile
276,Großvater::N,seanathair,dede
277,Großvater::N,seanathair,büyükbaba
278,Großmutter::N,seanmháthair,nine
279,Großmutter::N,seanmháthair,büyükanne
280,Eltern::N,tuismitheoirí,ebeveyn
281,Eltern::N,tuismitheoirí,ana baba
282,Vater::N,athair,ata
283,Vater::N,athair,baba
284,Mutter::N,máthair,ana
285,Mutter::N,máthair,anne
286,Sohn::N,mac,oğul
287,Tochter::N,iníon,kız
288,Tochter::N,iníon,kız evlât
289,Bruder::N,deartháir,abi
290,Bruder::N,deartháir,erkek kardeş
291,Schwester::N,deirfiúr,abla
292,Schwester::N,deirfiúr,kız kardeş
293,Onkel::N,uncail,dayı
294,Tante::N,aintín,hala
295,Tante::N,aintín,teyze
296,Ehemann::N,fear céile,koca
297,Ehefrau::N,bean chéile,karı
298,Freude::N,áthas,neşe
299,Freude::N,áthas,sevinç
300,Gelächter::N,gáire,gülme
301,Gelächter::N,gáire,kahkaha
302,Glück::N,séan,mutluluk
303,Glück::N,sonas,mutluluk
304,Kummer::N,brón,dert
305,Kummer::N,brón,keder
306,Kummer::N,buairt,dert
307,Kummer::N,buairt,keder
308,Wunsch::N,guí,arzu
309,Wunsch::N,guí,istek
310,Wunsch::N,achainí,arzu
311,Wunsch::N,achainí,istek
312,Lust::N,fonn,arzu
313,Lust::N,fonn,heves
314,Geist::N,meon,tin
315,Geist::N,spiorad,tin
316,Gedanke::N,smaoineamh,fikir
317,Gedanke::N,smaoineamh,düşünce
318,Gedächtnis::N,cuimhne,bellek
319,Verstand::N,ciall,zekâ
320,Verstand::N,intinn,zekâ
321,Sinn::N,brí,anlam
322,Sinn::N,ciall,anlam
323,Grund::N,fáth,sebep
324,Wahrheit::N,fírinne,doğruluk
325,Wahrheit::N,fírinne,gerçeklik
326,Gespräch::N,comhrá,görüşme
327,Märchen::N,scéal,masal
328,Erzählung::N,scéal,öykü
329,Erzählung::N,scéal,hikâye
330,Nachricht::N,teachtaireacht,haber
331,Neuigkeit::N,scéala,haber
332,Name::N,ainm,ad
333,Name::N,ainm,isim
334,Rätsel::N,tomhas,bilmece
335,Rede::N,óráid,söylev
336,Rede::N,óráid,konuşma
337,Rede::N,aitheasc,söylev
338,Rede::N,aitheasc,konuşma
339,Sprache::N,teanga,dil
340,Sprache::N,teanga,lisan
341,Stimme::N,guth,ses
342,Wort::N,focal,kelime
343,Zeichen::N,comhartha,işaret
344,Ruf::N,glaoch,çağırma
345,Lärm::N,torann,şamata
346,Lärm::N,torann,gürültü
347,Laut::N,fuaim,ses
348,Ton::N,ton,ses
349,Lied::N,amhrán,türkü
350,Ruhe::N,suaimhneas,sakinlik
351,Leute::N,muintir,halk
352,Leute::N,muintir,insanlar
353,Volk::N,pobal,ulus
354,Volk::N,pobal,millet
355,Arbeit::N,obair,iş
356,Arbeit::N,obair,çalışma
357,Gast::N,aoi,konuk
358,Gast::N,aoi,misafir
359,Geschenk::N,féirín,hediye
360,Geschenk::N,féirín,armağan
361,Geschenk::N,bronntanas,hediye
362,Geschenk::N,bronntanas,armağan
363,Spiel::N,cluiche,oyun
364,Gesellschaft::N,comhluadar,çevre
365,Gesellschaft::N,comhluadar,arkadaşlık
366,Hilfe::N,cúnamh,yardım
367,Hilfe::N,cabhair,yardım
368,Freund::N,cara,dost
369,Freund::N,cara,arkadaş
370,Kamerad::N,comrádaí,arkadaş
371,Angelegenheit::N,ábhar,iş
372,Angelegenheit::N,ábhar,husus
373,Anzahl::N,líon,sayı
374,Art::N,sórt,çeşit
375,Art::N,saghas,çeşit
376,Stück::N,píosa,tane
377,Stück::N,píosa,parça
378,Teil::N,cuid,kısım
379,Teil::N,páirt,kısım
380,Hälfte::N,leath,yarı
381,Kreis::N,ciorcal,daire
382,Kreuz::N,cros,haç
383,Linie::N,líne,hat
384,Linie::N,líne,çizgi
385,Strich::N,stríoc,çizgi
386,Abstand::N,achar,aralık
387,Entfernung::N,fad,mesafe
388,Entfernung::N,fad,uzaklık
389,Gegend::N,ceantar,yöre
390,Platz::N,áit,yer
391,Platz::N,spás,yer
392,Ort::N,áit,yer
393,Seite::N,taobh,yan
394,Seite::N,taobh,taraf
395,Mitte::N,lár,orta
396,Mitte::N,lár,merkez
397,Gegenstand::N,ball,şey
398,Gegenstand::N,ábhar,şey
399,Sache::N,ní,iş
400,Sache::N,ní,şey
401,Sache::N,rud,iş
402,Sache::N,rud,şey
403,Rand::N,imeall,kenar
404,Rand::N,ciumhais,kenar
405,Kante::N,corr,kenar
406,Kante::N,colbha,kenar
407,Ecke::N,coirnéal,köşe
408,Spitze::N,gob,uç
409,Spitze::N,gob,baş
410,Spitze::N,barr,uç
411,Spitze::N,barr,baş
412,Ende::N,ceann,uç
413,Ende::N,foirceann,uç
414,Loch::N,poll,oyuk
415,Loch::N,poll,delik
416,Winkel::N,cúinne,köşe
417,Winkel::N,uillinn,köşe
418,Muster::N,patrún,örnek
419,Größe::N,méid,büyüklük
420,Größe::N,toise,büyüklük
421,Länge::N,fad,uzunluk
422,Höhe::N,airde,yükseklik
423,Gewicht::N,meáchan,ağırlık
424,Menge::N,méid,miktar
425,Haufen::N,cnap,küme
426,Haufen::N,cnap,yığın
427,Reihe::N,líne,sıra
428,Reihe::N,sraith,sıra
429,Boot::N,bád,kayık
430,Boot::N,bád,sandal
431,Ruder::N,rámh,kürek
432,Ruder::N,maide rámha,kürek
433,Schlitten::N,carr sleamhnáin,kızak
434,Ski::N,scí,kayak
435,Lagerfeuer::N,tine champa,kamp ateşi
436,Last::N,ualach,yük
437,Gang::N,siúlóid,gidiş
438,Gang::N,siúlóid,yürüyüş
439,Schritt::N,céim,adım
440,Schritt::N,coiscéim,adım
441,Norden::N,tuaisceart,kuzey
442,Süden::N,deisceart,güney
443,Westen::N,iarthar,batı
444,Osten::N,oirthear,doğu
445,Holz::N,adhmad,ağaç
446,Holz::N,adhmad,tahta
447,Brett::N,clár,tahta
448,Platte::N,leac,levha
449,Stütze::N,taca,dayak
450,Stütze::N,taca,destek
451,Stange::N,polla,çubuk
452,Stange::N,cuaille,çubuk
453,Stock::N,bata,sopa
454,Stock::N,bata,değnek
455,Stock::N,maide,sopa
456,Stock::N,maide,değnek
457,Stab::N,maide,sırık
458,Stab::N,maide,baston
459,Stab::N,bachall,sırık
460,Stab::N,bachall,baston
461,Rohr::N,píopa,boru
462,Haus::N,teach,ev
463,Heim::N,baile,ev
464,Heim::N,baile,yurt
465,Ofen::N,sornóg,soba
466,Fußboden::N,urlár,taban
467,Fußboden::N,urlár,döşeme
468,Tisch::N,bord,masa
469,Tisch::N,tábla,masa
470,Stuhl::N,cathaoir,iskemle
471,Stuhl::N,cathaoir,sandalye
472,Wiege::N,cliabhán,beşik
473,Bett::N,leaba,yatak
474,Regal::N,seilf,raf
475,Kiste::N,bosca,sandık
476,Fenster::N,fuinneoig,pencere
477,Tür::N,doras,kapı
478,Tor::N,geata,kapı
479,Zaun::N,fál,çit
480,Zaun::N,claí,çit
481,Dach::N,díon,dam
482,Dach::N,díon,çatı
483,Leiter::N,dréimire,merdiven
484,Besen::N,scuab,süpürge
485,Spaten::N,spád,bel
486,Spaten::N,rámhainn,bel
487,Schaufel::N,sluasaid,kürek
488,Gabel::N,forc,çatal
489,Gabel::N,gabhlóg,çatal
490,Löffel::N,spúnóg,kaşık
491,Messer::N,scian,bıçak
492,Nagel::N,tairne,çivi
493,Netz::N,líon,ağ
494,Netz::N,eangach,ağ
495,Haken::N,croch,çengel
496,Griff::N,cos,kulp
497,Griff::N,cos,tutamak
498,Griff::N,hanla,kulp
499,Griff::N,hanla,tutamak
500,Schloss::N,glas,kilit
501,Bild::N,pictiúr,imaj
502,Bild::N,pictiúr,resim
503,Figur::N,fíor,şekil
504,Figur::N,fíor,heykel
505,Puppe::N,bábóg,kukla
506,Beutel::N,mála,kese
507,Beutel::N,mála,torba
508,Beutel::N,mealbhóg,kese
509,Beutel::N,mealbhóg,torba
510,Bündel::N,beart,deste
511,Tasche::N,mála,çanta
512,Eimer::N,buicéad,kova
513,Deckel::N,clár,kapak
514,Deckel::N,claibín,kapak
515,Geschirr::N,soithí,kap kacak
516,Geschirr::N,gréithe,kap kacak
517,Sack::N,sac,torba
518,Sack::N,mála,torba
519,Tasse::N,cupán,fincan
520,Topf::N,pota,tencere
521,Kessel::N,citeal,kazan
522,Essen::N,béile,yemek
523,Nahrung::N,bia,gıda
524,Nahrung::N,bia,besin
525,Speise::N,mias,yemek
526,Fleisch::N,feoil,et
527,Getreide::N,grán,tahıl
528,Getreide::N,grán,hububat
529,Getreide::N,arbhar,tahıl
530,Getreide::N,arbhar,hububat
531,Brei::N,brúitín,ezme
532,Brot::N,arán,ekmek
533,Scheibe::N,píosa,dilim
534,Scheibe::N,slisne,dilim
535,Fett::N,saill,yağ
536,Fett::N,méathras,yağ
537,Butter::N,im,tereyağı
538,Öl::N,ola,yağ
539,Öl::N,ola,akar yağ
540,Salz::N,salann,tuz
541,Suppe::N,sú,çorba
542,Suppe::N,anraith,çorba
543,Honig::N,mil,bal
544,Milch::N,bainne,süt
545,Tee::N,tae,çay
546,Leder::N,leathar,deri
547,Leder::N,leathar,meşin
548,Wolle::N,olann,yün
549,Stoff::N,éadach,kumaş
550,Nadel::N,snáthaid,iğne
551,Faden::N,snáth,tire
552,Faden::N,snáth,iplik
553,Knopf::N,cnaipe,düğme
554,Knoten::N,snaidhm,düğüm
555,Farbe::N,péint,boya
556,Kleidung::N,éadaí,giyim
557,Hemd::N,léine,gömlek
558,Kragen::N,bóna,yaka
559,Ärmel::N,muinchille,yen
560,Ärmel::N,muinchille,elbise kolu
561,Hose::N,bríste,pantolon
562,Hose::N,treabhsar,pantolon
563,Gürtel::N,crios,kuşak
564,Mütze::N,caipín,bere
565,Mütze::N,caipín,kasket
566,Schuh::N,bróg,kundura
567,Schuh::N,bróg,ayakkabı
568,Stiefel::N,buatais,çizme
569,Ring::N,fáinne,yüzük
570,Band::N,ribín,bağ
571,Band::N,ribín,şerit
572,Kamm::N,cíor,tarak
573,Spiegel::N,scáthán,ayna
574,Riemen::N,iall,kayış
575,Riemen::N,strapa,kayış
576,Schnur::N,téad,ip
577,Schnur::N,téad,sicim
578,Schnur::N,sreangán,ip
579,Schnur::N,sreangán,sicim
580,Leine::N,iall,kayış
581,Decke::N,pluid,örtü
582,Decke::N,pluid,yorgan
583,Decke::N,blaincéad,örtü
584,Decke::N,blaincéad,yorgan
585,Kissen::N,piliúr,yastık
586,Kissen::N,adhartán,yastık
587,Tuch::N,scaif,bez
588,Handtuch::N,tuáille,havlu
589,Kraft::N,fórsa,güç
590,Kraft::N,fórsa,kuvvet
591,Stärke::N,neart,kuvvet
592,Gesundheit::N,sláinte,sağlık
593,Krankheit::N,tinneas,hastalık
594,Krankheit::N,breoiteacht,hastalık
595,Schmerz::N,pian,ağrı
596,Schmerz::N,pian,sancı
597,Wunde::N,goin,yara
598,Fieber::N,fiabhras,ateş
599,Arznei::N,cógas,ilâç
600,Brücke::N,droichead,köprü
601,Brunnen::N,tobar,kuyu
602,Brunnen::N,tobar,çeşme
603,Weide::N,féarach,otlak
604,Pfad::N,cosán,patika
605,Pfad::N,cosán,keçiyolu
606,Pfad::N,conair,patika
607,Pfad::N,conair,keçiyolu
608,Weg::N,slí,yol
609,Weg::N,bealach,yol
610,Straße::N,bóthar,yol
611,Straße::N,bóthar,cadde
612,Dorf::N,sráidbhaile,köy
613,Stadt::N,baile,kent
614,Stadt::N,baile,şehir
615,Stadt::N,cathair,kent
616,Stadt::N,cathair,şehir
617,Brief::N,litir,mektup
618,Buch::N,cín,kitap
619,Buch::N,leabhar,kitap
620,Buchstabe::N,litir,harf
621,Zeitung::N,nuachtán,gazete
622,Leben::N,saol,hayat
623,Leben::N,beatha,hayat
624,Tod::N,bás,ölüm
625,Grab::N,uaigh,kabir
626,Kirche::N,eaglais,kilise
627,Sünde::N,peaca,günah
628,Gott::N,dia,tanrı
629,Arbeiter::N,oibrí,işçi
630,Chef::N,saoiste,şef
631,Chef::N,saoiste,müdür
632,Chef::N,ceannasaí,şef
633,Chef::N,ceannasaí,müdür
634,Meister::N,máistir,usta
635,Arzt::N,lia,hekim
636,Arzt::N,lia,doktor
637,Arzt::N,dochtúir,hekim
638,Arzt::N,dochtúir,doktor
639,Lehrer::N,oide,hoca
640,Lehrer::N,oide,öğretmen
641,Lehrer::N,múinteoir,hoca
642,Lehrer::N,múinteoir,öğretmen
643,Geld::N,airgead,para
644,Geschäft::N,gnó,ticaret
645,Laden::N,siopa,dükkân
646,Preis::N,praghas,fiyat
647,Ware::N,earra,mal
648,Nutzen::N,tairbhe,fayda
649,Reichtum::N,rachmas,servet
650,Reichtum::N,rachmas,zenginlik
651,Reichtum::N,saibhreas,servet
652,Reichtum::N,saibhreas,zenginlik
653,Welt::N,domhan,dünya
654,Land::N,tír,ülke
655,Staat::N,stát,devlet
656,König::N,rí,kral
657,Macht::N,cumhacht,kudret
658,Macht::N,cumhacht,iktidar
659,Grenze::N,críoch,had
660,Grenze::N,críoch,sınır
661,Grenze::N,teorainn,had
662,Grenze::N,teorainn,sınır
663,Krieg::N,cogadh,savaş
664,Feind::N,namhaid,düşman
665,Gewalt::N,foréigean,zor
666,Gewalt::N,foréigean,cebir
667,Kampf::N,troid,savaş
668,Bogen[Waffe]::N,bogha,yay
669,Pfeil::N,saighead,ok
670,Gewehr::N,gunna,tüfek
671,Fehler::N,botún,hata
672,Fehler::N,botún,yanlış
673,Fehler::N,meancóg,hata
674,Fehler::N,meancóg,yanlış
675,Lüge::N,bréag,yalan
676,Lüge::N,éitheach,yalan
677,Schaden::N,dochar,zarar
678,Schaden::N,damáiste,zarar
679,Unglück::N,drochrath,felâket
680,Unglück::N,drochrath,talihsizlik
681,Schuld::N,locht,suç
682,Schuld::N,locht,kabahat
683,Schuld::N,milleán,suç
684,Schuld::N,milleán,kabahat
685,Alter::N,aois,yaş
686,Schluss::N,deireadh,son
687,Zeit::N,am,zaman
688,Zeit::N,aimsir,zaman
689,Tag::N,lá,gün
690,Morgen::N,maidin,sabah
691,Mittag::N,nóin,öğle
692,Abend::N,tráthnóna,akşam
693,Nacht::N,oíche,gece
694,Woche::N,seachtain,hafta
695,Monat::N,mí,ay
696,Jahr::N,bliain,yıl
697,Jahr::N,bliain,sene
698,Frühling::N,earrach,ilkbahar
699,Sommer::N,samhradh,yaz
700,Herbst::N,fómhar,güz
701,Herbst::N,fómhar,sonbahar
702,Winter::N,geimhreadh,kış
703,Januar::N,Eanáir,ocak
704,Februar::N,Feabhra,şubat
705,März::N,Márta,mart
706,April::N,Aibreán,nisan
707,Mai::N,Bealtaine,mayıs
708,Juni::N,Meitheamh,haziran
709,Juli::N,Iúil,temmuz
710,August::N,Lúnasa,ağustos
711,September::N,Meán Fómhair,eylül
712,Oktober::N,Deireadh Fómhair,ekim
713,November::N,Samhain,kasım
714,November::N,Mí na Samhna,kasım
715,Dezember::N,Mí na Nollag,aralık
716,Montag::N,Luan,pazartesi
717,Montag::N,Dé Luain,pazartesi
718,Dienstag::N,Máirt,salı
719,Dienstag::N,Dé Máirt,salı
720,Mittwoch::N,Céadaoin,çarşamba
721,Mittwoch::N,Dé Céadaoin,çarşamba
722,Donnerstag::N,Déardaoin,perşembe
723,Freitag::N,Aoine,cuma
724,Freitag::N,Dé hAoine,cuma
725,Samstag::N,Satharn,cumartesi
726,Samstag::N,Dé Sathairn,cumartesi
727,Sonntag::N,Domhnach,pazar
728,Sonntag::N,Dé Domhnaigh,pazar
729,groß::A,mór,büyük
730,klein::A,beag,ufak
731,klein::A,beag,küçük
732,lang::A,fada,uzun
733,kurz::A,gearr,kısa
734,kurz::A,gairid,kısa
735,breit::A,leathan,enli
736,breit::A,leathan,geniş
737,breit::A,fairsing,enli
738,breit::A,fairsing,geniş
739,schmal::A,cúng,dar
740,dicht::A,dlúth,sık
741,dicht::A,dlúth,yoğun
742,dick[Gegenstand]::A,tiubh,kalın
743,dick[Gegenstand]::A,tiubh,iri
744,dünn::A,caol,ince
745,dünn::A,tanaí,ince
746,fein::A,scáinte,ince
747,fein::A,scáinte,narin
748,fein::A,fíneálta,ince
749,fein::A,fíneálta,narin
750,fest::A,daingean,sabit
751,fest::A,daingean,sağlam
752,flach::A,cothrom,düz
753,flach::A,cothrom,yassı
754,glatt::A,mín,düz
755,glatt::A,sleamhain,düz
756,hart::A,crua,katı
757,weich::A,bog,yumuşak
758,rund::A,cruinn,yuvarlak
759,spitz::A,gobach,sivri
760,spitz::A,biorach,sivri
761,scharf::A,géar,keskin
762,scharf::A,faobhrach,keskin
763,stumpf::A,maol,kör
764,schwer::A,trom,ağır
765,schön::A,álainn,güzel
766,heiß::A,te,kızgın
767,warm::A,te,sıcak
768,kalt::A,fuar,soğuk
769,kühl::A,fionnuar,serin
770,frisch::A,úr,taze
771,frisch::A,friseáilte,taze
772,feucht::A,tais,nemli
773,feucht::A,tais,rutubetli
774,nass::A,fliuch,yaş
775,nass::A,fliuch,ıslak
776,trocken::A,tirim,kuru
777,voll::A,lán,dolu
778,voll::A,lán,dolmuş
779,leer::A,folamh,boş
780,offen::A,oscailte,açık
781,geschlossen::A,dúnta,kapalı
782,geschlossen::A,druidte,kapalı
783,sauber::A,glan,pak
784,sauber::A,glan,temiz
785,schmutzig::A,salach,pis
786,schmutzig::A,salach,kirli
787,roh::A,amh,çiğ
788,reif::A,aibí,olgun
789,lecker::A,blasta,lezzetli
790,süß::A,milis,tatlı
791,süß::A,milis,şekerli
792,bitter::A,searbh,acı
793,sauer::A,géar,ekşi
794,sauer::A,searbh,ekşi
795,hell::A,geal,aydınlık
796,hell::A,soilseach,aydınlık
797,dunkel::A,dorcha,karanlık
798,schwarz::A,dubh,kara
799,schwarz::A,dubh,siyah
800,weiß::A,bán,ak
801,weiß::A,bán,beyaz
802,rot::A,dearg,kırmızı
803,gelb::A,buí,sarı
804,blau::A,gorm,mavi
805,grün::A,glas,yeşil
806,grün::A,uaine,yeşil
807,grau::A,liath,boz
808,bunt::A,ildathach,renkli
809,bunt::A,dathannach,renkli
810,billig::A,saor,ucuz
811,teuer::A,daor,pahalı
812,teuer::A,costasach,pahalı
813,wertvoll::A,luachmhar,değerli
814,blind::A,dall,kör
815,blind::A,caoch,kör
816,taub::A,bodhar,sağır
817,kräftig::A,cumhachtach,dinç
818,kräftig::A,cumhachtach,kuvvetli
819,stark::A,tréan,güçlü
820,stark::A,tréan,kuvvetli
