,Concept_ID,ga,tr
1531,rufen::V,glaoigh,çağırmak
1532,prahlen::V,maígh,övünmek
1533,übersetzen::V,aistrigh,çevirmek
1534,übersetzen::V,aistrigh,tercüme etmek
1535,denken::V,síl,düşünmek
1536,denken::V,ceap,düşünmek
1537,glauben::V,creid,inanmak
1538,glauben::V,creid,zannetmek
1539,bemerken::V,tabhair faoi deara,farkına varmak
1540,erkennen::V,aithin,tanımak
1541,begreifen::V,tuig,anlamak
1542,begreifen::V,tuig,kavramak
1543,verstehen::V,tuig,duymak
1544,verstehen::V,tuig,anlamak
1545,lernen::V,foghlaim,öğrenmek
1546,wissen::V,tá a fhios ag,bilmek
1547,sich erinnern an::V,cuimhnigh ar,hatırlamak
1548,sich erinnern an::V,is cuimhne ar,hatırlamak
1549,vergessen::V,dearmad,unutmak
1550,messen::V,tomhais,ölçmek
1551,zählen::V,cuntais,saymak
1552,rechnen::V,ríomh,hesap etmek
1553,rechnen::V,áirigh,hesap etmek
1554,lesen::V,léigh,okumak
1555,malen::V,péinteáil,resmini yapmak
1556,zeichnen::V,línigh,çizmek
1557,zeichnen::V,tarraing,çizmek
1558,schreiben::V,scríobh,yazmak
1559,besitzen::V,is le,haiz olmak
1560,besitzen::V,is le,sahip olmak
1561,kaufen::V,ceannaigh,almak
1562,verkaufen::V,díol,satmak
1563,bezahlen::V,íoc as,ödemek
1564,zahlen::V,íoc,ödemek
1565,beherrschen::V,rialaigh,hâkim olmak
1566,ertragen::V,seas,dayanmak
1567,ertragen::V,seas,katlanmak
1568,ertragen::V,fulaing,dayanmak
1569,ertragen::V,fulaing,katlanmak
1570,ertragen::V,foighnigh,dayanmak
1571,ertragen::V,foighnigh,katlanmak
1572,Ader::N,,damar
1573,vorwärts::ADV,,ileri
