,Concept_ID,it,ba
78,Rauch::N,fumo,төтөн
79,Funke::N,scintilla,осҡон
80,Feuer::N,fuoco,ут
81,Licht::N,luce,яҡтылыҡ
82,Schatten::N,ombra,күләгә
83,Wetter::N,tempo,һауа торошо
84,Nebel::N,nebbia,төман
85,Wolke::N,nube,болот
86,Wolke::N,nùvola,болот
87,Regen::N,pioggia,ямғыр
88,Schnee::N,neve,ҡар
89,Eis::N,ghiaccio,боҙ
90,Frost::N,gelo,һалҡын
91,Kälte::N,freddo,һыуыҡ
92,Hitze::N,caldo,томра
93,Hitze::N,caldo,эҫелек
94,Hitze::N,calura,томра
95,Hitze::N,calura,эҫелек
96,Raureif::N,brina,ҡырау
97,Regenbogen::N,arcobaleno,йәйғор
98,Donner::N,tuono,күк күкрәү
99,Strömung::N,corrente,ағым
100,Tropfen::N,goccia,тамсы
101,Schaum::N,spuma,күбек
102,Schaum::N,schiuma,күбек
103,Schmutz::N,sudiciume,батҡаҡ
104,See::N,lago,күл
105,Sumpf::N,palude,һаҙлык
106,Moor::N,torbiera,һаҙ
107,Wiese::N,prato,болон
108,Wald::N,bosco,урман
109,Wald::N,foresta,урман
110,Hügel::N,colle,түбә
111,Hügel::N,collina,түбә
112,Anhöhe::N,altura,түбә
113,Anhöhe::N,altura,ҡалҡыулыҡ
114,Berg::N,monte,тау
115,Berg::N,montagna,тау
116,Gipfel::N,cima,түбә
117,Höhle::N,grotta,мәмерйә
118,Höhle::N,caverna,мәмерйә
119,Abhang::N,pendìo,ипкен
120,Quelle::N,sorgente,шишмә
121,Bach::N,ruscello,шишмә
122,Fluss::N,fiume,йылға
123,Ufer::N,riva,яр
124,Küste::N,costa,яр буйы
125,Festland::N,terraferma,ҡоро ер
126,Meer::N,mare,диңгез
127,Bucht::N,cala,бухта
128,Insel::N,ìsola,үтрау
129,Blume::N,fiore,сәскә
130,Gras::N,erba,үлән
131,Wurzel::N,radice,тамыр
132,Baum::N,àlbero,ағас
133,Stamm::N,tronco,олон
134,Stamm::N,tronco,көбәк
135,Rinde::N,corteccia,ҡабыҡ
136,Ast::N,ramo,ботаҡ
137,Zweig::N,ramo,ботаҡ
138,Zweig::N,ramo,тармаҡ
139,Blatt::N,foglia,япраҡ
140,Birke::N,betulla,ҡайын
141,Kiefer[Baum]::N,pino,ҡарғай
142,Weide[Baum]::N,sàlice,тал
143,Tanne::N,abete,шыршы
144,Horn::N,corno,мөғөҙ
145,Feder::N,penna,ҡауырһын
146,Fell::N,manto,тире
147,Fell::N,pelame,тире
148,Flügel::N,ala,ҡанат
149,Klaue::N,grinfia,тырнаҡ
150,Kralle::N,unghia,аяҡ
151,Kralle::N,artiglio,аяҡ
152,Schwanz::N,coda,ҡойроҡ
153,Ei::N,uovo,йомортҡа
154,Nest::N,nido,оя
155,Bau::N,covo,оң
156,Tier::N,bestia,жайуан
157,Tier::N,bestia,йыртҡыс
158,Tier::N,animale,жайуан
159,Tier::N,animale,йыртҡыс
160,Herde::N,gregge,көтөү
161,Kuh::N,vacca,һыйыр
162,Bulle::N,toro,үгеҙ
163,Pferd::N,cavallo,ат
164,Schaf::N,pècora,һарыҡ
165,Schwein::N,porco,сусҡа
166,Schwein::N,maiale,сусҡа
167,Hund::N,cane,эт
168,Katze::N,gatta,бесәй
169,Bär::N,orso,айыу
170,Eichhörnchen::N,scoiàttolo,тейен
171,Elch::N,alce,мышы
172,Fuchs::N,volpe,төлкө
173,Hase::N,lepre,ҡуян
174,Maus::N,topo,сысҡан
175,Maus::N,sorcio,сысҡан
176,Wolf::N,lupo,бүре
177,Vogel::N,uccello,ҡош
178,Schwarm::N,stormo,көтөү
179,Huhn::N,gallina,тауыҡ
180,Hahn::N,gallo,әтәс
181,Gans::N,oca,ҡаҙ
182,Adler::N,àquila,бөркөт
183,Ente::N,ànatra,өйрәк
184,Eule::N,gufo,өкө
185,Eule::N,gufo,ябалаҡ
186,Eule::N,civetta,өкө
187,Eule::N,civetta,ябалаҡ
188,Kranich::N,gru,торна
189,Krähe::N,cornacchia,ҡарға
190,Kuckuck::N,cuccù,кәкүк
191,Kuckuck::N,cùculo,кәкүк
192,Schwan::N,cigno,аҡҡош
193,Fisch::N,pesce,балыҡ
194,Barsch::N,pèrsico,алабуға
195,Hecht::N,luccio,суртан
196,Schlange[Tier]::N,serpente,йылан
197,Wurm::N,baco,селяүсен
198,Wurm::N,verme,селяүсен
199,Spinne::N,ragno,үрмәксе
200,Ameise::N,formica,ҡырмыҫҡа
201,Laus::N,pidocchio,бет
202,Mücke::N,zanzara,серәкәй
203,Fliege::N,mosca,себен
204,Schmetterling::N,farfalla,күбәләк
205,Beere::N,bacca,еләк
206,Apfel::N,mela,алма
207,Pilz::N,fungo,бәшмәк
208,Zwiebel::N,cipolla,һуган
209,Saat::N,semente,орлоҡ
210,Korn::N,grano,иген
211,Heu::N,fieno,бесән
212,Schale::N,buccia,ҡабыҡ
213,Grube::N,cava,соҡор
214,Grube::N,fossa,соҡор
215,Falle::N,tràppola,тоҙак
216,Falle::N,tràppola,ҡапҡан
217,Schlinge::N,laccio,тоҙак
218,Spur::N,traccia,әҫер
219,Asche::N,cenere,көл
220,Dreck::N,fango,батҡаҡ
221,Eisen::N,ferro,тимер
222,Gold::N,oro,алтын
223,Silber::N,argento,көмөш
224,Kohle::N,carbone,күмер
225,Glas::N,vetro,быяла
226,Lehm::N,argilla,балсыҡ
227,Sand::N,arena,ҡом
228,Sand::N,sabbia,ҡом
229,Mensch::N,uomo,кеше
230,Mensch::N,èssere umano,кеше
231,Mann::N,uomo,ир
232,Frau::N,donna,ҡатын
233,Kind::N,bambino,бала
234,Junge::N,ragazzo,малай
235,Mädchen::N,ragazza,ҡыҙ
236,Mädchen::N,ragazza,ҡыҙыҡай
237,Familie::N,famiglia,ғаилә
238,Großvater::N,nonno,олатай
239,Großmutter::N,nonna,әбәй
240,Eltern::N,genitori,ата-әсә
241,Vater::N,padre,атай
242,Mutter::N,madre,әсә
243,Sohn::N,figlio,ул
244,Tochter::N,figlia,ҡыҙ
245,Bruder::N,fratello,агай
246,Schwester::N,sorella,алай
247,Schwester::N,sorella,һеңле
248,Onkel::N,zio,ағай
249,Tante::N,zia,апай
250,Ehemann::N,marito,ир
251,Ehefrau::N,moglie,ҡатын
252,Freude::N,gioia,шатлыҡ
253,Freude::N,gioia,ҡыуаныс
254,Freude::N,piacere,шатлыҡ
255,Freude::N,piacere,ҡыуаныс
256,Gelächter::N,risata,көлөү
257,Glück::N,felicità,бәхет
258,Kummer::N,afflizione,ҡайғы
259,Wunsch::N,desiderio,теләк
260,Lust::N,voglia,әүәҫлек
261,Geist::N,mente,аң
262,Geist::N,mente,рух
263,Geist::N,spìrito,аң
264,Geist::N,spìrito,рух
265,Gedanke::N,idea,уй
266,Gedanke::N,idea,фекер
267,Gedanke::N,pensiero,уй
268,Gedanke::N,pensiero,фекер
269,Gedächtnis::N,memoria,хәтер
270,Verstand::N,intelletto,аҡыл
271,Sinn::N,senso,мәғәня
272,Sinn::N,significato,мәғәня
273,Grund::N,causa,сәбәп
274,Grund::N,motivo,сәбәп
275,Grund::N,ragione,сәбәп
276,Wahrheit::N,verità,дөрөҫлөк
277,Gespräch::N,discorso,әңгәмә
278,Gespräch::N,conversazione,әңгәмә
279,Märchen::N,fiaba,әкиәт
280,Märchen::N,fàvola,әкиәт
281,Erzählung::N,racconto,хикәйә
282,Erzählung::N,narrazione,хикәйә
283,Nachricht::N,messaggio,хәбәр
284,Neuigkeit::N,notizia,яңылыҡ
285,Name::N,nome,исем
286,Rätsel::N,indovinello,йомаҡ
287,Rede::N,discorso,телмәр
288,Sprache::N,lingua,тел
289,Sprache::N,lingua,телмәр
290,Sprache::N,linguaggio,тел
291,Sprache::N,linguaggio,телмәр
292,Stimme::N,voce,тауыш
293,Wort::N,parola,һүҙ
294,Zeichen::N,segno,билдә
295,Zeichen::N,segnale,билдә
296,Ruf::N,chiamata,саҡырыу
297,Lärm::N,chiasso,шаулау
298,Lärm::N,strèpito,шаулау
299,Laut::N,suono,тауыш
300,Ton::N,tono,яңғырау
301,Lied::N,canto,йыр
302,Lied::N,canzone,йыр
303,Ruhe::N,calma,ял
304,Ruhe::N,calma,тыныслыҡ
305,Ruhe::N,tranquillità,ял
306,Ruhe::N,tranquillità,тыныслыҡ
307,Leute::N,gente,кешеләр
308,Volk::N,pòpolo,халҡ
309,Arbeit::N,lavoro,эш
310,Gast::N,òspite,ҡунаҡ
311,Gast::N,invitato,ҡунаҡ
312,Geschenk::N,regalo,бүләк
313,Spiel::N,gioco,уйын
314,Gesellschaft::N,compagnìa,йәмғиәт
315,Hilfe::N,aiuto,ярҙам
316,Hilfe::N,soccorso,ярҙам
317,Freund::N,amico,дуҫ
318,Kamerad::N,camerata,иптәш
319,Angelegenheit::N,affare,әш
320,Angelegenheit::N,faccenda,әш
321,Anzahl::N,nùmero,һан
322,Anzahl::N,quantità,һан
323,Art::N,tipo,төр
324,Art::N,specie,төр
325,Stück::N,pezzo,киҫәк
326,Teil::N,parte,өлөш
327,Hälfte::N,metà,ярты
328,Kreis::N,cìrcolo,түңәрәк
329,Kreuz::N,croce,тәре
330,Linie::N,lìnea,һыҙыҡ
331,Strich::N,tratto,һыҙат
332,Abstand::N,distanza,ара
333,Entfernung::N,distanza,алыҫлыҡ
334,Entfernung::N,lontananza,алыҫлыҡ
335,Gegend::N,regione,урын
336,Platz::N,posto,арауыҡ
337,Platz::N,spazio,арауыҡ
338,Ort::N,luogo,ерҙәр
339,Ort::N,luogo,урындар
340,Ort::N,luogo,эш урыны
341,Ort::N,località,ерҙәр
342,Ort::N,località,урындар
343,Ort::N,località,эш урыны
344,Seite::N,lato,яҡ
345,Seite::N,parte,яҡ
346,Mitte::N,mezzo,урталыҡ
347,Mitte::N,centro,урталыҡ
348,Gegenstand::N,oggetto,нәмә
349,Sache::N,cosa,нәмә
350,Sache::N,cosa,әйбер
351,Rand::N,orlo,сит
352,Rand::N,bordo,сит
353,Kante::N,spìgolo,ҡабырға
354,Kante::N,spìgolo,ян
355,Ecke::N,canto,мөйөш
356,Spitze::N,punta,ос
357,Ende::N,capo,аҙаҡ
358,Ende::N,estremità,аҙаҡ
359,Loch::N,buco,тишек
360,Winkel::N,àngolo,мөйөш
361,Muster::N,disegno,биҙәк
362,Größe::N,taglia,ҙурлыҡ
363,Größe::N,grandezza,ҙурлыҡ
364,Länge::N,lunghezza,оҙонлоҡ
365,Höhe::N,altezza,бейеклек
366,Gewicht::N,peso,үлсәү
367,Menge::N,quantità,һан
368,Haufen::N,cùmulo,өйөм
369,Haufen::N,mucchio,өйөм
370,Reihe::N,fila,рәт
371,Boot::N,barca,кәмә
372,Boot::N,battello,кәмә
373,Ruder::N,remo,ишкәк
374,Schlitten::N,slitta,сана
375,Ski::N,sci,саңгы
376,Lagerfeuer::N,falò,костер
377,Lagerfeuer::N,fuoco di bivacco,костер
378,Last::N,càrico,ауырлыҡ
379,Gang::N,andata,барыу
380,Schritt::N,passo,аҙым
381,Norden::N,nord,төньяҡ
382,Norden::N,settentrione,төньяҡ
383,Süden::N,sud,көньяҡ
384,Süden::N,meridione,көньяҡ
385,Westen::N,òvest,көнбайыш
386,Westen::N,occidente,көнбайыш
387,Osten::N,est,көнсығыш
388,Osten::N,oriente,көнсығыш
389,Holz::N,legno,үағас
390,Brett::N,asse,таҡта
391,Brett::N,tàvola,таҡта
392,Platte::N,lastra,плита
393,Platte::N,piastra,плита
394,Stütze::N,supporto,терәк
395,Stange::N,sbarra,кәртә
396,Stange::N,pèrtica,кәртә
397,Stock::N,verga,таяҡ
398,Stock::N,bastone,таяҡ
399,Stock::N,bacchetta,таяҡ
400,Stab::N,asta,ҡолға
401,Rohr::N,tubo,торба
402,Haus::N,casa,өй
403,Haus::N,casa,йорт
404,Heim::N,casa,өй
405,Ofen::N,stufa,мейес
406,Fußboden::N,pavimento,енес
407,Tisch::N,tàvolo,өҫтәл
408,Stuhl::N,sedia,ултырғыс
409,Wiege::N,culla,бишек
410,Bett::N,letto,карауат
411,Regal::N,scaffale,кәштә
412,Kiste::N,cassa,йәшинк
413,Fenster::N,finestra,тәҙрә
414,Tür::N,porta,ишек
415,Tor::N,portone,ҡапҡа
416,Zaun::N,recinto,ҡойма
417,Dach::N,tetto,түбә
418,Dach::N,tetto,ҡыйыҡ
419,Leiter::N,scala,баҫҡыс
420,Leiter::N,scala a pioli,баҫҡыс
421,Besen::N,scopa,һепертке
422,Spaten::N,vanga,көрәк
423,Schaufel::N,pala,көрәк
424,Gabel::N,forchetta,сәнске
425,Löffel::N,cucchiaio,ҡалаҡ
426,Messer::N,coltello,бысаҡ
427,Nagel::N,chiodo,сөй
428,Netz::N,rete,ау
429,Haken::N,uncino,ыргаҡ
430,Griff::N,mànico,тотҡа
431,Griff::N,maniglia,тотҡа
432,Schloss::N,serratura,йоҙаҡ
433,Bild::N,quadro,картина
434,Bild::N,immàgine,картина
435,Figur::N,figura,һын
436,Puppe::N,bàmbola,ҡурсаҡ
437,Beutel::N,borsa,тоҡ
438,Beutel::N,sacchetto,тоҡ
439,Bündel::N,fascio,төргәк
440,Bündel::N,fagotto,төргәк
441,Tasche::N,borsa,сумка
442,Eimer::N,secchio,биҙрә
443,Deckel::N,coperchio,ҡапҡас
444,Geschirr::N,stoviglie,һауыт-һаба
445,Sack::N,sacco,тоҡ
446,Tasse::N,tazza,сынаяҡ
447,Topf::N,pèntola,кәстрүл
448,Kessel::N,paiolo,ҡаҙан
449,Kessel::N,calderone,ҡаҙан
450,Essen::N,pasto,ашау
451,Essen::N,mangiare,ашау
452,Nahrung::N,cibo,аҙыҡ
453,Nahrung::N,alimento,аҙыҡ
454,Speise::N,piatto,аш
455,Fleisch::N,carne,ит
456,Getreide::N,cereali,иген
457,Getreide::N,cereali,ашлыҡ
458,Brei::N,purè,бутҡа
459,Brei::N,pappa,бутҡа
460,Brot::N,pane,икмәк
461,Scheibe::N,fetta,телем
462,Scheibe::N,trancia,телем
463,Fett::N,grasso,май
464,Butter::N,burro,май
465,Öl::N,olio,май буяуы
466,Salz::N,sale,тоҙ
467,Suppe::N,zuppa,һурпа
468,Suppe::N,minestra,һурпа
469,Honig::N,miele,бал
470,Milch::N,latte,һөт
471,Tee::N,tè,сәй
472,Leder::N,pelle,күн
473,Wolle::N,lana,йөн
474,Stoff::N,panno,туҡыма
475,Stoff::N,tessuto,туҡыма
476,Nadel::N,ago,энә
477,Faden::N,filo,еп
478,Knopf::N,bottone,төймә
479,Knoten::N,nodo,төйөн
480,Farbe::N,pittura,буяу
481,Kleidung::N,vestiti,кейем
482,Kleidung::N,vestiario,кейем
483,Hemd::N,camicia,күлдәк
484,Kragen::N,bàvero,яға
485,Kragen::N,colletto,яға
486,Ärmel::N,mànica,ең
487,Hose::N,calzoni,салбар
488,Gürtel::N,cintura,ҡайыш
489,Mütze::N,berretto,бүрк
490,Schuh::N,scarpa,туфли
491,Stiefel::N,stivale,итек
492,Ring::N,anello,йөҙөк
493,Ring::N,anello,балдаҡ
494,Band::N,nastro,таҫма
495,Band::N,fettuccia,таҫма
496,Kamm::N,pèttine,тараҡ
497,Spiegel::N,specchio,көзгө
498,Riemen::N,cinghia,ҡайыш
499,Schnur::N,corda,бау
500,Leine::N,guinzaglio,бау
501,Decke::N,coperta,одеяд
502,Kissen::N,cuscino,мендәр
503,Kissen::N,guanciale,мендәр
504,Tuch::N,fazzoletto,яулыҡ
505,Handtuch::N,asciugamano,таҫтамал
506,Kraft::N,forza,көс
507,Stärke::N,forza,көс
508,Stärke::N,vigore,көс
509,Stärke::N,fortezza,көс
510,Gesundheit::N,salute,һаулыҡ
511,Krankheit::N,malattìa,сир
512,Krankheit::N,malattìa,ауырыу
513,Schmerz::N,dolore,һыҙлау
514,Schmerz::N,dolore,әрнеү
515,Wunde::N,piaga,йәрәхәт
516,Wunde::N,ferita,йәрәхәт
517,Fieber::N,febbre,тапма
518,Fieber::N,febbre,биҙгәк
519,Arznei::N,fàrmaco,дарыу
520,Arznei::N,medicina,дарыу
521,Brücke::N,ponte,күпер
522,Brunnen::N,pozzo,ҡоҙоҡ
523,Weide::N,pàscolo,көтөүлек
524,Pfad::N,sentiero,һуҡмаҡ
525,Weg::N,via,юл
526,Weg::N,cammino,юл
527,Straße::N,strada,урам
528,Dorf::N,paese,ауыл
529,Dorf::N,villaggio,ауыл
530,Stadt::N,città,ҡала
531,Brief::N,lèttera,хат
532,Buch::N,libro,китап
533,Buch::N,libro,кенәгә
534,Buchstabe::N,lèttera,хәреф
535,Zeitung::N,giornale,гәзит
536,Leben::N,vita,йәшәү
537,Tod::N,morte,үлем
538,Grab::N,tomba,ҡәбер
539,Grab::N,sepolcro,ҡәбер
540,Kirche::N,chiesa,сиркәү
541,Sünde::N,peccato,гөнаһ
542,Gott::N,dio,алла
543,Gott::N,dio,хоҙай
544,Arbeiter::N,operaio,эшсе
545,Arbeiter::N,lavoratore,эшсе
546,Chef::N,capo,башлыҡ
547,Chef::N,padrone,башлыҡ
548,Meister::N,mastro,оҫта
549,Meister::N,maestro,оҫта
550,Arzt::N,mèdico,врач
551,Arzt::N,dottore,врач
552,Lehrer::N,professore,уҡытыусы
553,Geld::N,soldi,аҡса
554,Geld::N,denaro,аҡса
555,Geschäft::N,affare,эш
556,Geschäft::N,negozio,эш
557,Laden::N,negozio,магазин
558,Preis::N,prezzo,хаҡ
559,Ware::N,merce,тауар
560,Nutzen::N,ùtile,файҙа
561,Nutzen::N,profitto,файҙа
562,Reichtum::N,ricchezza,байлыҡ
563,Welt::N,mondo,донъя
564,Land::N,paese,ил
565,Staat::N,Stato,дәүләт
566,König::N,re,король
567,Macht::N,potere,власть
568,Grenze::N,confine,сик
569,Grenze::N,frontiera,сик
570,Krieg::N,guerra,һуғыш
571,Feind::N,nemico,йылан
572,Gewalt::N,violenza,көслөк
573,Kampf::N,lotta,көрәш
574,Bogen[Waffe]::N,arco,йәйә
575,Pfeil::N,freccia,уҡ
576,Gewehr::N,fucile,мылтыҡ
577,Fehler::N,errore,хата
578,Fehler::N,sbaglio,хата
579,Lüge::N,bugìa,ялған
580,Lüge::N,menzogna,ялған
581,Schaden::N,danno,зыян
582,Schaden::N,danno,зарар
583,Unglück::N,sfortuna,ҡаза
584,Schuld::N,colpa,ғәйеп
585,Alter::N,età,йәш
586,Schluss::N,fine,һуң
587,Schluss::N,fine,аҙаҡ
588,Zeit::N,tempo,мәл
589,Zeit::N,tempo,заман
590,Tag::N,giorno,көн
591,Tag::N,giornata,көн
592,Morgen::N,mattina,иртә
593,Morgen::N,mattina,иртәнсәк
594,Mittag::N,mezzogiorno,төш
595,Abend::N,sera,кис
596,Abend::N,serata,кис
597,Nacht::N,notte,төн
598,Woche::N,settimana,аҙна
599,Monat::N,mese,ай
600,Jahr::N,anno,йыл
601,Frühling::N,primavera,яҙ
602,Sommer::N,estate,йәй
603,Herbst::N,autunno,көз
604,Winter::N,inverno,ҡыш
605,Januar::N,gennaio,ғинуар
606,Februar::N,febbraio,февраль
607,März::N,marzo,март
608,April::N,aprile,апрель
609,Mai::N,maggio,май
610,Juni::N,giugno,июнь
611,Juli::N,luglio,июль
612,August::N,agosto,август
613,September::N,settembre,сентябрь
614,Oktober::N,ottobre,октябрь
615,November::N,novembre,ноябрь
616,Dezember::N,dicembre,декабрь
617,Montag::N,lunedì,дүшәмбе
618,Dienstag::N,martedì,шишәмбе
619,Mittwoch::N,mercoledì,шаршамбы
620,Donnerstag::N,giovedì,кесаҙна
621,Freitag::N,venerdì,йома
622,Samstag::N,sàbato,шәмбе
623,Sonntag::N,domenica,йәкшәмбе
624,groß::A,grande,ҙур
625,klein::A,pìccolo,бәләкәс
626,lang::A,lungo,оҙон
627,kurz::A,corto,ҡыҫҡа
628,breit::A,largo,киң
629,schmal::A,stretto,тар
630,dicht::A,denso,йыш
631,dicht::A,denso,ҡуйы
632,dick[Gegenstand]::A,spesso,ҡалын
633,dünn::A,sottile,йоҡа
634,dünn::A,sottile,нәҙек
635,fein::A,fine,нескә
636,fein::A,delicato,нескә
637,fest::A,sodo,ныҡ
638,fest::A,fisso,ныҡ
639,flach::A,piano,яҫы
640,flach::A,piano,ялпаҡ
641,flach::A,piatto,яҫы
642,flach::A,piatto,ялпаҡ
643,glatt::A,liscio,шыма
644,hart::A,duro,ҡаты
645,weich::A,molle,йомшаҡ
646,rund::A,rotondo,түңәрәк
647,spitz::A,aguzzo,осло түбәле
648,spitz::A,appuntito,осло түбәле
649,scharf::A,affilato,үткер
650,scharf::A,tagliente,үткер
651,stumpf::A,smussato,утмәҫ
652,schwer::A,pesante,ауыр
653,schön::A,bello,матур
654,heiß::A,caldo,эҫе
655,heiß::A,bollente,эҫе
656,warm::A,caldo,йылы
657,kalt::A,freddo,һыуыҡ
658,kühl::A,fresco,һалҡынса
659,frisch::A,fresco,һалҡынса
660,feucht::A,ùmido,еүеш
661,feucht::A,ùmido,дымлы
662,nass::A,bagnato,еүеш
663,trocken::A,secco,кипкән
664,voll::A,pieno,тулы
665,leer::A,vuoto,буш
666,offen::A,aperto,асыҡ
667,geschlossen::A,chiuso,ябыҡ
668,sauber::A,netto,таҙа
669,sauber::A,pulito,таҙа
670,schmutzig::A,sporco,бысраҡ
671,schmutzig::A,sùdicio,бысраҡ
672,roh::A,crudo,сей
673,reif::A,maturo,өлгөрғән
674,lecker::A,ghiotto,тәмле
675,lecker::A,squisito,тәмле
676,süß::A,dolce,тямле
677,süß::A,dolce,тәм-том
678,bitter::A,amaro,әсе
679,sauer::A,aspro,әсе
680,sauer::A,acerbo,әсе
681,hell::A,chiaro,яҡты
682,dunkel::A,buio,ҡараңғы
683,dunkel::A,oscuro,ҡараңғы
684,schwarz::A,nero,ҡара
685,weiß::A,bianco,аҡ
686,rot::A,rosso,матур
687,rot::A,rosso,һылыу
688,rot::A,rosso,сибәр
689,gelb::A,giallo,һары
690,blau::A,blu,күк
691,blau::A,azzurro,күк
692,grün::A,verde,йәшел
693,grau::A,grigio,буҙ
694,bunt::A,variopinto,сыбар
695,bunt::A,variopinto,ала-ҡола
696,billig::A,a buon prezzo,арзан
697,billig::A,a buon mercato,арзан
698,teuer::A,caro,ҡыйбатлы
699,wertvoll::A,prezioso,ҡиммәтле
700,blind::A,cieco,һуҡыр
701,taub::A,sordo,һаңғырау
702,kräftig::A,forte,көслө
703,kräftig::A,forte,ҡеүәтле
704,kräftig::A,robusto,көслө
705,kräftig::A,robusto,ҡеүәтле
706,stark::A,forte,көслө
707,stark::A,forte,ҡеүәтле
708,stark::A,vigoroso,көслө
709,stark::A,vigoroso,ҡеүәтле
710,schwach::A,dèbole,көсһөҙ
711,fett::A,grasso,һимеҙ
712,schlank::A,snello,зифа
713,schlank::A,slanciato,зифа
714,hübsch::A,bello,матур
715,hübsch::A,carino,матур
716,böse::A,cattivo,асыулы
717,dumm::A,stùpido,иҫәр
718,faul::A,pigro,иренсәк
719,fleißig::A,diligente,тырыш
720,geizig::A,avaro,һаран
721,klug::A,intelligente,аҡыллы
722,geschickt::A,àbile,оҫта
723,lieb::A,caro,яғымлы
724,lustig::A,gaio,күңелле
725,lustig::A,allegro,күңелле
726,sanft::A,dolce,йыуаш
727,hungrig::A,affamato,ас
728,krank::A,malato,сирле
729,krank::A,malato,ауырыу
730,krank::A,infermo,сирле
731,krank::A,infermo,ауырыу
732,nackt::A,nudo,яланғас
733,traurig::A,triste,яманһыу
734,lebendig::A,vivo,тере
735,lebendig::A,vivo,йәнле
736,gut::A,buono,яҡшы
737,schlecht::A,cattivo,хөрт
738,schlecht::A,cattivo,алама
739,richtig::A,giusto,дөрөҫ
740,schlimm::A,grave,хөрт
741,schlimm::A,grave,алама
742,wahr::A,vero,дөрөҫ
743,alt::A,vecchio,иҫке
744,alt::A,vecchio,боронғо
745,neu::A,nuovo,яңы
746,ehemalig::A,vecchio,элекке
747,ehemalig::A,d'una_volta,элекке
748,alt[Lebewesen]::A,anziano,ҡарт
749,jung::A,giovane,йәш
750,arm::A,pòvero,фәҡир
751,reich::A,ricco,бай
752,bekannt::A,noto,таныш
753,bekannt::A,conosciuto,таныш
754,berühmt::A,famoso,атаҡлы
755,berühmt::A,famoso,данлыҡлы
756,berühmt::A,cèlebre,атаҡлы
757,berühmt::A,cèlebre,данлыҡлы
758,fremd::A,estràneo,ят
759,fremd::A,estràneo,сит
760,fremd::A,straniero,ят
761,fremd::A,straniero,сит
762,verschieden::A,diverso,төрлө
763,verschieden::A,differente,төрлө
764,nah::A,vicino,яҡын
765,nah::A,propinquo,яҡын
766,fern::A,lontano,алыҫ
767,fern::A,lontano,йыраҡ
768,linker::A,sinistro,һул
769,rechter::A,destro,уң
770,anderer::A,altro,бутән
771,erster::A,primo,тәүге
772,zweiter::A,secondo,икенсе
773,dritter::A,terzo,өсөнсө
774,letzter::A,ùltimo,һуңғы
775,allein::ADV,solo,бер үҙе
