,Concept_ID,ku,eu
376,Menge::N,qas,kopuru
377,Haufen::N,lod,pila
378,Haufen::N,lod,mendoi
379,Reihe::N,rêz,ilara
380,Reihe::N,rêz,errenkada
381,Boot::N,kelek,potin
382,Boot::N,kelek,txalupa
383,Ruder::N,bêrik,arraun
384,Schlitten::N,xîjik,lera
385,Schlitten::N,xîjik,narra
386,Ski::N,lakan,eski
387,Lagerfeuer::N,agir,su
388,Last::N,bar,zama
389,Last::N,bar,karga
390,Gang::N,fîtêz,ibilera
391,Schritt::N,gav,pauso
392,Schritt::N,gav,urrats
393,Norden::N,bakur,ipar
394,Norden::N,bakur,iparralde
395,Süden::N,başur,hego
396,Süden::N,başur,hegoalde
397,Westen::N,rojava,sartalde
398,Westen::N,rojava,mendebalde
399,Osten::N,rojhilat,ekialde
400,Osten::N,rojhilat,sortalde
401,Holz::N,dep,zur
402,Brett::N,dep,ohol
403,Platte::N,dep,lauza
404,Stütze::N,destek,irozgarri
405,Stütze::N,destek,bermagailu
406,Stange::N,sing,haga
407,Stock::N,çam,makila
408,Stab::N,qat,makila
409,Rohr::N,borî,hodi
410,Haus::N,mal,etxe
411,Haus::N,xanî,etxe
412,Heim::N,mal,etxe
413,Heim::N,mal,etxaleku
414,Ofen::N,sobe,berogailu
415,Fußboden::N,binpê,zoru
416,Tisch::N,mase,mahai
417,Stuhl::N,kursî,aulki
418,Wiege::N,derguş,kuma
419,Wiege::N,derguş,sehaska
420,Bett::N,qerewêle,ohe
421,Bett::N,qerewêle,ohatze
422,Regal::N,rêbaz,apalategi
423,Kiste::N,sindoq,kutxa
424,Fenster::N,çam,leiho
425,Fenster::N,şibeke,leiho
426,Tür::N,derî,ate
427,Tor::N,derge,atari
428,Zaun::N,hejik,hesi
429,Dach::N,sere xanî,teilatu
430,Leiter::N,pêling,zurubi
431,Besen::N,melkes,erratz
432,Spaten::N,mer,burdinpala
433,Schaufel::N,bêr,pala
434,Gabel::N,çetel,sardexka
435,Löffel::N,kevçî,koilara
436,Messer::N,kêr,aizto
437,Nagel::N,bizmar,iltze
438,Netz::N,tor,sare
439,Haken::N,çenqel,mako
440,Griff::N,destî,eskutoki
441,Schloss::N,qonax,sarraila
442,Bild::N,dimen,irudi
443,Figur::N,figûr,figura
444,Puppe::N,bûk,panpina
445,Puppe::N,bûk,andrakila
446,Beutel::N,kîsik,zorro
447,Bündel::N,pêçek,azao
448,Bündel::N,pêçek,espal
449,Tasche::N,bêrîk,poltsa
450,Eimer::N,dewl,treska
451,Deckel::N,devik,tapa
452,Deckel::N,devik,estalki
453,Geschirr::N,ferax,baxera
454,Geschirr::N,ferax,ontziteria
455,Sack::N,tûr,zaku
456,Tasse::N,kada,kikara
457,Topf::N,beroş,ontzi
458,Topf::N,beroş,lapiko
459,Kessel::N,şîril,pazia
460,Essen::N,xwarin,janaldi
461,Nahrung::N,xwarin,jan
462,Speise::N,xwarin,jaki
463,Fleisch::N,goşt,okela
464,Fleisch::N,goşt,haragi
465,Getreide::N,zad,labore
466,Brei::N,hewdêl,ahi
467,Brei::N,hewdêl,pure
468,Brot::N,,ogi
469,Scheibe::N,parçe,xerra
470,Scheibe::N,parçe,pirripita
471,Fett::N,rûn,urin
472,Fett::N,rûn,koipe
473,Butter::N,rûn,gurin
474,Öl::N,rûn,olio
475,Salz::N,xwe,gatz
476,Suppe::N,şorbe,zopa
477,Suppe::N,şorbe,salda
478,Honig::N,hingiv,ezti
479,Milch::N,şîr,esne
480,Tee::N,çay,te
481,Leder::N,çerm,larru
482,Wolle::N,herî,artile
483,Stoff::N,paç,ehun
484,Nadel::N,derzî,orratz
485,Nadel::N,derzî,jostorratz
486,Faden::N,ta,hari
487,Knopf::N,bişkok,botoi
488,Knoten::N,girêk,korapilo
489,Farbe::N,boyax,pintura
490,Kleidung::N,çil,arropa
491,Kleidung::N,çil,jantziak
492,Hemd::N,qutik,atorra
493,Hemd::N,qutik,alkandora
494,Hemd::N,miltan,atorra
495,Hemd::N,miltan,alkandora
496,Kragen::N,stûvang,idun
497,Ärmel::N,hûçik,mahuka
498,Hose::N,şewel,prakak
499,Hose::N,şewel,galtzak
500,Gürtel::N,qayiş,gerriko
501,Mütze::N,fîno,txano
502,Mütze::N,fîno,txapel
503,Schuh::N,şêkal,oski
504,Schuh::N,şêkal,oinetako
505,Stiefel::N,gizme,bota
506,Stiefel::N,çizme,bota
507,Ring::N,xelek,uztai
508,Band::N,band,zinta
509,Band::N,band,xingola
510,Kamm::N,şeh,orrazi
511,Spiegel::N,eynik,mirail
512,Riemen::N,qayiş,uhal
513,Schnur::N,doxin,lokailu
514,Leine::N,şirît,lotura
515,Decke::N,bataniye,burusi
516,Kissen::N,balgî,kuxin
517,Tuch::N,şar,zapi
518,Tuch::N,şar,oihal
519,Handtuch::N,dezmal,eskuzapi
520,Handtuch::N,dezmal,eskuoihal
521,Kraft::N,hêz,indar
522,Kraft::N,qewet,indar
523,Stärke::N,xurtî,indar
524,Gesundheit::N,nojdarî,osasun
525,Krankheit::N,nexweşî,eritasun
526,Krankheit::N,nexweşî,gaixotasun
527,Schmerz::N,êş,min
528,Wunde::N,kul,zauri
529,Fieber::N,ta,sukar
530,Arznei::N,derman,osagai
531,Arznei::N,derman,sendagai
532,Brücke::N,kopî,zubi
533,Brunnen::N,çal,putzu
534,Brunnen::N,kani,putzu
535,Weide::N,beyar,alha
536,Weide::N,beyar,bazkaleku
537,Pfad::N,xaçirek,zidor
538,Pfad::N,xaçirek,bidexka
539,Weg::N,rê,bide
540,Straße::N,rê,errepide
541,Dorf::N,gund,herri
542,Stadt::N,baçar,hiri
543,Brief::N,name,gutun
544,Brief::N,name,eskutitz
545,Buch::N,kitêb,liburu
546,Buch::N,pirtûk,liburu
547,Buchstabe::N,herf,hizki
548,Zeitung::N,rojname,egunkari
549,Leben::N,jiyan,bizi
550,Leben::N,jiyan,bizitza
551,Tod::N,mirin,herio
552,Tod::N,mirin,heriotza
553,Grab::N,mezel,hobi
554,Grab::N,mezel,hilobi
555,Kirche::N,gilyas,eliza
556,Sünde::N,guneh,hoben
557,Sünde::N,guneh,bekatu
558,Gott::N,xwedê,jainko
559,Arbeiter::N,hîşçî,langile
560,Arbeiter::N,hîşçî,behargin
561,Chef::N,bêg,nagusi
562,Meister::N,hoste,maisu
563,Arzt::N,doktor,osagile
564,Arzt::N,doktor,sendagile
565,Lehrer::N,mamoste,irakasle
566,Geld::N,pere,diru
567,Geschäft::N,firoşgeh,negozio
568,Laden::N,dikan,denda
569,Laden::N,dikan,saltegi
570,Preis::N,buha,prezio
571,Preis::N,buha,salneurri
572,Ware::N,tişt,salgai
573,Nutzen::N,fêde,onura
574,Nutzen::N,fêde,probetxu
575,Reichtum::N,serwet,aberastasun
576,Welt::N,dinya,ludi
577,Welt::N,dinya,mundu
578,Land::N,welat,herrialde
579,Staat::N,dewlet,estatu
580,König::N,şah,errege
581,König::N,qral,errege
582,Macht::N,qewet,botere
583,Macht::N,destihilat,botere
584,Grenze::N,kevî,muga
585,Krieg::N,çeng,guda
586,Krieg::N,sêwaş,guda
587,Feind::N,dijmin,etsai
588,Feind::N,dijmin,arerio
589,Gewalt::N,zor,bortxa
590,Gewalt::N,zor,bortizkeria
591,Kampf::N,şer,gudu
592,Kampf::N,şer,auska
593,Bogen[Waffe]::N,kêvan,arku
594,Pfeil::N,çîrik,gezi
595,Gewehr::N,tifing,fusil
596,Fehler::N,şaşî,huts
597,Fehler::N,şaşî,hutsegin
598,Lüge::N,derew,gezur
599,Schaden::N,xisar,kalte
600,Unglück::N,bêbextî,zoritxar
601,Unglück::N,bêbextî,zorigaitz
602,Schuld::N,suç,erru
603,Alter::N,temen,adin
604,Schluss::N,girtin,bukaera
605,Zeit::N,çax,aldi
606,Zeit::N,çax,denbora
607,Tag::N,roj,egun
608,Morgen::N,sibeh,goiz
609,Mittag::N,nîro,eguerdi
610,Abend::N,êvar,arrats
611,Nacht::N,şev,gau
612,Woche::N,heftî,aste
613,Monat::N,meh,hil
614,Jahr::N,sal,urte
615,Frühling::N,bihar,udalehen
616,Sommer::N,havîn,uda
617,Herbst::N,payîz,udazken
618,Herbst::N,payîz,neguantz
619,Winter::N,zistan,negu
620,Januar::N,çile,urtarril
621,Februar::N,sibat,otsail
622,März::N,adar,martxo
623,April::N,nîsan,apiril
624,Mai::N,gûlan,maiatz
625,Juni::N,hezîran,ekain
626,Juli::N,tîmeh,uztail
627,August::N,tebax,abuztu
628,September::N,îlon,irail
629,Oktober::N,çotmeh,urri
630,November::N,mijdar,azaro
631,Dezember::N,kanûn,abendu
632,Montag::N,duşemb,astelehen
633,Dienstag::N,sêşem,astearte
634,Mittwoch::N,çarşemb,asteazken
635,Donnerstag::N,pêşemb,ostegun
636,Freitag::N,în,ostiral
637,Samstag::N,şemî,larunbat
638,Sonntag::N,yekşemb,igande
639,groß::A,mezin,handi
640,klein::A,çûçik,txiki
641,lang::A,dirêj,luze
642,kurz::A,kin,labur
643,breit::A,fireh,zabal
644,schmal::A,tenik,mehar
645,dicht::A,gir,sarri
646,dicht::A,gir,trinko
647,dick[Gegenstand]::A,şîşman,lodi
648,dünn::A,zirav,mehe
649,fein::A,tenik,fin
650,fest::A,saxlem,tinko
651,flach::A,pahn,lau
652,flach::A,pahn,ordoki
653,glatt::A,dûz,leun
654,glatt::A,şayîk,leun
655,hart::A,hişk,gogor
656,weich::A,nerm,bigun
657,weich::A,nerm,beratz
658,rund::A,gilover,biribil
659,spitz::A,pîj,puntadun
660,scharf::A,tûj,zorrotz
661,stumpf::A,ne tûj,kamuts
662,schwer::A,giran,astun
663,schwer::A,giran,pisutsu
664,schön::A,xweş,eder
665,schön::A,xweşik,eder
666,heiß::A,kelandî,bero
667,heiß::A,kelandî,oso bero
668,warm::A,germ,bero
669,kalt::A,sar,hotz
670,kühl::A,jemîrî,hotzil
671,frisch::A,ter,fresko
672,frisch::A,ter,hozkirri
673,feucht::A,şil,heze
674,nass::A,şilek,busti
675,trocken::A,zuwa,siku
676,trocken::A,zuwa,lehor
677,voll::A,tijî,bete
678,leer::A,vala,huts
679,offen::A,vekirî,ireki
680,geschlossen::A,asê,itxita
681,sauber::A,pakij,xahu
682,sauber::A,pakij,garbi
683,schmutzig::A,lewitî,lohi
684,schmutzig::A,lewitî,zikin
685,roh::A,xav,gordin
686,reif::A,gihaştî,umo
687,reif::A,gihaştî,heldu
688,lecker::A,xweş,goxo
689,süß::A,şîrîn,goxo
690,bitter::A,tahl,karmin
691,bitter::A,tahl,garratz
692,sauer::A,tirş,mingots
693,hell::A,ronî,argi
694,dunkel::A,tarî,ilun
695,schwarz::A,reş,beltz
696,weiß::A,sipî,zuri
697,rot::A,sor,gorri
698,gelb::A,zer,hori
699,blau::A,şîn,urdin
700,grün::A,şîn,berde
701,grün::A,şîn,musker
702,grau::A,gewr,urdin
703,grau::A,gewr,urdinabar
704,bunt::A,rengîn,koloretsu
705,billig::A,erzan,merke
706,teuer::A,biha,garesti
707,wertvoll::A,hêja,baliotsu
708,wertvoll::A,giranbiha,baliotsu
709,blind::A,kor,itsu
710,taub::A,kerr,gor
711,kräftig::A,gir,kementsu
712,kräftig::A,xurt,kementsu
713,stark::A,xurt,bizkor
714,stark::A,xurt,indartsu
715,schwach::A,kesad,ahul
716,schwach::A,kesad,indargabe
717,fett::A,qelew,gizen
718,schlank::A,zirav,lerden
719,hübsch::A,xweşik,polit
720,böse::A,xerab,tzar
721,böse::A,xerab,gaizto
722,böse::A,aciz,tzar
723,böse::A,aciz,gaizto
724,dumm::A,gêj,lelo
725,dumm::A,gêj,pello
726,faul::A,têmbêl,nagi
727,faul::A,têmbêl,alfer
728,fleißig::A,jêhatî,maratz
729,fleißig::A,jêhatî,lanzale
730,geizig::A,destgirtî,zeken
731,geizig::A,destgirtî,zikoitz
732,klug::A,baqil,zuhur
733,geschickt::A,zîrek,trebe
734,geschickt::A,zîrek,antzetsu
735,geschickt::A,ziring,trebe
736,geschickt::A,ziring,antzetsu
737,lieb::A,delal,maite
738,lieb::A,delal,laztan
739,lustig::A,kêfxweş,alaitsu
740,sanft::A,nazenîn,eme
741,sanft::A,nazenîn,ezti
742,hungrig::A,birçî,gose
743,krank::A,nexweş,eri
744,krank::A,nexweş,gaixo
745,nackt::A,rût,biluzi
746,nackt::A,tazî,biluzi
747,traurig::A,xemgîn,itun
748,traurig::A,xemgîn,betilun
749,lebendig::A,bisaxî,bizirik
750,gut::A,baş,on
751,schlecht::A,xerab,txar
752,richtig::A,rast,zuzen
753,richtig::A,saxlem,zuzen
754,schlimm::A,nebaş,larri
755,wahr::A,rast,egiazko
756,alt::A,pîr,zahar
757,alt::A,kevn,zahar
758,neu::A,nû,berri
759,ehemalig::A,kevnar,lehengo
760,ehemalig::A,peşidar,lehengo
761,alt[Lebewesen]::A,pîr,adindun
762,jung::A,xort,gazte
763,arm::A,feqîr,txiro
764,arm::A,feqîr,behartsu
765,arm::A,desteng,txiro
766,arm::A,desteng,behartsu
767,reich::A,dewlemend,dirudun
768,bekannt::A,naskirî,ezagun
769,berühmt::A,navdar,entzun
770,berühmt::A,navdar,ospetsu
771,fremd::A,xerîb,arrotz
772,verschieden::A,çîhê,ezberdin
773,verschieden::A,çîhê,desberdin
774,nah::A,nêzîk,hurre
775,nah::A,nêzîk,hurbil
776,fern::A,dûr,urrun
777,linker::A,çepê,ezker
778,rechter::A,rastê,eskuin
779,anderer::A,yê din,beste
780,erster::A,yekemîn,lehen
781,erster::A,yekemîn,aurren
782,zweiter::A,duda,bigarren
783,dritter::A,sisêya,hirugarren
784,letzter::A,paşîn,azken
785,letzter::A,paşîn,hondar
786,allein::ADV,tenê,bakarrik
787,auf einmal::ADV,jar kê,batera
788,zusammen::ADV,tev,elkarrekin
789,zusammen::ADV,bi hev re,elkarrekin
790,lange::ADV,dirêj,luzaro
791,plötzlich::ADV,ji nişkave,bat-batean
792,sofort::ADV,yekser,berehala
793,später::ADV,paşiyê,gero
794,jetzt::ADV,nuha,orain
795,heute::ADV,îro,gaur
796,morgen::ADV,sibeh,bihar
797,bald::ADV,nêzîk,aurki
798,bald::ADV,nêzîk,laster
799,dann::ADV,paşê,ondoren
800,gestern::ADV,do,atzo
801,einst::ADV,jar ke,antzina
802,damals::ADV,hîngî,orduan
803,danach::ADV,piştra,gerora
804,danach::ADV,piştra,ondoren
805,vorher::ADV,pîşî,lehenago
806,zuerst::ADV,bere,aurrena
807,zuerst::ADV,bere,lehenbizi
808,einmal::ADV,çarik,behin
809,einmal::ADV,çarik,aldi bat
810,manchmal::ADV,çarna,batzuetan
811,manchmal::ADV,çarna,zenbaitetan
812,oft::ADV,gelek çaran,maiz
813,oft::ADV,gelek çaran,askotan
814,immer::ADV,daîm,beti
815,niemals::ADV,tu çar,inoiz ez
816,niemals::ADV,tu çar,sekula ez
817,hier::ADV,li vir,hemen
818,hierhin::ADV,vir,hona
