,Concept_ID,uk,tt
147,Tier::N,тварина,хайван
148,Herde::N,стадо,көтү
149,Kuh::N,корова,сыер
150,Bulle::N,бик,үгез
151,Bulle::N,бугай,үгез
152,Pferd::N,кінь,ат
153,Schaf::N,вівця,сарык
154,Schwein::N,свиня,дуңгыз
155,Hund::N,собака,эт
156,Katze::N,кішка,песи
157,Bär::N,ведмідь,аю
158,Eichhörnchen::N,білка,тиен
159,Elch::N,лось,поши
160,Fuchs::N,лисиця,төлке
161,Hase::N,заєць,куян
162,Maus::N,миша,тычкан
163,Wolf::N,вовк,бүре
164,Vogel::N,птах,кош
165,Schwarm::N,зграя,көтү
166,Huhn::N,курка,тавык
167,Hahn::N,півень,әтәч
168,Gans::N,гуска,каз
169,Adler::N,орел,каракош
170,Ente::N,качка,үрдәк
171,Eule::N,сова,ябалак
172,Kranich::N,журавель,торна
173,Krähe::N,ворона,карга
174,Kuckuck::N,зозуля,күке
175,Kuckuck::N,зозуля,кәккүк
176,Schwan::N,лебідь,аккош
177,Fisch::N,риба,балык
178,Barsch::N,окунь,алабуга
179,Hecht::N,щука,чуртан
180,Schlange[Tier]::N,змія,елан
181,Wurm::N,черв’як,корт
182,Spinne::N,павук,үрмәкүч
183,Ameise::N,мурашка,кырмыска
184,Laus::N,воша,бет
185,Mücke::N,комар,черки
186,Mücke::N,комар,озынборын
187,Fliege::N,муха,чебен
188,Schmetterling::N,метелик,күбәләк
189,Beere::N,ягода,җиләк
190,Apfel::N,яблуко,алма
191,Pilz::N,гриб,гөмбә
192,Zwiebel::N,цибуля,суган
193,Zwiebel::N,цибуля,суганбаш
194,Saat::N,сім’я,орлык
195,Korn::N,зерно,иген
196,Korn::N,зерно,орлык
197,Heu::N,сіно,печән
198,Schale::N,шкірка,кабык
199,Grube::N,яма,баз
200,Grube::N,яма,чокыр
201,Falle::N,пастка,тозак
202,Falle::N,пастка,капкын
203,Schlinge::N,петля,элмәк
204,Spur::N,слід,эз
205,Asche::N,зола,көл
206,Asche::N,попіл,көл
207,Dreck::N,бруд,пычрак
208,Eisen::N,залізо,тимер
209,Gold::N,золото,алтын
210,Silber::N,срібло,көмеш
211,Kohle::N,вугілля,күмер
212,Glas::N,скло,пыяла
213,Lehm::N,глина,балчык
214,Sand::N,пісок,ком
215,Mensch::N,людина,адәм
216,Mensch::N,людина,инсан
217,Mann::N,чоловік,ир
218,Frau::N,жінка,хатын
219,Kind::N,дитина,бала
220,Junge::N,хлопець,малай
221,Mädchen::N,дівчина,кыз
222,Familie::N,сім’я,гаилә
223,Familie::N,родина,гаилә
224,Großvater::N,дідусь,бабай
225,Großmutter::N,бабуся,әби
226,Eltern::N,батьки,ата-ана
227,Vater::N,батько,ата
228,Mutter::N,мати,ана
229,Sohn::N,син,ул
230,Tochter::N,дочка,кыз
231,Bruder::N,брат,кардәш
232,Schwester::N,сестра,апа
233,Schwester::N,сестра,сеңел
234,Onkel::N,дядько,дәдә
235,Onkel::N,дядько,дәдәй
236,Tante::N,тітка,түти
237,Tante::N,тітка,тәтәй
238,Ehemann::N,чоловік,ир
239,Ehefrau::N,жінка,хатын
240,Ehefrau::N,дружина,хатын
241,Freude::N,радощі,сөенеч
242,Gelächter::N,сміх,көлү
243,Gelächter::N,сміх,көлеш
244,Glück::N,щастя,бәхет
245,Kummer::N,горе,хәсрәт
246,Wunsch::N,бажання,теләк
247,Lust::N,бажання,теләк
248,Lust::N,бажання,теләү
249,Geist::N,дух,рух
250,Gedanke::N,думка,уй
251,Gedanke::N,думка,фикер
252,Gedächtnis::N,пам’ять,хәтер
253,Verstand::N,розум,акыл
254,Sinn::N,зміст,мәгънә
255,Sinn::N,значення,мәгънә
256,Grund::N,причина,сәбәп
257,Wahrheit::N,правда,хак
258,Gespräch::N,розмова,әңгәмә
259,Märchen::N,байка,әкият
260,Erzählung::N,повість,хикәя
261,Erzählung::N,оповідання,хикәя
262,Nachricht::N,повідомлення,хәбәр
263,Neuigkeit::N,новина,яңалык
264,Name::N,ім’я,исем
265,Rätsel::N,загадка,табышмак
266,Rede::N,промова,нотык
267,Sprache::N,мова,тел
268,Stimme::N,голос,тавыш
269,Wort::N,слово,сүз
270,Zeichen::N,знак,ишарә
271,Ruf::N,оклик,дәшү
272,Lärm::N,шум,шау
273,Laut::N,звук,аваз
274,Ton::N,тон,шалтырату
275,Lied::N,пісня,җыр
276,Ruhe::N,спокій,тынлык
277,Leute::N,люди,халык
278,Volk::N,народ,халык
279,Arbeit::N,робота,эш
280,Arbeit::N,робота,хезмәт
281,Gast::N,гість,кунак
282,Geschenk::N,подарунок,бүләк
283,Spiel::N,гра,уен
284,Gesellschaft::N,товариство,җәмгыять
285,Hilfe::N,допомога,ярдәм
286,Hilfe::N,допомога,булышлык
287,Freund::N,друг,дус
288,Freund::N,приятель,дус
289,Kamerad::N,товариш,иптәш
290,Angelegenheit::N,справа,эш
291,Anzahl::N,число,микъдар
292,Art::N,рід,төр
293,Stück::N,кусок,кисәк
294,Teil::N,частина,өлеш
295,Hälfte::N,половина,ярым
296,Kreis::N,круг,түгәрәк
297,Kreis::N,коло,түгәрәк
298,Kreuz::N,хрест,хач
299,Kreuz::N,хрест,тәре
300,Linie::N,лінія,сызык
301,Strich::N,штрих,сызык
302,Abstand::N,проміжок,ара
303,Entfernung::N,відстань,ераклык
304,Gegend::N,місцевість,урын
305,Platz::N,площа,бушлык
306,Ort::N,місце,урын
307,Seite::N,сторона,як
308,Mitte::N,середина,урта
309,Gegenstand::N,предмет,нәрсә
310,Sache::N,річ,нәрсә
311,Rand::N,край,чит
312,Kante::N,ребро,кырый
313,Ecke::N,ріг,почмак
314,Spitze::N,кінчик,оч
315,Ende::N,кінець,азак
316,Loch::N,діра,тишек
317,Winkel::N,куток,почмак
318,Muster::N,узор,парча
319,Größe::N,розмір,зурлык
320,Länge::N,довжина,озынлык
321,Höhe::N,висота,биеклек
322,Gewicht::N,вага,авырлык
323,Menge::N,кількість,микъдар
324,Haufen::N,купа,өем
325,Reihe::N,ряд,рәт
326,Boot::N,човен,каек
327,Boot::N,човен,көймә
328,Ruder::N,весло,ишкәк
329,Schlitten::N,сани,чана
330,Ski::N,лижа,чаңгы
331,Lagerfeuer::N,вогнище,костёр
332,Last::N,тягар,йөк
333,Last::N,вантаж,йөк
334,Gang::N,хід,йөреш
335,Schritt::N,крок,адым
336,Norden::N,північ,төньяк
337,Süden::N,південь,көньяк
338,Westen::N,захід,көнбатыш
339,Osten::N,схід,шәрык
340,Osten::N,схід,көнчыгыш
341,Holz::N,дрова,агач
342,Brett::N,дошка,такта
343,Platte::N,плита,плитә
344,Stütze::N,підпірка,таяу
345,Stange::N,жердина,колга
346,Stock::N,палиця,таяк
347,Stab::N,палиця,таяк
348,Rohr::N,труба,торба
349,Haus::N,дім,өй
350,Haus::N,дім,йорт
351,Haus::N,хата,өй
352,Haus::N,хата,йорт
353,Heim::N,житло,гаилә
354,Heim::N,житло,нәсел
355,Ofen::N,піч,мич
356,Fußboden::N,підлога,идән
357,Tisch::N,стіл,өстәл
358,Stuhl::N,стілець,утыргыч
359,Wiege::N,колиска,бишек
360,Bett::N,ліжко,ятак
361,Bett::N,ліжко,урын-җир
362,Bett::N,постіль,ятак
363,Bett::N,постіль,урын-җир
364,Regal::N,полиця,киштә
365,Regal::N,полиця,шүрлек
366,Kiste::N,ящик,әрҗә
367,Fenster::N,вікно,тәрәзә
368,Tür::N,двері,ишек
369,Tor::N,ворота,капка
370,Zaun::N,паркан,койма
371,Zaun::N,огорожа,койма
372,Dach::N,дах,түбә
373,Leiter::N,драбина,баскыч
374,Besen::N,мітла,себерке
375,Spaten::N,заступ,көрәк
376,Schaufel::N,совок,көрәк
377,Schaufel::N,лопата,көрәк
378,Gabel::N,виделка,чәннечке
379,Löffel::N,ложка,кашык
380,Messer::N,ніж,пычак
381,Nagel::N,цвях,кадак
382,Netz::N,сіть,челтәр
383,Haken::N,крюк,ыргак
384,Griff::N,ручка,тотка
385,Griff::N,держак,тотка
386,Schloss::N,замок,йозак
387,Bild::N,картина,рәсем
388,Bild::N,картина,картина
389,Figur::N,фігура,сын
390,Figur::N,фігура,фигура
391,Puppe::N,лялька,курчак
392,Beutel::N,мішечок,луза
393,Beutel::N,торбинка,луза
394,Bündel::N,в’язка,бәйләм
395,Tasche::N,сумка,букча
396,Eimer::N,відро,чиләк
397,Deckel::N,кришка,капкач
398,Geschirr::N,посуд,савыт-саба
399,Geschirr::N,посуд,кашык-аяк
400,Sack::N,мішок,капчык
401,Tasse::N,чашка,чынаяк
402,Topf::N,горщик,чүлмәк
403,Kessel::N,котел,казан
404,Essen::N,їжа,ашау
405,Nahrung::N,харч,азык
406,Nahrung::N,харч,тәгам
407,Nahrung::N,харч,ашамлык
408,Speise::N,страва,ризык
409,Fleisch::N,м’ясо,ит
410,Getreide::N,хліб,ашлык
411,Getreide::N,збіжжя,ашлык
412,Brei::N,каша,ботка
413,Brot::N,хліб,ипи
414,Brot::N,хліб,икмәк
415,Scheibe::N,скибочка,телем
416,Fett::N,жир,май
417,Butter::N,масло,май
418,Öl::N,олія,май
419,Salz::N,сіль,тоз
420,Suppe::N,суп,шулпа
421,Honig::N,мед,бал
422,Milch::N,молоко,сөт
423,Tee::N,чай,чәй
424,Leder::N,шкіра,күн
425,Wolle::N,шерсть,йон
426,Stoff::N,тканина,тукыма
427,Nadel::N,голка,энә
428,Faden::N,нитка,җеп
429,Knopf::N,ґудзик,төймә
430,Knoten::N,вузол,төен
431,Farbe::N,фарба,буяу
432,Kleidung::N,одяг,кием
433,Kleidung::N,убрання,кием
434,Hemd::N,сорочка,күлмәк
435,Kragen::N,комір,яка
436,Ärmel::N,рукав,җиң
437,Hose::N,брюки,чалбар
438,Gürtel::N,пояс,билбау
439,Mütze::N,шапка,бүрек
440,Schuh::N,ботинок,башмак
441,Stiefel::N,чобіт,итек
442,Ring::N,кільце,балдак
443,Band::N,стрічка,тасма
444,Kamm::N,гребінець,тарак
445,Spiegel::N,дзеркало,көзге
446,Riemen::N,ремінь,каеш
447,Schnur::N,вірьовка,бау
448,Leine::N,шворка,тезген
449,Decke::N,ковдра,юрган
450,Kissen::N,подушка,мендәр
451,Tuch::N,хустка,яулык
452,Handtuch::N,рушник,сөлгә
453,Kraft::N,сила,егәр
454,Kraft::N,сила,дәрман
455,Stärke::N,сила,көч
456,Stärke::N,сила,дәрман
457,Gesundheit::N,здоров’я,саулык
458,Krankheit::N,хвороба,чир
459,Krankheit::N,хвороба,хаста
460,Krankheit::N,хвороба,сырхау
461,Schmerz::N,біль,авырту
462,Wunde::N,рана,яра
463,Wunde::N,рана,җәрәхәт
464,Fieber::N,гарячка,бизгәк
465,Arznei::N,ліки,дару
466,Brücke::N,міст,күпер
467,Brunnen::N,колодязь,кое
468,Weide::N,пасовище,утлавык
469,Pfad::N,стежка,сукмак
470,Weg::N,шлях,юл
471,Weg::N,дорога,юл
472,Straße::N,вулиця,урам
473,Dorf::N,село,авыл
474,Stadt::N,місто,шәһәр
475,Brief::N,лист,хат
476,Buch::N,книга,китап
477,Buch::N,книжка,китап
478,Buchstabe::N,буква,хәреф
479,Buchstabe::N,літера,хәреф
480,Zeitung::N,газета,газет
481,Zeitung::N,газета,газета
482,Leben::N,життя,гомер
483,Leben::N,життя,тормыш
484,Leben::N,життя,тереклек
485,Tod::N,смерть,үлем
486,Grab::N,могила,гүр
487,Grab::N,могила,кабер
488,Kirche::N,церква,чиркәү
489,Sünde::N,гріх,язык
490,Sünde::N,гріх,гөнаһ
491,Gott::N,бог,алла
492,Gott::N,бог,ходай
493,Arbeiter::N,робітник,эшче
494,Chef::N,хазяїн,башлык
495,Meister::N,умілець,оста
496,Arzt::N,лікар,врач
497,Arzt::N,лікар,табиб
498,Lehrer::N,вчитель,укытучы
499,Lehrer::N,вчитель,мөгаллим
500,Geld::N,гроші,акча
501,Geschäft::N,заняття,эш
502,Laden::N,магазин,кибет
503,Laden::N,магазин,магазин
504,Laden::N,крамниця,кибет
505,Laden::N,крамниця,магазин
506,Preis::N,ціна,бәя
507,Preis::N,ціна,бәһа
508,Ware::N,товар,товар
509,Nutzen::N,вигода,файда
510,Nutzen::N,користь,файда
511,Reichtum::N,багатство,байлык
512,Welt::N,світ,дөнья
513,Land::N,країна,ил
514,Staat::N,держава,дәүләт
515,König::N,король,патша
516,Macht::N,влада,хакимият
517,Grenze::N,кордон,чик
518,Krieg::N,війна,сугыш
519,Feind::N,ворог,дошман
520,Gewalt::N,насильство,көчләү
521,Kampf::N,бій,көрәш
522,Kampf::N,боротьба,көрәш
523,Bogen[Waffe]::N,лук,җәя
524,Pfeil::N,стріла,ук
525,Gewehr::N,рушниця,мылтык
526,Gewehr::N,гвинтівка,мылтык
527,Fehler::N,помилка,хата
528,Lüge::N,брехня,ялган
529,Schaden::N,шкода,зыян
530,Schaden::N,шкода,зарар
531,Schaden::N,збиток,зыян
532,Schaden::N,збиток,зарар
533,Unglück::N,нещастя,бәла
534,Schuld::N,провина,гаеп
535,Alter::N,вік,яшь
536,Alter::N,літа,яшь
537,Schluss::N,кінець,ахыр
538,Zeit::N,час,заман
539,Tag::N,день,көн
540,Morgen::N,ранок,иртә
541,Mittag::N,південь,өйлә
542,Abend::N,вечір,кич
543,Nacht::N,ніч,төн
544,Woche::N,тиждень,атна
545,Monat::N,місяць,ай
546,Jahr::N,рік,ел
547,Frühling::N,весна,яз
548,Sommer::N,літо,җәй
549,Herbst::N,осінь,көз
550,Winter::N,зима,кыш
551,Januar::N,січень,гыйнвар
552,Februar::N,лютий,февраль
553,März::N,березень,март
554,April::N,квітень,апрель
555,Mai::N,травень,май
556,Juni::N,червень,июнь
557,Juli::N,липень,июль
558,August::N,серпень,август
559,September::N,вересень,сентябрь
560,Oktober::N,жовтень,октябрь
561,November::N,листопад,ноябрь
562,Dezember::N,грудень,декабрь
563,Montag::N,понеділок,дүшәмбе
564,Dienstag::N,вівторок,сишәмбе
565,Mittwoch::N,середа,чәршәмбе
566,Donnerstag::N,четвер,атнакич
567,Donnerstag::N,четвер,пәнҗешәмбе
568,Freitag::N,п’ятниця,җомга
569,Samstag::N,субота,шимбә
570,Sonntag::N,неділя,якшәмбе
571,groß::A,великий,зур
572,klein::A,малий,кечкенә
573,klein::A,маленький,кечкенә
574,lang::A,довгий,озын
575,kurz::A,короткий,кыска
576,breit::A,широкий,киң
577,schmal::A,вузький,кысык
578,dicht::A,густий,куе
579,dick[Gegenstand]::A,товстий,калын
580,dünn::A,тонкий,нечкә
581,fein::A,дрібний,нәзакәтле
582,fest::A,міцний,нык
583,flach::A,плоский,яссы
584,flach::A,плоский,ялпак
585,glatt::A,рівний,шома
586,glatt::A,гладенький,шома
587,hart::A,твердий,каты
588,weich::A,м’який,йомшак
589,rund::A,круглий,түгәрәк
590,spitz::A,гострокінцевий,очлы
591,scharf::A,гострий,үткен
592,stumpf::A,тупий,үтмәс
593,schwer::A,важкий,салмак
594,schön::A,вродливий,гүзәл
595,heiß::A,жаркий,эссе
596,heiß::A,гарячий,эссе
597,warm::A,теплий,җылы
598,kalt::A,холодний,суык
599,kalt::A,холодний,салкын
600,kühl::A,прохолодний,салкынча
601,frisch::A,свіжий,салкынча
602,feucht::A,вогкий,юеш
603,nass::A,мокрий,дымлы
604,trocken::A,сухий,коры
605,voll::A,повний,тулы
606,leer::A,пустий,буш
607,offen::A,відкритий,ачык
608,geschlossen::A,закритий,йомык
609,geschlossen::A,зачинений,йомык
610,sauber::A,чистий,пакь
611,sauber::A,чистий,чиста
612,sauber::A,охайний,пакь
613,sauber::A,охайний,чиста
614,schmutzig::A,брудний,керле
615,schmutzig::A,брудний,пычрак
616,roh::A,сирий,чи
617,reif::A,зрілий,өлгергән
618,lecker::A,смачний,тәмле
619,süß::A,солодкий,татлы
620,bitter::A,гіркий,ачы
621,sauer::A,кислий,әче
622,hell::A,світлий,якты
623,dunkel::A,темний,кара
624,schwarz::A,чорний,кара
625,weiß::A,сивий,ак
626,rot::A,червоний,кызыл
627,gelb::A,жовтий,сары
628,blau::A,синій,күк
629,grün::A,зелений,яшел
630,grau::A,сірий,соры
631,bunt::A,барвистий,чуар
632,billig::A,дешевий,арзан
633,teuer::A,дорогий,хаклы
634,wertvoll::A,цінний,кыйммәтле
635,blind::A,сліпий,сукыр
636,blind::A,сліпий,күзсез
637,taub::A,глухий,чукрак
638,taub::A,глухий,саңгырау
639,kräftig::A,могутній,егәрле
640,stark::A,сильний,нык
641,stark::A,сильний,базык
642,schwach::A,слабкий,зәгыйфь
643,fett::A,жирний,симез
644,fett::A,товстий,симез
645,schlank::A,тонкий,нәзек
646,schlank::A,стрункий,нәзек
647,hübsch::A,чарівний,чибәр
648,böse::A,злий,усал
649,böse::A,лихий,усал
650,dumm::A,дурний,акылсыз
651,faul::A,ледачий,ялкау
652,faul::A,ледачий,иренчәк
653,fleißig::A,старанний,тырыш
654,fleißig::A,старанний,тырышучан
655,geizig::A,скупий,саран
656,klug::A,мудрий,акыллы
657,klug::A,розумний,акыллы
658,geschickt::A,умілий,маһир
659,lieb::A,милий,сөекле
660,lustig::A,веселий,күңелле
661,sanft::A,лагідний,басынкы
662,hungrig::A,голодний,ач
663,krank::A,слабий,чирле
664,krank::A,слабий,сырхау
665,nackt::A,голий,шәрә
666,traurig::A,сумний,ямансу
667,lebendig::A,живий,тере
668,gut::A,добрий,яхшы
669,schlecht::A,поганий,начар
670,schlecht::A,кепський,начар
671,richtig::A,правильний,дөрес
672,schlimm::A,бридкий,әшәкә
673,wahr::A,справжній,чып-чын
674,alt::A,старий,иске
675,neu::A,новий,яңа
676,ehemalig::A,колишній,элекке
677,alt[Lebewesen]::A,старий,карт
678,jung::A,молодий,яшь
679,arm::A,бідний,фәкыйрь
680,reich::A,багатий,бай
681,bekannt::A,знайомий,таныш
682,berühmt::A,славетний,атаклы
683,fremd::A,чужий,ят
684,verschieden::A,різний,төрле
685,nah::A,близький,якын
686,fern::A,далекий,ерак
687,linker::A,лівий,сул
688,rechter::A,правий,уң
689,anderer::A,інакший,бүтән
690,erster::A,перший,беренче
691,zweiter::A,другий,икенче
692,dritter::A,третій,өченче
693,letzter::A,останній,ахыргы
694,allein::ADV,сам,ялгыз
695,allein::ADV,один,ялгыз
696,auf einmal::ADV,відразу,бердән
697,zusammen::ADV,разом,бергә
698,zusammen::ADV,спільно,бергә
699,lange::ADV,довго,озак
700,plötzlich::ADV,раптом,искәрмәстән
701,sofort::ADV,зараз,хәзер
702,später::ADV,пізніше,соңрак
703,jetzt::ADV,тепер,хәзер
704,heute::ADV,сьогодні,бүген
705,morgen::ADV,завтра,иртәгә
706,bald::ADV,незабаром,тиздән
707,dann::ADV,потім,аннары
708,gestern::ADV,вчора,кичә
709,einst::ADV,колись,берчак
710,damals::ADV,тоді,ул вакытта
711,damals::ADV,тоді,ул чакта
712,danach::ADV,згодом,да
713,vorher::ADV,раніше,элек
714,zuerst::ADV,спершу,башта
715,zuerst::ADV,спочатку,башта
716,einmal::ADV,один раз,бер
717,einmal::ADV,один раз,бер мәртәбә
718,manchmal::ADV,іноді,кайчакта
719,manchmal::ADV,інколи,кайчакта
720,oft::ADV,часто,еш
721,immer::ADV,завжди,һәркайчан
722,niemals::ADV,ніколи,hичбер вакыт
723,hier::ADV,тут,монда
724,hier::ADV,тут,биредә
725,hierhin::ADV,сюди,монда
726,von hier::ADV,звідси,моннан
727,dort::ADV,там,анда
728,dorthin::ADV,туди,тегеләй
729,geradeaus::ADV,прямо,турыдан-туры
730,vorwärts::ADV,вперед,алга
731,rückwärts::ADV,назад,кире
732,zurück::ADV,назад,кире
733,unten::ADV,внизу,түбәндә
734,hinab::ADV,вниз,аска
735,oben::ADV,вгорі,өстә
736,oben::ADV,вгорі,югарыда
737,hinauf::ADV,вгору,өскә
738,überall::ADV,скрізь,hәркайда
739,nicht::ADV,не,түгел
740,ein wenig::ADV,трохи,бераз
741,ein wenig::ADV,небагато,бераз
742,kaum::ADV,ледве,көчкә
743,sehr::ADV,дуже,бик
744,so::ADV,так,алай
745,noch::ADV,ще,янә
746,noch::ADV,ще,тагын
747,nur::ADV,лише,фәкать
748,nur::ADV,тільки,фәкать
749,schon::ADV,вже,инде
750,wieder::ADV,знову,янә
751,wieder::ADV,знову,тагын
752,vergebens::ADV,дарма,юкка
753,vor::PRP,перед,алдыннан
754,hinter::PRP,ззаду,арттан
755,hinter::PRP,позаду,арттан
756,unter::PRP,під,астында
757,durch::PRP,крізь,аша
758,neben::PRP,біля,тирәсендә
759,zwischen::PRP,між,арасында
760,wegen::PRP,з-за,сәбәпле
761,wegen::PRP,через,сәбәпле
762,dies::PRN,це,бу
763,das::PRN,то,ул
764,alles::PRN,все,һәммә
765,ich::PRN,я,мин
766,du::PRN,ти,син
767,er::PRN,він,ул
768,wir::PRN,ми,без
769,ihr::PRN,ви,сез
770,sie::PRN,вони,ул
771,was::FPRN,що,ни
772,was::FPRN,що,нәрсә
773,wer::FPRN,хто,кем
774,wo::FADV,де,кайда
775,wohin::FADV,куди,кая
776,wie::FADV,як,ничек
777,warum::FADV,чому,нигә
778,wieviel::FNUM,скільки,ничә
779,eins::NUM,один,бер
780,zwei::NUM,два,ике
781,drei::NUM,три,өч
782,vier::NUM,чотири,дүрт
783,fünf::NUM,п’ять,биш
784,sechs::NUM,шість,алты
785,sieben::NUM,сім,җиде
786,acht::NUM,вісім,сигез
787,neun::NUM,дев’ять,тугыз
788,zehn::NUM,десять,ун
789,elf::NUM,одинадцять,унбер
790,zwölf::NUM,дванадцять,унике
791,zwanzig::NUM,двадцять,егерме
792,dreißig::NUM,тридцять,утыз
793,vierzig::NUM,сорок,кырык
794,fünfzig::NUM,п’ятдесят,илле
795,sechzig::NUM,шістдесят,алтмыш
796,siebzig::NUM,сімдесят,җитмеш
797,achtzig::NUM,вісімдесят,сиксән
798,neunzig::NUM,дев’яносто,туксан
799,hundert::NUM,сто,йөз
800,tausend::NUM,тисяча,мең
801,und::CNJ,і,вә
802,oder::CNJ,або,яки
803,oder::CNJ,або,яисә
804,stehen::V,стояти,тору
805,sitzen::V,сидіти,утыру
806,liegen::V,лежати,яту
807,hängen::V,висіти,эленү
808,werden::V,стати,булу
809,werden::V,робитися,булу
810,passieren::V,трапитися,булу
811,beginnen::V,початися,башлану
812,enden::V,кінчитися,бетү
813,wechseln::V,мінятися,үзгәртү
814,aufgehen[Sonne]::V,зійти,чыгу
815,untergehen[Sonne]::V,зайти,бату
816,scheinen[Sonne]::V,світити,яктырту
817,donnern::V,гриміти,күкрәү
818,wehen::V,віяти,исү
819,strömen::V,литися,агу
820,fließen::V,текти,агу
821,sich drehen::V,обертатися,бөтерелү
822,schwanken::V,коливатися,икеләнү
823,schwingen::V,хитатися,тирбәлү
824,schwingen::V,гойдатися,тирбәлү
825,fallen::V,падати,егылу
826,brennen::V,горіти,яну
