,Concept_ID,he,da
235,Gedächtnis::N,זכרון,hukommelse
236,Verstand::N,שכל,forstand
237,Sinn::N,מובן,mening
238,Sinn::N,מובן,betydning
239,Sinn::N,משמעות,mening
240,Sinn::N,משמעות,betydning
241,Grund::N,סבה,grund
242,Wahrheit::N,אמת,sandhed
243,Gespräch::N,דיון,samtale
244,Märchen::N,אגדה,eventyr
245,Erzählung::N,ספור,fortælling
246,Nachricht::N,ידיעה,efterretning
247,Neuigkeit::N,חדשה,nyhed
248,Name::N,שם,navn
249,Rätsel::N,תעלומה,gåde
250,Rede::N,נאום,tale
251,Sprache::N,לשון,sprog
252,Stimme::N,קול,stemme
253,Wort::N,מלה,ord
254,Zeichen::N,סימן,tegn
255,Ruf::N,קריאה,råb
256,Lärm::N,רעש,larm
257,Laut::N,הגה,lyd
258,Ton::N,צליל,tone
259,Lied::N,שיר,sang
260,Ruhe::N,שלוה,ro
261,Ruhe::N,שלוה,hvile
262,Leute::N,אנשים,folk
263,Leute::N,אנשים,mennesker
264,Volk::N,עם,folk
265,Arbeit::N,עבודה,arbejde
266,Gast::N,אורח,gæst
267,Geschenk::N,מתנה,gave
268,Spiel::N,משחק,leg
269,Gesellschaft::N,חברה,selskab
270,Hilfe::N,עזרה,hjælp
271,Freund::N,חבר,ven
272,Freund::N,ידיד,ven
273,Kamerad::N,רע,kammerat
274,Angelegenheit::N,ענין,sag
275,Angelegenheit::N,ענין,anliggende
276,Anzahl::N,מספר,antal
277,Art::N,סוג,art
278,Stück::N,חתיכה,stykke
279,Teil::N,פרק,del
280,Hälfte::N,חצי,halvdel
281,Kreis::N,מעגל,cirkel
282,Kreuz::N,צלב,kors
283,Kreuz::N,צלב,kryds
284,Linie::N,קו,linie
285,Strich::N,קו קצר,streg
286,Abstand::N,מרחק,afstand
287,Entfernung::N,מרחק,afstand
288,Gegend::N,נוף,egn
289,Platz::N,שטח,plads
290,Ort::N,אתר,sted
291,Ort::N,מקום,sted
292,Seite::N,צד,side
293,Mitte::N,אמצע,midte
294,Gegenstand::N,אוביקט,genstand
295,Sache::N,דבר,sag
296,Rand::N,פרור,rand
297,Kante::N,קצה,kant
298,Ecke::N,פנה,hjørne
299,Spitze::N,קצה,spids
300,Ende::N,סוף,ende
301,Loch::N,חר,hul
302,Winkel::N,פנה,vinkel
303,Muster::N,תבנית,mønster
304,Größe::N,גדל,størrelse
305,Länge::N,ארך,længde
306,Höhe::N,קומה,højde
307,Höhe::N,גבה,højde
308,Gewicht::N,משקל,vægt
309,Menge::N,כמות,mængde
310,Haufen::N,ערמה,bunke
311,Reihe::N,רצף,række
312,Boot::N,סירה,båd
313,Ruder::N,משוט,åre
314,Schlitten::N,מזחלת,kælk
315,Schlitten::N,מזחלת,slæde
316,Ski::N,מגלשים,ski
317,Lagerfeuer::N,מדורה,lejrbål
318,Last::N,משא,last
319,Last::N,משא,byrde
320,Gang::N,הליכה,gang
321,Schritt::N,צעד,skridt
322,Norden::N,צפון,nord
323,Süden::N,דרום,syd
324,Westen::N,מערב,vest
325,Osten::N,מזרח,øst
326,Holz::N,עץ,træ
327,Brett::N,קרש,bræt
328,Platte::N,לוח,plade
329,Stütze::N,משען,støtte
330,Stange::N,מוט,stang
331,Stock::N,מקל,stok
332,Stab::N,מוט,stav
333,Rohr::N,צנור,rør
334,Haus::N,בית,hus
335,Heim::N,בית,hjem
336,Ofen::N,תנור,ovn
337,Fußboden::N,רצפה,gulv
338,Tisch::N,שלחן,bord
339,Stuhl::N,כסא,stol
340,Wiege::N,ערש,vugge
341,Bett::N,מטה,seng
342,Regal::N,מדף,reol
343,Kiste::N,תבה,kasse
344,Kiste::N,ארגז,kasse
345,Fenster::N,חלון,vindue
346,Tür::N,דלת,dør
347,Tor::N,שער,port
348,Zaun::N,גדר,stakit
349,Dach::N,גג,tag
350,Leiter::N,סלם,stige
351,Besen::N,מטאטא,kost
352,Spaten::N,את,spade
353,Schaufel::N,את,skovl
354,Gabel::N,מזלג,gaffel
355,Löffel::N,כף,ske
356,Messer::N,סכין,kniv
357,Nagel::N,מסמר,søm
358,Netz::N,רשת,net
359,Haken::N,וו,krog
360,Haken::N,קרס,krog
361,Griff::N,ידית,tag
362,Griff::N,ידית,håndtag
363,Schloss::N,מנעול,lås
364,Bild::N,תמונה,billede
365,Figur::N,פסל,figur
366,Puppe::N,בבה,dukke
367,Beutel::N,שק,pose
368,Bündel::N,צרור,bylt
369,Bündel::N,צרור,bundt
370,Tasche::N,שקית,taske
371,Eimer::N,דלי,spand
372,Deckel::N,מכסה,låg
373,Geschirr::N,כלים,husgeråd
374,Sack::N,שק,sæk
375,Tasse::N,ספל,kop
376,Topf::N,סיר,gryde
377,Kessel::N,קנקן,kedel
378,Essen::N,אכל,måltid
379,Essen::N,ארוחה,måltid
380,Nahrung::N,הזנה,mad
381,Nahrung::N,הזנה,næring
382,Nahrung::N,תזונה,mad
383,Nahrung::N,תזונה,næring
384,Speise::N,מאכל,ret
385,Speise::N,ארוחה,ret
386,Fleisch::N,בשר,kød
387,Getreide::N,דגן,korn
388,Brei::N,מחית,grød
389,Brot::N,לחם,brød
390,Scheibe::N,עגול,skive
391,Scheibe::N,פרוסה,skive
392,Fett::N,שמן,fedt
393,Butter::N,חמאה,smør
394,Öl::N,שמן,olie
395,Salz::N,מלח,salt
396,Suppe::N,מרק,suppe
397,Honig::N,דבש,honning
398,Milch::N,חלב,mælk
399,Tee::N,תה,te
400,Leder::N,עור,skind
401,Wolle::N,צמר,uld
402,Stoff::N,בד,stof
403,Stoff::N,אריג,stof
404,Nadel::N,מחט,nål
405,Faden::N,חוט,tråd
406,Knopf::N,כפתור,knap
407,Knoten::N,קשר,knude
408,Farbe::N,צבע,farve
409,Kleidung::N,בגדים,påklædning
410,Hemd::N,חלצה,skjorte
411,Kragen::N,צוארון,krave
412,Ärmel::N,שרוול,ærme
413,Hose::N,מכנסים,bukser
414,Gürtel::N,חגורה,bælte
415,Mütze::N,כובע,hue
416,Schuh::N,נעל,sko
417,Stiefel::N,מגף,støvle
418,Ring::N,טבעת,ring
419,Band::N,סרט,bånd
420,Kamm::N,מסרק,kam
421,Spiegel::N,מראה,spejl
422,Riemen::N,רצועה,rem
423,Schnur::N,חבל,snor
424,Leine::N,מושכות,snor
425,Decke::N,שמיכה,tæppe
426,Kissen::N,כרית,pude
427,Tuch::N,צעיף,sjaltørklæde
428,Handtuch::N,מגבת,håndklæde
429,Kraft::N,כוח,kraft
430,Stärke::N,און,styrke
431,Gesundheit::N,בריאות,sundhed
432,Krankheit::N,מחלה,sygdom
433,Schmerz::N,כאב,smerte
434,Wunde::N,פציעה,sår
435,Fieber::N,חם,feber
436,Arznei::N,תרופה,medicin
437,Arznei::N,תרופה,lægemiddel
438,Brücke::N,גשר,bro
439,Brunnen::N,באר,brønd
440,Weide::N,אחו,græsgang
441,Weide::N,מרעה,græsgang
442,Pfad::N,שביל,sti
443,Pfad::N,מדרכה,sti
444,Weg::N,דרך,vej
445,Straße::N,כביש,gade
446,Dorf::N,כפר,landsby
447,Stadt::N,עיר,by
448,Brief::N,מכתב,brev
449,Buch::N,ספר,bog
450,Buchstabe::N,אות,bogstav
451,Zeitung::N,עתון,avis
452,Leben::N,חיים,liv
453,Tod::N,מות,død
454,Grab::N,קבר,grav
455,Kirche::N,כנסיה,kirke
456,Sünde::N,חטא,synd
457,Gott::N,אל,gud
458,Arbeiter::N,פועל,arbejder
459,Chef::N,ראש,chef
460,Chef::N,מנהל,chef
461,Meister::N,ממחה,mester
462,Arzt::N,רופא,læge
463,Lehrer::N,מורה,lærer
464,Geld::N,כסף,penge
465,Geschäft::N,עסקה,forretning
466,Laden::N,חנות,butik
467,Laden::N,חנות,forretning
468,Preis::N,מחיר,pris
469,Ware::N,סחורה,vare
470,Nutzen::N,תועלת,nytte
471,Reichtum::N,עשר,rigdom
472,Welt::N,עולם,verden
473,Land::N,ארץ,land
474,Staat::N,מדינה,stat
475,König::N,מלך,konge
476,Macht::N,כוח,magt
477,Grenze::N,גבול,grænse
478,Krieg::N,מלחמה,krig
479,Feind::N,אויב,fjende
480,Gewalt::N,אלימות,vold
481,Kampf::N,קרב,kamp
482,Kampf::N,לחימה,kamp
483,Bogen[Waffe]::N,קשת,bue
484,Pfeil::N,חץ,pil
485,Gewehr::N,רובה,gevær
486,Fehler::N,טעות,fejl
487,Lüge::N,שקר,løgn
488,Schaden::N,נזק,skade
489,Unglück::N,מזל רע,uheld
490,Unglück::N,מזל רע,ulykke
491,Schuld::N,אשמה,skyld
492,Alter::N,גיל,alder
493,Schluss::N,סיום,slut
494,Schluss::N,סיום,slutning
495,Zeit::N,זמן,tid
496,Tag::N,יום,dag
497,Morgen::N,בקר,morgen
498,Mittag::N,צהרים,middag
499,Abend::N,ערב,aften
500,Nacht::N,לילה,nat
501,Woche::N,שבוע,uge
502,Monat::N,חדש,måned
503,Jahr::N,שנה,år
504,Frühling::N,אביב,forår
505,Sommer::N,קיץ,sommer
506,Herbst::N,סתו,efterår
507,Winter::N,חרף,vinter
508,Januar::N,ינואר,januar
509,Februar::N,פברואר,februar
510,März::N,מרץ,marts
511,April::N,אפריל,april
512,Mai::N,מאי,maj
513,Juni::N,יוני,juni
514,Juli::N,יולי,juli
515,August::N,אוגוסט,august
516,September::N,ספטמבר,september
517,Oktober::N,אוקטובר,oktober
518,November::N,נובמבר,november
519,Dezember::N,דצמבר,december
520,Montag::N,יום שני,mandag
521,Dienstag::N,יום שלישי,tirsdag
522,Mittwoch::N,יום רביעי,onsdag
523,Donnerstag::N,יום חמישי,torsdag
524,Freitag::N,יום ששי,fredag
525,Samstag::N,יום שבת,lørdag
526,Sonntag::N,יום ראשון,søndag
527,groß::A,גדול,stor
528,klein::A,קטן,lille
529,lang::A,ארך,lang
530,kurz::A,קצר,kort
531,breit::A,רחב,bred
532,schmal::A,צר,smal
533,dicht::A,צפוף,tæt
534,dick[Gegenstand]::A,עבה,tyk
535,dünn::A,דק,tynd
536,fein::A,מעדן,fin
537,fest::A,מוצק,fast
538,flach::A,שטוח,flad
539,glatt::A,חלק,glat
540,hart::A,קשיח,hård
541,weich::A,רך,blød
542,rund::A,עגל,rund
543,spitz::A,חד,spids
544,scharf::A,חד,skarp
545,stumpf::A,קהה,sløv
546,stumpf::A,קהה,stump
547,schwer::A,כבד,tung
548,schön::A,יפה,skøn
549,heiß::A,חם,hed
550,warm::A,חם,varm
551,kalt::A,קר,kold
552,kühl::A,צונן,kølig
553,frisch::A,טרי,frisk
554,feucht::A,לח,fugtig
555,nass::A,רטוב,våd
556,trocken::A,יבש,tør
557,voll::A,מלא,fuld
558,leer::A,ריק,tom
559,offen::A,פתוח,åben
560,geschlossen::A,סגור,lukket
561,sauber::A,נקי,ren
562,schmutzig::A,מלכלך,snavset
563,roh::A,חי,rå
564,reif::A,בשל,moden
565,lecker::A,טעים,lækker
566,süß::A,מתוק,sød
567,bitter::A,מר,bitter
568,sauer::A,חמוץ,sur
569,hell::A,בהיר,lys
570,dunkel::A,עמום,mørk
571,schwarz::A,שחר,sort
572,weiß::A,לבן,hvid
573,rot::A,אדם,rød
574,gelb::A,צהב,gul
575,blau::A,כחל,blå
576,grün::A,ירק,grøn
577,grau::A,אפר,grå
578,bunt::A,צבעוני,broget
579,billig::A,זול,billig
580,teuer::A,יקר,dyr
581,wertvoll::A,יקר ערך,værdifuld
582,blind::A,עור,blind
583,taub::A,חרש,døv
584,kräftig::A,חסן,kraftig
585,stark::A,חזק,stærk
586,schwach::A,חלש,svag
587,fett::A,שמן,fed
588,schlank::A,רזה,slank
589,hübsch::A,יפה תאר,køn
590,böse::A,רשע,ond
591,böse::A,רשע,slem
592,dumm::A,טפש,dum
593,faul::A,עצלן,doven
594,fleißig::A,חרוץ,flittig
595,geizig::A,קמצן,gerrig
596,klug::A,נבון,klog
597,klug::A,פקח,klog
598,geschickt::A,מימן,dygtig
599,geschickt::A,מימן,behændig
600,lieb::A,יקר,rar
601,lieb::A,אהוב,rar
602,lustig::A,עליז,lystig
603,sanft::A,עדין,blid
604,hungrig::A,רעב,sulten
605,krank::A,חולה,syg
606,nackt::A,ערום,nøgen
607,traurig::A,עצוב,bedrøvet
608,lebendig::A,חי,levende
609,gut::A,טוב,god
610,schlecht::A,גרוע,dårlig
611,richtig::A,נכון,rigtig
612,schlimm::A,רע,slem
613,wahr::A,אמתי,sand
614,alt::A,ישן,gammel
615,neu::A,חדש,ny
616,ehemalig::A,לשעבר,forhenværende
617,alt[Lebewesen]::A,זקן,gammel
618,jung::A,צעיר,ung
619,arm::A,עני,fattig
620,reich::A,עשיר,rig
621,bekannt::A,ידוע,kendt
622,berühmt::A,מפרסם,berømt
623,fremd::A,זר,fremmed
624,verschieden::A,שונה,forskellig
625,nah::A,קרוב,nær
626,fern::A,רחוק,fjern
627,linker::A,שמאלי,venstre
628,rechter::A,ימין,højre
629,anderer::A,אחר,anden
630,erster::A,ראשון,første
631,zweiter::A,שני,anden
632,dritter::A,שלישי,tredje
633,letzter::A,אחרון,sidste
634,allein::ADV,לבד,alene
635,auf einmal::ADV,בו-זמנית,på én gang
636,zusammen::ADV,ביחד,sammen
637,lange::ADV,הרבה זמן,længe
638,plötzlich::ADV,לפתע,pludselig
639,plötzlich::ADV,פתאום,pludselig
640,sofort::ADV,מיד,straks
641,später::ADV,לאחר זמן,senere
642,später::ADV,יותר מאחר,senere
643,jetzt::ADV,עכשיו,nu
644,heute::ADV,היום,i dag
645,morgen::ADV,מחר,i morgen
646,bald::ADV,בקרוב,snart
647,dann::ADV,אחר-כך,så
648,gestern::ADV,אתמול,i går
649,einst::ADV,לפנים,engang
650,damals::ADV,אז,dengang
651,danach::ADV,אחר-כך,derefter
652,vorher::ADV,לפני זה,før
653,vorher::ADV,לפני זה,forud
654,zuerst::ADV,קדם,først
655,einmal::ADV,פעם,en gang
656,manchmal::ADV,לפעמים,sommetider
657,oft::ADV,לעתים קרובות,ofte
658,immer::ADV,תמיד,altid
659,niemals::ADV,אף פעם,aldrig
660,hier::ADV,כאן,her
661,hierhin::ADV,פה,hid
662,hierhin::ADV,פה,herhen
663,von hier::ADV,מפה,herfra
664,dort::ADV,שם,der
665,dorthin::ADV,שם,derhen
666,geradeaus::ADV,ישר,lige ud
667,vorwärts::ADV,קדימה,fremad
668,rückwärts::ADV,לאחור,baglæns
669,zurück::ADV,בחזרה,tilbage
670,zurück::ADV,אחורנית,tilbage
671,unten::ADV,למטה,nede
672,unten::ADV,למטה,forneden
673,hinab::ADV,למטה,ned
674,hinab::ADV,למטה,nedad
675,oben::ADV,מעל,oppe
676,oben::ADV,מעל,ovenpå
677,oben::ADV,למעלה,oppe
678,oben::ADV,למעלה,ovenpå
679,hinauf::ADV,למעלה,op
680,hinauf::ADV,למעלה,opad
681,überall::ADV,בכל מקום,overalt
682,nicht::ADV,לא,ikke
683,ein wenig::ADV,קצת,lidt
684,kaum::ADV,בקשי,knap
685,kaum::ADV,בקשי,næppe
686,sehr::ADV,מאוד,meget
687,so::ADV,כך,så
688,so::ADV,ככה,så
689,noch::ADV,עוד,endnu
690,noch::ADV,עדין,endnu
691,nur::ADV,רק,kun
692,nur::ADV,רק,bare
693,schon::ADV,כבר,alt
694,schon::ADV,כבר,allerede
695,wieder::ADV,שוב,igen
696,vergebens::ADV,לריק,forgæves
697,vergebens::ADV,לשוא,forgæves
698,vor::PRP,מול,foran
699,vor::PRP,מול,uden for
700,hinter::PRP,מאחורי,bag
701,hinter::PRP,מאחורי,bagved
702,unter::PRP,מתחת,under
703,durch::PRP,דרך,gennem
704,durch::PRP,דרך,igennem
705,neben::PRP,ליד,ved siden af
706,neben::PRP,על-יד,ved siden af
707,zwischen::PRP,בין,mellem
708,wegen::PRP,בשל,på grund af
709,wegen::PRP,בגלל,på grund af
710,dies::PRN,זה,dette
711,das::PRN,זה,det
712,alles::PRN,הכל,alt
713,ich::PRN,אני,jeg
714,du::PRN,את,du
715,du::PRN,אתה,du
716,er::PRN,הוא,han
717,wir::PRN,אנחנו,vi
718,ihr::PRN,לה,I
719,sie::PRN,הם,de
720,was::FPRN,מה,hvad
721,wer::FPRN,מי,hvem
722,wo::FADV,איפה,hvor
723,wohin::FADV,לאן,hvorhen
724,wie::FADV,איך,hvordan
725,warum::FADV,למה,hvorfor
726,wieviel::FNUM,כמה,hvor meget
727,eins::NUM,אחד,én
728,zwei::NUM,שתים,to
729,drei::NUM,שלושה,tre
730,vier::NUM,ארבעה,fire
731,fünf::NUM,חמשה,fem
732,sechs::NUM,ששה,seks
733,sieben::NUM,שבעה,syv
734,acht::NUM,שמונה,otte
735,neun::NUM,תשעה,ni
736,zehn::NUM,עשרה,ti
737,elf::NUM,אחת עשרה,elleve
738,zwölf::NUM,שתים עשרה,tolv
739,zwanzig::NUM,עשרים,tyve
740,dreißig::NUM,שלושים,tredive
741,vierzig::NUM,ארבעים,fyrre
742,vierzig::NUM,ארבעים,fyrretyve
743,fünfzig::NUM,חמשים,halvtreds
744,sechzig::NUM,ששים,tres
745,siebzig::NUM,שבעים,halvfjerds
746,achtzig::NUM,שמונים,firs
747,neunzig::NUM,תשעים,halvfems
748,hundert::NUM,מאה,hundrede
749,tausend::NUM,אלף,tusind
750,und::CNJ,ו,og
751,oder::CNJ,או,eller
752,stehen::V,עמד,stå
753,sitzen::V,ישב,sidde
754,liegen::V,שכב,ligge
755,hängen::V,היה תלוי,hænge
756,werden::V,הפך ל,blive
757,passieren::V,קרה,ske
758,passieren::V,קרה,hænde
759,beginnen::V,התחיל,begynde
760,enden::V,הסתים,ende
761,wechseln::V,השתנה,veksle
762,aufgehen[Sonne]::V,זרח,gå op
763,aufgehen[Sonne]::V,זרח,stå op
764,untergehen[Sonne]::V,שקע,gå ned
765,scheinen[Sonne]::V,בהק,skinne
766,donnern::V,רעם,tordne
767,wehen::V,נשב,blæse
768,strömen::V,זרם,strømme
769,fließen::V,זרם,flyde
770,sich drehen::V,הסתובב,dreje sig
771,schwanken::V,התנודד,vakle
772,schwingen::V,התנענע,svinge
773,fallen::V,נפל,falde
774,brennen::V,בער,brænde
775,rauchen::V,עשן,ryge
776,regnen::V,ירד גשם,regne
777,gefrieren::V,קפא,fryse
778,tauen::V,נמס,tø
779,schmelzen::V,התיך,smelte
780,trocknen::V,התיבש,tørre
781,sieden::V,רתח,koge
782,faulen::V,רקב,rådne
783,verfaulen::V,רקב,rådne
784,reißen::V,נקרע,briste
785,versinken::V,טבע,synke
786,versinken::V,טבע,synke ned
787,vergehen::V,עבר,forløbe
788,erscheinen::V,נגלה,vise sig
789,erscheinen::V,הופיע,vise sig
790,verschwinden::V,נעלם,forsvinde
791,sinken::V,ירד,synke
792,abnehmen::V,הפחית,aftage
793,zunehmen::V,רבה,tiltage
794,steigen::V,עלה,stige
795,wachsen::V,גדל,gro
796,wachsen::V,גדל,vokse
797,glänzen::V,נצץ,glinse
798,glänzen::V,בהק,glinse
799,funkeln::V,נצנץ,tindre
800,lärmen::V,רעש,larme
801,läuten::V,צלצל,ringe
802,klingeln::V,צלצל,ringe
803,klirren::V,קרקש,klirre
804,brausen::V,געש,bruse
805,rauschen::V,רשרש,suse
806,klingen::V,נשמע,lyde
807,klingen::V,נשמע,klinge
808,bellen::V,נבח,gø
809,heulen::V,ילל,hyle
810,blasen::V,נשף,blæse
811,pfeifen::V,שרק,fløjte
812,schreien::V,צעק,skrige
813,stöhnen::V,נאנק,stønne
814,zittern::V,רעד,dirre
815,zittern::V,רעד,skælve
816,leben::V,חי,leve
817,geboren werden::V,נולד,fødes
818,atmen::V,נשם,ånde
819,trinken::V,שתה,drikke
820,essen::V,אכל,spise
821,schlucken::V,בלע,synke
822,müde werden::V,התעיף,blive træt
823,einschlafen::V,נרדם,falde i søvn
824,schlafen::V,ישן,sove
825,aufwachen::V,התעורר,vågne
826,aufstehen::V,קם,stå op
827,sich erholen::V,נפש,komme sig
828,krank werden::V,חלה,blive syg
