,Concept_ID,zh,lt
238,Kummer::N,苦恼,rūpestis
239,Wunsch::N,愿望,troškimas
240,Wunsch::N,愿望,pageidavimas
241,Lust::N,乐趣,noras
242,Lust::N,乐趣,geidulys
243,Geist::N,精神,dvasia
244,Gedanke::N,思想,mintis
245,Gedächtnis::N,记性,atmintis
246,Verstand::N,理智,protas
247,Sinn::N,感觉,prasmė
248,Grund::N,理由,priežastis
249,Wahrheit::N,真理,tiesa
250,Wahrheit::N,真理,teisybė
251,Gespräch::N,谈话,pokalbis
252,Märchen::N,童话,pasaka
253,Erzählung::N,故事,apsakymas
254,Erzählung::N,故事,pasakojimas
255,Nachricht::N,消息,žinia
256,Neuigkeit::N,新闻,naujiena
257,Name::N,名字,vardas
258,Rätsel::N,谜语,mįslė
259,Rede::N,讲话,kalba
260,Sprache::N,语言,kalba
261,Stimme::N,声音,balsas
262,Wort::N,词,žodis
263,Zeichen::N,标记,žymė
264,Zeichen::N,标记,ženklas
265,Ruf::N,呼喊,šauksmas
266,Lärm::N,噪音,triukšmas
267,Laut::N,响声,garsas
268,Ton::N,声音,tonas
269,Ton::N,声音,garsas
270,Lied::N,歌曲,daina
271,Lied::N,歌曲,giesmė
272,Ruhe::N,安静,ramybė
273,Ruhe::N,安静,ramumas
274,Leute::N,人们,žmonės
275,Volk::N,人民,tauta
276,Arbeit::N,劳动,darbas
277,Arbeit::N,劳动,triūsas
278,Gast::N,客人,svečias
279,Geschenk::N,礼物,dovana
280,Spiel::N,游戏,žaismas
281,Spiel::N,游戏,žaidimas
282,Gesellschaft::N,陪同,draugija
283,Gesellschaft::N,陪同,kompanija
284,Hilfe::N,帮助,pagalba
285,Freund::N,朋友,draugas
286,Freund::N,朋友,bičiulis
287,Kamerad::N,同志,draugas
288,Angelegenheit::N,事情,dalykas
289,Angelegenheit::N,事情,reikalas
290,Anzahl::N,数目,kiekis
291,Anzahl::N,数目,skaičius
292,Art::N,种类,rūšis
293,Stück::N,块,gabalas
294,Teil::N,部分,dalis
295,Hälfte::N,一半,pusė
296,Kreis::N,圆,ratas
297,Kreis::N,圆,apskritis
298,Kreis::N,圆,apskritimas
299,Kreuz::N,十字架,kryžius
300,Linie::N,线条,linija
301,Strich::N,划,brėžis
302,Strich::N,划,brūkšnys
303,Abstand::N,距离,atstumas
304,Entfernung::N,距离,atstumas
305,Gegend::N,地区,vietovė
306,Platz::N,场所,vieta
307,Ort::N,地点,vieta
308,Ort::N,地点,vietovė
309,Seite::N,面,pusė
310,Seite::N,面,šonas
311,Mitte::N,中间,vidurys
312,Gegenstand::N,物品,dalykas
313,Sache::N,物,daiktas
314,Rand::N,边,kraštas
315,Rand::N,边,pakraštys
316,Kante::N,棱,kraštas
317,Ecke::N,角,kertė
318,Ecke::N,角,kampas
319,Spitze::N,尖,priekis
320,Spitze::N,尖,priešakys
321,Ende::N,结尾,galas
322,Loch::N,洞,skylė
323,Winkel::N,角度,kampas
324,Winkel::N,角度,kampelis
325,Muster::N,模型,raštas
326,Größe::N,大小,dydis
327,Größe::N,大小,didumas
328,Länge::N,长度,ilgis
329,Länge::N,长度,ilgumas
330,Höhe::N,高度,aukštis
331,Höhe::N,高度,aukštuma
332,Gewicht::N,重量,svoris
333,Gewicht::N,重量,svarstis
334,Menge::N,数量,kiekis
335,Menge::N,数量,daugybė
336,Haufen::N,堆,krūva
337,Haufen::N,堆,šūsnis
338,Reihe::N,行,greta
339,Boot::N,小船,valtis
340,Boot::N,小船,laivelis
341,Ruder::N,奖,irklas
342,Schlitten::N,雪橇,rogės
343,Schlitten::N,雪橇,rogutės
344,Ski::N,雪板,slidė
345,Lagerfeuer::N,营火,laužas
346,Last::N,负担,našta
347,Last::N,负担,nešulys
348,Gang::N,行走,eisena
349,Schritt::N,步伐,žingsnis
350,Norden::N,北,šiaurė
351,Norden::N,北,žiemiai
352,Süden::N,南,pietūs
353,Westen::N,西,vakarai
354,Osten::N,东,rytai
355,Holz::N,木材,mediena
356,Brett::N,木板,lenta
357,Platte::N,平板,plokštė
358,Stütze::N,支架,atrama
359,Stütze::N,支架,atspara
360,Stange::N,杆,lazda
361,Stange::N,杆,kartis
362,Stock::N,棒,lazda
363,Stab::N,棍,kartis
364,Rohr::N,管子,vamzdis
365,Haus::N,房屋,namas
366,Heim::N,家,namai
367,Ofen::N,炉子,krosnis
368,Fußboden::N,地板,grindys
369,Tisch::N,桌子,stalas
370,Stuhl::N,椅子,kėdė
371,Wiege::N,摇蓝,lopšys
372,Bett::N,床,lova
373,Bett::N,床,patalai
374,Regal::N,架子,lentyna
375,Kiste::N,箱子,dėžė
376,Fenster::N,窗户,langas
377,Tür::N,门,durys
378,Tor::N,大门,vartai
379,Zaun::N,篱笆,tvora
380,Dach::N,屋顶,stogas
381,Leiter::N,梯子,kopėčios
382,Besen::N,扫帚,šluota
383,Spaten::N,铁锹,lopeta
384,Spaten::N,铁锹,kastuvas
385,Schaufel::N,铁锹,semtuvas
386,Gabel::N,叉,šakutė
387,Löffel::N,食匙,šaukštas
388,Messer::N,刀,peilis
389,Nagel::N,钉子,vinis
390,Netz::N,网,tinklas
391,Haken::N,钩子,vagis
392,Haken::N,钩子,kablys
393,Griff::N,把柄,kotas
394,Griff::N,把柄,rankena
395,Schloss::N,锁,spyna
396,Schloss::N,锁,užraktas
397,Bild::N,图画,paveikslas
398,Figur::N,人像,figūra
399,Puppe::N,娃娃,lėlė
400,Beutel::N,袋子,krepšys
401,Beutel::N,袋子,maišelis
402,Bündel::N,捆,ryšulys
403,Tasche::N,手提包,krepšelis
404,Eimer::N,桶,kibiras
405,Deckel::N,盖子,dangtis
406,Geschirr::N,餐具,indai
407,Sack::N,袋子,maišas
408,Tasse::N,杯子,puodukas
409,Topf::N,锅,puodas
410,Kessel::N,水壶,katilas
411,Essen::N,进餐,valgis
412,Nahrung::N,食物,penas
413,Nahrung::N,食物,maistas
414,Speise::N,菜肴,patiekalas
415,Fleisch::N,肉,mėsa
416,Getreide::N,谷物,javai
417,Brei::N,粥,košė
418,Brot::N,面包,duona
419,Scheibe::N,片,riekė
420,Fett::N,脂肪,taukai
421,Fett::N,脂肪,riebalai
422,Butter::N,黄油,sviestas
423,Öl::N,油,aliejus
424,Salz::N,盐,druska
425,Suppe::N,汤,sriuba
426,Honig::N,蜂蜜,medus
427,Milch::N,奶,pienas
428,Tee::N,茶,arbata
429,Leder::N,皮革,oda
430,Wolle::N,毛线,vilna
431,Stoff::N,织物,audeklas
432,Nadel::N,针,adata
433,Faden::N,线,gija
434,Faden::N,线,siūlas
435,Knopf::N,纽扣,saga
436,Knoten::N,结,mazgas
437,Farbe::N,颜色,dažai
438,Kleidung::N,衣服,rūbai
439,Kleidung::N,衣服,drabužiai
440,Hemd::N,衬衫,marškiniai
441,Kragen::N,领子,apykaklė
442,Ärmel::N,袖子,rankovė
443,Hose::N,裤子,kelnės
444,Gürtel::N,腰带,juosta
445,Gürtel::N,腰带,diržas
446,Mütze::N,帽子,kepurė
447,Schuh::N,鞋,batas
448,Stiefel::N,靴子,auliniai batai
449,Ring::N,戒指,žiedas
450,Band::N,带子,kaspinas
451,Kamm::N,梳子,šukos
452,Spiegel::N,镜子,veidrodis
453,Riemen::N,皮带,diržas
454,Schnur::N,绳子,virvė
455,Leine::N,皮带,pavadėlis
456,Decke::N,被子,antklodė
457,Kissen::N,软垫,pagalvė
458,Kissen::N,软垫,priegalvis
459,Tuch::N,巾,skarelė
460,Handtuch::N,手巾,rankšluostis
461,Kraft::N,力,jėga
462,Stärke::N,力量,stiprumas
463,Gesundheit::N,健康,sveikata
464,Krankheit::N,病,liga
465,Schmerz::N,痛,skausmas
466,Wunde::N,伤口,žaizda
467,Fieber::N,发烧,karštis
468,Arznei::N,药,vaistas
469,Brücke::N,桥,tiltas
470,Brunnen::N,井,šulinys
471,Weide::N,牧场,ganykla
472,Weide::N,牧场,gluosnis
473,Pfad::N,小路,takas
474,Weg::N,路,kelias
475,Straße::N,街,gatvė
476,Dorf::N,村庄,kaimas
477,Dorf::N,村庄,sodžius
478,Stadt::N,城市,miestas
479,Brief::N,信,laiškas
480,Buch::N,书,knyga
481,Buchstabe::N,字母,raidė
482,Zeitung::N,报纸,laikraštis
483,Leben::N,生命,gyvybė
484,Leben::N,生命,gyvenimas
485,Tod::N,死亡,mirtis
486,Grab::N,坟墓,kapas
487,Kirche::N,教堂,bažnyčia
488,Sünde::N,罪,nuodėmė
489,Sünde::N,罪,nusidėjimas
490,Gott::N,上帝,dievas
491,Arbeiter::N,工人,darbininkas
492,Chef::N,上司,šefas
493,Chef::N,上司,vadovas
494,Chef::N,上司,viršininkas
495,Meister::N,师傅,meistras
496,Arzt::N,医生,gydytojas
497,Lehrer::N,教师,mokytojas
498,Geld::N,钱,pinigai
499,Geschäft::N,交易,biznis
500,Laden::N,商店,krautuvė
501,Laden::N,商店,parduotuvė
502,Preis::N,价格,kaina
503,Ware::N,商品,prekė
504,Nutzen::N,好处,nauda
505,Nutzen::N,好处,pelnas
506,Reichtum::N,财富,turtas
507,Welt::N,世界,pasaulis
508,Land::N,国家,žemė
509,Land::N,国家,šalis
510,Staat::N,国家,valstija
511,König::N,国王,karalius
512,Macht::N,权力,galia
513,Macht::N,权力,valdžia
514,Grenze::N,边界,riba
515,Grenze::N,边界,siena
516,Krieg::N,战争,karas
517,Feind::N,敌人,priešas
518,Gewalt::N,暴力,jėga
519,Gewalt::N,暴力,smurtas
520,Gewalt::N,暴力,prievarta
521,Kampf::N,战斗,kova
522,Bogen[Waffe]::N,弓,lankas
523,Pfeil::N,箭,strėlė
524,Gewehr::N,枪,šautuvas
525,Fehler::N,错误,klaida
526,Lüge::N,谎话,melas
527,Schaden::N,损失,nuostolis
528,Schaden::N,损失,apgadinimas
529,Unglück::N,不幸,nelaimė
530,Schuld::N,过错,kaltė
531,Alter::N,年龄,amžius
532,Schluss::N,结束,pabaiga
533,Zeit::N,时间,laikas
534,Tag::N,天,diena
535,Morgen::N,早晨,rytas
536,Mittag::N,中午,vidurdienis
537,Abend::N,晚上,vakaras
538,Nacht::N,夜,naktis
539,Woche::N,星期,savaitė
540,Monat::N,月,mėnuo
541,Jahr::N,年,metai
542,Frühling::N,春天,pavasaris
543,Sommer::N,夏天,vasara
544,Herbst::N,秋天,ruduo
545,Winter::N,冬天,žiema
546,Januar::N,一月,sausis
547,Februar::N,二月,vasaris
548,März::N,三月,kovas
549,April::N,四月,balandis
550,Mai::N,五月,gegužė
551,Juni::N,六月,birželis
552,Juli::N,七月,liepa
553,August::N,八月,rugpjūtis
554,September::N,九月,rugsėjis
555,Oktober::N,十月,spalis
556,November::N,十一月,lapkritis
557,Dezember::N,十二月,gruodis
558,Montag::N,星期一,pirmadienis
559,Dienstag::N,星期二,antradienis
560,Mittwoch::N,星期三,trečiadienis
561,Donnerstag::N,星期四,ketvirtadienis
562,Freitag::N,星期五,penktadienis
563,Samstag::N,星期六,šeštadienis
564,Sonntag::N,星期日,sekmadienis
565,groß::A,大,didis
566,groß::A,大,didelis
567,klein::A,小,mažas
568,lang::A,长,ilgas
569,kurz::A,短,trumpas
570,breit::A,宽,platus
571,schmal::A,细长的,smulkus
572,dicht::A,密,tankus
573,dick[Gegenstand]::A,厚,storas
574,dünn::A,薄,plonas
575,fein::A,细小,smulkus
576,fest::A,固体,kietas
577,fest::A,固体,tvirtas
578,flach::A,平坦,lėkštas
579,flach::A,平坦,plokščias
580,glatt::A,光滑,slidus
581,hart::A,硬,kietas
582,weich::A,软,minkštas
583,rund::A,圆,apvalus
584,rund::A,圆,apskritas
585,spitz::A,尖,aštrus
586,spitz::A,尖,smailus
587,scharf::A,锋利,aštrus
588,stumpf::A,钝,bukas
589,stumpf::A,钝,atšipęs
590,schwer::A,重,sunkus
591,schön::A,美丽,gražus
592,heiß::A,烫,karštas
593,warm::A,暖和,šiltas
594,kalt::A,冷,šaltas
595,kühl::A,凉,vėsus
596,kühl::A,凉,bejausmis
597,frisch::A,新鲜,šviežias
598,feucht::A,潮湿,drėgnas
599,nass::A,湿,šlapias
600,trocken::A,干,sausas
601,voll::A,满,pilnas
602,leer::A,空,tuščias
603,offen::A,敞开,atviras
604,geschlossen::A,关闭,uždaras
605,geschlossen::A,关闭,uždarytas
606,sauber::A,干净,švarus
607,schmutzig::A,肮脏,nešvarus
608,schmutzig::A,肮脏,purvinas
609,roh::A,生,žalias
610,reif::A,成熟,prinokęs
611,reif::A,成熟,pribrendęs
612,lecker::A,好吃,gardus
613,süß::A,甜,saldus
614,bitter::A,苦,kartus
615,sauer::A,酸,gižus
616,sauer::A,酸,rūgštus
617,hell::A,亮,šviesus
618,hell::A,亮,skaistus
619,dunkel::A,阴暗,tamsus
620,schwarz::A,黑,juodas
621,weiß::A,白,baltas
622,rot::A,红,raudonas
623,gelb::A,黄,geltonas
624,blau::A,蓝,mėlynas
625,grün::A,绿,žalias
626,grau::A,灰色,pilkas
627,bunt::A,五彩,margas
628,bunt::A,五彩,spalvotas
629,billig::A,便宜,pigus
630,teuer::A,贵,brangus
631,wertvoll::A,贵重,vertingas
632,blind::A,瞎,aklas
633,taub::A,聋,kurčias
634,kräftig::A,强壮,stiprus
635,stark::A,强壮,stiprus
636,schwach::A,弱,silpnas
637,fett::A,胖,riebus
638,schlank::A,苗条,laibas
639,schlank::A,苗条,lieknas
640,hübsch::A,漂亮,gražus
641,böse::A,邪恶,blogas
642,dumm::A,笨,paikas
643,dumm::A,笨,kvailas
644,faul::A,懒惰,tingus
645,fleißig::A,勤奋,stropus
646,fleißig::A,勤奋,kruopštus
647,geizig::A,吝啬,šykštus
648,klug::A,聪明,sumanus
649,klug::A,聪明,protingas
650,geschickt::A,灵巧,apsukrus
651,lieb::A,可爱,mielas
652,lustig::A,快乐,smagus
653,lustig::A,快乐,linksmas
654,sanft::A,柔和,švelnus
655,sanft::A,柔和,minkštas
656,hungrig::A,饥饿,alkanas
657,krank::A,患病,ligotas
658,krank::A,患病,sergantis
659,nackt::A,裸体,nuogas
660,traurig::A,悲哀,liūdnas
661,lebendig::A,活,gyvas
662,gut::A,好,geras
663,schlecht::A,坏,blogas
664,schlecht::A,坏,prastas
665,richtig::A,正确,tikras
666,richtig::A,正确,teisingas
667,schlimm::A,糟糕,blogas
668,schlimm::A,糟糕,prastas
669,wahr::A,真,tikras
670,alt::A,旧,senas
671,neu::A,新,naujas
672,ehemalig::A,以前,buvęs
673,alt[Lebewesen]::A,老,pagyvenęs
674,jung::A,年轻,jaunas
675,arm::A,贫穷,neturtingas
676,reich::A,富裕,turtingas
677,bekannt::A,出名,žinomas
678,bekannt::A,出名,pažįstamas
679,berühmt::A,著名,žymus
680,berühmt::A,著名,garsus
681,fremd::A,陌生,svetimas
682,verschieden::A,不同,įvairus
683,nah::A,近,artimas
684,fern::A,遥远,tolimas
685,linker::A,左,kairys
686,rechter::A,右,dešinys
687,anderer::A,别的,kitas
688,erster::A,第一,pirmas
689,zweiter::A,第二,antras
690,dritter::A,第三,trečias
691,letzter::A,最后,paskutinis
692,allein::ADV,单独,vienas
693,auf einmal::ADV,同时,iš karto
694,zusammen::ADV,一起,kartu
695,zusammen::ADV,一起,drauge
696,lange::ADV,许久,ilgai
697,plötzlich::ADV,忽然,staiga
698,sofort::ADV,立刻,tuojau
699,später::ADV,以后,vėliau
700,später::ADV,以后,paskiau
701,jetzt::ADV,现在,dabãr
702,heute::ADV,今天,šiandien
703,morgen::ADV,明天,rytoj
704,bald::ADV,即将,greitai
705,bald::ADV,即将,netrukus
706,dann::ADV,然后,po to
707,gestern::ADV,昨天,vakar
708,einst::ADV,曾经,kadaise
709,einst::ADV,曾经,kitą kartą
710,damals::ADV,当时,anuomet
711,damals::ADV,当时,anuokart
712,danach::ADV,随后,po to
713,danach::ADV,随后,paskui
714,vorher::ADV,事先,anksčiau
715,zuerst::ADV,首先,pirma
716,zuerst::ADV,首先,iš pradžių̃
717,einmal::ADV,一次,kartą
718,einmal::ADV,一次,vieną kartą
719,manchmal::ADV,有时,kai kada
720,oft::ADV,时常,dažnai
721,immer::ADV,总是,visada
722,immer::ADV,总是,visuomet
723,niemals::ADV,从未,niekada
724,niemals::ADV,从未,niekuomet
725,hier::ADV,这里,čia
726,hierhin::ADV,到这里,šen
727,hierhin::ADV,到这里,čionai
728,von hier::ADV,由此,iš čia
729,dort::ADV,那里,ten
730,dort::ADV,那里,tenai
731,dorthin::ADV,到那里,ten
732,dorthin::ADV,到那里,ten link
733,geradeaus::ADV,一直往前,tiesiai
734,vorwärts::ADV,向前,pirmyn
735,rückwärts::ADV,向后,atbulai
736,zurück::ADV,退后,atgal
737,unten::ADV,下面,žemai
738,unten::ADV,下面,apačioje
739,hinab::ADV,向下,žemyn
740,oben::ADV,上面,viršuj
741,hinauf::ADV,向上,aukštyn
742,hinauf::ADV,向上,į viršų
743,überall::ADV,到处,visur
744,nicht::ADV,不,ne
745,ein wenig::ADV,一点儿,truputį
746,kaum::ADV,几乎不,vos
747,sehr::ADV,很,labai
748,sehr::ADV,很,baisiai
749,so::ADV,如此,taip
750,noch::ADV,还,dar
751,nur::ADV,只,tik
752,nur::ADV,只,vien
753,schon::ADV,已经,jau
754,wieder::ADV,又,vėl
755,wieder::ADV,又,iš naujo
756,vor::PRP,在...面前,prieš
757,hinter::PRP,在...背后,už
758,unter::PRP,在...下面,po
759,durch::PRP,穿过,pro
760,durch::PRP,穿过,per
761,neben::PRP,在...旁,prie
762,neben::PRP,在...旁,šalia
763,zwischen::PRP,在...之间,tarp
764,wegen::PRP,由于,dėl
765,wegen::PRP,由于,dėlei
766,dies::PRN,这,šis
767,dies::PRN,这,šitas
768,das::PRN,那,tat
769,alles::PRN,一切,visas
770,ich::PRN,我,aš
771,du::PRN,你,tu
772,er::PRN,他,jis
773,wir::PRN,我们,mes
774,ihr::PRN,你们,jūs
775,sie::PRN,她,ji
776,sie::PRN,她,jos
777,was::FPRN,什么,kas
778,wer::FPRN,谁,kas
779,wo::FADV,哪里,kur
780,wohin::FADV,去哪里,kur
781,wohin::FADV,去哪里,kur link
782,wie::FADV,怎么,kaip
783,warum::FADV,为什么,kod̃ėl
784,warum::FADV,为什么,dėl ko
785,wieviel::FNUM,多少,kiek
786,eins::NUM,一,vienas
787,zwei::NUM,二,du
788,drei::NUM,三,trys
789,vier::NUM,四,keturi
790,fünf::NUM,五,penki
791,sechs::NUM,六,šeši
792,sieben::NUM,七,septyni
793,acht::NUM,八,aštuoni
794,neun::NUM,九,devyni
795,zehn::NUM,十,dešimt
796,elf::NUM,十一,vienuolika
797,zwölf::NUM,十二,dvylika
798,zwanzig::NUM,二十,dvidešimt
799,dreißig::NUM,三十,trisdešimt
800,vierzig::NUM,四十,keturiasdešimt
801,fünfzig::NUM,五十,penkiasdešimt
802,sechzig::NUM,六十,šešiasdešimt
803,siebzig::NUM,七十,septyniasdešimt
804,achtzig::NUM,八十,aštuoniasdešimt
805,neunzig::NUM,九十,devyniasdešimt
806,hundert::NUM,百,šimtas
807,tausend::NUM,千,tūkstantis
808,und::CNJ,和,ĩr
809,oder::CNJ,或者,ar
810,oder::CNJ,或者,arba
811,stehen::V,站,stovėti
812,sitzen::V,坐,sėdėti
813,liegen::V,躺着,gulėti
814,hängen::V,挂着,kyboti
815,hängen::V,挂着,kabėti
816,werden::V,成为,taptis
817,werden::V,成为,darytis
818,passieren::V,发生,atsitikti
819,passieren::V,发生,pasitaikyti
820,beginnen::V,开始,prasid́ėti
821,enden::V,终止,baigtis
822,wechseln::V,变迁,keistis
823,wechseln::V,变迁,pasikeisti
