,Concept_ID,az,sl
71,Boden::N,zəmin,tlà
72,Erde::N,yer torpaq,pŕst
73,Erde::N,yer torpaq,zêmlja
74,Staub::N,toz,práh
75,Rauch::N,tüstü,dìm
76,Funke::N,qığılcım,ískra
77,Feuer::N,od,ôgenj
78,Licht::N,işıq,lúč
79,Schatten::N,kölgə,sénca
80,Wetter::N,hava,vrême
81,Nebel::N,duman,meglà
82,Wolke::N,bulud,oblák
83,Regen::N,yağış,dèž
84,Regen::N,yağmur,dèž
85,Schnee::N,qar,snég
86,Eis::N,buz,léd
87,Frost::N,ayaz,zmrzál
88,Kälte::N,soyuq,mràz
89,Hitze::N,coşğunluq,pripéka
90,Raureif::N,qırov,ívje
91,Raureif::N,qırov,slána
92,Regenbogen::N,göy qurşağı,mávrica
93,Donner::N,göy gurultusu,gròm
94,Strömung::N,axın,strúja
95,Tropfen::N,damcı,káplja
96,Schaum::N,köpük,péna
97,Schmutz::N,çamır,nesnága
98,See::N,göl,jézero
99,Sumpf::N,bataqlıq,močvírje
100,Moor::N,bataqlıq,bárje
101,Wiese::N,çəmən,trávnik
102,Wald::N,meşə,lés
103,Wald::N,meşə,gòzd
104,Hügel::N,təpə,brég
105,Hügel::N,təpə,goríca
106,Anhöhe::N,təpə,gríč
107,Anhöhe::N,təpə,višína
108,Berg::N,dağ,gôra
109,Berg::N,dağ,planína
110,Gipfel::N,zirvə,vŕh
111,Höhle::N,mağara,jáma
112,Höhle::N,mağara,votlína
113,Abhang::N,yamac,pobóčje
114,Quelle::N,bulaq,izvír
115,Bach::N,kiçik çay,pôtok
116,Fluss::N,çay,réka
117,Ufer::N,kənar,brég
118,Küste::N,sahil,obála
119,Küste::N,sahil,obréžje
120,Festland::N,materik,celína
121,Festland::N,materik,kopnína
122,Meer::N,dəniz,mórje
123,Bucht::N,körfəz,zalív
124,Insel::N,ada,ôtok
125,Blume::N,çiçək,cvetlíca
126,Gras::N,ot,tráva
127,Wurzel::N,kök,korenína
128,Baum::N,ağac,drevó
129,Stamm::N,gövdə,dêblo
130,Rinde::N,qabıq,lúbje
131,Rinde::N,qabıq,skórja
132,Ast::N,şax,véja
133,Zweig::N,budaq,véja
134,Blatt::N,yarpaq,líst
135,Birke::N,tozağacı,bréza
136,Kiefer[Baum]::N,şam,bòr
137,Weide[Baum]::N,söyüd,vŕba
138,Tanne::N,küknar,hója
139,Horn::N,buynuz,róg
140,Feder::N,tük,peró
141,Feder::N,lələk,peró
142,Fell::N,xəz,kŕzno
143,Flügel::N,qanad,krílo
144,Klaue::N,pəncə,párkelj
145,Kralle::N,dırnaq,krémpelj
146,Schwanz::N,quyruq,rèp
147,Ei::N,yumurta,jájce
148,Nest::N,yuva,gnézdo
149,Bau::N,yuva,brlòg
150,Tier::N,heyvan,živál
151,Herde::N,sürü,čréda
152,Kuh::N,inək,kráva
153,Bulle::N,öküz,bìk
154,Pferd::N,at,kònj
155,Schaf::N,qoyun,ôvca
156,Schwein::N,donuz,svínja
157,Hund::N,it,pès
158,Hund::N,köpək,pès
159,Katze::N,pişik,máčka
160,Bär::N,ayı,mêdved
161,Eichhörnchen::N,dələ,véverica
162,Elch::N,sığın,lós
163,Fuchs::N,tülkü,lisíca
164,Hase::N,dovşan,zájec
165,Maus::N,siçan,mìš
166,Wolf::N,qurd,vólk
167,Vogel::N,quş,ptìč
168,Vogel::N,quş,ptíca
169,Schwarm::N,sürü,játa
170,Huhn::N,toyuq,kokóš
171,Hahn::N,xoruz,petêlin
172,Gans::N,qaz,gós
173,Adler::N,qartal,ôrel
174,Adler::N,qaraquş,ôrel
175,Ente::N,ördək,ráca
176,Eule::N,bayquş,sôva
177,Kranich::N,durna,žerjàv
178,Krähe::N,qarğa,vrána
179,Kuckuck::N,ququ,kúkavica
180,Schwan::N,qu quşu,labód
181,Fisch::N,balıq,ríba
182,Barsch::N,tar,ostríž
183,Hecht::N,durnabalığı,ščúka
184,Schlange[Tier]::N,ilan,káča
185,Wurm::N,qurd,čr̀v
186,Wurm::N,qurd,glísta
187,Spinne::N,hörümçək,pájek
188,Ameise::N,qarışqa,mrávlja
189,Laus::N,bit,úš
190,Mücke::N,ağcaqanad,komár
191,Fliege::N,milçək,múha
192,Schmetterling::N,kəpənək,metúlj
193,Beere::N,gilə,jágoda
194,Apfel::N,alma,jábolko
195,Pilz::N,göbələk,góba
196,Zwiebel::N,soğan,čebúla
197,Saat::N,əkin,séme
198,Korn::N,taxıl,zŕno
199,Heu::N,quru ot,senó
200,Schale::N,qabıq,lupína
201,Grube::N,çuxur,jáma
202,Falle::N,tələ,pást
203,Falle::N,duzaq,pást
204,Schlinge::N,ilmək,zánka
205,Schlinge::N,ilmək,pêtlja
206,Spur::N,iz,sléd
207,Asche::N,kül,pepél
208,Dreck::N,kir,bláto
209,Eisen::N,dəmir,želézo
210,Gold::N,altun,zlató
211,Silber::N,gümüş,srebró
212,Kohle::N,kömür,ógel
213,Glas::N,şüşə,stêklo
214,Lehm::N,gil,ílo
215,Lehm::N,palçıq,ílo
216,Sand::N,qum,pések
217,Mensch::N,adam,člôvek
218,Mensch::N,insan,člôvek
219,Mann::N,kişi,móž
220,Mann::N,kişi,môški
221,Frau::N,qadın,gospá
222,Frau::N,qadın,žénska
223,Kind::N,uşaq,déte
224,Kind::N,uşaq,otròk
225,Junge::N,oğlan,fànt
226,Junge::N,oğlan,déček
227,Mädchen::N,qız,deklè
228,Mädchen::N,qız,déklica
229,Familie::N,ailə,družína
230,Großvater::N,baba,dèd
231,Großvater::N,baba,dédek
232,Großmutter::N,nənə,bábica
233,Eltern::N,valideyn,stárši
234,Vater::N,ata,ôče
235,Mutter::N,ana,máma
236,Sohn::N,oğul,sín
237,Tochter::N,qız,hčí
238,Tochter::N,qız,hčérka
239,Bruder::N,qardaş,bràt
240,Schwester::N,bacı,sêstra
241,Onkel::N,əmi,újec
242,Onkel::N,əmi,stríc
243,Onkel::N,dayı,újec
244,Onkel::N,dayı,stríc
245,Tante::N,bibi,têta
246,Tante::N,bibi,strína
247,Ehemann::N,ər,móž
248,Ehemann::N,ər,sopróg
249,Ehefrau::N,arvad,žêna
250,Ehefrau::N,arvad,sopróga
251,Freude::N,nəşə,rádost
252,Freude::N,nəşə,vesêlje
253,Freude::N,sevinc,rádost
254,Freude::N,sevinc,vesêlje
255,Gelächter::N,gülüş,sméh
256,Gelächter::N,gülüş,grohòt
257,Gelächter::N,qəhqəhə,sméh
258,Gelächter::N,qəhqəhə,grohòt
259,Glück::N,səadət,sréča
260,Glück::N,xoşbəxtlik,sréča
261,Kummer::N,qəm,gorjé
262,Kummer::N,kədər,gorjé
263,Wunsch::N,arzu,žêlja
264,Lust::N,həvəs,poželênje
265,Geist::N,ruh,dúša
266,Gedanke::N,fikir,mísel
267,Gedanke::N,düşüncə,mísel
268,Gedächtnis::N,xatir,pámet
269,Gedächtnis::N,hafizə,pámet
270,Verstand::N,ağıl,
271,Sinn::N,məna,pomèn
272,Sinn::N,məna,smísel
273,Grund::N,səbəb,vzròk
274,Wahrheit::N,haqq,resníca
275,Wahrheit::N,doğruluq,resníca
276,Gespräch::N,söhbət,pogóvor
277,Gespräch::N,qonuşma,pogóvor
278,Märchen::N,nağıl,právljica
279,Erzählung::N,hekayə,povést
280,Nachricht::N,xəbər,sporočílo
281,Neuigkeit::N,xəbər,novóst
282,Neuigkeit::N,yenilik,novóst
283,Name::N,ad,imé
284,Rätsel::N,tapmaca,ugánka
285,Rede::N,nitq,góvor
286,Sprache::N,dil,jêzik
287,Stimme::N,səs,glás
288,Wort::N,söz,beséda
289,Wort::N,kəlmə,beséda
290,Zeichen::N,nişan,znák
291,Ruf::N,çığırtı,klíc
292,Lärm::N,gurultu,hrúp
293,Lärm::N,gurultu,trúšč
294,Laut::N,səs,glás
295,Ton::N,ton,tón
296,Lied::N,mahnı,pésem
297,Ruhe::N,sakitlik,pokòj
298,Leute::N,xalq,ljudjé
299,Volk::N,millət,národ
300,Arbeit::N,iş,délo
301,Arbeit::N,əmək,délo
302,Gast::N,qonaq,gòst
303,Gast::N,müsafir,gòst
304,Geschenk::N,hədiyyə,darílo
305,Spiel::N,oyun,ígra
306,Spiel::N,tamaşa,ígra
307,Gesellschaft::N,cəmiyyet,drúžba
308,Hilfe::N,kömək,pomóč
309,Hilfe::N,yardım,pomóč
310,Freund::N,dost,prijátelj
311,Kamerad::N,yoldaş,továriš
312,Angelegenheit::N,iş,zadéva
313,Anzahl::N,say,števílo
314,Art::N,çeşid,vŕsta
315,Stück::N,dənə,kós
316,Stück::N,parça,kós
317,Teil::N,qisim,dél
318,Hälfte::N,yarım,polovíca
319,Kreis::N,dairə,króg
320,Kreis::N,dairə,kolobár
321,Kreuz::N,xaç,kríž
322,Linie::N,xətt,próga
323,Strich::N,cızıq,čŕta
324,Abstand::N,məsafə,preslédek
325,Entfernung::N,məsafə,oddáljenost
326,Entfernung::N,uzaqlıq,oddáljenost
327,Gegend::N,bölgə,kràj
328,Gegend::N,bölgə,dežêla
329,Platz::N,yer,prôstor
330,Ort::N,yer,mésto
331,Seite::N,yan,bòk
332,Seite::N,yan,strán
333,Seite::N,tərəf,bòk
334,Seite::N,tərəf,strán
335,Mitte::N,orta,sredína
336,Gegenstand::N,şey,prédmet
337,Sache::N,şey,réč
338,Sache::N,şey,stvár
339,Rand::N,kənar,kràj
340,Kante::N,tiyə,rób
341,Kante::N,kənar,rób
342,Ecke::N,bucaq,vogál
343,Spitze::N,uc,óst
344,Ende::N,son,kônec
345,Ende::N,axır,kônec
346,Loch::N,deşik,lúknja
347,Winkel::N,guşə,kót
348,Muster::N,ülgü,vzórec
349,Größe::N,böyüklük,veličína
350,Länge::N,uzunluq,dolžína
351,Höhe::N,yüksəklik,vršína
352,Gewicht::N,çəki,téža
353,Gewicht::N,ağırlıq,téža
354,Menge::N,miqdar,količína
355,Haufen::N,yığın,kùp
356,Haufen::N,yığın,kopíca
357,Reihe::N,səf,níz
358,Reihe::N,səf,vŕsta
359,Reihe::N,sıra,níz
360,Reihe::N,sıra,vŕsta
361,Boot::N,qayıq,čóln
362,Ruder::N,kürək,vêslo
363,Schlitten::N,kirşə,saní
364,Ski::N,xizək,smučí
365,Lagerfeuer::N,düşərgə tonqalı,táborni ôgenj
366,Last::N,yük,tôvor
367,Gang::N,yeriş,hòd
368,Schritt::N,addım,korák
369,Norden::N,şimal,séver
370,Süden::N,cənub,júg
371,Westen::N,qərb,zapàd
372,Osten::N,şərq,vzhòd
373,Holz::N,ağac,lés
374,Holz::N,taxta,lés
375,Brett::N,taxta,deskà
376,Platte::N,lövhə,plôča
377,Stütze::N,dayaq,opóra
378,Stütze::N,dayaq,zaslómba
379,Stütze::N,dəstək,opóra
380,Stütze::N,dəstək,zaslómba
381,Stange::N,şüvül,gréd
382,Stock::N,dəyənək,pálica
383,Stab::N,əsa,pálica
384,Stab::N,şüvül,pálica
385,Rohr::N,boru,cév
386,Rohr::N,truba,cév
387,Haus::N,ev,híša
388,Heim::N,ev,dóm
389,Ofen::N,peç,péč
390,Ofen::N,soba,péč
391,Fußboden::N,döşəmə,pòd
392,Tisch::N,masa,míza
393,Stuhl::N,stul,stòl
394,Wiege::N,beşik,zíbel
395,Bett::N,yataq,póstelja
396,Regal::N,rəf,políca
397,Kiste::N,yeşik,zabòj
398,Kiste::N,sandıq,zabòj
399,Fenster::N,pəncərə,ôkno
400,Tür::N,qapı,vráta
401,Tor::N,darvaza,velíka vráta
402,Zaun::N,çəpər,ográja
403,Dach::N,dam,stréha
404,Leiter::N,nərdivan,léstev
405,Besen::N,süpürgə,mêtla
406,Spaten::N,kürək,lopáta
407,Schaufel::N,kürək,lopáta
408,Gabel::N,çəngəl,vílice
409,Löffel::N,qaşıq,žlíca
410,Messer::N,bıçaq,nòž
411,Nagel::N,mıx,žebèlj
412,Netz::N,tor,mréža
413,Haken::N,çəngəl,kljúka
414,Griff::N,qulp,ročáj
415,Griff::N,qulp,oprijèm
416,Griff::N,tutacaq,ročáj
417,Griff::N,tutacaq,oprijèm
418,Schloss::N,qıfıl,ključávnica
419,Bild::N,rəsm,slíka
420,Figur::N,şəkil,figúra
421,Figur::N,şəkil,postáva
422,Figur::N,heykəl,figúra
423,Figur::N,heykəl,postáva
424,Puppe::N,kukla,lútka
425,Puppe::N,gəlincik,lútka
426,Beutel::N,kisə,môšnja
427,Beutel::N,torba,môšnja
428,Bündel::N,bağlama,cúla
429,Bündel::N,bağlama,svéženj
430,Tasche::N,çanta,tórba
431,Tasche::N,çanta,tobôlec
432,Eimer::N,vedrə,vêdro
433,Eimer::N,çəllək,vêdro
434,Deckel::N,qapaq,pokròv
435,Deckel::N,qapaq,poklópec
436,Geschirr::N,qab-qazan,posóda
437,Sack::N,çuval,vréča
438,Tasse::N,fincan,skodélica
439,Topf::N,qazan,lônec
440,Kessel::N,qazan,kôtel
441,Essen::N,yemək,hrána
442,Nahrung::N,qida,živílo
443,Speise::N,xörək,jéd
444,Fleisch::N,ət,mesó
445,Getreide::N,taxıl,žíto
446,Brei::N,aş,káša
447,Brei::N,sıyıq,káša
448,Brot::N,çörək,krùh
449,Scheibe::N,dilim,réženj
450,Fett::N,yağ,mást
451,Fett::N,yağ,maščôba
452,Butter::N,kərə yağı,máslo
453,Öl::N,yağ,ólje
454,Salz::N,duz,sól
455,Suppe::N,şorba,júha
456,Honig::N,bal,méd
457,Milch::N,süd,mléko
458,Tee::N,çay,čáj
459,Leder::N,dəri,úsnje
460,Wolle::N,yun,vólna
461,Stoff::N,qumaş,blagó
462,Nadel::N,iynə,ígla
463,Faden::N,sap,nít
464,Knopf::N,düymə,gúmb
465,Knoten::N,düyün,vôzel
466,Farbe::N,boya,bárva
467,Kleidung::N,geyim,obléka
468,Hemd::N,köynək,srájca
469,Kragen::N,yaxa,ovrátnik
470,Ärmel::N,qol,rokáv
471,Hose::N,şalvar,hláče
472,Gürtel::N,kəmər,pás
473,Mütze::N,şapka,kápa
474,Mütze::N,şapka,čépica
475,Schuh::N,tufli,čévelj
476,Schuh::N,ayaqqabı,čévelj
477,Stiefel::N,çəkmə,škórenj
478,Ring::N,üzük,pŕstan
479,Band::N,lent,trák
480,Kamm::N,daraq,glavník
481,Spiegel::N,güzgü,zrcálo
482,Spiegel::N,güzgü,ogledálo
483,Riemen::N,qayış,jêrmen
484,Schnur::N,ip,vŕvca
485,Leine::N,kəmsik,konôpec
486,Decke::N,ədyal,odéja
487,Decke::N,yorğan,odéja
488,Kissen::N,yastıq,blazína
489,Tuch::N,şarf,pŕt
490,Tuch::N,şarf,rúta
491,Tuch::N,kaşne,pŕt
492,Tuch::N,kaşne,rúta
493,Handtuch::N,dəsmal,brisáča
494,Kraft::N,güc,síla
495,Stärke::N,qüvvət,jákost
496,Gesundheit::N,sağlamlıq,zdrávje
497,Krankheit::N,xəstəlik,bolézen
498,Schmerz::N,ağrı,ból
499,Schmerz::N,ağrı,bolečína
500,Schmerz::N,sancı,ból
501,Schmerz::N,sancı,bolečína
502,Wunde::N,yara,rána
503,Fieber::N,isitmə,vročína
504,Fieber::N,qızdırma,vročína
505,Arznei::N,ilaç,lék
506,Arznei::N,ilaç,zdravílo
507,Arznei::N,dərman,lék
508,Arznei::N,dərman,zdravílo
509,Brücke::N,körpü,móst
510,Brunnen::N,quyu,vodnják
511,Weide::N,otlaq,páša
512,Pfad::N,cığır,stezà
513,Weg::N,yol,pót
514,Straße::N,küçə,césta
515,Dorf::N,kənd,vás
516,Stadt::N,şəhər,mésto
517,Brief::N,məktub,písmo
518,Buch::N,kitab,knjíga
519,Buchstabe::N,hərf,čŕka
520,Zeitung::N,qəzet,čásnik
521,Leben::N,həyat,življênje
522,Tod::N,ölüm,smŕt
523,Grab::N,qəbir,gròb
524,Kirche::N,kilsə,cérkev
525,Sünde::N,günah,gréh
526,Gott::N,tanrı,bóg
527,Arbeiter::N,işçi,délavec
528,Chef::N,şef,šéf
529,Chef::N,rəis,šéf
530,Meister::N,usta,mójster
531,Arzt::N,həkim,zdravník
532,Arzt::N,doktor,zdravník
533,Lehrer::N,müəllim,učítelj
534,Geld::N,pul,denár
535,Geschäft::N,ticarət,kupčíja
536,Laden::N,dükan,trgovína
537,Preis::N,qiymət,céna
538,Ware::N,mal,róba
539,Nutzen::N,fayda,príd
540,Reichtum::N,zənginlik,bogástvo
541,Welt::N,aləm,svét
542,Welt::N,dünya,svét
543,Land::N,ölkə,dežêla
544,Staat::N,dövlət,držáva
545,König::N,kral,králj
546,König::N,məlik,králj
547,Macht::N,qüdrət,oblást
548,Grenze::N,hüdud,mêja
549,Grenze::N,sərhət,mêja
550,Krieg::N,hərb,vôjna
551,Krieg::N,müharibə,vôjna
552,Feind::N,düşmən,sovrážnik
553,Gewalt::N,cəbr,nasílje
554,Kampf::N,savaş,bòj
555,Kampf::N,savaş,bórba
556,Bogen[Waffe]::N,yay,lók
557,Pfeil::N,ox,puščíca
558,Gewehr::N,tüfəng,púška
559,Fehler::N,xəta,zmóta
560,Lüge::N,yalan,láž
561,Schaden::N,ziyan,okvára
562,Unglück::N,bəla,nesréča
563,Schuld::N,təqsir,krívda
564,Alter::N,yaş,dôba
565,Schluss::N,son,kônec
566,Zeit::N,vaxt,čàs
567,Zeit::N,zaman,čàs
568,Tag::N,gün,dán
569,Morgen::N,sabah,jútro
570,Mittag::N,günorta,póldan
571,Abend::N,axşam,večér
572,Nacht::N,gecə,nóč
573,Woche::N,həftə,téden
574,Monat::N,ay,mésec
575,Jahr::N,il,léto
576,Frühling::N,yaz,pomlád
577,Frühling::N,bahar,pomlád
578,Sommer::N,yay,polétje
579,Herbst::N,payız,jesén
580,Winter::N,qış,zíma
581,Januar::N,Janvar,jánuar
582,Februar::N,Fevral,fébruar
583,März::N,Mart,márec
584,April::N,Aprel,apríl
585,Mai::N,May,máj
586,Juni::N,İyun,júnij
587,Juli::N,İyul,júlij
588,August::N,Avqust,avgúst
589,September::N,Sentyabr,septêmber
590,Oktober::N,Oktyabr,október
591,November::N,Noyabr,novêmber
592,Dezember::N,Dekabr,decémber
593,Montag::N,bazar ertəsi,ponedéljek
594,Dienstag::N,çərşənbə axşamı,tôrek
595,Mittwoch::N,çərşənbə,sréda
596,Donnerstag::N,cüme axşamı,četŕtek
597,Freitag::N,cüme,pétek
598,Samstag::N,şənbə,sobóta
599,Sonntag::N,bazar,nedélja
600,groß::A,böyük,vêlik
601,klein::A,kiçik,májhen
602,lang::A,uzun,dólg
603,kurz::A,qısa,krátek
604,breit::A,enli,širòk
605,breit::A,geniş,širòk
606,schmal::A,dar,ózek
607,dicht::A,sıx,góst
608,dick[Gegenstand]::A,qalın,dêbel
609,dünn::A,nazik,tánek
610,fein::A,incə,drôben
611,fest::A,bərk,tŕden
612,fest::A,möhkəm,tŕden
613,flach::A,düz,plán
614,flach::A,düz,plòsk
615,glatt::A,hamar,gládek
616,hart::A,sərt,tŕd
617,weich::A,yumşaq,mehák
618,rund::A,yuvarlaq,okrógel
619,spitz::A,uclu,šílast
620,spitz::A,sivri,šílast
621,scharf::A,kəskin,óster
622,stumpf::A,küt,tóp
623,stumpf::A,küt,skŕhan
624,schwer::A,ağır,têžek
625,schön::A,gözəl,lép
626,schön::A,gözəl,krásen
627,schön::A,gəşəng,lép
628,schön::A,gəşəng,krásen
629,heiß::A,isti,vròč
630,warm::A,ilıq,tôpel
631,kalt::A,soyuq,mŕzel
632,kalt::A,soyuq,hláden
633,kühl::A,sərin,hláden
634,frisch::A,təzə,svéž
635,feucht::A,nəm,vlážen
636,nass::A,yaş,móker
637,trocken::A,quru,súh
638,voll::A,dolu,póln
639,leer::A,boş,prázen
640,offen::A,açıq,odpŕt
641,geschlossen::A,qapalı,zapŕt
642,sauber::A,təmiz,číst
643,sauber::A,təmiz,líčen
644,schmutzig::A,kirli,umázan
645,roh::A,çiy,suròv
646,reif::A,yetişmiş,zrèl
647,lecker::A,dadlı,okúsen
648,lecker::A,ləzzətli,okúsen
649,süß::A,şirin,sládek
650,bitter::A,acı,grenák
651,sauer::A,turş,kísel
652,hell::A,aydın,svetèl
653,dunkel::A,qaranlıq,temèn
654,schwarz::A,qara,čŕn
655,weiß::A,ağ,bél
656,rot::A,qırmızı,rdèč
657,gelb::A,sarı,žólt
658,gelb::A,sarı,rumèn
659,blau::A,göy,móder
660,blau::A,mavi,móder
661,grün::A,yaşıl,zelèn
662,grau::A,boz,sív
663,bunt::A,əlvan,písan
664,bunt::A,rəngli,písan
665,billig::A,ucuz,pocéni
666,teuer::A,bahalı,drág
667,wertvoll::A,qiymətli,dragocén
668,blind::A,kor,slép
669,taub::A,kar,glúh
670,kräftig::A,güclü,močán
671,stark::A,qüvvətli,ják
672,schwach::A,zəif,šíbek
673,schwach::A,gücsüz,šíbek
674,fett::A,şişman,dêbel
675,schlank::A,zərif,vítek
676,hübsch::A,göyçək,lép
677,böse::A,fəna,zèl
678,böse::A,fəna,hudôben
679,dumm::A,axmaq,glúp
680,dumm::A,axmaq,bédast
681,faul::A,tənbəl,lén
682,fleißig::A,çalışqan,marljív
683,geizig::A,xəsis,škŕt
684,klug::A,ağıllı,pámeten
685,geschickt::A,bacarıqlı,spréten
686,lieb::A,əziz,míl
687,lieb::A,əziz,ljúb
688,lieb::A,sevimli,míl
689,lieb::A,sevimli,ljúb
690,lustig::A,məzəli,vesél
691,lustig::A,gülməli,vesél
692,sanft::A,mülayim,láhek
693,hungrig::A,ac,láčen
694,krank::A,xəstə,bolán
695,nackt::A,çılpaq,nág
696,traurig::A,qəmgin,túžen
697,traurig::A,kədərli,túžen
698,lebendig::A,canlı,žív
699,gut::A,yaxşı,dóber
700,schlecht::A,pis,malopríden
701,richtig::A,doğru,pravílen
702,schlimm::A,fəna,húd
703,wahr::A,gərçək,resníčen
704,alt::A,əski,stàr
705,alt::A,köhnə,stàr
706,neu::A,yeni,nòv
707,ehemalig::A,əvvəlki,nekdánji
708,alt[Lebewesen]::A,qoca,stàr
709,jung::A,gənc,mlád
710,arm::A,kasıb,ubóg
711,arm::A,kasıb,réven
712,arm::A,yoxsul,ubóg
713,arm::A,yoxsul,réven
714,reich::A,zəngin,bogàt
715,bekannt::A,tanış,znán
716,berühmt::A,məşhur,sláven
717,berühmt::A,məşhur,znamenít
718,fremd::A,yad,túj
719,verschieden::A,dürlü,razlíčen
720,nah::A,yaxın,blížnji
721,fern::A,uzaq,dáleč
722,linker::A,sol,lévi
723,rechter::A,sağ,désni
724,anderer::A,başqa,drúgi
725,erster::A,birinci,pŕvi
726,zweiter::A,ikinci,drúgi
727,dritter::A,üçüncü,trétji
728,letzter::A,sonuncu,poslédnji
729,letzter::A,axırıncı,poslédnji
730,allein::ADV,tək,sám
731,allein::ADV,yalqız,sám
732,auf einmal::ADV,birdən,obênem
733,zusammen::ADV,birlikdə,skúpaj
734,lange::ADV,uzun,dólgo
735,plötzlich::ADV,qəfildən,náglo
736,plötzlich::ADV,qəfildən,nenádoma
737,sofort::ADV,həmən,prècej
738,sofort::ADV,dərhal,prècej
739,später::ADV,sonra,poznêje
740,jetzt::ADV,indi,zdàj
741,heute::ADV,bugün,dánes
742,morgen::ADV,sabah,jútri
743,bald::ADV,yaxında,kmálu
744,bald::ADV,tezliklə,kmálu
745,dann::ADV,onda,nató
746,gestern::ADV,dünən,včéraj
747,einst::ADV,əvvəllər,nékdaj
748,damals::ADV,o vaxt,tedàj
749,damals::ADV,o vaxt,takràt
750,danach::ADV,sonra,potèm
751,vorher::ADV,qabaqcadan,poprèj
752,zuerst::ADV,əvvəl,spŕva
753,einmal::ADV,bir dəfə,ênkrat
754,manchmal::ADV,hərdənbir,včásih
755,oft::ADV,tez-tez,pogósto
756,oft::ADV,çox vaxt,pogósto
757,immer::ADV,daimi,védno
758,immer::ADV,daimi,zméraj
759,immer::ADV,həmişə,védno
760,immer::ADV,həmişə,zméraj
761,niemals::ADV,əsla,nikdàr
762,niemals::ADV,heç bir zaman,nikdàr
763,hier::ADV,bura,tù
764,hier::ADV,bura,túkaj
765,hier::ADV,burada,tù
766,hier::ADV,burada,túkaj
767,hierhin::ADV,buraya,sèmkaj
768,von hier::ADV,buradan,od tú
769,dort::ADV,ora,tàm
770,dort::ADV,orada,tàm
771,dorthin::ADV,oraya,tjà
772,geradeaus::ADV,düz,rávno napréj
773,vorwärts::ADV,irəli,napréj
774,rückwärts::ADV,geri,zádaj
775,zurück::ADV,geriyə,nazáj
776,unten::ADV,aşağıda,dôli
777,unten::ADV,aşağıda,spôdaj
778,hinab::ADV,aşağı,dôl
779,oben::ADV,yuxarıda,gôri
780,oben::ADV,yuxarıda,zgôraj
781,hinauf::ADV,yuxarı,gôr
782,überall::ADV,hər yerdə,povsód
783,nicht::ADV,-ma-,ne
784,ein wenig::ADV,bir az,málo
785,kaum::ADV,güclə,kómaj
786,sehr::ADV,çox,zeló
787,so::ADV,belə,takó
788,noch::ADV,hələ,še
789,nur::ADV,yalnız,samó
790,schon::ADV,artıq,žè
791,wieder::ADV,yenə,spét
792,vergebens::ADV,boş yerə,zamàn
793,vergebens::ADV,boş yerə,zastónj
794,vor::PRP,önündə,pred
795,hinter::PRP,arxasında,za
796,unter::PRP,altında,pod
797,durch::PRP,içindən,skózi
798,neben::PRP,yanında,kràj
799,neben::PRP,yanında,póleg
800,zwischen::PRP,arasında,med
