,Concept_ID,kn,kk
1094,abschneiden::V,ಕತ್ತರಿಸು,қырқу
1095,binden::V,ಕಟ್ಟು,байланыстыру
1096,binden::V,ಕಟ್ಟು,байлап_алу
1097,binden::V,ಕಟ್ಟು,байластыру
1098,binden::V,ಕಟ್ಟು,байлау
1099,binden::V,ಕಟ್ಟು,буу
1100,binden::V,ಕಟ್ಟು,матау
1101,binden::V,ಕಟ್ಟು,сабақтастыру
1102,binden::V,ಕಟ್ಟು,ұштастыру
1103,stecken::V,ಸಿಕ್ಕಿಸು,сұғу
1104,brechen::V,ಮುರಿ,сындыру
1105,klopfen::V,ತಟ್ಟು,қағу
1106,hauen::V,ಹೊಡೆ,соғу
1107,kleben::V,ಅಂಟಿಸು,желімдеу
1108,reiben::V,ಉಜ್ಜು,үйкеу
1109,streichen::V,ಹರಡು,сүйкеу
1110,schleifen::V,ಮಸೆ,егеу
1111,schleifen::V,ಮಸೆ,қайрау
1112,schleifen::V,ಮಸೆ,егеулеу
1113,schneiden::V,ಕತ್ತರಿಸು,кесу
1114,rütteln::V,ಕುಲುಕಿಸು,қозғау
1115,rütteln::V,ಕುಲುಕಿಸು,жұлмалау
1116,schütteln::V,ಅಲುಗಿಸು,дірілдету
1117,schütteln::V,ಅಲುಗಿಸು,селкілдету
1118,schwenken::V,ತೂಗಾಡು,бұлғау
1119,schwenken::V,ತೂಗಾಡು,сермеу
1120,schütten::V,ಎರೆ,құю
1121,füllen::V,ತುಂಬಿಸು,толтыру
1122,einwickeln::V,ಹೊದಿಸು,орау
1123,tragen::V,ಹೊರು,алып жүру
1124,schleppen::V,ಜಗ್ಗು,тарту
1125,ziehen::V,ಎಳೆ,тарту
1126,aufbewahren::V,ಇಟ್ಟುಕೊ,сақтау
1127,werfen::V,ಎಸೆ,лақтыру
1128,fangen::V,ಹಿಡಿ,қармау
1129,fangen::V,ಹಿಡಿ,қағып алу
1130,packen::V,ಸೆಳೆ,шап беру
1131,packen::V,ಸೆಳೆ,шап ете түсу
1132,packen::V,ಸೆಳೆ,шап беріп ұстап алу
1133,verstecken::V,ಮುಚ್ಚಿಡು,тығу
1134,verstecken::V,ಮುಚ್ಚಿಡು,жасыру
1135,teilen::V,ವಿಭಜಿಸು,бөлу
1136,schicken::V,ಕಳುಹಿಸು,жіберу
1137,bringen::V,ತರು,әкелу
1138,bringen::V,ತರು,алып келу
1139,hinzufügen::V,ಕೂಡಿಸು,қосу
1140,hinzufügen::V,ಕೂಡಿಸು,үстеу
1141,bekommen::V,ಸಂಪಾದಿಸು,алу
1142,erhalten::V,ಪಡೆ,алмақ
1143,nehmen::V,ಹಿಡಿ,алу
1144,nehmen::V,ಹಿಡಿ,алмақ
1145,wählen::V,ಆರಿಸು,таңдау
1146,auswählen::V,ಆಯಿ,екшеу
1147,auswählen::V,ಆಯಿ,саралау
1148,auswählen::V,ಆಯಿ,сұрыптау
1149,auswählen::V,ಆಯಿ,сайлап алу
1150,bewahren::V,ರಕ್ಷಿಸಿಡು,сақтау
1151,behindern::V,ಅಡ್ಡಿಮಾಡು,оралғы болу
1152,verderben::V,ಕೆಡಿಸು,бүлдіру
1153,beschädigen::V,ಹಾಳುಮಾಡು,бұзу
1154,zerbrechen::V,ಮುರಿ,уату
1155,zerreißen::V,ಸೀಳು,жырту
1156,zerstören::V,ಅಳಿಸು,қирату
1157,zerstören::V,ಅಳಿಸು,талқандау
1158,verbrennen::V,ಸುಡು,өртеу
1159,verbrennen::V,ಸುಡು,жандыру
1160,verbrennen::V,ಸುಡು,өртеп жіберу
1161,verbrennen::V,ಸುಡು,жандырып жіберу
1162,geben::V,ಕೊಡು,беру
1163,reichen::V,ಕೊಡು,беру
1164,schenken::V,ಅರ್ಪಿಸು,тарту
1165,versprechen::V,ವಾಗ್ದಾನಮಾಡು,уәде беру
1166,wünschen::V,ಬಯಸು,тілеу
1167,loben::V,ಹೊಗಳು,мақтау
1168,loben::V,ಹೊಗಳು,дәріптеу
1169,küssen::V,ಚುಂಬಿಸು,сүю
1170,wiegen::V,ತೂಗು,тербеу
1171,zudecken::V,ಹಾಸು,бүркеу
1172,wecken::V,ಎಬ್ಬಿಸು,ояту
1173,zeigen::V,ತೋರಿಸು,көрсету
1174,führen::V,ದಾರಿತೋರಿಸು,ерту
1175,führen::V,ದಾರಿತೋರಿಸು,жетектеу
1176,lehren::V,ಕಲಿಸು,оқыту
1177,unterrichten::V,ಬೋಧಿಸು,оқыту
1178,aufziehen::V,ಸಲಹು,бағу
1179,leiten::V,ಮುಂದಾಳಾಗಿರು ,басқару
1180,leiten::V,ಮುಂದಾಳಾಗಿರು ,жетекшілік ету
1181,antreiben::V,ಓಡಿಸು,асықтыру
1182,lassen::V,ಮಾಡಲುಬಿಡು,-ткізу
1183,lassen::V,ಮಾಡಲುಬಿಡು,мәжбүр ету
1184,einladen::V,ಆಹ್ವಾನಿಸು,шақыру
1185,vereinigen::V,ಒಂದಾಗು,біріктіру
1186,vereinigen::V,ಒಂದಾಗು,біріктіріп қою
1187,besuchen::V,ಭೇಟಿಯಾಗು,кіріп шығу
1188,besuchen::V,ಭೇಟಿಯಾಗು,барып шығу
1189,treffen::V,ಸಂಧಿಸು,кездесу
1190,sich versammeln::V,ನೆರೆ,топталу
1191,spielen::V,ಆಡು,ойнау
1192,singen::V,ಹಾಡು,сайрау
1193,tanzen::V,ಕುಣಿ,билеу
1194,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,айрылысу
1195,verlassen::V,ಕಳೆ,тастау
1196,retten::V,ರಕ್ಷಿಸು,құтқару
1197,bewachen::V,ಕಾಪಾಡು,күзету
1198,schützen::V,ಸಂರಕ್ಷಿಸು,жақтау
1199,schützen::V,ಸಂರಕ್ಷಿಸು,жақтасу
1200,verteidigen::V,ಕಾಪಿಡು,қорғау
1201,sich schlagen::V,ಕಿತ್ತಾಟ,алысу
1202,schießen::V,ಎಸೆ,ату
1203,siegen::V,ಗೆಲ್ಲು,жеңу
1204,ärgern::V,ರೇಗಿಸು,ашуландыру
1205,schlagen::V,ಹೊಡೆ,ұру
1206,treten::V,ಒದೆ,тебу
1207,stechen::V,ಚುಚ್ಚು,шаншу
1208,stoßen::V,ತಳ್ಳು,түрту
1209,stehlen::V,ಕದಿ,ұрлау
1210,stören::V,ಕತಕು,кесірлен
1211,belästigen::V,ತೊಂದರೆ,мазасын алу
1212,verbergen::V,ಮರೆಮಾಜು,сездірмеу
1213,täuschen::V,ಠಕ್ಕಿಸು,жалған айту
1214,betrügen::V,ವಂಚಿಸು,алдау
1215,betrügen::V,ವಂಚಿಸು,алдап кету
1216,betrügen::V,ವಂಚಿಸು,ақымақ қылу
1217,töten::V,ಕೊಲ್ಲು,құрту
1218,töten::V,ಕೊಲ್ಲು,өлтіру
1219,wohnen::V,ವಾಸಿಸು,мекендеу
1220,wohnen::V,ವಾಸಿಸು,өмір сүру
1221,arbeiten::V,ಕೆಲಸ ಮಾಡು,істеу
1222,arbeiten::V,ಕೆಲಸ ಮಾಡು,еңбектену
1223,sammeln::V,ಸಂಚಯಿಸು,жыю
1224,pflücken::V,ಬಿಡಿಸು,жұлу
1225,jagen::V,ಬೇಟೆಯಾಡು,аулау
1226,fischen::V,ಮೀನು ಹಿಡಿ,балык_аулау
1227,fassen::V,ಹಿಡಿ,ұстау
1228,hüten::V,ಗುಂಪುಸೇರಿಸು,жаю
1229,hüten::V,ಗುಂಪುಸೇರಿಸು,бағу
1230,treiben::V,ದಬ್ಬು,айдау
1231,anbinden::V,ಬಿಗಿ,байлау
1232,füttern::V,ಮೇಯಿಸು,ас ішкізу
1233,füttern::V,ಮೇಯಿಸು,азықтандыру
1234,füttern::V,ಮೇಯಿಸು,қоректендіру
1235,melken::V,ಹಾಲು ಕರೆ,сауу
1236,hacken::V,ತುಂಡರಿಸು,турау
1237,gießen::V,ನೀರುಹಾಕು,суару
1238,reifen::V,ಕಳಿ,жетілу
1239,zubereiten::V,ಅಡಿಗೆಮಾಡು,даяр ету
1240,kochen::V,ಅಡು,асу
1241,backen::V,ಬೇಯಿಸು,пісіру
1242,braten::V,ಕರಿ,қуыру
1243,umrühren::V,ಕಲಕು,былғалау
1244,umrühren::V,ಕಲಕು,сапырылыстыру
1245,stricken::V,ಹೆಣೆ,торлау
1246,stricken::V,ಹೆಣೆ,тоқу
1247,nähen::V,ಹೊಲಿ,тігу
1248,färben::V,ಬಣ್ಣ ಹತ್ತು,бояу
1249,färben::V,ಬಣ್ಣ ಹತ್ತು,сырлау
1250,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,аршу
1251,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,тазалау
1252,waschen::V,ತೊಳೆ,жуу
1253,abwischen::V,ಒರಸು,сүрту
1254,spülen::V,ಗಲಬರಿಸು,шаю
1255,fegen::V,ಗುಡಿಸು,сыпыру
1256,kehren::V,ಗುಡಿಸು,сыпыру
1257,baden::V,ಸ್ನಾನಮಾಡು,шомылу
1258,sich waschen::V,ತೊಳೆ,жуыну
1259,ausziehen::V,ಬಿಚ್ಚು,шешу
1260,anziehen::V,ಹಾಕು,кигізу
1261,sich anziehen::V,ಹಾಕು,киіну
1262,kämmen::V,ಬಾಚು,тарау
1263,schmücken::V,ಅಲಂಕರಿಸು,әсемдеу
1264,schmücken::V,ಅಲಂಕರಿಸು,мәнерлеу
1265,schmücken::V,ಅಲಂಕರಿಸು,көріктендіру
1266,sagen::V,ಹೇಳು,деу
1267,sagen::V,ಹೇಳು,айту
1268,sprechen::V,ನುಡಿ,деу
1269,sprechen::V,ನುಡಿ,айту
1270,reden::V,ನುಡಿ,сөйлеу
1271,reden::V,ನುಡಿ,сөйлесу
1272,reden::V,ನುಡಿ,тіл қатысу
1273,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,сұхбаттасу
1274,fragen::V,ವಿಚಾರಿಸು,сұрау
1275,bitten::V,ಬೇಡು,өтіну
1276,bitten::V,ಬೇಡು,жалыну
1277,erzählen::V,ಹೇಳು,айту
1278,mitteilen::V,ತಿಳಿಸು,білдіру
1279,nennen::V,ಹೆಸರಿಡು,атау
1280,rufen::V,ಕರೆ,шақыру
1281,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,бөсу
1282,übersetzen::V,ಭಾಷಾಂತರಿಸು,аудару
1283,denken::V,ಯೋಚಿಸು,ойлау
1284,glauben::V,ನಂಬು,нану
1285,glauben::V,ನಂಬು,илану
1286,bemerken::V,ಗಮನಿಸು,аңғару
1287,erkennen::V,ಗುರುತುಹಿಡಿ,тану
1288,begreifen::V,ಗ್ರಹಿಸು,ұғу
1289,begreifen::V,ಗ್ರಹಿಸು,аңғарып алу
1290,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,пайым
1291,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,түсіну
1292,lernen::V,ಕಲಿ,оқу
1293,wissen::V,ಅರಿ,хабардар болу
1294,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,еске түсіру
1295,vergessen::V,ಮರೆತುವಿಡು,ұмыту
1296,messen::V,ಅಳೆ,өлшеу
1297,zählen::V,ಗಣಿಸು,санау
1298,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,санап шығару
1299,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,санап шығу
1300,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,санау
1301,lesen::V,ಓದು,оқу
1302,malen::V,ಬಿಡಿಸು,сурет салу
1303,zeichnen::V,ಬಿಡಿಸು,сурет салу
1304,schreiben::V,ಬರೆ,жазу
1305,besitzen::V,ಒಡೆಯನಾಗಿರು,болу
1306,kaufen::V,ಕೊಳ್ಳು,алу
1307,kaufen::V,ಕೊಳ್ಳು,әперу
1308,verkaufen::V,ಕೊಡು,сату
1309,bezahlen::V,ಬೆಲೆತೆರು,төлеу
1310,bezahlen::V,ಬೆಲೆತೆರು,ақы беру
1311,bezahlen::V,ಬೆಲೆತೆರು,ақы төлеу
1312,zahlen::V,ಹಣವನ್ನುಕೊಡು,төлеу
1313,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,билеу
1314,ertragen::V,ಸಹಿಸು,төзу
1315,ertragen::V,ಸಹಿಸು,шыдау
