,Concept_ID,ja,de
143,Bär::N,熊,Bär
144,Eichhörnchen::N,栗鼠,Eichhörnchen
145,Elch::N,ヘラジカ,Elch
146,Fuchs::N,狐,Fuchs
147,Hase::N,兎,Hase
148,Maus::N,鼠,Maus
149,Wolf::N,狼,Wolf
150,Vogel::N,鳥,Vogel
151,Schwarm::N,群れ,Schwarm
152,Huhn::N,鶏,Huhn
153,Hahn::N,雄鶏,Hahn
154,Gans::N,ガチョウ,Gans
155,Adler::N,鷲,Adler
156,Ente::N,鴨,Ente
157,Eule::N,フクロウ,Eule
158,Kranich::N,鶴,Kranich
159,Krähe::N,烏,Krähe
160,Kuckuck::N,郭公,Kuckuck
161,Schwan::N,白鳥,Schwan
162,Fisch::N,魚,Fisch
163,Barsch::N,鱸,Barsch
164,Hecht::N,川魳,Hecht
165,Schlange[Tier]::N,蛇,Schlange
166,Wurm::N,虫,Wurm
167,Spinne::N,蜘蛛,Spinne
168,Ameise::N,蟻,Ameise
169,Laus::N,虱,Laus
170,Mücke::N,蚊,Mücke
171,Fliege::N,蝿,Fliege
172,Schmetterling::N,蝶,Schmetterling
173,Beere::N,漿果,Beere
174,Apfel::N,林檎,Apfel
175,Pilz::N,茸,Pilz
176,Zwiebel::N,玉葱,Zwiebel
177,Saat::N,種,Saat
178,Korn::N,粒,Korn
179,Heu::N,干し草,Heu
180,Schale::N,皮,Schale
181,Grube::N,穴,Grube
182,Falle::N,わな,Falle
183,Schlinge::N,輪,Schlinge
184,Spur::N,跡,Spur
185,Asche::N,灰,Asche
186,Dreck::N,泥,Dreck
187,Eisen::N,鉄,Eisen
188,Gold::N,金,Gold
189,Silber::N,銀,Silber
190,Kohle::N,炭,Kohle
191,Glas::N,ガラス,Glas
192,Lehm::N,ローム,Lehm
193,Sand::N,砂,Sand
194,Mensch::N,人,Mensch
195,Mann::N,男,Mann
196,Mann::N,男性,Mann
197,Frau::N,女,Frau
198,Frau::N,女性,Frau
199,Kind::N,子,Kind
200,Kind::N,子供,Kind
201,Junge::N,男の子,Junge
202,Mädchen::N,女の子,Mädchen
203,Familie::N,家族,Familie
204,Großvater::N,祖父,Großvater
205,Großvater::N,おじいさん,Großvater
206,Großmutter::N,祖母,Großmutter
207,Großmutter::N,おばあさん,Großmutter
208,Eltern::N,親,Eltern
209,Eltern::N,両親,Eltern
210,Vater::N,父,Vater
211,Vater::N,お父さん,Vater
212,Mutter::N,母,Mutter
213,Mutter::N,お母さん,Mutter
214,Sohn::N,息子,Sohn
215,Sohn::N,息子さん,Sohn
216,Tochter::N,娘,Tochter
217,Tochter::N,お嬢さん,Tochter
218,Bruder::N,弟,Bruder
219,Schwester::N,妹,Schwester
220,Onkel::N,伯父,Onkel
221,Onkel::N,伯父さん,Onkel
222,Tante::N,叔母,Tante
223,Tante::N,叔母さん,Tante
224,Ehemann::N,夫,Ehemann
225,Ehemann::N,主人,Ehemann
226,Ehefrau::N,妻,Ehefrau
227,Ehefrau::N,奥さん,Ehefrau
228,Freude::N,喜び,Freude
229,Gelächter::N,笑い,Gelächter
230,Glück::N,幸せ,Glück
231,Kummer::N,悩み,Kummer
232,Wunsch::N,希望,Wunsch
233,Lust::N,気,Lust
234,Geist::N,精神,Geist
235,Gedanke::N,考え,Gedanke
236,Gedächtnis::N,記憶,Gedächtnis
237,Verstand::N,理解力,Verstand
238,Sinn::N,意味,Sinn
239,Grund::N,理由,Grund
240,Wahrheit::N,真実,Wahrheit
241,Gespräch::N,会話,Gespräch
242,Märchen::N,童話,Märchen
243,Erzählung::N,物語,Erzählung
244,Nachricht::N,報告,Nachricht
245,Neuigkeit::N,ニュース,Neuigkeit
246,Name::N,名前,Name
247,Rätsel::N,謎,Rätsel
248,Rede::N,演説,Rede
249,Sprache::N,言語,Sprache
250,Stimme::N,声,Stimme
251,Wort::N,言葉,Wort
252,Zeichen::N,記号,Zeichen
253,Ruf::N,呼び声,Ruf
254,Lärm::N,騒音,Lärm
255,Laut::N,音,Laut
256,Ton::N,音,Ton
257,Lied::N,歌,Lied
258,Ruhe::N,静けさ,Ruhe
259,Leute::N,人々,Leute
260,Volk::N,民族,Volk
261,Arbeit::N,仕事,Arbeit
262,Gast::N,客,Gast
263,Geschenk::N,贈り物,Geschenk
264,Spiel::N,遊び,Spiel
265,Gesellschaft::N,社会,Gesellschaft
266,Hilfe::N,援助,Hilfe
267,Freund::N,友達,Freund
268,Kamerad::N,同志,Kamerad
269,Angelegenheit::N,件,Angelegenheit
270,Anzahl::N,数,Anzahl
271,Art::N,種類,Art
272,Stück::N,部分,Stück
273,Teil::N,部分,Teil
274,Hälfte::N,半分,Hälfte
275,Kreis::N,円,Kreis
276,Kreuz::N,十字,Kreuz
277,Linie::N,線,Linie
278,Strich::N,線,Strich
279,Abstand::N,距離,Abstand
280,Entfernung::N,距離,Entfernung
281,Gegend::N,辺,Gegend
282,Gegend::N,地域,Gegend
283,Platz::N,ゆとり,Platz
284,Ort::N,所,Ort
285,Ort::N,場所,Ort
286,Seite::N,横,Seite
287,Mitte::N,真ん中,Mitte
288,Gegenstand::N,物件,Gegenstand
289,Sache::N,物,Sache
290,Rand::N,端,Rand
291,Kante::N,縁,Kante
292,Ecke::N,角,Ecke
293,Spitze::N,先頭,Spitze
294,Ende::N,端,Ende
295,Loch::N,穴,Loch
296,Winkel::N,片隅,Winkel
297,Muster::N,模様,Muster
298,Größe::N,大きさ,Größe
299,Länge::N,長さ,Länge
300,Höhe::N,高さ,Höhe
301,Gewicht::N,重さ,Gewicht
302,Menge::N,量,Menge
303,Haufen::N,堆積,Haufen
304,Reihe::N,並び,Reihe
305,Boot::N,ボート,Boot
306,Ruder::N,オール,Ruder
307,Schlitten::N,そり,Schlitten
308,Ski::N,スキー,Ski
309,Lagerfeuer::N,篝火,Lagerfeuer
310,Last::N,荷物,Last
311,Gang::N,歩み,Gang
312,Schritt::N,歩,Schritt
313,Norden::N,北,Norden
314,Süden::N,南,Süden
315,Westen::N,西,Westen
316,Osten::N,東,Osten
317,Holz::N,木,Holz
318,Holz::N,木材,Holz
319,Brett::N,板,Brett
320,Platte::N,盤,Platte
321,Stütze::N,支柱,Stütze
322,Stange::N,棒,Stange
323,Stock::N,杖,Stock
324,Stab::N,棒,Stab
325,Rohr::N,管,Rohr
326,Haus::N,家,Haus
327,Heim::N,家,Heim
328,Ofen::N,ストーブ,Ofen
329,Fußboden::N,床,Fußboden
330,Tisch::N,机,Tisch
331,Stuhl::N,椅子,Stuhl
332,Wiege::N,揺籃,Wiege
333,Bett::N,ベッド,Bett
334,Regal::N,棚,Regal
335,Kiste::N,箱,Kiste
336,Fenster::N,窓,Fenster
337,Tür::N,戸,Tür
338,Tür::N,ドア,Tür
339,Tor::N,門,Tor
340,Zaun::N,垣根,Zaun
341,Dach::N,屋根,Dach
342,Leiter::N,梯子,Leiter
343,Besen::N,ほうき,Besen
344,Spaten::N,スコップ,Spaten
345,Schaufel::N,シャベル,Schaufel
346,Gabel::N,フォーク,Gabel
347,Löffel::N,スプーン,Löffel
348,Messer::N,ナイフ,Messer
349,Nagel::N,釘,Nagel
350,Netz::N,網,Netz
351,Haken::N,鉤,Haken
352,Haken::N,フック,Haken
353,Griff::N,取っ手,Griff
354,Schloss::N,錠,Schloss
355,Bild::N,絵,Bild
356,Figur::N,像,Figur
357,Puppe::N,人形,Puppe
358,Beutel::N,袋,Beutel
359,Bündel::N,束,Bündel
360,Bündel::N,包み,Bündel
361,Tasche::N,かばん,Tasche
362,Eimer::N,バケツ,Eimer
363,Deckel::N,蓋,Deckel
364,Geschirr::N,食器,Geschirr
365,Sack::N,袋,Sack
366,Tasse::N,カップ,Tasse
367,Topf::N,鍋,Topf
368,Kessel::N,釜,Kessel
369,Essen::N,食事,Essen
370,Nahrung::N,食物,Nahrung
371,Speise::N,料理,Speise
372,Fleisch::N,肉,Fleisch
373,Getreide::N,麦,Getreide
374,Getreide::N,穀物,Getreide
375,Brei::N,粥,Brei
376,Brot::N,パン,Brot
377,Scheibe::N,枚,Scheibe
378,Scheibe::N,切れ,Scheibe
379,Fett::N,脂肪,Fett
380,Butter::N,バター,Butter
381,Öl::N,油,Öl
382,Salz::N,塩,Salz
383,Suppe::N,スープ,Suppe
384,Honig::N,蜂蜜,Honig
385,Milch::N,牛乳,Milch
386,Tee::N,茶,Tee
387,Tee::N,お茶,Tee
388,Leder::N,革,Leder
389,Wolle::N,毛糸,Wolle
390,Stoff::N,布,Stoff
391,Nadel::N,針,Nadel
392,Faden::N,糸,Faden
393,Knopf::N,ボタン,Knopf
394,Knoten::N,結び目,Knoten
395,Farbe::N,ペンキ,Farbe
396,Kleidung::N,衣服,Kleidung
397,Hemd::N,シャツ,Hemd
398,Kragen::N,襟,Kragen
399,Ärmel::N,袖,Ärmel
400,Hose::N,ズボン,Hose
401,Gürtel::N,帯,Gürtel
402,Gürtel::N,ベルト,Gürtel
403,Mütze::N,帽子,Mütze
404,Schuh::N,靴,Schuh
405,Stiefel::N,ブーツ,Stiefel
406,Ring::N,輪,Ring
407,Band::N,リボン,Band
408,Kamm::N,櫛,Kamm
409,Spiegel::N,鏡,Spiegel
410,Riemen::N,緒,Riemen
411,Schnur::N,紐,Schnur
412,Leine::N,綱,Leine
413,Decke::N,掛け布団,Decke
414,Kissen::N,枕,Kissen
415,Tuch::N,スカーフ,Tuch
416,Handtuch::N,タオル,Handtuch
417,Kraft::N,力,Kraft
418,Stärke::N,強さ,Stärke
419,Gesundheit::N,健康,Gesundheit
420,Krankheit::N,病気,Krankheit
421,Schmerz::N,痛み,Schmerz
422,Wunde::N,傷,Wunde
423,Fieber::N,熱,Fieber
424,Arznei::N,薬,Arznei
425,Brücke::N,橋,Brücke
426,Brunnen::N,井戸,Brunnen
427,Weide::N,牧場,Weide
428,Pfad::N,小路,Pfad
429,Weg::N,道,Weg
430,Straße::N,街道,Straße
431,Dorf::N,村,Dorf
432,Stadt::N,町,Stadt
433,Stadt::N,都市,Stadt
434,Brief::N,手紙,Brief
435,Buch::N,本,Buch
436,Buchstabe::N,文字,Buchstabe
437,Zeitung::N,新聞,Zeitung
438,Leben::N,生活,Leben
439,Tod::N,死,Tod
440,Grab::N,墓,Grab
441,Kirche::N,教会,Kirche
442,Sünde::N,罪,Sünde
443,Gott::N,神,Gott
444,Arbeiter::N,労働者,Arbeiter
445,Chef::N,上司,Chef
446,Meister::N,達人,Meister
447,Meister::N,マイスター,Meister
448,Arzt::N,医者,Arzt
449,Lehrer::N,先生,Lehrer
450,Geld::N,金,Geld
451,Geschäft::N,取り引き,Geschäft
452,Laden::N,店,Laden
453,Preis::N,値段,Preis
454,Ware::N,商品,Ware
455,Nutzen::N,利益,Nutzen
456,Reichtum::N,豊かさ,Reichtum
457,Welt::N,世界,Welt
458,Land::N,国,Land
459,Staat::N,国家,Staat
460,König::N,国王,König
461,Macht::N,権力,Macht
462,Grenze::N,国境,Grenze
463,Krieg::N,戦争,Krieg
464,Feind::N,敵,Feind
465,Gewalt::N,暴力,Gewalt
466,Kampf::N,戦い,Kampf
467,Bogen[Waffe]::N,弓,Bogen
468,Pfeil::N,矢,Pfeil
469,Gewehr::N,銃,Gewehr
470,Fehler::N,間違い,Fehler
471,Lüge::N,嘘,Lüge
472,Schaden::N,損害,Schaden
473,Unglück::N,不幸,Unglück
474,Schuld::N,罪,Schuld
475,Alter::N,年,Alter
476,Alter::N,年齢,Alter
477,Schluss::N,終わり,Schluss
478,Zeit::N,時,Zeit
479,Zeit::N,時間,Zeit
480,Tag::N,日,Tag
481,Morgen::N,朝,Morgen
482,Mittag::N,昼,Mittag
483,Abend::N,晩,Abend
484,Abend::N,夕方,Abend
485,Nacht::N,夜,Nacht
486,Woche::N,週,Woche
487,Monat::N,月,Monat
488,Jahr::N,年,Jahr
489,Frühling::N,春,Frühling
490,Sommer::N,夏,Sommer
491,Herbst::N,秋,Herbst
492,Winter::N,冬,Winter
493,Januar::N,一月,Januar
494,Februar::N,二月,Februar
495,März::N,三月,März
496,April::N,四月,April
497,Mai::N,五月,Mai
498,Juni::N,六月,Juni
499,Juli::N,七月,Juli
500,August::N,八月,August
501,September::N,九月,September
502,Oktober::N,十月,Oktober
503,November::N,十一月,November
504,Dezember::N,十二月,Dezember
505,Montag::N,月曜日,Montag
506,Dienstag::N,火曜日,Dienstag
507,Mittwoch::N,水曜日,Mittwoch
508,Donnerstag::N,木曜日,Donnerstag
509,Freitag::N,金曜日,Freitag
510,Samstag::N,土曜日,Samstag
511,Sonntag::N,日曜日,Sonntag
512,groß::A,大きい,groß
513,klein::A,小さい,klein
514,lang::A,長い,lang
515,kurz::A,短い,kurz
516,breit::A,広い,breit
517,schmal::A,狭い,schmal
518,dicht::A,密な,dicht
519,dick[Gegenstand]::A,厚い,dick
520,dünn::A,薄い,dünn
521,fein::A,細い,fein
522,fest::A,硬い,fest
523,flach::A,平らな,flach
524,glatt::A,滑らかな,glatt
525,hart::A,堅い,hart
526,weich::A,柔らかい,weich
527,rund::A,丸い,rund
528,spitz::A,尖った,spitz
529,scharf::A,鋭い,scharf
530,stumpf::A,鈍い,stumpf
531,schwer::A,重い,schwer
532,schön::A,綺麗な,schön
533,heiß::A,熱い,heiß
534,warm::A,温かい,warm
535,kalt::A,寒い,kalt
536,kalt::A,冷たい,kalt
537,kühl::A,涼しい,kühl
538,frisch::A,ひんやりした,frisch
539,feucht::A,湿った,feucht
540,nass::A,濡れた,nass
541,trocken::A,乾いた,trocken
542,voll::A,いっぱいの,voll
543,leer::A,空の,leer
544,offen::A,開いた,offen
545,geschlossen::A,閉まった,geschlossen
546,sauber::A,清潔な,sauber
547,schmutzig::A,汚い,schmutzig
548,roh::A,生の,roh
549,reif::A,熟した,reif
550,lecker::A,美味しい,lecker
551,süß::A,甘い,süß
552,bitter::A,苦い,bitter
553,sauer::A,酸っぱい,sauer
554,hell::A,明るい,hell
555,dunkel::A,暗い,dunkel
556,schwarz::A,黒い,schwarz
557,weiß::A,白い,weiß
558,rot::A,赤い,rot
559,gelb::A,黄色い,gelb
560,blau::A,青い,blau
561,grün::A,緑の,grün
562,grau::A,灰色の,grau
563,bunt::A,色取り取りの,bunt
564,billig::A,安い,billig
565,teuer::A,高い,teuer
566,wertvoll::A,貴重な,wertvoll
567,blind::A,盲目の,blind
568,taub::A,耳が聞こえない,taub
569,kräftig::A,強力な,kräftig
570,stark::A,強い,stark
571,schwach::A,弱い,schwach
572,fett::A,太った,fett
573,schlank::A,ほっそりした,schlank
574,hübsch::A,素敵な,hübsch
575,böse::A,悪い,böse
576,dumm::A,馬鹿な,dumm
577,faul::A,怠惰な,faul
578,fleißig::A,勤勉な,fleißig
579,geizig::A,けちな,geizig
580,klug::A,賢い,klug
581,klug::A,頭のいい,klug
582,geschickt::A,器用な,geschickt
583,lieb::A,愛らしい,lieb
584,lustig::A,楽しい,lustig
585,sanft::A,温和な,sanft
586,hungrig::A,空腹の,hungrig
587,krank::A,病気の,krank
588,nackt::A,裸の,nackt
589,traurig::A,悲しい,traurig
590,lebendig::A,生きた,lebendig
591,gut::A,良い,gut
592,schlecht::A,悪い,schlecht
593,schlecht::A,駄目な,schlecht
594,richtig::A,正しい,richtig
595,schlimm::A,ひどい,schlimm
596,wahr::A,本当の,wahr
597,alt::A,古い,alt
598,neu::A,新しい,neu
599,ehemalig::A,以前の,ehemalig
600,alt[Lebewesen]::A,年を取った,alt
601,jung::A,若い,jung
602,arm::A,貧乏な,arm
603,reich::A,裕福な,reich
604,bekannt::A,有名な,bekannt
605,berühmt::A,有名な,berühmt
606,fremd::A,見知らぬ,fremd
607,verschieden::A,色々な,verschieden
608,nah::A,近い,nah
609,fern::A,遠い,fern
610,linker::A,左の,linker
611,rechter::A,右の,rechter
612,anderer::A,別の,anderer
613,erster::A,一番目,erster
614,zweiter::A,二番目,zweiter
615,dritter::A,三番目,dritter
616,letzter::A,最後の,letzter
617,allein::ADV,一人で,allein
618,auf einmal::ADV,同時に,auf einmal
619,zusammen::ADV,一緒に,zusammen
620,lange::ADV,長い間,lange
621,plötzlich::ADV,急に,plötzlich
622,sofort::ADV,すぐに,sofort
623,später::ADV,後で,später
624,jetzt::ADV,今,jetzt
625,heute::ADV,今日,heute
626,morgen::ADV,明日,morgen
627,bald::ADV,間もなく,bald
628,dann::ADV,それから,dann
629,gestern::ADV,昨日,gestern
630,einst::ADV,過去に,einst
631,damals::ADV,あの時,damals
632,danach::ADV,その後で,danach
633,vorher::ADV,以前に,vorher
634,zuerst::ADV,まず,zuerst
635,zuerst::ADV,最初に,zuerst
636,einmal::ADV,一回,einmal
637,manchmal::ADV,時々,manchmal
638,oft::ADV,よく,oft
639,immer::ADV,いつも,immer
640,niemals::ADV,一度も...ない,niemals
641,hier::ADV,こちら,hier
642,hierhin::ADV,ここへ,hierhin
643,hierhin::ADV,こちらへ,hierhin
644,von hier::ADV,ここから,von hier
645,dort::ADV,そちら,dort
646,dorthin::ADV,そこへ,dorthin
647,dorthin::ADV,そちらへ,dorthin
648,geradeaus::ADV,真っ直ぐに,geradeaus
649,vorwärts::ADV,前へ,vorwärts
650,rückwärts::ADV,後ろへ,rückwärts
651,zurück::ADV,後ろへ,zurück
652,unten::ADV,下に,unten
653,hinab::ADV,下へ,hinab
654,oben::ADV,上に,oben
655,hinauf::ADV,上へ,hinauf
656,überall::ADV,どこでも,überall
657,nicht::ADV,ない,nicht
658,ein wenig::ADV,少し,ein wenig
659,ein wenig::ADV,ちょっと,ein wenig
660,kaum::ADV,ほとんど～ない,kaum
661,sehr::ADV,とても,sehr
662,so::ADV,こう,so
663,noch::ADV,まだ,noch
664,nur::ADV,～だけ,nur
665,schon::ADV,もう,schon
666,wieder::ADV,再び,wieder
667,vergebens::ADV,無駄に,vergebens
668,vor::PRP,前に,vor
669,hinter::PRP,後ろに,hinter
670,unter::PRP,下に,unter
671,durch::PRP,通して,durch
672,neben::PRP,横に,neben
673,zwischen::PRP,間に,zwischen
674,wegen::PRP,為に,wegen
675,wegen::PRP,せいで,wegen
676,dies::PRN,これ,dies
677,das::PRN,それ,das
678,alles::PRN,全部,alles
679,ich::PRN,私,ich
680,du::PRN,あなた,du
681,er::PRN,彼,er
682,wir::PRN,私達,wir
683,ihr::PRN,あなた達,ihr
684,sie::PRN,彼ら,sie
685,was::FPRN,何,was
686,wer::FPRN,誰,wer
687,wer::FPRN,どなた,wer
688,wo::FADV,どこ,wo
689,wo::FADV,どこに,wo
690,wohin::FADV,どこへ,wohin
691,wie::FADV,どう,wie
692,warum::FADV,何故,warum
693,warum::FADV,どうして,warum
694,wieviel::FNUM,どのくらい,wieviel
695,eins::NUM,一,eins
696,zwei::NUM,二,zwei
697,zwei::NUM,二つ,zwei
698,drei::NUM,三,drei
699,drei::NUM,三つ,drei
700,vier::NUM,四,vier
701,vier::NUM,四つ,vier
702,fünf::NUM,五,fünf
703,fünf::NUM,五つ,fünf
704,sechs::NUM,六,sechs
705,sechs::NUM,六つ,sechs
706,sieben::NUM,七,sieben
707,sieben::NUM,七つ,sieben
708,acht::NUM,八,acht
709,acht::NUM,八つ,acht
710,neun::NUM,九,neun
711,neun::NUM,九つ,neun
712,zehn::NUM,十,zehn
713,elf::NUM,十一,elf
714,zwölf::NUM,十二,zwölf
715,zwanzig::NUM,二十,zwanzig
716,dreißig::NUM,三十,dreißig
717,vierzig::NUM,四十,vierzig
718,fünfzig::NUM,五十,fünfzig
719,sechzig::NUM,六十,sechzig
720,siebzig::NUM,七十,siebzig
721,achtzig::NUM,八十,achtzig
722,neunzig::NUM,九十,neunzig
723,hundert::NUM,百,hundert
724,tausend::NUM,千,tausend
725,und::CNJ,-と,und
726,und::CNJ,そして,und
727,oder::CNJ,或いは,oder
728,stehen::V,立っている,stehen
729,sitzen::V,座っている,sitzen
730,liegen::V,横になっている,liegen
731,hängen::V,掛かっている,hängen
732,werden::V,なる,werden
733,passieren::V,起こる,passieren
734,beginnen::V,始まる,beginnen
735,enden::V,終わる,enden
736,wechseln::V,変わる,wechseln
737,aufgehen[Sonne]::V,出る,aufgehen
738,untergehen[Sonne]::V,沈む,untergehen
739,scheinen[Sonne]::V,輝く,scheinen
740,donnern::V,雷が鳴る,donnern
741,wehen::V,吹く,wehen
742,strömen::V,流れる,strömen
743,fließen::V,流れる,fließen
744,sich drehen::V,回転する,sich drehen
745,schwanken::V,揺れる,schwanken
746,schwingen::V,振動する,schwingen
747,fallen::V,落ちる,fallen
748,brennen::V,燃える,brennen
749,rauchen::V,煙を出す,rauchen
750,regnen::V,雨が降る,regnen
751,gefrieren::V,凍る,gefrieren
752,tauen::V,溶ける,tauen
753,schmelzen::V,溶ける,schmelzen
754,trocknen::V,乾く,trocknen
755,sieden::V,沸く,sieden
756,faulen::V,腐る,faulen
757,verfaulen::V,朽ちる,verfaulen
758,reißen::V,切れる,reißen
759,versinken::V,沈む,versinken
760,vergehen::V,経つ,vergehen
761,erscheinen::V,現れる,erscheinen
762,verschwinden::V,消える,verschwinden
763,sinken::V,下がる,sinken
764,abnehmen::V,減る,abnehmen
765,zunehmen::V,増える,zunehmen
766,steigen::V,上がる,steigen
767,wachsen::V,伸びる,wachsen
768,glänzen::V,輝く,glänzen
769,funkeln::V,ぴかぴか光る,funkeln
770,lärmen::V,騒ぐ,lärmen
771,läuten::V,鳴る,läuten
772,klingeln::V,鳴る,klingeln
773,klirren::V,がらんがらんと鳴る,klirren
774,brausen::V,逆巻く,brausen
775,rauschen::V,戦ぐ,rauschen
776,klingen::V,鳴る,klingen
777,bellen::V,吠える,bellen
778,heulen::V,きゃんきゃん鳴く,heulen
779,blasen::V,吹く,blasen
780,pfeifen::V,口笛を吹く,pfeifen
781,schreien::V,叫ぶ,schreien
782,stöhnen::V,うめく,stöhnen
783,zittern::V,震える,zittern
784,leben::V,生きている,leben
785,geboren werden::V,生まれる,geboren werden
786,atmen::V,呼吸する,atmen
787,trinken::V,飲む,trinken
788,essen::V,食べる,essen
789,schlucken::V,飲み込む,schlucken
790,müde werden::V,眠くなる,müde werden
791,einschlafen::V,寝付く,einschlafen
792,schlafen::V,眠る,schlafen
793,aufwachen::V,目が覚める,aufwachen
794,aufstehen::V,起きる,aufstehen
795,sich erholen::V,休養する,sich erholen
796,krank werden::V,病気になる,krank werden
797,krank sein::V,病気である,krank sein
798,schmerzen::V,痛む,schmerzen
799,husten::V,咳をする,husten
800,genesen::V,元気になる,genesen
801,sterben::V,死ぬ,sterben
802,sterben::V,亡くなる,sterben
803,umkommen::V,死亡する,umkommen
804,sich bewegen::V,移動する,sich bewegen
805,sich rühren::V,動く,sich rühren
806,sich erheben::V,立ち上がる,sich erheben
807,sich setzen::V,座る,sich setzen
808,hinfallen::V,転ぶ,hinfallen
809,laufen::V,歩く,laufen
810,schreiten::V,跨ぐ,schreiten
811,spazierengehen::V,散歩する,spazierengehen
812,eilen::V,急ぐ,eilen
813,sich beeilen::V,焦る,sich beeilen
814,sausen::V,疾駆する,sausen
815,rennen::V,走る,rennen
816,springen::V,跳ぶ,springen
