,Concept_ID,ml,tr
1191,pflücken::V,പറിച്ചെടുക്കുക,koparmak
1192,jagen::V,വേട്ടയാടുക,avlanmak
1193,fischen::V,മീൻ പിടിക്കുക,balık tutmak
1194,fassen::V,പിടിക്കുക,tutmak
1195,fassen::V,പിടിക്കുക,yakalamak
1196,hüten::V,ചേർക്കുക,otlatmak
1197,treiben::V,വാഹനം_ഓടിക്കുക,gütmek
1198,anbinden::V,കെട്ടിയിടുക,bağlamak
1199,füttern::V,തീറ്റുക,beslemek
1200,melken::V,പാലുകറക്കുക,sağmak
1201,hacken::V,വെട്ടിമുറിക്കുക,yarmak
1202,gießen::V,നനയ്ക്കുക,sulamak
1203,reifen::V,പാകമാകുക,olgunlaşmak
1204,zubereiten::V,പാചകം_ചെയ്യുക,hazırlamak
1205,kochen::V,വേവിക്കുക,pişirmek
1206,kochen::V,വേവിക്കുക,kaynatmak
1207,backen::V,ബേക്ക് ചെയ്യുക,pişirmek
1208,backen::V,ബേക്ക് ചെയ്യുക,fırında pişirmek
1209,braten::V,പോരിക്കുക,kızartmak
1210,umrühren::V,ഇളക്കുക,karıştırmak
1211,stricken::V,മെടയുക,örmek
1212,nähen::V,തുന്നുക,dikmek
1213,färben::V,ചായം പൂശുക,boyamak
1214,reinigen::V,വൃത്തിയാക്കുക,temizlemek
1215,waschen::V,കഴുകുക,yıkamak
1216,abwischen::V,തുടയ്ക്കുക,silmek
1217,spülen::V,കഴുകുക,çalkamak
1218,fegen::V,അടിച്ചുവാരുക,süpürmek
1219,kehren::V,അടിച്ചുവാരുക,süpürmek
1220,baden::V,നീന്തിത്തുടിക്കുക,yıkanmak
1221,baden::V,നീന്തിത്തുടിക്കുക,banyo yapmak
1222,sich waschen::V,കഴുകുക,yıkanmak
1223,ausziehen::V,ഇഴുക്കുക,çıkarmak
1224,anziehen::V,ഉടുക്കുക,giymek
1225,sich anziehen::V,ധരിച്ച നേടുകയുക,giyinmek
1226,kämmen::V,മുടിചീകുക,taramak
1227,schmücken::V,അലങ്കരിക്കുക,süslemek
1228,sagen::V,പറയുക,demek
1229,sagen::V,പറയുക,söylemek
1230,sprechen::V,സംസാരിക്കുക,konuşmak
1231,reden::V,സംസാരിക്കുക,konuşmak
1232,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,sohbet etmek
1233,fragen::V,ചോദിക്കുക,sormak
1234,bitten::V,അപേക്ഷിക്കുക,dilemek
1235,bitten::V,അപേക്ഷിക്കുക,rica etmek
1236,erzählen::V,പറയുക,bahsetmek
1237,erzählen::V,പറയുക,hikâye etmek
1238,mitteilen::V,അറിയിക്കുക,bildirmek
1239,nennen::V,പേരിടുക,adlandırmak
1240,rufen::V,വിളിക്കുക,çağırmak
1241,prahlen::V,പൊങ്ങച്ചം പറയുക,övünmek
1242,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,çevirmek
1243,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,tercüme etmek
1244,denken::V,ചിന്തിക്കുക,düşünmek
1245,glauben::V,വിശ്വസിക്കുക,inanmak
1246,glauben::V,വിശ്വസിക്കുക,zannetmek
1247,bemerken::V,ശ്രദ്ധിക്കുക,farkına varmak
1248,erkennen::V,തിരിചറിയുക,tanımak
1249,begreifen::V,കൈപ്പിടിയിലാക്കുക,anlamak
1250,begreifen::V,കൈപ്പിടിയിലാക്കുക,kavramak
1251,verstehen::V,മനസ്സിലാക്കുക,duymak
1252,verstehen::V,മനസ്സിലാക്കുക,anlamak
1253,lernen::V,പഠിക്കുക,öğrenmek
1254,wissen::V,അറിയുക,bilmek
1255,sich erinnern an::V,ഓർമിക്കുക,hatırlamak
1256,vergessen::V,മറക്കുക,unutmak
1257,messen::V,അളക്കുക,ölçmek
1258,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,saymak
1259,rechnen::V,ഗണിക്കുക,hesap etmek
1260,lesen::V,വായിക്കുക,okumak
1261,malen::V,ചിത്രം വരയ്ക്കുക,resmini yapmak
1262,zeichnen::V,വരയ്ക്കുക,çizmek
1263,schreiben::V,എഴുതുക,yazmak
1264,besitzen::V,സ്വന്തമാക്കുക,haiz olmak
1265,besitzen::V,സ്വന്തമാക്കുക,sahip olmak
1266,kaufen::V,വാങ്ങുക,almak
1267,verkaufen::V,വിൽക്കുക,satmak
1268,bezahlen::V,പരിഹാരം ചെയ്യുക,ödemek
1269,zahlen::V,പണം അടയ്ക്കുക,ödemek
1270,beherrschen::V,ഭരിക്കുക,hâkim olmak
1271,ertragen::V,താങ്ങുക,dayanmak
1272,ertragen::V,താങ്ങുക,katlanmak
