,Concept_ID,lt,myv
86,Licht::N,šviesa,валдо
87,Schatten::N,paūksmė,сулей
88,Schatten::N,paūksmė,сулейкс
89,Wetter::N,oras,ушо
90,Nebel::N,migla,сув
91,Nebel::N,rūkas,сув
92,Wolke::N,debesis,пель
93,Regen::N,lietus,пиземс
94,Schnee::N,sniegas,лов
95,Eis::N,ledas,эй
96,Frost::N,šalna,кельме
97,Kälte::N,šaltis,якшамо
98,Hitze::N,karštis,пси
99,Raureif::N,šerkšnas,лекш
100,Regenbogen::N,vaivorykštė,пурьгинечирьке
101,Regenbogen::N,vaivorykštė,пурьгинеёнкс
102,Donner::N,perkūnas,пурьгине
103,Donner::N,griaustinis,пурьгине
104,Strömung::N,tėkmė,чудема
105,Strömung::N,tėkmė,чудевкс
106,Tropfen::N,lašas,петнявкс
107,Schaum::N,putos,чов
108,Schmutz::N,purvas,рудаз
109,See::N,ežeras,эрьке
110,Sumpf::N,klampynė,чей
111,Sumpf::N,liūnas,чей
112,Moor::N,pelkė,чей
113,Wiese::N,pieva,луга
114,Wald::N,miškas,вирь
115,Hügel::N,kalva,губорь
116,Hügel::N,kalva,пандыне
117,Anhöhe::N,kauburys,губорь
118,Anhöhe::N,kauburys,пандыне
119,Berg::N,kalnas,пандо
120,Gipfel::N,viršūnė,пря
121,Höhle::N,ola,пещера
122,Abhang::N,šlaitas,пандочама
123,Abhang::N,nuokalnė,пандочама
124,Quelle::N,versmė,ушодкс
125,Quelle::N,šaltinis,ушодкс
126,Bach::N,upelis,чудикерькс
127,Fluss::N,upė,лей
128,Ufer::N,krantas,чире
129,Küste::N,pajūris,лейчире
130,Festland::N,sausuma,мода
131,Meer::N,jūra,моря
132,Bucht::N,įlanka,усия
133,Bucht::N,užutekis,усия
134,Insel::N,sala,усия
135,Blume::N,gėlė,цеця
136,Gras::N,žolė,тикше
137,Wurzel::N,šaknis,юр
138,Wurzel::N,šaknis,ундокс
139,Baum::N,medis,чувто
140,Stamm::N,kamienas,рунго
141,Rinde::N,žievė,суд
142,Rinde::N,žievė,керь
143,Ast::N,šaka,морго
144,Zweig::N,šakelė,тарад
145,Blatt::N,lapas,лопа
146,Birke::N,beržas,килей
147,Kiefer[Baum]::N,pušis,пиче
148,Weide[Baum]::N,karklas,каль
149,Tanne::N,eglė,куз
150,Tanne::N,kėnis,куз
151,Horn::N,ragas,сюро
152,Feder::N,plunksna,толга
153,Fell::N,kailis,пона
154,Flügel::N,sparnas,сёлмо
155,Klaue::N,kanopa,кенже
156,Kralle::N,nagas,кенже
157,Schwanz::N,uodega,пуло
158,Ei::N,kiaušinis,ал
159,Nest::N,gūžta,пизэ
160,Nest::N,lizdas,пизэ
161,Bau::N,ola,варя
162,Bau::N,ola,пизе
163,Tier::N,gyvūnas,ракша
164,Herde::N,banda,стада
165,Herde::N,kaimenė,стада
166,Kuh::N,karvė,скал
167,Bulle::N,bulius,бука
168,Pferd::N,arklys,лишме
169,Schaf::N,avis,реве
170,Schwein::N,kiaulė,туво
171,Hund::N,šuo,пине
172,Hund::N,šuo,киска
173,Katze::N,katė,псака
174,Bär::N,lokys,овто
175,Eichhörnchen::N,voveraitė,ур
176,Elch::N,briedis,сярдо
177,Fuchs::N,lapė,ривезь
178,Hase::N,kiškas,нумоло
179,Maus::N,pelė,чеерь
180,Wolf::N,vilkas,верьгиз
181,Vogel::N,paukštis,нармунь
182,Schwarm::N,spiečius,полк
183,Schwarm::N,spiečius,стада
184,Huhn::N,višta,сараз
185,Hahn::N,gaidys,атякш
186,Gans::N,žąsis,гала
187,Gans::N,žąsis,мацей
188,Adler::N,erelis,куцькан
189,Adler::N,erelis,тумоатякш
190,Ente::N,antis,яксярго
191,Eule::N,pelėda,корж
192,Kranich::N,gervė,карго
193,Krähe::N,varna,варака
194,Kuckuck::N,gegužė,куко
195,Schwan::N,gulbė,локсей
196,Fisch::N,žuvis,кал
197,Barsch::N,ešerys,окунь
198,Hecht::N,lydeka,щука
199,Schlange[Tier]::N,gyvatė,гуй
200,Wurm::N,kirmėlė,сукс
201,Spinne::N,voras,шанжав
202,Ameise::N,skruzdė,коткудав
203,Laus::N,utėlė,сий
204,Mücke::N,uodas,сеське
205,Fliege::N,musė,карво
206,Schmetterling::N,drugys,нимиляв
207,Schmetterling::N,peteliškė,нимиляв
208,Beere::N,uoga,умарь
209,Apfel::N,obuolys,умарь
210,Pilz::N,grybas,панго
211,Zwiebel::N,svogūnas,чурька
212,Saat::N,sėkla,видьметь
213,Korn::N,grūdai,сюро
214,Heu::N,šienas,тикше
215,Schale::N,žievelė,кедь
216,Schale::N,žievelė,ваткавкс
217,Grube::N,duobė,латко
218,Falle::N,pinklės,тувор
219,Falle::N,pinklės,кундамка
220,Falle::N,žabangai,тувор
221,Falle::N,žabangai,кундамка
222,Schlinge::N,kilpa,килькш
223,Spur::N,vėžė,челькс
224,Spur::N,vėžė,пильгеки
225,Spur::N,pėdos,челькс
226,Spur::N,pėdos,пильгеки
227,Spur::N,pėdsakas,челькс
228,Spur::N,pėdsakas,пильгеки
229,Asche::N,pelenai,кулов
230,Dreck::N,purvas,рудаз
231,Eisen::N,geležis,кшни
232,Gold::N,auksas,сырне
233,Silber::N,sidabras,сия
234,Kohle::N,anglis,сэдь
235,Kohle::N,anglis,уголия
236,Glas::N,stiklas,сулика
237,Lehm::N,molis,сёвонь
238,Sand::N,smėlis,човар
239,Mensch::N,žmogus,ломань
240,Mann::N,vyras,аля
241,Mann::N,vyras,цёраломань
242,Mann::N,vyriškis,аля
243,Mann::N,vyriškis,цёраломань
244,Frau::N,moteris,ава
245,Kind::N,vaikas,эйкакш
246,Junge::N,vaikinas,цёрыне
247,Junge::N,berniukas,цёрыне
248,Mädchen::N,mergytė,тейтерне
249,Mädchen::N,mergaitė,тейтерне
250,Familie::N,šeima,семия
251,Großvater::N,senelis,покштя
252,Großmutter::N,senelė,баба
253,Eltern::N,tėvai,тетят-ават
254,Vater::N,tėvas,тетя
255,Mutter::N,motina,ава
256,Sohn::N,sūnus,цёра
257,Tochter::N,duktė,тейтерь
258,Bruder::N,brolis,леля
259,Bruder::N,brolis,ялакс
260,Schwester::N,sesuo,сазор
261,Onkel::N,dėdė,леля
262,Tante::N,teta,патя
263,Ehemann::N,vyras,мирде
264,Ehefrau::N,žmona,ни
265,Freude::N,džiaugsmas,кеняркс
266,Gelächter::N,juokas,ракамо
267,Gelächter::N,juokas,пейдема
268,Glück::N,laimė,уцяска
269,Kummer::N,vargas,рискс
270,Kummer::N,vargas,мелявкс
271,Kummer::N,rūpestis,рискс
272,Kummer::N,rūpestis,мелявкс
273,Wunsch::N,troškimas,мель
274,Wunsch::N,troškimas,бажамо
275,Wunsch::N,pageidavimas,мель
276,Wunsch::N,pageidavimas,бажамо
277,Lust::N,noras,бажамо
278,Lust::N,geidulys,бажамо
279,Geist::N,dvasia,ойме
280,Gedanke::N,mintis,мель
281,Gedächtnis::N,atmintis,мель
282,Verstand::N,protas,прев
283,Sinn::N,prasmė,толк
284,Sinn::N,prasmė,смысла
285,Grund::N,priežastis,тувтал
286,Wahrheit::N,tiesa,видечи
287,Wahrheit::N,teisybė,видечи
288,Gespräch::N,pokalbis,кортнема
289,Märchen::N,pasaka,ёвкс
290,Erzählung::N,apsakymas,ёвтнема
291,Erzählung::N,pasakojimas,ёвтнема
292,Nachricht::N,žinia,куля
293,Neuigkeit::N,naujiena,куля
294,Name::N,vardas,лем
295,Rätsel::N,mįslė,содамоёвкс
296,Rede::N,kalba,кортамо
297,Sprache::N,kalba,кель
298,Stimme::N,balsas,ваигель
299,Wort::N,žodis,вал
300,Zeichen::N,žymė,теште
301,Zeichen::N,ženklas,теште
302,Ruf::N,šauksmas,тердема
303,Lärm::N,triukšmas,шалнома
304,Laut::N,garsas,вайгель
305,Ton::N,tonas,гайнема
306,Ton::N,garsas,гайнема
307,Lied::N,daina,моро
308,Lied::N,giesmė,моро
309,Ruhe::N,ramybė,оймамо
310,Ruhe::N,ramumas,оймамо
311,Leute::N,žmonės,ломанть
312,Volk::N,tauta,народ
313,Arbeit::N,darbas,тев
314,Arbeit::N,triūsas,тев
315,Gast::N,svečias,инже
316,Geschenk::N,dovana,казне
317,Spiel::N,žaismas,налксема
318,Spiel::N,žaidimas,налксема
319,Gesellschaft::N,draugija,община
320,Gesellschaft::N,kompanija,община
321,Hilfe::N,pagalba,лездамо
322,Freund::N,draugas,оя
323,Freund::N,draugas,ялга
324,Freund::N,bičiulis,оя
325,Freund::N,bičiulis,ялга
326,Kamerad::N,draugas,оя
327,Kamerad::N,draugas,ялга
328,Angelegenheit::N,dalykas,тев
329,Angelegenheit::N,reikalas,тев
330,Anzahl::N,kiekis,ламоксчи
331,Anzahl::N,skaičius,ламоксчи
332,Art::N,rūšis,вид
333,Stück::N,gabalas,пакш
334,Stück::N,gabalas,пелькс
335,Teil::N,dalis,часть
336,Teil::N,dalis,пелькс
337,Hälfte::N,pusė,пель
338,Hälfte::N,pusė,пелькс
339,Kreis::N,ratas,кирькс
340,Kreis::N,apskritis,кирькс
341,Kreis::N,apskritimas,кирькс
342,Kreuz::N,kryžius,крёст
343,Linie::N,linija,кикс
344,Strich::N,brėžis,межа
345,Strich::N,brūkšnys,межа
346,Abstand::N,atstumas,ютко
347,Entfernung::N,atstumas,ютко
348,Gegend::N,vietovė,тарка
349,Gegend::N,vietovė,пертьпелькс
350,Platz::N,vieta,васолкс
351,Ort::N,vieta,тарка
352,Ort::N,vietovė,тарка
353,Seite::N,pusė,ён
354,Seite::N,pusė,чире
355,Seite::N,šonas,ён
356,Seite::N,šonas,чире
357,Mitte::N,vidurys,куншка
358,Gegenstand::N,dalykas,предмет
359,Sache::N,daiktas,тев
360,Sache::N,daiktas,веща
361,Rand::N,kraštas,пе
362,Rand::N,kraštas,чире
363,Rand::N,pakraštys,пе
364,Rand::N,pakraštys,чире
365,Kante::N,kraštas,ирдез
366,Ecke::N,kertė,ужо
367,Ecke::N,kampas,ужо
368,Spitze::N,priekis,пряне
369,Spitze::N,priekis,пе
370,Spitze::N,priešakys,пряне
371,Spitze::N,priešakys,пе
372,Ende::N,galas,пе
373,Loch::N,skylė,варя
374,Winkel::N,kampas,ужо
375,Winkel::N,kampelis,ужо
376,Muster::N,raštas,сёрма
377,Größe::N,dydis,сэрь
378,Größe::N,dydis,покшолма
379,Größe::N,didumas,сэрь
380,Größe::N,didumas,покшолма
381,Länge::N,ilgis,кувалмо
382,Länge::N,ilgumas,кувалмо
383,Höhe::N,aukštis,сэрь
384,Höhe::N,aukštis,пандо
385,Höhe::N,aukštuma,сэрь
386,Höhe::N,aukštuma,пандо
387,Gewicht::N,svoris,сталмо
388,Gewicht::N,svarstis,сталмо
389,Menge::N,kiekis,лововкс
390,Menge::N,daugybė,лововкс
391,Haufen::N,krūva,мар
392,Haufen::N,krūva,валявкс
393,Haufen::N,šūsnis,мар
394,Haufen::N,šūsnis,валявкс
395,Reihe::N,greta,ряд
396,Boot::N,valtis,венч
397,Boot::N,laivelis,венч
398,Ruder::N,irklas,милё
399,Schlitten::N,rogės,нурдт
400,Schlitten::N,rogutės,нурдт
401,Ski::N,slidė,сокс
402,Lagerfeuer::N,laužas,толбандя
403,Last::N,našta,сталмо
404,Last::N,našta,кандома
405,Last::N,nešulys,сталмо
406,Last::N,nešulys,кандома
407,Gang::N,eisena,молема
408,Gang::N,eisena,якамо
409,Schritt::N,žingsnis,эскелькс
410,Norden::N,šiaurė,якшамо ёнкс
411,Norden::N,žiemiai,якшамо ёнкс
412,Süden::N,pietūs,лембе ёнкс
413,Westen::N,vakarai,чивалгома
414,Osten::N,rytai,чилисема
415,Holz::N,mediena,чувто
416,Brett::N,lenta,лаз
417,Platte::N,plokštė,плита
418,Stütze::N,atrama,неже
419,Stütze::N,atspara,неже
420,Stange::N,lazda,олга
421,Stange::N,kartis,олга
422,Stock::N,lazda,мандо
423,Stab::N,kartis,олога
424,Rohr::N,vamzdis,турба
425,Haus::N,namas,кудо
426,Heim::N,namai,кудо
427,Ofen::N,krosnis,каштомо
428,Fußboden::N,grindys,киякс
429,Tisch::N,stalas,столь
430,Stuhl::N,kėdė,стул
431,Wiege::N,lopšys,лавсь
432,Wiege::N,lopšys,нурямот
433,Bett::N,lova,ацамо
434,Bett::N,patalai,ацамо
435,Regal::N,lentyna,лався
436,Regal::N,lentyna,лавсяланго
437,Kiste::N,dėžė,горобия
438,Kiste::N,dėžė,сундук
439,Fenster::N,langas,вальма
440,Tür::N,durys,кенкш
441,Tor::N,vartai,ортат
442,Zaun::N,tvora,пирявт
443,Zaun::N,tvora,пирвякс
444,Dach::N,stogas,кудопря
445,Leiter::N,kopėčios,кузтема
446,Besen::N,šluota,тенсть
447,Spaten::N,lopeta,койме
448,Spaten::N,kastuvas,койме
449,Schaufel::N,semtuvas,кече
450,Schaufel::N,semtuvas,келей койме
451,Gabel::N,šakutė,сянгине
452,Löffel::N,šaukštas,пенч
453,Messer::N,peilis,пеель
454,Nagel::N,vinis,эске
455,Netz::N,tinklas,алтыма
456,Haken::N,vagis,кечказ
457,Haken::N,kablys,кечказ
458,Griff::N,kotas,кедне
459,Griff::N,rankena,кедне
460,Schloss::N,spyna,замок
461,Schloss::N,spyna,панжома
462,Schloss::N,užraktas,замок
463,Schloss::N,užraktas,панжома
464,Bild::N,paveikslas,картина
465,Figur::N,figūra,рунго
466,Puppe::N,lėlė,няка
467,Beutel::N,krepšys,кескав
468,Beutel::N,maišelis,кескав
469,Bündel::N,ryšulys,керькс
470,Tasche::N,krepšelis,юдма
471,Eimer::N,kibiras,ведра
472,Deckel::N,dangtis,велькс
473,Geschirr::N,indai,кедьге
474,Sack::N,maišas,кескав
475,Tasse::N,puodukas,чакш
476,Topf::N,puodas,кастрюля
477,Kessel::N,katilas,котёл
478,Essen::N,valgis,ярсамо
479,Nahrung::N,penas,ярсамопель
480,Nahrung::N,maistas,ярсамопель
481,Speise::N,patiekalas,ярсамопель
482,Fleisch::N,mėsa,сывель
483,Getreide::N,javai,сюро
484,Brei::N,košė,каша
485,Brot::N,duona,кши
486,Scheibe::N,riekė,кочом
487,Scheibe::N,riekė,сускомо
488,Fett::N,taukai,куя
489,Fett::N,riebalai,куя
490,Butter::N,sviestas,ой
491,Öl::N,aliejus,ой
492,Salz::N,druska,сал
493,Suppe::N,sriuba,ям
494,Honig::N,medus,медь
495,Milch::N,pienas,ловсо
496,Tee::N,arbata,чай
497,Leder::N,oda,киське
498,Wolle::N,vilna,пона
499,Stoff::N,audeklas,коцт
500,Nadel::N,adata,салмукс
501,Faden::N,gija,суре
502,Faden::N,siūlas,суре
503,Knopf::N,saga,пов
504,Knoten::N,mazgas,сюлмо
505,Farbe::N,dažai,артомапель
506,Kleidung::N,rūbai,оршамот
507,Kleidung::N,drabužiai,оршамот
508,Hemd::N,marškiniai,панар
509,Kragen::N,apykaklė,сиве
510,Ärmel::N,rankovė,ожа
511,Hose::N,kelnės,понкст
512,Gürtel::N,juosta,каркс
513,Gürtel::N,diržas,каркс
514,Mütze::N,kepurė,чапка
515,Schuh::N,batas,туфля
516,Stiefel::N,auliniai batai,кем
517,Ring::N,žiedas,суркс
518,Band::N,kaspinas,лента
519,Kamm::N,šukos,сурсеме
520,Spiegel::N,veidrodis,чавачамо
521,Riemen::N,diržas,кшнань каркс
522,Schnur::N,virvė,пикс
523,Leine::N,pavadėlis,ведьме
524,Decke::N,antklodė,вельтямо
525,Kissen::N,pagalvė,тодов
526,Kissen::N,priegalvis,тодов
527,Tuch::N,skarelė,паця
528,Handtuch::N,rankšluostis,нардамо
529,Kraft::N,jėga,вий
530,Stärke::N,stiprumas,виевчи
531,Gesundheit::N,sveikata,шумбрачи
532,Krankheit::N,liga,орма
533,Krankheit::N,liga,сэредема
534,Schmerz::N,skausmas,сэредькс
535,Wunde::N,žaizda,керявкс
536,Fieber::N,karštis,маштыкс
537,Arznei::N,vaistas,ормаменькс
538,Brücke::N,tiltas,сэдь
539,Brücke::N,tiltas,мадамо
540,Brunnen::N,šulinys,лисьма
541,Weide::N,ganykla,ракшань ванома тарка
542,Weide::N,gluosnis,ракшань ванома тарка
543,Pfad::N,takas,ян
544,Weg::N,kelias,ки
545,Straße::N,gatvė,ки
546,Dorf::N,kaimas,веле
547,Dorf::N,sodžius,веле
548,Stadt::N,miestas,ош
549,Brief::N,laiškas,сёрма
550,Buch::N,knyga,книга
551,Buchstabe::N,raidė,буква
552,Zeitung::N,laikraštis,газета
553,Leben::N,gyvybė,эрямо
554,Leben::N,gyvenimas,эрямо
555,Tod::N,mirtis,кулома
556,Grab::N,kapas,калмо
557,Kirche::N,bažnyčia,церькова
558,Sünde::N,nuodėmė,чумочи
559,Sünde::N,nusidėjimas,чумочи
560,Gott::N,dievas,паз
561,Arbeiter::N,darbininkas,робочей
562,Chef::N,šefas,прявт
563,Chef::N,vadovas,прявт
564,Chef::N,viršininkas,прявт
565,Meister::N,meistras,кол тевень тенця
566,Arzt::N,gydytojas,врач
567,Lehrer::N,mokytojas,учитель
568,Lehrer::N,mokytojas,тонавтыця
569,Geld::N,pinigai,ярмак
570,Geschäft::N,biznis,ладязь тев
571,Laden::N,krautuvė,лавка
572,Laden::N,parduotuvė,лавка
573,Preis::N,kaina,питне
574,Ware::N,prekė,миевкс
575,Ware::N,prekė,рамавкс
576,Nutzen::N,nauda,паро
577,Nutzen::N,nauda,лезэ
578,Nutzen::N,pelnas,паро
579,Nutzen::N,pelnas,лезэ
580,Reichtum::N,turtas,сюпавчи
581,Welt::N,pasaulis,мир
582,Welt::N,pasaulis,мастор ланго
583,Land::N,žemė,мастор
584,Land::N,šalis,мастор
585,Staat::N,valstija,государства
586,König::N,karalius,король
587,Macht::N,galia,азорксчи
588,Macht::N,valdžia,азорксчи
589,Grenze::N,riba,буен тешкс
590,Grenze::N,siena,буен тешкс
591,Krieg::N,karas,война
592,Feind::N,priešas,душман
593,Gewalt::N,jėga,нарьгамо
594,Gewalt::N,smurtas,нарьгамо
595,Gewalt::N,prievarta,нарьгамо
596,Kampf::N,kova,тюрема
597,Bogen[Waffe]::N,lankas,нал
598,Pfeil::N,strėlė,нал
599,Gewehr::N,šautuvas,ружия
600,Gewehr::N,šautuvas,винтовка
601,Fehler::N,klaida,ильведькс
602,Fehler::N,klaida,ильведевкс
603,Lüge::N,melas,манчема
604,Lüge::N,melas,кенгелема
605,Schaden::N,nuostolis,зыян
606,Schaden::N,apgadinimas,зыян
607,Unglück::N,nelaimė,зыян
608,Schuld::N,kaltė,чумочи
609,Alter::N,amžius,шка
610,Schluss::N,pabaiga,пе
611,Zeit::N,laikas,шка
612,Zeit::N,laikas,пинге
613,Tag::N,diena,чи
614,Morgen::N,rytas,валске
615,Mittag::N,vidurdienis,чикуншка
616,Abend::N,vakaras,чокшнэ
617,Nacht::N,naktis,ве
618,Woche::N,savaitė,недля
619,Monat::N,mėnuo,ков
620,Jahr::N,metai,ие
621,Frühling::N,pavasaris,тундо
622,Sommer::N,vasara,кизэ
623,Herbst::N,ruduo,сёксь
624,Winter::N,žiema,теле
625,Januar::N,sausis,якшамков
626,Februar::N,vasaris,февраль
627,März::N,kovas,март
628,April::N,balandis,апрель
629,Mai::N,gegužė,май
630,Juni::N,birželis,июнь
631,Juli::N,liepa,июль
632,August::N,rugpjūtis,август
633,September::N,rugsėjis,сентября
634,Oktober::N,spalis,октября
635,November::N,lapkritis,ноября
636,Dezember::N,gruodis,декабря
637,Montag::N,pirmadienis,пондельник
638,Dienstag::N,antradienis,овторник
639,Mittwoch::N,trečiadienis,серёда
640,Donnerstag::N,ketvirtadienis,цетьверьг
641,Freitag::N,penktadienis,пеця
642,Samstag::N,šeštadienis,субута
643,Samstag::N,šeštadienis,шлямочи
644,Sonntag::N,sekmadienis,недлячи
645,groß::A,didis,ине
646,groß::A,didis,покш
647,groß::A,didelis,ине
648,groß::A,didelis,покш
649,klein::A,mažas,вишка
650,lang::A,ilgas,кувака
651,kurz::A,trumpas,нурькине
652,breit::A,platus,келей
653,schmal::A,smulkus,теине
654,dicht::A,tankus,тусто
655,dick[Gegenstand]::A,storas,эчке
656,dünn::A,plonas,човине
657,fein::A,smulkus,човине
658,fest::A,kietas,кеме
659,fest::A,tvirtas,кеме
660,flach::A,lėkštas,лапужа
661,flach::A,plokščias,лапужа
662,glatt::A,slidus,валаня
663,hart::A,kietas,калгодо
664,weich::A,minkštas,чевте
665,rund::A,apvalus,кеверь
666,rund::A,apskritas,кеверь
667,spitz::A,aštrus,пшти
668,spitz::A,smailus,пшти
669,scharf::A,aštrus,пшти
670,stumpf::A,bukas,ношка
671,stumpf::A,atšipęs,ношка
672,schwer::A,sunkus,стака
673,schön::A,gražus,мазый
674,heiß::A,karštas,пси
675,warm::A,šiltas,лембе
676,kalt::A,šaltas,якшамо
677,kühl::A,vėsus,экше
678,kühl::A,bejausmis,экше
679,frisch::A,šviežias,свежа
680,feucht::A,drėgnas,летьке
681,nass::A,šlapias,начко
682,trocken::A,sausas,коське
683,voll::A,pilnas,пешксе
684,leer::A,tuščias,чаво
685,offen::A,atviras,панжадо
686,offen::A,atviras,виде
687,geschlossen::A,uždaras,пекстазь
688,geschlossen::A,uždaras,сёлгозь
689,geschlossen::A,uždarytas,пекстазь
690,geschlossen::A,uždarytas,сёлгозь
691,sauber::A,švarus,ванькс
692,schmutzig::A,nešvarus,ливезев
693,schmutzig::A,purvinas,ливезев
694,roh::A,žalias,верек
695,reif::A,prinokęs,кенерезь
696,reif::A,pribrendęs,кенерезь
697,lecker::A,gardus,тантей
698,süß::A,saldus,ламбамо
699,bitter::A,kartus,сэпей
700,sauer::A,gižus,чапамо
701,sauer::A,rūgštus,чапамо
702,hell::A,šviesus,валдо
703,hell::A,skaistus,валдо
704,dunkel::A,tamsus,чопода
705,schwarz::A,juodas,раужо
706,weiß::A,baltas,ашо
707,rot::A,raudonas,якстере
708,gelb::A,geltonas,ожо
709,blau::A,mėlynas,сэнь
710,grün::A,žalias,пиже
711,grau::A,pilkas,шержев
712,bunt::A,margas,сёрмав
713,bunt::A,spalvotas,сёрмав
714,billig::A,pigus,аволь питней
715,teuer::A,brangus,питней
716,wertvoll::A,vertingas,питней
717,blind::A,aklas,сокор
718,taub::A,kurčias,амариця
719,kräftig::A,stiprus,пек виев
720,stark::A,stiprus,виев
721,schwach::A,silpnas,лавшо
722,fett::A,riebus,куя
723,schlank::A,laibas,виде ронга
724,schlank::A,lieknas,виде ронга
725,hübsch::A,gražus,мазый
726,böse::A,blogas,кежей
727,dumm::A,paikas,чавола
728,dumm::A,paikas,превтеме
729,dumm::A,kvailas,чавола
730,dumm::A,kvailas,превтеме
731,faul::A,tingus,нузякс
732,fleißig::A,stropus,мелень путыця
733,fleißig::A,kruopštus,мелень путыця
734,geizig::A,šykštus,скупой
735,klug::A,sumanus,превей
736,klug::A,protingas,превей
737,geschickt::A,apsukrus,маштозь теезь
738,lieb::A,mielas,вадря
739,lustig::A,smagus,весёла
740,lustig::A,linksmas,весёла
741,sanft::A,švelnus,сэтьме
742,sanft::A,minkštas,сэтьме
743,hungrig::A,alkanas,вачо
744,krank::A,ligotas,сэредиця
745,krank::A,sergantis,сэредиця
746,nackt::A,nuogas,штапо
747,traurig::A,liūdnas,нусманя
748,lebendig::A,gyvas,эриця
749,gut::A,geras,паро
750,schlecht::A,blogas,берянь
751,schlecht::A,prastas,берянь
752,richtig::A,tikras,виде
753,richtig::A,teisingas,виде
754,schlimm::A,blogas,берянь
755,schlimm::A,prastas,берянь
756,wahr::A,tikras,алкуксонь
757,alt::A,senas,ташто
758,neu::A,naujas,од
759,ehemalig::A,buvęs,икелень
760,alt[Lebewesen]::A,pagyvenęs,сыре
761,jung::A,jaunas,од
762,arm::A,neturtingas,кажов
763,reich::A,turtingas,сюпав
764,bekannt::A,žinomas,содавикс
765,bekannt::A,pažįstamas,содавикс
766,berühmt::A,žymus,содавикс
767,berühmt::A,garsus,содавикс
768,fremd::A,svetimas,лия
769,fremd::A,svetimas,асодавикс
770,verschieden::A,įvairus,эрьва
771,nah::A,artimas,а васолонь
772,fern::A,tolimas,умонь
773,fern::A,tolimas,кезэрень
774,linker::A,kairys,керш
775,rechter::A,dešinys,вить
776,anderer::A,kitas,лия
777,erster::A,pirmas,васень
778,erster::A,pirmas,васенце
779,zweiter::A,antras,омбоце
780,dritter::A,trečias,колмоце
781,letzter::A,paskutinis,меельце
782,allein::ADV,vienas,башка
783,allein::ADV,vienas,ськамонзо
784,auf einmal::ADV,iš karto,вейсэ
785,zusammen::ADV,kartu,вейс
786,zusammen::ADV,kartu,вейсэ
787,zusammen::ADV,drauge,вейс
788,zusammen::ADV,drauge,вейсэ
