,Concept_ID,be,en
863,weinen::V,плакаць,weep
864,schimpfen::V,лаяцца,grumble
865,sich ärgern::V,сердаваць,be annoyed
866,sich fürchten::V,баяцца,be afraid
867,fürchten::V,баяцца,be afraid of
868,fliehen::V,уцякаць,flee
869,flüchten::V,уцячы,escape
870,sehen::V,бачыць,see
871,anschauen::V,паглядзець,look at
872,ansehen::V,глядзець,watch
873,hören::V,чуць,hear
874,zuhören::V,слухаць,listen
875,probieren::V,каштаваць,taste
876,riechen::V,нюхаць,smell
877,fühlen::V,адчуваць,feel
878,scheinen::V,здавацца,seem
879,zu sehen sein::V,віднецца,show
880,vernehmen::V,пачуць,hear
881,frieren::V,мёрзнуць,be cold
882,tun::V,рабіць,do
883,können::V,умець,can
884,wollen::V,хацець,want
885,anfangen::V,пачаць,start
886,beenden::V,закончыць,finish
887,aufhören::V,перастаць,stop
888,gelingen::V,удацца,succeed
889,geraten::V,аказацца,turn out
890,öffnen::V,адчыніць,open
891,schließen::V,зачыніць,close
892,stellen::V,паставіць,put
893,setzen::V,пасадзіць,place
894,legen::V,класці,lay
895,berühren::V,чапаць,touch
896,verbinden::V,звязаць,connect
897,bedecken::V,накрыць,cover
898,aufhängen::V,павесіць,hang up
899,anzünden::V,запаліць,light
900,aufheben::V,падняць,pick up
901,zurücklassen::V,пакінуць,leave
902,verlieren::V,згубіць,lose
903,fallen lassen::V,упусціць,drop
904,machen::V,зрабіць,make
905,herstellen::V,вырабіць,produce
906,bauen::V,будаваць,build
907,reparieren::V,правіць,mend
908,verbessern::V,палепшыць,improve
909,ändern::V,змяніць,alter
910,graben::V,капаць,dig
911,beugen::V,сагнуць,bow
912,biegen::V,пагнуць,bend
913,drehen::V,вярцець,spin
914,wenden::V,павярнуць,turn
915,umdrehen::V,перавярнуць,turn around
916,heben::V,падымаць,raise
917,hochheben::V,падняць,lift
918,ergreifen::V,схапіць,seize
919,ergreifen::V,схваціць,seize
920,halten::V,трымаць,hold
921,drücken::V,націскаць,press
922,schieben::V,пхаць,push
923,schieben::V,штурхаць,push
924,kratzen::V,скрэбці,scrape
925,lecken::V,лізаць,lick
926,beißen::V,кусаць,bite
927,abreißen::V,адарваць,tear off
928,abschneiden::V,адрэзаць,cut off
929,binden::V,вязаць,tie
930,stecken::V,уваткнуць,stick
931,brechen::V,зламаць,break
932,klopfen::V,стукаць,knock
933,hauen::V,біць,hit
934,kleben::V,клеіць,glue
935,reiben::V,церці,rub
936,streichen::V,намазаць,spread
937,schleifen::V,тачыць,grind
938,schneiden::V,рэзаць,cut
939,rütteln::V,хістаць,jolt
940,schütteln::V,трэсці,shake
941,schwenken::V,махаць,swing
942,schütten::V,наліць,pour
943,füllen::V,напоўніць,fill
944,einwickeln::V,загарнуць,wrap
945,tragen::V,несці,carry
946,schleppen::V,цягнуць,drag
947,ziehen::V,цягнуць,pull
948,aufbewahren::V,захоўваць,keep
949,werfen::V,кідаць,throw
950,fangen::V,лавіць,catch
951,packen::V,схапіць,grab
952,packen::V,схваціць,grab
953,verstecken::V,схаваць,hide
954,teilen::V,раздзяліць,divide
955,schicken::V,пасылаць,send
956,bringen::V,прынесці,bring
957,hinzufügen::V,дабавіць,add
958,bekommen::V,дастаць,get
959,erhalten::V,атрымаць,receive
960,nehmen::V,ўзяць,take
961,wählen::V,выбраць,choose
962,auswählen::V,адабраць,select
963,bewahren::V,захаваць,preserve
964,behindern::V,перашкаджаць,hinder
965,verderben::V,сапсаваць,spoil
966,beschädigen::V,пашкодзіць,damage
967,zerbrechen::V,разбіць,break
968,zerreißen::V,разадраць,tear
969,zerstören::V,разбурыць,destroy
970,verbrennen::V,спаліць,burn
971,geben::V,даць,give
972,reichen::V,перадаць,hand
973,schenken::V,дарыць,give
974,versprechen::V,абяцаць,promise
975,wünschen::V,жадаць,wish
976,loben::V,хваліць,praise
977,küssen::V,цалаваць,kiss
978,wiegen::V,гушкаць,rock
979,wiegen::V,калыхаць,rock
980,zudecken::V,накрыць,cover
981,wecken::V,пабудзіць,wake
982,zeigen::V,паказаць,show
983,führen::V,весці,guide
984,lehren::V,вучыць,teach
985,unterrichten::V,выкладаць,instruct
986,aufziehen::V,выхаваць,bring up
987,leiten::V,кіраваць,lead
988,antreiben::V,падганяць,urge
989,lassen::V,прымусіць,let
990,einladen::V,запрасіць,invite
991,vereinigen::V,абʼяднаць,unite
992,besuchen::V,наведаць,visit
993,treffen::V,сустрэць,meet
994,sich versammeln::V,сабрацца,assemble
995,spielen::V,гуляць,play
996,singen::V,пець,sing
997,singen::V,спяваць,sing
998,tanzen::V,танцаваць,dance
999,sich trennen::V,расстацца,separate
1000,verlassen::V,пакінуць,leave
1001,retten::V,выратаваць,rescue
1002,bewachen::V,ахоўваць,guard
1003,schützen::V,уберагаць,protect
1004,verteidigen::V,абараніць,defend
1005,sich schlagen::V,біцца,brawl
1006,sich schlagen::V,драцца,brawl
1007,schießen::V,страляць,shoot
1008,siegen::V,перамагчы,win
1009,ärgern::V,злаваць,annoy
1010,schlagen::V,ударыць,beat
1011,treten::V,штурхаць,kick
1012,stechen::V,укалоць,sting
1013,stoßen::V,папхнуць,shove
1014,stehlen::V,украсці,steal
1015,stören::V,перашкодзіць,disturb
1016,belästigen::V,дакучаць,bother
1017,verbergen::V,скрыць,conceal
1018,verbergen::V,схаваць,conceal
1019,täuschen::V,падмануць,deceive
1020,betrügen::V,змахляваць,cheat
1021,töten::V,забіць,kill
1022,wohnen::V,жыць,dwell
1023,arbeiten::V,працаваць,work
1024,sammeln::V,сабраць,gather
1025,pflücken::V,зрываць,pick
1026,jagen::V,паляваць,hunt
1027,fischen::V,рыбачыць,fish
1028,fassen::V,злавіць,catch
1029,hüten::V,пасвіць,herd
1030,treiben::V,гнаць,drive
1031,anbinden::V,прывязаць,tie up
1032,füttern::V,карміць,feed
1033,melken::V,даіць,milk
1034,hacken::V,сячы,chop
1035,gießen::V,паліць,water
1036,reifen::V,паспець,ripen
1037,zubereiten::V,зварыць,cook
1038,zubereiten::V,згатаваць,cook
1039,kochen::V,варыць,boil
1040,backen::V,пячы,bake
1041,braten::V,смажыць,fry
1042,umrühren::V,перамяшаць,stir
1043,stricken::V,вязаць,knit
1044,nähen::V,шыць,sew
1045,färben::V,пафарбаваць,dye
1046,reinigen::V,ачысціць,clean
1047,waschen::V,мыць,wash
1048,abwischen::V,выцерці,wipe
1049,spülen::V,паласкаць,rinse
1050,fegen::V,падмятаць,sweep
1051,kehren::V,месці,sweep
1052,baden::V,купацца,bath
1053,sich waschen::V,мыцца,wash
1054,ausziehen::V,зняць,take off
1055,anziehen::V,надзець,put on
1056,sich anziehen::V,адзецца,get dressed
1057,kämmen::V,прычасаць,comb
1058,schmücken::V,аздобіць,decorate
1059,sagen::V,сказаць,say
1060,sprechen::V,гаварыць,speak
1061,reden::V,размаўляць,talk
1062,sich unterhalten::V,гутарыць,chat
1063,fragen::V,спытаць,ask
1064,bitten::V,прасіць,request
1065,erzählen::V,расказаць,tell
1066,mitteilen::V,паведаміць,convey
1067,nennen::V,назваць,name
1068,rufen::V,зваць,call
1069,prahlen::V,хваліцца,brag
1070,übersetzen::V,перакласці,translate
1071,denken::V,думаць,think
1072,glauben::V,верыць,believe
1073,bemerken::V,заўважыць,notice
1074,erkennen::V,пазнаць,recognize
1075,begreifen::V,спасцігнуць,grasp
1076,verstehen::V,пачуць,understand
1077,lernen::V,вучыцца,learn
1078,wissen::V,знаць,know
1079,sich erinnern an::V,памятаць,remember
1080,vergessen::V,забыць,forget
1081,messen::V,мераць,measure
1082,zählen::V,лічыць,count
1083,rechnen::V,лічыць,calculate
1084,lesen::V,чытаць,read
1085,malen::V,маляваць,paint
1086,zeichnen::V,рысаваць,draw
1087,schreiben::V,пісаць,write
1088,besitzen::V,мець,own
1089,kaufen::V,купіць,buy
1090,verkaufen::V,прадаць,sell
1091,bezahlen::V,заплаціць,pay for
1092,zahlen::V,плаціць,pay
1093,beherrschen::V,уладаць,rule
1094,beherrschen::V,валодаць,rule
1095,ertragen::V,выцерпець,endure
