,Concept_ID,it,is
136,Küste::N,costa,strönd
137,Festland::N,terraferma,meginland
138,Meer::N,mare,haf
139,Meer::N,mare,sjór
140,Bucht::N,cala,vík
141,Insel::N,ìsola,eyja
142,Blume::N,fiore,blóm
143,Gras::N,erba,gras
144,Wurzel::N,radice,rót
145,Baum::N,àlbero,tré
146,Stamm::N,tronco,stofn
147,Rinde::N,corteccia,börkur
148,Ast::N,ramo,grein
149,Zweig::N,ramo,angi
150,Zweig::N,ramo,kvistur
151,Blatt::N,foglia,blað
152,Birke::N,betulla,birki
153,Kiefer[Baum]::N,pino,fura
154,Weide[Baum]::N,sàlice,víðir
155,Tanne::N,abete,greni
156,Horn::N,corno,horn
157,Feder::N,penna,fjöður
158,Fell::N,manto,skinn
159,Fell::N,pelame,skinn
160,Flügel::N,ala,vængur
161,Klaue::N,grinfia,kló
162,Kralle::N,unghia,kló
163,Kralle::N,artiglio,kló
164,Schwanz::N,coda,rófa
165,Schwanz::N,coda,skott
166,Ei::N,uovo,egg
167,Nest::N,nido,hreiður
168,Bau::N,covo,greni
169,Bau::N,covo,bæli
170,Tier::N,bestia,dýr
171,Tier::N,animale,dýr
172,Herde::N,gregge,hjörð
173,Kuh::N,vacca,kýr
174,Bulle::N,toro,boli
175,Pferd::N,cavallo,hestur
176,Schaf::N,pècora,kind
177,Schwein::N,porco,svín
178,Schwein::N,maiale,svín
179,Hund::N,cane,hundur
180,Katze::N,gatta,köttur
181,Bär::N,orso,björn
182,Eichhörnchen::N,scoiàttolo,íkorni
183,Elch::N,alce,elgur
184,Fuchs::N,volpe,refur
185,Hase::N,lepre,héri
186,Maus::N,topo,mús
187,Maus::N,sorcio,mús
188,Wolf::N,lupo,úlfur
189,Vogel::N,uccello,fugl
190,Schwarm::N,stormo,sægur
191,Huhn::N,gallina,hæna
192,Hahn::N,gallo,hani
193,Gans::N,oca,gæs
194,Adler::N,àquila,örn
195,Ente::N,ànatra,önd
196,Eule::N,gufo,uggla
197,Eule::N,civetta,uggla
198,Kranich::N,gru,trana
199,Krähe::N,cornacchia,kráka
200,Kuckuck::N,cuccù,gaukur
201,Kuckuck::N,cùculo,gaukur
202,Schwan::N,cigno,svanur
203,Fisch::N,pesce,fiskur
204,Barsch::N,pèrsico,aborri
205,Hecht::N,luccio,gedda
206,Schlange[Tier]::N,serpente,naðra
207,Wurm::N,baco,ormur
208,Wurm::N,verme,ormur
209,Spinne::N,ragno,kónguló
210,Ameise::N,formica,maur
211,Laus::N,pidocchio,lús
212,Mücke::N,zanzara,mý
213,Mücke::N,zanzara,mýfluga
214,Fliege::N,mosca,fluga
215,Schmetterling::N,farfalla,fiðrildi
216,Beere::N,bacca,ber
217,Apfel::N,mela,epli
218,Pilz::N,fungo,sveppur
219,Zwiebel::N,cipolla,laukur
220,Saat::N,semente,fræ
221,Saat::N,semente,útsæði
222,Korn::N,grano,korn
223,Heu::N,fieno,hey
224,Schale::N,buccia,hýði
225,Grube::N,cava,gryfja
226,Grube::N,fossa,gryfja
227,Falle::N,tràppola,gildra
228,Schlinge::N,laccio,snara
229,Spur::N,traccia,spor
230,Asche::N,cenere,aska
231,Dreck::N,fango,óþverri
232,Eisen::N,ferro,járn
233,Gold::N,oro,gull
234,Silber::N,argento,silfur
235,Kohle::N,carbone,kol
236,Glas::N,vetro,gler
237,Lehm::N,argilla,leir
238,Sand::N,arena,sandur
239,Sand::N,sabbia,sandur
240,Mensch::N,uomo,maður
241,Mensch::N,uomo,manneskja
242,Mensch::N,èssere umano,maður
243,Mensch::N,èssere umano,manneskja
244,Mann::N,uomo,maður
245,Mann::N,uomo,karlmaður
246,Frau::N,donna,kona
247,Kind::N,bambino,barn
248,Kind::N,bambino,krakki
249,Junge::N,ragazzo,drengur
250,Mädchen::N,ragazza,stelpa
251,Familie::N,famiglia,fjölskylda
252,Großvater::N,nonno,afi
253,Großmutter::N,nonna,amma
254,Eltern::N,genitori,foreldrar
255,Vater::N,padre,faðir
256,Mutter::N,madre,móðir
257,Sohn::N,figlio,sonur
258,Tochter::N,figlia,dóttir
259,Bruder::N,fratello,bróðir
260,Schwester::N,sorella,systir
261,Onkel::N,zio,föðurbróðir
262,Tante::N,zia,frænka
263,Tante::N,zia,móðursystir
264,Ehemann::N,marito,eiginmaður
265,Ehefrau::N,moglie,eiginkona
266,Freude::N,gioia,gleði
267,Freude::N,piacere,gleði
268,Gelächter::N,risata,hlátur
269,Glück::N,felicità,gæfa
270,Kummer::N,afflizione,sorg
271,Wunsch::N,desiderio,ósk
272,Lust::N,voglia,fýsn
273,Lust::N,voglia,löngun
274,Geist::N,mente,andi
275,Geist::N,spìrito,andi
276,Gedanke::N,idea,hugsun
277,Gedanke::N,pensiero,hugsun
278,Gedächtnis::N,memoria,minni
279,Verstand::N,intelletto,vit
280,Sinn::N,senso,merking
281,Sinn::N,significato,merking
282,Grund::N,causa,ástæða
283,Grund::N,motivo,ástæða
284,Grund::N,ragione,ástæða
285,Wahrheit::N,verità,sannleikur
286,Gespräch::N,discorso,samtal
287,Gespräch::N,conversazione,samtal
288,Märchen::N,fiaba,ævintýri
289,Märchen::N,fàvola,ævintýri
290,Erzählung::N,racconto,saga
291,Erzählung::N,narrazione,saga
292,Nachricht::N,messaggio,frétt
293,Neuigkeit::N,notizia,frétt
294,Name::N,nome,nafn
295,Rätsel::N,indovinello,gáta
296,Rede::N,discorso,ræða
297,Sprache::N,lingua,mál
298,Sprache::N,lingua,tungumál
299,Sprache::N,linguaggio,mál
300,Sprache::N,linguaggio,tungumál
301,Stimme::N,voce,rödd
302,Wort::N,parola,orð
303,Zeichen::N,segno,tákn
304,Zeichen::N,segno,merki
305,Zeichen::N,segnale,tákn
306,Zeichen::N,segnale,merki
307,Ruf::N,chiamata,kall
308,Lärm::N,chiasso,hávaði
309,Lärm::N,strèpito,hávaði
310,Laut::N,suono,hljóð
311,Ton::N,tono,tónn
312,Lied::N,canto,ljóð
313,Lied::N,canto,söngur
314,Lied::N,canzone,ljóð
315,Lied::N,canzone,söngur
316,Ruhe::N,calma,ró
317,Ruhe::N,calma,kyrrð
318,Ruhe::N,tranquillità,ró
319,Ruhe::N,tranquillità,kyrrð
320,Leute::N,gente,fólk
321,Volk::N,pòpolo,þjóð
322,Arbeit::N,lavoro,vinna
323,Gast::N,òspite,gestur
324,Gast::N,invitato,gestur
325,Geschenk::N,regalo,gjöf
326,Spiel::N,gioco,leikur
327,Gesellschaft::N,compagnìa,selskapur
328,Hilfe::N,aiuto,hjálp
329,Hilfe::N,soccorso,hjálp
330,Freund::N,amico,vinur
331,Kamerad::N,camerata,félagi
332,Angelegenheit::N,affare,mál
333,Angelegenheit::N,affare,málefni
334,Angelegenheit::N,faccenda,mál
335,Angelegenheit::N,faccenda,málefni
336,Anzahl::N,nùmero,tala
337,Anzahl::N,nùmero,fjöldi
338,Anzahl::N,quantità,tala
339,Anzahl::N,quantità,fjöldi
340,Art::N,tipo,tegund
341,Art::N,specie,tegund
342,Stück::N,pezzo,biti
343,Stück::N,pezzo,stykki
344,Teil::N,parte,hluti
345,Teil::N,parte,partur
346,Hälfte::N,metà,helmingur
347,Kreis::N,cìrcolo,hringur
348,Kreuz::N,croce,kross
349,Kreuz::N,croce,krossmark
350,Linie::N,lìnea,lína
351,Strich::N,tratto,strik
352,Abstand::N,distanza,millibil
353,Entfernung::N,distanza,fjarlægð
354,Entfernung::N,lontananza,fjarlægð
355,Gegend::N,regione,hérað
356,Platz::N,posto,pláss
357,Platz::N,spazio,pláss
358,Ort::N,luogo,staður
359,Ort::N,località,staður
360,Seite::N,lato,hlið
361,Seite::N,parte,hlið
362,Mitte::N,mezzo,miðja
363,Mitte::N,centro,miðja
364,Gegenstand::N,oggetto,hlutur
365,Sache::N,cosa,mál
366,Rand::N,orlo,brún
367,Rand::N,bordo,brún
368,Kante::N,spìgolo,rönd
369,Ecke::N,canto,horn
370,Spitze::N,punta,oddur
371,Ende::N,capo,endi
372,Ende::N,estremità,endi
373,Loch::N,buco,gat
374,Loch::N,buco,hola
375,Winkel::N,àngolo,skot
376,Winkel::N,àngolo,krókur
377,Muster::N,disegno,munstur
378,Größe::N,taglia,stærð
379,Größe::N,grandezza,stærð
380,Länge::N,lunghezza,lengd
381,Höhe::N,altezza,hæð
382,Gewicht::N,peso,vigt
383,Gewicht::N,peso,þyngd
384,Menge::N,quantità,magn
385,Haufen::N,cùmulo,hrúga
386,Haufen::N,cùmulo,haugur
387,Haufen::N,mucchio,hrúga
388,Haufen::N,mucchio,haugur
389,Reihe::N,fila,röð
390,Boot::N,barca,bátur
391,Boot::N,battello,bátur
392,Ruder::N,remo,ár
393,Schlitten::N,slitta,sleði
394,Ski::N,sci,skíði
395,Lagerfeuer::N,falò,varðeldur
396,Lagerfeuer::N,fuoco di bivacco,varðeldur
397,Last::N,càrico,byrði
398,Last::N,càrico,farmur
399,Gang::N,andata,ganga
400,Schritt::N,passo,skref
401,Norden::N,nord,norður
402,Norden::N,settentrione,norður
403,Süden::N,sud,suður
404,Süden::N,meridione,suður
405,Westen::N,òvest,vestur
406,Westen::N,occidente,vestur
407,Osten::N,est,austur
408,Osten::N,oriente,austur
409,Holz::N,legno,viður
410,Brett::N,asse,fjöl
411,Brett::N,tàvola,fjöl
412,Platte::N,lastra,flötur
413,Platte::N,piastra,flötur
414,Stütze::N,supporto,stoð
415,Stange::N,sbarra,stöng
416,Stange::N,pèrtica,stöng
417,Stock::N,verga,prik
418,Stock::N,verga,stafur
419,Stock::N,bastone,prik
420,Stock::N,bastone,stafur
421,Stock::N,bacchetta,prik
422,Stock::N,bacchetta,stafur
423,Stab::N,asta,prik
424,Stab::N,asta,stafur
425,Rohr::N,tubo,rör
426,Rohr::N,tubo,pípa
427,Haus::N,casa,hús
428,Heim::N,casa,heimili
429,Ofen::N,stufa,ofn
430,Fußboden::N,pavimento,gólf
431,Tisch::N,tàvolo,borð
432,Stuhl::N,sedia,stóll
433,Wiege::N,culla,vagga
434,Bett::N,letto,rúm
435,Bett::N,letto,hvíla
436,Regal::N,scaffale,hilla
437,Kiste::N,cassa,kassi
438,Fenster::N,finestra,gluggi
439,Tür::N,porta,dyr
440,Tür::N,porta,hurð
441,Tor::N,portone,hlið
442,Zaun::N,recinto,girðing
443,Zaun::N,recinto,limgarður
444,Dach::N,tetto,þak
445,Leiter::N,scala,stigi
446,Leiter::N,scala a pioli,stigi
447,Besen::N,scopa,sópur
448,Spaten::N,vanga,spaði
449,Schaufel::N,pala,skófla
450,Gabel::N,forchetta,gaffall
451,Löffel::N,cucchiaio,skeið
452,Messer::N,coltello,hnífur
453,Nagel::N,chiodo,nögl
454,Netz::N,rete,net
455,Haken::N,uncino,krókur
456,Griff::N,mànico,tak
457,Griff::N,maniglia,tak
458,Schloss::N,serratura,lás
459,Bild::N,quadro,mynd
460,Bild::N,immàgine,mynd
461,Figur::N,figura,stytta
462,Puppe::N,bàmbola,brúða
463,Beutel::N,borsa,poki
464,Beutel::N,borsa,baggi
465,Beutel::N,sacchetto,poki
466,Beutel::N,sacchetto,baggi
467,Bündel::N,fascio,böggull
468,Bündel::N,fagotto,böggull
469,Tasche::N,borsa,veski
470,Eimer::N,secchio,fata
471,Deckel::N,coperchio,lok
472,Geschirr::N,stoviglie,leirtau
473,Sack::N,sacco,sekkur
474,Tasse::N,tazza,bolli
475,Topf::N,pèntola,pottur
476,Kessel::N,paiolo,ketill
477,Kessel::N,calderone,ketill
478,Essen::N,pasto,matur
479,Essen::N,mangiare,matur
480,Nahrung::N,cibo,fæða
481,Nahrung::N,alimento,fæða
482,Speise::N,piatto,réttur
483,Speise::N,piatto,matarréttur
484,Fleisch::N,carne,kjöt
485,Getreide::N,cereali,korn
486,Brei::N,purè,grautur
487,Brei::N,pappa,grautur
488,Brot::N,pane,brauð
489,Scheibe::N,fetta,sneið
490,Scheibe::N,trancia,sneið
491,Fett::N,grasso,fita
492,Butter::N,burro,smjör
493,Öl::N,olio,olía
494,Salz::N,sale,salt
495,Suppe::N,zuppa,súpa
496,Suppe::N,minestra,súpa
497,Honig::N,miele,hunang
498,Milch::N,latte,mjólk
499,Tee::N,tè,te
500,Leder::N,pelle,skinn
501,Wolle::N,lana,ull
502,Stoff::N,panno,dúkur
503,Stoff::N,tessuto,dúkur
504,Nadel::N,ago,nál
505,Faden::N,filo,þráður
506,Knopf::N,bottone,tala
507,Knopf::N,bottone,hnappur
508,Knoten::N,nodo,hnútur
509,Farbe::N,pittura,málning
510,Kleidung::N,vestiti,búningur
511,Kleidung::N,vestiti,klæðnaður
512,Kleidung::N,vestiario,búningur
513,Kleidung::N,vestiario,klæðnaður
514,Hemd::N,camicia,skyrta
515,Kragen::N,bàvero,kragi
516,Kragen::N,bàvero,flibbi
517,Kragen::N,colletto,kragi
518,Kragen::N,colletto,flibbi
519,Ärmel::N,mànica,ermi
520,Hose::N,calzoni,buxur
521,Gürtel::N,cintura,belti
522,Mütze::N,berretto,húfa
523,Schuh::N,scarpa,skór
524,Stiefel::N,stivale,stígvél
525,Ring::N,anello,hringur
526,Band::N,nastro,band
527,Band::N,fettuccia,band
528,Kamm::N,pèttine,greiða
529,Spiegel::N,specchio,spegill
530,Riemen::N,cinghia,ól
531,Riemen::N,cinghia,reim
532,Schnur::N,corda,snúra
533,Leine::N,guinzaglio,band
534,Decke::N,coperta,teppi
535,Kissen::N,cuscino,koddi
536,Kissen::N,guanciale,koddi
537,Tuch::N,fazzoletto,klútur
538,Handtuch::N,asciugamano,þurrka
539,Handtuch::N,asciugamano,handklæði
540,Kraft::N,forza,afl
541,Kraft::N,forza,kraftur
542,Stärke::N,forza,styrkur
543,Stärke::N,vigore,styrkur
544,Stärke::N,fortezza,styrkur
545,Gesundheit::N,salute,heilsa
546,Gesundheit::N,salute,heilbrigði
547,Krankheit::N,malattìa,sjúkdómur
548,Schmerz::N,dolore,sársauki
549,Wunde::N,piaga,sár
550,Wunde::N,ferita,sár
551,Fieber::N,febbre,hitasótt
552,Arznei::N,fàrmaco,lyf
553,Arznei::N,medicina,lyf
554,Brücke::N,ponte,brú
555,Brunnen::N,pozzo,brunnur
556,Weide::N,pàscolo,hagi
557,Pfad::N,sentiero,stígur
558,Weg::N,via,vegur
559,Weg::N,cammino,vegur
560,Straße::N,strada,gata
561,Straße::N,strada,stræti
562,Dorf::N,paese,þorp
563,Dorf::N,villaggio,þorp
564,Stadt::N,città,borg
565,Brief::N,lèttera,bréf
566,Buch::N,libro,bók
567,Buchstabe::N,lèttera,bókstafur
568,Zeitung::N,giornale,dagblað
569,Leben::N,vita,líf
570,Tod::N,morte,dauði
571,Grab::N,tomba,gröf
572,Grab::N,sepolcro,gröf
573,Kirche::N,chiesa,kirkja
574,Sünde::N,peccato,synd
575,Gott::N,dio,guð
576,Arbeiter::N,operaio,verkamaður
577,Arbeiter::N,lavoratore,verkamaður
578,Chef::N,capo,yfirmaður
579,Chef::N,padrone,yfirmaður
580,Meister::N,mastro,meistari
581,Meister::N,maestro,meistari
582,Arzt::N,mèdico,læknir
583,Arzt::N,dottore,læknir
584,Lehrer::N,professore,kennari
585,Geld::N,soldi,peningar
586,Geld::N,denaro,peningar
587,Geschäft::N,affare,viðskipti
588,Geschäft::N,negozio,viðskipti
589,Laden::N,negozio,búð
590,Laden::N,negozio,verslun
591,Preis::N,prezzo,verð
592,Ware::N,merce,vara
593,Nutzen::N,ùtile,gagn
594,Nutzen::N,profitto,gagn
595,Reichtum::N,ricchezza,auður
596,Welt::N,mondo,veröld
597,Land::N,paese,land
598,Staat::N,Stato,ríki
599,König::N,re,konungur
600,Macht::N,potere,vald
601,Grenze::N,confine,landamæri
602,Grenze::N,frontiera,landamæri
603,Krieg::N,guerra,stríð
604,Feind::N,nemico,fjandmaður
605,Gewalt::N,violenza,ofbeldi
606,Kampf::N,lotta,bardagi
607,Bogen[Waffe]::N,arco,bogi
608,Pfeil::N,freccia,ör
609,Gewehr::N,fucile,byssa
610,Fehler::N,errore,villa
611,Fehler::N,sbaglio,villa
612,Lüge::N,bugìa,lygi
613,Lüge::N,menzogna,lygi
614,Schaden::N,danno,skemmd
615,Unglück::N,sfortuna,óhamingja
616,Schuld::N,colpa,sök
617,Alter::N,età,aldur
618,Schluss::N,fine,lok
619,Schluss::N,fine,endir
620,Zeit::N,tempo,tími
621,Tag::N,giorno,dagur
622,Tag::N,giornata,dagur
623,Morgen::N,mattina,morgunn
624,Mittag::N,mezzogiorno,hádegi
625,Abend::N,sera,kvöld
626,Abend::N,serata,kvöld
627,Nacht::N,notte,nótt
628,Woche::N,settimana,vika
629,Monat::N,mese,mánuður
630,Jahr::N,anno,ár
631,Frühling::N,primavera,vor
632,Sommer::N,estate,sumar
633,Herbst::N,autunno,haust
634,Winter::N,inverno,vetur
635,Januar::N,gennaio,janúar
636,Februar::N,febbraio,február
637,März::N,marzo,mars
638,April::N,aprile,apríl
639,Mai::N,maggio,maí
640,Juni::N,giugno,júní
641,Juli::N,luglio,júlí
642,August::N,agosto,ágúst
643,September::N,settembre,september
644,Oktober::N,ottobre,október
645,November::N,novembre,nóvember
646,Dezember::N,dicembre,desember
647,Montag::N,lunedì,mánudagur
648,Dienstag::N,martedì,þriðjudagur
649,Mittwoch::N,mercoledì,miðvikudagur
650,Donnerstag::N,giovedì,fimmtudagur
651,Freitag::N,venerdì,föstudagur
652,Samstag::N,sàbato,laugardagur
653,Sonntag::N,domenica,sunnudagur
654,groß::A,grande,stór
655,klein::A,pìccolo,lítill
656,lang::A,lungo,langur
657,kurz::A,corto,stuttur
658,breit::A,largo,breiður
659,schmal::A,stretto,mjór
660,dicht::A,denso,þéttur
661,dick[Gegenstand]::A,spesso,þykkur
662,dünn::A,sottile,þunnur
663,fein::A,fine,fíngerður
664,fein::A,delicato,fíngerður
665,fest::A,sodo,fastur
666,fest::A,fisso,fastur
667,flach::A,piano,flatur
668,flach::A,piatto,flatur
669,glatt::A,liscio,háll
670,glatt::A,liscio,sléttur
671,hart::A,duro,harður
672,weich::A,molle,mjúkur
673,rund::A,rotondo,kringlóttur
674,spitz::A,aguzzo,oddhvass
675,spitz::A,appuntito,oddhvass
676,scharf::A,affilato,beittur
677,scharf::A,tagliente,beittur
678,stumpf::A,smussato,bitlaus
679,schwer::A,pesante,þungur
680,schön::A,bello,fagur
681,schön::A,bello,fallegur
682,heiß::A,caldo,heitur
683,heiß::A,bollente,heitur
684,warm::A,caldo,hlýr
685,warm::A,caldo,heitur
686,kalt::A,freddo,kaldur
687,kühl::A,fresco,svalur
688,frisch::A,fresco,frískur
689,feucht::A,ùmido,rakur
690,feucht::A,ùmido,þvalur
691,nass::A,bagnato,votur
692,nass::A,bagnato,blautur
693,trocken::A,secco,þurr
694,voll::A,pieno,fullur
695,leer::A,vuoto,tómur
696,offen::A,aperto,opinn
697,geschlossen::A,chiuso,lokaður
698,sauber::A,netto,þrifinn
699,sauber::A,pulito,þrifinn
700,schmutzig::A,sporco,óhreinn
701,schmutzig::A,sporco,sóðalegur
702,schmutzig::A,sùdicio,óhreinn
703,schmutzig::A,sùdicio,sóðalegur
704,roh::A,crudo,hrár
705,reif::A,maturo,þroskaður
706,lecker::A,ghiotto,ljúffengur
707,lecker::A,squisito,ljúffengur
708,süß::A,dolce,sætur
709,bitter::A,amaro,beiskur
710,sauer::A,aspro,súr
711,sauer::A,acerbo,súr
712,hell::A,chiaro,bjartur
713,dunkel::A,buio,dimmur
714,dunkel::A,oscuro,dimmur
715,schwarz::A,nero,svartur
716,weiß::A,bianco,hvítur
717,rot::A,rosso,rauður
718,gelb::A,giallo,gulur
719,blau::A,blu,blár
720,blau::A,azzurro,blár
721,grün::A,verde,grænn
722,grau::A,grigio,grár
723,bunt::A,variopinto,marglitur
724,billig::A,a buon prezzo,ódýr
725,billig::A,a buon mercato,ódýr
726,teuer::A,caro,dýr
727,wertvoll::A,prezioso,verðmætur
728,blind::A,cieco,blindur
729,taub::A,sordo,heyrnarlaus
730,kräftig::A,forte,öflugur
731,kräftig::A,robusto,öflugur
732,stark::A,forte,sterkur
733,stark::A,vigoroso,sterkur
734,schwach::A,dèbole,veill
735,fett::A,grasso,feitur
736,schlank::A,snello,grannur
737,schlank::A,snello,spengilegur
738,schlank::A,slanciato,grannur
739,schlank::A,slanciato,spengilegur
740,hübsch::A,bello,snotur
741,hübsch::A,bello,laglegur
742,hübsch::A,carino,snotur
743,hübsch::A,carino,laglegur
744,böse::A,cattivo,illur
745,böse::A,cattivo,vondur
746,dumm::A,stùpido,heimskur
747,faul::A,pigro,latur
748,fleißig::A,diligente,iðinn
749,geizig::A,avaro,nískur
750,klug::A,intelligente,hygginn
751,geschickt::A,àbile,fimur
752,geschickt::A,àbile,laginn
753,lieb::A,caro,kær
754,lieb::A,caro,ljúfur
755,lustig::A,gaio,kátur
756,lustig::A,allegro,kátur
757,sanft::A,dolce,blíður
758,hungrig::A,affamato,soltinn
759,hungrig::A,affamato,hungraður
760,krank::A,malato,sjúkur
761,krank::A,infermo,sjúkur
762,nackt::A,nudo,nakinn
763,traurig::A,triste,dapur
764,traurig::A,triste,hryggur
765,lebendig::A,vivo,lifandi
766,gut::A,buono,góður
767,schlecht::A,cattivo,slæmur
768,schlecht::A,cattivo,lélegur
769,richtig::A,giusto,réttur
770,schlimm::A,grave,slæmur
771,wahr::A,vero,sannur
772,alt::A,vecchio,gamall
773,neu::A,nuovo,nýr
774,ehemalig::A,vecchio,fyrrverandi
775,ehemalig::A,d'una_volta,fyrrverandi
776,alt[Lebewesen]::A,anziano,gamall
777,jung::A,giovane,ungur
778,arm::A,pòvero,vesall
779,arm::A,pòvero,fátækur
780,reich::A,ricco,ríkur
781,reich::A,ricco,auðugur
782,bekannt::A,noto,kunnugur
783,bekannt::A,conosciuto,kunnugur
784,berühmt::A,famoso,frægur
785,berühmt::A,cèlebre,frægur
786,fremd::A,estràneo,framandi
787,fremd::A,estràneo,ókunnugur
788,fremd::A,straniero,framandi
789,fremd::A,straniero,ókunnugur
790,verschieden::A,diverso,ýmis
791,verschieden::A,differente,ýmis
792,nah::A,vicino,nálægur
793,nah::A,propinquo,nálægur
794,fern::A,lontano,fjarri
795,fern::A,lontano,fjarlægur
796,linker::A,sinistro,vinstri
797,rechter::A,destro,hægri
798,anderer::A,altro,annar
799,erster::A,primo,fyrsti
800,zweiter::A,secondo,annar
801,dritter::A,terzo,þriðji
802,letzter::A,ùltimo,síðasti
803,allein::ADV,solo,einn
804,allein::ADV,solo,aleinn
805,allein::ADV,da solo,einn
806,allein::ADV,da solo,aleinn
807,auf einmal::ADV,insieme,allt í einu
808,zusammen::ADV,insieme,saman
809,lange::ADV,a lungo,lengi
810,plötzlich::ADV,all'improvviso,skyndilega
811,sofort::ADV,sùbito,strax
812,sofort::ADV,sùbito,þegar í stað
813,sofort::ADV,all'istante,strax
814,sofort::ADV,all'istante,þegar í stað
815,später::ADV,più tardi,seinna
816,jetzt::ADV,ora,nú
817,jetzt::ADV,ora,núna
818,jetzt::ADV,adesso,nú
819,jetzt::ADV,adesso,núna
820,heute::ADV,oggi,í dag
821,morgen::ADV,domani,á morgun
822,bald::ADV,presto,brátt
823,bald::ADV,presto,bráðum
