,Concept_ID,hu,ru
122,Bach::N,patak,ручей
123,Fluss::N,folyó,река
124,Ufer::N,part,берег
125,Küste::N,tengerpart,побережье
126,Festland::N,szárazföld,суша
127,Meer::N,tenger,море
128,Bucht::N,öböl,бухта
129,Insel::N,sziget,остров
130,Blume::N,virág,цветок
131,Gras::N,fű,трава
132,Wurzel::N,gyökér,корень
133,Baum::N,fa,дерево
134,Stamm::N,tő,ствол
135,Stamm::N,törzs,ствол
136,Rinde::N,kéreg,кора
137,Ast::N,ág,сук
138,Zweig::N,gally,ветвь
139,Blatt::N,levél,лист
140,Birke::N,nyír,береза
141,Kiefer[Baum]::N,fenyő,сосна
142,Weide[Baum]::N,fűz,ива
143,Tanne::N,fenyő,ель
144,Horn::N,szarv,рог
145,Feder::N,toll,перо
146,Fell::N,szőr,шкура
147,Fell::N,bunda,шкура
148,Flügel::N,szárny,крыло
149,Klaue::N,köröm,коготь
150,Kralle::N,karom,лапа
151,Schwanz::N,farok,хвост
152,Ei::N,tojás,яйцо
153,Nest::N,fészek,гнездо
154,Bau::N,odú,нора
155,Tier::N,állat,животное
156,Herde::N,nyáj,стадо
157,Herde::N,csorda,стадо
158,Kuh::N,tehén,корова
159,Bulle::N,bika,бык
160,Pferd::N,ló,лошадь
161,Schaf::N,juh,овца
162,Schaf::N,birka,овца
163,Schwein::N,sertés,свинья
164,Hund::N,eb,собака
165,Hund::N,kutya,собака
166,Katze::N,macska,кошка
167,Bär::N,medve,медведь
168,Eichhörnchen::N,mókus,белка
169,Elch::N,jávorszarvas,лось
170,Fuchs::N,róka,лиса
171,Hase::N,nyúl,заяц
172,Maus::N,egér,мышь
173,Wolf::N,farkas,волк
174,Vogel::N,madár,птица
175,Schwarm::N,raj,стая
176,Huhn::N,tyúk,курица
177,Hahn::N,kakas,петух
178,Gans::N,lúd,гусь
179,Gans::N,liba,гусь
180,Adler::N,sas,орел
181,Ente::N,kacsa,утка
182,Eule::N,bagoly,сова
183,Kranich::N,daru,журавль
184,Krähe::N,varjú,ворона
185,Kuckuck::N,kakukk,кукушка
186,Schwan::N,hattyú,лебедь
187,Fisch::N,hal,рыба
188,Barsch::N,sügér,окунь
189,Hecht::N,csuka,щука
190,Schlange[Tier]::N,kígyó,змея
191,Wurm::N,kukac,червяк
192,Spinne::N,pók,паук
193,Ameise::N,hangya,муравей
194,Laus::N,tetű,вошь
195,Mücke::N,szúnyog,комар
196,Fliege::N,légy,муха
197,Schmetterling::N,lepke,бабочка
198,Schmetterling::N,pillangó,бабочка
199,Beere::N,bogyó,ягода
200,Apfel::N,alma,яблоко
201,Pilz::N,gomba,гриб
202,Zwiebel::N,hagyma,луковица
203,Saat::N,vetőmag,семя
204,Korn::N,mag,зерно
205,Korn::N,szem,зерно
206,Heu::N,széna,сено
207,Schale::N,héj,шелуха
208,Grube::N,verem,яма
209,Falle::N,csapda,ловушка
210,Schlinge::N,tőr,силок
211,Spur::N,nyom,след
212,Asche::N,hamu,зола
213,Asche::N,hamu,пепел
214,Dreck::N,sár,грязь
215,Dreck::N,piszok,грязь
216,Eisen::N,vas,железо
217,Gold::N,arany,золото
218,Silber::N,ezüst,серебро
219,Kohle::N,szén,уголь
220,Glas::N,üveg,стекло
221,Lehm::N,agyag,глина
222,Lehm::N,vályog,глина
223,Sand::N,homok,песок
224,Mensch::N,ember,человек
225,Mann::N,úr,мужчина
226,Mann::N,férfi,мужчина
227,Frau::N,nő,женщина
228,Frau::N,asszony,женщина
229,Kind::N,gyerek,ребенок
230,Kind::N,gyermek,ребенок
231,Junge::N,fiú,мальчик
232,Mädchen::N,lány,девочка
233,Familie::N,család,семья
234,Großvater::N,nagyapa,дедушка
235,Großmutter::N,nagyanya,бабушка
236,Eltern::N,szülők,родители
237,Vater::N,apa,отец
238,Vater::N,atya,отец
239,Mutter::N,anya,мать
240,Sohn::N,fiú,сын
241,Tochter::N,lány,дочь
242,Bruder::N,fivér,брат
243,Bruder::N,testvér,брат
244,Schwester::N,nővér,сестра
245,Schwester::N,lánytestvér,сестра
246,Onkel::N,nagybácsi,дядя
247,Tante::N,nagynéni,тетя
248,Ehemann::N,férj,муж
249,Ehefrau::N,feleség,жена
250,Freude::N,öröm,радость
251,Gelächter::N,nevetés,смех
252,Gelächter::N,hahotázás,смех
253,Glück::N,boldogság,счастье
254,Kummer::N,bánat,горе
255,Wunsch::N,óhaj,желание
256,Lust::N,kedv,влечение
257,Geist::N,elme,дух
258,Geist::N,szellem,дух
259,Gedanke::N,gondolat,мысль
260,Gedächtnis::N,emlékezet,память
261,Verstand::N,ész,ум
262,Verstand::N,értelem,ум
263,Sinn::N,értelem,смысл
264,Grund::N,ok,повод
265,Grund::N,alap,повод
266,Wahrheit::N,igaz,правда
267,Wahrheit::N,igazság,правда
268,Gespräch::N,beszélgetés,беседа
269,Märchen::N,mese,сказка
270,Erzählung::N,elbeszélés,рассказ
271,Nachricht::N,hír,сообщение
272,Nachricht::N,híradás,сообщение
273,Neuigkeit::N,újság,новость
274,Name::N,név,имя
275,Rätsel::N,rejtvény,загадка
276,Rede::N,beszéd,речь
277,Rede::N,szónoklat,речь
278,Sprache::N,nyelv,язык
279,Stimme::N,hang,голос
280,Wort::N,szó,слово
281,Zeichen::N,jel,знак
282,Ruf::N,kiáltás,зов
283,Lärm::N,zaj,шум
284,Laut::N,hang,звук
285,Ton::N,hang,звучание
286,Lied::N,dal,песня
287,Lied::N,ének,песня
288,Ruhe::N,csend,покой
289,Ruhe::N,nyugalom,покой
290,Leute::N,emberek,люди
291,Volk::N,nép,народ
292,Arbeit::N,dolog,работа
293,Gast::N,vendég,гость
294,Geschenk::N,ajándék,подарок
295,Spiel::N,játék,игра
296,Gesellschaft::N,társaság,общество
297,Hilfe::N,segítség,помощь
298,Freund::N,barát,друг
299,Kamerad::N,társ,приятель
300,Angelegenheit::N,ügy,дело
301,Anzahl::N,szám,количество
302,Art::N,faj,вид
303,Art::N,fajta,вид
304,Stück::N,darab,кусок
305,Teil::N,rész,часть
306,Hälfte::N,fél,половина
307,Kreis::N,kör,круг
308,Kreuz::N,kereszt,крест
309,Linie::N,vonal,линия
310,Strich::N,vonás,черта
311,Abstand::N,köz,промежуток
312,Entfernung::N,távolság,расстояние
313,Gegend::N,táj,местность
314,Gegend::N,vidék,местность
315,Platz::N,hely,пространство
316,Ort::N,hely,место
317,Seite::N,fél,сторона
318,Seite::N,oldal,сторона
319,Mitte::N,közép,середина
320,Gegenstand::N,tárgy,предмет
321,Sache::N,dolog,вещь
322,Rand::N,szél,край
323,Rand::N,perem,край
324,Rand::N,szegély,край
325,Kante::N,él,ребро
326,Ecke::N,sarok,угол
327,Ecke::N,szöglet,угол
328,Spitze::N,csúcs,кончик
329,Ende::N,vég,конец
330,Loch::N,lyuk,дыра
331,Winkel::N,szög,угол
332,Muster::N,minta,узор
333,Größe::N,nagyság,размер
334,Länge::N,hossz,длина
335,Länge::N,hosszúság,длина
336,Höhe::N,magasság,высота
337,Gewicht::N,súly,вес
338,Menge::N,sokaság,количество
339,Menge::N,mennyiség,количество
340,Haufen::N,halom,куча
341,Reihe::N,sor,ряд
342,Boot::N,csónak,лодка
343,Ruder::N,evező,весло
344,Schlitten::N,szánkó,сани
345,Ski::N,sí,лыжа
346,Lagerfeuer::N,tábortűz,костер
347,Last::N,teher,тяжесть
348,Gang::N,járás,ход
349,Schritt::N,lépés,шаг
350,Norden::N,észak,север
351,Süden::N,dél,юг
352,Westen::N,nyugat,запад
353,Osten::N,kelet,восток
354,Holz::N,fa,древесина
355,Brett::N,deszka,доска
356,Platte::N,lap,плита
357,Platte::N,lemez,плита
358,Stütze::N,támasz,подпорка
359,Stütze::N,támaszték,подпорка
360,Stange::N,rúd,жердь
361,Stange::N,pózna,жердь
362,Stock::N,pálca,палка
363,Stab::N,bot,шест
364,Rohr::N,cső,труба
365,Haus::N,ház,дом
366,Heim::N,otthon,дом
367,Ofen::N,kályha,печь
368,Fußboden::N,padló,пол
369,Tisch::N,asztal,стол
370,Stuhl::N,szék,стул
371,Wiege::N,bölcső,колыбель
372,Bett::N,ágy,постель
373,Regal::N,polc,полка
374,Regal::N,állvány,полка
375,Kiste::N,láda,ящик
376,Fenster::N,ablak,окно
377,Tür::N,ajtó,дверь
378,Tor::N,kapu,ворота
379,Zaun::N,kerítés,забор
380,Dach::N,tető,крыша
381,Leiter::N,létra,лестница
382,Besen::N,seprű,метла
383,Spaten::N,ásó,лопата
384,Schaufel::N,lapát,совок
385,Gabel::N,villa,вилка
386,Löffel::N,kanál,ложка
387,Messer::N,kés,нож
388,Nagel::N,szeg,гвоздь
389,Netz::N,háló,сеть
390,Haken::N,kampó,крюк
391,Griff::N,nyél,ручка
392,Griff::N,fogantyú,ручка
393,Schloss::N,zár,замок
394,Bild::N,kép,картина
395,Figur::N,alak,фигура
396,Puppe::N,bábu,кукла
397,Beutel::N,zacskó,мешок
398,Bündel::N,köteg,связка
399,Tasche::N,táska,сумка
400,Eimer::N,vödör,ведро
401,Deckel::N,fedő,крышка
402,Deckel::N,fedél,крышка
403,Geschirr::N,edény,посуда
404,Sack::N,zsák,мешок
405,Tasse::N,csésze,чашка
406,Topf::N,fazék,кастрюля
407,Kessel::N,üst,котел
408,Kessel::N,bogrács,котел
409,Essen::N,evés,еда
410,Essen::N,étkezés,еда
411,Nahrung::N,ennivaló,пища
412,Speise::N,étel,блюдо
413,Speise::N,étel,кушанье
414,Fleisch::N,hús,мясо
415,Getreide::N,gabona,хлеб
416,Brei::N,pép,каша
417,Brei::N,kása,каша
418,Brot::N,kenyér,хлеб
419,Scheibe::N,szelet,ломоть
420,Fett::N,háj,жир
421,Fett::N,zsír,жир
422,Butter::N,vaj,масло
423,Öl::N,olaj,масло
424,Salz::N,só,соль
425,Suppe::N,leves,суп
426,Honig::N,méz,мед
427,Milch::N,tej,молоко
428,Tee::N,tea,чай
429,Leder::N,bőr,кожа
430,Wolle::N,gyapjú,шерсть
431,Stoff::N,szövet,ткань
432,Nadel::N,tű,игла
433,Faden::N,fonál,нитка
434,Knopf::N,gomb,пуговица
435,Knoten::N,csomó,узел
436,Farbe::N,szín,краска
437,Farbe::N,festék,краска
438,Kleidung::N,ruha,одежда
439,Kleidung::N,ruházat,одежда
440,Hemd::N,ing,рубашка
441,Kragen::N,gallér,воротник
442,Ärmel::N,ujj,рукав
443,Hose::N,gatya,брюки
444,Hose::N,nadrág,брюки
445,Gürtel::N,öv,пояс
446,Mütze::N,sapka,шапка
447,Schuh::N,cipő,ботинок
448,Stiefel::N,csizma,сапог
449,Ring::N,gyűrű,кольцо
450,Band::N,szalag,лента
451,Kamm::N,fésű,расческа
452,Spiegel::N,tükör,зеркало
453,Riemen::N,szíj,ремень
454,Schnur::N,zsinór,веревка
455,Leine::N,póráz,поводок
456,Decke::N,takaró,одеяло
457,Kissen::N,párna,подушка
458,Tuch::N,kendő,платок
459,Handtuch::N,törülköző,полотенце
460,Kraft::N,erő,сила
461,Stärke::N,erő,крепость
462,Stärke::N,erősség,крепость
463,Gesundheit::N,egészség,здоровье
464,Krankheit::N,kór,болезнь
465,Krankheit::N,betegség,болезнь
466,Schmerz::N,fájdalom,боль
467,Wunde::N,seb,рана
468,Fieber::N,láz,лихорадка
469,Fieber::N,láz,температура
470,Arznei::N,orvosság,лекарство
471,Arznei::N,gyógyszer,лекарство
472,Brücke::N,híd,мост
473,Brunnen::N,kút,колодец
474,Weide::N,legelő,пастбище
475,Pfad::N,ösvény,тропа
476,Weg::N,út,путь
477,Weg::N,út,дорога
478,Straße::N,út,улица
479,Straße::N,út,дорога
480,Dorf::N,falu,деревня
481,Stadt::N,város,город
482,Brief::N,levél,письмо
483,Buch::N,könyv,книга
484,Buchstabe::N,betű,буква
485,Zeitung::N,újság,газета
486,Zeitung::N,hírlap,газета
487,Leben::N,élet,жизнь
488,Tod::N,halál,смерть
489,Grab::N,sír,могила
490,Kirche::N,templom,церковь
491,Sünde::N,bűn,грех
492,Sünde::N,vétek,грех
493,Gott::N,isten,бог
494,Arbeiter::N,munkás,рабочий
495,Chef::N,főnök,начальник
496,Meister::N,mester,мастер
497,Arzt::N,orvos,врач
498,Lehrer::N,tanár,учитель
499,Lehrer::N,tanító,учитель
500,Geld::N,pénz,деньги
501,Geschäft::N,üzlet,занятие
502,Laden::N,bolt,магазин
503,Preis::N,ár,цена
504,Ware::N,áru,товар
505,Nutzen::N,haszon,выгода
506,Reichtum::N,gazdagság,богатство
507,Welt::N,világ,мир
508,Land::N,ország,страна
509,Staat::N,állam,государство
510,König::N,király,король
511,Macht::N,hatalom,власть
512,Grenze::N,határ,граница
513,Krieg::N,háború,война
514,Feind::N,ellenség,враг
515,Gewalt::N,erőszak,насилие
516,Kampf::N,harc,борьба
517,Bogen[Waffe]::N,íj,лук
518,Pfeil::N,nyíl,стрела
519,Gewehr::N,puska,ружье
520,Gewehr::N,fegyver,ружье
521,Fehler::N,hiba,ошибка
522,Lüge::N,hazugság,ложь
523,Schaden::N,kár,вред
524,Unglück::N,csapás,беда
525,Unglück::N,balszerencse,беда
526,Schuld::N,bűn,вина
527,Alter::N,kor,возраст
528,Schluss::N,vég,окончание
529,Schluss::N,befejezés,окончание
530,Zeit::N,idő,время
531,Tag::N,nap,день
532,Morgen::N,reggel,утро
533,Mittag::N,dél,полдень
534,Abend::N,este,вечер
535,Nacht::N,éj,ночь
536,Nacht::N,éjszaka,ночь
537,Woche::N,hét,неделя
538,Monat::N,hó,месяц
539,Monat::N,hónap,месяц
540,Jahr::N,év,год
541,Frühling::N,tavasz,весна
542,Sommer::N,nyár,лето
543,Herbst::N,ősz,осень
544,Winter::N,tél,зима
545,Januar::N,január,январь
546,Februar::N,február,февраль
547,März::N,március,март
548,April::N,április,апрель
549,Mai::N,május,май
550,Juni::N,június,июнь
551,Juli::N,július,июль
552,August::N,augusztus,август
553,September::N,szeptember,сентябрь
554,Oktober::N,október,октябрь
555,November::N,november,ноябрь
556,Dezember::N,december,декабрь
557,Montag::N,hétfő,понедельник
558,Dienstag::N,kedd,вторник
559,Mittwoch::N,szerda,среда
560,Donnerstag::N,csütörtök,четверг
561,Freitag::N,péntek,пятница
562,Samstag::N,szombat,суббота
563,Sonntag::N,vasárnap,воскресенье
564,groß::A,nagy,большой
565,klein::A,pici,маленький
566,klein::A,kicsi,маленький
567,lang::A,hosszú,длинный
568,kurz::A,rövid,короткий
569,breit::A,széles,широкий
570,schmal::A,keskeny,узкий
571,dicht::A,sűrű,густой
572,dick[Gegenstand]::A,vastag,толстый
573,dünn::A,vékony,тонкий
574,fein::A,vékony,тонкий
575,fest::A,szilárd,крепкий
576,flach::A,sík,плоский
577,flach::A,lapos,плоский
578,glatt::A,sima,гладкий
579,hart::A,kemény,твердый
580,weich::A,puha,мягкий
581,rund::A,kerek,круглый
582,spitz::A,hegyes,остроконечный
583,scharf::A,éles,острый
584,stumpf::A,tompa,тупой
585,stumpf::A,életlen,тупой
586,schwer::A,nehéz,тяжелый
587,schwer::A,súlyos,тяжелый
588,schön::A,szép,красивый
589,heiß::A,forró,жаркий
590,warm::A,meleg,теплый
591,kalt::A,hideg,холодный
592,kühl::A,hűs,прохладный
593,kühl::A,hűvös,прохладный
594,frisch::A,üde,свежий
595,frisch::A,friss,свежий
596,feucht::A,nedves,влажный
597,nass::A,vizes,мокрый
598,trocken::A,száraz,сухой
599,voll::A,telt,полный
600,voll::A,telt,наполненный
601,leer::A,üres,пустой
602,offen::A,nyílt,открытый
603,offen::A,nyitott,открытый
604,geschlossen::A,zárt,закрытый
605,geschlossen::A,csukott,закрытый
606,sauber::A,tiszta,чистый
607,schmutzig::A,piszkos,грязный
608,schmutzig::A,szennyes,грязный
609,roh::A,nyers,сырой
610,reif::A,érett,зрелый
611,lecker::A,finom,вкусный
612,süß::A,édes,сладкий
613,bitter::A,keserű,горький
614,sauer::A,savanyú,кислый
615,hell::A,világos,светлый
616,dunkel::A,sötét,темный
617,schwarz::A,fekete,черный
618,weiß::A,fehér,белый
619,rot::A,vörös,красный
620,gelb::A,sárga,желтый
621,blau::A,kék,синий
622,grün::A,zöld,зеленый
623,grau::A,ősz,серый
624,grau::A,szürke,серый
625,bunt::A,tarka,пестрый
626,bunt::A,színes,пестрый
627,billig::A,olcsó,дешевый
628,teuer::A,drága,дорогой
629,wertvoll::A,értékes,ценный
630,blind::A,vak,слепой
631,taub::A,süket,глухой
632,kräftig::A,erős,могучий
633,stark::A,erős,сильный
634,schwach::A,gyenge,слабый
635,schwach::A,erőtlen,слабый
636,fett::A,hájas,жирный
637,schlank::A,karcsú,стройный
638,hübsch::A,csinos,прелестный
639,böse::A,rossz,злой
640,böse::A,gonosz,злой
641,dumm::A,buta,глупый
642,dumm::A,ostoba,глупый
643,faul::A,lusta,ленивый
644,fleißig::A,szorgalmas,прилежный
645,geizig::A,fukar,жадный
646,geizig::A,fösvény,жадный
647,klug::A,okos,умный
648,klug::A,eszes,умный
649,geschickt::A,ügyes,искусный
650,lieb::A,drága,милый
651,lieb::A,kedves,милый
652,lustig::A,víg,веселый
653,lustig::A,vidám,веселый
654,sanft::A,enyhe,нежный
655,hungrig::A,éhes,голодный
656,krank::A,beteg,больной
657,nackt::A,csupasz,голый
658,nackt::A,meztelen,голый
659,traurig::A,bús,грустный
660,traurig::A,szomorú,грустный
661,lebendig::A,élő,живой
662,gut::A,jó,хороший
663,schlecht::A,rossz,плохой
664,richtig::A,helyes,правильный
665,schlimm::A,rossz,отвратительный
666,schlimm::A,rossz,мерзкий
667,wahr::A,igaz,настоящий
668,alt::A,ó,старый
669,alt::A,régi,старый
670,neu::A,új,новый
671,ehemalig::A,volt,бывший
672,ehemalig::A,egykori,бывший
673,alt[Lebewesen]::A,öreg,пожилой
674,jung::A,fiatal,молодой
675,arm::A,szegény,бедный
676,reich::A,gazdag,богатый
677,bekannt::A,ismert,знакомый
678,bekannt::A,ismeretes,знакомый
679,berühmt::A,híres,знаменитый
680,fremd::A,idegen,чужой
681,verschieden::A,különböző,разный
682,nah::A,közeli,близкий
683,fern::A,távoli,далекий
684,linker::A,bal,левый
685,rechter::A,jobb,правый
686,anderer::A,más,другой
687,anderer::A,másik,другой
688,erster::A,első,первый
689,zweiter::A,második,второй
690,dritter::A,harmadik,третий
691,letzter::A,utolsó,последний
692,allein::ADV,egyedül,один
693,auf einmal::ADV,egyszerre,сразу
694,zusammen::ADV,együtt,вместе
695,zusammen::ADV,összesen,вместе
696,lange::ADV,sokáig,долго
697,lange::ADV,hosszan,долго
698,plötzlich::ADV,hirtelen,вдруг
699,plötzlich::ADV,egyszerre,вдруг
700,sofort::ADV,rögtön,тотчас
701,sofort::ADV,tüstént,тотчас
702,später::ADV,későn,позже
703,jetzt::ADV,most,сейчас
704,heute::ADV,ma,сегодня
705,morgen::ADV,holnap,завтра
706,bald::ADV,majd,скоро
707,bald::ADV,nemsokára,скоро
708,dann::ADV,akkor,потом
709,gestern::ADV,tegnap,вчера
710,einst::ADV,hajdan,однажды
711,damals::ADV,akkor,тогда
712,damals::ADV,akkoriban,тогда
713,danach::ADV,azután,затем
714,vorher::ADV,előbb,раньше
715,zuerst::ADV,először,сперва
716,einmal::ADV,egyszer,раз
717,manchmal::ADV,néha,иногда
718,manchmal::ADV,olykor,иногда
719,oft::ADV,sokszor,часто
720,immer::ADV,mindig,всегда
721,niemals::ADV,sohasem,никогда
722,hier::ADV,itt,здесь
723,hierhin::ADV,erre,сюда
724,von hier::ADV,innen,отсюда
725,dort::ADV,ott,там
726,dorthin::ADV,oda,туда
727,geradeaus::ADV,egyenesen,прямо
728,vorwärts::ADV,előre,вперед
729,rückwärts::ADV,hátrafelé,назад
730,zurück::ADV,hátra,обратно
731,zurück::ADV,vissza,обратно
732,unten::ADV,alul,внизу
733,hinab::ADV,le,вниз
734,hinab::ADV,lefelé,вниз
735,oben::ADV,fenn,наверху
736,oben::ADV,felül,наверху
737,hinauf::ADV,fel,вверх
738,hinauf::ADV,felfelé,вверх
739,überall::ADV,mindenütt,везде
740,nicht::ADV,nem,не
741,ein wenig::ADV,egy kicsit,немного
742,kaum::ADV,alig,едва
743,sehr::ADV,nagyon,очень
744,so::ADV,úgy,так
745,noch::ADV,még,еще
746,nur::ADV,csak,только
747,nur::ADV,csupán,только
748,schon::ADV,már,уже
749,wieder::ADV,ismét,опять
750,wieder::ADV,megint,опять
751,vergebens::ADV,hiába,напрасно
752,vor::PRP,előtt,перед
753,hinter::PRP,mögött,за
754,hinter::PRP,mögött,позади
755,unter::PRP,alatt,под
756,durch::PRP,át,сквозь
757,durch::PRP,keresztül,сквозь
758,neben::PRP,mellett,возле
759,zwischen::PRP,között,между
760,wegen::PRP,miatt,из-за
761,wegen::PRP,végett,из-за
762,dies::PRN,ez,это
763,das::PRN,az,то
764,alles::PRN,minden,все
765,ich::PRN,én,я
766,du::PRN,te,ты
767,er::PRN,ő,он
768,wir::PRN,mi,мы
769,ihr::PRN,ti,вы
770,sie::PRN,ők,они
771,was::FPRN,mi,что
772,wer::FPRN,ki,кто
773,wo::FADV,hol,где
774,wohin::FADV,hova,куда
775,wie::FADV,hogy,как
776,wie::FADV,hogyan,как
777,warum::FADV,miért,почему
778,wieviel::FNUM,hány,сколько
779,wieviel::FNUM,mennyi,сколько
780,eins::NUM,egy,один
781,zwei::NUM,kettő,два
782,drei::NUM,három,три
783,vier::NUM,négy,четыре
784,fünf::NUM,öt,пять
785,sechs::NUM,hat,шесть
786,sieben::NUM,hét,семь
787,acht::NUM,nyolc,восемь
788,neun::NUM,kilenc,девять
789,zehn::NUM,tíz,десять
790,elf::NUM,tizenegy,одиннадцать
791,zwölf::NUM,tizenkettő,двенадцать
792,zwanzig::NUM,húsz,двадцать
793,dreißig::NUM,harminc,тридцать
794,vierzig::NUM,negyven,сорок
795,fünfzig::NUM,ötven,пятьдесят
796,sechzig::NUM,hatvan,шестьдесят
797,siebzig::NUM,hetven,семьдесят
798,achtzig::NUM,nyolcvan,восемьдесят
799,neunzig::NUM,kilencven,девяносто
800,hundert::NUM,száz,сто
801,tausend::NUM,ezer,тысяча
802,und::CNJ,és,и
803,und::CNJ,meg,и
804,oder::CNJ,vagy,или
805,oder::CNJ,vagy,либо
806,stehen::V,áll,стоять
807,sitzen::V,ül,сидеть
808,liegen::V,fekszik,лежать
809,hängen::V,függ,висеть
810,werden::V,lesz,стать
811,passieren::V,történik,случиться
812,beginnen::V,kezdődik,начаться
813,enden::V,végződik,кончиться
814,enden::V,befejeződik,кончиться
815,wechseln::V,változik,меняться
816,aufgehen[Sonne]::V,kel,взойти
817,untergehen[Sonne]::V,lemegy,зайти
818,scheinen[Sonne]::V,süt,светить
819,donnern::V,dörög,греметь
820,wehen::V,fúj,дуть
821,strömen::V,áramlik,литься
822,fließen::V,folyik,течь
823,sich drehen::V,forog,вращаться
824,schwanken::V,inog,колебаться
825,schwanken::V,ingadozik,колебаться
826,schwingen::V,leng,качаться
827,fallen::V,esik,падать
828,brennen::V,ég,гореть
829,rauchen::V,füstöl,дымить
830,regnen::V,esik,дождить
831,gefrieren::V,megfagy,замерзнуть
832,tauen::V,olvad,таять
833,schmelzen::V,olvad,плавиться
834,schmelzen::V,elolvad,плавиться
835,trocknen::V,szárad,сохнуть
836,sieden::V,forr,кипеть
837,faulen::V,rothad,гнить
838,verfaulen::V,elrothad,сгнить
839,verfaulen::V,megrothad,сгнить
840,reißen::V,szakad,рваться
841,versinken::V,süllyed,тонуть
842,versinken::V,elsüllyed,тонуть
843,vergehen::V,múlik,проходить
844,vergehen::V,elmúlik,проходить
845,erscheinen::V,feltűnik,появиться
846,erscheinen::V,megjelenik,появиться
847,verschwinden::V,letűnik,исчезнуть
848,sinken::V,süllyed,спадать
849,abnehmen::V,apad,уменьшиться
850,abnehmen::V,csökken,уменьшиться
