,Concept_ID,da,ja
121,Ast::N,gren,枝
122,Zweig::N,kvist,小枝
123,Blatt::N,blad,葉
124,Birke::N,birk,樺
125,Kiefer[Baum]::N,fyrretræ,松
126,Weide[Baum]::N,piletræ,柳
127,Tanne::N,gran,樅
128,Horn::N,horn,角
129,Feder::N,fjer,羽根
130,Fell::N,skind,毛皮
131,Flügel::N,vinge,羽
132,Klaue::N,klov,鉤爪
133,Kralle::N,klo,爪
134,Schwanz::N,hale,尻尾
135,Ei::N,æg,卵
136,Nest::N,rede,巣
137,Bau::N,bo,穴
138,Tier::N,dyr,動物
139,Herde::N,flok,群れ
140,Kuh::N,ko,牛
141,Bulle::N,tyr,雄牛
142,Pferd::N,hest,馬
143,Schaf::N,får,羊
144,Schwein::N,gris,豚
145,Hund::N,hund,犬
146,Katze::N,kat,猫
147,Bär::N,bjørn,熊
148,Eichhörnchen::N,egern,栗鼠
149,Elch::N,elg,ヘラジカ
150,Fuchs::N,ræv,狐
151,Hase::N,hare,兎
152,Maus::N,mus,鼠
153,Wolf::N,ulv,狼
154,Vogel::N,fugl,鳥
155,Schwarm::N,sværm,群れ
156,Huhn::N,høne,鶏
157,Hahn::N,hane,雄鶏
158,Gans::N,gås,ガチョウ
159,Adler::N,ørn,鷲
160,Ente::N,and,鴨
161,Eule::N,ugle,フクロウ
162,Kranich::N,trane,鶴
163,Krähe::N,krage,烏
164,Kuckuck::N,gøg,郭公
165,Schwan::N,svane,白鳥
166,Fisch::N,fisk,魚
167,Barsch::N,aborre,鱸
168,Hecht::N,gedde,川魳
169,Schlange[Tier]::N,slange,蛇
170,Wurm::N,orm,虫
171,Spinne::N,edderkop,蜘蛛
172,Ameise::N,myre,蟻
173,Laus::N,lus,虱
174,Mücke::N,myg,蚊
175,Fliege::N,flue,蝿
176,Schmetterling::N,sommerfugl,蝶
177,Beere::N,bær,漿果
178,Apfel::N,æble,林檎
179,Pilz::N,svamp,茸
180,Zwiebel::N,løg,玉葱
181,Saat::N,sæd,種
182,Korn::N,korn,粒
183,Heu::N,hø,干し草
184,Schale::N,skræl,皮
185,Grube::N,grav,穴
186,Falle::N,fælde,わな
187,Schlinge::N,snare,輪
188,Spur::N,spor,跡
189,Asche::N,aske,灰
190,Dreck::N,snavs,泥
191,Eisen::N,jern,鉄
192,Gold::N,guld,金
193,Silber::N,sølv,銀
194,Kohle::N,kul,炭
195,Glas::N,glas,ガラス
196,Lehm::N,ler,ローム
197,Sand::N,sand,砂
198,Mensch::N,mennesge,人
199,Mann::N,mand,男
200,Mann::N,mand,男性
201,Frau::N,kvinde,女
202,Frau::N,kvinde,女性
203,Kind::N,barn,子
204,Kind::N,barn,子供
205,Junge::N,dreng,男の子
206,Mädchen::N,pige,女の子
207,Familie::N,familie,家族
208,Großvater::N,bedstefar,祖父
209,Großvater::N,bedstefar,おじいさん
210,Großmutter::N,bedstemor,祖母
211,Großmutter::N,bedstemor,おばあさん
212,Eltern::N,forældre,親
213,Eltern::N,forældre,両親
214,Vater::N,far,父
215,Vater::N,far,お父さん
216,Mutter::N,mor,母
217,Mutter::N,mor,お母さん
218,Sohn::N,søn,息子
219,Sohn::N,søn,息子さん
220,Tochter::N,datter,娘
221,Tochter::N,datter,お嬢さん
222,Bruder::N,bror,弟
223,Schwester::N,søster,妹
224,Onkel::N,onkel,伯父
225,Onkel::N,onkel,伯父さん
226,Tante::N,tante,叔母
227,Tante::N,tante,叔母さん
228,Ehemann::N,ægtemand,夫
229,Ehemann::N,ægtemand,主人
230,Ehefrau::N,hustru,妻
231,Ehefrau::N,hustru,奥さん
232,Freude::N,glæde,喜び
233,Gelächter::N,latter,笑い
234,Glück::N,lykke,幸せ
235,Kummer::N,sorg,悩み
236,Wunsch::N,ønske,希望
237,Lust::N,lyst,気
238,Geist::N,ånd,精神
239,Gedanke::N,tanke,考え
240,Gedächtnis::N,hukommelse,記憶
241,Verstand::N,forstand,理解力
242,Sinn::N,mening,意味
243,Sinn::N,betydning,意味
244,Grund::N,grund,理由
245,Wahrheit::N,sandhed,真実
246,Gespräch::N,samtale,会話
247,Märchen::N,eventyr,童話
248,Erzählung::N,fortælling,物語
249,Nachricht::N,efterretning,報告
250,Neuigkeit::N,nyhed,ニュース
251,Name::N,navn,名前
252,Rätsel::N,gåde,謎
253,Rede::N,tale,演説
254,Sprache::N,sprog,言語
255,Stimme::N,stemme,声
256,Wort::N,ord,言葉
257,Zeichen::N,tegn,記号
258,Ruf::N,råb,呼び声
259,Lärm::N,larm,騒音
260,Laut::N,lyd,音
261,Ton::N,tone,音
262,Lied::N,sang,歌
263,Ruhe::N,ro,静けさ
264,Ruhe::N,hvile,静けさ
265,Leute::N,folk,人々
266,Leute::N,mennesker,人々
267,Volk::N,folk,民族
268,Arbeit::N,arbejde,仕事
269,Gast::N,gæst,客
270,Geschenk::N,gave,贈り物
271,Spiel::N,leg,遊び
272,Gesellschaft::N,selskab,社会
273,Hilfe::N,hjælp,援助
274,Freund::N,ven,友達
275,Kamerad::N,kammerat,同志
276,Angelegenheit::N,sag,件
277,Angelegenheit::N,anliggende,件
278,Anzahl::N,antal,数
279,Art::N,art,種類
280,Stück::N,stykke,部分
281,Teil::N,del,部分
282,Hälfte::N,halvdel,半分
283,Kreis::N,cirkel,円
284,Kreuz::N,kors,十字
285,Kreuz::N,kryds,十字
286,Linie::N,linie,線
287,Strich::N,streg,線
288,Abstand::N,afstand,距離
289,Entfernung::N,afstand,距離
290,Gegend::N,egn,辺
291,Gegend::N,egn,地域
292,Platz::N,plads,ゆとり
293,Ort::N,sted,所
294,Ort::N,sted,場所
295,Seite::N,side,横
296,Mitte::N,midte,真ん中
297,Gegenstand::N,genstand,物件
298,Sache::N,sag,物
299,Rand::N,rand,端
300,Kante::N,kant,縁
301,Ecke::N,hjørne,角
302,Spitze::N,spids,先頭
303,Ende::N,ende,端
304,Loch::N,hul,穴
305,Winkel::N,vinkel,片隅
306,Muster::N,mønster,模様
307,Größe::N,størrelse,大きさ
308,Länge::N,længde,長さ
309,Höhe::N,højde,高さ
310,Gewicht::N,vægt,重さ
311,Menge::N,mængde,量
312,Haufen::N,bunke,堆積
313,Reihe::N,række,並び
314,Boot::N,båd,ボート
315,Ruder::N,åre,オール
316,Schlitten::N,kælk,そり
317,Schlitten::N,slæde,そり
318,Ski::N,ski,スキー
319,Lagerfeuer::N,lejrbål,篝火
320,Last::N,last,荷物
321,Last::N,byrde,荷物
322,Gang::N,gang,歩み
323,Schritt::N,skridt,歩
324,Norden::N,nord,北
325,Süden::N,syd,南
326,Westen::N,vest,西
327,Osten::N,øst,東
328,Holz::N,træ,木
329,Holz::N,træ,木材
330,Brett::N,bræt,板
331,Platte::N,plade,盤
332,Stütze::N,støtte,支柱
333,Stange::N,stang,棒
334,Stock::N,stok,杖
335,Stab::N,stav,棒
336,Rohr::N,rør,管
337,Haus::N,hus,家
338,Heim::N,hjem,家
339,Ofen::N,ovn,ストーブ
340,Fußboden::N,gulv,床
341,Tisch::N,bord,机
342,Stuhl::N,stol,椅子
343,Wiege::N,vugge,揺籃
344,Bett::N,seng,ベッド
345,Regal::N,reol,棚
346,Kiste::N,kasse,箱
347,Fenster::N,vindue,窓
348,Tür::N,dør,戸
349,Tür::N,dør,ドア
350,Tor::N,port,門
351,Zaun::N,stakit,垣根
352,Dach::N,tag,屋根
353,Leiter::N,stige,梯子
354,Besen::N,kost,ほうき
355,Spaten::N,spade,スコップ
356,Schaufel::N,skovl,シャベル
357,Gabel::N,gaffel,フォーク
358,Löffel::N,ske,スプーン
359,Messer::N,kniv,ナイフ
360,Nagel::N,søm,釘
361,Netz::N,net,網
362,Haken::N,krog,鉤
363,Haken::N,krog,フック
364,Griff::N,tag,取っ手
365,Griff::N,håndtag,取っ手
366,Schloss::N,lås,錠
367,Bild::N,billede,絵
368,Figur::N,figur,像
369,Puppe::N,dukke,人形
370,Beutel::N,pose,袋
371,Bündel::N,bylt,束
372,Bündel::N,bylt,包み
373,Bündel::N,bundt,束
374,Bündel::N,bundt,包み
375,Tasche::N,taske,かばん
376,Eimer::N,spand,バケツ
377,Deckel::N,låg,蓋
378,Geschirr::N,husgeråd,食器
379,Sack::N,sæk,袋
380,Tasse::N,kop,カップ
381,Topf::N,gryde,鍋
382,Kessel::N,kedel,釜
383,Essen::N,måltid,食事
384,Nahrung::N,mad,食物
385,Nahrung::N,næring,食物
386,Speise::N,ret,料理
387,Fleisch::N,kød,肉
388,Getreide::N,korn,麦
389,Getreide::N,korn,穀物
390,Brei::N,grød,粥
391,Brot::N,brød,パン
392,Scheibe::N,skive,枚
393,Scheibe::N,skive,切れ
394,Fett::N,fedt,脂肪
395,Butter::N,smør,バター
396,Öl::N,olie,油
397,Salz::N,salt,塩
398,Suppe::N,suppe,スープ
399,Honig::N,honning,蜂蜜
400,Milch::N,mælk,牛乳
401,Tee::N,te,茶
402,Tee::N,te,お茶
403,Leder::N,skind,革
404,Wolle::N,uld,毛糸
405,Stoff::N,stof,布
406,Nadel::N,nål,針
407,Faden::N,tråd,糸
408,Knopf::N,knap,ボタン
409,Knoten::N,knude,結び目
410,Farbe::N,farve,ペンキ
411,Kleidung::N,påklædning,衣服
412,Hemd::N,skjorte,シャツ
413,Kragen::N,krave,襟
414,Ärmel::N,ærme,袖
415,Hose::N,bukser,ズボン
416,Gürtel::N,bælte,帯
417,Gürtel::N,bælte,ベルト
418,Mütze::N,hue,帽子
419,Schuh::N,sko,靴
420,Stiefel::N,støvle,ブーツ
421,Ring::N,ring,輪
422,Band::N,bånd,リボン
423,Kamm::N,kam,櫛
424,Spiegel::N,spejl,鏡
425,Riemen::N,rem,緒
426,Schnur::N,snor,紐
427,Leine::N,snor,綱
428,Decke::N,tæppe,掛け布団
429,Kissen::N,pude,枕
430,Tuch::N,sjaltørklæde,スカーフ
431,Handtuch::N,håndklæde,タオル
432,Kraft::N,kraft,力
433,Stärke::N,styrke,強さ
434,Gesundheit::N,sundhed,健康
435,Krankheit::N,sygdom,病気
436,Schmerz::N,smerte,痛み
437,Wunde::N,sår,傷
438,Fieber::N,feber,熱
439,Arznei::N,medicin,薬
440,Arznei::N,lægemiddel,薬
441,Brücke::N,bro,橋
442,Brunnen::N,brønd,井戸
443,Weide::N,græsgang,牧場
444,Pfad::N,sti,小路
445,Weg::N,vej,道
446,Straße::N,gade,街道
447,Dorf::N,landsby,村
448,Stadt::N,by,町
449,Stadt::N,by,都市
450,Brief::N,brev,手紙
451,Buch::N,bog,本
452,Buchstabe::N,bogstav,文字
453,Zeitung::N,avis,新聞
454,Leben::N,liv,生活
455,Tod::N,død,死
456,Grab::N,grav,墓
457,Kirche::N,kirke,教会
458,Sünde::N,synd,罪
459,Gott::N,gud,神
460,Arbeiter::N,arbejder,労働者
461,Chef::N,chef,上司
462,Meister::N,mester,達人
463,Meister::N,mester,マイスター
464,Arzt::N,læge,医者
465,Lehrer::N,lærer,先生
466,Geld::N,penge,金
467,Geschäft::N,forretning,取り引き
468,Laden::N,butik,店
469,Laden::N,forretning,店
470,Preis::N,pris,値段
471,Ware::N,vare,商品
472,Nutzen::N,nytte,利益
473,Reichtum::N,rigdom,豊かさ
474,Welt::N,verden,世界
475,Land::N,land,国
476,Staat::N,stat,国家
477,König::N,konge,国王
478,Macht::N,magt,権力
479,Grenze::N,grænse,国境
480,Krieg::N,krig,戦争
481,Feind::N,fjende,敵
482,Gewalt::N,vold,暴力
483,Kampf::N,kamp,戦い
484,Bogen[Waffe]::N,bue,弓
485,Pfeil::N,pil,矢
486,Gewehr::N,gevær,銃
487,Fehler::N,fejl,間違い
488,Lüge::N,løgn,嘘
489,Schaden::N,skade,損害
490,Unglück::N,uheld,不幸
491,Unglück::N,ulykke,不幸
492,Schuld::N,skyld,罪
493,Alter::N,alder,年
494,Alter::N,alder,年齢
495,Schluss::N,slut,終わり
496,Schluss::N,slutning,終わり
497,Zeit::N,tid,時
498,Zeit::N,tid,時間
499,Tag::N,dag,日
500,Morgen::N,morgen,朝
501,Mittag::N,middag,昼
502,Abend::N,aften,晩
503,Abend::N,aften,夕方
504,Nacht::N,nat,夜
505,Woche::N,uge,週
506,Monat::N,måned,月
507,Jahr::N,år,年
508,Frühling::N,forår,春
509,Sommer::N,sommer,夏
510,Herbst::N,efterår,秋
511,Winter::N,vinter,冬
512,Januar::N,januar,一月
513,Februar::N,februar,二月
514,März::N,marts,三月
515,April::N,april,四月
516,Mai::N,maj,五月
517,Juni::N,juni,六月
518,Juli::N,juli,七月
519,August::N,august,八月
520,September::N,september,九月
521,Oktober::N,oktober,十月
522,November::N,november,十一月
523,Dezember::N,december,十二月
524,Montag::N,mandag,月曜日
525,Dienstag::N,tirsdag,火曜日
526,Mittwoch::N,onsdag,水曜日
527,Donnerstag::N,torsdag,木曜日
528,Freitag::N,fredag,金曜日
529,Samstag::N,lørdag,土曜日
530,Sonntag::N,søndag,日曜日
531,groß::A,stor,大きい
532,klein::A,lille,小さい
533,lang::A,lang,長い
534,kurz::A,kort,短い
535,breit::A,bred,広い
536,schmal::A,smal,狭い
537,dicht::A,tæt,密な
538,dick[Gegenstand]::A,tyk,厚い
539,dünn::A,tynd,薄い
540,fein::A,fin,細い
541,fest::A,fast,硬い
542,flach::A,flad,平らな
543,glatt::A,glat,滑らかな
544,hart::A,hård,堅い
545,weich::A,blød,柔らかい
546,rund::A,rund,丸い
547,spitz::A,spids,尖った
548,scharf::A,skarp,鋭い
549,stumpf::A,sløv,鈍い
550,stumpf::A,stump,鈍い
551,schwer::A,tung,重い
552,schön::A,skøn,綺麗な
553,heiß::A,hed,熱い
554,warm::A,varm,温かい
555,kalt::A,kold,寒い
556,kalt::A,kold,冷たい
557,kühl::A,kølig,涼しい
558,frisch::A,frisk,ひんやりした
559,feucht::A,fugtig,湿った
560,nass::A,våd,濡れた
561,trocken::A,tør,乾いた
562,voll::A,fuld,いっぱいの
563,leer::A,tom,空の
564,offen::A,åben,開いた
565,geschlossen::A,lukket,閉まった
566,sauber::A,ren,清潔な
567,schmutzig::A,snavset,汚い
568,roh::A,rå,生の
569,reif::A,moden,熟した
570,lecker::A,lækker,美味しい
571,süß::A,sød,甘い
572,bitter::A,bitter,苦い
573,sauer::A,sur,酸っぱい
574,hell::A,lys,明るい
575,dunkel::A,mørk,暗い
576,schwarz::A,sort,黒い
577,weiß::A,hvid,白い
578,rot::A,rød,赤い
579,gelb::A,gul,黄色い
580,blau::A,blå,青い
581,grün::A,grøn,緑の
582,grau::A,grå,灰色の
583,bunt::A,broget,色取り取りの
584,billig::A,billig,安い
585,teuer::A,dyr,高い
586,wertvoll::A,værdifuld,貴重な
587,blind::A,blind,盲目の
588,taub::A,døv,耳が聞こえない
589,kräftig::A,kraftig,強力な
590,stark::A,stærk,強い
591,schwach::A,svag,弱い
592,fett::A,fed,太った
593,schlank::A,slank,ほっそりした
594,hübsch::A,køn,素敵な
595,böse::A,ond,悪い
596,böse::A,slem,悪い
597,dumm::A,dum,馬鹿な
598,faul::A,doven,怠惰な
599,fleißig::A,flittig,勤勉な
600,geizig::A,gerrig,けちな
601,klug::A,klog,賢い
602,klug::A,klog,頭のいい
603,geschickt::A,dygtig,器用な
604,geschickt::A,behændig,器用な
605,lieb::A,rar,愛らしい
606,lustig::A,lystig,楽しい
607,sanft::A,blid,温和な
608,hungrig::A,sulten,空腹の
609,krank::A,syg,病気の
610,nackt::A,nøgen,裸の
611,traurig::A,bedrøvet,悲しい
612,lebendig::A,levende,生きた
613,gut::A,god,良い
614,schlecht::A,dårlig,悪い
615,schlecht::A,dårlig,駄目な
616,richtig::A,rigtig,正しい
617,schlimm::A,slem,ひどい
618,wahr::A,sand,本当の
619,alt::A,gammel,古い
620,neu::A,ny,新しい
621,ehemalig::A,forhenværende,以前の
622,alt[Lebewesen]::A,gammel,年を取った
623,jung::A,ung,若い
624,arm::A,fattig,貧乏な
625,reich::A,rig,裕福な
626,bekannt::A,kendt,有名な
627,berühmt::A,berømt,有名な
628,fremd::A,fremmed,見知らぬ
629,verschieden::A,forskellig,色々な
630,nah::A,nær,近い
631,fern::A,fjern,遠い
632,linker::A,venstre,左の
633,rechter::A,højre,右の
634,anderer::A,anden,別の
635,erster::A,første,一番目
636,zweiter::A,anden,二番目
637,dritter::A,tredje,三番目
638,letzter::A,sidste,最後の
639,allein::ADV,alene,一人で
640,auf einmal::ADV,på én gang,同時に
641,zusammen::ADV,sammen,一緒に
642,lange::ADV,længe,長い間
643,plötzlich::ADV,pludselig,急に
644,sofort::ADV,straks,すぐに
645,später::ADV,senere,後で
646,jetzt::ADV,nu,今
647,heute::ADV,i dag,今日
648,morgen::ADV,i morgen,明日
649,bald::ADV,snart,間もなく
650,dann::ADV,så,それから
651,gestern::ADV,i går,昨日
652,einst::ADV,engang,過去に
653,damals::ADV,dengang,あの時
654,danach::ADV,derefter,その後で
655,vorher::ADV,før,以前に
656,vorher::ADV,forud,以前に
657,zuerst::ADV,først,まず
658,zuerst::ADV,først,最初に
659,einmal::ADV,en gang,一回
660,manchmal::ADV,sommetider,時々
661,oft::ADV,ofte,よく
662,immer::ADV,altid,いつも
663,niemals::ADV,aldrig,一度も...ない
664,hier::ADV,her,こちら
665,hierhin::ADV,hid,ここへ
666,hierhin::ADV,hid,こちらへ
667,hierhin::ADV,herhen,ここへ
668,hierhin::ADV,herhen,こちらへ
669,von hier::ADV,herfra,ここから
670,dort::ADV,der,そちら
671,dorthin::ADV,derhen,そこへ
672,dorthin::ADV,derhen,そちらへ
673,geradeaus::ADV,lige ud,真っ直ぐに
674,vorwärts::ADV,fremad,前へ
675,rückwärts::ADV,baglæns,後ろへ
676,zurück::ADV,tilbage,後ろへ
677,unten::ADV,nede,下に
678,unten::ADV,forneden,下に
679,hinab::ADV,ned,下へ
680,hinab::ADV,nedad,下へ
681,oben::ADV,oppe,上に
682,oben::ADV,ovenpå,上に
683,hinauf::ADV,op,上へ
684,hinauf::ADV,opad,上へ
685,überall::ADV,overalt,どこでも
686,nicht::ADV,ikke,ない
687,ein wenig::ADV,lidt,少し
688,ein wenig::ADV,lidt,ちょっと
689,kaum::ADV,knap,ほとんど～ない
690,kaum::ADV,næppe,ほとんど～ない
691,sehr::ADV,meget,とても
692,so::ADV,så,こう
693,noch::ADV,endnu,まだ
694,nur::ADV,kun,～だけ
695,nur::ADV,bare,～だけ
696,schon::ADV,alt,もう
697,schon::ADV,allerede,もう
698,wieder::ADV,igen,再び
699,vergebens::ADV,forgæves,無駄に
700,vor::PRP,foran,前に
701,vor::PRP,uden for,前に
702,hinter::PRP,bag,後ろに
703,hinter::PRP,bagved,後ろに
704,unter::PRP,under,下に
705,durch::PRP,gennem,通して
706,durch::PRP,igennem,通して
707,neben::PRP,ved siden af,横に
708,zwischen::PRP,mellem,間に
709,wegen::PRP,på grund af,為に
710,wegen::PRP,på grund af,せいで
711,dies::PRN,dette,これ
712,das::PRN,det,それ
713,alles::PRN,alt,全部
714,ich::PRN,jeg,私
715,du::PRN,du,あなた
716,er::PRN,han,彼
717,wir::PRN,vi,私達
718,ihr::PRN,I,あなた達
719,sie::PRN,de,彼ら
720,was::FPRN,hvad,何
721,wer::FPRN,hvem,誰
722,wer::FPRN,hvem,どなた
723,wo::FADV,hvor,どこ
724,wo::FADV,hvor,どこに
725,wohin::FADV,hvorhen,どこへ
726,wie::FADV,hvordan,どう
727,warum::FADV,hvorfor,何故
728,warum::FADV,hvorfor,どうして
729,wieviel::FNUM,hvor meget,どのくらい
730,eins::NUM,én,一
731,zwei::NUM,to,二
732,zwei::NUM,to,二つ
733,drei::NUM,tre,三
734,drei::NUM,tre,三つ
735,vier::NUM,fire,四
736,vier::NUM,fire,四つ
737,fünf::NUM,fem,五
738,fünf::NUM,fem,五つ
739,sechs::NUM,seks,六
740,sechs::NUM,seks,六つ
741,sieben::NUM,syv,七
742,sieben::NUM,syv,七つ
743,acht::NUM,otte,八
744,acht::NUM,otte,八つ
745,neun::NUM,ni,九
746,neun::NUM,ni,九つ
747,zehn::NUM,ti,十
748,elf::NUM,elleve,十一
749,zwölf::NUM,tolv,十二
750,zwanzig::NUM,tyve,二十
751,dreißig::NUM,tredive,三十
752,vierzig::NUM,fyrre,四十
753,vierzig::NUM,fyrretyve,四十
754,fünfzig::NUM,halvtreds,五十
755,sechzig::NUM,tres,六十
756,siebzig::NUM,halvfjerds,七十
757,achtzig::NUM,firs,八十
758,neunzig::NUM,halvfems,九十
759,hundert::NUM,hundrede,百
760,tausend::NUM,tusind,千
761,und::CNJ,og,-と
762,und::CNJ,og,そして
763,oder::CNJ,eller,或いは
764,stehen::V,stå,立っている
765,sitzen::V,sidde,座っている
766,liegen::V,ligge,横になっている
767,hängen::V,hænge,掛かっている
768,werden::V,blive,なる
769,passieren::V,ske,起こる
770,passieren::V,hænde,起こる
771,beginnen::V,begynde,始まる
772,enden::V,ende,終わる
773,wechseln::V,veksle,変わる
774,aufgehen[Sonne]::V,gå op,出る
775,aufgehen[Sonne]::V,stå op,出る
776,untergehen[Sonne]::V,gå ned,沈む
777,scheinen[Sonne]::V,skinne,輝く
778,donnern::V,tordne,雷が鳴る
779,wehen::V,blæse,吹く
780,strömen::V,strømme,流れる
781,fließen::V,flyde,流れる
782,sich drehen::V,dreje sig,回転する
783,schwanken::V,vakle,揺れる
784,schwingen::V,svinge,振動する
785,fallen::V,falde,落ちる
786,brennen::V,brænde,燃える
787,rauchen::V,ryge,煙を出す
788,regnen::V,regne,雨が降る
789,gefrieren::V,fryse,凍る
790,tauen::V,tø,溶ける
791,schmelzen::V,smelte,溶ける
792,trocknen::V,tørre,乾く
793,sieden::V,koge,沸く
794,faulen::V,rådne,腐る
795,verfaulen::V,rådne,朽ちる
796,reißen::V,briste,切れる
797,versinken::V,synke,沈む
798,versinken::V,synke ned,沈む
799,vergehen::V,forløbe,経つ
800,erscheinen::V,vise sig,現れる
801,verschwinden::V,forsvinde,消える
802,sinken::V,synke,下がる
803,abnehmen::V,aftage,減る
804,zunehmen::V,tiltage,増える
805,steigen::V,stige,上がる
806,wachsen::V,gro,伸びる
807,wachsen::V,vokse,伸びる
808,glänzen::V,glinse,輝く
809,funkeln::V,tindre,ぴかぴか光る
810,lärmen::V,larme,騒ぐ
811,läuten::V,ringe,鳴る
812,klingeln::V,ringe,鳴る
813,klirren::V,klirre,がらんがらんと鳴る
814,brausen::V,bruse,逆巻く
815,rauschen::V,suse,戦ぐ
816,klingen::V,lyde,鳴る
817,klingen::V,klinge,鳴る
818,bellen::V,gø,吠える
819,heulen::V,hyle,きゃんきゃん鳴く
820,blasen::V,blæse,吹く
821,pfeifen::V,fløjte,口笛を吹く
822,schreien::V,skrige,叫ぶ
823,stöhnen::V,stønne,うめく
824,zittern::V,dirre,震える
825,zittern::V,skælve,震える
826,leben::V,leve,生きている
827,geboren werden::V,fødes,生まれる
828,atmen::V,ånde,呼吸する
829,trinken::V,drikke,飲む
830,essen::V,spise,食べる
831,schlucken::V,synke,飲み込む
832,müde werden::V,blive træt,眠くなる
833,einschlafen::V,falde i søvn,寝付く
834,schlafen::V,sove,眠る
835,aufwachen::V,vågne,目が覚める
836,aufstehen::V,stå op,起きる
837,sich erholen::V,komme sig,休養する
838,krank werden::V,blive syg,病気になる
839,krank sein::V,være syg,病気である
840,schmerzen::V,smerte,痛む
841,husten::V,hoste,咳をする
842,genesen::V,komme sig,元気になる
843,sterben::V,dø,死ぬ
844,sterben::V,dø,亡くなる
845,umkommen::V,omkomme,死亡する
846,sich bewegen::V,bevæge sig,移動する
847,sich rühren::V,røre på sig,動く
848,sich erheben::V,rejse sig,立ち上がる
849,sich setzen::V,sætte sig,座る
850,laufen::V,løbe,歩く
851,schreiten::V,skride,跨ぐ
852,spazierengehen::V,gå en tur,散歩する
853,eilen::V,ile,急ぐ
854,sich beeilen::V,skynde sig,焦る
855,sausen::V,suse,疾駆する
856,rennen::V,løbe,走る
857,rennen::V,rende,走る
858,springen::V,hoppe,跳ぶ
859,springen::V,springe,跳ぶ
860,klettern::V,klatre,よじ登る
