,Concept_ID,no,udm
121,Gipfel::N,topp,йыл
122,Höhle::N,hule,гу
123,Abhang::N,li,бам
124,Abhang::N,skråning,бам
125,Quelle::N,kilde,ошмес
126,Bach::N,bekk,пичи шур
127,Fluss::N,elv,шур
128,Ufer::N,bredd,ярдур
129,Küste::N,kyst,вудур
130,Festland::N,fastland,мувыр
131,Meer::N,hav,зарезь
132,Bucht::N,bukt,вукож
133,Insel::N,øy,вумуӵ
134,Insel::N,øy,шормуӵ
135,Blume::N,blomst,сяська
136,Gras::N,gress,турын
137,Wurzel::N,rot,выжы
138,Baum::N,tre,пу
139,Stamm::N,stamme,модос
140,Rinde::N,bark,сул
141,Ast::N,gren,ул
142,Zweig::N,kvist,вай
143,Blatt::N,blad,куар
144,Birke::N,bjørk,кызьпу
145,Kiefer[Baum]::N,furu,пужым
146,Weide[Baum]::N,selje,бадьпу
147,Weide[Baum]::N,piletre,бадьпу
148,Tanne::N,gran,кыз
149,Horn::N,horn,сюр
150,Feder::N,fjær,тылы
151,Fell::N,skinn,ку
152,Flügel::N,vinge,бурд
153,Klaue::N,klauv,гижы
154,Kralle::N,klo,пыд
155,Schwanz::N,hale,быж
156,Ei::N,egg,пуз
157,Ei::N,egg,кукей
158,Nest::N,rede,кар
159,Nest::N,rede,пузкар
160,Bau::N,hi,кар
161,Bau::N,hi,гу
162,Tier::N,dyr,пӧйшур
163,Herde::N,flokk,уллё
164,Kuh::N,ku,скал
165,Bulle::N,tyr,ош
166,Bulle::N,tyr,пороз
167,Pferd::N,hest,вал
168,Schaf::N,får,ыж
169,Schwein::N,gris,парсь
170,Hund::N,hund,пуны
171,Katze::N,katt,коӵыш
172,Bär::N,bjørn,гондыр
173,Eichhörnchen::N,ekorn,коньы
174,Elch::N,elg,койык
175,Fuchs::N,rev,ӟичы
176,Hase::N,hare,кеч
177,Maus::N,mus,шыр
178,Wolf::N,ulv,кион
179,Wolf::N,varg,кион
180,Vogel::N,fugl,тылобурдо
181,Schwarm::N,sverm,уллё
182,Huhn::N,høne,курег
183,Hahn::N,hane,атас
184,Gans::N,gås,ӟазег
185,Adler::N,ørn,ӧрзи
186,Ente::N,and,ӵӧж
187,Eule::N,ugle,кучыран
188,Kranich::N,trane,тури
189,Krähe::N,kråke,куака
190,Kuckuck::N,gjøk,кикы
191,Schwan::N,svane,юсь
192,Fisch::N,fisk,чорыг
193,Barsch::N,abbor,юш
194,Hecht::N,gjedde,чипей
195,Schlange[Tier]::N,orm,кый
196,Schlange[Tier]::N,slange,кый
197,Wurm::N,orm,нумыр
198,Wurm::N,mark,нумыр
199,Spinne::N,edderkopp,чонари
200,Ameise::N,maur,кузьыли
201,Laus::N,lus,тэй
202,Mücke::N,mygg,нымы
203,Mücke::N,mygg,чибинь
204,Fliege::N,flue,кут
205,Schmetterling::N,sommerfugl,бубыли
206,Beere::N,bær,узы-боры
207,Apfel::N,eple,яблок
208,Pilz::N,sopp,губи
209,Zwiebel::N,løk,сугон
210,Saat::N,sæd,кидыс
211,Korn::N,korn,тысь
212,Heu::N,høy,турын
213,Schale::N,skall,кыд
214,Grube::N,grop,гу
215,Grube::N,grop,гоп
216,Falle::N,felle,налик
217,Schlinge::N,snare,гиӟ
218,Schlinge::N,snare,герд
219,Spur::N,spor,пытьы
220,Spur::N,spor,бервыл
221,Asche::N,aske,пень
222,Dreck::N,møkk,дэри
223,Dreck::N,skitt,дэри
224,Eisen::N,jern,корт
225,Gold::N,gull,зарни
226,Silber::N,sølv,азвесь
227,Kohle::N,kol,эгыр
228,Kohle::N,kull,эгыр
229,Glas::N,glass,стекло
230,Glas::N,glass,пияла
231,Lehm::N,leire,сюй
232,Sand::N,sand,луо
233,Mensch::N,menneske,мурт
234,Mensch::N,menneske,адями
235,Mann::N,mann,воргорон
236,Frau::N,kvinne,кышномурт
237,Kind::N,barn,нуны
238,Kind::N,barn,пинал
239,Junge::N,gutt,пи
240,Mädchen::N,pike,ныл
241,Mädchen::N,jente,ныл
242,Familie::N,familie,семья
243,Großvater::N,bestefar,песятай
244,Großvater::N,bestefar,пересь атай
245,Großmutter::N,bestemor,песянай
246,Großmutter::N,bestemor,пересь анай
247,Eltern::N,foreldre,атай-анай
248,Eltern::N,foreldre,бубы-мумы
249,Vater::N,far,айы
250,Vater::N,far,атай
251,Mutter::N,mor,мумы
252,Sohn::N,sønn,пи
253,Tochter::N,datter,ныл
254,Bruder::N,bror,агай
255,Schwester::N,søster,апа
256,Schwester::N,søster,сузэр
257,Onkel::N,onkel,агай
258,Tante::N,tante,апа
259,Tante::N,tante,кенак
260,Ehemann::N,ektemann,карт
261,Ehefrau::N,hustru,кышно
262,Freude::N,glede,шумпотон
263,Gelächter::N,latter,горем
264,Glück::N,lykke,шуд
265,Kummer::N,sorg,кайгу
266,Kummer::N,sorg,куректон
267,Wunsch::N,ønske,мылпотон
268,Lust::N,lyst,потон
269,Geist::N,ånd,лул
270,Gedanke::N,tanke,малпан
271,Gedächtnis::N,minne,йырсазь
272,Gedächtnis::N,minne,тодэваён
273,Gedächtnis::N,hukommelse,йырсазь
274,Gedächtnis::N,hukommelse,тодэваён
275,Verstand::N,forstand,йырвизь
276,Sinn::N,mening,смысл
277,Sinn::N,betydning,смысл
278,Grund::N,grunn,муг
279,Grund::N,grunn,ньӧм
280,Wahrheit::N,sannhet,зэм
281,Wahrheit::N,sannhet,шонер
282,Gespräch::N,samtale,вераськон
283,Märchen::N,eventyr,выжыкыл
284,Erzählung::N,fortelling,верос
285,Nachricht::N,melding,ивор
286,Neuigkeit::N,nyhet,выльивор
287,Name::N,navn,ним
288,Rätsel::N,gåte,мадькыл
289,Rede::N,tale,верам
290,Sprache::N,språk,кыл
291,Stimme::N,stemme,куара
292,Wort::N,ord,кыл
293,Zeichen::N,tegn,пус
294,Zeichen::N,tegn,тодмет
295,Ruf::N,rop,ӧтён
296,Ruf::N,rop,чортон
297,Lärm::N,bråk,ӵашетон
298,Laut::N,lyd,куара
299,Ton::N,tone,куара
300,Lied::N,vise,кырӟан
301,Ruhe::N,ro,чалмыт улон
302,Leute::N,folk,адямиос
303,Volk::N,folk,калык
304,Arbeit::N,arbeid,уж
305,Gast::N,gjest,куно
306,Geschenk::N,gave,салам
307,Geschenk::N,gave,кузьым
308,Spiel::N,lek,шудон
309,Spiel::N,spill,шудон
310,Gesellschaft::N,selskap,калык
311,Hilfe::N,hjelp,юрттон
312,Freund::N,venn,эш
313,Freund::N,venn,юлтош
314,Kamerad::N,kamerat,тодмо
315,Angelegenheit::N,sak,уж
316,Angelegenheit::N,anliggende,уж
317,Anzahl::N,antall,лыд
318,Art::N,art,тус
319,Art::N,slag,тус
320,Stück::N,stykke,юдэс
321,Teil::N,del,люкет
322,Hälfte::N,halvdel,ӝыны
323,Kreis::N,ring,котырес
324,Kreis::N,sirkel,котырес
325,Kreuz::N,kors,крест
326,Kreuz::N,kryss,крест
327,Linie::N,linje,гож
328,Strich::N,strek,гож
329,Abstand::N,avstand,вис
330,Abstand::N,avstand,кусып
331,Entfernung::N,avstand,кусып
332,Gegend::N,strøk,инты
333,Platz::N,plass,инты
334,Ort::N,sted,инты
335,Ort::N,sted,места
336,Seite::N,side,пал
337,Mitte::N,midte,шор
338,Gegenstand::N,gjenstand,арбери
339,Sache::N,sak,котыр
340,Rand::N,rand,дур
341,Rand::N,rand,шаер
342,Kante::N,kant,дур
343,Ecke::N,hjørne,сэрег
344,Spitze::N,spiss,йыл
345,Ende::N,ende,пум
346,Loch::N,hull,пась
347,Winkel::N,vinkel,сэрег
348,Muster::N,mønster,пужы
349,Größe::N,størrelse,быдӟала
350,Länge::N,lengde,кузьдала
351,Höhe::N,høyde,ӝуждала
352,Gewicht::N,vekt,сектала
353,Gewicht::N,vekt,секытлык
354,Menge::N,mengde,лыд
355,Menge::N,mengde,лыдпус
356,Haufen::N,haug,люк
357,Haufen::N,bunke,люк
358,Reihe::N,rekke,чур
359,Boot::N,båt,пыж
360,Boot::N,båt,лодка
361,Ruder::N,åre,полыс
362,Schlitten::N,slede,додьы
363,Schlitten::N,kjelke,додьы
364,Ski::N,ski,куас
365,Lagerfeuer::N,leirbål,тылскем
366,Last::N,bør,секыт
367,Last::N,last,секыт
368,Gang::N,gang,ветлон
369,Schritt::N,steg,вамыш
370,Schritt::N,skritt,вамыш
371,Norden::N,nord,уйпал
372,Süden::N,sør,лымшор
373,Westen::N,vest,шунды пуксён
374,Osten::N,øst,шунды ӝужан
375,Holz::N,tre,пу
376,Brett::N,fjøl,пул
377,Brett::N,brett,пул
378,Platte::N,plate,плита
379,Stütze::N,støtte,пыкет
380,Stange::N,stang,пуӵ
381,Stock::N,pinne,боды
382,Stab::N,stav,пуӵ
383,Stab::N,stav,боды
384,Stab::N,kjepp,пуӵ
385,Stab::N,kjepp,боды
386,Rohr::N,rør,труба
387,Haus::N,hus,юрт
388,Heim::N,hjem,корка
389,Ofen::N,ovn,гур
390,Fußboden::N,gulv,выж
391,Tisch::N,bord,ӝӧк
392,Stuhl::N,stol,пукон
393,Wiege::N,vogge,кӧкы
394,Wiege::N,vogge,зыбка
395,Bett::N,seng,валес
396,Regal::N,reol,ӝажы
397,Regal::N,hylle,ӝажы
398,Kiste::N,kasse,ящик
399,Fenster::N,vindu,укно
400,Fenster::N,vindu,косяк
401,Tür::N,dør,ӧс
402,Tor::N,port,ӟезьы
403,Zaun::N,gjerde,забор
404,Dach::N,tak,липет
405,Leiter::N,stige,падӟа
406,Besen::N,kost,ӵужон
407,Besen::N,kost,исьнер
408,Spaten::N,spade,лопатка
409,Schaufel::N,skuffe,ютырон
410,Gabel::N,gaffel,тэчы
411,Gabel::N,gaffel,вилка
412,Löffel::N,skje,пуньы
413,Messer::N,kniv,пурт
414,Nagel::N,spiker,кортӵог
415,Netz::N,nett,сеть
416,Haken::N,krok,курик
417,Griff::N,tak,ныд
418,Griff::N,håndtak,ныд
419,Schloss::N,lås,тунгон
420,Bild::N,bilde,суред
421,Figur::N,figur,фигура
422,Puppe::N,dukke,мунё
423,Beutel::N,pose,пуйы
424,Bündel::N,bylt,керттэт
425,Tasche::N,veske,пуйы
426,Tasche::N,veske,сумка
427,Eimer::N,bøtte,ведра
428,Deckel::N,lokk,ӵоксэт
429,Geschirr::N,kjøkkentøy,тусьты-пуньы
430,Sack::N,sekk,пуйы
431,Tasse::N,kopp,ӵаша
432,Topf::N,gryte,миска
433,Kessel::N,kjele,пурты
434,Essen::N,mål,сиськон
435,Nahrung::N,mat,сион
436,Nahrung::N,næring,сион
437,Speise::N,matrett,сиён
438,Fleisch::N,kjøtt,сӥль
439,Getreide::N,korn,ю тысь
440,Brei::N,grøt,ӝук
441,Brot::N,brød,нянь
442,Scheibe::N,skive,шорем
443,Fett::N,fett,кӧй
444,Butter::N,smør,вӧй
445,Öl::N,olje,вӧй
446,Salz::N,salt,сылал
447,Suppe::N,suppe,шыд
448,Honig::N,honning,чечы
449,Milch::N,melk,йӧл
450,Tee::N,te,чай
451,Leder::N,lær,сурон
452,Leder::N,skinn,сурон
453,Wolle::N,ull,гон
454,Wolle::N,ull,ыжгон
455,Stoff::N,tøy,куэм
456,Stoff::N,stoff,куэм
457,Nadel::N,nål,вень
458,Faden::N,tråd,сӥньыс
459,Knopf::N,knapp,бирды
460,Knoten::N,knute,герд
461,Farbe::N,farge,буёл
462,Kleidung::N,påkledning,дӥсь
463,Hemd::N,skjorte,дэрем
464,Kragen::N,krage,сирес
465,Ärmel::N,erme,саес
466,Hose::N,bukse,брюки
467,Hose::N,bukse,штань
468,Gürtel::N,belte,кускерттон
469,Mütze::N,lue,ызьы
470,Schuh::N,sko,ботинка
471,Stiefel::N,støvel,сапег
472,Ring::N,ring,зундэс
473,Band::N,band,лента
474,Kamm::N,kam,сын
475,Spiegel::N,speil,синучкон
476,Riemen::N,rem,е
477,Schnur::N,snor,гозы
478,Leine::N,line,думет
479,Decke::N,teppe,шобрет
480,Kissen::N,pute,миндэр
481,Tuch::N,tøy,кышет
482,Handtuch::N,håndkle,ӵушкон
483,Kraft::N,kraft,кать
484,Kraft::N,kraft,ӟигар
485,Stärke::N,styrke,юнлык
486,Gesundheit::N,helse,тазалык
487,Gesundheit::N,sunnhet,тазалык
488,Krankheit::N,syke,висён
489,Krankheit::N,sykdom,висён
490,Schmerz::N,smerte,висён
491,Wunde::N,sår,яра
492,Fieber::N,feber,кезег
493,Arznei::N,medisin,эмъюм
494,Arznei::N,legemiddel,эмъюм
495,Brücke::N,bro,выж
496,Brunnen::N,brønn,колдэч
497,Weide::N,beite,возь
498,Pfad::N,sti,сюрес
499,Weg::N,vei,сюрес
500,Straße::N,gate,сюрес
501,Dorf::N,landsby,гурт
502,Stadt::N,by,кар
503,Stadt::N,by,город
504,Brief::N,brev,гожтэт
505,Buch::N,bok,книга
506,Buchstabe::N,bokstav,буква
507,Zeitung::N,avis,газет
508,Leben::N,liv,улон
509,Tod::N,død,кулон
510,Grab::N,grav,шайгу
511,Kirche::N,kirke,черк
512,Sünde::N,synd,сьӧлык
513,Gott::N,gud,ӥнмар
514,Arbeiter::N,arbeider,рабочий
515,Chef::N,sjef,начальник
516,Meister::N,mester,кибашлы
517,Arzt::N,lege,врач
518,Lehrer::N,lærer,дышетӥсь
519,Geld::N,penger,уксё
520,Geld::N,penger,коньдон
521,Geschäft::N,forretning,уж
522,Laden::N,butikk,магазин
523,Preis::N,pris,дун
524,Ware::N,vare,вуз
525,Nutzen::N,nytte,пайда
526,Reichtum::N,rikdom,узырлык
527,Welt::N,verden,дунне
528,Land::N,land,шаер
529,Staat::N,stat,кун
530,König::N,konge,эксэй
531,Macht::N,makt,власть
532,Grenze::N,grense,кунгож
533,Krieg::N,krig,ож
534,Feind::N,fiende,тушмон
535,Gewalt::N,vold,эриктэман
536,Kampf::N,kamp,нюръяськон
537,Bogen[Waffe]::N,bue,пукыӵ
538,Pfeil::N,pil,пукыӵ вень
539,Gewehr::N,gevær,пыӵал
540,Fehler::N,feil,янгыш
541,Lüge::N,løgn,пӧян
542,Lüge::N,løgn,алдан
543,Lüge::N,løgn,ӧрекчан
544,Schaden::N,skade,изъян
545,Unglück::N,uhell,куректон
546,Unglück::N,uhell,шудтэме усён
547,Schuld::N,skyld,янгыш
548,Alter::N,alder,арлыд
549,Schluss::N,slutt,пум
550,Zeit::N,tid,дыр
551,Tag::N,dag,нунал
552,Morgen::N,morgen,ӵукна
553,Mittag::N,middag,лымшор
554,Abend::N,aften,ӝыт
555,Abend::N,aften,акшан
556,Nacht::N,natt,уй
557,Woche::N,uke,арня
558,Monat::N,måned,толэзь
559,Jahr::N,år,ар
560,Frühling::N,vår,тулыс
561,Sommer::N,sommer,гужем
562,Herbst::N,høst,сӥзьыл
563,Winter::N,vinter,тол
564,Januar::N,januar,выльартолэзь
565,Februar::N,februar,тулыспал
566,März::N,mars,южтолэзь
567,April::N,april,оштолэзь
568,Mai::N,mai,куартолэзь
569,Juni::N,juni,вожотолэзь
570,Juli::N,juli,пӧсьтолэзь
571,August::N,august,гудырикошкон
572,September::N,september,куарусён
573,Oktober::N,oktober,выльӝуктолэзь
574,November::N,november,шуркынмон
575,Dezember::N,desember,толсур
576,Montag::N,mandag,вордӥськон
577,Dienstag::N,tirsdag,вторник
578,Mittwoch::N,onsdag,вирнунал
579,Donnerstag::N,torsdag,покчиарня
580,Freitag::N,fredag,удмуртарня
581,Samstag::N,lørdag,кӧснунал
582,Sonntag::N,søndag,арня
583,groß::A,stor,бадӟым
584,klein::A,liten,пичи
585,lang::A,lang,кузь
586,kurz::A,kort,вакчи
587,breit::A,bred,паськыт
588,schmal::A,smal,сюлэг
589,dicht::A,tett,ӵем
590,dick[Gegenstand]::A,tykk,зӧк
591,dünn::A,tynn,векчи
592,fein::A,fin,векчи
593,fest::A,fast,юн
594,fest::A,fast,чурыт
595,flach::A,flat,ӵошкыт
596,glatt::A,glatt,гылыт
597,glatt::A,glatt,вольыт
598,hart::A,hard,чурыт
599,weich::A,myk,небыт
600,weich::A,bløt,небыт
601,rund::A,rund,котырес
602,spitz::A,spiss,йылсо
603,scharf::A,kvass,лэчыт
604,stumpf::A,stubb,ныж
605,schwer::A,tung,секыт
606,schön::A,pen,чебер
607,schön::A,vakker,чебер
608,heiß::A,het,пӧсь
609,warm::A,varm,шуныт
610,kalt::A,kald,кезьыт
611,kühl::A,kjølig,юзмыт
612,kühl::A,kjølig,салкым
613,frisch::A,fersk,выль
614,feucht::A,fuktig,мускыт
615,nass::A,våt,котмем
616,trocken::A,tørr,кӧс
617,voll::A,full,тыр
618,leer::A,tom,буш
619,leer::A,tom,тырттэм
620,offen::A,åpen,усьтэм
621,geschlossen::A,lukket,ӵогам
622,geschlossen::A,lukket,пунням
623,sauber::A,ren,ӝикыт
624,sauber::A,ren,чылкыт
625,schmutzig::A,skitten,нӧд
626,roh::A,rå,ыль
627,reif::A,moden,вуэм
628,lecker::A,lekker,ческыт
629,süß::A,søt,ческыт
630,bitter::A,besk,курыт
631,bitter::A,bitter,курыт
632,sauer::A,sur,чырс
633,hell::A,lys,югыт
634,dunkel::A,mørk,пеймыт
635,schwarz::A,svart,сьӧд
636,weiß::A,hvit,тӧдьы
637,rot::A,rød,горд
638,gelb::A,gul,ӵуж
639,blau::A,blå,лыз
640,grün::A,grønn,вож
641,grau::A,grå,пурысь
642,bunt::A,broket,куӵо
643,billig::A,billig,дунтэм
644,teuer::A,dyr,дуно
645,wertvoll::A,verdifull,дуно
646,blind::A,blind,сукыр
647,blind::A,blind,синтэм
648,taub::A,døv,пельтэм
649,kräftig::A,kraftig,кужмо
650,stark::A,sterk,юн
651,stark::A,sterk,кужмо
652,schwach::A,svak,ляб
653,schwach::A,svak,начар
654,fett::A,fet,кӧй
655,schlank::A,slank,веськыт
656,schlank::A,slank,веськрес
657,hübsch::A,pen,чебер
658,hübsch::A,pen,синмаськымон
659,böse::A,slem,лек
660,dumm::A,dum,шузи
661,dumm::A,dum,визьтэм
662,faul::A,lat,азьтэм
663,faul::A,doven,азьтэм
664,fleißig::A,flittig,сюлмо
665,geizig::A,gjerrig,сук
666,klug::A,klok,визьмо
667,geschickt::A,hendig,усто
668,geschickt::A,hendig,быгатӥсь
669,geschickt::A,skikket,усто
670,geschickt::A,skikket,быгатӥсь
671,lieb::A,kjær,мусо
672,lieb::A,snill,мусо
673,lustig::A,morsom,шулдыр
674,sanft::A,blid,мусо
675,sanft::A,blid,эрке
676,hungrig::A,sulten,сютэм
677,krank::A,syk,висись
678,nackt::A,naken,гольык
679,traurig::A,sørgmodig,мӧзмыт
680,lebendig::A,levende,улэп
681,gut::A,god,ӟеч
682,gut::A,god,умой
683,schlecht::A,dårlig,урод
684,schlecht::A,dårlig,алама
685,richtig::A,riktig,шонер
686,schlimm::A,slem,алама
687,wahr::A,sann,зэмос
688,alt::A,gammel,вуж
689,neu::A,ny,выль
690,ehemalig::A,forhenværende,азьвылэз
691,alt[Lebewesen]::A,gammel,пересь
692,jung::A,ung,егит
693,jung::A,ung,пинал
694,arm::A,fattig,начар
695,arm::A,fattig,куанер
696,reich::A,rik,узыр
697,bekannt::A,kjent,тодмо
698,berühmt::A,berømt,дано
699,fremd::A,fremmed,ят
700,verschieden::A,forskjellig,пӧртэм
701,nah::A,nær,матысь
702,fern::A,fjern,кыдёкысь
703,linker::A,venstre,паллян
704,rechter::A,høyre,бур
705,rechter::A,høyre,бурпал
706,anderer::A,annen,мукет
707,erster::A,første,нырысетӥез
708,zweiter::A,annen,кыктэтӥез
709,dritter::A,tredje,кунньметӥез
710,letzter::A,sist,берло
711,letzter::A,sist,берпум
712,allein::ADV,alene,огназ
713,auf einmal::ADV,med ett,огдыре
714,zusammen::ADV,sammen,ӵош
715,zusammen::ADV,sammen,валче
716,lange::ADV,lenge,кема
717,plötzlich::ADV,plutselig,мапламтэ шорысь
718,sofort::ADV,straks,али ик
719,später::ADV,senere,бергес
720,später::ADV,senere,берлогес
721,jetzt::ADV,nå,али
722,jetzt::ADV,nå,табере
723,heute::ADV,i dag,туннэ
724,morgen::ADV,i morgen,ӵуказе
725,bald::ADV,snart,ӝоген
726,dann::ADV,så,берло
727,gestern::ADV,i går,толон
728,einst::ADV,engang,огпол
729,einst::ADV,engang,одӥг пол
730,damals::ADV,den gang,соку
731,danach::ADV,deretter,собере
732,vorher::ADV,før,азьло
733,vorher::ADV,før,азьвыл
734,vorher::ADV,i forveien,азьло
735,vorher::ADV,i forveien,азьвыл
736,zuerst::ADV,først,азьло
737,einmal::ADV,en gang,огпол
738,manchmal::ADV,somme tider,куддыръя
739,oft::ADV,ofte,ӵем
740,immer::ADV,alltid,пыр
741,immer::ADV,alltid,котьку
742,niemals::ADV,aldri,уз ноку
743,hier::ADV,her,татын
744,hierhin::ADV,hit,татчы
745,von hier::ADV,herfra,татысь
746,dort::ADV,der,отӥ
747,dort::ADV,der,отын
748,dorthin::ADV,dit,отчы
749,geradeaus::ADV,rett fram,меӵак
750,vorwärts::ADV,fram,азьлань
751,vorwärts::ADV,framover,азьлань
752,rückwärts::ADV,baklengs,берлань
753,zurück::ADV,tilbake,берен
754,zurück::ADV,tilbake,берлань
755,unten::ADV,nede,улын
756,hinab::ADV,ned,улэ
757,hinab::ADV,nedover,улэ
758,oben::ADV,oppe,вылын
759,oben::ADV,oppe,вылӥын
760,oben::ADV,ovenpå,вылын
761,oben::ADV,ovenpå,вылӥын
762,hinauf::ADV,opp,вылэ
763,hinauf::ADV,opp,вылӥе
764,hinauf::ADV,opp,выллань
765,hinauf::ADV,oppover,вылэ
766,hinauf::ADV,oppover,вылӥе
767,hinauf::ADV,oppover,выллань
768,überall::ADV,overalt,котькытын
769,überall::ADV,overalt,пасьтана
770,nicht::ADV,ikke,уз
771,ein wenig::ADV,litt,ичи
772,ein wenig::ADV,litt,ӧжыт
773,ein wenig::ADV,litt,огшап
774,kaum::ADV,neppe,муртса
775,sehr::ADV,svært,туж
776,sehr::ADV,svært,лекос
777,so::ADV,så,озьы
778,so::ADV,så,тазьы
779,noch::ADV,enda,на
780,nur::ADV,bare,гинэ
781,schon::ADV,alt,ни
782,schon::ADV,alt,ини
783,schon::ADV,allerede,ни
784,schon::ADV,allerede,ини
785,wieder::ADV,igjen,нош
786,wieder::ADV,igjen,кайта
787,vergebens::ADV,forgjeves,юнме
788,vor::PRP,foran,азьын
789,vor::PRP,utenfor,азьын
790,hinter::PRP,bak,берын
791,hinter::PRP,bak,бӧрсьы
792,hinter::PRP,bakom,берын
793,hinter::PRP,bakom,бӧрсьы
794,unter::PRP,under,улын
795,durch::PRP,gjennom,пыр
796,durch::PRP,gjennom,пыртӥ
797,durch::PRP,igjennom,пыр
798,durch::PRP,igjennom,пыртӥ
799,neben::PRP,ved siden av,бордын
800,zwischen::PRP,mellom,вискын
801,wegen::PRP,på grunn av,сэрен
802,dies::PRN,dette,та
803,das::PRN,det,со
804,alles::PRN,alt,ваньмыз
805,ich::PRN,jeg,мон
806,du::PRN,du,тон
807,er::PRN,han,со
808,wir::PRN,vi,ми
809,ihr::PRN,dere,тӥ
810,sie::PRN,de,соос
811,was::FPRN,hva,ма
812,wer::FPRN,hvem,кин
813,wo::FADV,hvor,кытын
814,wohin::FADV,hvor ... hen,кытчы
815,wie::FADV,hvordan,кызьы
816,warum::FADV,hvorfor,малы
817,wieviel::FNUM,hvor mye,кӧня
818,eins::NUM,en,одӥг
819,eins::NUM,ett,одӥг
820,zwei::NUM,to,кык
821,drei::NUM,tre,куинь
822,vier::NUM,fire,ньыль
823,fünf::NUM,fem,вить
824,sechs::NUM,seks,куать
825,sieben::NUM,sju,сизьым
826,acht::NUM,åtte,тямыс
