,Concept_ID,ab,ga
1402,verstehen::V,аҳара,tuig
1403,lernen::V,аҵара,foghlaim
1404,wissen::V,адырра,tá a fhios ag
1405,sich erinnern an::V,агəаларшəара,cuimhnigh ar
1406,sich erinnern an::V,агəаларшəара,is cuimhne ar
1407,vergessen::V,ахашҭра,dearmad
1408,messen::V,ашəара,tomhais
1409,zählen::V,аҧхьаӡара,cuntais
1410,rechnen::V,аҳасабра,ríomh
1411,rechnen::V,аҳасабра,áirigh
1412,lesen::V,аҧхьара,léigh
1413,besitzen::V,амазаара,is le
1414,kaufen::V,Аахəара,ceannaigh
1415,verkaufen::V,аҭира,díol
1416,bezahlen::V,ахҭынҵара,íoc as
1417,bezahlen::V,ашəара,íoc as
1418,zahlen::V,ашəара,íoc
1419,ertragen::V,ачҳара,seas
1420,ertragen::V,ачҳара,fulaing
1421,ertragen::V,ачҳара,foighnigh
1422,Moor::N,,caorán
1423,Moor::N,,móinteán
1424,Kralle::N,,crobh
1425,Schwarm::N,,saithe
1426,Sache::N,,ní
1427,Sache::N,,rud
1428,Menge::N,,méid
1429,Essen::N,,béile
1430,Geschäft::N,,gnó
1431,Monat::N,,mí
1432,Jahr::N,,bliain
1433,dünn::A,,caol
1434,dünn::A,,tanaí
1435,roh::A,,amh
1436,durch::PRP,,trí
1437,was::FPRN,,cad
1438,was::FPRN,,céard
1439,rauschen::V,,tá ag siosarnach
1440,zu sehen sein::V,,tá le feiceáil
1441,wenden::V,,tiontaigh
1442,ergreifen::V,,beir ar
1443,bewahren::V,,caomhnaigh
1444,wünschen::V,,guigh
1445,wiegen::V,,bog
1446,wiegen::V,,luasc
1447,treten::V,,ciceáil
1448,kehren::V,,scuab
1449,malen::V,,péinteáil
1450,zeichnen::V,,línigh
1451,zeichnen::V,,tarraing
1452,schreiben::V,,scríobh
1453,beherrschen::V,,rialaigh
