,Concept_ID,sv,br
189,Spinne::N,spindel,kevnidenn
190,Ameise::N,myra,merion
191,Laus::N,lus,laouenn
192,Mücke::N,mygga,moustik
193,Fliege::N,fluga,kelienenn
194,Schmetterling::N,fjäril,balafenn
195,Beere::N,bär,hog
196,Apfel::N,äpple,aval
197,Pilz::N,svamp,kabell-touseg
198,Zwiebel::N,lök,ognonenn
199,Saat::N,sådd,had
200,Korn::N,korn,ed
201,Heu::N,hö,foenn
202,Schale::N,skal,peliadur
203,Grube::N,grop,
204,Falle::N,fälla,pech
205,Schlinge::N,snara,krouglas
206,Spur::N,spår,
207,Asche::N,aska,ludu
208,Dreck::N,lort,fank
209,Eisen::N,järn,houarn
210,Gold::N,guld,aour
211,Silber::N,silver,arc'hant
212,Kohle::N,kol,glaou
213,Glas::N,glas,gwer
214,Lehm::N,lera,
215,Sand::N,sand,traezh
216,Mensch::N,människa,den
217,Mann::N,man,den
218,Frau::N,kvinna,maouez
219,Kind::N,barn,bugel
220,Junge::N,pojke,paotr
221,Mädchen::N,flicka,plac'h
222,Familie::N,familj,familh
223,Großvater::N,morfar,tad-kozh
224,Großmutter::N,farmor,mamm-gozh
225,Eltern::N,föräldrar,kerent
226,Vater::N,far,tad
227,Mutter::N,mor,mamm
228,Sohn::N,son,mab
229,Tochter::N,dotter,merc'h
230,Bruder::N,bror,breur
231,Schwester::N,syster,c'hoar
232,Onkel::N,morbror,eontr
233,Tante::N,tant,moereb
234,Ehemann::N,äkta man,gwaz
235,Ehefrau::N,hustru,gwreg
236,Freude::N,fröjd,levenez
237,Freude::N,glädje,levenez
238,Gelächter::N,åtlöje,c'hoarzherezh
239,Glück::N,lycka,chañs
240,Kummer::N,sorg,doan
241,Wunsch::N,önskan,c'hoant
242,Lust::N,lust,c'hoant
243,Geist::N,ande,spered
244,Gedanke::N,tanke,soñj
245,Gedächtnis::N,minne,eñvor
246,Verstand::N,förstånd,skiant
247,Sinn::N,mening,ster
248,Sinn::N,betydelse,ster
249,Grund::N,skäl,kaoz
250,Grund::N,grund,kaoz
251,Wahrheit::N,sanning,gwirionez
252,Gespräch::N,samtal,kaozeadenn
253,Märchen::N,saga,kaoz korriganez
254,Erzählung::N,berättelse,kontadenn
255,Nachricht::N,meddelande,keloù
256,Neuigkeit::N,nyhet,kelaouenn
257,Name::N,namn,anv
258,Rätsel::N,gåta,divinatez
259,Rede::N,tal,diskour
260,Sprache::N,språk,yezh
261,Stimme::N,stämma,mouezh
262,Wort::N,ord,ger
263,Zeichen::N,tecken,sin
264,Ruf::N,rop,galv
265,Lärm::N,bråk,trouz
266,Lärm::N,oväsen,trouz
267,Laut::N,ljud,
268,Ton::N,ton,ton
269,Lied::N,sång,kanaouenn
270,Ruhe::N,ro,sioulded
271,Ruhe::N,lugn,sioulded
272,Leute::N,folk,tud
273,Volk::N,folk,pobl
274,Arbeit::N,arbete,labour
275,Gast::N,gäst,kouviad
276,Geschenk::N,gåva,prof
277,Geschenk::N,present,prof
278,Spiel::N,lek,c'hoari
279,Spiel::N,spel,c'hoari
280,Gesellschaft::N,sällskap,kompagnunezh
281,Gesellschaft::N,sällskap,kavandad
282,Hilfe::N,hjälp,sikour
283,Freund::N,vän,mignon
284,Kamerad::N,kamrat,kamarad
285,Angelegenheit::N,ärende,afer
286,Angelegenheit::N,angelägenhet,afer
287,Anzahl::N,antal,niver
288,Art::N,art,sort
289,Art::N,slag,sort
290,Stück::N,stycke,tamm
291,Teil::N,del,pezh
292,Hälfte::N,halva,hanterenn
293,Kreis::N,krets,kelc'h
294,Kreis::N,cirkel,kelc'h
295,Kreuz::N,kors,kroaz
296,Kreuz::N,kryss,kroaz
297,Linie::N,linje,linenn
298,Strich::N,streck,tenn
299,Abstand::N,avstånd,distok
300,Entfernung::N,avstånd,keid
301,Entfernung::N,avstånd,kehid
302,Gegend::N,trakt,korn-bro
303,Platz::N,plats,plasenn
304,Ort::N,plats,lec'h
305,Ort::N,ställe,lec'h
306,Seite::N,sida,tu
307,Mitte::N,mitt,kreiz
308,Gegenstand::N,föremål,tra
309,Sache::N,sak,tra
310,Rand::N,rand,kantenn
311,Kante::N,kant,kantenn
312,Ecke::N,vrå,korn
313,Ecke::N,hörn,korn
314,Spitze::N,spets,begell
315,Ende::N,ända,dibenn
316,Loch::N,hål,toull
317,Winkel::N,vinkel,
318,Muster::N,mönster,tresadenn
319,Größe::N,storlek,ment
320,Länge::N,längd,hirder
321,Höhe::N,höjd,uhelder
322,Gewicht::N,tyngd,pouez
323,Menge::N,mängd,bern
324,Haufen::N,hög,bern
325,Reihe::N,rad,steud
326,Boot::N,båt,bag
327,Ruder::N,åra,roeñv
328,Schlitten::N,släde,trainell
329,Ski::N,skida,ski
330,Lagerfeuer::N,lägereld,
331,Last::N,last,karg
332,Last::N,börda,karg
333,Gang::N,gång,kerzh
334,Schritt::N,steg,paz
335,Norden::N,norr,norzh
336,Norden::N,norr,hanternoz
337,Süden::N,söder,su
338,Süden::N,söder,kreisteiz
339,Westen::N,väster,kuzh-heol
340,Osten::N,öster,reter
341,Osten::N,öster,sav-heol
342,Holz::N,trä,koad
343,Brett::N,bräda,plankenn
344,Platte::N,platta,plakenn
345,Stütze::N,stöd,harp
346,Stütze::N,stötta,harp
347,Stange::N,stång,sparl
348,Stock::N,käpp,bazh
349,Stock::N,pinne,bazh
350,Stab::N,stav,bazh
351,Rohr::N,rör,tub
352,Rohr::N,rör,korz
353,Haus::N,hus,ti
354,Heim::N,hem,kêr
355,Ofen::N,ugn,forn
356,Fußboden::N,golv,plañchod
357,Tisch::N,bord,taol
358,Stuhl::N,stol,kador
359,Wiege::N,vagga,kavell
360,Bett::N,säng,gwele
361,Regal::N,hylla,estajerenn
362,Kiste::N,låda,kased
363,Fenster::N,fönster,prenestr
364,Tür::N,dörr,dor
365,Tor::N,port,portal
366,Zaun::N,staket,sklotur
367,Zaun::N,stängsel,sklotur
368,Dach::N,tak,toenn
369,Leiter::N,stege,skeul
370,Besen::N,kvast,skubell
371,Spaten::N,spade,pal
372,Schaufel::N,skovel,pal
373,Schaufel::N,skyffel,pal
374,Gabel::N,gaffel,fourchetez
375,Löffel::N,sked,loa
376,Messer::N,kniv,kontell
377,Nagel::N,spik,tach
378,Netz::N,nät,roued
379,Haken::N,krok,krog
380,Griff::N,tag,kemer
381,Griff::N,handtag,kemer
382,Schloss::N,las,potenn
383,Bild::N,bild,skeudenn
384,Figur::N,figur,skeud
385,Figur::N,figur,figur
386,Puppe::N,docka,merc'hodenn
387,Beutel::N,påse,sac'h
388,Bündel::N,bunt,feskenn
389,Bündel::N,knippa,feskenn
390,Tasche::N,väska,sac'h
391,Eimer::N,hink,sailh
392,Eimer::N,ämbar,sailh
393,Deckel::N,lock,pallenn
394,Geschirr::N,servis,listriaj
395,Geschirr::N,porslin,listriaj
396,Sack::N,säck,sac'h
397,Tasse::N,kopp,tas
398,Topf::N,gryta,pod
399,Topf::N,kastrull,pod
400,Kessel::N,kittel,chaodouron
401,Essen::N,mål,pred
402,Nahrung::N,näring,boued
403,Speise::N,maträtt,meuz
404,Fleisch::N,kött,kig
405,Getreide::N,säd,ed
406,Getreide::N,spannmål,ed
407,Brei::N,gröt,yod
408,Brot::N,bröd,bara
409,Scheibe::N,skiva,tailhenn
410,Fett::N,fett,lard
411,Butter::N,smör,amann
412,Öl::N,olja,eoul
413,Salz::N,salt,holen
414,Suppe::N,soppa,soubenn
415,Honig::N,honung,mel
416,Milch::N,mjölk,laezh
417,Tee::N,te,te
418,Leder::N,läder,lêr
419,Wolle::N,ull,gloan
420,Wolle::N,ylle,gloan
421,Stoff::N,tyg,danvez
422,Stoff::N,stoff,danvez
423,Nadel::N,nål,nadoz
424,Faden::N,tråd,neudenn
425,Knopf::N,knapp,bouton
426,Knoten::N,knut,skoulm
427,Farbe::N,färg,liv
428,Kleidung::N,klädsel,dilhad
429,Hemd::N,skjorta,roc'hed
430,Kragen::N,krage,gouzoug
431,Ärmel::N,ärm,milgin
432,Hose::N,byxor,bragoù
433,Gürtel::N,bälte,gouriz
434,Mütze::N,mössa,boned
435,Schuh::N,sko,botez
436,Stiefel::N,stövel,botez
437,Ring::N,ring,gwalenn
438,Band::N,band,bagad
439,Kamm::N,kam,krib
440,Spiegel::N,spegel,melezour
441,Riemen::N,rem,lerenn
442,Schnur::N,snöre,kordenn
443,Leine::N,lina,roll
444,Decke::N,täcke,golo
445,Kissen::N,dyna,goubenner
446,Kissen::N,kudde,goubenner
447,Tuch::N,sjal,mezher
448,Handtuch::N,handduk,toailhon
449,Kraft::N,kraft,nerzh
450,Stärke::N,styrka,nerzhder
451,Gesundheit::N,hälsa,yec'hed
452,Krankheit::N,sjukdom,klañved
453,Schmerz::N,smärta,poan
454,Schmerz::N,smärta,droug
455,Wunde::N,sår,gloazadenn
456,Fieber::N,feber,terzhienn
457,Arznei::N,medicin,louzoù
458,Arznei::N,läkemedel,louzoù
459,Brücke::N,bro,pont
460,Brunnen::N,brunn,puñs
461,Weide::N,bete,prad
462,Pfad::N,stig,gwenodenn
463,Weg::N,väg,hent
464,Straße::N,gata,ru
465,Straße::N,gata,hent
466,Dorf::N,by,kêr
467,Dorf::N,by,kêriadenn
468,Stadt::N,stad,kêr
469,Brief::N,brev,lizher
470,Buch::N,bok,levr
471,Buchstabe::N,bokstav,lizherenn
472,Zeitung::N,tidning,kazetenn
473,Leben::N,liv,buhez
474,Tod::N,död,marv
475,Grab::N,grav,bez
476,Kirche::N,kyrka,iliz
477,Sünde::N,synd,pec'hed
478,Gott::N,gud,doue
479,Arbeiter::N,arbetare,labourer
480,Arbeiter::N,arbetare,micherour
481,Chef::N,chef,penn
482,Meister::N,mästare,mestr
483,Arzt::N,läkare,mezeg
484,Arzt::N,läkare,medisin
485,Lehrer::N,lärare,skolaer
486,Lehrer::N,lärare,kelenner
487,Geld::N,pengar,arc'hant
488,Geschäft::N,rörelse,stal
489,Laden::N,affär,stal
490,Preis::N,pris,priz
491,Ware::N,vara,marc'hadourezh
492,Nutzen::N,gagn,gounidegezh
493,Nutzen::N,gagn,lañs
494,Nutzen::N,gagn,profit
495,Nutzen::N,gagn,spleit
496,Nutzen::N,nytta,gounidegezh
497,Nutzen::N,nytta,lañs
498,Nutzen::N,nytta,profit
499,Nutzen::N,nytta,spleit
500,Reichtum::N,rikedom,pinvidigezh
501,Welt::N,värld,douar
502,Land::N,land,bro
503,Staat::N,stat,stad
504,König::N,kung,roue
505,König::N,konung,roue
506,Macht::N,makt,galloud
507,Grenze::N,gräns,harzoù
508,Krieg::N,krig,brezel
509,Feind::N,fiende,eneber
510,Gewalt::N,våld,tâerder
511,Kampf::N,kamp,kann
512,Kampf::N,strid,kann
513,Bogen[Waffe]::N,båge,gwareg
514,Pfeil::N,pil,saezh
515,Gewehr::N,gevär,fuzuilh
516,Fehler::N,fel,fazi
517,Lüge::N,lögn,gaou
518,Schaden::N,skada,gwall
519,Unglück::N,otur,gwalleur
520,Unglück::N,olycka,gwalleur
521,Schuld::N,skuld,kablusted
522,Schuld::N,skuld,pec'hedigezh
523,Alter::N,ålder,oad
524,Schluss::N,slut,diwezh
525,Zeit::N,tid,amzer
526,Tag::N,dag,deizh
527,Morgen::N,morgon,beure
528,Morgen::N,morgon,mintin
529,Mittag::N,middag,kreisteiz
530,Abend::N,kväll,abardaez
531,Nacht::N,natt,noz
532,Woche::N,vecka,sizhun
533,Monat::N,månad,miz
534,Jahr::N,år,bloaz
535,Frühling::N,vår,nevezamzer
536,Sommer::N,sommar,hañv
537,Herbst::N,höst,diskaramzer
538,Winter::N,vinter,goañv
539,Januar::N,januari,Genver
540,Februar::N,februari,C'hwevrer
541,März::N,mars,Meurzh
542,April::N,april,Ebrel
543,Mai::N,maj,Mae
544,Juni::N,juni,Mezheven
545,Juli::N,juli,Gouhere
546,August::N,augusti,Eost
547,September::N,september,Gwengolo
548,Oktober::N,oktober,Here
549,November::N,november,Du
550,Dezember::N,december,Kerzu
551,Montag::N,måndag,Lun
552,Dienstag::N,tisdag,Meurzh
553,Mittwoch::N,onsdag,Merc'her
554,Donnerstag::N,torsdag,Yaou
555,Freitag::N,fredag,Gwener
556,Samstag::N,lördag,Sadorn
557,Sonntag::N,söndag,Sul
558,groß::A,stor,bras
559,klein::A,liten,bihan
560,lang::A,lång,hir
561,kurz::A,kort,berr
562,breit::A,bred,ledan
563,schmal::A,smal,strizh
564,dicht::A,tät,stank
565,dick[Gegenstand]::A,tjock,tev
566,dünn::A,tunn,moan
567,fein::A,fin,munut
568,fest::A,fast,start
569,flach::A,platt,plaen
570,glatt::A,glatt,lintr
571,glatt::A,glatt,levn
572,hart::A,hård,kalet
573,weich::A,mjuk,blot
574,rund::A,rund,ront
575,spitz::A,toppig,poentet
576,spitz::A,spetsig,poentet
577,scharf::A,vass,dremm
578,scharf::A,skarp,dremm
579,stumpf::A,slö,talsoc'h
580,schwer::A,tung,pounner
581,schön::A,skön,kaer
582,schön::A,vacker,kaer
583,heiß::A,het,tomm
584,warm::A,varm,tomm
585,kalt::A,kall,yen
586,kühl::A,sval,yen
587,kühl::A,kylig,yen
588,frisch::A,färsk,fresk
589,feucht::A,fuktig,gleb
590,nass::A,våt,gleb
591,trocken::A,torr,sec'h
592,voll::A,full,leun
593,leer::A,tom,goullo
594,offen::A,öppen,digor
595,geschlossen::A,stängd,serr
596,sauber::A,ren,naet
597,schmutzig::A,snuskig,lous
598,roh::A,rå,kriz
599,reif::A,mogen,darev
600,lecker::A,läcker,lipous
601,lecker::A,läcker,saourus
602,süß::A,söt,dous
603,bitter::A,besk,c'hwerv
604,bitter::A,bitter,c'hwerv
605,sauer::A,sur,trenk
606,hell::A,ljus,sklaer
607,dunkel::A,mörk,teñval
608,schwarz::A,svart,du
609,weiß::A,vit,gwenn
610,rot::A,röd,ruz
611,gelb::A,gul,melen
612,blau::A,blå,glas
613,grün::A,grön,gwer
614,grau::A,grå,louet
615,bunt::A,brokig,liesliv
616,billig::A,billig,marc'had-mat
617,teuer::A,dyr,ker
618,wertvoll::A,värdefull,prizius
619,blind::A,blind,dall
620,taub::A,döv,bouzar
621,kräftig::A,kraftig,start
622,stark::A,stark,kreñv
623,schwach::A,svag,gwan
624,fett::A,fet,lard
625,schlank::A,slank,sinkl
626,hübsch::A,snygg,koant
627,hübsch::A,vacker,koant
628,böse::A,ond,gwall
629,böse::A,elak,gwall
630,dumm::A,dum,glep
631,faul::A,lat,lezirek
632,fleißig::A,flitig,studius
633,geizig::A,snål,tost
634,geizig::A,girig,tost
635,klug::A,klok,speredek
636,geschickt::A,händig,dornet
637,geschickt::A,skicklig,dornet
638,lieb::A,kär,koant
639,lieb::A,snäll,koant
640,lustig::A,rolig,laouen
641,lustig::A,lustig,laouen
642,sanft::A,mild,flour
643,hungrig::A,hungrig,marnaon
644,krank::A,sjuk,klañv
645,nackt::A,naken,noazh
646,traurig::A,ledsen,trist
647,traurig::A,sorgsen,trist
648,lebendig::A,levande,bev
649,gut::A,bra,mad
650,schlecht::A,dålig,fall
651,schlecht::A,dålig,gwall
652,richtig::A,riktig,reizh
653,schlimm::A,illa,gwall
654,wahr::A,sann,gwir
655,alt::A,gammal,kozh
656,neu::A,ny,nevez
657,ehemalig::A,forn,kozh
658,ehemalig::A,tidigare,kozh
659,alt[Lebewesen]::A,gammal,kozh
660,jung::A,ung,yaouank
661,arm::A,fattig,paour
662,reich::A,rik,pinvidik
663,bekannt::A,känd,anavezet
664,berühmt::A,berömd,brudet
665,fremd::A,främmande,dizanav
666,verschieden::A,åtskillig,disheñel
667,nah::A,nära,nes
668,fern::A,fjärran,diabell
669,linker::A,vänster,kleiz
670,rechter::A,höger,dehoù
671,anderer::A,annan,all
672,erster::A,första,kentañ
673,zweiter::A,andra,eil
674,dritter::A,tredje,trede
675,letzter::A,sist,diwezhañ
676,allein::ADV,allena,e-unan
677,auf einmal::ADV,på en gång,ar un dro
678,zusammen::ADV,tillsammans,asambles
679,lange::ADV,länge,pell
680,plötzlich::ADV,plötsligt,en un taol
681,sofort::ADV,strax,diouzhtu
682,sofort::ADV,genast,diouzhtu
683,später::ADV,senare,diwezhatoc'h
684,jetzt::ADV,nu,bremañ
685,heute::ADV,i dag,hiziv
686,morgen::ADV,i morgon,arc'hoazh
687,bald::ADV,snart,hepdale
688,dann::ADV,då,a-c'houde
689,gestern::ADV,i går,dec'h
690,einst::ADV,en gång,gwechall
691,damals::ADV,då,neuze
692,damals::ADV,den gången,neuze
693,danach::ADV,därefter,goude
694,vorher::ADV,före,diagent
695,vorher::ADV,förut,diagent
696,zuerst::ADV,först,da gentañ
697,einmal::ADV,en gång,ur wech
698,manchmal::ADV,ibland,a-wechoù
699,oft::ADV,ofta,alies
700,immer::ADV,alltid,atav
701,immer::ADV,alltid,bepred
702,niemals::ADV,aldrig,gwech ebet
703,hier::ADV,här,amañ
704,hierhin::ADV,hit,dre amañ
705,von hier::ADV,härifrån,alemañ
706,dort::ADV,där,aze
707,dort::ADV,där,ahont
708,dorthin::ADV,dit,di
709,dorthin::ADV,dit,aze
710,dorthin::ADV,dit,ahont
711,geradeaus::ADV,rätt fram,war-eeun
712,vorwärts::ADV,fram,war-raok
713,vorwärts::ADV,framåt,war-raok
714,rückwärts::ADV,baklänges,war-lerc'h
715,zurück::ADV,tillbaka,war-dreñv
716,unten::ADV,nere,en traoñ
717,unten::ADV,nedanför,en traoñ
718,hinab::ADV,ned,a-izel
719,hinab::ADV,nedåt,a-izel
720,oben::ADV,ovan,en nec'h
721,oben::ADV,ovanpå,en nec'h
722,hinauf::ADV,upp,e-krec'h
723,hinauf::ADV,uppåt,e-krec'h
724,überall::ADV,överallt,dre-holl
725,nicht::ADV,ej,ne ... ket
726,nicht::ADV,inte,ne ... ket
727,ein wenig::ADV,litet,un tammig
728,kaum::ADV,knappt,a-boan
729,kaum::ADV,knappast,a-boan
730,sehr::ADV,mycket,-tre
731,sehr::ADV,mycket,-kenañ
732,so::ADV,så,evel-se
733,noch::ADV,än,c'hoazh
734,noch::ADV,ännu,c'hoazh
735,nur::ADV,bara,hepken
736,nur::ADV,endast,hepken
737,schon::ADV,redan,dija
738,wieder::ADV,åter,adarre
739,vergebens::ADV,förgäves,
740,vor::PRP,utanför,dirak
741,hinter::PRP,bakom,a-drek
742,hinter::PRP,bakom,a-dreñv
743,unter::PRP,under,dindan
744,durch::PRP,genom,dre
745,durch::PRP,igenom,dre
746,neben::PRP,bredvid,e-kichen
747,neben::PRP,vid sidan av,e-kichen
748,zwischen::PRP,mellan,etre
749,wegen::PRP,på grund av,abalamour da
750,dies::PRN,detta,hemañ
751,das::PRN,det,se
752,das::PRN,det,hennezh
753,alles::PRN,allt,pep tra
754,ich::PRN,jag,me
755,du::PRN,du,te
756,er::PRN,han,eñ
757,wir::PRN,vi,ni
758,ihr::PRN,ni,c'hwi
759,sie::PRN,de,int
760,was::FPRN,vad,petra
761,wer::FPRN,vem,piv
762,wo::FADV,var,pelec'h
763,wohin::FADV,vart,da belec'h
764,wie::FADV,hur,penaos
765,warum::FADV,varför,perak
766,wieviel::FNUM,hur mycket,pet
767,eins::NUM,en,unan
768,eins::NUM,ett,unan
769,zwei::NUM,två,daou
770,drei::NUM,tre,tri
771,vier::NUM,fyra,pevar
772,fünf::NUM,fem,pemp
773,sechs::NUM,sex,c'hwec'h
774,sieben::NUM,sju,seizh
775,acht::NUM,åtta,eizh
776,neun::NUM,nio,nav
777,zehn::NUM,tio,dek
778,elf::NUM,elva,unnek
779,zwölf::NUM,tolv,daouzek
780,zwanzig::NUM,tjugo,ugent
781,dreißig::NUM,trettio,tregont
782,vierzig::NUM,fyrtio,daou-ugent
783,fünfzig::NUM,femtio,hanter-kant
784,sechzig::NUM,sextio,tri-ugent
785,siebzig::NUM,sjuttio,dek ha tri-ugent
786,achtzig::NUM,åttio,pevar-ugent
787,neunzig::NUM,nittio,dek ha pevar-ugent
788,hundert::NUM,hundra,kant
789,tausend::NUM,tusen,mil
790,und::CNJ,och,ha
791,oder::CNJ,eller,pe
792,stehen::V,stå,bezañ a-sav
793,sitzen::V,sitta,azezañ
794,sitzen::V,sitta,bezañ en e goazez
795,liegen::V,ligga,bezañ en e c'hourvez
796,hängen::V,hänga,krougañ
797,werden::V,bli,dazonet
798,passieren::V,ske,c'hoarvezout
799,passieren::V,hända,c'hoarvezout
800,beginnen::V,börja,stagañ
801,enden::V,ända,achuiñ
802,wechseln::V,växla,cheñch
803,aufgehen[Sonne]::V,gå upp,dirouzañ
804,untergehen[Sonne]::V,gå ned,
805,scheinen[Sonne]::V,skina,lugernañ
806,donnern::V,dundra,taranal
807,wehen::V,blåsa,c'hwezhañ
808,strömen::V,forsa,deredek
809,strömen::V,strömma,deredek
810,fließen::V,flyta,redek
811,sich drehen::V,snurra,troiñ
812,schwanken::V,vackla,trantellat
813,schwingen::V,svinga,froumal
814,fallen::V,falla,kouezhañ
815,brennen::V,brinna,deviñ
816,rauchen::V,ryka,divogedañ
817,regnen::V,regna,glavañ
818,gefrieren::V,frysa,reviñ
819,tauen::V,töa,diskornañ
820,schmelzen::V,smälta,teuziñ
821,trocknen::V,torka,sec'hañ
822,sieden::V,koka,berviñ
823,sieden::V,sjuda,berviñ
824,faulen::V,ruttna,breinañ
825,verfaulen::V,ruttna,breinañ
826,reißen::V,brista,darnaouiñ
827,versinken::V,sjunka,sodellañ
828,vergehen::V,förgå,tremen
829,erscheinen::V,synas,donet war-wel
830,erscheinen::V,visa sig,donet war-wel
831,verschwinden::V,försvinna,monet diwar wel
