,Concept_ID,de,kl
65,Stern::N,Stern,ulloriaq
66,Luft::N,Luft,silaannaq
67,Wind::N,Wind,anori
68,Wind::N,Wind,anorsarik
69,Welle::N,Welle,aalappaa
70,Wasser::N,Wasser,imeq
71,Stein::N,Stein,ujarak
72,Boden::N,Boden,nateq
73,Erde::N,Erde,issoq
74,Staub::N,Staub,pujualanerit
75,Staub::N,Staub,pujoralanerit
76,Rauch::N,Rauch,iseq
77,Rauch::N,Rauch,pujoq
78,Funke::N,Funke,illoorneq
79,Feuer::N,Feuer,inneq
80,Licht::N,Licht,qaamaneq
81,Schatten::N,Schatten,tarraq
82,Wetter::N,Wetter,sila
83,Nebel::N,Nebel,pujoq
84,Wolke::N,Wolke,nuia
85,Regen::N,Regen,sialuk
86,Schnee::N,Schnee,aput
87,Eis::N,Eis,siku
88,Frost::N,Frost,issi
89,Frost::N,Frost,issik
90,Kälte::N,Kälte,issi
91,Hitze::N,Hitze,kianneq
92,Hitze::N,Hitze,kiassuseq
93,Raureif::N,Raureif,kaneq
94,Regenbogen::N,Regenbogen,neriusaaq
95,Donner::N,Donner,kalleq
96,Strömung::N,Strömung,
97,Tropfen::N,Tropfen,kuseriarneq
98,Schaum::N,Schaum,qapuk
99,Schmutz::N,Schmutz,minguk
100,See::N,See,taseq
101,Sumpf::N,Sumpf,maqulluk
102,Moor::N,Moor,
103,Wiese::N,Wiese,masarsuk
104,Wald::N,Wald,
105,Hügel::N,Hügel,qattuneq
106,Hügel::N,Hügel,majuariaq
107,Hügel::N,Hügel,majorajaaq
108,Hügel::N,Hügel,qaqqannguaq
109,Anhöhe::N,Anhöhe,
110,Berg::N,Berg,qaqqaq
111,Gipfel::N,Gipfel,
112,Höhle::N,Höhle,qaarusuk
113,Abhang::N,Abhang,ippik
114,Abhang::N,Abhang,sivinganeq
115,Abhang::N,Abhang,sivingajaaq
116,Abhang::N,Abhang,kussangajaaq
117,Quelle::N,Quelle,
118,Bach::N,Bach,kuunnguaq
119,Fluss::N,Fluss,kuuk
120,Ufer::N,Ufer,sissap sinaa
121,Küste::N,Küste,sineriak
122,Festland::N,Festland,
123,Meer::N,Meer,imaq
124,Bucht::N,Bucht,ikeq
125,Bucht::N,Bucht,kangerluk
126,Bucht::N,Bucht,kangerliumaneq
127,Insel::N,Insel,qeqertaq
128,Blume::N,Blume,naasoq
129,Gras::N,Gras,ivigaq
130,Wurzel::N,Wurzel,niulutaq
131,Baum::N,Baum,orpik
132,Stamm::N,Stamm,kanaartaq
133,Rinde::N,Rinde,ameraq
134,Ast::N,Ast,avalequt
135,Zweig::N,Zweig,avalequt
136,Blatt::N,Blatt,pilutaq
137,Birke::N,Birke,patitsit
138,Kiefer[Baum]::N,Kiefer,
139,Weide[Baum]::N,Weide,palleq
140,Tanne::N,Tanne,orsuerneq
141,Horn::N,Horn,nassuk
142,Feder::N,Feder,suluk
143,Fell::N,Fell,ameq
144,Flügel::N,Flügel,suluk
145,Flügel::N,Flügel,isaroq
146,Klaue::N,Klaue,kukik
147,Kralle::N,Kralle,kukik
148,Schwanz::N,Schwanz,pamioq
149,Schwanz::N,Schwanz,paperuusaq
150,Ei::N,Ei,mannik
151,Nest::N,Nest,ullut
152,Bau::N,Bau,ini
153,Tier::N,Tier,uumasoq
154,Herde::N,Herde,unguukkat
155,Kuh::N,Kuh,ussik
156,Bulle::N,Bulle,angukulak
157,Bulle::N,Bulle,anguteralak
158,Bulle::N,Bulle,angutikulooq
159,Pferd::N,Pferd,
160,Schaf::N,Schaf,sava
161,Schwein::N,Schwein,puuluki
162,Hund::N,Hund,qimmeq
163,Katze::N,Katze,puisaaq
164,Bär::N,Bär,allaq
165,Eichhörnchen::N,Eichhörnchen,sissinnguaq
166,Elch::N,Elch,
167,Fuchs::N,Fuchs,terianniaq
168,Hase::N,Hase,ukaleq
169,Maus::N,Maus,teriannguaq
170,Wolf::N,Wolf,amaroq
171,Vogel::N,Vogel,timmiaq
172,Schwarm::N,Schwarm,
173,Huhn::N,Huhn,kukkukooq
174,Huhn::N,Huhn,marloraaqaaq
175,Hahn::N,Hahn,kiasiusaq
176,Gans::N,Gans,nerleq
177,Adler::N,Adler,nattoralik
178,Ente::N,Ente,
179,Eule::N,Eule,uppik
180,Kranich::N,Kranich,qorlorfik
181,Krähe::N,Krähe,tuluatsiaq
182,Kuckuck::N,Kuckuck,kukkooq
183,Schwan::N,Schwan,qussuk
184,Fisch::N,Fisch,aalisagaq
185,Barsch::N,Barsch,
186,Hecht::N,Hecht,
187,Schlange[Tier]::N,Schlange,pulateriarsuk
188,Schlange[Tier]::N,Schlange,pulateriaarsuk
189,Wurm::N,Wurm,
190,Spinne::N,Spinne,aasiaq
191,Spinne::N,Spinne,nissavaarsuk
192,Ameise::N,Ameise,uniaaluk
193,Laus::N,Laus,kumak
194,Mücke::N,Mücke,ippernaq
195,Fliege::N,Fliege,ippernaq
196,Schmetterling::N,Schmetterling,paluaq
197,Schmetterling::N,Schmetterling,pakkaluaq
198,Schmetterling::N,Schmetterling,utsuppaluaq
199,Schmetterling::N,Schmetterling,taqaleqisaaq
200,Beere::N,Beere,paarmaq
201,Beere::N,Beere,paarngaq
202,Apfel::N,Apfel,iipili
203,Pilz::N,Pilz,anngiusaq
204,Zwiebel::N,Zwiebel,uanitsoq
205,Saat::N,Saat,naatsiiassaq
206,Korn::N,Korn,maannineq
207,Heu::N,Heu,
208,Schale::N,Schale,niutsivik
209,Schale::N,Schale,ilulissaq qaartussaq
210,Grube::N,Grube,itersaq
211,Falle::N,Falle,pualavoq
212,Schlinge::N,Schlinge,orseq
213,Schlinge::N,Schlinge,norloq
214,Spur::N,Spur,tumaa
215,Asche::N,Asche,arsat
216,Dreck::N,Dreck,minguk
217,Eisen::N,Eisen,savimineq
218,Eisen::N,Eisen,saffiugassaq
219,Gold::N,Gold,kuulti
220,Silber::N,Silber,siilviuvoq
221,Kohle::N,Kohle,aamarsuit aamaruutissat
222,Glas::N,Glas,igalaaq
223,Glas::N,Glas,imertarfik
224,Glas::N,Glas,igalaamineq
225,Lehm::N,Lehm,marraq
226,Sand::N,Sand,sioqqat
227,Mensch::N,Mensch,inuk
228,Mensch::N,Mensch,silamiu
229,Mann::N,Mann,angut
230,Frau::N,Frau,arnaq
231,Kind::N,Kind,meeraq
232,Junge::N,Junge,nukappiaraq
233,Mädchen::N,Mädchen,arnannguaq
234,Familie::N,Familie,ilaqutakka
235,Familie::N,Familie,ilaqutariit
236,Großvater::N,Großvater,aatak
237,Großmutter::N,Großmutter,aanaq
238,Eltern::N,Eltern,angajoqqaat
239,Vater::N,Vater,ataata
240,Vater::N,Vater,ataataq
241,Mutter::N,Mutter,anaana
242,Sohn::N,Sohn,erneq
243,Tochter::N,Tochter,panik
244,Bruder::N,Bruder,ani
245,Bruder::N,Bruder,aqqaluk
246,Bruder::N,Bruder,qatanngut
247,Schwester::N,Schwester,naja
248,Schwester::N,Schwester,aleqa
249,Schwester::N,Schwester,qatanngut
250,Onkel::N,Onkel,akkak
251,Tante::N,Tante,aja
252,Tante::N,Tante,ajak
253,Tante::N,Tante,atsak
254,Ehemann::N,Ehemann,ui
255,Ehefrau::N,Ehefrau,nuliaq
256,Freude::N,Freude,tipaatsussuseq
257,Gelächter::N,Gelächter,illaq
258,Glück::N,Glück,usornaat
259,Glück::N,Glück,usornarsuseq
260,Kummer::N,Kummer,
261,Wunsch::N,Wunsch,kissaat
262,Lust::N,Lust,illigussuseq
263,Lust::N,Lust,piummaseq
264,Geist::N,Geist,anerneq
265,Geist::N,Geist,toornaq
266,Gedanke::N,Gedanke,isumassaq
267,Gedächtnis::N,Gedächtnis,eqqaamannissuseq
268,Verstand::N,Verstand,isuma
269,Verstand::N,Verstand,sianissut
270,Verstand::N,Verstand,misigissut
271,Verstand::N,Verstand,sianissuseq
272,Verstand::N,Verstand,silaqassuseq
273,Sinn::N,Sinn,isuma
274,Grund::N,Grund,patsit
275,Wahrheit::N,Wahrheit,sallusuissut
276,Gespräch::N,Gespräch,
277,Märchen::N,Märchen,oqalualaarut
278,Märchen::N,Märchen,oqaluasaaq
279,Erzählung::N,Erzählung,oqaluttuaq
280,Nachricht::N,Nachricht,oqaassut
281,Nachricht::N,Nachricht,oqqersuut
282,Neuigkeit::N,Neuigkeit,tusarnartaq
283,Name::N,Name,ateq
284,Rätsel::N,Rätsel,nalorsitsaarut
285,Rede::N,Rede,oqaluuseq
286,Sprache::N,Sprache,oqaatsit
287,Stimme::N,Stimme,erinaq
288,Stimme::N,Stimme,qarluuseq
289,Wort::N,Wort,oqaasii
290,Zeichen::N,Zeichen,nalunaaqqut
291,Ruf::N,Ruf,qaaqqussut
292,Lärm::N,Lärm,perpaluk
293,Laut::N,Laut,torsukattak
294,Ton::N,Ton,erinaq
295,Lied::N,Lied,taalliaq
296,Lied::N,Lied,erinarsuut
297,Ruhe::N,Ruhe,qatsunganeq
298,Leute::N,Leute,inuiak
299,Leute::N,Leute,inuiaqatigiit
300,Volk::N,Volk,inuiaat
301,Arbeit::N,Arbeit,suliaq
302,Gast::N,Gast,qaaqqusaq
303,Geschenk::N,Geschenk,pajugut
304,Spiel::N,Spiel,
305,Gesellschaft::N,Gesellschaft,
306,Hilfe::N,Hilfe,annertoqqut
307,Freund::N,Freund,tiliaq
308,Freund::N,Freund,ikinngut
309,Kamerad::N,Kamerad,tiliaq
310,Kamerad::N,Kamerad,ikinngut
311,Angelegenheit::N,Angelegenheit,
312,Anzahl::N,Anzahl,
313,Art::N,Art,ileqquuseq
314,Stück::N,Stück,nakkaalaniku
315,Teil::N,Teil,tassiaasat
316,Hälfte::N,Hälfte,affaq
317,Kreis::N,Kreis,kaajaluinneq or kaajaluitsoq
318,Kreuz::N,Kreuz,sanningasulik
319,Linie::N,Linie,tittaq
320,Linie::N,Linie,titarneq
321,Strich::N,Strich,
322,Abstand::N,Abstand,aku
323,Abstand::N,Abstand,ikiaq
324,Entfernung::N,Entfernung,asi
325,Gegend::N,Gegend,nuna
326,Platz::N,Platz,ini
327,Platz::N,Platz,inissaq
328,Ort::N,Ort,sumiiffik
329,Seite::N,Seite,saneraq
330,Mitte::N,Mitte,qiteq
331,Gegenstand::N,Gegenstand,
332,Sache::N,Sache,pigisaq
333,Rand::N,Rand,sini
334,Rand::N,Rand,akerfineq
335,Kante::N,Kante,akerfineq
336,Ecke::N,Ecke,teqeqqoq
337,Ecke::N,Ecke,tikeqqoq
338,Spitze::N,Spitze,inngik
339,Ende::N,Ende,isu
340,Loch::N,Loch,putu
341,Winkel::N,Winkel,teqeqqorissaat
342,Muster::N,Muster,ilisserut
343,Größe::N,Größe,angissuseq
344,Länge::N,Länge,takissuseq
345,Höhe::N,Höhe,
346,Gewicht::N,Gewicht,oqimaalutaq
347,Menge::N,Menge,amerlassuseq
348,Haufen::N,Haufen,eqimattat
349,Reihe::N,Reihe,allunaasaq
350,Boot::N,Boot,qajaq
351,Boot::N,Boot,angallat
352,Boot::N,Boot,umiatsiaq
353,Ruder::N,Ruder,iput
354,Schlitten::N,Schlitten,qamutit
355,Schlitten::N,Schlitten,qimusseq
356,Ski::N,Ski,ataarut
357,Lagerfeuer::N,Lagerfeuer,
358,Last::N,Last,nammagaq
359,Gang::N,Gang,
360,Schritt::N,Schritt,allorneq
361,Norden::N,Norden,avannaq
362,Süden::N,Süden,qava
363,Süden::N,Süden,kujat
364,Süden::N,Süden,kujataa
365,Westen::N,Westen,kitaa
366,Osten::N,Osten,kangi
367,Holz::N,Holz,qisuk
368,Brett::N,Brett,salliligaq
369,Platte::N,Platte,qaateq
370,Stütze::N,Stütze,ajagutaq
371,Stütze::N,Stütze,ajaagutaq
372,Stange::N,Stange,kaaviffik
373,Stock::N,Stock,ajaappissat
374,Stab::N,Stab,ajaappissat
375,Rohr::N,Rohr,sullulik
376,Haus::N,Haus,illu
377,Heim::N,Heim,
378,Ofen::N,Ofen,kissarsuut
379,Fußboden::N,Fußboden,nateq
380,Tisch::N,Tisch,allattarfik
381,Stuhl::N,Stuhl,issiavik
382,Stuhl::N,Stuhl,issiaffik
383,Wiege::N,Wiege,uaasoq
384,Bett::N,Bett,nallavik
385,Regal::N,Regal,ilisivik
386,Kiste::N,Kiste,sakissat
387,Kiste::N,Kiste,illerfiusaq
388,Fenster::N,Fenster,aki
389,Fenster::N,Fenster,igalaaq
390,Tür::N,Tür,matu
391,Tor::N,Tor,isaaffik
392,Zaun::N,Zaun,saputit
393,Dach::N,Dach,qaliaq
394,Leiter::N,Leiter,tummeqqat
395,Leiter::N,Leiter,majuartarfiit
396,Besen::N,Besen,saligutit
397,Spaten::N,Spaten,nivaataq
398,Schaufel::N,Schaufel,nivaataq
399,Gabel::N,Gabel,qilluaq
400,Gabel::N,Gabel,ajassaatit
401,Löffel::N,Löffel,alussaat
402,Messer::N,Messer,savik
403,Nagel::N,Nagel,kukik
404,Netz::N,Netz,anguffaseq
405,Haken::N,Haken,nissik
406,Haken::N,Haken,qarsorsaq
407,Haken::N,Haken,qarsorsartoq
408,Griff::N,Griff,ipi
409,Schloss::N,Schloss,illussaarsuaq
410,Bild::N,Bild,assiliaq
411,Figur::N,Figur,kisitsit
412,Puppe::N,Puppe,inuusaq
413,Beutel::N,Beutel,
414,Bündel::N,Bündel,qilertaq
415,Tasche::N,Tasche,pooqattaq
416,Eimer::N,Eimer,
417,Deckel::N,Deckel,matu
418,Geschirr::N,Geschirr,anut
419,Sack::N,Sack,
420,Tasse::N,Tasse,tiitorfik
421,Tasse::N,Tasse,tiitorfiup ilorlia
422,Topf::N,Topf,qoqqoq
423,Kessel::N,Kessel,uunnaavik
424,Essen::N,Essen,igaaq
425,Nahrung::N,Nahrung,neqissaq
426,Speise::N,Speise,nerisassat
427,Fleisch::N,Fleisch,neqi
428,Getreide::N,Getreide,maannineq
429,Brei::N,Brei,
430,Brot::N,Brot,iffit
431,Brot::N,Brot,iffiaq
432,Scheibe::N,Scheibe,igalaassiaq
433,Fett::N,Fett,tarnutissaq
434,Fett::N,Fett,tarnutissiaq
435,Butter::N,Butter,punneq
436,Öl::N,Öl,uulia
437,Salz::N,Salz,taratsut
438,Suppe::N,Suppe,qajoq
439,Honig::N,Honig,tungusunnitsuut
440,Milch::N,Milch,immuk
441,Tee::N,Tee,tii
442,Tee::N,Tee,teeq
443,Leder::N,Leder,
444,Wolle::N,Wolle,nuersagassiaq
445,Stoff::N,Stoff,milliaq
446,Stoff::N,Stoff,qarlissiaq
447,Nadel::N,Nadel,meqqut
448,Faden::N,Faden,ujalussiaq
449,Knopf::N,Knopf,attat
450,Knoten::N,Knoten,akeroq
451,Knoten::N,Knoten,qilerneq
452,Farbe::N,Farbe,qalipaat
453,Kleidung::N,Kleidung,atisat
454,Kleidung::N,Kleidung,annoraaq
455,Hemd::N,Hemd,ilupaaq
456,Kragen::N,Kragen,qungasiinnaq
457,Ärmel::N,Ärmel,aaq
458,Hose::N,Hose,qarliit
459,Gürtel::N,Gürtel,qiterut
460,Gürtel::N,Gürtel,unngersaq
461,Mütze::N,Mütze,nasaq
462,Schuh::N,Schuh,skuu
463,Schuh::N,Schuh,ikernuk
464,Schuh::N,Schuh,ateraasaq
465,Stiefel::N,Stiefel,kamik
466,Ring::N,Ring,assammiu
467,Band::N,Band,qilerutissiaq
468,Kamm::N,Kamm,illaagutit
469,Kamm::N,Kamm,illaajaatit pl.
470,Spiegel::N,Spiegel,tarrarsuut
471,Riemen::N,Riemen,allunaaq
472,Schnur::N,Schnur,kujaaq
473,Schnur::N,Schnur,allunaasaq
474,Leine::N,Leine,aleq
475,Decke::N,Decke,qipik
476,Kissen::N,Kissen,akit
477,Tuch::N,Tuch,qarlissiaq
478,Handtuch::N,Handtuch,allarut
479,Handtuch::N,Handtuch,allarterut
480,Kraft::N,Kraft,pissak
481,Stärke::N,Stärke,qerattarsaat
482,Gesundheit::N,Gesundheit,peqqisusseq
483,Krankheit::N,Krankheit,nappaat
484,Schmerz::N,Schmerz,anniaat
485,Wunde::N,Wunde,iki
486,Fieber::N,Fieber,nappaat qanimanartoq
487,Arznei::N,Arznei,imigassaq
488,Brücke::N,Brücke,ikaartarfik
489,Brunnen::N,Brunnen,tissaluttuliaq
490,Weide::N,Weide,masarsuk
491,Pfad::N,Pfad,aqqut
492,Weg::N,Weg,aggerfik
493,Straße::N,Straße,aqqusineq
494,Dorf::N,Dorf,nunaqarfik
495,Stadt::N,Stadt,illorpaat
496,Stadt::N,Stadt,illorpalik
497,Brief::N,Brief,allagarsiaq
498,Buch::N,Buch,atuakkat
499,Buch::N,Buch,mappersagaq
500,Buchstabe::N,Buchstabe,naqinneq
501,Zeitung::N,Zeitung,aviisi
502,Leben::N,Leben,inuussuseq
503,Tod::N,Tod,toqu
504,Tod::N,Tod,toquneq
505,Grab::N,Grab,iliveq
506,Grab::N,Grab,illissat
507,Kirche::N,Kirche,oqaluffik
508,Sünde::N,Sünde,ajorti
509,Gott::N,Gott,
510,Arbeiter::N,Arbeiter,sulisoq
511,Chef::N,Chef,ittoqut
512,Meister::N,Meister,naalagaq
513,Arzt::N,Arzt,katsorsaasoq
514,Lehrer::N,Lehrer,ilinniartitsisoq
515,Geld::N,Geld,aningaasat
516,Geschäft::N,Geschäft,niuertarfik
517,Laden::N,Laden,niuertarfik
518,Preis::N,Preis,aki
519,Ware::N,Ware,qaliata pii
520,Ware::N,Ware,nioqqutissaq
521,Nutzen::N,Nutzen,iluaqut
522,Reichtum::N,Reichtum,
523,Welt::N,Welt,nunarsuaq
524,Land::N,Land,nuna
525,Staat::N,Staat,
526,König::N,König,kunngi
527,Macht::N,Macht,pissaassuseq
528,Grenze::N,Grenze,killik
529,Krieg::N,Krieg,sorsunneq
530,Feind::N,Feind,akeraq
531,Feind::N,Feind,akerartorti
532,Feind::N,Feind,qinngarsuisoq
533,Gewalt::N,Gewalt,
534,Kampf::N,Kampf,sorsunneq
535,Bogen[Waffe]::N,Bogen,
536,Pfeil::N,Pfeil,qalugiusaq
537,Gewehr::N,Gewehr,aallaat
538,Fehler::N,Fehler,kukkuneq
539,Fehler::N,Fehler,paarlaappaa
540,Lüge::N,Lüge,
541,Schaden::N,Schaden,
542,Unglück::N,Unglück,perluut
543,Schuld::N,Schuld,akiitsugaq
544,Schuld::N,Schuld,akiligassaq
545,Alter::N,Alter,utoqqaq
546,Schluss::N,Schluss,isu
547,Zeit::N,Zeit,ulloq
548,Zeit::N,Zeit,akuttoqatigiinneq
549,Tag::N,Tag,ulloq
550,Morgen::N,Morgen,ullaaq
551,Mittag::N,Mittag,ulloqeqqa
552,Abend::N,Abend,unnuk
553,Nacht::N,Nacht,unnuaq
554,Woche::N,Woche,sapaatip akunnera
555,Monat::N,Monat,qaammat
556,Jahr::N,Jahr,ukioq
557,Frühling::N,Frühling,upernaaq
558,Sommer::N,Sommer,aasaq
559,Herbst::N,Herbst,ukiaq
560,Winter::N,Winter,ukioq
561,Januar::N,Januar,siulleeq
562,Januar::N,Januar,qaammaliaq
563,Februar::N,Februar,aarlaat
564,März::N,März,marsi
565,März::N,März,martsi
566,April::N,April,
567,Mai::N,Mai,maaji
568,Juni::N,Juni,juuni
569,Juli::N,Juli,juuli
570,August::N,August,aggusti
571,September::N,September,septembari
572,Oktober::N,Oktober,oktobari
573,November::N,November,novembari
574,Dezember::N,Dezember,detsembari
575,Montag::N,Montag,ataasinngortoq
576,Dienstag::N,Dienstag,marlunngorneq
577,Mittwoch::N,Mittwoch,pingasunngorneq
578,Donnerstag::N,Donnerstag,sisamanngorneq
579,Freitag::N,Freitag,tallimanngorneq
580,Samstag::N,Samstag,arfininngorneq
581,Sonntag::N,Sonntag,sapaat
582,Sonntag::N,Sonntag,sapaati
583,groß::A,groß,angivoq
584,klein::A,klein,mikivoq
585,lang::A,lang,takisooq
586,kurz::A,kurz,naatsoq
587,breit::A,breit,silippoq
588,schmal::A,schmal,amitsoq
589,dicht::A,dicht,torsusooq
590,dick[Gegenstand]::A,dick,issuvoq
591,dick[Gegenstand]::A,dick,issusooq
592,dünn::A,dünn,amitsoq
593,fein::A,fein,mamarpoq
594,fest::A,fest,tangeqarpoq
595,flach::A,flach,nalimmappoq
596,glatt::A,glatt,quasak
597,hart::A,hart,mattusooq
598,hart::A,hart,manngerpoq
599,hart::A,hart,titeqquluppoq
600,weich::A,weich,nerumaarpoq
601,rund::A,rund,ammallorippoq
602,spitz::A,spitz,qummukujooq
603,scharf::A,scharf,ipippoq
604,stumpf::A,stumpf,anngerpoq
605,schwer::A,schwer,oqimaappoq
606,schön::A,schön,kusanarpoq
607,heiß::A,heiß,kiappoq
608,warm::A,warm,oqorpoq
609,kalt::A,kalt,issippoq
610,kühl::A,kühl,pueqqortippoq
611,frisch::A,frisch,
612,feucht::A,feucht,isugutavoq
613,feucht::A,feucht,qaasernarpoq
614,nass::A,nass,imerorpoq
615,trocken::A,trocken,panerpoq
616,voll::A,voll,ulikkaarpoq
617,leer::A,leer,imaattuarpoq
618,offen::A,offen,ammavoq
619,geschlossen::A,geschlossen,matuvoq
620,sauber::A,sauber,eqqippoq
621,sauber::A,sauber,sukuluippoq
622,sauber::A,sauber,ipeqanngilaq
623,schmutzig::A,schmutzig,tapappoq
624,schmutzig::A,schmutzig,minguppoq
625,roh::A,roh,aapavoq
626,reif::A,reif,qaarulerpoq
627,lecker::A,lecker,
628,süß::A,süß,tungusunnippoq
629,bitter::A,bitter,qasilippoq
630,sauer::A,sauer,
631,hell::A,hell,qaamavoq
632,dunkel::A,dunkel,qernerpoq
633,schwarz::A,schwarz,qernerpoq
634,weiß::A,weiß,qaqorpoq
635,rot::A,rot,aappaluppoq
636,gelb::A,gelb,sungaarpoq
637,blau::A,blau,tungujorpoq
638,grün::A,grün,qorsooqqippoq
639,grau::A,grau,qaserpoq
640,bunt::A,bunt,
641,billig::A,billig,akikippoq
642,teuer::A,teuer,
643,wertvoll::A,wertvoll,erlinnarpoq
644,blind::A,blind,tappiippoq
645,blind::A,blind,isigisaqanngilaq
646,taub::A,taub,tusilarpoq
647,kräftig::A,kräftig,pissaq
648,kräftig::A,kräftig,pissarsuaq
649,stark::A,stark,sanngivoq
650,schwach::A,schwach,nakuippoq
651,fett::A,fett,pualavoq
652,schlank::A,schlank,tuappoq
653,hübsch::A,hübsch,aatsialaq
654,böse::A,böse,ajorpoq
655,dumm::A,dumm,taqajak
656,dumm::A,dumm,sikkilluppoq
657,dumm::A,dumm,qaatusimasaqanngilaq
658,faul::A,faul,eqiasuppoq
659,faul::A,faul,eqiattortuvoq
660,fleißig::A,fleißig,eqiasuippoq
661,geizig::A,geizig,iasilaarpoq
662,geizig::A,geizig,tukkuippoq
663,klug::A,klug,mallak
664,klug::A,klug,ittanneq
665,klug::A,klug,kutaappoq
666,klug::A,klug,kuttaappoq
667,klug::A,klug,qarasagippoq
668,geschickt::A,geschickt,
669,lieb::A,lieb,akisooq
670,lustig::A,lustig,piikulavoq
671,sanft::A,sanft,isumagippoq
672,hungrig::A,hungrig,kaappoq
673,hungrig::A,hungrig,perlilerpoq
674,krank::A,krank,napparsimavoq
675,nackt::A,nackt,
676,traurig::A,traurig,aliasuppoq
677,lebendig::A,lebendig,uumavoq
678,gut::A,gut,ajunngilaq
679,schlecht::A,schlecht,sualuppoq
680,richtig::A,richtig,iluarpoq
681,schlimm::A,schlimm,amiilaarnarpoq
682,wahr::A,wahr,ilumoorpoq
683,alt::A,alt,pisoqaq
684,neu::A,neu,nutaavoq
685,ehemalig::A,ehemalig,
686,alt[Lebewesen]::A,alt,utoqqaq
687,jung::A,jung,inuusuppoq
688,jung::A,jung,kingulliarsuk
689,arm::A,arm,piillasoq
690,arm::A,arm,piitsuuvoq
691,reich::A,reich,pisuuvoq
692,bekannt::A,bekannt,
693,berühmt::A,berühmt,tusaamasaq
694,fremd::A,fremd,ajasoornarpoq
695,verschieden::A,verschieden,allatut
696,verschieden::A,verschieden,tamalaat
697,nah::A,nah,qanippoq
698,fern::A,fern,ungasippoq
699,linker::A,linker,saamerleq
700,rechter::A,rechter,innarluissut
701,anderer::A,anderer,
702,erster::A,erster,siulleq
703,zweiter::A,zweiter,qataatsup tullia
704,dritter::A,dritter,pingajorarterut
705,letzter::A,letzter,kingulleq
706,allein::ADV,allein,kisimiippoq
707,auf einmal::ADV,auf einmal,tassanngaannaq
708,zusammen::ADV,zusammen,attaasa
709,zusammen::ADV,zusammen,attarmik
710,lange::ADV,lange,akuni
711,plötzlich::ADV,plötzlich,tassanngaannaq
712,sofort::ADV,sofort,erniinnaq
713,später::ADV,später,kingorna
714,jetzt::ADV,jetzt,maanna
715,jetzt::ADV,jetzt,massakkut
716,heute::ADV,heute,ullumi
717,morgen::ADV,morgen,aqagu
718,bald::ADV,bald,erniinnaq
719,dann::ADV,dann,taava
720,gestern::ADV,gestern,ippassaq
721,einst::ADV,einst,ataatsimik
722,einst::ADV,einst,ilaanni
723,damals::ADV,damals,taamani
724,damals::ADV,damals,taamanikkut
725,damals::ADV,damals,taassumuunakkut
726,danach::ADV,danach,taava
727,vorher::ADV,vorher,siornagut
728,zuerst::ADV,zuerst,
729,einmal::ADV,einmal,ilaanni
730,einmal::ADV,einmal,ataatsimik
731,manchmal::ADV,manchmal,qaqutigu
732,manchmal::ADV,manchmal,qaqutigut
733,oft::ADV,oft,akulikitsumik
734,immer::ADV,immer,tamatigut
