,Concept_ID,tt,nl
831,alles::PRN,һәммә,alles
832,ich::PRN,мин,ik
833,du::PRN,син,je
834,du::PRN,син,jij
835,er::PRN,ул,hij
836,wir::PRN,без,we
837,wir::PRN,без,wij
838,ihr::PRN,сез,jullie
839,sie::PRN,ул,ze
840,sie::PRN,ул,zij
841,was::FPRN,ни,wat
842,was::FPRN,нәрсә,wat
843,wer::FPRN,кем,wie
844,wo::FADV,кайда,waar
845,wohin::FADV,кая,waarheen
846,wie::FADV,ничек,hoe
847,warum::FADV,нигә,waarom
848,wieviel::FNUM,ничә,hoeveel
849,eins::NUM,бер,één
850,zwei::NUM,ике,twee
851,drei::NUM,өч,drie
852,vier::NUM,дүрт,vier
853,fünf::NUM,биш,vijf
854,sechs::NUM,алты,zes
855,sieben::NUM,җиде,zeven
856,acht::NUM,сигез,acht
857,neun::NUM,тугыз,negen
858,zehn::NUM,ун,tien
859,elf::NUM,унбер,elf
860,zwölf::NUM,унике,twaalf
861,zwanzig::NUM,егерме,twintig
862,dreißig::NUM,утыз,dertig
863,vierzig::NUM,кырык,veertig
864,fünfzig::NUM,илле,vijftig
865,sechzig::NUM,алтмыш,zestig
866,siebzig::NUM,җитмеш,zeventig
867,achtzig::NUM,сиксән,tachtig
868,neunzig::NUM,туксан,negentig
869,hundert::NUM,йөз,honderd
870,tausend::NUM,мең,duizend
871,und::CNJ,вә,en
872,oder::CNJ,яки,of
873,oder::CNJ,яисә,of
874,stehen::V,тору,staan
875,sitzen::V,утыру,zitten
876,liegen::V,яту,liggen
877,hängen::V,эленү,hangen
878,werden::V,булу,worden
879,passieren::V,булу,gebeuren
880,beginnen::V,башлану,beginnen
881,enden::V,бетү,eindigen
882,wechseln::V,үзгәртү,wijzigen
883,wechseln::V,үзгәртү,veranderen
884,aufgehen[Sonne]::V,чыгу,opgaan
885,untergehen[Sonne]::V,бату,ondergaan
886,scheinen[Sonne]::V,яктырту,schijnen
887,donnern::V,күкрәү,donderen
888,wehen::V,исү,waaien
889,strömen::V,агу,stromen
890,fließen::V,агу,vloeien
891,sich drehen::V,бөтерелү,draaien
892,sich drehen::V,бөтерелү,zich draaien
893,schwanken::V,икеләнү,wankelen
894,schwingen::V,тирбәлү,zwieren
895,fallen::V,егылу,vallen
896,brennen::V,яну,branden
897,rauchen::V,төтәү,roken
898,rauchen::V,төтенләү,roken
899,regnen::V,яву,regenen
900,gefrieren::V,кату,bevriezen
901,tauen::V,эрү,dooien
902,tauen::V,эретү,dooien
903,schmelzen::V,эрү,smelten
904,schmelzen::V,эретү,smelten
905,trocknen::V,кибү,drogen
906,sieden::V,ургылу,koken
907,sieden::V,ургылу,zieden
908,faulen::V,черү,rotten
909,verfaulen::V,черү,verrotten
910,reißen::V,өзелү,scheuren
911,versinken::V,бату,verzinken
912,vergehen::V,авышу,vergaan
913,erscheinen::V,пәйда булу,opdagen
914,erscheinen::V,пәйда булу,verschijnen
915,verschwinden::V,югалу,verdwijnen
916,verschwinden::V,юк булу,verdwijnen
917,sinken::V,кимү,zinken
918,sinken::V,кайту,zinken
919,abnehmen::V,азаю,afnemen
920,abnehmen::V,азаю,verminderen
921,zunehmen::V,арту,toenemen
922,zunehmen::V,күбәю,toenemen
923,zunehmen::V,ишәю,toenemen
924,steigen::V,үсү,stijgen
925,steigen::V,үсү,omhooggaan
926,wachsen::V,үсү,groeien
927,glänzen::V,ялкылдау,glanzen
928,glänzen::V,ялкылдау,schitteren
929,funkeln::V,ялтырау,fonkelen
930,lärmen::V,шаулау,lawaai maken
931,läuten::V,шалтырату,luiden
932,klingeln::V,шалтырату,bellen
933,klirren::V,чылтырау,rinkelen
934,brausen::V,давыллау,bruisen
935,brausen::V,дулау,bruisen
936,rauschen::V,кыштырдау,ruisen
937,klingen::V,ишетелү,klinken
938,bellen::V,өрү,blaffen
939,heulen::V,улау,huilen
940,blasen::V,өрү,blazen
941,pfeifen::V,сызгырту,fluiten
942,schreien::V,кычкыру,gillen
943,schreien::V,кычкыру,schreeuwen
944,stöhnen::V,ыңгырашу,steunen
945,zittern::V,калтырау,beven
946,zittern::V,калтырау,sidderen
947,zittern::V,калтырану,beven
948,zittern::V,калтырану,sidderen
949,leben::V,яшәү,leven
950,leben::V,гомер итү,leven
951,geboren werden::V,туу,geboren worden
952,atmen::V,сулау,ademen
953,trinken::V,эчү,drinken
954,essen::V,ашау,eten
955,schlucken::V,йоту,slikken
956,müde werden::V,ялыгу,moe worden
957,müde werden::V,йөгенү,moe worden
958,einschlafen::V,йокыга китү,inslapen
959,schlafen::V,йоклау,slapen
960,aufwachen::V,уяну,ontwaken
961,aufwachen::V,уяну,wakker worden
962,aufstehen::V,тору,opstaan
963,sich erholen::V,ял алу,zich ontspannen
964,sich erholen::V,истирахәт итү,zich ontspannen
965,krank werden::V,чирләү,ziek worden
966,krank sein::V,чирләү,ziek zijn
967,schmerzen::V,авырту,pijn doen
968,husten::V,ютәлләү,hoesten
969,genesen::V,савыгу,genezen
970,genesen::V,сәламәтләнү,genezen
971,sterben::V,үлү,sterven
972,sterben::V,үлү,overlijden
973,sterben::V,дөнья кую,sterven
974,sterben::V,дөнья кую,overlijden
975,sterben::V,вафат булу,sterven
976,sterben::V,вафат булу,overlijden
977,umkommen::V,үлү,omkomen
978,sich bewegen::V,йөрү,zich bewegen
979,sich rühren::V,кыймылдау,zich verroeren
980,sich erheben::V,басу,oprijzen
981,sich erheben::V,басу,verrijzen
982,sich setzen::V,утыру,gaan zitten
983,hinfallen::V,егылу,vallen
984,hinfallen::V,егылу,neervallen
985,laufen::V,җәяүләү,lopen
986,schreiten::V,атлау,stappen
987,schreiten::V,атлау,schrijden
988,spazierengehen::V,йөрү,gaan wandelen
989,spazierengehen::V,йөргенү,gaan wandelen
990,eilen::V,ашыгу,ijlen
991,eilen::V,ашыгу,haasten
992,sich beeilen::V,ашыгу,zich haasten
993,sich beeilen::V,кызулау,zich haasten
994,sausen::V,җилдерү,stuiven
995,rennen::V,йөгерү,rennen
996,springen::V,сикерү,springen
997,klettern::V,үрмәләү,klimmen
998,klettern::V,үрмәләү,klauteren
999,schaukeln::V,атыну,schommelen
1000,kriechen::V,шуышу,kruipen
1001,kriechen::V,үрмәләү,kruipen
1002,schwimmen::V,йөзү,zwemmen
1003,tauchen::V,чуму,duiken
1004,rudern::V,ишү,roeien
1005,fahren::V,бару,rijden
1006,fliegen::V,очу,vliegen
1007,gehen::V,йөрү,gaan
1008,weggehen::V,китү,weggaan
1009,abfahren::V,кузгалу,vertrekken
1010,anhalten::V,тукталу,stoppen
1011,anhalten::V,тукталу,stilhouden
1012,hineingehen::V,инү,ingaan
1013,hineingehen::V,инү,binnengaan
1014,eintreten::V,инү,binnenkomen
1015,kommen::V,килү,komen
1016,ankommen::V,бару,aankomen
1017,zurückkommen::V,кире кайту,terugkomen
1018,bleiben::V,калу,blijven
1019,warten::V,көтү,wachten
1020,erwarten::V,көтү,verwachten
1021,suchen::V,эзләү,zoeken
1022,finden::V,табу,vinden
1023,versuchen::V,маташу,proberen
1024,versuchen::V,маташу,beproeven
1025,vorbereiten::V,хәзерләү,voorbereiden
1026,lieben::V,сөю,houden van
1027,lieben::V,ярату,houden van
1028,mögen::V,өнәү,lusten
1029,mögen::V,өнәү,houden van
1030,lachen::V,көлү,lachen
1031,rühren::V,дулкынландыру,roeren
1032,weinen::V,елау,huilen
1033,weinen::V,елау,schreien
1034,schimpfen::V,сүгү,kijven
1035,schimpfen::V,сүгү,schelden
1036,schimpfen::V,сүгенү,kijven
1037,schimpfen::V,сүгенү,schelden
1038,sich ärgern::V,ачулану,zich ergeren
1039,sich fürchten::V,курку,bang zijn
1040,fürchten::V,калтырау,vrezen
1041,fürchten::V,калтырану,vrezen
1042,fliehen::V,арка бирү,vluchten
1043,flüchten::V,качу,ontsnappen
1044,flüchten::V,качу,ontkomen
1045,sehen::V,күрү,zien
1046,anschauen::V,карау,aankijken
1047,ansehen::V,карау,aanzien
1048,ansehen::V,карау,bekijken
1049,ansehen::V,күзәтү,aanzien
1050,ansehen::V,күзәтү,bekijken
1051,hören::V,ишетү,horen
1052,zuhören::V,тыңлау,luisteren
1053,probieren::V,тату,proeven
1054,riechen::V,иснәү,ruiken
1055,fühlen::V,тою,voelen
1056,fühlen::V,сизү,voelen
1057,scheinen::V,күренү,lijken
1058,zu sehen sein::V,күренү,te zien zijn
1059,vernehmen::V,ишетү,vernemen
1060,frieren::V,өшү,het koud hebben
1061,frieren::V,күшегү,het koud hebben
1062,tun::V,итү,doen
1063,können::V,алу,kunnen
1064,wollen::V,теләү,willen
1065,anfangen::V,керешү,beginnen
1066,anfangen::V,керешү,aanvangen
1067,beenden::V,бетерү,beëindigen
1068,beenden::V,тәмамлау,beëindigen
1069,aufhören::V,бетү,ophouden
1070,gelingen::V,уңу,lukken
1071,gelingen::V,уңу,gelukken
1072,geraten::V,сабышу,uitvallen
1073,öffnen::V,ачу,openen
1074,öffnen::V,ачу,opendoen
1075,schließen::V,ябу,sluiten
1076,schließen::V,ябу,dichtdoen
1077,stellen::V,кую,stellen
1078,stellen::V,кую,plaatsen
1079,setzen::V,утырту,zetten
1080,setzen::V,утырту,plaatsen
1081,legen::V,яткыру,leggen
1082,berühren::V,тию,aanraken
1083,verbinden::V,ялгау,verbinden
1084,bedecken::V,өрту,bedekken
1085,bedecken::V,каплау,bedekken
1086,bedecken::V,томалау,bedekken
1087,aufhängen::V,асу,ophangen
1088,anzünden::V,кабызу,aansteken
1089,aufheben::V,күтәрү,oprapen
1090,zurücklassen::V,калдыру,achterlaten
1091,verlieren::V,югалту,verliezen
1092,fallen lassen::V,төшерү,laten vallen
1093,machen::V,ясау,maken
1094,machen::V,эшләү,maken
1095,herstellen::V,ясау,produceren
1096,herstellen::V,ясау,voortbrengen
1097,bauen::V,кору,bouwen
1098,reparieren::V,төзәтү,repareren
1099,reparieren::V,төзәтү,herstellen
1100,verbessern::V,яхшырту,verbeteren
1101,ändern::V,үзгәртү,wijzigen
1102,ändern::V,үзгәртү,veranderen
1103,graben::V,казу,graven
1104,beugen::V,ию,buigen
1105,biegen::V,бөгү,buigen
1106,drehen::V,бору,draaien
1107,drehen::V,бөтерү,draaien
1108,wenden::V,бору,keren
1109,wenden::V,бору,wenden
1110,umdrehen::V,түнтәрү,omdraaien
1111,heben::V,күтәрү,heffen
1112,heben::V,күтәрү,optillen
1113,hochheben::V,күтәрү,tillen
1114,ergreifen::V,эләктерү,pakken
1115,ergreifen::V,эләктерү,grijpen
1116,halten::V,тоту,houden
1117,drücken::V,кысу,drukken
1118,schieben::V,кузгату,duwen
1119,schieben::V,кузгату,schuiven
1120,kratzen::V,тырнау,krassen
1121,lecken::V,ялау,likken
1122,beißen::V,тешләү,bijten
1123,abreißen::V,өзү,afrukken
1124,abreißen::V,өзү,afscheuren
1125,abschneiden::V,кыю,afsnijden
1126,abschneiden::V,кисү,afsnijden
1127,binden::V,бәйләү,binden
1128,stecken::V,төртү,steken
1129,stecken::V,тыгу,steken
1130,brechen::V,сындыру,breken
1131,klopfen::V,шаку,kloppen
1132,klopfen::V,шакылдау,kloppen
1133,hauen::V,кыйнау,houwen
1134,kleben::V,ябыштыру,plakken
1135,reiben::V,ышку,wrijven
1136,streichen::V,ягу,smeren
1137,schleifen::V,кайрау,slijpen
1138,schneiden::V,кисү,snijden
1139,rütteln::V,селкетү,schudden
1140,schütteln::V,селкетү,schudden
1141,schwenken::V,болгау,wuiven
1142,schwenken::V,болгау,zwaaien
1143,schütten::V,кою,gieten
1144,schütten::V,кою,storten
1145,füllen::V,тутыру,vullen
1146,einwickeln::V,төрү,inwikkelen
1147,tragen::V,ташу,dragen
1148,schleppen::V,сөйрәү,slepen
1149,schleppen::V,өстерәү,slepen
1150,ziehen::V,тарту,trekken
1151,aufbewahren::V,саклау,bewaren
1152,werfen::V,ыргыту,gooien
1153,fangen::V,тоту,vangen
1154,packen::V,эләктерү,pakken
1155,packen::V,эләктерү,vastpakken
1156,verstecken::V,яшерү,verstoppen
1157,teilen::V,бүлү,delen
1158,schicken::V,җибәрү,sturen
1159,bringen::V,китерү,brengen
1160,hinzufügen::V,өстәү,toevoegen
1161,bekommen::V,алу,verkrijgen
1162,erhalten::V,алу,krijgen
1163,nehmen::V,алу,nemen
1164,wählen::V,сайлау,kiezen
1165,wählen::V,сайлау,verkiezen
1166,auswählen::V,сайлау,uitkiezen
1167,bewahren::V,саклау,bewaren
1168,behindern::V,комачаулау,hinderen
1169,verderben::V,бозу,bederven
1170,beschädigen::V,бозу,beschadigen
1171,zerbrechen::V,вату,breken
1172,zerbrechen::V,вату,stukbreken
1173,zerreißen::V,өзү,scheuren
1174,zerreißen::V,өзү,verscheuren
1175,zerreißen::V,ерту,scheuren
1176,zerreißen::V,ерту,verscheuren
1177,zerstören::V,җимерү,vernielen
1178,verbrennen::V,яндыру,branden
1179,verbrennen::V,яндыру,verbranden
1180,verbrennen::V,көйдерү,branden
1181,verbrennen::V,көйдерү,verbranden
1182,geben::V,бирү,geven
1183,reichen::V,тапшыру,reiken
1184,reichen::V,тапшыру,aanreiken
1185,schenken::V,бүләкләү,schenken
1186,versprechen::V,вәгъдә бирү,beloven
1187,wünschen::V,котлау,wensen
1188,loben::V,мактау,loven
1189,loben::V,мактау,prijzen
1190,küssen::V,үбү,kussen
1191,wiegen::V,тирбәтү,wiegen
1192,zudecken::V,ябу,toedekken
1193,zudecken::V,бөркәү,toedekken
1194,wecken::V,уяту,wekken
1195,zeigen::V,күрсәтү,tonen
1196,zeigen::V,күрсәтү,wijzen
1197,führen::V,йөртү,voeren
1198,lehren::V,өйрәтү,leren
1199,unterrichten::V,укыту,onderwijzen
1200,aufziehen::V,асрау,grootbrengen
1201,leiten::V,җитәкләү,leiden
1202,antreiben::V,куалау,aandrijven
1203,antreiben::V,әйдәләү,aandrijven
1204,antreiben::V,ашыктыру,aandrijven
1205,lassen::V,мәҗбүр итү,laten
1206,einladen::V,чакыру,uitnodigen
1207,vereinigen::V,берләштерү,verenigen
1208,besuchen::V,керешү,bezoeken
1209,treffen::V,очрату,treffen
1210,treffen::V,очрату,ontmoeten
1211,sich versammeln::V,җыелышу,zich verzamelen
1212,spielen::V,уйнау,spelen
1213,singen::V,җырлау,zingen
1214,tanzen::V,бию,dansen
1215,sich trennen::V,аерылу,van elkaar gaan
1216,sich trennen::V,ташлашу,van elkaar gaan
1217,verlassen::V,ташлау,verlaten
1218,verlassen::V,калдыру,verlaten
1219,retten::V,коткару,redden
1220,bewachen::V,каравыллау,bewaken
1221,schützen::V,ышыклау,beschermen
1222,verteidigen::V,яклау,verdedigen
1223,verteidigen::V,саклау,verdedigen
1224,sich schlagen::V,сугышу,knokken
1225,schießen::V,ату,schieten
1226,siegen::V,җиңү,overwinnen
1227,ärgern::V,ачуландыру,ergeren
1228,schlagen::V,ору,slaan
1229,schlagen::V,бәрү,slaan
1230,schlagen::V,тукмау,slaan
1231,treten::V,тибү,trappen
1232,treten::V,тибү,schoppen
1233,stechen::V,кадау,steken
1234,stechen::V,кадау,prikken
1235,stoßen::V,этү,stoten
1236,stehlen::V,урлау,stelen
1237,stören::V,комачаулау,storen
1238,stören::V,комачаулау,verstoren
1239,belästigen::V,борчу,lastig vallen
1240,belästigen::V,билмазалау,lastig vallen
1241,verbergen::V,яшерү,verbergen
1242,täuschen::V,алдату,misleiden
1243,betrügen::V,хәрәмләшү,bedriegen
1244,töten::V,үтерү,doden
1245,wohnen::V,яшәү,wonen
1246,arbeiten::V,эшләү,werken
1247,sammeln::V,туплау,inzamelen
1248,sammeln::V,туплау,verzamelen
1249,pflücken::V,өзү,plukken
1250,jagen::V,аулау,jagen
1251,fischen::V,балык тоту,vissen
1252,fassen::V,тоту,vangen
1253,hüten::V,көтү,hoeden
1254,treiben::V,куалау,drijven
1255,anbinden::V,бәйләү,vastbinden
1256,füttern::V,туйдыру,voeren
1257,melken::V,саву,melken
1258,hacken::V,чабу,hakken
1259,gießen::V,сугару,gieten
1260,reifen::V,җитешү,rijpen
1261,zubereiten::V,пешеренү,klaarmaken
1262,zubereiten::V,пешеренү,toebereiden
1263,kochen::V,пешерү,koken
1264,kochen::V,кайнату,koken
1265,backen::V,пешерү,bakken
1266,braten::V,куыру,braden
1267,braten::V,кыздыру,braden
1268,umrühren::V,бутау,omroeren
1269,umrühren::V,болгату,omroeren
1270,stricken::V,бәйләү,breien
1271,nähen::V,тегү,naaien
1272,färben::V,ману,verven
1273,färben::V,ману,kleuren
1274,reinigen::V,чистарту,reinigen
1275,waschen::V,юу,wassen
1276,abwischen::V,сөртү,afvegen
1277,spülen::V,чайкау,spoelen
1278,spülen::V,чайкау,afwassen
1279,fegen::V,себерү,vegen
1280,kehren::V,себерү,vegen
1281,baden::V,коену,baden
1282,sich waschen::V,юыну,zich wassen
1283,ausziehen::V,чишенү,uittrekken
1284,anziehen::V,кию,aantrekken
1285,sich anziehen::V,киенү,zich aankleden
1286,kämmen::V,тарау,kammen
1287,schmücken::V,бизәү,tooien
1288,schmücken::V,бизәкләү,tooien
1289,sagen::V,дию,zeggen
1290,sagen::V,әйтү,zeggen
1291,sprechen::V,сөйләү,spreken
1292,sprechen::V,сөйләшү,spreken
1293,reden::V,сөйләү,praten
1294,sich unterhalten::V,сөйләшү,zich onderhouden
1295,fragen::V,сорау,vragen
1296,fragen::V,сорашу,vragen
1297,bitten::V,үтенү,vragen
1298,bitten::V,үтенү,verzoeken
1299,erzählen::V,сөйләү,vertellen
1300,mitteilen::V,белдерү,meedelen
1301,nennen::V,дию,noemen
1302,rufen::V,дәшү,roepen
1303,prahlen::V,мактану,pralen
1304,prahlen::V,шапырыну,pralen
1305,übersetzen::V,күчерү,vertalen
1306,denken::V,уйлау,denken
1307,glauben::V,инану,geloven
1308,bemerken::V,искәрү,bemerken
1309,erkennen::V,тану,herkennen
1310,begreifen::V,аңлау,begrijpen
1311,begreifen::V,төшенү,begrijpen
1312,verstehen::V,аңлау,verstaan
1313,verstehen::V,төшенү,verstaan
1314,lernen::V,уку,leren
1315,lernen::V,өйрәнү,leren
1316,wissen::V,белү,weten
1317,sich erinnern an::V,хәтерләү,zich herinneren aan
1318,vergessen::V,оныту,vergeten
1319,messen::V,үлчәү,meten
1320,zählen::V,санау,tellen
1321,rechnen::V,исәпләү,rekenen
1322,lesen::V,уку,lezen
1323,malen::V,рәсем ясау,schilderen
1324,malen::V,сурәт ясау,schilderen
1325,malen::V,сурәтләү,schilderen
1326,zeichnen::V,язу-сызу,tekenen
1327,zeichnen::V,сурәт ясау,tekenen
1328,schreiben::V,язу,schrijven
1329,besitzen::V,биләү,bezitten
1330,kaufen::V,алу,kopen
1331,verkaufen::V,сату,verkopen
1332,bezahlen::V,түләү,betalen
1333,zahlen::V,түләү,betalen
1334,beherrschen::V,ия булу,beheersen
1335,ertragen::V,чыдау,verdragen
