,Concept_ID,tt,pl
111,Anhöhe::N,үр,wzgórze
112,Berg::N,тау,góra
113,Gipfel::N,оч,szczyt
114,Gipfel::N,оч,wierzchołek
115,Höhle::N,мәгарә,pieczara
116,Abhang::N,кабырга,stok
117,Abhang::N,кабырга,zbocze
118,Quelle::N,чишмә,zdrój
119,Quelle::N,чишмә,źródło
120,Bach::N,елга,potok
121,Bach::N,елга,strumień
122,Fluss::N,дәрья,rzeka
123,Ufer::N,су кырые,brzeg
124,Küste::N,яр буе,wybrzeże
125,Festland::N,коры җир,ląd
126,Meer::N,диңгез,morze
127,Bucht::N,бухта,zatoka
128,Bucht::N,култык,zatoka
129,Insel::N,атау,wyspa
130,Insel::N,утрау,wyspa
131,Blume::N,чәчкә,kwiat
132,Gras::N,үлән,trawa
133,Wurzel::N,тамыр,korzeń
134,Baum::N,агач,drzewo
135,Stamm::N,кәүсә,pień
136,Rinde::N,кабык,kora
137,Ast::N,ботак,gałąź
138,Zweig::N,ботак,gałąź
139,Zweig::N,тармак,gałąź
140,Blatt::N,яфрак,liść
141,Birke::N,каен,brzoza
142,Kiefer[Baum]::N,нарат,sosna
143,Weide[Baum]::N,тал,wierzba
144,Tanne::N,чыршы,jodła
145,Horn::N,мөгез,róg
146,Feder::N,йон,pióro
147,Fell::N,тире,futro
148,Flügel::N,канат,skrzydło
149,Klaue::N,тырнак,szpon
150,Kralle::N,тырнак,pazur
151,Schwanz::N,койрык,ogon
152,Ei::N,күкәй,jajko
153,Ei::N,йомырка,jajko
154,Nest::N,оя,gniazdo
155,Bau::N,өн,nora
156,Tier::N,хайван,zwierzę
157,Herde::N,көтү,stado
158,Herde::N,көтү,trzoda
159,Kuh::N,сыер,krowa
160,Bulle::N,үгез,byk
161,Pferd::N,ат,koń
162,Schaf::N,сарык,owca
163,Schwein::N,дуңгыз,świnia
164,Hund::N,эт,pies
165,Katze::N,песи,kot
166,Katze::N,песи,kotka
167,Bär::N,аю,niedźwiedż
168,Eichhörnchen::N,тиен,wiewiórka
169,Elch::N,поши,łóś
170,Fuchs::N,төлке,lis
171,Hase::N,куян,zając
172,Maus::N,тычкан,mysz
173,Wolf::N,бүре,wilk
174,Vogel::N,кош,ptak
175,Schwarm::N,көтү,stado
176,Huhn::N,тавык,kura
177,Hahn::N,әтәч,kogut
178,Gans::N,каз,gęś
179,Adler::N,каракош,orzeł
180,Ente::N,үрдәк,kaczka
181,Eule::N,ябалак,sowa
182,Kranich::N,торна,żuraw
183,Krähe::N,карга,wrona
184,Kuckuck::N,күке,kukułka
185,Kuckuck::N,кәккүк,kukułka
186,Schwan::N,аккош,łabędż
187,Fisch::N,балык,ryba
188,Barsch::N,алабуга,okoń
189,Hecht::N,чуртан,szczupak
190,Schlange[Tier]::N,елан,wąż
191,Schlange[Tier]::N,елан,żmija
192,Wurm::N,корт,robak
193,Spinne::N,үрмәкүч,pająk
194,Ameise::N,кырмыска,mrówka
195,Laus::N,бет,wesz
196,Mücke::N,черки,komar
197,Mücke::N,озынборын,komar
198,Fliege::N,чебен,mucha
199,Schmetterling::N,күбәләк,motyl
200,Beere::N,җиләк,jagoda
201,Apfel::N,алма,jabłko
202,Pilz::N,гөмбә,grzyb
203,Zwiebel::N,суган,cebula
204,Zwiebel::N,суганбаш,cebula
205,Saat::N,орлык,siew
206,Korn::N,иген,ziarno
207,Korn::N,орлык,ziarno
208,Heu::N,печән,siano
209,Schale::N,кабык,łupina
210,Grube::N,баз,dół
211,Grube::N,баз,jama
212,Grube::N,чокыр,dół
213,Grube::N,чокыр,jama
214,Falle::N,тозак,pułapka
215,Falle::N,капкын,pułapka
216,Schlinge::N,элмәк,sidła
217,Spur::N,эз,ślad
218,Asche::N,көл,popiół
219,Dreck::N,пычрак,brud
220,Eisen::N,тимер,żelazo
221,Gold::N,алтын,złoto
222,Silber::N,көмеш,srebro
223,Kohle::N,күмер,węgiel
224,Glas::N,пыяла,szkło
225,Lehm::N,балчык,glina
226,Sand::N,ком,piasek
227,Mensch::N,адәм,człowiek
228,Mensch::N,инсан,człowiek
229,Mann::N,ир,mężczyzna
230,Frau::N,хатын,kobieta
231,Kind::N,бала,dziecko
232,Junge::N,малай,chłopak
233,Junge::N,малай,chłopiec
234,Mädchen::N,кыз,dziewczynka
235,Familie::N,гаилә,rodzina
236,Großvater::N,бабай,dziadek
237,Großmutter::N,әби,babka
238,Eltern::N,ата-ана,rodzice
239,Vater::N,ата,ojciec
240,Mutter::N,ана,matka
241,Sohn::N,ул,syn
242,Tochter::N,кыз,córka
243,Bruder::N,кардәш,brat
244,Schwester::N,апа,siostra
245,Schwester::N,сеңел,siostra
246,Onkel::N,дәдә,wuj
247,Onkel::N,дәдә,stryj
248,Onkel::N,дәдәй,wuj
249,Onkel::N,дәдәй,stryj
250,Tante::N,түти,ciotka
251,Tante::N,тәтәй,ciotka
252,Ehemann::N,ир,mąż
253,Ehefrau::N,хатын,żona
254,Freude::N,сөенеч,radość
255,Gelächter::N,көлү,śmiech
256,Gelächter::N,көлеш,śmiech
257,Glück::N,бәхет,szczęście
258,Kummer::N,хәсрәт,zmartwienie
259,Wunsch::N,теләк,życzenie
260,Lust::N,теләк,chęć
261,Lust::N,теләк,ochota
262,Lust::N,теләү,chęć
263,Lust::N,теләү,ochota
264,Geist::N,рух,duch
265,Gedanke::N,уй,myśl
266,Gedanke::N,фикер,myśl
267,Gedächtnis::N,хәтер,pamięć
268,Verstand::N,акыл,rozum
269,Sinn::N,мәгънә,zmysł
270,Grund::N,сәбәп,powód
271,Wahrheit::N,хак,prawda
272,Gespräch::N,әңгәмә,rozmowa
273,Märchen::N,әкият,bajka
274,Erzählung::N,хикәя,opowiadanie
275,Nachricht::N,хәбәр,wiadomość
276,Neuigkeit::N,яңалык,nowina
277,Name::N,исем,imię
278,Rätsel::N,табышмак,zagadka
279,Rede::N,нотык,mowa
280,Sprache::N,тел,język
281,Stimme::N,тавыш,głos
282,Wort::N,сүз,słowo
283,Zeichen::N,ишарә,znak
284,Ruf::N,дәшү,wołanie
285,Lärm::N,шау,hałas
286,Lärm::N,шау,zgiełk
287,Laut::N,аваз,dźwięk
288,Ton::N,шалтырату,ton
289,Ton::N,шалтырату,dźwięk
290,Lied::N,җыр,pieśń
291,Lied::N,җыр,piosenka
292,Ruhe::N,тынлык,spokój
293,Leute::N,халык,ludzie
294,Volk::N,халык,naród
295,Arbeit::N,эш,praca
296,Arbeit::N,эш,robota
297,Arbeit::N,хезмәт,praca
298,Arbeit::N,хезмәт,robota
299,Gast::N,кунак,gość
300,Geschenk::N,бүләк,prezent
301,Geschenk::N,бүләк,podarunek
302,Spiel::N,уен,gra
303,Spiel::N,уен,zabawa
304,Gesellschaft::N,җәмгыять,towarzystwo
305,Hilfe::N,ярдәм,pomoc
306,Hilfe::N,булышлык,pomoc
307,Freund::N,дус,przyjaciel
308,Kamerad::N,иптәш,kolega
309,Angelegenheit::N,эш,sprawa
310,Anzahl::N,микъдар,ilość
311,Art::N,төр,rodzaj
312,Stück::N,кисәк,kawałek
313,Teil::N,өлеш,część
314,Hälfte::N,ярым,połowa
315,Kreis::N,түгәрәк,krąg
316,Kreuz::N,хач,krzyż
317,Kreuz::N,тәре,krzyż
318,Linie::N,сызык,linia
319,Strich::N,сызык,kreska
320,Abstand::N,ара,odstęp
321,Entfernung::N,ераклык,odległość
322,Gegend::N,урын,okolica
323,Platz::N,бушлык,miejsce
324,Ort::N,урын,miejsce
325,Seite::N,як,bok
326,Seite::N,як,strona
327,Mitte::N,урта,środek
328,Gegenstand::N,нәрсә,przedmiot
329,Sache::N,нәрсә,rzecz
330,Rand::N,чит,skraj
331,Rand::N,чит,krawędź
332,Kante::N,кырый,kant
333,Kante::N,кырый,krawędź
334,Ecke::N,почмак,róg
335,Spitze::N,оч,ostrze
336,Ende::N,азак,koniec
337,Loch::N,тишек,dziura
338,Winkel::N,почмак,kąt
339,Winkel::N,почмак,kącik
340,Muster::N,парча,wzór
341,Größe::N,зурлык,rozmiar
342,Größe::N,зурлык,wielkość
343,Länge::N,озынлык,długość
344,Höhe::N,биеклек,wysokość
345,Gewicht::N,авырлык,ciężar
346,Menge::N,микъдар,ilość
347,Haufen::N,өем,kupa
348,Reihe::N,рәт,rząd
349,Reihe::N,рәт,szereg
350,Boot::N,каек,łódź
351,Boot::N,каек,łódka
352,Boot::N,көймә,łódź
353,Boot::N,көймә,łódka
354,Ruder::N,ишкәк,wiosło
355,Schlitten::N,чана,sanki
356,Ski::N,чаңгы,narta
357,Lagerfeuer::N,костёр,ognisko
358,Last::N,йөк,ciężar
359,Last::N,йөк,brzemię
360,Gang::N,йөреш,chód
361,Schritt::N,адым,krok
362,Norden::N,төньяк,północ
363,Süden::N,көньяк,południe
364,Westen::N,көнбатыш,zachód
365,Osten::N,шәрык,wschód
366,Osten::N,көнчыгыш,wschód
367,Holz::N,агач,drzewo
368,Brett::N,такта,deska
369,Platte::N,плитә,płyta
370,Stütze::N,таяу,podpora
371,Stange::N,колга,drąg
372,Stange::N,колга,żerdź
373,Stock::N,таяк,kij
374,Stock::N,таяк,laska
375,Stab::N,таяк,pręt
376,Rohr::N,торба,rura
377,Haus::N,өй,dom
378,Haus::N,йорт,dom
379,Heim::N,гаилә,dom
380,Heim::N,нәсел,dom
381,Ofen::N,мич,piec
382,Fußboden::N,идән,podłoga
383,Tisch::N,өстәл,stół
384,Stuhl::N,утыргыч,krzesło
385,Wiege::N,бишек,kołyska
386,Bett::N,ятак,łóżko
387,Bett::N,ятак,pościel
388,Bett::N,урын-җир,łóżko
389,Bett::N,урын-җир,pościel
390,Regal::N,киштә,regał
391,Regal::N,шүрлек,regał
392,Kiste::N,әрҗә,skrzynia
393,Fenster::N,тәрәзә,okno
394,Tür::N,ишек,drzwi
395,Tor::N,капка,brama
396,Zaun::N,койма,płot
397,Zaun::N,койма,parkan
398,Dach::N,түбә,dach
399,Leiter::N,баскыч,drabina
400,Besen::N,себерке,miotła
401,Spaten::N,көрәк,rydel
402,Schaufel::N,көрәк,łopata
403,Gabel::N,чәннечке,widelec
404,Löffel::N,кашык,łyżka
405,Messer::N,пычак,nóż
406,Nagel::N,кадак,gwóźdź
407,Netz::N,челтәр,sieć
408,Haken::N,ыргак,hak
409,Griff::N,тотка,chwyt
410,Schloss::N,йозак,zamek
411,Bild::N,рәсем,obraz
412,Bild::N,картина,obraz
413,Figur::N,сын,figura
414,Figur::N,фигура,figura
415,Puppe::N,курчак,lalka
416,Beutel::N,луза,torba
417,Bündel::N,бәйләм,wiązka
418,Tasche::N,букча,torba
419,Eimer::N,чиләк,kubeł
420,Eimer::N,чиләк,wiadro
421,Deckel::N,капкач,przykrywka
422,Geschirr::N,савыт-саба,statki
423,Geschirr::N,савыт-саба,naczynia
424,Geschirr::N,кашык-аяк,statki
425,Geschirr::N,кашык-аяк,naczynia
426,Sack::N,капчык,worek
427,Tasse::N,чынаяк,filiżanka
428,Topf::N,чүлмәк,garnek
429,Kessel::N,казан,kocioł
430,Essen::N,ашау,jedzenie
431,Nahrung::N,азык,pokarm
432,Nahrung::N,азык,pożywienie
433,Nahrung::N,тәгам,pokarm
434,Nahrung::N,тәгам,pożywienie
435,Nahrung::N,ашамлык,pokarm
436,Nahrung::N,ашамлык,pożywienie
437,Speise::N,ризык,potrawa
438,Speise::N,ризык,jedzenie
439,Fleisch::N,ит,mięso
440,Getreide::N,ашлык,zboże
441,Brei::N,ботка,kasza
442,Brot::N,ипи,chleb
443,Brot::N,икмәк,chleb
444,Scheibe::N,телем,kromka
445,Fett::N,май,tłuszcz
446,Butter::N,май,masło
447,Öl::N,май,olej
448,Salz::N,тоз,sól
449,Suppe::N,шулпа,zupa
450,Honig::N,бал,miód
451,Milch::N,сөт,mleko
452,Tee::N,чәй,herbata
453,Leder::N,күн,skóra
454,Wolle::N,йон,wełna
455,Stoff::N,тукыма,tkanina
456,Stoff::N,тукыма,materiał
457,Nadel::N,энә,igła
458,Faden::N,җеп,nić
459,Faden::N,җеп,nitka
460,Knopf::N,төймә,guzik
461,Knoten::N,төен,węzeł
462,Farbe::N,буяу,farba
463,Kleidung::N,кием,odzież
464,Hemd::N,күлмәк,koszula
465,Kragen::N,яка,kołnierz
466,Ärmel::N,җиң,rękaw
467,Hose::N,чалбар,spodnie
468,Gürtel::N,билбау,pasek
469,Mütze::N,бүрек,czapka
470,Schuh::N,башмак,but
471,Schuh::N,башмак,bucik
472,Stiefel::N,итек,but
473,Stiefel::N,итек,kozak
474,Ring::N,балдак,pierścień
475,Band::N,тасма,wstęga
476,Kamm::N,тарак,grzebień
477,Spiegel::N,көзге,lustro
478,Riemen::N,каеш,rzemień
479,Schnur::N,бау,sznur
480,Leine::N,тезген,smycz
481,Decke::N,юрган,kołdra
482,Kissen::N,мендәр,poduszka
483,Tuch::N,яулык,chustka
484,Handtuch::N,сөлгә,ręcznik
485,Kraft::N,егәр,moc
486,Kraft::N,егәр,siła
487,Kraft::N,дәрман,moc
488,Kraft::N,дәрман,siła
489,Stärke::N,көч,moc
490,Stärke::N,көч,siła
491,Stärke::N,дәрман,moc
492,Stärke::N,дәрман,siła
493,Gesundheit::N,саулык,zdrowie
494,Krankheit::N,чир,choroba
495,Krankheit::N,хаста,choroba
496,Krankheit::N,сырхау,choroba
497,Schmerz::N,авырту,ból
498,Wunde::N,яра,rana
499,Wunde::N,җәрәхәт,rana
500,Fieber::N,бизгәк,gorączka
501,Arznei::N,дару,lekarstwo
502,Brücke::N,күпер,most
503,Brunnen::N,кое,studnia
504,Weide::N,утлавык,pastwisko
505,Pfad::N,сукмак,ścieżka
506,Weg::N,юл,droga
507,Straße::N,урам,ulica
508,Dorf::N,авыл,wieś
509,Stadt::N,шәһәр,miasto
510,Brief::N,хат,list
511,Buch::N,китап,książka
512,Buchstabe::N,хәреф,litera
513,Zeitung::N,газет,gazeta
514,Zeitung::N,газет,dziennik
515,Zeitung::N,газета,gazeta
516,Zeitung::N,газета,dziennik
517,Leben::N,гомер,życie
518,Leben::N,тормыш,życie
519,Leben::N,тереклек,życie
520,Tod::N,үлем,śmierć
521,Grab::N,гүр,grób
522,Grab::N,кабер,grób
523,Kirche::N,чиркәү,kościół
524,Sünde::N,язык,grzech
525,Sünde::N,гөнаһ,grzech
526,Gott::N,алла,bóg
527,Gott::N,ходай,bóg
528,Arbeiter::N,эшче,robotnik
529,Chef::N,башлык,szef
530,Meister::N,оста,mistrz
531,Meister::N,оста,majster
532,Arzt::N,врач,lekarz
533,Arzt::N,табиб,lekarz
534,Lehrer::N,укытучы,nauczyciel
535,Lehrer::N,мөгаллим,nauczyciel
536,Geld::N,акча,pieniądze
537,Geschäft::N,эш,sprawa
538,Geschäft::N,эш,interes
539,Laden::N,кибет,sklep
540,Laden::N,магазин,sklep
541,Preis::N,бәя,cena
542,Preis::N,бәһа,cena
543,Ware::N,товар,towar
544,Nutzen::N,файда,pożytek
545,Reichtum::N,байлык,bogactwo
546,Welt::N,дөнья,świat
547,Land::N,ил,kraj
548,Staat::N,дәүләт,państwo
549,König::N,патша,król
550,Macht::N,хакимият,władza
551,Grenze::N,чик,granica
552,Krieg::N,сугыш,wojna
553,Feind::N,дошман,wróg
554,Gewalt::N,көчләү,władza
555,Kampf::N,көрәш,bój
556,Kampf::N,көрәш,walka
557,Bogen[Waffe]::N,җәя,łuk
558,Pfeil::N,ук,strzała
559,Gewehr::N,мылтык,karabin
560,Fehler::N,хата,błąd
561,Lüge::N,ялган,kłamstwo
562,Schaden::N,зыян,szkoda
563,Schaden::N,зарар,szkoda
564,Unglück::N,бәла,nieszczęście
565,Schuld::N,гаеп,wina
566,Alter::N,яшь,wiek
567,Schluss::N,ахыр,koniec
568,Schluss::N,ахыр,zakończenie
569,Zeit::N,заман,czas
570,Tag::N,көн,dzień
571,Morgen::N,иртә,ranek
572,Morgen::N,иртә,poranek
573,Mittag::N,өйлә,południe
574,Abend::N,кич,wieczór
575,Nacht::N,төн,noc
576,Woche::N,атна,tydzień
577,Monat::N,ай,miesiąc
578,Jahr::N,ел,rok
579,Frühling::N,яз,wiosna
580,Sommer::N,җәй,lato
581,Herbst::N,көз,jesień
582,Winter::N,кыш,zima
583,Januar::N,гыйнвар,styczeń
584,Februar::N,февраль,luty
585,März::N,март,marzec
586,April::N,апрель,kwiecień
587,Mai::N,май,maj
588,Juni::N,июнь,czerwiec
589,Juli::N,июль,lipiec
590,August::N,август,sierpień
591,September::N,сентябрь,wrzesień
592,Oktober::N,октябрь,październik
593,November::N,ноябрь,listopad
594,Dezember::N,декабрь,grudzień
595,Montag::N,дүшәмбе,poniedziałek
596,Dienstag::N,сишәмбе,wtorek
597,Mittwoch::N,чәршәмбе,środa
598,Donnerstag::N,атнакич,czwartek
599,Donnerstag::N,пәнҗешәмбе,czwartek
600,Freitag::N,җомга,piątek
601,Samstag::N,шимбә,sobota
602,Sonntag::N,якшәмбе,niedziela
603,groß::A,зур,duży
604,groß::A,зур,wielki
605,klein::A,кечкенә,mały
606,lang::A,озын,długi
607,kurz::A,кыска,krótki
608,breit::A,киң,szeroki
609,schmal::A,кысык,wąski
610,dicht::A,куе,gęsty
611,dick[Gegenstand]::A,калын,gruby
612,dünn::A,нечкә,cienki
613,fein::A,нәзакәтле,drobny
614,fest::A,нык,mocny
615,fest::A,нык,twardy
616,flach::A,яссы,płaski
617,flach::A,ялпак,płaski
618,glatt::A,шома,gładki
619,hart::A,каты,twardy
620,weich::A,йомшак,miękki
621,rund::A,түгәрәк,okrągły
622,spitz::A,очлы,spiczasty
623,scharf::A,үткен,ostry
624,stumpf::A,үтмәс,tępy
625,schwer::A,салмак,ciężki
626,schön::A,гүзәл,ładny
627,schön::A,гүзәл,piękny
628,heiß::A,эссе,gorący
629,warm::A,җылы,ciepły
630,kalt::A,суык,zimny
631,kalt::A,салкын,zimny
632,kühl::A,салкынча,chłodny
633,frisch::A,салкынча,świeży
634,feucht::A,юеш,wilgotny
635,nass::A,дымлы,mokry
636,trocken::A,коры,suchy
637,voll::A,тулы,pełny
638,leer::A,буш,pusty
639,leer::A,буш,próżny
640,offen::A,ачык,otwarty
641,geschlossen::A,йомык,zamknięty
642,sauber::A,пакь,czysty
643,sauber::A,чиста,czysty
644,schmutzig::A,керле,brudny
645,schmutzig::A,пычрак,brudny
646,roh::A,чи,surowy
647,reif::A,өлгергән,dojrzały
648,lecker::A,тәмле,smaczny
649,süß::A,татлы,słodki
650,bitter::A,ачы,gorzki
651,sauer::A,әче,kwaśny
652,hell::A,якты,jasny
653,dunkel::A,кара,ciemny
654,schwarz::A,кара,czarny
655,weiß::A,ак,biały
656,rot::A,кызыл,czerwony
657,gelb::A,сары,żółty
658,blau::A,күк,błękitny
659,blau::A,күк,niebieski
660,grün::A,яшел,zielony
661,grau::A,соры,szary
662,bunt::A,чуар,barwny
663,billig::A,арзан,tani
664,teuer::A,хаклы,drogi
665,wertvoll::A,кыйммәтле,cenny
666,blind::A,сукыр,ślepy
667,blind::A,күзсез,ślepy
668,taub::A,чукрак,głuchy
669,taub::A,саңгырау,głuchy
670,kräftig::A,егәрле,mocny
671,stark::A,нык,silny
672,stark::A,базык,silny
673,schwach::A,зәгыйфь,słaby
674,fett::A,симез,tłusty
675,schlank::A,нәзек,smukły
676,hübsch::A,чибәр,ładny
677,böse::A,усал,zły
678,dumm::A,акылсыз,głupi
679,faul::A,ялкау,leniwy
680,faul::A,иренчәк,leniwy
681,fleißig::A,тырыш,pilny
682,fleißig::A,тырышучан,pilny
683,geizig::A,саран,skąpy
684,klug::A,акыллы,mądry
685,geschickt::A,маһир,zręczny
686,lieb::A,сөекле,miły
687,lustig::A,күңелле,wesoły
688,sanft::A,басынкы,łagodny
689,hungrig::A,ач,głodny
690,krank::A,чирле,chory
691,krank::A,сырхау,chory
692,nackt::A,шәрә,nagi
693,traurig::A,ямансу,smutny
694,lebendig::A,тере,żywy
695,gut::A,яхшы,dobry
696,schlecht::A,начар,zły
697,richtig::A,дөрес,słuszny
698,richtig::A,дөрес,właściwy
699,schlimm::A,әшәкә,zły
700,wahr::A,чып-чын,prawdziwy
701,alt::A,иске,stary
702,neu::A,яңа,nowy
703,ehemalig::A,элекке,były
704,alt[Lebewesen]::A,карт,stary
705,jung::A,яшь,młody
706,arm::A,фәкыйрь,ubogi
707,arm::A,фәкыйрь,biedny
708,reich::A,бай,bogaty
709,bekannt::A,таныш,znany
710,berühmt::A,атаклы,słynny
711,fremd::A,ят,obcy
712,fremd::A,ят,cudzy
713,verschieden::A,төрле,różny
714,nah::A,якын,bliski
715,fern::A,ерак,daleki
716,linker::A,сул,lewy
717,rechter::A,уң,prawy
718,anderer::A,бүтән,inny
719,erster::A,беренче,pierwszy
720,zweiter::A,икенче,drugi
721,dritter::A,өченче,trzeci
722,letzter::A,ахыргы,ostatni
723,allein::ADV,ялгыз,sam
724,auf einmal::ADV,бердән,naraz
725,zusammen::ADV,бергә,razem
726,lange::ADV,озак,długo
727,plötzlich::ADV,искәрмәстән,nagle
728,sofort::ADV,хәзер,natychmiast
729,später::ADV,соңрак,później
730,jetzt::ADV,хәзер,teraz
731,jetzt::ADV,хәзер,obecnie
732,heute::ADV,бүген,dziś
733,heute::ADV,бүген,dzisiaj
734,morgen::ADV,иртәгә,jutro
735,bald::ADV,тиздән,wkrótce
736,dann::ADV,аннары,potem
737,gestern::ADV,кичә,wczoraj
738,einst::ADV,берчак,kiedyś
739,einst::ADV,берчак,niegdyś
740,damals::ADV,ул вакытта,wtedy
741,damals::ADV,ул вакытта,wówczas
742,damals::ADV,ул чакта,wtedy
743,damals::ADV,ул чакта,wówczas
744,danach::ADV,да,następnie
745,vorher::ADV,элек,przedtem
746,zuerst::ADV,башта,naprzód
747,zuerst::ADV,башта,najpierw
748,einmal::ADV,бер,raz
749,einmal::ADV,бер мәртәбә,raz
750,manchmal::ADV,кайчакта,czasem
751,oft::ADV,еш,często
752,immer::ADV,һәркайчан,zawsze
753,niemals::ADV,hичбер вакыт,nigdy
754,hier::ADV,монда,tu
755,hier::ADV,монда,tutaj
756,hier::ADV,биредә,tu
757,hier::ADV,биредә,tutaj
758,hierhin::ADV,монда,tu
759,von hier::ADV,моннан,stąd
760,dort::ADV,анда,tam
761,dorthin::ADV,тегеләй,tam
762,geradeaus::ADV,турыдан-туры,prosto
763,vorwärts::ADV,алга,naprzód
764,rückwärts::ADV,кире,wstecz
765,zurück::ADV,кире,z powrotem
766,unten::ADV,түбәндә,u dołu
767,unten::ADV,түбәндә,na dole
768,hinab::ADV,аска,na_dół
769,hinab::ADV,аска,w_dół
770,oben::ADV,өстә,w górze
771,oben::ADV,өстә,na górze
772,oben::ADV,югарыда,w górze
773,oben::ADV,югарыда,na górze
774,hinauf::ADV,өскә,w górę
775,hinauf::ADV,өскә,na górę
776,überall::ADV,hәркайда,wszędzie
777,nicht::ADV,түгел,nie
778,ein wenig::ADV,бераз,trochę
779,kaum::ADV,көчкә,ledwie
780,kaum::ADV,көчкә,prawie nie
781,sehr::ADV,бик,bardzo
782,so::ADV,алай,tak
783,noch::ADV,янә,jeszcze
784,noch::ADV,тагын,jeszcze
785,nur::ADV,фәкать,tylko
786,schon::ADV,инде,już
787,wieder::ADV,янә,znów
788,wieder::ADV,янә,znowu
789,wieder::ADV,тагын,znów
790,wieder::ADV,тагын,znowu
791,vergebens::ADV,юкка,na próżno
792,vor::PRP,алдыннан,przed
793,hinter::PRP,арттан,za
794,unter::PRP,астында,pod
795,durch::PRP,аша,przez
796,neben::PRP,тирәсендә,obok
797,zwischen::PRP,арасында,między
798,wegen::PRP,сәбәпле,z powodu
799,dies::PRN,бу,to
800,das::PRN,ул,to
801,alles::PRN,һәммә,wszystko
802,ich::PRN,мин,ja
803,du::PRN,син,ty
804,er::PRN,ул,on
805,wir::PRN,без,my
806,ihr::PRN,сез,wy
807,sie::PRN,ул,oni
808,was::FPRN,ни,co
809,was::FPRN,нәрсә,co
810,wer::FPRN,кем,kto
811,wo::FADV,кайда,gdzie
812,wohin::FADV,кая,dokąd
813,wie::FADV,ничек,jak
