,Concept_ID,ka,ja
157,Bulle::N,ხარი,雄牛
158,Pferd::N,რაში,馬
159,Pferd::N,ცხენი,馬
160,Schaf::N,ცხვარი,羊
161,Schwein::N,ღორი,豚
162,Hund::N,ძაღლი,犬
163,Katze::N,კატა,猫
164,Bär::N,დათვი,熊
165,Eichhörnchen::N,ციყვი,栗鼠
166,Elch::N,ცხენ-ირემი,ヘラジカ
167,Fuchs::N,მელა,狐
168,Hase::N,კურდღელი,兎
169,Maus::N,თაგვი,鼠
170,Wolf::N,მგელი,狼
171,Vogel::N,ჩიტი,鳥
172,Vogel::N,ფრინველი,鳥
173,Schwarm::N,გუნდი,群れ
174,Huhn::N,დედალი,鶏
175,Hahn::N,მამალი,雄鶏
176,Gans::N,ბატი,ガチョウ
177,Adler::N,არწივი,鷲
178,Ente::N,იხვი,鴨
179,Eule::N,ბუ,フクロウ
180,Kranich::N,წერო,鶴
181,Krähe::N,ყვავი,烏
182,Kuckuck::N,გუგული,郭公
183,Schwan::N,გედი,白鳥
184,Fisch::N,თევზი,魚
185,Barsch::N,ქორჭილა,鱸
186,Hecht::N,ქარიყლაპია,川魳
187,Schlange[Tier]::N,გველი,蛇
188,Wurm::N,ჭია,虫
189,Spinne::N,ობობა,蜘蛛
190,Ameise::N,ჭიანჭველა,蟻
191,Laus::N,ტილი,虱
192,Laus::N,მკბენარი,虱
193,Mücke::N,კოღო,蚊
194,Fliege::N,ბუზი,蝿
195,Schmetterling::N,პეპელა,蝶
196,Beere::N,კენკრა,漿果
197,Apfel::N,ვაშლი,林檎
198,Pilz::N,სოკო,茸
199,Zwiebel::N,ხახვი,玉葱
200,Saat::N,თესლი,種
201,Korn::N,მარცვალი,粒
202,Heu::N,თივა,干し草
203,Schale::N,ჩენჩო,皮
204,Grube::N,ორმო,穴
205,Falle::N,ხაფანგი,わな
206,Schlinge::N,მახე,輪
207,Spur::N,კვალი,跡
208,Asche::N,ფერფლი,灰
209,Dreck::N,ტალახი,泥
210,Dreck::N,სიბინძურე,泥
211,Eisen::N,რკინა,鉄
212,Gold::N,ოქრო,金
213,Silber::N,ვერცხლი,銀
214,Kohle::N,ნახშირი,炭
215,Glas::N,მინა,ガラス
216,Lehm::N,თიხა,ローム
217,Sand::N,ქვიშა,砂
218,Mensch::N,ადამიანი,人
219,Mann::N,კაცი,男
220,Mann::N,კაცი,男性
221,Frau::N,ქალი,女
222,Frau::N,ქალი,女性
223,Kind::N,ბავშვი,子
224,Kind::N,ბავშვი,子供
225,Junge::N,ვაჟი,男の子
226,Mädchen::N,გოგო,女の子
227,Familie::N,ოჯახი,家族
228,Großvater::N,პაპა,祖父
229,Großvater::N,პაპა,おじいさん
230,Großvater::N,ბაბუა,祖父
231,Großvater::N,ბაბუა,おじいさん
232,Großmutter::N,ბებია,祖母
233,Großmutter::N,ბებია,おばあさん
234,Großmutter::N,დიდედა,祖母
235,Großmutter::N,დიდედა,おばあさん
236,Eltern::N,მშობლები,親
237,Eltern::N,მშობლები,両親
238,Vater::N,მამა,父
239,Vater::N,მამა,お父さん
240,Mutter::N,დედა,母
241,Mutter::N,დედა,お母さん
242,Sohn::N,ვაჟიშვილი,息子
243,Sohn::N,ვაჟიშვილი,息子さん
244,Tochter::N,ქალიშვილი,娘
245,Tochter::N,ქალიშვილი,お嬢さん
246,Bruder::N,ძმა,弟
247,Schwester::N,და,妹
248,Onkel::N,ბიძა,伯父
249,Onkel::N,ბიძა,伯父さん
250,Tante::N,დეიდა,叔母
251,Tante::N,დეიდა,叔母さん
252,Tante::N,მამიდა,叔母
253,Tante::N,მამიდა,叔母さん
254,Ehemann::N,ქმარი,夫
255,Ehemann::N,ქმარი,主人
256,Ehefrau::N,ცოლი,妻
257,Ehefrau::N,ცოლი,奥さん
258,Freude::N,სიხარული,喜び
259,Gelächter::N,სიცილი,笑い
260,Glück::N,ბედნიერება,幸せ
261,Kummer::N,მწუხარება,悩み
262,Wunsch::N,წადილი,希望
263,Wunsch::N,სურვილი,希望
264,Lust::N,წადილი,気
265,Geist::N,სული,精神
266,Gedanke::N,ფიქრი,考え
267,Gedächtnis::N,მეხსიერება,記憶
268,Verstand::N,ჭკუა,理解力
269,Verstand::N,გონება,理解力
270,Sinn::N,მნიშვნელობა,意味
271,Grund::N,მიზეზი,理由
272,Wahrheit::N,სიმართლე,真実
273,Wahrheit::N,ჭეშმარიტება,真実
274,Gespräch::N,ბაასი,会話
275,Gespräch::N,საუბარი,会話
276,Märchen::N,არაკი,童話
277,Märchen::N,ზღაპარი,童話
278,Erzählung::N,თქმულება,物語
279,Nachricht::N,ცნობა,報告
280,Nachricht::N,ამბავი,報告
281,Neuigkeit::N,სიახლე,ニュース
282,Name::N,სახელი,名前
283,Rätsel::N,გამოცანა,謎
284,Rede::N,სიტყვა,演説
285,Sprache::N,ენა,言語
286,Stimme::N,ხმა,声
287,Wort::N,სიტყვა,言葉
288,Zeichen::N,ნიშანი,記号
289,Ruf::N,ძახილი,呼び声
290,Lärm::N,ხმაური,騒音
291,Laut::N,ხმა,音
292,Laut::N,ბგერა,音
293,Ton::N,ტონი,音
294,Lied::N,სიმღერა,歌
295,Ruhe::N,სიწყნარე,静けさ
296,Leute::N,ადამიანები,人々
297,Volk::N,ერი,民族
298,Volk::N,ხალხი,民族
299,Arbeit::N,მუშაობა,仕事
300,Gast::N,სტუმარი,客
301,Geschenk::N,საჩუქარი,贈り物
302,Spiel::N,თამაში,遊び
303,Gesellschaft::N,საზოგადოება,社会
304,Hilfe::N,შველა,援助
305,Hilfe::N,დახმარება,援助
306,Freund::N,მეგობარი,友達
307,Kamerad::N,ამხანაგი,同志
308,Angelegenheit::N,საქმე,件
309,Anzahl::N,ოდენობა,数
310,Art::N,სახეობა,種類
311,Stück::N,ნატეხი,部分
312,Teil::N,წილი,部分
313,Hälfte::N,ნახევარი,半分
314,Kreis::N,წრე,円
315,Kreuz::N,ჯვარი,十字
316,Linie::N,ხაზი,線
317,Strich::N,შტრიხი,線
318,Abstand::N,მანძილი,距離
319,Entfernung::N,სიშორე,距離
320,Gegend::N,არე,辺
321,Gegend::N,არე,地域
322,Gegend::N,მხარე,辺
323,Gegend::N,მხარე,地域
324,Platz::N,ფართობი,ゆとり
325,Ort::N,ადგილი,所
326,Ort::N,ადგილი,場所
327,Seite::N,მხარე,横
328,Mitte::N,შუა,真ん中
329,Gegenstand::N,საგანი,物件
330,Sache::N,ნივთი,物
331,Rand::N,კიდე,端
332,Kante::N,ნაწიბული,縁
333,Ecke::N,კუთხე,角
334,Spitze::N,წვეტი,先頭
335,Ende::N,ბოლო,端
336,Loch::N,ხვრელი,穴
337,Winkel::N,კუთხე,片隅
338,Muster::N,მოხატულობა,模様
339,Größe::N,ზომა,大きさ
340,Größe::N,სიდიდე,大きさ
341,Länge::N,სიგრძე,長さ
342,Höhe::N,სიმაღლე,高さ
343,Gewicht::N,წონა,重さ
344,Menge::N,რაოდენობა,量
345,Haufen::N,გროვა,堆積
346,Reihe::N,რიგი,並び
347,Reihe::N,წყება,並び
348,Boot::N,გემი,ボート
349,Ruder::N,ხოფი,オール
350,Ruder::N,ნიჩაბი,オール
351,Schlitten::N,მარხილი,そり
352,Ski::N,თხილამური,スキー
353,Lagerfeuer::N,კოცონი,篝火
354,Last::N,ტვირთი,荷物
355,Gang::N,სვლა,歩み
356,Schritt::N,ბიჯი,歩
357,Norden::N,ჩრდილოეთი,北
358,Süden::N,სამხრეთი,南
359,Westen::N,დასავლეთი,西
360,Osten::N,აღმოსავლეთი,東
361,Holz::N,ხე,木
362,Holz::N,ხე,木材
363,Brett::N,დაფა,板
364,Brett::N,ფიცარი,板
365,Platte::N,თლილი ქვა,盤
366,Stütze::N,საყრდენი,支柱
367,Stange::N,ჭოკი,棒
368,Stock::N,კეტი,杖
369,Stab::N,ლატანი,棒
370,Rohr::N,მილაკი,管
371,Haus::N,სახლი,家
372,Heim::N,ოჯახის კერა,家
373,Ofen::N,ღუმელი,ストーブ
374,Fußboden::N,იატაკი,床
375,Tisch::N,სუფრა,机
376,Tisch::N,მაგიდა,机
377,Stuhl::N,სკამი,椅子
378,Wiege::N,აკვანი,揺籃
379,Bett::N,საწოლი,ベッド
380,Bett::N,სარეცელი,ベッド
381,Regal::N,თაროები,棚
382,Kiste::N,ყუთი,箱
383,Kiste::N,სკივრი,箱
384,Fenster::N,ფანჯარა,窓
385,Fenster::N,სარკმელი,窓
386,Tür::N,ბჭე,戸
387,Tür::N,ბჭე,ドア
388,Tür::N,კარი,戸
389,Tür::N,კარი,ドア
390,Tor::N,ჭიშკარი,門
391,Zaun::N,ღობე,垣根
392,Zaun::N,გალავანი,垣根
393,Dach::N,სახურავი,屋根
394,Leiter::N,კიბე,梯子
395,Besen::N,ცოცხი,ほうき
396,Spaten::N,ნიჩაბი,スコップ
397,Schaufel::N,ბარი,シャベル
398,Gabel::N,ჩანგალი,フォーク
399,Löffel::N,კოვზი,スプーン
400,Messer::N,დანა,ナイフ
401,Nagel::N,ლურსმანი,釘
402,Netz::N,ბადე,網
403,Haken::N,კავი,鉤
404,Haken::N,კავი,フック
405,Haken::N,კაუჭი,鉤
406,Haken::N,კაუჭი,フック
407,Griff::N,ტარი,取っ手
408,Schloss::N,კლიტე,錠
409,Schloss::N,საკეტი,錠
410,Bild::N,სურათი,絵
411,Figur::N,ფიგურა,像
412,Puppe::N,თოჯინა,人形
413,Beutel::N,პარკი,袋
414,Bündel::N,გალა,束
415,Bündel::N,გალა,包み
416,Bündel::N,ასხმა,束
417,Bündel::N,ასხმა,包み
418,Tasche::N,ჩანთა,かばん
419,Eimer::N,ჩამჩა,バケツ
420,Deckel::N,ხუფი,蓋
421,Deckel::N,სარქველი,蓋
422,Geschirr::N,ჭურჭელი,食器
423,Sack::N,ტომარა,袋
424,Tasse::N,ფინჯანი,カップ
425,Topf::N,ქოთანი,鍋
426,Kessel::N,ქვაბი,釜
427,Essen::N,ჭამა,食事
428,Nahrung::N,საზრდო,食物
429,Nahrung::N,საკვები,食物
430,Speise::N,საჭმელი,料理
431,Fleisch::N,ხორცი,肉
432,Getreide::N,მარცვლოვანი,麦
433,Getreide::N,მარცვლოვანი,穀物
434,Brei::N,ფაფა,粥
435,Brot::N,პური,パン
436,Scheibe::N,ნაჭერი,枚
437,Scheibe::N,ნაჭერი,切れ
438,Fett::N,ქონი,脂肪
439,Fett::N,ცხიმი,脂肪
440,Butter::N,კარაქი,バター
441,Öl::N,ზეთი,油
442,Salz::N,მარილი,塩
443,Suppe::N,სუფი,スープ
444,Honig::N,თაფლი,蜂蜜
445,Milch::N,რძე,牛乳
446,Tee::N,ჩაი,茶
447,Tee::N,ჩაი,お茶
448,Leder::N,ტყავი,革
449,Wolle::N,მატყლი,毛糸
450,Stoff::N,ქსოვილი,布
451,Nadel::N,ნემსი,針
452,Faden::N,ძაფი,糸
453,Faden::N,მკედი,糸
454,Knopf::N,ღილი,ボタン
455,Knoten::N,ნასკვი,結び目
456,Farbe::N,საღებავი,ペンキ
457,Kleidung::N,ტანსაცმელი,衣服
458,Hemd::N,ხალათი,シャツ
459,Hemd::N,პერანგი,シャツ
460,Kragen::N,საყელო,襟
461,Ärmel::N,სახელო,袖
462,Hose::N,შარვალი,ズボン
463,Gürtel::N,ქამარი,帯
464,Gürtel::N,ქამარი,ベルト
465,Mütze::N,ქუდი,帽子
466,Schuh::N,ფეხსაცმელი,靴
467,Stiefel::N,ჩექმა,ブーツ
468,Ring::N,ბეჭედი,輪
469,Band::N,ბაფთი,リボン
470,Kamm::N,სავარცხელი,櫛
471,Spiegel::N,სარკე,鏡
472,Riemen::N,ღვედი,緒
473,Schnur::N,ლარი,紐
474,Leine::N,ჯაჭვი,綱
475,Decke::N,საბანი,掛け布団
476,Kissen::N,ბალიში,枕
477,Tuch::N,მაუდი,スカーフ
478,Tuch::N,თავშალი,スカーフ
479,Handtuch::N,ხელსახოცი,タオル
480,Kraft::N,ძალა,力
481,Stärke::N,ღონე,強さ
482,Gesundheit::N,ჯანმრთელობა,健康
483,Krankheit::N,სენი,病気
484,Krankheit::N,ავადმყოფობა,病気
485,Schmerz::N,ტკივილი,痛み
486,Wunde::N,იარი,傷
487,Wunde::N,ჭრილობა,傷
488,Fieber::N,ციება,熱
489,Arznei::N,წამალი,薬
490,Brücke::N,ხიდი,橋
491,Brunnen::N,ჭა,井戸
492,Weide::N,საძოვარი,牧場
493,Pfad::N,ბილიკი,小路
494,Weg::N,გზა,道
495,Straße::N,შარაგზა,街道
496,Dorf::N,დაბა,村
497,Dorf::N,სოფელი,村
498,Stadt::N,ქალაქი,町
499,Stadt::N,ქალაქი,都市
500,Brief::N,წერილი,手紙
501,Buch::N,წიგნი,本
502,Buchstabe::N,ასო,文字
503,Zeitung::N,გაზეთი,新聞
504,Leben::N,სიცოცხლე,生活
505,Tod::N,სიკვდილი,死
506,Grab::N,სამარე,墓
507,Grab::N,საფლავი,墓
508,Kirche::N,ეკლესია,教会
509,Sünde::N,ცოდვა,罪
510,Gott::N,ღმერთი,神
511,Arbeiter::N,მუშა,労働者
512,Chef::N,გამგე,上司
513,Meister::N,ოსტატი,達人
514,Meister::N,ოსტატი,マイスター
515,Arzt::N,ექიმი,医者
516,Arzt::N,მკურნალი,医者
517,Lehrer::N,მასწავლებელი,先生
518,Geld::N,ფული,金
519,Geschäft::N,საქმე,取り引き
520,Geschäft::N,ბიზნესი,取り引き
521,Laden::N,დუქანი,店
522,Laden::N,მაღაზია,店
523,Preis::N,ფასი,値段
524,Ware::N,საქონელი,商品
525,Nutzen::N,ხეირი,利益
526,Reichtum::N,სიმდიდრე,豊かさ
527,Welt::N,მსოფლიო,世界
528,Land::N,მხარე,国
529,Land::N,ქვეყანა,国
530,Staat::N,სახელმწიფო,国家
531,König::N,მეფე,国王
532,Macht::N,ძლიერება,権力
533,Grenze::N,ზღვარი,国境
534,Krieg::N,ომი,戦争
535,Feind::N,მტერი,敵
536,Gewalt::N,სისასტიკე,暴力
537,Kampf::N,ბრძოლა,戦い
538,Bogen[Waffe]::N,მშვილდი,弓
539,Pfeil::N,ისარი,矢
540,Pfeil::N,მახვილი,矢
541,Gewehr::N,თოფი,銃
542,Gewehr::N,შაშხანა,銃
543,Fehler::N,შეცდომა,間違い
544,Lüge::N,სიცრუე,嘘
545,Schaden::N,ვნება,損害
546,Unglück::N,ხიფათი,不幸
547,Unglück::N,უბედურება,不幸
548,Schuld::N,ბრალი,罪
549,Alter::N,ასაკი,年
550,Alter::N,ასაკი,年齢
551,Schluss::N,ბოლო,終わり
552,Schluss::N,დასასრული,終わり
553,Zeit::N,დრო,時
554,Zeit::N,დრო,時間
555,Tag::N,დღე,日
556,Morgen::N,დილა,朝
557,Mittag::N,შუადღე,昼
558,Abend::N,საღამო,晩
559,Abend::N,საღამო,夕方
560,Nacht::N,ღამე,夜
561,Woche::N,კვირა,週
562,Monat::N,თვე,月
563,Jahr::N,წელი,年
564,Frühling::N,გაზაფხული,春
565,Sommer::N,ზაფხული,夏
566,Herbst::N,შემოდგომა,秋
567,Winter::N,ზამთარი,冬
568,Januar::N,იანვარი,一月
569,Februar::N,თებერვალი,二月
570,März::N,მარტი,三月
571,April::N,აპრილი,四月
572,Mai::N,მაისი,五月
573,Juni::N,ივნისი,六月
574,Juli::N,ივლისი,七月
575,August::N,აგვისტო,八月
576,September::N,სექტემბერი,九月
577,Oktober::N,ოქტომბერი,十月
578,November::N,ნოემბერი,十一月
579,Dezember::N,დეკემბერი,十二月
580,Montag::N,ორშაბათი,月曜日
581,Dienstag::N,სამშაბათი,火曜日
582,Mittwoch::N,ოთხშაბათი,水曜日
583,Donnerstag::N,ხუთშაბათი,木曜日
584,Freitag::N,პარასკევი,金曜日
585,Samstag::N,შაბათი,土曜日
586,Sonntag::N,კვირა,日曜日
587,groß::A,დიდი,大きい
588,klein::A,მცირე,小さい
589,klein::A,პატარა,小さい
590,lang::A,გრძელი,長い
591,kurz::A,მოკლე,短い
592,breit::A,ფართო,広い
593,breit::A,განიერი,広い
594,schmal::A,ვიწრო,狭い
595,schmal::A,წვრილი,狭い
596,dicht::A,მჭიდრო,密な
597,dick[Gegenstand]::A,სქელი,厚い
598,dünn::A,წვრილი,薄い
599,fein::A,თხელი,細い
600,fest::A,მყარი,硬い
601,flach::A,ბრტყელი,平らな
602,glatt::A,გლუ,滑らかな
603,hart::A,მაგარი,堅い
604,weich::A,რბილი,柔らかい
605,rund::A,მრგვალი,丸い
606,spitz::A,წვეტიანი,尖った
607,scharf::A,მჭრელი,鋭い
608,stumpf::A,ბლაგვი,鈍い
609,schwer::A,მძიმე,重い
610,schön::A,ლამაზი,綺麗な
611,heiß::A,ცხელი,熱い
612,warm::A,თბილი,温かい
613,kalt::A,ცივი,寒い
614,kalt::A,ცივი,冷たい
615,kühl::A,გრილი,涼しい
616,frisch::A,სუფთა,ひんやりした
617,feucht::A,ნოტიო,湿った
618,nass::A,სველი,濡れた
619,trocken::A,მშრალი,乾いた
620,voll::A,სავსე,いっぱいの
621,leer::A,ცარიელი,空の
622,offen::A,ღია,開いた
623,offen::A,გაშლილი,開いた
624,geschlossen::A,დახურული,閉まった
625,sauber::A,სუფთა,清潔な
626,sauber::A,წმინდა,清潔な
627,schmutzig::A,ტალახიანი,汚い
628,roh::A,უმი,生の
629,reif::A,მწიფე,熟した
630,lecker::A,გემრიელი,美味しい
631,süß::A,ტკბილი,甘い
632,bitter::A,მწარე,苦い
633,sauer::A,მჟავე,酸っぱい
634,hell::A,ნათელი,明るい
635,dunkel::A,ბნელი,暗い
636,schwarz::A,შავი,黒い
637,weiß::A,თეთრი,白い
638,rot::A,წითელი,赤い
639,gelb::A,ყვითელი,黄色い
640,blau::A,ლურჯი,青い
641,blau::A,ცისფერი,青い
642,grün::A,მწვანე,緑の
643,grau::A,რუხი,灰色の
644,grau::A,ნაცრისფერი,灰色の
645,bunt::A,ჭრელი,色取り取りの
646,bunt::A,ფერადი,色取り取りの
647,billig::A,იაფი,安い
648,teuer::A,ძვირი,高い
649,wertvoll::A,ღირსიანი,貴重な
650,blind::A,ბრმა,盲目の
651,taub::A,ყრუ,耳が聞こえない
652,kräftig::A,ძალავანი,強力な
653,stark::A,ძლიერი,強い
654,stark::A,ღონიერი,強い
655,schwach::A,სუსტი,弱い
656,fett::A,სქელი,太った
657,schlank::A,გამხდარი,ほっそりした
658,hübsch::A,ეშხიანი,素敵な
659,hübsch::A,მშვენიერი,素敵な
660,böse::A,ავი,悪い
661,böse::A,ბოროტი,悪い
662,dumm::A,ბოთე,馬鹿な
663,dumm::A,სულელი,馬鹿な
664,faul::A,ზანტი,怠惰な
665,faul::A,ზარმაცი,怠惰な
666,fleißig::A,ბეჯითი,勤勉な
667,fleißig::A,მუყაითი,勤勉な
668,geizig::A,ძუნწი,けちな
669,klug::A,ჭკვიანი,賢い
670,klug::A,ჭკვიანი,頭のいい
671,geschickt::A,მარჯვე,器用な
672,geschickt::A,გაწაფული,器用な
673,lieb::A,სატრფიალო,愛らしい
674,lustig::A,მხიარული,楽しい
675,sanft::A,ალერსიანი,温和な
676,sanft::A,გრძნობიერი,温和な
677,hungrig::A,მშიერი,空腹の
678,krank::A,სნეული,病気の
679,krank::A,ავადმყოფი,病気の
680,nackt::A,ტიტველი,裸の
681,traurig::A,მწუხარე,悲しい
682,traurig::A,სევდიანი,悲しい
683,lebendig::A,ცოცხალი,生きた
684,gut::A,კარგი,良い
685,schlecht::A,უხეირო,悪い
686,schlecht::A,უხეირო,駄目な
687,richtig::A,ნამდვილი,正しい
688,schlimm::A,ცუდი,ひどい
689,wahr::A,სწორი,本当の
690,wahr::A,ჭეშმარიტი,本当の
691,alt::A,ძველი,古い
692,neu::A,ახალი,新しい
693,ehemalig::A,ყოფილი,以前の
694,alt[Lebewesen]::A,ბებერი,年を取った
695,jung::A,ნორჩი,若い
696,jung::A,ახალგაზრდა,若い
697,arm::A,ღარიბი,貧乏な
698,reich::A,მდიდარი,裕福な
699,bekannt::A,ცნობილი,有名な
700,berühmt::A,გამოჩენილი,有名な
701,fremd::A,უცხო,見知らぬ
702,fremd::A,გარეშე,見知らぬ
703,verschieden::A,სხვაგვარი,色々な
704,nah::A,ახლო,近い
705,fern::A,შორი,遠い
706,fern::A,შორეული,遠い
707,linker::A,მარცხენა,左の
708,rechter::A,მარჯვენა,右の
709,anderer::A,სხვა,別の
710,erster::A,პირველი,一番目
711,zweiter::A,მეორე,二番目
712,dritter::A,მესამე,三番目
713,letzter::A,ბოლო,最後の
714,letzter::A,უკანასკნელი,最後の
715,allein::ADV,მარტო,一人で
716,auf einmal::ADV,ერთდროულად,同時に
717,zusammen::ADV,ერთად,一緒に
718,lange::ADV,დიდხანს,長い間
719,plötzlich::ADV,მოულოდნელად,急に
720,sofort::ADV,ახლავე,すぐに
721,später::ADV,მოგვიანებით,後で
722,jetzt::ADV,ახლა,今
723,heute::ADV,დღეს,今日
724,morgen::ADV,ხვალ,明日
725,bald::ADV,მალე,間もなく
726,dann::ADV,მერე,それから
727,gestern::ADV,გუშინ,昨日
728,einst::ADV,ოდესღაც,過去に
729,damals::ADV,მაშინ,あの時
730,danach::ADV,მერმე,その後で
731,danach::ADV,შემდეგ,その後で
732,vorher::ADV,ადრე,以前に
733,vorher::ADV,წინათ,以前に
734,zuerst::ADV,ჯერ,まず
735,zuerst::ADV,ჯერ,最初に
736,einmal::ADV,ერთხელ,一回
737,manchmal::ADV,ხან,時々
738,manchmal::ADV,ზოგჯერ,時々
739,oft::ADV,ხშირად,よく
740,immer::ADV,მუდამ,いつも
741,immer::ADV,ყოველთვის,いつも
742,niemals::ADV,არასდროს,一度も...ない
743,hier::ADV,აქ,こちら
744,hierhin::ADV,აქეთ,ここへ
745,hierhin::ADV,აქეთ,こちらへ
746,von hier::ADV,აქედან,ここから
747,dort::ADV,იქ,そちら
748,dorthin::ADV,იქით,そこへ
749,dorthin::ADV,იქით,そちらへ
750,geradeaus::ADV,პირდაპირ,真っ直ぐに
751,vorwärts::ADV,წინ,前へ
752,rückwärts::ADV,უკან,後ろへ
753,zurück::ADV,უკანვე,後ろへ
754,unten::ADV,დაბლა,下に
