,Concept_ID,ta,eu
95,Donner::N,இடி,ihurtzuri
96,Strömung::N,நீரோட்டம்,laster
97,Tropfen::N,துளி,xorta
98,Schaum::N,நுரை,bits
99,Schmutz::N,அழுக்கு,lohi
100,Schmutz::N,அழுக்கு,zikin
101,See::N,ஏரி,laku
102,See::N,ஏரி,aintzira
103,Sumpf::N,சதுப்பு நிலம்,zingira
104,Moor::N,முட்புதற்காடு,zohikaztegi
105,Wiese::N,பசும் புல்தரை,larre
106,Wiese::N,பசும் புல்தரை,belardi
107,Wald::N,காடு,baso
108,Wald::N,காடு,oihan
109,Hügel::N,குன்று,muino
110,Hügel::N,குன்று,pentoka
111,Anhöhe::N,பதுக்கை,garai
112,Anhöhe::N,பதுக்கை,goragune
113,Berg::N,மலை,mendi
114,Gipfel::N,உச்சி மாநாடு,gain
115,Gipfel::N,உச்சி மாநாடு,tontor
116,Höhle::N,குகை,kobazulo
117,Abhang::N,சரிவு,aldapa
118,Quelle::N,மூலம்,iturri
119,Quelle::N,மூலம்,iturbegi
120,Bach::N,ஓடை,lats
121,Bach::N,ஓடை,erreka
122,Fluss::N,ஆறு,ibai
123,Fluss::N,ஆறு,uhaitz
124,Ufer::N,நீர்க்கரை,bazter
125,Küste::N,கடற்கரை,itsasalde
126,Festland::N,நிலம்,lehor
127,Meer::N,கடல்,itsaso
128,Bucht::N,சிறுகுடா,golko
129,Insel::N,தீவு,irla
130,Insel::N,தீவு,uharte
131,Blume::N,பூ,lili
132,Gras::N,புல்தரை,belar
133,Wurzel::N,வேர்,zuztar
134,Wurzel::N,வேர்,sustrai
135,Baum::N,மரம்,zuhaitz
136,Stamm::N,அடிமரம்,enbor
137,Rinde::N,பட்டை,azal
138,Rinde::N,மரப்பட்டை,azal
139,Ast::N,கினை,adar
140,Zweig::N,குச்சி,abar
141,Blatt::N,இலை,hosto
142,Birke::N,பிர்ச் மரம்,urki
143,Kiefer[Baum]::N,தேவதாரு மரம்,ler
144,Weide[Baum]::N,மர வகைகளுள் ஒன்று,zume
145,Weide[Baum]::N,மர வகைகளுள் ஒன்று,sahats
146,Tanne::N,சாதிக்கய்,izei
147,Horn::N,கொம்பு,adar
148,Feder::N,இறகு,luma
149,Feder::N,இறகு,hegaki
150,Fell::N,மென்முடி,ile
151,Fell::N,மென்முடி,larru
152,Flügel::N,இறக்கை,hego
153,Klaue::N,நகம்,atzapar
154,Kralle::N,நகம்,erpe
155,Kralle::N,நகம்,atzapar
156,Schwanz::N,வால்,isats
157,Schwanz::N,வால்,buztan
158,Ei::N,முட்டை,arrautza
159,Nest::N,கூடு,habia
160,Bau::N,குகை,ohantze
161,Tier::N,விலங்கு,abere
162,Tier::N,விலங்கு,piztia
163,Herde::N,கூட்டம்,saldo
164,Herde::N,கூட்டம்,abere talde
165,Kuh::N,பசு,behi
166,Bulle::N,காளை,zezen
167,Pferd::N,குதிரை,zaldi
168,Schaf::N,செம்மறிஆடு,ardi
169,Schwein::N,பன்றி,urde
170,Schwein::N,பன்றி,txerri
171,Hund::N,நாய்,txakur
172,Katze::N,பூனை,katu
173,Bär::N,கரடி,hartz
174,Eichhörnchen::N,அணில்,urtxintxa
175,Elch::N,கடம்பை,altze
176,Fuchs::N,நரி,azeri
177,Hase::N,முயல்,erbi
178,Maus::N,எலி,sagu
179,Wolf::N,ஓநாய்,otso
180,Vogel::N,பறவை,txori
181,Vogel::N,பறவை,hegazti
182,Schwarm::N,தொகுதி,aldra
183,Huhn::N,கோழிக்குஞசு,oilo
184,Hahn::N,சேவல்,oilar
185,Gans::N,பெண் வாத்து,antzara
186,Adler::N,பருநது,arrano
187,Ente::N,வாத்து,ahate
188,Eule::N,ஆந்தை,hontza
189,Kranich::N,நாரை,kurrilo
190,Krähe::N,காகம்,bele
191,Kuckuck::N,குயில்,kuku
192,Schwan::N,அன்னம்,beltxarga
193,Fisch::N,மீன்,arrain
194,Barsch::N,பேர்ச்,perka
195,Hecht::N,கோலாச்சி மீன்,lutxo
196,Schlange[Tier]::N,பாம்பு,suge
197,Wurm::N,புழு,har
198,Spinne::N,சிலந்தி,armiarma
199,Ameise::N,எறும்பு,inurri
200,Laus::N,பேன்,zorri
201,Mücke::N,கொசுவினப்பூச்சி,eltxo
202,Fliege::N,ஈ,euli
203,Schmetterling::N,வண்ணத்துப்பூச்சி,pinpirin
204,Schmetterling::N,வண்ணத்துப்பூச்சி,tximeleta
205,Beere::N,சதைப்பழம்,baia
206,Apfel::N,ஆப்பிள பழம்,sagar
207,Pilz::N,காளான்,onddo
208,Pilz::N,காளான்,perretxiko
209,Zwiebel::N,வெங்காயம்,tipula
210,Saat::N,விதை,haziak
211,Korn::N,தானியம்,ale
212,Korn::N,தானியம்,pikor
213,Heu::N,வைக்கோல்,belar ondu
214,Schale::N,தோல்,azal
215,Grube::N,குழி,hobi
216,Falle::N,பொறி,harrapagailu
217,Schlinge::N,கண்ணி,bilur
218,Schlinge::N,கண்ணி,xedera
219,Spur::N,சுவடு,lorratz
220,Asche::N,சாம்பல்,errauts
221,Dreck::N,அழுக்கு,satsukeria
222,Eisen::N,இரும்பு,burdina
223,Gold::N,தங்கம்,urre
224,Gold::N,தங்கம்,urregorri
225,Silber::N,வெள்ளி,zilar
226,Silber::N,வெள்ளி,urrezuri
227,Kohle::N,நிலக்கரி,ikatz
228,Glas::N,கண்ணாடி,beira
229,Lehm::N,களிமண்,buztin
230,Sand::N,மணல்,harea
231,Sand::N,மணல்,hondar
232,Mensch::N,மனிதர்கள்,gizaki
233,Mann::N,மனிதன்,gizon
234,Frau::N,பெண்,andere
235,Frau::N,பெண்,emakume
236,Kind::N,குழந்தை,haur
237,Junge::N,பையன்,mutil
238,Mädchen::N,சிறுமி,neska
239,Familie::N,குடும்பம்,sendi
240,Familie::N,குடும்பம்,familia
241,Großvater::N,தாத்தா,aitona
242,Großvater::N,தாத்தா,aitatxi
243,Großmutter::N,பாட்டி,amona
244,Großmutter::N,பாட்டி,amatxi
245,Eltern::N,பெற்றோர்,gurasoak
246,Vater::N,தந்தை,aita
247,Mutter::N,தாய்,ama
248,Sohn::N,மகன்,seme
249,Tochter::N,மகள்,alaba
250,Bruder::N,சகோதரன்,neba
251,Bruder::N,சகோதரன்,anaia
252,Schwester::N,அக்கா,ahizpa
253,Onkel::N,தாய் மாமன்,osaba
254,Tante::N,அத்தை,izeba
255,Ehemann::N,கணவன்,senar
256,Ehefrau::N,மனைவி,emazte
257,Freude::N,கொண்டாட்டம்,poz
258,Freude::N,கொண்டாட்டம்,pozkari
259,Gelächter::N,சிரிப்பு,barre
260,Gelächter::N,சிரிப்பு,karkara
261,Glück::N,மகிழ்ச்சி,zori
262,Kummer::N,துயரம்,xangrin
263,Kummer::N,துயரம்,atsekabe
264,Wunsch::N,விருப்பம்,nahi
265,Wunsch::N,விருப்பம்,nahikunde
266,Lust::N,விருப்பம்,gogo
267,Geist::N,ஆன்மா,gogo
268,Gedanke::N,எண்ணம்,gogoeta
269,Gedächtnis::N,ஞாபகம்,oroimen
270,Gedächtnis::N,ஞாபகம்,gogoramen
271,Verstand::N,மனம்,adimen
272,Verstand::N,மனம்,ulermen
273,Sinn::N,அர்த்தம்,zentzu
274,Grund::N,காரணம்,zergati
275,Wahrheit::N,உண்நை,egia
276,Gespräch::N,பெசு,hizketa
277,Gespräch::N,பெசு,elkarrizketa
278,Märchen::N,நம்பத்தகாத கதை,ipuin
279,Erzählung::N,கதை,edesti
280,Erzählung::N,கதை,kontakizun
281,Nachricht::N,செய்தி,albiste
282,Neuigkeit::N,செய்தி,berri
283,Name::N,பெயர்,izen
284,Rätsel::N,புதிர்,asmakizun
285,Rede::N,பேச்சு,hitzaldi
286,Rede::N,பேச்சு,mintzaldi
287,Sprache::N,மொழி,hizkuntza
288,Stimme::N,குரல்,ahots
289,Wort::N,வார்த்தை,hitz
290,Zeichen::N,குறி,agerbide
291,Zeichen::N,குறி,agergarri
292,Ruf::N,அழைப்பு,dei
293,Lärm::N,சத்தம்,zarata
294,Lärm::N,சத்தம்,harrabots
295,Laut::N,ஒலி,hots
296,Ton::N,குரல்,tonu
297,Ton::N,குரல்,soinu
298,Lied::N,பாட்டு,abesti
299,Ruhe::N,அமைதி,nasaitasun
300,Leute::N,மக்கள்,jende
301,Volk::N,மக்கள்,herri
302,Volk::N,மக்கள்,populu
303,Arbeit::N,வேலை,lan
304,Gast::N,விருந்தாளி,arrotz
305,Gast::N,விருந்தாளி,apopilo
306,Geschenk::N,பரிசுப் பொருள்,opari
307,Spiel::N,விளையாட்டு,jolas
308,Gesellschaft::N,சமுதாயம்,gizarte
309,Hilfe::N,உதவி,helpide
310,Hilfe::N,உதவி,laguntza
311,Freund::N,நண்பன்,lagun
312,Kamerad::N,உடனிருப்பவன்,adiskide
313,Kamerad::N,உடனிருப்பவன்,lagunkide
314,Angelegenheit::N,செய்தி,afera
315,Anzahl::N,எண்ணிக்கை,kopuru
316,Art::N,வகை,mota
317,Stück::N,துண்டம்,puska
318,Teil::N,பகுதி,atal
319,Hälfte::N,பாதி,erdi
320,Kreis::N,வட்டம்,biribilki
321,Kreuz::N,சிலுவை,gurutze
322,Linie::N,கோடு,linea
323,Strich::N,வாத நோய்,marra
324,Abstand::N,இடைவெளி,tarte
325,Entfernung::N,தூரம்,urrunera
326,Gegend::N,வட்டாரம்,alderdi
327,Gegend::N,வட்டாரம்,eskualde
328,Platz::N,வெற்றிடம்,leku
329,Ort::N,இடம்,toki
330,Seite::N,பக்கம்,albo
331,Mitte::N,இடைப்பகுதி,erdi
332,Gegenstand::N,உருப்படி,gauzaki
333,Sache::N,பொருள்,gauza
334,Rand::N,தொங்கு,ertz
335,Kante::N,விளிம்பு,ertz
336,Ecke::N,மூலை,kantoi
337,Spitze::N,முனை,punta
338,Ende::N,முடிவு,buru
339,Ende::N,முடிவு,mutur
340,Loch::N,துளை,zulo
341,Winkel::N,கோணம்,zoko
342,Winkel::N,கோணம்,bazter
343,Muster::N,பாங்கு,eredu
344,Muster::N,பாங்கு,marrazki
345,Größe::N,அளவு,kaizu
346,Größe::N,அளவு,tamaina
347,Länge::N,நீளம்,luzera
348,Höhe::N,உயரம்,goiera
349,Höhe::N,உயரம்,garaiera
350,Gewicht::N,எடை,hazta
351,Menge::N,தொகை,kopuru
352,Haufen::N,குவியல்,pila
353,Haufen::N,குவியல்,mendoi
354,Reihe::N,வரிசை,ilara
355,Reihe::N,வரிசை,errenkada
356,Boot::N,படகு,potin
357,Boot::N,படகு,txalupa
358,Ruder::N,துடுப்பு,arraun
359,Schlitten::N,சகடையிலா வண்டி,lera
360,Schlitten::N,சகடையிலா வண்டி,narra
361,Ski::N,பனிச் சறுக்கல்,eski
362,Lagerfeuer::N,மூட்டம்,su
363,Last::N,பாரம்,zama
364,Last::N,பாரம்,karga
365,Gang::N,நடை,ibilera
366,Schritt::N,காலடி,pauso
367,Schritt::N,காலடி,urrats
368,Norden::N,வடக்கு,ipar
369,Norden::N,வடக்கு,iparralde
370,Süden::N,தெற்கு,hego
371,Süden::N,தெற்கு,hegoalde
372,Westen::N,மேற்கு திசை,sartalde
373,Westen::N,மேற்கு திசை,mendebalde
374,Osten::N,கிழக்கு,ekialde
375,Osten::N,கிழக்கு,sortalde
376,Holz::N,மரக்கட்டை,zur
377,Brett::N,பலகை,ohol
378,Platte::N,பலகம்,lauza
379,Stütze::N,அடைப்புகன்,irozgarri
380,Stütze::N,அடைப்புகன்,bermagailu
381,Stange::N,கம்பம்,haga
382,Stock::N,குச்சி,makila
383,Stab::N,கம்பு,makila
384,Rohr::N,குழாய்,hodi
385,Haus::N,வீடு,etxe
386,Heim::N,வீடு,etxe
387,Heim::N,வீடு,etxaleku
388,Ofen::N,அடுப்பு,berogailu
389,Fußboden::N,தரை,zoru
390,Tisch::N,மேசை,mahai
391,Stuhl::N,நாற்காலி,aulki
392,Wiege::N,தொட்டில்,kuma
393,Wiege::N,தொட்டில்,sehaska
394,Bett::N,படுக்கை,ohe
395,Bett::N,படுக்கை,ohatze
396,Regal::N,அலமாரி,apalategi
397,Kiste::N,பெட்டி,kutxa
398,Fenster::N,சாளரம்,leiho
399,Tür::N,கதவு,ate
400,Tor::N,வாசற்கதவு,atari
401,Zaun::N,வேலி,hesi
402,Dach::N,கூரை,teilatu
403,Leiter::N,ஏணி,zurubi
404,Besen::N,விளக்குமாறு,erratz
405,Spaten::N,மண்வெட்டி,burdinpala
406,Schaufel::N,அடிதண்டா,pala
407,Gabel::N,முட்கரண்டி,sardexka
408,Löffel::N,கரண்டி,koilara
409,Messer::N,கத்தி,aizto
410,Nagel::N,ஆணி,iltze
411,Netz::N,வலை,sare
412,Haken::N,கொக்கி,mako
413,Griff::N,கைப்பிடி,eskutoki
414,Schloss::N,பூட்டு,sarraila
415,Bild::N,படம்,irudi
416,Figur::N,எண்ணிக்கை,figura
417,Puppe::N,பொம்மை,panpina
418,Puppe::N,பொம்மை,andrakila
419,Beutel::N,பை,zorro
420,Bündel::N,பொதி,azao
421,Bündel::N,பொதி,espal
422,Tasche::N,பை,poltsa
423,Eimer::N,வாளி,treska
424,Deckel::N,உறை,tapa
425,Deckel::N,உறை,estalki
426,Geschirr::N,பாத்திரம்,baxera
427,Geschirr::N,பாத்திரம்,ontziteria
428,Sack::N,பை,zaku
429,Tasse::N,கிண்ணம்,kikara
430,Topf::N,பானை,ontzi
431,Topf::N,பானை,lapiko
432,Kessel::N,கெண்டி,pazia
433,Essen::N,உணவருந்துதல்,janaldi
434,Nahrung::N,உணவு,jan
435,Speise::N,உணவு வகை,jaki
436,Fleisch::N,இறைச்சி,okela
437,Fleisch::N,இறைச்சி,haragi
438,Getreide::N,மக்காச்சோளம்,labore
439,Brei::N,கஞ்சி,ahi
440,Brei::N,கஞ்சி,pure
441,Brot::N,ரொட்டி,ogi
442,Scheibe::N,துண்டு,xerra
443,Scheibe::N,துண்டு,pirripita
444,Fett::N,கொழுப்பு,urin
445,Fett::N,கொழுப்பு,koipe
446,Butter::N,வெண்ணெய்,gurin
447,Öl::N,எண்ணெய்,olio
448,Salz::N,உப்பு,gatz
449,Suppe::N,ரசம்,zopa
450,Suppe::N,ரசம்,salda
451,Honig::N,தேன்,ezti
452,Milch::N,பால்,esne
453,Tee::N,தெனீர்,te
454,Leder::N,பதம் செய்யப்பட்ட தோல்,larru
455,Wolle::N,கம்பளி,artile
456,Stoff::N,துணி,ehun
457,Nadel::N,ஊசி,orratz
458,Nadel::N,ஊசி,jostorratz
459,Faden::N,நூல்,hari
460,Knopf::N,பொத்தான்,botoi
461,Knoten::N,முடிச்சு,korapilo
462,Farbe::N,வண்ணக் குழம்பு,pintura
463,Kleidung::N,ஆடைகள்,arropa
464,Kleidung::N,ஆடைகள்,jantziak
465,Hemd::N,சட்டை,atorra
466,Hemd::N,சட்டை,alkandora
467,Kragen::N,கழுத்துப் பட்டை,idun
468,Ärmel::N,சட்டைக்கை,mahuka
469,Hose::N,கால்சட்டை,prakak
470,Hose::N,கால்சட்டை,galtzak
471,Gürtel::N,பெல்ட்,gerriko
472,Mütze::N,தொப்பி,txano
473,Mütze::N,தொப்பி,txapel
474,Schuh::N,காலணி,oski
475,Schuh::N,காலணி,oinetako
476,Stiefel::N,காலணி,bota
477,Ring::N,மோதிரம்,uztai
478,Band::N,நாடா,zinta
479,Band::N,நாடா,xingola
480,Kamm::N,கீப்பு,orrazi
481,Spiegel::N,ஆடி,mirail
482,Spiegel::N,கண்ணாடி,mirail
483,Riemen::N,வார்,uhal
484,Schnur::N,கயிறு,lokailu
485,Leine::N,தோல்வார்,lotura
486,Decke::N,போர்வை,burusi
487,Kissen::N,தலையணை,kuxin
488,Tuch::N,துணி,zapi
489,Tuch::N,துணி,oihal
490,Handtuch::N,தண்டு,eskuzapi
491,Handtuch::N,தண்டு,eskuoihal
492,Kraft::N,நிர்பந்தம்,indar
493,Stärke::N,பலம்,indar
494,Gesundheit::N,ஆரோக்கியம்,osasun
495,Krankheit::N,நோய்,eritasun
496,Krankheit::N,நோய்,gaixotasun
497,Schmerz::N,வலி,min
498,Wunde::N,காயம்,zauri
499,Fieber::N,காய்ச்சல்,sukar
500,Arznei::N,மருந்து,osagai
501,Arznei::N,மருந்து,sendagai
502,Brücke::N,பாலம்,zubi
503,Brunnen::N,கேணி,putzu
504,Weide::N,மேய்ச்சல் நிலம்,alha
505,Weide::N,மேய்ச்சல் நிலம்,bazkaleku
506,Pfad::N,நடை வழி,zidor
507,Pfad::N,நடை வழி,bidexka
508,Weg::N,வழி,bide
509,Straße::N,சாலை,errepide
510,Dorf::N,கிராமம்,herri
511,Stadt::N,நகரம்,hiri
512,Brief::N,கடிதம்,gutun
513,Brief::N,கடிதம்,eskutitz
514,Buch::N,புத்தகம்,liburu
515,Buchstabe::N,எழத்து,hizki
516,Zeitung::N,செய்தித்தாள்,egunkari
517,Leben::N,வாழ்க்கை,bizi
518,Leben::N,வாழ்க்கை,bizitza
519,Tod::N,மரணம்,herio
520,Tod::N,மரணம்,heriotza
521,Grab::N,சமாதி,hobi
522,Grab::N,சமாதி,hilobi
523,Kirche::N,தேவாலயம்,eliza
524,Sünde::N,பாவம்,hoben
525,Sünde::N,பாவம்,bekatu
526,Gott::N,கடவுள்,jainko
527,Arbeiter::N,தொழிலாளி,langile
528,Arbeiter::N,தொழிலாளி,behargin
529,Chef::N,மேலாளர்,nagusi
530,Meister::N,தலைவன்,maisu
531,Arzt::N,மருத்துவர்,osagile
532,Arzt::N,மருத்துவர்,sendagile
533,Lehrer::N,ஆசிரியர்,irakasle
534,Geld::N,பணம்,diru
535,Geschäft::N,வாணிபம்,negozio
536,Laden::N,கடை,denda
537,Laden::N,கடை,saltegi
538,Preis::N,விலை,prezio
539,Preis::N,விலை,salneurri
540,Ware::N,சாமன்கள்,salgai
541,Nutzen::N,இலாபம்,onura
542,Nutzen::N,இலாபம்,probetxu
543,Reichtum::N,சொத்து,aberastasun
544,Welt::N,உலகம்,ludi
545,Welt::N,உலகம்,mundu
546,Land::N,நாடு,herrialde
547,Staat::N,நாடு,estatu
548,König::N,அரசன்,errege
549,Macht::N,அதிகாரம்,botere
550,Grenze::N,எல்லை,muga
551,Krieg::N,போர்,guda
552,Feind::N,எதிரி,etsai
553,Feind::N,எதிரி,arerio
554,Gewalt::N,வன்முறை,bortxa
555,Gewalt::N,வன்முறை,bortizkeria
556,Kampf::N,போராட்டம்,gudu
557,Kampf::N,போராட்டம்,auska
558,Bogen[Waffe]::N,வில்,arku
559,Pfeil::N,அம்பு,gezi
560,Gewehr::N,துப்பாக்கி,fusil
561,Fehler::N,தவறு,huts
562,Fehler::N,தவறு,hutsegin
563,Lüge::N,பொய்,gezur
564,Schaden::N,சேதாரம்,kalte
565,Unglück::N,இடையூறு,zoritxar
566,Unglück::N,இடையூறு,zorigaitz
567,Schuld::N,குற்றம்,erru
568,Alter::N,வயது,adin
569,Schluss::N,முடிவு,bukaera
570,Zeit::N,காலம்,aldi
571,Zeit::N,காலம்,denbora
572,Tag::N,நாள்,egun
573,Morgen::N,காலை நேரம்,goiz
574,Mittag::N,மதியம்,eguerdi
575,Abend::N,மாலைப் பொழுது,arrats
576,Nacht::N,இரவு,gau
577,Woche::N,வாரம்,aste
578,Monat::N,மாதம்,hil
579,Jahr::N,வருடம்,urte
580,Frühling::N,வசந்தம்,udalehen
581,Sommer::N,கோடை,uda
582,Herbst::N,இலையுதிர் காலம்,udazken
583,Herbst::N,இலையுதிர் காலம்,neguantz
584,Winter::N,குளிர்காலம்,negu
585,Januar::N,ஜனவரி,urtarril
586,Februar::N,பிபரவரி மாதம்,otsail
587,März::N,மார்ச் மாதம்,martxo
588,April::N,ஏப்ரல் மாதம்,apiril
589,Mai::N,மே மாதம்,maiatz
590,Juni::N,ஜூன் மாதம்,ekain
591,Juli::N,ஜூலை மாதம்,uztail
592,August::N,ஆகஸ்ட் மாதம்,abuztu
593,September::N,செப்டம்பர் மாதம்,irail
594,Oktober::N,அக்டோபர் மாதம்,urri
595,November::N,நவம்பர் மாதம்,azaro
596,Dezember::N,டிசம்பர்,abendu
597,Montag::N,திங்கட் கிழமை,astelehen
598,Dienstag::N,செவ்வாய்க்கிழமை,astearte
599,Mittwoch::N,புதன் கிழமை,asteazken
600,Donnerstag::N,வியாழக் கிழமை,ostegun
601,Freitag::N,வெள்ளிக்கிழமை,ostiral
602,Samstag::N,சனிக்கிழமை,larunbat
603,Sonntag::N,ஞாயிறுக் கிழமை,igande
604,groß::A,பெரிய,handi
605,klein::A,சிறிய,txiki
606,lang::A,நீண்ட,luze
607,kurz::A,குட்டையான,labur
608,breit::A,அகலமான,zabal
609,schmal::A,குறுகலான,mehar
610,dicht::A,அடர்த்தியான,sarri
611,dicht::A,அடர்த்தியான,trinko
612,dick[Gegenstand]::A,தடித்த,lodi
613,dünn::A,சன்னமான,mehe
614,fein::A,மெல்லிய,fin
615,fest::A,உறுதியாள,tinko
616,flach::A,தட்டையான,lau
617,flach::A,தட்டையான,ordoki
618,glatt::A,வழுவழுப்பான,leun
619,hart::A,கடினமான,gogor
620,weich::A,மென்மையான,bigun
621,weich::A,மென்மையான,beratz
622,rund::A,உருண்டையான,biribil
623,spitz::A,திகந்தமாக,puntadun
624,scharf::A,கூரான,zorrotz
625,stumpf::A,உளம் திறந்த,kamuts
626,schwer::A,கனமான,astun
627,schwer::A,கனமான,pisutsu
628,schön::A,அழகான,eder
629,heiß::A,சூடான,bero
630,heiß::A,சூடான,oso bero
631,warm::A,இதமான,bero
632,kalt::A,குளிர்ச்சியான,hotz
633,kühl::A,குளிர்ச்சியான,hotzil
634,frisch::A,சுத்தமான,fresko
635,frisch::A,சுத்தமான,hozkirri
636,feucht::A,ஈரமான,heze
637,nass::A,ஈரமான,busti
638,trocken::A,உலர்ந்த,siku
639,trocken::A,உலர்ந்த,lehor
640,voll::A,நிரம்பிய,bete
641,leer::A,காலியான,huts
642,offen::A,திறந்த,ireki
643,geschlossen::A,மூடப்பட்ட,itxita
644,sauber::A,சுத்தமான,xahu
645,sauber::A,சுத்தமான,garbi
646,schmutzig::A,அழக்கான,lohi
647,schmutzig::A,அழக்கான,zikin
648,roh::A,கச்சா,gordin
649,reif::A,பழுத்த,umo
650,reif::A,பழுத்த,heldu
651,lecker::A,சுவைமிக்க,goxo
652,süß::A,இனிப்பான,goxo
653,bitter::A,கசப்பான,karmin
654,bitter::A,கசப்பான,garratz
655,sauer::A,புளிப்பாக,mingots
656,hell::A,பளபளப்பான,argi
657,dunkel::A,கருமையான,ilun
658,schwarz::A,கருப்பு வண்ண,beltz
659,weiß::A,வெண்மையன,zuri
660,rot::A,சிவப்பு,gorri
661,gelb::A,மஞ்சள் வண்ணம்,hori
662,blau::A,நீல வண்ண,urdin
663,grün::A,பச்சை வண்ண,berde
664,grün::A,பச்சை வண்ண,musker
665,grau::A,சாம்பல் நிற,urdin
666,grau::A,சாம்பல் நிற,urdinabar
667,bunt::A,வண்ண மயமான,koloretsu
668,billig::A,மலிவான,merke
669,teuer::A,விலை அதிகமான,garesti
670,wertvoll::A,மதிப்புள்ள,baliotsu
671,blind::A,பார்வையற்ற,itsu
672,taub::A,செவிடான,gor
673,kräftig::A,வலிமையான,kementsu
674,stark::A,பலமான,bizkor
675,stark::A,பலமான,indartsu
676,schwach::A,பலவீனமான,ahul
677,schwach::A,பலவீனமான,indargabe
678,fett::A,பருமனாக,gizen
679,schlank::A,ஒல்லியான,lerden
680,hübsch::A,அழகிய,polit
681,böse::A,கேடு விளைவிக்கும்,tzar
682,böse::A,கேடு விளைவிக்கும்,gaizto
683,dumm::A,முட்டாள்தனமான,lelo
684,dumm::A,முட்டாள்தனமான,pello
685,faul::A,சோம்பலான,nagi
686,faul::A,சோம்பலான,alfer
687,fleißig::A,ஊக்கந்தளராத,maratz
688,fleißig::A,ஊக்கந்தளராத,lanzale
689,geizig::A,கஞேசத்தனமான,zeken
690,geizig::A,கஞேசத்தனமான,zikoitz
691,klug::A,சாதுரியமான,zuhur
692,geschickt::A,திறமையள்ள,trebe
693,geschickt::A,திறமையள்ள,antzetsu
