,Concept_ID,et,ce
60,Mond::N,kuu,бутт
61,Stern::N,täht,седа
62,Luft::N,õhk,xӏаваъ
63,Wind::N,tuul,мох
64,Welle::N,laine,тулгӏе
65,Wasser::N,vesi,хи
66,Stein::N,kivi,тӏулг
67,Boden::N,maa,цӏенкъа
68,Boden::N,pinnas,цӏенкъа
69,Erde::N,maa,латта
70,Staub::N,põrm,чан
71,Rauch::N,suits,кӏур
72,Funke::N,säde,суй
73,Feuer::N,tuli,цӏе
74,Licht::N,valgus,серло
75,Schatten::N,vari,ӏиндагӏ
76,Wetter::N,ilm,хенан хӏоттам
77,Nebel::N,udu,дохк
78,Wolke::N,pilv,марха
79,Regen::N,sadu,догӏа
80,Schnee::N,lumi,ло
81,Eis::N,jää,ша
82,Frost::N,pakane,шело
83,Kälte::N,külm,шело
84,Kälte::N,külmus,шело
85,Hitze::N,kuumus,йовхо
86,Hitze::N,palavus,йовхо
87,Raureif::N,härmatis,йис
88,Regenbogen::N,vikerkaar,стелаӏад
89,Donner::N,kõu,ткъес
90,Donner::N,müristamine,ткъес
91,Strömung::N,voolus,дӏаэхар
92,Strömung::N,voolus,дӏасалелар
93,Strömung::N,jõevool,дӏаэхар
94,Strömung::N,jõevool,дӏасалелар
95,Tropfen::N,tilk,тӏадам
96,Schaum::N,vaht,чопа
97,Schmutz::N,pori,хатт
98,Schmutz::N,mustus,хатт
99,See::N,järv,ӏам
100,Sumpf::N,soo,уьшал
101,Moor::N,raba,уьшал
102,Wiese::N,aas,бай
103,Wiese::N,nurm,бай
104,Wald::N,mets,хьун
105,Hügel::N,küngas,гу
106,Hügel::N,küngas,шу
107,Hügel::N,küngas,барз
108,Anhöhe::N,küngas,акъари
109,Berg::N,mägi,лам
110,Gipfel::N,mäetipp,бохь
111,Höhle::N,koobas,хьех
112,Abhang::N,nõlvak,басе
113,Quelle::N,allikas,шовда
114,Bach::N,oja,татол
115,Fluss::N,jõgi,хи
116,Ufer::N,kallas,хийист
117,Küste::N,rannik,йист
118,Festland::N,mander,латта
119,Festland::N,maismaa,латта
120,Meer::N,meri,xӏорд
121,Bucht::N,laht,чож
122,Insel::N,saar,гӏайре
123,Blume::N,lill,зезаг
124,Gras::N,rohi,буц
125,Wurzel::N,juur,орам
126,Baum::N,puu,дитт
127,Stamm::N,tüvi,гӏад
128,Stamm::N,tüvi,тайпа
129,Rinde::N,koor,кевстиг
130,Ast::N,oks,га
131,Zweig::N,oks,га
132,Blatt::N,leht,гӏа
133,Birke::N,kask,дакх
134,Kiefer[Baum]::N,mänd,бага
135,Weide[Baum]::N,paju,дак
136,Tanne::N,nulg,база
137,Horn::N,sarv,маӏа
138,Feder::N,sulg,пелаг
139,Fell::N,karvkate,цӏока
140,Fell::N,karusnahk,цӏока
141,Flügel::N,tiib,тӏам
142,Flügel::N,tiivik,тӏам
143,Klaue::N,küüs,мӏара
144,Kralle::N,küünis,тlод
145,Schwanz::N,saba,цӏога
146,Ei::N,muna,xӏoa
147,Nest::N,pesa,бен
148,Bau::N,urg,lуьрг
149,Tier::N,loom,дийнат
150,Herde::N,kari,жа
151,Kuh::N,lehm,етт
152,Bulle::N,pull,сту
153,Pferd::N,hobune,говр
154,Schaf::N,lammas,жий
155,Schaf::N,lammas,уьстагӏ
156,Schwein::N,siga,хьакха
157,Hund::N,koer,жӏаьла
158,Katze::N,kass,цициг
159,Bär::N,karu,ча
160,Eichhörnchen::N,orav,тарсал
161,Elch::N,põder,сай
162,Fuchs::N,rebane,цхьогал
163,Hase::N,jänes,пхьагал
164,Maus::N,hiir,дахка
165,Wolf::N,hunt,борз
166,Vogel::N,lind,олхазар
167,Schwarm::N,parv,
168,Huhn::N,kana,котам
169,Hahn::N,kukk,нӏаьна
170,Hahn::N,kukk,боргӏал
171,Gans::N,hani,гӏаз
172,Adler::N,kotkas,aьрзу
173,Ente::N,part,бад
174,Eule::N,kakk,бухӏа
175,Eule::N,öökull,бухӏа
176,Kranich::N,kurg,гӏаргӏули
177,Krähe::N,vares,къиг
178,Kuckuck::N,kägu,aттйокх
179,Schwan::N,luik,гӏургӏаз
180,Fisch::N,kala,чӏара
181,Barsch::N,ahven,окунь
182,Hecht::N,haug,гӏазкхийн чӏара
183,Schlange[Tier]::N,uss,лаьхьа
184,Wurm::N,uss,нӏаьна
185,Wurm::N,vagel,нӏаьна
186,Spinne::N,ämblik,гезг
187,Ameise::N,sipelgas,зингат
188,Laus::N,täi,меза
189,Laus::N,täi,гӏениг
190,Mücke::N,sääsk,чуьрк
191,Fliege::N,kärbes,моза
192,Schmetterling::N,liblikas,полла
193,Beere::N,mari,цӏазам
194,Apfel::N,õun,ӏаж
195,Pilz::N,seen,жӏаьлин нускал
196,Zwiebel::N,sibul,xох
197,Saat::N,seeme,чlу
198,Korn::N,iva,буьртиг
199,Korn::N,tera,буьртиг
200,Heu::N,hein,йол
201,Schale::N,koor,пардо
202,Grube::N,kaevand,ор
203,Falle::N,lõks,кӏело
204,Falle::N,püünis,кӏело
205,Schlinge::N,aas,
206,Spur::N,jälg,лар
207,Asche::N,tuhk,чим
208,Dreck::N,saast,мода
209,Dreck::N,mustus,мода
210,Eisen::N,raud,эчиг
211,Gold::N,kuld,деши
212,Silber::N,hõbe,дети
213,Kohle::N,süsi,кӏора
214,Glas::N,klaas,aнгали
215,Lehm::N,savi,поппар
216,Sand::N,liiv,гӏум
217,Mensch::N,inimene,адам
218,Mann::N,mees,майра
219,Frau::N,naine,зуда
220,Kind::N,laps,бер
221,Junge::N,poiss,жимха
222,Mädchen::N,tüdruk,жима йоӏ
223,Familie::N,perekond,доьзал
224,Großvater::N,vanaisa,ненада
225,Großmutter::N,vanaema,денана
226,Eltern::N,vanemad,да-нана
227,Vater::N,isa,да
228,Mutter::N,ema,нана
229,Sohn::N,poeg,кӏант
230,Tochter::N,tütar,йоӏ
231,Bruder::N,vend,ваша
232,Schwester::N,õde,йиша
233,Onkel::N,onu,деваша
234,Tante::N,tädi,дейиша
235,Ehemann::N,mees,майра
236,Ehemann::N,abikaasa,майра
237,Ehefrau::N,naine,зуда
238,Ehefrau::N,abikaasa,зуда
239,Freude::N,rõõm,самукъа
240,Freude::N,rõõm,хазахетар
241,Gelächter::N,naer,белам
242,Glück::N,õnn,ирс
243,Kummer::N,mure,бала
244,Kummer::N,kurbus,бала
245,Wunsch::N,soov,лаам
246,Lust::N,himu,лаам
247,Geist::N,vaim,са
248,Gedanke::N,mõte,ойла
249,Gedächtnis::N,mälu,диццадалар
250,Verstand::N,aru,хьекъал
251,Verstand::N,mõistus,хьекъал
252,Sinn::N,tähendus,маьӏна
253,Grund::N,põhjus,бахьана
254,Wahrheit::N,tõde,бакъдерг
255,Gespräch::N,kõne,къамел
256,Gespräch::N,vestlus,къамел
257,Märchen::N,muinasjutt,туьйра
258,Erzählung::N,jutustus,дийцар
259,Nachricht::N,teade,хаам
260,Neuigkeit::N,uudis,керланиг
261,Name::N,nimi,цӏе
262,Rätsel::N,mõistatus,хӏетал-метал
263,Rede::N,kõne,къамел
264,Sprache::N,keel,мотт
265,Stimme::N,hääl,aз
266,Wort::N,sõna,дош
267,Zeichen::N,märk,билгало
268,Ruf::N,hüüe,кхайкхар
269,Lärm::N,müra,гӏовгӏа
270,Laut::N,hääl,аз
271,Ton::N,toon,aз
272,Lied::N,laul,илли
273,Ruhe::N,rahu,тийналла
274,Ruhe::N,vaikus,тийналла
275,Leute::N,inimesed,нах
276,Volk::N,rahvas,халкъ
277,Arbeit::N,töö,болх
278,Gast::N,külaline,хьаша
279,Geschenk::N,kingitus,совгӏат
280,Spiel::N,mäng,ловзар
281,Gesellschaft::N,selts,юкъаралла
282,Hilfe::N,abi,гӏо
283,Freund::N,sõber,доттагl
284,Kamerad::N,sõber,накъост
285,Angelegenheit::N,asi,гӏуллакх
286,Anzahl::N,arv,терахь
287,Anzahl::N,hulk,терахь
288,Art::N,liik,
289,Stück::N,tükk,юьхк
290,Teil::N,osa,дакъа
291,Hälfte::N,pool,ах
292,Kreis::N,ring,го
293,Kreuz::N,rist,жӏара
294,Linie::N,joon,сиз
295,Strich::N,joon,сиз
296,Abstand::N,vahe,юкъ
297,Entfernung::N,kaugus,
298,Entfernung::N,vahemaa,
299,Gegend::N,ümbrus,мeттиг
300,Platz::N,ruum,майда
301,Ort::N,paik,меттиг
302,Seite::N,pool,aгӏo
303,Mitte::N,keskpaik,юкъ
304,Gegenstand::N,ese,хӏума
305,Sache::N,ese,хӏума
306,Rand::N,äär,йист
307,Rand::N,serv,йист
308,Kante::N,kant,йист
309,Ecke::N,nurk,са
310,Spitze::N,teravik,ралла
311,Ende::N,ots,юьхьиг
312,Ende::N,jupp,юьхьиг
313,Loch::N,auk,ӏуьрг
314,Winkel::N,nurk,са
315,Muster::N,muster,дагар
316,Muster::N,muster,тӏамар
317,Größe::N,suurus,барам
318,Länge::N,pikkus,йохалла
319,Höhe::N,kõrgus,локхалла
320,Gewicht::N,kaal,йозалла
321,Gewicht::N,raskus,йозалла
322,Menge::N,arv,дукхалла
323,Menge::N,hulk,дукхалла
324,Haufen::N,hunnik,сал
325,Haufen::N,hunnik,оьла
326,Reihe::N,rivi,рагӏ
327,Reihe::N,rivi,могӏа
328,Boot::N,paat,кема
329,Ruder::N,aer,пийсиг
330,Schlitten::N,saan,салаз
331,Ski::N,suusk,когсалаз
332,Lagerfeuer::N,lõke,цӏе
333,Last::N,koorem,дукъ
334,Gang::N,käik,лелар
335,Schritt::N,samm,гӏулч
336,Norden::N,põhi,къилбаседе
337,Süden::N,lõuna,къилбе
338,Westen::N,lääs,малхбузе
339,Osten::N,ida,малхбале
340,Holz::N,puu,дечиг
341,Brett::N,saelaud,у
342,Platte::N,plaat,у
343,Stütze::N,tugi,гӏopтоp
344,Stange::N,latt,гӏуркх
345,Stange::N,teivas,гӏуркх
346,Stock::N,kepp,ӏаса
347,Stab::N,varras,гӏаж
348,Rohr::N,toru,биргӏа
349,Haus::N,maja,цӏа
350,Heim::N,kodu,кхерч
351,Ofen::N,ahi,кхерч
352,Fußboden::N,põrand,цӏенкъа
353,Tisch::N,laud,шун
354,Stuhl::N,tool,гӏант
355,Wiege::N,häll,ага
356,Wiege::N,kätki,ага
357,Bett::N,voodi,маьнга
358,Regal::N,riiul,терхи
359,Kiste::N,kast,яьшка
360,Fenster::N,aken,кор
361,Tür::N,uks,неӏ
362,Tor::N,värav,ков
363,Zaun::N,aed,керт
364,Zaun::N,tara,керт
365,Dach::N,katus,тхов
366,Leiter::N,redel,лами
367,Besen::N,luud,нуй
368,Spaten::N,labidas,бел
369,Schaufel::N,kühvel,аьшкал
370,Gabel::N,kahvel,мӏара
371,Löffel::N,lusikas,ӏайг
372,Messer::N,nuga,урс
373,Nagel::N,nael,хьостам
374,Netz::N,võrk,бой
375,Haken::N,haak,мӏара
376,Haken::N,konks,мӏара
377,Griff::N,sang,
378,Griff::N,käepide,
379,Schloss::N,lukk,чӏега
380,Bild::N,pilt,сурт
381,Figur::N,kuju,
382,Figur::N,kujund,
383,Puppe::N,nukk,тайниг
384,Beutel::N,paun,гали
385,Bündel::N,kimp,кочар
386,Tasche::N,kott,тӏоьрмиг
387,Eimer::N,pang,чийлик
388,Eimer::N,ämber,чийлик
389,Deckel::N,kaas,негӏар
390,Geschirr::N,nõud,пхьегӏа
391,Sack::N,kott,гали
392,Tasse::N,tass,кад
393,Topf::N,pada,яй
394,Kessel::N,pada,яй
395,Essen::N,söök,юург
396,Nahrung::N,toit,кхача
397,Speise::N,roog,юург
398,Fleisch::N,liha,жижиг
399,Getreide::N,teravili,буьртиг
400,Brei::N,puder,xудар
401,Brot::N,sai,бепиг
402,Brot::N,sai,кхаллар
403,Brot::N,leib,бепиг
404,Brot::N,leib,кхаллар
405,Scheibe::N,viil,цастар
406,Scheibe::N,viilukas,цастар
407,Fett::N,rasv,мохь
408,Butter::N,või,налха
409,Öl::N,õli,даьтта
410,Salz::N,sool,туьха
411,Suppe::N,supp,чорпа
412,Honig::N,mesi,моз
413,Milch::N,piim,шура
414,Tee::N,tee,чай
415,Leder::N,nahk,цӏока
416,Wolle::N,vill,тӏapгӏa
417,Stoff::N,kangas,кӏади
418,Nadel::N,nõel,маха
419,Faden::N,niit,тай
420,Knopf::N,nööp,нуьйда
421,Knoten::N,sõlm,шад
422,Farbe::N,värv,сир
423,Farbe::N,värv,басар
424,Kleidung::N,riided,бедар
425,Kleidung::N,riietus,бедар
426,Hemd::N,särk,коч
427,Kragen::N,krae,кач
428,Ärmel::N,varrukas,пхьош
429,Hose::N,püksid,хеча
430,Gürtel::N,vöö,доьхка
431,Mütze::N,müts,куй
432,Schuh::N,king,мача
433,Stiefel::N,saabas,этка
434,Ring::N,sõrmus,чӏуг
435,Band::N,lint,лента
436,Kamm::N,kamm,ехк
437,Spiegel::N,peegel,куьзга
438,Riemen::N,rihm,доьхка
439,Schnur::N,nöör,муш
440,Leine::N,jalutusrihm,кочатосу доьхка
441,Decke::N,tekk,юргӏа
442,Kissen::N,padi,гIайба
443,Tuch::N,kalev,исхар
444,Handtuch::N,käterätik,гата
445,Kraft::N,jõud,гӏора
446,Stärke::N,tugevus,гӏап
447,Gesundheit::N,tervis,могашалла
448,Krankheit::N,haigus,цамгар
449,Schmerz::N,valu,лазар
450,Wunde::N,haav,чов
451,Fieber::N,palavik,xорша
452,Arznei::N,ravim,молха
453,Brücke::N,sild,тӏай
454,Brunnen::N,kaev,гӏу
455,Weide::N,karjamaa,дак
456,Pfad::N,rada,тача
457,Weg::N,tee,некъ
458,Straße::N,tee,урам
459,Dorf::N,küla,юрт
460,Stadt::N,linn,гӏала
461,Brief::N,kiri,кехат
462,Buch::N,raamat,жайна
463,Buchstabe::N,täht,элп
464,Zeitung::N,ajaleht,газет
465,Leben::N,elu,дахар
466,Tod::N,surm,далар
467,Tod::N,surm,ӏожалла
468,Grab::N,haud,каш
469,Kirche::N,kirik,килс
470,Sünde::N,patt,къа
471,Gott::N,jumal,дела
472,Arbeiter::N,tööline,белхало
473,Chef::N,ülemus,хьаькам
474,Chef::N,juhataja,хьаькам
475,Meister::N,meister,говзанча
476,Arzt::N,arst,лор
477,Lehrer::N,õpetaja,хьехархо
478,Geld::N,raha,aхча
479,Geschäft::N,äri,туька
480,Laden::N,pood,туька
481,Laden::N,kauplus,туька
482,Preis::N,hind,мах
483,Ware::N,kaup,хlума
484,Nutzen::N,tulu,пайда
485,Nutzen::N,kasulikkus,пайда
486,Reichtum::N,rikkus,хьал
487,Welt::N,maailm,дуьне
488,Land::N,maa,мохк
489,Staat::N,riik,пачхьалкх
490,König::N,kuningas,паччахь
491,Macht::N,võim,ӏедал
492,Grenze::N,piir,доза
493,Krieg::N,sõda,тӏом
494,Feind::N,vaenlane,мостагӏ
495,Gewalt::N,väevõim,гӏело
496,Kampf::N,võitlus,къийсам
497,Bogen[Waffe]::N,vibu,
498,Pfeil::N,nool,пха
499,Gewehr::N,püss,топ
500,Fehler::N,viga,гӏалат
501,Lüge::N,vale,аьшпаш
502,Schaden::N,kahju,зен
503,Unglück::N,häda,бала
504,Unglück::N,õnnetus,бала
505,Schuld::N,süü,бехк
506,Alter::N,iga,хан
507,Schluss::N,lõpp,чакхе
508,Zeit::N,aeg,хан
509,Tag::N,päev,де
510,Morgen::N,hommik,ӏуьйре
511,Mittag::N,lõuna,делкъе
512,Mittag::N,keskpäev,делкъе
513,Abend::N,õhtu,суьйре
514,Nacht::N,öö,буьйса
515,Woche::N,nädal,кӏира
516,Monat::N,kuu,бутт
517,Jahr::N,aasta,шо
518,Frühling::N,kevad,бӏаьсте
519,Sommer::N,suvi,аьхке
520,Herbst::N,sügis,гуьйре
521,Winter::N,talv,ӏа
522,Januar::N,jaanuar,январь
523,Februar::N,veebruar,февраль
524,März::N,märts,март
525,April::N,aprill,апрель
526,Mai::N,mai,май
527,Juni::N,juuni,июнь
528,Juli::N,juuli,июль
529,August::N,august,август
530,September::N,september,сентябрь
531,Oktober::N,oktoober,октябрь
532,November::N,november,ноябрь
533,Dezember::N,detsember,декабрь
534,Montag::N,esmaspäev,оршот
535,Dienstag::N,teisipäev,шинара
536,Mittwoch::N,kesknädal,кхаара
537,Donnerstag::N,neljapäev,еара
538,Freitag::N,reede,пӏераска
539,Samstag::N,laupäev,шот
540,Sonntag::N,pühapäev,кӏиранде
541,groß::A,suur,доккха
542,klein::A,väike,кегий
543,klein::A,pisike,кегий
544,lang::A,pikk,еха
545,kurz::A,lühike,доца
546,breit::A,lai,шуьйра
547,schmal::A,kitsas,готта
548,dicht::A,tihe,луьста
549,dick[Gegenstand]::A,jäme,стомма
550,dünn::A,õhuke,дуткъа
551,dünn::A,peenike,дуткъа
552,fein::A,peen,ховха
553,fein::A,õhuke,ховха
554,fest::A,püsiv,чӏогӏа
555,fest::A,kindel,чӏогӏа
556,flach::A,lame,чӏапа
557,flach::A,tasane,чӏапа
558,glatt::A,sile,шера
559,hart::A,kõva,чӏогӏa
560,weich::A,pehme,кӏеда
561,rund::A,ümar,горга
562,spitz::A,torkav,ира
563,scharf::A,terav,ира
564,stumpf::A,nüri,аьртa
565,schwer::A,raske,деза
566,schön::A,kena,хаза
567,heiß::A,kuum,довха
568,heiß::A,palav,довха
569,warm::A,soe,довха
570,kalt::A,külm,шийла
571,kühl::A,jahe,шийла
572,frisch::A,värske,керла
573,feucht::A,niiske,тӏуьна
574,nass::A,märg,тӏеда
575,trocken::A,kuiv,eкъа
576,voll::A,täis,дуьзна
577,leer::A,tühi,яьсса
578,offen::A,avatud,диллина
579,offen::A,lahtine,диллина
580,geschlossen::A,suletud,дӏакъевлина
581,geschlossen::A,suletud,дӏачӏагӏдина
582,sauber::A,puhas,цӏена
583,schmutzig::A,räpane,боьха
584,schmutzig::A,määrdunud,боьха
585,roh::A,toores,буьйда
586,reif::A,küps,хилла
587,lecker::A,hõrk,чоме
588,lecker::A,maitsev,чоме
589,süß::A,magus,мерза
590,bitter::A,mõru,къаьхьа
591,sauer::A,hapu,муьста
592,hell::A,hele,сирла
593,dunkel::A,pime,бодане
594,schwarz::A,must,ӏаьржа
595,weiß::A,valge,кӏайн
596,rot::A,punane,цӏен
597,gelb::A,kollane,можа
598,blau::A,sinine,сийна
599,grün::A,roheline,баьццара
600,grau::A,hall,cира
601,grau::A,hall,мокха
602,bunt::A,kirju,къорза
603,bunt::A,värviline,къорза
604,billig::A,odav,дораха
605,teuer::A,kallis,деза
606,wertvoll::A,väärtuslik,мехала
607,blind::A,pime,бӏаьрзе
608,taub::A,kurt,къора
609,kräftig::A,jõuline,нуьцкъала
610,stark::A,tugev,зоьртала
611,stark::A,tugev,нуьцкъала
612,schwach::A,nõrk,гӏорасиза
613,schwach::A,jõuetu,гӏорасиза
614,fett::A,rasvane,дерстана
615,schlank::A,sale,куц долу
616,hübsch::A,kena,хаза
617,böse::A,tige,вон
618,dumm::A,juhm,сонта
619,dumm::A,rumal,сонта
620,faul::A,laisk,мало ен
621,fleißig::A,virk,тӏера
622,fleißig::A,hoolas,тӏера
623,geizig::A,ihne,пис
624,geizig::A,ihne,сутара
625,klug::A,tark,хьекъале
626,klug::A,arukas,хьекъале
627,klug::A,mõistlik,хьекъале
628,geschickt::A,osav,тӏахъаьлла
629,lieb::A,armas,хьоме
630,lustig::A,lõbus,самукъане
631,sanft::A,õrn,кlеда
632,hungrig::A,näljane,меца
633,krank::A,haige,цомгуш долу
634,nackt::A,alasti,дерзана
635,traurig::A,kurb,самукъане воцу
636,lebendig::A,elus,дийна
637,gut::A,hea,дика
638,schlecht::A,halb,вон
639,richtig::A,õige,нийса
640,schlimm::A,paha,вон
641,wahr::A,tõene,бакъдолу
642,alt::A,vana,къена
643,neu::A,uus,керла
644,ehemalig::A,endine,хилла
645,alt[Lebewesen]::A,vana,къена
646,jung::A,noor,къона
647,arm::A,vaene,къен
648,reich::A,rikas,хьоле
649,bekannt::A,teada,девзаш долу
650,bekannt::A,tuttav,девзаш долу
651,berühmt::A,tuntud,цӏеяхана
652,fremd::A,võõras,нехан
653,verschieden::A,erinev,тайп-тайпанара
654,nah::A,lähedane,гергара
655,fern::A,kauge,гена
656,fern::A,kauge,генара
657,linker::A,vasak,аьрру
658,rechter::A,parem,аьтту
659,anderer::A,muu,кхин
660,anderer::A,teine,кхин
661,erster::A,esimene,хьалхара
662,zweiter::A,teine,шолгIа
663,dritter::A,kolmas,кхоалгӏа
664,letzter::A,viimane,тӏаьххьара
665,allein::ADV,üksi,цхьаъ
666,auf einmal::ADV,korraga,цу сохьтта
667,auf einmal::ADV,ühekorraga,цу сохьтта
668,zusammen::ADV,koos,цхьана
669,zusammen::ADV,üheskoos,цхьана
670,lange::ADV,kaua,дукха
671,plötzlich::ADV,äkki,цIеххьана
672,plötzlich::ADV,järsku,цIеххьана
673,sofort::ADV,kohe,цу сохьтта
674,später::ADV,hiljem,тӏаьхьо
675,jetzt::ADV,nüüd,хӏинца
676,heute::ADV,täna,тахана
677,morgen::ADV,homme,кхана
678,bald::ADV,pea,кеста
679,bald::ADV,varsti,кеста
680,dann::ADV,siis,тӏаккха
681,gestern::ADV,eile,селхана
682,einst::ADV,vanasti,цкъа
683,damals::ADV,tookord,хӏетахьь
684,danach::ADV,seejärel,тӏаккха
685,vorher::ADV,enne,хьалхa
686,zuerst::ADV,enne,хьалха
687,zuerst::ADV,esmalt,хьалха
688,einmal::ADV,kord,цкъа
689,einmal::ADV,üks kord,цкъа
690,manchmal::ADV,mõnikord,цкъаццкъа
691,oft::ADV,tihti,кест-кеста
692,oft::ADV,sageli,кест-кеста
693,immer::ADV,ikka,даим
694,immer::ADV,alati,даим
695,niemals::ADV,mitte kunagi,цкъа а
696,hier::ADV,siin,кхузахь
697,hierhin::ADV,siia,кхуза
698,von hier::ADV,siit,кхузара
699,dort::ADV,seal,цигахь
700,dorthin::ADV,sinna,цига
701,geradeaus::ADV,otse edasi,нийса дӏа
702,vorwärts::ADV,edasi,хьалха
703,rückwärts::ADV,tagurpidi,юха
704,zurück::ADV,tagasi,юха
705,unten::ADV,all,лахахь
706,unten::ADV,allpool,лахахь
707,hinab::ADV,alla,охьа
708,oben::ADV,ülal,лакхахь
709,hinauf::ADV,üles,хьала
710,überall::ADV,kõikjal,массанхьа
711,nicht::ADV,ei,ца
712,nicht::ADV,mitte,ца
713,ein wenig::ADV,veidi,кӏеззиг
714,ein wenig::ADV,natuke,кӏеззиг
715,kaum::ADV,vaevalt,халла
716,sehr::ADV,väga,вуно
717,so::ADV,nii,
718,noch::ADV,veel,кхин
719,nur::ADV,ainult,бен ...ца
720,schon::ADV,juba,хӏинцале
721,wieder::ADV,jälle,юха а
722,vergebens::ADV,asjata,эрна
723,vor::PRP,ees,хьалха
724,hinter::PRP,taha,тӏехьа
725,unter::PRP,all,кIелахь
726,durch::PRP,läbi,чекх
727,durch::PRP,kaudu,чекх
728,neben::PRP,kõrval,юххе
729,zwischen::PRP,vahel,юккъехь
730,wegen::PRP,tõttu,дуьхьа
731,wegen::PRP,pärast,дуьхьа
732,dies::PRN,see,и
733,dies::PRN,see,иза
734,das::PRN,see,и
735,das::PRN,see,иза
736,alles::PRN,kõik,дерриг
737,ich::PRN,mina,cо
738,du::PRN,sina,хьо
739,er::PRN,tema,и
740,er::PRN,tema,иза
741,wir::PRN,me,тхо
742,wir::PRN,me,вай
743,ihr::PRN,te,шу
744,sie::PRN,nad,уьш
745,was::FPRN,mis,хӏун
746,wer::FPRN,kes,мила
747,wo::FADV,kus,мичaхь
748,wohin::FADV,kuhu,мича
749,wie::FADV,kuidas,муха
750,warum::FADV,miks,хӏунда
751,wieviel::FNUM,mitu,мел
752,wieviel::FNUM,mitu,маса
753,wieviel::FNUM,kui palju,мел
754,wieviel::FNUM,kui palju,маса
755,eins::NUM,üks,цхьаъ
756,zwei::NUM,kaks,шиъ
757,drei::NUM,kolm,кхоъ
758,vier::NUM,neli,диъ
759,fünf::NUM,viis,пхиъ
760,sechs::NUM,kuus,ялх
761,sieben::NUM,seitse,ворхӏ
762,acht::NUM,kaheksa,бархӏ
763,neun::NUM,üheksa,исс
764,zehn::NUM,kümme,итт
765,elf::NUM,üksteist,цхьайтта
766,zwölf::NUM,kaksteist,шийтта
767,zwanzig::NUM,kakskümmend,ткъа
768,dreißig::NUM,kolmkümmend,ткъе итт
769,vierzig::NUM,nelikümmend,шовзткъа
770,fünfzig::NUM,viiskümmend,шовзткъе итт
771,sechzig::NUM,kuuskümmend,кхузткъа
772,siebzig::NUM,seitsekümmend,кхузткъе итт
773,achtzig::NUM,kaheksakümmend,дезткъа
774,neunzig::NUM,üheksakümmend,дезткъе итт
775,hundert::NUM,sada,бӏе
776,tausend::NUM,tuhat,эзар
777,und::CNJ,ja,a
778,oder::CNJ,või,я
779,stehen::V,seisma,латта
780,sitzen::V,istuma,хиъна ӏан
781,liegen::V,lamama,ӏилла
782,hängen::V,rippuma,кхаза
783,werden::V,saama,хила
784,werden::V,hakkama,хила
785,passieren::V,juhtuma,хила
786,beginnen::V,algama,доло
787,beginnen::V,hakkama,доло
788,enden::V,lõppema,дӏадерза
789,wechseln::V,vahelduma,хийца
790,aufgehen[Sonne]::V,tõusma,кхета
791,untergehen[Sonne]::V,loojuma,чубуза
792,scheinen[Sonne]::V,paistma,серло яла
793,donnern::V,kõmisema,къекъа
794,wehen::V,puhuma,хьекха
795,strömen::V,voolama,эха
796,fließen::V,voolama,охьаэха
797,sich drehen::V,pöörduma,хьийза
798,schwanken::V,kõikuma,леста
799,schwingen::V,võnkuma,лесто
800,fallen::V,langema,охьакхета
801,brennen::V,põlema,дага
802,rauchen::V,suitsema,оза
