,Concept_ID,mdf,kn
177,Hecht::N,щу́ка,ಪೈಕ್ ಮೀನು
178,Schlange[Tier]::N,куй,ಹಾವು
179,Wurm::N,сукс,ಹುಳು
180,Spinne::N,унжа́,ಊರ್ಣನಾಭ
181,Ameise::N,панжам,ಇರುವೆ
182,Laus::N,си,ಹೇನು
183,Mücke::N,ся́ське,ಸೊಳ್ಳೆ
184,Fliege::N,кару,ನೊಣ
185,Schmetterling::N,ме́лав,ಪತಂಗ
186,Beere::N,и́мож,ನಯವಣ್ಣು
187,Apfel::N,марь,ಸೇಬು
188,Pilz::N,панга,ಅಣಬೆ
189,Zwiebel::N,шурьхкя́,ನೀರುಳ್ಳಿ
190,Saat::N,видьмот,ಬಿತ್ತ
191,Korn::N,сёра,ಬೀಜ
192,Heu::N,тише,ಕರಡ
193,Schale::N,кедь,ಹೊಟ್ಟು
194,Grube::N,лотка,ಗುಂಡಿ
195,Falle::N,туфкс,ಬೋನು
196,Falle::N,кунда́ма,ಬೋನು
197,Schlinge::N,килькш,ಉರುಲು
198,Spur::N,пильгоки́,ಜಾಡು
199,Asche::N,кулу,ಬೂದಿ
200,Dreck::N,ърда́з,ಹೊಲಸು
201,Eisen::N,кшни,ಕಬ್ಬಿಣ
202,Gold::N,ока,ಚಿನ್ನ
203,Gold::N,золота,ಚಿನ್ನ
204,Silber::N,сия́,ಬೆಳ್ಳಿ
205,Kohle::N,седь,ಕಲ್ಲಿದ್ದಲು
206,Kohle::N,седьвальмя,ಕಲ್ಲಿದ್ದಲು
207,Glas::N,кля́нцек,ಗಾಜು
208,Lehm::N,сёвонь,ಜೇಡಿಮಣ್ಣು
209,Sand::N,шува́р,ಮರಳು
210,Mensch::N,ломань,ಪುರುಷ
211,Mann::N,аля,ಆಳು
212,Mann::N,цёраломань,ಆಳು
213,Frau::N,ава,ಹೆಣ್ಣು
214,Kind::N,идь,ಮಗು
215,Kind::N,шаба,ಮಗು
216,Junge::N,цёраня,ಹುಡುಗ
217,Mädchen::N,стирня́,ಹುಡುಗಿ
218,Familie::N,тнал,ಕುಟುಂಬ
219,Familie::N,семья,ಕುಟುಂಬ
220,Großvater::N,атя,ಅಜ್ಜ
221,Großvater::N,щя́тя,ಅಜ್ಜ
222,Großmutter::N,баба,ಅಮ್ಮ
223,Eltern::N,тя́дят-а́лят,ಹೆತ್ತವರು
224,Vater::N,аля,ತಂದೆ
225,Mutter::N,ава,ಅಮ್ಮ
226,Mutter::N,тядя,ಅಮ್ಮ
227,Sohn::N,цёра,ಮಗ 
228,Tochter::N,стирь,ಮಗಳು
229,Bruder::N,дуган,ತಮ್ಮ
230,Bruder::N,пяльне,ತಮ್ಮ
231,Schwester::N,ака,ತಂಗಿ
232,Schwester::N,сазор,ತಂಗಿ
233,Onkel::N,оця,ಸೋದರಮಾವ
234,Onkel::N,оця,ದೊಡ್ಡಪ್ಪ
235,Onkel::N,патя,ಸೋದರಮಾವ
236,Onkel::N,патя,ದೊಡ್ಡಪ್ಪ
237,Onkel::N,щеня́,ಸೋದರಮಾವ
238,Onkel::N,щеня́,ದೊಡ್ಡಪ್ಪ
239,Tante::N,ака,ಚಿಕ್ಕಮ್ಮ
240,Tante::N,щака,ಚಿಕ್ಕಮ್ಮ
241,Ehemann::N,мирде,ಗಂಡ
242,Ehefrau::N,ърьвя́,ಹೆಂಡತಿ
243,Freude::N,ке́нярдема,ನಲಿವು
244,Gelächter::N,рахсема,ನಗೆ
245,Glück::N,паваз,ಆನಂದ
246,Kummer::N,ризф,ದುಃಖ
247,Kummer::N,пичефкс,ದುಃಖ
248,Wunsch::N,мяль,ಬಯಕೆ
249,Wunsch::N,таколдома,ಬಯಕೆ
250,Lust::N,таколдома,ಇಷ್ಟ
251,Geist::N,вайме,ಆತ್ಮ
252,Gedanke::N,мяль,ಯೋಚನೆ
253,Gedächtnis::N,прявий,ಸ್ಮರಣೆ
254,Verstand::N,прявий,ಮನಸ್ಸು
255,Sinn::N,ён,ಅರ್ಥ
256,Grund::N,туфта́л,ಕಾರಣ
257,Wahrheit::N,ви́де,ಸತ್ಯ
258,Wahrheit::N,видеши́,ಸತ್ಯ
259,Gespräch::N,корхтама,ಸಂಭಾಷಣೆ
260,Märchen::N,ёфкс,ಸುಳ್ಳು ಕಥೆ
261,Erzählung::N,азкс,ಕಥೆ
262,Nachricht::N,куля́,ಸಂದೇಶ
263,Neuigkeit::N,куля́,ಸುದ್ದಿ
264,Name::N,лем,ಹೆಸರು
265,Rätsel::N,со́дама ёфкс,ಒಗಟು
266,Rede::N,вал,ಮಾತು
267,Rede::N,корхтама,ಮಾತು
268,Sprache::N,кяль,ಭಾಷೆ
269,Stimme::N,вайгяль,ಧ್ವನಿ
270,Wort::N,вал,ಮಾತು
271,Zeichen::N,тя́ште,ಗುರುತು
272,Zeichen::N,тя́штькс,ಗುರುತು
273,Ruf::N,тердема,ಕೂಗು
274,Lärm::N,гайф,ಸದ್ದು
275,Lärm::N,жалакодома,ಸದ್ದು
276,Laut::N,вайгяль,ಶಬ್ದ
277,Ton::N,вайгяль,ನಾದ
278,Lied::N,мора,ಗಾನ
279,Ruhe::N,сетьме,ಶಾಂತಿ
280,Leute::N,ломатть,ಮಂದಿ
281,Volk::N,наро́д,ಜನಾಂಗ
282,Arbeit::N,тев,ಕೆಲಸ
283,Gast::N,и́нжи,ಅತಿಥಿ
284,Gast::N,ко́нак,ಅತಿಥಿ
285,Geschenk::N,казне,ಕಾಣಿಕೆ
286,Spiel::N,налхкома,ಆಟ
287,Spiel::N,налхксема,ಆಟ
288,Gesellschaft::N,кружок,ಸಂಗ
289,Hilfe::N,лездома,ಸಹಾಯ
290,Freund::N,я́лга,ಸ್ನೇಹಿತ
291,Kamerad::N,я́лга,ಜೊತೆಗಾರ
292,Angelegenheit::N,тев,ವಿಚಾರ
293,Anzahl::N,лувкс,ಎಣಿಕೆ
294,Art::N,вид,ತರ
295,Stück::N,пакш,ತುಂಡು
296,Teil::N,часть,ಭಾಗ
297,Teil::N,пялькс,ಭಾಗ
298,Hälfte::N,пяле,ಅರ್ಧ
299,Kreis::N,шаркс,ವೃತ್ತ
300,Kreuz::N,крёз,ಶಿಲುಬೆ
301,Linie::N,межа,ರೀಖೆ
302,Linie::N,китькс,ರೀಖೆ
303,Strich::N,межа,ಗೀಟು
304,Abstand::N,ётка,ಅಂತರ
305,Entfernung::N,ётка,ದೂರ
306,Gegend::N,ва́ста,ವಿಸ್ತೀರ್ಣ
307,Gegend::N,перьфпя́ль,ವಿಸ್ತೀರ್ಣ
308,Platz::N,ва́ста,ಅಂತರ
309,Ort::N,ва́ста,ಸ್ಥಳ
310,Seite::N,пяле,ಪಕ್ಷ
311,Mitte::N,кучка́,ನಡು
312,Gegenstand::N,веща,ವಸ್ತು
313,Sache::N,тев,ವಸ್ತು
314,Sache::N,веща,ವಸ್ತು
315,Rand::N,пе,ಅಂಚು
316,Kante::N,и́рдез,ಅಂಚು
317,Ecke::N,ужа,ಮೂಲೆ
318,Spitze::N,пря,ತುದಿ
319,Ende::N,пе,ಕೊನೆ
320,Loch::N,варя,ತೂತು
321,Winkel::N,ужа,ಕೋನ
322,Muster::N,сёрма,ನಮೂನೆ
323,Größe::N,серь,ಪ್ರಮಾಣ
324,Länge::N,кува́лма,ಉದ್ದ
325,Höhe::N,серь,ಎತ್ತರ
326,Gewicht::N,сталма,ತೂಕ
327,Menge::N,лувкс,ಮೊತ್ತ
328,Haufen::N,мар,ರಾಶಿ
329,Reihe::N,ряд,ಸಾಲು
330,Boot::N,венеж,ದೋಣಿ
331,Ruder::N,миле,ಹುಟ್ಟು
332,Schlitten::N,ну́рда,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
333,Ski::N,сокс,ಜಾರುಪಟ್ಟಿ
334,Lagerfeuer::N,то́лмар,ಶಿಬಿರಾಗ್ನಿ
335,Last::N,канкс,ಹೊರೆ
336,Last::N,сталма,ಹೊರೆ
337,Gang::N,молема,ತಿರುಗಾಟ
338,Schritt::N,аськолкс,ಹೆಜ್ಜೆ
339,Norden::N,якшама шире,ಉತ್ತರ
340,Süden::N,ля́мбе ши́ре,ದಕ್ಷಿಣ
341,Westen::N,ши валгома шире,ಪಶ್ಚಿಮ
342,Osten::N,шинь стяма шире,ಮೂಡಲು
343,Holz::N,вирь,ಚೌಬೀನೆ
344,Holz::N,шуфта,ಚೌಬೀನೆ
345,Brett::N,лавця,ಹಲಗೆ
346,Platte::N,плита́,ಹಲಗೆ
347,Stütze::N,неже,ಆಸರೆ
348,Stange::N,олга,ಕಂಬ
349,Stock::N,байдек,ಕೋಲು
350,Stab::N,олгоня,ದೊಣ್ಣೆ
351,Rohr::N,турама,ನಳಿಕೆ
352,Haus::N,куд,ಮನೆ
353,Heim::N,куд,ಗೃಹ
354,Ofen::N,пянакуд,ಒಲೆ
355,Fußboden::N,кия́кс,ನೆಲ
356,Tisch::N,шра,ಮೇಜು
357,Tisch::N,моркш,ಮೇಜು
358,Stuhl::N,стул,ಕುರ್ಚಿ
359,Wiege::N,нюря́м,ತೊಟ್ಟಿಲು
360,Bett::N,ацам,ಹಾಸಿಗೆ
361,Regal::N,лавцяланга,ಬೀರು
362,Kiste::N,парга,ಪಟ್ಟಿಗೆ
363,Fenster::N,валмья,ಕಿಟಕಿ
364,Tür::N,кенкш,ಬಾಗಿಲು
365,Tor::N,ортат,ಹೆಬ್ಬಾಗಿಲು
366,Zaun::N,перяфкс,ಬೇಲಿ
367,Dach::N,кудпря,ಮಾಳಿಗೆ
368,Leiter::N,куцема,ಏಣಿ
369,Besen::N,тяльме,ಪೊರಕೆ
370,Spaten::N,ка́йме,ಗುದ್ದಲಿ
371,Schaufel::N,ко́поня,ಸನಿಕೆ
372,Schaufel::N,ця́рдом,ಸನಿಕೆ
373,Gabel::N,ця́нгоня,ಕವಲು
374,Löffel::N,куцю,ಚಮಚ
375,Messer::N,пеель,ಚಾಕು
376,Nagel::N,эска,ಆಣಿ
377,Haken::N,кя́чказ,ಕೊಂಡಿ
378,Griff::N,недь,ಹಿಡಿ
379,Griff::N,кунда́мка,ಹಿಡಿ
380,Schloss::N,замо́к,ವೀಗ
381,Bild::N,карти́на,ಚಿತ್ರ
382,Figur::N,ронга-понда,ಆಕಾರ
383,Puppe::N,ня́ка,ಗೊಂಬೆ
384,Beutel::N,кяскав,ಸಂಚಿ
385,Bündel::N,кярьме,ಕಟ್ಟು
386,Tasche::N,кошяльня,ಚೀಲ
387,Eimer::N,ве́дарка,ಬಾನೆ
388,Deckel::N,тавадкс,ಮುಚ್ಚಳ
389,Deckel::N,вельхкс,ಮುಚ್ಚಳ
390,Geschirr::N,кядьге,ಭಕ್ಷ್ಯಗಳು
391,Sack::N,кяскав,ಮೂಟೆ
392,Tasse::N,ша́ваня,ಬಟ್ಟಲು
393,Topf::N,кавозь,ಮಡಕೆ
394,Kessel::N,сргавозь,ಕೆಟಲ್
395,Essen::N,ярхцама,ಊಟ
396,Nahrung::N,ярхцампяль,ಆಹಾರ
397,Speise::N,ярхцама,ಊಟ
398,Fleisch::N,пал,ಮಾಂಸ
399,Fleisch::N,сиволь,ಮಾಂಸ
400,Getreide::N,сёра,ಧಾನ್ಯ
401,Brei::N,ям,ಗಂಜಿ
402,Brot::N,кши,ರೊಟ್ಟಿ
403,Scheibe::N,кочам,ಹೋಳು
404,Fett::N,куя́,ಕೊಬ್ಬು
405,Butter::N,вай,ಬೆಣ್ಣೆ
406,Öl::N,вай,ಎಣ್ಣೆ
407,Salz::N,сал,ಉಪ್ಪು
408,Suppe::N,шонгарям,ಎಸರು
409,Suppe::N,коршампяль,ಎಸರು
410,Honig::N,медь,ಮಧು
411,Milch::N,лофца,ಹಾಲು
412,Tee::N,чай,ಚಹ
413,Leder::N,кедь,ಚಕ್ಕಳ
414,Wolle::N,пона,ಉಣ್ಣೆ
415,Stoff::N,котф,ಬಟ್ಟೆ
416,Nadel::N,салмокс,ಸೂಜಿ
417,Faden::N,сюре,ದಾರ
418,Knopf::N,пуня,ಗುಂಡು
419,Knoten::N,сюлма,ಗಂಟು
420,Farbe::N,архтомбяль,ಬಣ್ಣ
421,Kleidung::N,щам,ಅರಿವೆ
422,Hemd::N,па́нар,ಅಂಗಿ
423,Kragen::N,сиве,ಕುತ್ತಿಗೆಪಟ್ಟಿ
424,Ärmel::N,ожа,ತೋಳು
425,Hose::N,понкст,ಇಜಾರ
426,Gürtel::N,каркс,ಬೆಲ್ಟು
427,Mütze::N,вазь,ಟೋಪಿ
428,Schuh::N,башма́к,ಪಾದರಕ್ಷೆ
429,Stiefel::N,кя́ме,ಬೂಟು
430,Ring::N,суркс,ಉಂಗುರ
431,Band::N,керькс,ರಿಬ್ಬನ್
432,Band::N,лента,ರಿಬ್ಬನ್
433,Kamm::N,сюрьхцем,ಹಣಿಗೆ
434,Spiegel::N,ванома,ಕನ್ನಡಿ
435,Riemen::N,шнань каркс,ಬಾರು
436,Schnur::N,пикс,ಹುರಿ
437,Schnur::N,карькскя,ಹುರಿ
438,Leine::N,вядьме,ಹಗ್ಗ
439,Decke::N,вельхкс,ಕಂಬಳಿ
440,Kissen::N,тоду,ದಿಂಬು
441,Tuch::N,руця́,ಕೊರಳ ಬಟ್ಟೆ
442,Handtuch::N,на́рдама,ಚೌಕ
443,Kraft::N,вий,ಬಲ
444,Stärke::N,вииши,ಶಕ್ತಿ
445,Gesundheit::N,шумбраши́,ಆರೋಗ್ಯ
446,Krankheit::N,урма́,ರೋಗ
447,Krankheit::N,сярядема,ರೋಗ
448,Schmerz::N,маряма,ನೋವು
449,Wunde::N,керф,ಗಾಯ
450,Fieber::N,маштыкс,ಜ್ವರ
451,Arznei::N,надо́бья,ಔಷಧ
452,Arznei::N,пъчка́фтома,ಔಷಧ
453,Brücke::N,седь,ಸೇತುವೆ
454,Brunnen::N,эши,ಬಾವಿ
455,Weide::N,ванома васта,ಗೋಮಾಳ
456,Pfad::N,ян,ದಾರಿ
457,Pfad::N,киня́,ದಾರಿ
458,Weg::N,ки,ಹಾದಿ
459,Straße::N,ки,ರಸ್ತೆ
460,Dorf::N,веле,ಹಳ್ಳಿ
461,Stadt::N,ош,ಪಟ್ಟಣ
462,Brief::N,сёрма,ಕಾಗದ
463,Buch::N,книга,ಪುಸ್ತಕ
464,Buchstabe::N,бу́ква,ಅಕ್ಷರ
465,Zeitung::N,газе́та,ವಾರ್ತಾಪತ್ರಿಕೆ
466,Leben::N,эряф,ಜೀವನ
467,Leben::N,эряма,ಜೀವನ
468,Tod::N,кулома́,ಮರಣ
469,Grab::N,калма,ಗೋರಿ
470,Kirche::N,це́рькав,ಚರ್ಚು
471,Sünde::N,пежеть,ಪಾಪ
472,Sünde::N,муворкс,ಪಾಪ
473,Gott::N,шкай,ದೇವರು
474,Arbeiter::N,трудендай,ಕೆಲಸಗಾರ
475,Arbeiter::N,работник,ಕೆಲಸಗಾರ
476,Chef::N,азор,ದಣಿ
477,Chef::N,оцюня,ದಣಿ
478,Meister::N,мастяр,ಶಿಕ್ಷಕ
479,Arzt::N,врач,ವೈದ್ಯ
480,Arzt::N,доктор,ವೈದ್ಯ
481,Lehrer::N,учи́тель,ಉಪಾಧ್ಯಾಯ
482,Geld::N,ярмакт,ಹಣ
483,Geschäft::N,ладяфкс,ವಾಣಿಜ್ಯ
484,Geschäft::N,ладяф тев,ವಾಣಿಜ್ಯ
485,Laden::N,ла́вка,ಅಂಗಡಿ
486,Preis::N,питне,ಬೆಲೆ
487,Ware::N,миф,ಸರಕು
488,Ware::N,ра́маф,ಸರಕು
489,Nutzen::N,пара,ಲಾಭ
490,Nutzen::N,лезкс,ಲಾಭ
491,Reichtum::N,ко́зяши,ಸಂಪತ್ತು
492,Welt::N,свет,ಭೂಲೋಕ
493,Land::N,мастор,ದೇಶ
494,Staat::N,государства,ರಾಜ್ಯ
495,König::N,король,ರಾಜ
496,Macht::N,азорондама,ಅಧಿಕಾರ
497,Macht::N,азорксши,ಅಧಿಕಾರ
498,Grenze::N,ёткаян,ಗಡಿ
499,Krieg::N,война́,ಯುದ್ಧ
500,Feind::N,душман,ಶತ್ರು
501,Feind::N,каршек тюри,ಶತ್ರು
502,Gewalt::N,наругама,ಹಿಂಸೆ
503,Kampf::N,тюрема́,ಹೋರಾಟ
504,Bogen[Waffe]::N,нал,ಬಿಲ್ಲು
505,Pfeil::N,нал,ಅಂಬು
506,Gewehr::N,винто́вка,ಬಂದೂಕು
507,Fehler::N,эльбядькс,ತಪ್ಪು
508,Lüge::N,васькафнема,ಸುಳ್ಳು
509,Schaden::N,зия́н,ಹಾನಿ
510,Unglück::N,зия́н,ಅಪಾಯ
511,Schuld::N,муворши,ದೋಷ
512,Alter::N,эряф кизот,ಮುಪ್ಪು
513,Alter::N,эряфонь пинге,ಮುಪ್ಪು
514,Schluss::N,пе,ಮುಕ್ತಾಯ
515,Zeit::N,пинге,ಕಾಲ
516,Tag::N,ши,ದಿನ
517,Morgen::N,шобдава,ಮುಂಜಾನೆ
518,Mittag::N,шикучка,ನಡುಹಗಲು
519,Abend::N,иля́дь,ಸಂಜೆ
520,Nacht::N,ве,ರಾತ್ರಿ
521,Woche::N,недя́ля,ವಾರ
522,Monat::N,ков,ತಿಂಗಳು
523,Jahr::N,киза,ಸಂವತ್ಸರ
524,Frühling::N,тунда́,ವಸಂತ
525,Sommer::N,киза,ಬಿಸಿಲುಕಾಲ
526,Herbst::N,сёксе,ಶರತ್ಕಾಲ
527,Winter::N,тяла,ಚಳಿಗಾಲ
528,Januar::N,кельмеков,ನಾಲ್ಚಳಿ
529,Februar::N,уфайков,ಅಯ್ಚಳಿ
530,März::N,марайков,ಮೊಬ್ಬೇಸಿಗೆ
531,April::N,шудиков,ಇಬ್ಬೇಸಿಗೆ
532,Mai::N,панжиков,ಮುಬ್ಬೇಸಿಗೆ
533,Juni::N,лямбеков,ಮೊಮ್ಮಳೆ
534,Juli::N,псиков,ಇಮ್ಮಳೆ
535,August::N,сёроньков,ಮುಮ್ಮಳೆ
536,September::N,тюжягов,ನಾಲ್ಮಳೆ
537,Oktober::N,кельмазаков,ಮೊಚ್ಚಳಿ
538,November::N,эйндамков,ಇಚ್ಚಳಿ
539,Dezember::N,кучкаков,ಮುಚ್ಚಳಿ
540,Montag::N,одговши,ಸೋಮುವಾರ
541,Dienstag::N,ша́вши,ಮಂಗಳವಾರ
542,Mittwoch::N,вержи,ಬುಧವಾರ
543,Donnerstag::N,шува́ланя,ಗುರುವಾರ
544,Freitag::N,пя́денця,ಶುಕ್ರವಾರ
545,Samstag::N,ёткши,ಶನಿವಾರ
546,Sonntag::N,таргоши,ಭಾನುವಾರ
547,groß::A,оцю,ದೊಡ್ಡ
548,klein::A,ёмла,ಪುಟ್ಟ
549,lang::A,кува́ка,ದೀರ್ಘ
550,kurz::A,нюрьхкя́ня,ಚಕ್ಕ
551,breit::A,кели,ಅಗಲವಾದ
552,schmal::A,тяйня,ಇಕ್ಕಟ್ಟಾದ
553,dicht::A,сиде,ದಟ್ಟ
554,dicht::A,туста,ದಟ್ಟ
555,dick[Gegenstand]::A,эчке,ದಟ್ಟ
556,dünn::A,шува́ня,ತೆಳು
