,Concept_ID,mdf,kn
1077,täuschen::V,кяльготнемс,ಠಕ್ಕಿಸು
1078,betrügen::V,васькафнемс,ವಂಚಿಸು
1079,töten::V,шавомс,ಕೊಲ್ಲು
1080,töten::V,аде́ламс,ಕೊಲ್ಲು
1081,wohnen::V,эрямс,ವಾಸಿಸು
1082,arbeiten::V,покодемс,ಕೆಲಸ ಮಾಡು
1083,sammeln::V,кочкамс,ಸಂಚಯಿಸು
1084,sammeln::V,пу́роптомс,ಸಂಚಯಿಸು
1085,pflücken::V,фатнемс,ಬಿಡಿಸು
1086,pflücken::V,нотфнемс,ಬಿಡಿಸು
1087,jagen::V,кунда́мс,ಬೇಟೆಯಾಡು
1088,fischen::V,калонь кунда́мс,ಮೀನು ಹಿಡಿ
1089,fassen::V,кунда́мс,ಹಿಡಿ
1090,hüten::V,ваномс,ಗುಂಪುಸೇರಿಸು
1091,treiben::V,панемс,ದಬ್ಬು
1092,anbinden::V,сотомс,ಬಿಗಿ
1093,füttern::V,трямс,ಮೇಯಿಸು
1094,füttern::V,а́ндомс,ಮೇಯಿಸು
1095,melken::V,потямс,ಹಾಲು ಕರೆ
1096,hacken::V,лазондомс,ತುಂಡರಿಸು
1097,gießen::V,валомс,ನೀರುಹಾಕು
1098,reifen::V,кенеремс,ಕಳಿ
1099,zubereiten::V,анокламс,ಅಡಿಗೆಮಾಡು
1100,kochen::V,пидемс,ಅಡು
1101,backen::V,пидемс,ಬೇಯಿಸು
1102,braten::V,пуштомс,ಕರಿ
1103,umrühren::V,шорямс,ಕಲಕು
1104,stricken::V,кодамс,ಹೆಣೆ
1105,nähen::V,стамс,ಹೊಲಿ
1106,färben::V,а́рхтомс,ಬಣ್ಣ ಹತ್ತು
1107,reinigen::V,ва́ткамс,ಸ್ವಚ್ಛಮಾಡು
1108,reinigen::V,а́роптомс,ಸ್ವಚ್ಛಮಾಡು
1109,waschen::V,муськомс,ತೊಳೆ
1110,abwischen::V,нардамс,ಒರಸು
1111,spülen::V,оргалдомс,ಗಲಬರಿಸು
1112,fegen::V,тяемс,ಗುಡಿಸು
1113,kehren::V,тяемс,ಗುಡಿಸು
1114,baden::V,э́шелямс,ಸ್ನಾನಮಾಡು
1115,sich waschen::V,штамс,ತೊಳೆ
1116,ausziehen::V,кайсефтемс,ಬಿಚ್ಚು
1117,anziehen::V,ща́фтомс,ಹಾಕು
1118,sich anziehen::V,щамс,ಹಾಕು
1119,kämmen::V,се́ендемс,ಬಾಚು
1120,schmücken::V,на́ряжамс,ಅಲಂಕರಿಸು
1121,schmücken::V,ма́зоптомс,ಅಲಂಕರಿಸು
1122,sagen::V,азомс,ಹೇಳು
1123,sagen::V,мярьгомс,ಹೇಳು
1124,sprechen::V,корхтамс,ನುಡಿ
1125,reden::V,корхнемс,ನುಡಿ
1126,sich unterhalten::V,корхнемс,ಹರಟೆ ಹೊಡಿ
1127,fragen::V,ки́зефтемс,ವಿಚಾರಿಸು
1128,bitten::V,а́намс,ಬೇಡು
1129,bitten::V,ве́шемс,ಬೇಡು
1130,erzählen::V,а́зондомс,ಹೇಳು
1131,mitteilen::V,азомс,ತಿಳಿಸು
1132,nennen::V,лемдемс,ಹೆಸರಿಡು
1133,nennen::V,путомс лем,ಹೆಸರಿಡು
1134,rufen::V,серьгядемс,ಕರೆ
1135,prahlen::V,шна́фтомс пря́,ಜಂಬ ಕೊಚ್ಚು
1136,übersetzen::V,ётафтомс,ಭಾಷಾಂತರಿಸು
1137,denken::V,арьсемс,ಯೋಚಿಸು
1138,glauben::V,кемамс,ನಂಬು
1139,bemerken::V,ня́емс,ಗಮನಿಸು
1140,erkennen::V,содамс,ಗುರುತುಹಿಡಿ
1141,begreifen::V,сатомс,ಗ್ರಹಿಸು
1142,verstehen::V,шарьхкодемс,ಅರ್ಥಮಾಡಿಕೊ
1143,lernen::V,тонафнемс,ಕಲಿ
1144,wissen::V,со́дамс,ಅರಿ
1145,sich erinnern an::V,лятфтамс,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1146,vergessen::V,юкстамс,ಮರೆತುವಿಡು
1147,messen::V,ункснемс,ಅಳೆ
1148,zählen::V,лу́вомс,ಗಣಿಸು
1149,zählen::V,а́рьсемс,ಗಣಿಸು
1150,rechnen::V,лувомс,ಲೆಕ್ಕ ಹಾಕು
1151,lesen::V,лувомс,ಓದು
1152,lesen::V,морафтомс,ಓದು
1153,malen::V,рисова́ндамс,ಬಿಡಿಸು
1154,zeichnen::V,рисова́ндамс,ಬಿಡಿಸು
1155,schreiben::V,сёрмадомс,ಬರೆ
1156,besitzen::V,улемс азоркс,ಒಡೆಯನಾಗಿರು
1157,kaufen::V,рамамс,ಕೊಳ್ಳು
1158,verkaufen::V,мимс,ಕೊಡು
1159,bezahlen::V,пандомс,ಬೆಲೆತೆರು
1160,zahlen::V,па́ндомс,ಹಣವನ್ನುಕೊಡು
1161,beherrschen::V,азорондамс,ಅಧಿಕಾರ ನಡೆಸು
1162,ertragen::V,кирдемс,ಸಹಿಸು
1163,Netz::N,,ಬಲೆ
